,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,color_fulness,blur,cubcol.0.5,saturation,cubcol.1.0,cubcol.0.3,cubrow.0,cubcol.0.6,cubcol.0,cubrow.1.0,cubrow.0.6,noise,tone,temporal,cubrow.0.3,staticness,uhdhdsim,fft,cubrow.0.5,contrast,movement
10,410,66.5851,12.4202,62,17.7903,0,115,121,15,130,18,1.04305,63.05737,0.0,0.0,0.32143,3.536,10.93154,0.0,0.0,125.0,58.19037,0.00051,0.43,2.144,-1.0,0.304015,2.104192073481541,149.00354744879348,35356.342612126406,0.19542199764874038,39.86003056278935,0.12793737659615542,0.159281313638767,0.25394867562026047,0.18775595816723198,0.08180982330411828,0.3239023552981919,0.22853886712717608,0.644203218509746,0.8847941176470588,4.465125944224649,0.1990408443652624,466.994801578857,83.57891392591841,77374.91246201235,0.21507963141815656,95.64674506904686,4.042148919753086
11,411,65.7049,12.7191,62,18.2332,0,115,121,15,131,18,1.04184,62.27607,0.0,0.0,0.35714,3.583,10.67519,0.0,0.0,125.0,58.19587,0.00056,0.43,2.335,-1.0,0.301429,1.8820661225237492,148.56522573987417,34204.87969457209,0.1946473643095429,39.955104686595774,0.12770488890779336,0.15726994437636377,0.25116611221091173,0.18579347789142464,0.08178778649990065,0.32245985259137383,0.2290914047226297,0.6464208445529694,0.8839694117647029,4.413726455533899,0.19912616337799044,465.8464526295595,83.75688963757581,77208.72370110391,0.21515044353668136,95.75362037944778,4.276572145061729
12,412,65.2091,12.6251,61,19.0194,0,115,121,15,131,18,1.04487,61.85255,0.0,0.0,0.42857,3.611,10.92553,0.0,0.0,125.0,58.11959,0.00048,0.43,2.329,-1.0,0.313953,1.8452328288571385,148.7772028310753,33671.4728956761,0.19397980567095902,39.94522132402585,0.12760563808609462,0.1562182089080741,0.2501734068355196,0.18374380313408867,0.08180113597751633,0.32059599905442016,0.22957474825362487,0.648044259488808,0.8840956862745099,4.4217182269101345,0.19900147795119122,464.72873808493483,83.855020865674,77187.5287417331,0.2155563743247596,98.1142149243082,4.051118827160494
13,413,65.6164,12.8342,62,19.2632,0,115,121,15,131,18,1.04279,62.22417,0.0,0.0,0.35714,3.561,10.84646,0.0,0.0,125.0,58.24593,0.00046,0.43,2.161,-1.0,0.311847,2.3500369503228087,148.5854095149835,34321.25464836801,0.19348736869159294,40.06498774775753,0.12734671718969867,0.15527489732053212,0.24943954742457958,0.1822086151415574,0.08181422275924988,0.31880513836960733,0.22995759078169764,0.6530737226826566,0.8846313725490197,4.417438786457461,0.19936878541984873,463.6187963980801,83.76404154428478,77344.46111023224,0.2158563914783306,97.78365163386856,3.667824074074074
14,414,65.8801,13.2096,62,19.3991,0,115,121,15,131,18,1.04052,62.47252,0.0,0.0,0.14286,3.539,11.02622,0.0,0.0,125.0,58.24499,0.0005,0.43,2.271,-1.0,0.331156,2.171603352360945,148.72115304813386,34893.490601042125,0.19367550214023618,40.091190667799964,0.12720421419317363,0.15294185013547987,0.2481567467362388,0.17944042362516954,0.08178885230023578,0.3168707371213143,0.2302853914140619,0.6524795115752654,0.8819800000000001,4.439763648422968,0.20044032483588592,462.69154209036606,83.68386985868467,77177.8923345297,0.21599590705835278,97.81885659900985,3.3196855709876543
15,415,66.1657,13.3471,63,20.5086,0,115,121,15,131,19,1.04023,62.76883,0.0,0.0,0.14286,3.534,11.3498,0.0,0.0,125.0,58.11976,0.00053,0.43,2.129,-1.0,0.317882,2.277118459385777,148.85478346590094,35233.93130766981,0.19328334403745231,40.13836330837673,0.12733744609345105,0.15315510946361857,0.2464696991477059,0.1780555472944263,0.08181835190811365,0.31560680320973233,0.2304373569123434,0.6546971376184949,0.88146,4.495105523675888,0.20129979453041014,462.0797266210666,83.67598153793529,77306.98360585199,0.21569363024149996,97.92741232505048,4.054108796296297
16,416,66.5127,13.8983,63,19.8972,0,115,121,15,131,19,1.04231,63.10039,0.0,0.0,0.17857,3.538,11.46534,0.0,0.0,125.0,58.1283,0.00043,0.43,2.32,0.17142,0.296034,2.4543940516863034,148.82781669023825,35887.836714851954,0.19218774816212753,40.00795227804302,0.1275798428170126,0.1542936529491423,0.245460796668516,0.1774817447506649,0.08177232698029399,0.3130877325891494,0.23057985146889107,0.654697137618494,0.8847792156862746,4.543495603822539,0.20238877582758405,461.6336385420158,83.55123093437865,77504.41606421255,0.21549223214301855,97.79589288697012,4.497926311728395
17,417,66.3099,14.373,63,21.0038,0,115,121,15,131,19,1.02724,62.92633,0.0,0.0,0.17857,3.565,11.93768,0.0,0.0,125.0,58.17284,0.00042,0.44,2.189,-1.0,0.296929,2.742810439716465,148.96271204289033,35546.30701673501,0.19238915078283367,40.128313606168014,0.12767211344813617,0.15349063057699777,0.24546406273092933,0.1771168250152886,0.08174901336340652,0.3111266283375034,0.2306843683973412,0.652479511575268,0.8877438431372494,4.602669719221518,0.20297048975311435,461.26563700182254,83.62298981177709,77344.36881425517,0.21540659852908817,97.36199831200294,4.885127314814815
18,418,66.3426,14.1642,62,21.2074,0,116,121,15,131,19,1.03234,62.90519,0.0,0.0,0.28571,3.571,12.35171,0.0,0.0,125.0,58.18732,0.0005,0.44,1.984,-1.0,0.285076,2.05983602322864,149.29125303500493,35263.62974161948,0.19304362249007911,40.04943357867959,0.1277430609516242,0.15264817756739607,0.24384748039481347,0.17702581751607113,0.08172172624709544,0.3088664496000467,0.23053068316524816,0.6502618855320296,0.889461568627451,4.669806955021886,0.20289429562417435,460.94723148465584,83.65614149175583,77011.45588041423,0.21528439392698728,95.94130793547816,4.669801311728395
19,419,66.8051,14.3627,63,21.5496,0,116,121,15,130,19,1.03252,63.30247,0.0,0.0,0.21429,3.563,12.1712,0.0,0.0,125.0,58.214,0.00038,0.44,2.156,-1.0,0.273982,2.458737440284524,149.48129593492962,36118.23268783509,0.19398780523681375,39.74390872908227,0.1278976533979055,0.1503746178783287,0.24322518484691594,0.1770315343214681,0.08174128343136462,0.3077724168454914,0.23041306514667317,0.6486384705962055,0.8909329411764706,4.672241592585468,0.20308360168773174,460.7373452068607,83.58538156424876,77303.33034699275,0.21515392249283172,95.99293911828664,4.666811342592593
20,420,67.0599,13.9328,63,20.6744,0,116,121,15,130,19,1.05016,63.54136,0.0,0.0,0.17857,3.551,12.34016,0.0,0.0,125.0,58.32985,0.00056,0.44,2.136,-1.0,0.286167,2.5773580086193735,149.57486076944667,36627.90244549462,0.19483672515873474,39.499593098958336,0.12795579894429787,0.14908411202229702,0.24269119202499562,0.1769398344703646,0.08171618734569037,0.30655043617815547,0.23033065173550407,0.6458266334455742,0.8940168627450981,4.684231439303008,0.20336109170358663,460.5943122966881,83.46985077254793,77446.14695293565,0.2151211858220703,97.92374339897943,5.161313657407407
21,421,67.0205,13.6095,63,20.5623,0,116,121,15,130,19,1.04638,63.53655,0.0,0.0,0.14286,3.533,11.9671,0.0,0.0,125.0,58.34782,0.00049,0.44,2.158,-1.0,0.27699,2.7578818474751667,149.75722459903983,35708.204575380994,0.19577203064615434,39.416280487437305,0.1279820943290971,0.14725399764549593,0.2421062891197108,0.17681929701289537,0.08170827112183622,0.305478394684976,0.2303114596091716,0.6442032185097407,0.8951180392156863,4.65749581132504,0.20338169980371482,460.45679506989654,83.45182696245149,77122.8384683361,0.21521656405240072,97.43509933616022,5.14038387345679
22,422,66.6521,13.5855,63,18.5811,0,116,121,15,130,19,1.04149,63.19366,0.0,0.0,0.35714,3.535,11.6916,0.0,0.0,125.0,58.38192,0.00041,0.44,2.084,-1.0,0.306895,2.5321283254038156,149.45238548202883,35381.05357123394,0.19631594914487466,39.537841796875,0.12788832765200162,0.14638539944818796,0.2419661327971105,0.17629876338068418,0.08169184413091951,0.30441735136361037,0.23017191401709303,0.6464208445529728,0.8951145098039216,4.649524169894167,0.20316874429771997,460.26598690687507,83.51051712660187,77103.2891546199,0.21516997721258285,97.63340852174076,4.851369598765432
23,423,66.3978,14.1208,62,19.3444,0,116,121,15,130,19,1.03326,62.98485,0.0,0.0,0.25,3.574,11.6747,0.0,0.0,125.0,58.45784,0.00049,0.44,2.266,-1.0,0.268349,2.8302796650987903,149.1948873995613,34845.15539763853,0.1971804209687783,39.434408870744114,0.12783797598422947,0.14525685181685613,0.24199820313161688,0.17549494990895637,0.08168919407033523,0.3033776575497357,0.23000894153791204,0.6480442594888015,0.8936929411764706,4.642673418814361,0.2028135121443661,460.01470323051626,83.55249557479992,76943.27228518893,0.21536069403975747,98.13244795698606,4.6861496913580245
24,424,66.2266,14.3823,62,20.5626,0,116,121,15,130,19,1.04221,62.8735,0.0,0.0,0.46429,3.564,12.12954,0.0,0.0,125.0,58.30886,0.00059,0.45,2.085,0.17001,0.291169,2.9388968433849563,149.20070646050442,34216.50857249364,0.1995206175494134,39.300414285542054,0.12773025766652946,0.14455813812992743,0.24207502050402546,0.17483050217261814,0.08166733908314741,0.30211179438184593,0.23002376853450873,0.6480442594888061,0.8923466666666667,4.688814441906138,0.20258948543327074,459.75020861335236,83.51242877488872,76716.01337654934,0.21551532615941799,97.62046598717625,4.353057484567901
25,425,65.7974,14.3522,62,20.94,0,116,121,15,130,18,1.03283,62.4863,0.0,0.0,0.14286,3.585,12.34881,0.0,0.0,125.0,58.31264,0.00049,0.45,2.211,-1.0,0.286212,2.4176717154326886,149.09315019487659,33869.04698009045,0.20190990588598764,39.281034869912226,0.12773377824482499,0.14359244126431553,0.24225215335738096,0.17453912804888583,0.08166074789762945,0.3011393163322936,0.22990174359135204,0.6494501780641205,0.8910537254901961,4.6548164411524375,0.2025822438514862,459.4380342471247,83.6305490017048,76689.3347096525,0.21556283401713858,98.12465558049118,4.575858410493828
26,426,65.8528,14.4813,62,20.3685,0,116,121,15,130,18,1.03155,62.50852,0.0,0.0,0.28571,3.615,12.3249,0.0,0.0,125.0,58.38611,0.00053,0.45,1.958,-1.0,0.28968,2.519633270450293,149.01083797588552,34184.612954540935,0.2028279014008468,39.40994639455536,0.12768375154345687,0.1432343942652159,0.24327555461290393,0.17428631022667848,0.08163590538550346,0.30005655522862246,0.229812410182113,0.6524795115752605,0.893010980392157,4.589789924767575,0.20263619940615504,459.0901507205971,83.65855208404017,76975.8535809367,0.215992587773514,96.40652249019593,4.22289737654321
27,427,66.4416,14.3481,63,20.3787,0,116,121,15,130,19,1.03076,63.04995,0.0,0.0,0.17857,3.559,12.44025,0.0,0.0,125.0,58.26856,0.00059,0.45,2.15,-1.0,0.281457,2.7316926902624057,148.84097180070802,35402.96164165998,0.20328314325288488,39.47367180718316,0.12780061638828918,0.1425549043687603,0.24265936751232303,0.17370954632189178,0.081654120260068,0.2994750185578291,0.22969844977852882,0.6524795115752623,0.8917619607843138,4.566774996321447,0.20268038377054887,458.74526255153444,83.55186813927605,77198.04863813303,0.21620246558777803,97.82196628670296,4.11328125
28,428,66.5295,17.0462,63,20.4436,0,116,121,15,130,19,1.03339,63.12858,0.0,0.0,0.5,3.583,12.32351,0.0,0.0,125.0,58.19465,0.00046,0.44,2.166,-1.0,0.300032,2.300179409355149,148.81807163064246,36019.1006806898,0.20370118818390642,39.370324970763406,0.12780361418691147,0.14259752820746283,0.24198557583202093,0.173400234243454,0.08163572510524245,0.2986069800761112,0.22963006668558325,0.6524795115752651,0.8893039215686276,4.565691513692048,0.2027147088421833,458.4205212221846,83.60508369587822,77401.99730098144,0.2164076232577464,97.97750012841571,4.298177083333333
29,429,67.3419,18.3881,63,21.1861,0,116,121,15,130,19,1.03263,63.84126,0.0,0.0,0.25,3.619,14.64006,0.0,0.0,125.0,58.35192,0.00056,0.45,1.875,-1.0,0.286861,2.6847255994302706,148.82057194000862,38151.65682525507,0.20423234877604446,39.085891912012926,0.12782761171022156,0.141651019173704,0.24210408535415556,0.17304940282254166,0.08166723874742832,0.29927343941563417,0.22957071727929776,0.6546971376184918,0.8888882352941178,4.639916164809543,0.20265678097575168,458.01082143483563,83.55424957285817,77482.32839805874,0.21662850642990944,96.73974274821475,4.911940586419753
30,430,67.4949,16.9436,63,22.0044,0,116,121,15,130,19,1.0372,63.96727,0.0,0.0,0.17857,3.579,15.79744,0.0,0.0,125.0,58.32263,0.00049,0.44,1.896,-1.0,0.287905,2.4614216941848137,148.69141753793704,38619.210704482706,0.2059705502643735,39.15738461341387,0.127854363952727,0.14092294764348076,0.24254664952537233,0.17301501404897487,0.08165159459370253,0.2986261698540911,0.2295987683482387,0.6546971376184868,0.8880180392156864,4.718416528837726,0.2024324173545273,457.5372385430412,83.50000267422304,77903.3996813506,0.21685524076829754,96.1643829399067,5.2956211419753085
31,431,67.5178,15.7561,63,23.0571,0,116,121,15,130,19,1.03541,63.93519,0.0,0.0,0.28571,3.569,14.55091,0.0,0.0,125.0,58.32978,0.00051,0.45,1.951,-1.0,0.320188,2.2064550917768275,148.60307666988598,39203.993510133216,0.20696881883738236,39.32107016480999,0.12789341182808342,0.14047380228064973,0.2426433839959399,0.17294965786900712,0.08167861541064339,0.2980261670499657,0.22951474815655085,0.6508560966394271,0.8868039215686275,4.763627284011352,0.20234869463713445,457.0432369131502,83.46247782111092,78780.80040733126,0.21702711843199937,96.68436900220132,5.32079475308642
32,432,67.2012,15.0819,63,21.2336,0,116,121,15,130,19,1.01958,63.63121,0.0,0.0,0.17857,3.566,13.53226,0.0,0.0,125.0,58.35681,0.00053,0.45,1.947,0.17245,0.302992,2.3152499199096845,148.62666061930827,38638.46673938978,0.20861313221645764,39.43047963837047,0.12789359197353348,0.13934210033573685,0.24271001518365098,0.17274743003724774,0.08164924417224176,0.2976261740259947,0.22944064652415788,0.6518853004678682,0.8869098039215687,4.760990253689925,0.20209410565719188,456.5309878244535,83.5272877130059,78463.81521904624,0.21711060292120918,96.67035856102662,5.311439043209877
33,433,67.6824,14.7698,63,22.9861,0,116,121,15,130,20,1.02851,64.06387,0.0,0.0,0.25,3.56,12.95894,0.0,0.0,125.0,58.40263,0.00047,0.45,2.104,-1.0,0.3196,2.5057938468354872,148.63486800784486,39719.08940366362,0.21005810585046014,39.48497612093701,0.12794413201504246,0.13821457527896844,0.24317895502194659,0.17272888735692518,0.08161760243548762,0.29729520901911743,0.22937787699340284,0.6518853004678656,0.8881650980392158,4.740009545345783,0.20179819490510056,456.0184614050783,83.4422496960224,78722.08203794774,0.21730710185303515,98.00838188005044,5.456259645061729
34,434,67.8628,14.5107,63,22.9414,0,116,121,15,130,20,1.02389,64.26594,0.0,0.0,0.21429,3.551,12.69227,0.0,0.0,125.0,58.44149,0.00042,0.45,1.87,-1.0,0.293746,1.8123341015556225,148.6430654430543,40165.47243377278,0.21182366009217798,39.583783561800736,0.12795757952447237,0.13726207753654404,0.24279669172820434,0.1727988938159783,0.0815998785107253,0.29706620614067825,0.22934264192028522,0.6530737226826613,0.887610980392157,4.686190815119448,0.20179529897825738,455.53652876325896,83.42804141589573,78796.2515249813,0.21756722100391782,96.59650333059695,5.645592206790123
35,435,68.0157,13.9245,64,21.2778,0,116,121,15,130,20,1.02505,64.41017,0.0,0.0,0.21429,3.573,12.47071,0.0,0.0,125.0,58.45462,0.00062,0.45,1.841,-1.0,0.304445,2.1339816450734497,148.60977232614204,40484.222801505086,0.21350676686291511,39.578789228274495,0.12796288925769672,0.1360474231679325,0.2428174727563969,0.1733421676131756,0.08159669990120327,0.29700826425496973,0.22933946727078347,0.6546971376184952,0.8866411764705884,4.661786986655506,0.2016643535670538,455.1122958370375,83.44060259937666,78687.08808662451,0.21777830714074428,96.60517755444386,5.846257716049383
36,436,67.8681,13.798,63,19.2465,0,116,121,15,131,20,1.02671,64.28447,0.0,0.0,0.25,3.588,11.96827,0.0,0.0,125.0,58.49032,0.00051,0.45,1.741,-1.0,0.314226,2.2675255523146967,148.64192486704414,40427.51346482076,0.21539239261652263,39.40882082338686,0.12794099981066676,0.13498229514622023,0.2430822435241544,0.17380655766494718,0.08158754217038985,0.29710440745507205,0.2293224981120573,0.654697137618489,0.8864039215686276,4.614814930927113,0.2018058248078466,454.72903782804394,83.46517458803953,78556.3034386573,0.21801918581684498,97.05876854775207,5.864342206790123
37,437,67.7615,13.6182,63,20.2916,0,116,121,15,130,20,1.03763,64.20558,0.0,0.0,0.17857,3.605,11.86333,0.0,0.0,125.0,58.49665,0.0005,0.45,1.795,-1.0,0.302105,1.9699199665820408,148.73185607502322,40166.164006682804,0.217344500341354,39.459976384669176,0.12791697818835782,0.1342298111923078,0.24268209340488325,0.17384461925255656,0.0815665736277535,0.2970123619317954,0.22920790394857812,0.654697137618495,0.8871164705882353,4.590138799235254,0.20198039827306735,454.37620814387157,83.5418755090926,78433.3624164387,0.2181031906743116,97.96354065481206,5.8254726080246915
38,438,68.1616,13.3509,64,19.3693,0,116,121,16,130,20,1.03084,64.5913,0.0,0.0,0.17857,3.613,11.7073,0.0,0.0,125.0,58.49383,0.00045,0.45,1.781,-1.0,0.318648,2.26809550301685,148.86228675848545,40926.526382368334,0.21886869035446224,39.297907511393234,0.12790256576963738,0.1338854694910917,0.2434841474575012,0.17423417230387023,0.08156071912783155,0.29668928122105465,0.22902727902273037,0.6546971376184972,0.8874525490196079,4.573975804678009,0.20220473624264168,454.0638636617027,83.46014139809131,78639.03860138752,0.2182765813209884,96.47327143329383,5.684606481481482
39,439,68.4545,13.2499,64,18.5195,0,116,121,16,130,20,1.04281,64.87422,0.0,0.0,0.17857,3.602,11.47668,0.0,0.0,125.0,58.49755,0.00051,0.45,1.646,-1.0,0.309681,1.7878735733575575,148.82962563885266,41497.17592327957,0.2205949137097985,39.16581631884163,0.12788656051199868,0.13334672147875468,0.2434409872867472,0.1749216529960292,0.0815365521527361,0.296354136523612,0.2289489809302715,0.6546971376185006,0.8868031372549019,4.552265883985462,0.20227008842413868,453.7833322645496,83.41221568965884,78449.04010298113,0.21852761225588432,98.20985136195769,5.735243055555555
40,440,68.3911,13.1412,64,18.8284,0,116,121,16,130,20,1.03491,64.88128,0.0,0.0,0.35714,3.628,11.38884,0.0,0.0,125.0,58.49166,0.00036,0.45,1.614,0.1695,0.309548,2.1068455297500477,148.96305802213942,41172.89491558049,0.22132782892070518,39.18070324556327,0.12788747375727944,0.1329922476611207,0.24262781336437153,0.17567118628805412,0.08153089156315739,0.2962588869225833,0.22899019450631627,0.660973301001307,0.8848317647058823,4.531814070184048,0.2023883440874822,453.5404792056184,83.43006212948622,78285.14159415873,0.21870157662877218,98.03228075741966,5.968171296296297
41,441,68.3526,13.0368,65,17.8074,0,117,121,16,130,20,1.03588,64.88608,0.0,0.0,0.35714,3.625,11.29425,0.0,0.0,125.0,58.50246,0.00045,0.45,1.627,-1.0,0.309106,2.273388390545516,148.898671727512,40985.463132754536,0.22224308517141417,39.04052677860966,0.12792024375217287,0.13203291758195645,0.24247690957371362,0.17615513907428088,0.0815224459314193,0.2962533034153727,0.22898436791935142,0.6613500157481838,0.8849482352941177,4.5171931104353975,0.2026978291344214,453.2937462007226,83.43316036714188,78193.25342997971,0.21885683565438663,97.94762768867578,6.063464506172839
42,442,68.1711,12.9701,65,18.6277,0,117,121,16,130,20,1.04798,64.7919,0.0,0.0,0.17857,3.618,11.20002,0.0,0.0,125.0,58.48217,0.0006,0.45,1.704,-1.0,0.302838,2.2461329357255733,148.9246977917407,40264.203652041324,0.2231377856634304,38.880041240174094,0.1279532475139121,0.13104968485354346,0.24190238287583082,0.1767049001631081,0.08153706933710923,0.2963349621499948,0.2289990448467511,0.666814471663081,0.8834619607843137,4.487736436593762,0.20241870228462866,453.06778982846595,83.49599925536994,78043.26393625422,0.21898247478236557,95.91164086512325,6.091917438271605
43,443,68.666,12.6568,65,16.4884,0,117,121,16,130,21,1.03961,65.28389,0.0,0.0,0.28571,3.618,11.14274,0.0,0.0,125.0,58.49151,0.00051,0.45,1.744,-1.0,0.298207,2.275135211465117,149.13424038121545,40838.19507773054,0.22427785021156393,38.94414303626543,0.12798978241430364,0.13009721841187696,0.2408912146121101,0.17806359740534639,0.08153973134557055,0.29635420955162156,0.22907029685104027,0.6718439348569399,0.8823658823529412,4.458476132044478,0.20235453594557112,452.8689795056951,83.43417525290378,77989.33431877075,0.2191450230941823,96.99129934138419,6.075954861111111
44,444,69.572,12.3888,66,16.8048,0,117,121,16,130,21,1.03499,66.13975,0.0,0.0,0.25,3.617,10.87372,0.0,0.0,125.0,58.51829,0.00049,0.45,1.72,-1.0,0.306744,2.4412381936350322,148.96938974495714,42199.687748870114,0.22512297594561753,38.89870895574122,0.1280287126481887,0.12979428306779148,0.24003714707400056,0.17904882596371055,0.08152857827989578,0.2964512403739184,0.22916070302156033,0.6746557720075708,0.8819396078431373,4.3995658777374205,0.20223319202877296,452.67473514172974,83.27375893407194,78291.59577266019,0.21932465907913132,98.20476156965479,6.080873842592593
