,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,cubcol.0,cubcol.0.5,movement,blur,blockiness,uhdhdsim,temporal,cubcol.1.0,cubrow.1.0,cubrow.0,cubrow.0.3,staticness,saturation,cubcol.0.3,cubrow.0.5,fft,color_fulness,cubrow.0.6,cubcol.0.6,contrast,noise
10,310,66.2905,17.2604,48,18.8065,0,130,126,4,128,4,1.00031,67.59931,0.0,0.0,10.75,8.572,15.26615,0.0,0.0,131.0,59.23482,0.0,0.42,1.665,-1.0,0.236431,0.7750568627450981,0.12965761312552565,0.19955549175478468,9.450231481481481,38054.65553018669,1.613870644430357,95.7945578698198,6.155630400083162,0.14098317739920568,0.25152892407313,0.10902375685970687,0.20984083585198665,320.8436610285177,16.09793166172357,0.1875595084692526,0.19868333101990543,64488.60740358746,140.43802362183476,0.2733496386661321,0.17455893588177637,88.22194168859234,0.3540979684953549
11,311,66.2871,17.6266,48,20.0389,0,130,126,4,128,4,0.99913,67.59045,0.0,0.0,10.14286,8.542,14.91753,0.0,0.0,132.0,59.21004,0.0,0.41,1.889,-1.0,0.245999,0.7750568627450981,0.1298998440076243,0.20146124775203225,10.960021219135802,38059.844579530676,1.1865161571165628,95.79370356994575,6.122888075998426,0.1390262158995488,0.25154261896185537,0.10975466222796924,0.20824258075950267,319.6923288675442,16.08474298171055,0.18843342154402726,0.1949598655214607,64476.81121141445,140.8314326550541,0.2730893146405869,0.17431811876200715,88.2908352499762,0.3540979684953569
12,312,66.3647,17.6897,48,19.6588,0,130,126,4,128,4,1.00061,67.61533,0.0,0.0,8.75,8.547,15.23073,0.0,0.0,130.0,59.17936,0.0,0.41,1.764,-1.0,0.242677,0.775369411764706,0.1311635865422643,0.20193414896597894,10.472125771604938,38206.78442933841,2.1637672678760667,95.81775763048856,6.14957591632279,0.1377461027549008,0.25225657901805787,0.1111192930681514,0.20587741316231092,318.5340661133669,16.09281036000193,0.18834383597794585,0.1912941332903247,64561.539315177564,140.6392821440561,0.27239104638465067,0.17383864214949268,88.32077171511065,0.35409796849535446
13,313,66.3356,17.3731,48,19.3239,0,129,126,4,128,4,0.99879,67.6083,0.0,0.0,10.78571,8.523,15.28821,0.0,0.0,131.0,59.13619,0.0,0.41,1.959,-1.0,0.232632,0.7759050980392158,0.1313859739756038,0.20394679889033382,9.250337577160494,38220.678315940095,1.203643781720541,95.80488852128806,6.160226906858341,0.13619627952277516,0.25287633222750755,0.11079643716220275,0.20423120505863182,317.3218255363805,16.080019538785205,0.18911974476998825,0.1889320626386665,64501.85895897798,141.1836191476756,0.27150646139521284,0.1738007343247164,90.71946852791862,0.3540979684953549
14,314,66.2164,17.5345,47,19.1546,0,129,126,4,128,4,0.99407,67.49652,0.0,0.0,9.46429,8.574,15.01292,0.0,0.0,131.0,59.10349,0.0,0.41,1.665,-1.0,0.248325,0.7753023529411762,0.13085382282491914,0.20499562408923588,8.741753472222221,37954.16963158931,1.7355695242992164,95.82558588518019,6.133014697297193,0.13581144089580957,0.25361933626842914,0.11046066961974296,0.2029865486289051,316.1474034478428,16.128424373673806,0.18945145048973538,0.18816653435359046,64409.39071049356,141.59100172560093,0.27137409473815616,0.17325637294273047,88.34109756371136,0.3563155945385814
15,315,66.0927,17.19,47,18.9099,0,129,126,4,128,4,1.00274,67.34631,0.0,0.0,7.28571,8.515,15.14919,0.0,0.0,131.0,59.05538,0.0,0.42,1.532,-1.0,0.251262,0.775324705882353,0.12930845336246768,0.206303059763471,9.78732638888889,37823.403286932524,1.438333567799644,95.83752533054096,6.151544349030284,0.1348351392252249,0.25476036307923,0.1095396342646594,0.20010217959091514,314.9229610265138,16.032548315731095,0.19013723354075568,0.18797179443000103,64370.023494476525,141.60194053725957,0.27110809228487215,0.17197122524472264,92.73989564295151,0.35409796849535463
16,316,66.1629,17.1268,48,18.4916,0,129,126,4,128,4,1.00205,67.42882,0.0,0.0,7.71429,8.519,14.8574,0.0,0.0,129.0,59.03893,0.0,0.41,1.86,0.27456,0.24251,0.7753615686274511,0.1287239381381633,0.20780058721588512,11.420958719135802,37960.22131665273,1.6308778312584917,95.82607593769795,6.111588693985773,0.134679106692409,0.2569934510859846,0.10974109674886567,0.1966120576064384,313.78076624777646,16.10100903923129,0.19139632730586578,0.18830730867607806,64404.231603042404,141.61335725344992,0.2696529067837073,0.17158447981285616,92.3919842071116,0.35409796849535624
17,317,66.0249,17.3138,47,18.3828,0,129,126,4,128,4,1.00025,67.22758,0.0,0.0,9.28571,8.552,14.7987,0.0,0.0,129.0,58.97386,0.0,0.41,1.663,-1.0,0.259059,0.7751243137254903,0.1282678123976179,0.20913508945607598,11.344569830246913,37657.53376688474,1.6942951934568424,95.84973025103425,6.108885445400893,0.13394142765835101,0.25970966534199197,0.11004558358595486,0.1935874691362355,312.63177334064136,16.051654391818577,0.19277463775588666,0.18890299217605236,64480.7920271599,142.33036096058706,0.26757115995283937,0.17093388764683445,92.36935095436807,0.3540979684953549
18,318,65.9204,17.3924,47,19.0476,0,129,126,4,128,4,1.00076,67.10209,0.0,0.0,7.82143,8.568,14.96319,0.0,0.0,129.0,58.93797,0.0,0.41,1.81,-1.0,0.253324,0.775007843137255,0.12746680007533037,0.21054539978040346,11.19849537037037,37539.69142462877,1.5327857853784033,95.83892875058203,6.127500985362408,0.1340072632712045,0.2619974488052319,0.11032817164324765,0.19092038293338667,311.47777881743355,16.075340741946373,0.1935272906559558,0.19019062493796066,64453.91986017109,142.40727698258843,0.2657131457746312,0.16993930021642628,92.38064888627375,0.35409796849535474
19,319,65.9277,17.8385,47,19.1148,0,129,126,4,128,4,0.99745,67.06669,0.0,0.0,7.46429,8.541,15.03038,0.0,0.0,128.0,58.89864,0.0,0.41,1.512,-1.0,0.248808,0.774895470588235,0.12672853024992262,0.21166514649401005,11.108603395061728,37540.5043116771,1.9417446229009783,95.86966604210389,6.123434360452437,0.13368544575235192,0.26350020320989537,0.1101927347494329,0.1887127982794734,310.342377659829,16.06673535005546,0.19413224819196964,0.1916514343238275,64430.49641214903,142.6359188505943,0.26472152434435914,0.16927178105280494,90.3234039431484,0.3540979684953547
20,320,65.7271,17.8558,47,19.4217,0,129,126,4,128,4,0.9968,66.86424,0.0,0.0,10.96429,8.551,15.41763,0.0,0.0,128.0,58.85133,0.0,0.42,1.742,-1.0,0.267895,0.7750568627450981,0.12610429078132504,0.21283584256338742,12.70486111111111,37293.33350787881,1.842617182353804,95.88228670982097,6.156703115179162,0.13322853221563877,0.2645136470788906,0.11056151353406941,0.18696010276892894,309.1978112230983,16.059380990487558,0.1943591986697532,0.19211472509866775,64445.064089265055,143.02832636201862,0.2638753601404359,0.1681825003487168,92.35765725284288,0.35409796849535286
21,321,65.6185,17.4657,47,20.0507,0,129,126,4,128,4,0.99853,66.75702,0.0,0.0,10.78571,8.549,15.43143,0.0,0.0,129.0,58.79946,0.0,0.41,1.539,-1.0,0.279416,0.7744843137254903,0.1260335818391326,0.21389139619908645,13.337287808641975,37081.666259566315,1.4801244841795183,95.89904218871385,6.152224065357184,0.13284421345744926,0.26631483844730336,0.1113778785126166,0.18576684436367522,308.05314197617525,16.033240612642263,0.19441185095248284,0.19261054622384116,64453.235050188276,143.28132703018068,0.26332671973232785,0.16776183444722106,89.51600877183542,0.35409796849535374
22,322,65.5243,17.3908,47,19.1957,0,129,126,4,128,4,1.00028,66.67636,0.0,0.0,8.53571,8.563,15.09452,0.0,0.0,129.0,58.75775,0.0,0.42,1.512,-1.0,0.278315,0.7743207843137256,0.1262396808718376,0.21401703085394103,13.316213348765432,36992.03642640862,1.6305599556229018,95.90845990854586,6.127257328956994,0.13251608752441288,0.26759298974243495,0.11168937767264288,0.1845327524432918,306.93449298593544,16.047499668451003,0.19462625210399295,0.19376865415197833,64448.899260831364,143.53437798082788,0.26258812427738887,0.16704298776545456,92.35455627132913,0.35409796849535274
23,323,65.3207,17.2062,46,18.9004,0,129,126,4,128,4,1.00626,66.47698,0.0,0.0,9.46429,8.585,15.03199,0.0,0.0,129.0,58.68489,0.0,0.41,1.588,-1.0,0.280864,0.7733752941176472,0.1257858217692837,0.21386188518484406,13.161410108024691,36650.614772131834,1.8159959863700232,95.9278741733094,6.127490373557104,0.13255159035747502,0.268910927235852,0.11153008636700927,0.18367541491792969,305.8275553297097,16.03838527349778,0.19461354629645966,0.19458323704115457,64504.94517713616,143.80548895904192,0.26180257405565444,0.1662660409495652,90.00685604402157,0.3540979684953542
24,324,65.2492,17.3914,46,19.2745,0,129,126,4,128,4,1.00665,66.36488,0.0,0.0,7.71429,8.584,14.86589,0.0,0.0,130.0,58.67126,0.0,0.41,1.442,0.2936,0.304041,0.7733752941176472,0.12536758735208828,0.21302880693469148,13.41333912037037,36592.99029061001,1.4378306642856846,95.93932572858145,6.1039111231429635,0.1332724651978604,0.27044996218052303,0.11113843409734442,0.18262906160129821,304.71832519143766,16.033252857349538,0.19460236336995207,0.19467813346205026,64448.310886621235,144.01826060631035,0.2611580203194339,0.16596544014380252,92.38579774710465,0.3540979684953527
25,325,65.1106,17.4205,46,19.4594,0,129,126,4,128,4,0.99921,66.21858,0.0,0.0,8.85714,8.603,15.03033,0.0,0.0,130.0,58.59625,1e-05,0.41,1.485,-1.0,0.291548,0.7730359019607843,0.12489527597032514,0.21186562502250883,14.217640817901234,36405.31932673724,1.2429732948109073,95.95237502944846,6.121669317285561,0.1342441584872409,0.27145332700501057,0.11075953482990748,0.18094756836307974,303.60582598266603,15.979906435366031,0.1946019454152644,0.1941163373141011,64455.16965034613,144.67726899127712,0.26065283035610237,0.16514246269112412,90.0028095433172,0.35409796849535385
26,326,65.1497,17.1212,46,18.9952,0,129,126,4,128,4,1.00149,66.24609,0.0,0.0,9.96429,8.61,15.05258,0.0,0.0,131.0,58.56944,0.0,0.42,1.365,-1.0,0.303195,0.773084705882353,0.12478136503442142,0.21089328214255412,14.446228780864198,36499.59964381118,1.4659540325008062,95.94902916026524,6.1106342406533605,0.13527305665062478,0.27201870254838834,0.11080273689759161,0.17908975102203706,302.5231964159811,16.036884825906636,0.19452218344233466,0.19351171145738175,64405.84094229425,144.91972533386308,0.25959618383201327,0.16475829511013243,92.3493978016875,0.35409796849535297
27,327,64.9881,16.8354,46,18.8638,0,129,126,4,128,4,0.99779,66.08215,0.0,0.0,7.67857,8.57,14.79775,0.0,0.0,131.0,58.5139,0.0,0.42,1.431,-1.0,0.303012,0.7719835294117647,0.12443608216771873,0.2096768404451416,14.38917824074074,36228.63507090326,1.1856421147151688,95.98485653141942,6.090366238958041,0.13621219491363434,0.2723039440931518,0.1109302271317752,0.17690480610946122,301.4418882800394,15.975663738486206,0.19491637379176535,0.19322182952979072,64402.84110180291,144.84568749846295,0.25766023817583056,0.16423156114734028,92.16866435398133,0.35409796849535335
28,328,64.9271,16.6907,46,18.4575,0,129,126,4,128,4,0.99715,65.95301,0.0,0.0,8.07143,8.589,14.54816,0.0,0.0,130.0,58.46285,0.0,0.41,1.448,-1.0,0.309762,0.7719020980392157,0.12367365634979587,0.20863783396631608,14.283998842592593,36182.65829164817,1.1383742593923378,95.99961112451646,6.054059594249998,0.1374129652846064,0.2722189795800122,0.11102454838890172,0.17443474324670577,300.39983702363304,16.00695537049093,0.1951580272591212,0.1931055281715878,64385.93526896308,145.10359869291577,0.2556487887513454,0.16385912247199652,92.34183295339383,0.35409796849535274
29,329,64.8385,16.4782,46,18.6334,0,129,126,4,128,4,0.99722,65.88241,0.0,0.0,8.57143,8.585,14.41942,0.0,0.0,129.0,58.40256,0.0,0.41,1.347,-1.0,0.309495,0.7712027450980393,0.12315849593383413,0.20759414865815198,14.490354938271604,36017.64238233944,1.5990748901495282,96.01390016659747,6.046906213033934,0.13875601851765892,0.27261033888249886,0.11120170688189585,0.17214023037337153,299.3723640833819,15.998160279827353,0.19595389997442691,0.193969530765258,64384.40763246702,145.28815076563126,0.25364281315483334,0.1637729793180017,92.23190301111654,0.35409796849535397
30,330,64.7662,16.6661,46,18.3168,0,129,126,4,128,4,0.99566,65.76645,0.0,0.0,8.71429,8.595,14.24012,0.0,0.0,130.0,58.36273,0.0,0.42,1.385,-1.0,0.328366,0.7711352941176471,0.12257306107140675,0.20635247245326696,14.786458333333334,35944.08708980753,1.3313286819316166,96.02302888106175,6.015508840602623,0.1404891162954464,0.27252420489343304,0.11151409376318555,0.169947366604958,298.34732564301214,15.989737616644964,0.19679939662561524,0.19550723831642333,64340.82996449531,145.73175944881876,0.2513470693294924,0.16328764545573718,92.24301418092304,0.3540979684953529
31,331,64.6962,16.4055,46,18.3714,0,129,126,4,128,4,0.99375,65.713,0.0,0.0,8.5,8.601,14.40612,0.0,0.0,130.0,58.28562,0.0,0.41,1.456,-1.0,0.312584,0.769766274509804,0.12213111154883646,0.20552792832493594,14.809606481481481,35758.19474756657,1.1446356188545963,96.02681457659182,6.025612877149302,0.1419118171363448,0.27127410892232295,0.1116940687768455,0.1678713894140247,297.33904762685927,15.946379296573593,0.19726656530003228,0.19664404877895836,64344.26264218545,145.83339413294536,0.24909344990716858,0.1628231299567705,92.06249620065232,0.35409796849535297
32,332,64.6671,16.2954,46,17.6048,0,129,126,4,128,4,0.99621,65.68029,0.0,0.0,9.46429,8.601,14.17785,0.0,0.0,130.0,58.25819,0.0,0.41,1.457,0.28266,0.326079,0.7696254901960785,0.12162845307230984,0.2045165577643541,14.716628086419753,35739.990045063285,1.5270288612031055,96.02397918923509,6.001359237114642,0.14383718042616875,0.2697929753012502,0.11202064979292757,0.16594314839825977,296.3521570175809,15.982264954366801,0.19773334682258623,0.19713701516459556,64372.8862254127,146.4879158220067,0.24732424496040703,0.16290055446228874,92.30617176920981,0.3540979684953522
33,333,64.7623,16.55,46,17.7813,0,129,126,4,128,4,1.0025,65.69343,0.0,0.0,7.14286,8.578,14.08203,0.0,0.0,130.0,58.19452,0.0,0.41,1.426,-1.0,0.311503,0.7695701960784315,0.12136937333274612,0.20400854921567146,14.6796875,35907.01612506788,0.9707059862212588,96.03956094934321,5.993009902834572,0.14539126801055655,0.26857719925308193,0.11252411742723255,0.16413307184620934,295.39307016524924,15.945124873408565,0.19769089733946416,0.19757463179816187,64479.115073172485,146.3238912219186,0.24568140095193,0.1624379337383065,91.78638950486663,0.35409796849535136
34,334,64.5731,16.2774,45,18.0336,0,129,126,4,128,4,1.00165,65.56104,0.0,0.0,7.82143,8.613,14.30213,0.0,0.0,130.0,58.15238,0.0,0.41,1.451,-1.0,0.303936,0.7695282352941177,0.12135858950103978,0.20327673319072173,14.868537808641975,35657.24290179999,1.7445586579277017,96.03077662409589,6.011303880000225,0.1472705557567882,0.2679068153335052,0.11282580295139408,0.16251292208380966,294.41963285563065,15.961561226550444,0.197885045561964,0.19808564999109593,64588.10670011197,146.5073315763771,0.24378193930145722,0.16197708016987408,91.17962176624421,0.3540979684953515
35,335,64.6647,16.3404,45,17.6004,0,129,126,4,128,4,0.99805,65.60282,0.0,0.0,11.10714,8.633,14.06652,0.0,0.0,129.0,58.1113,0.0,0.41,1.392,-1.0,0.334822,0.7694537254901962,0.12140859368590319,0.20308489976506164,14.980372299382717,35739.18679207048,1.205331067713499,96.04649943016022,5.98937664699748,0.1491692208175347,0.26745399633881345,0.1131616418387342,0.16102600039166537,293.483541141441,15.946690688898535,0.19795071225400615,0.19847623444182316,64489.37947414518,146.9512571692302,0.24209315105155962,0.16197660418206675,92.58549596931327,0.3540979684953512
36,336,64.6299,15.8438,45,17.7529,0,129,126,4,128,4,0.99669,65.59201,0.0,0.0,7.10714,8.616,14.12036,0.0,0.0,129.0,58.06125,0.0,0.41,1.35,-1.0,0.291304,0.768864705882353,0.12120836489041,0.2028289438805443,15.014033564814815,35740.84552799338,1.206719182110454,96.03712387335176,5.989492927390714,0.15077803698180678,0.2668627816322899,0.11348774934065489,0.15938140323352779,292.5569516941637,15.942069913134164,0.19810439702089888,0.1986408636302751,64597.866979051105,147.43094000155284,0.24064327832272628,0.16155248007868298,90.87518728534131,0.35409796849535363
37,337,64.5479,16.059,45,17.6654,0,129,126,4,128,4,0.99437,65.49102,0.0,0.0,8.53571,8.589,13.69493,0.0,0.0,130.0,58.00998,0.0,0.41,1.361,-1.0,0.299041,0.7685827450980394,0.12090042105599681,0.2026862731991491,14.925684799382717,35560.847684617096,1.0965418000669631,96.05344555992544,5.936546219690244,0.1522938480059761,0.2663225931454385,0.11390953567586327,0.1576332542440761,291.64374487206027,15.896215933340569,0.19824901392206612,0.19850843658739983,64544.028129687336,147.6386670583906,0.23922349930973222,0.16142875298929518,92.32646328168185,0.3540979684953514
38,338,64.4907,16.2225,45,17.8218,0,129,126,4,128,4,0.99431,65.41797,0.0,0.0,7.75,8.603,13.87778,0.0,0.0,129.0,57.94436,0.0,0.41,1.526,-1.0,0.288079,0.7666780392156863,0.1207047697053594,0.20271349034708988,15.012827932098766,35534.89349777976,1.7888027229239318,96.04750160014797,5.957994640399642,0.15390751353199722,0.2659642655893647,0.11466076380924128,0.15594122382714212,290.7391990888369,15.88716502248505,0.19862074107921907,0.19787089082626674,64560.21110302682,147.632255404297,0.23793535153176734,0.1611025414485303,92.24846148938596,0.35409796849535313
39,339,64.5048,16.2339,45,17.8152,0,129,126,4,128,4,0.99888,65.4134,0.0,0.0,7.42857,8.591,14.02244,0.0,0.0,129.0,57.89647,0.0,0.41,1.423,-1.0,0.313357,0.7672137254901962,0.12074779333770226,0.20261162144031497,15.196132330246913,35609.47428190622,1.1570073383380584,96.04258564581345,5.975730518323551,0.15543452935630417,0.2660662475147109,0.11517375462404315,0.15433656367332613,289.85832384767235,15.88909120912905,0.19919591998198163,0.19710047597982178,64538.86593377531,147.9819014921085,0.2369795848408285,0.1602035282400966,92.56838296313964,0.35409796849535274
40,340,64.4999,16.513,45,18.1154,0,129,126,4,128,4,0.99883,65.39811,0.0,0.0,10.21429,8.557,14.02847,0.0,0.0,129.0,57.8586,0.0,0.41,1.346,0.28704,0.312834,0.7672137254901962,0.12046777699907109,0.20264300977113475,15.275559413580247,35603.672667656036,1.4796692515683603,96.06497673480007,5.9820693743457705,0.15676651385223733,0.2664026613774614,0.11534854717673125,0.15278108021930556,288.9904118750023,15.912651344581889,0.19936385399763784,0.19669639180431822,64518.60786312779,148.28920310265133,0.23638796753557778,0.15962365684760657,92.31359107718092,0.35409796849535274
41,341,64.3746,16.408,45,18.1742,0,129,126,4,128,4,1.00045,65.2388,0.0,0.0,7.64286,8.593,14.27483,0.0,0.0,130.0,57.81758,0.0,0.41,1.461,-1.0,0.357339,0.7671839215686275,0.11996788682879707,0.2022460930941917,15.326581790123457,35387.337006821865,1.4652294880056795,96.06695613259987,5.993887583868716,0.15786681999853286,0.26673656931932077,0.11545346282627515,0.1512520340857898,288.1407650680503,15.893107661494502,0.19984258916007125,0.1964048594671359,64552.147456440296,148.3636055149591,0.23581051697948474,0.15908499173121382,92.35229763194158,0.35409796849535136
42,342,64.3383,15.8993,45,18.5061,0,129,126,4,128,4,1.0004,65.21547,0.0,0.0,10.03571,8.649,14.18301,0.0,0.0,129.0,57.7514,0.0,0.41,1.318,-1.0,0.319795,0.7669082352941178,0.11977213306445621,0.20223490074669662,15.366271219135802,35439.34663131277,1.4872186642245036,96.05820402301305,5.9856712935659395,0.15891871780734323,0.2669097719414121,0.11575188619911143,0.1497342713196932,287.27728999224416,15.841846230589313,0.20002562582549005,0.1959228586062818,64531.08947134652,148.74306682845207,0.23522728158240114,0.15811239513222813,92.55664171638361,0.3540979684953533
43,343,64.3041,16.1832,45,17.5581,0,129,126,4,128,4,0.99629,65.15701,0.0,0.0,9.85714,8.611,13.74185,0.0,0.0,129.0,57.7108,0.0,0.41,1.279,-1.0,0.329443,0.7659545098039214,0.11961365913466288,0.20212531527039765,15.470148533950617,35326.088678334774,1.6480085637819535,96.08958234395584,5.941501927269651,0.16004828428660764,0.2672177918424045,0.11576730581934716,0.1483297991156509,286.43214547593055,15.862688229407793,0.20045225567325917,0.1956294823109403,64477.564210377925,148.81165010524302,0.23487891684655315,0.15724422216797473,92.3626058692296,0.35409796849535335
44,344,64.1866,16.4623,45,17.8446,0,129,126,4,128,4,0.99616,65.00958,0.0,0.0,7.07143,8.613,13.9887,0.0,0.0,128.0,57.65324,0.0,0.41,1.374,-1.0,0.320003,0.7641745098039215,0.11934237185695393,0.2024376374069033,15.571325231481481,35196.94187387585,1.3267258624414215,96.09753877921048,5.97517430807096,0.1607630156877765,0.2675852280140303,0.1152510359355309,0.1470645795991226,285.5996397837512,15.888454861111112,0.20062792663930545,0.19578150501510594,64435.54113598561,149.0809371878283,0.23470166349611282,0.1564671083458975,92.38143217510792,0.3540979684953527
