,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,cubcol.1.0,cubrow.0,cubrow.1.0,cubrow.0.3,blockiness,uhdhdsim,saturation,noise,contrast,temporal,cubcol.0.3,cubrow.0.6,blur,staticness,movement,tone,color_fulness,cubcol.0.6,cubrow.0.5,cubcol.0.5,fft
10,410,81.3671,22.3514,75,32.4209,0,119,119,25,134,25,0.965,79.98107,0.0,0.0,0.82143,2.709,19.52968,0.0,0.0,126.0,34.24047,0.00975,2.53,1.781,-1.0,0.000464,0.05815829270436904,0.09597023571714278,0.301175335659238,0.19975826064312602,0.4089490450617282,2.235222432415529,80.6077027405012,42.72804354443962,2.3325243414386594,86.23622331430656,7.013187052344522,0.0845627100399461,0.1225348171335268,83946.2903919732,508.2169311130289,8.288194444444445,0.5520972549019608,93.21254679809365,0.1562579108875907,0.08291075416000179,0.12420135471003707,76755.6557411769
11,411,83.0771,22.6437,77,34.4664,0,119,119,25,134,25,0.97123,81.69489,0.0,0.0,2.57143,2.73,19.39159,0.0,0.0,126.0,34.3825,0.00947,2.54,1.837,-1.0,0.000371,0.05847117123644761,0.09903343328974995,0.29967366087088493,0.19816372727837456,0.4074588975783668,1.5073398772784232,80.55441169977661,42.69371616693191,2.32971250428802,90.25259207250045,6.971435901690454,0.08492019105623592,0.1244487515464932,88648.96349584899,504.53769671453915,9.094618055555555,0.5527631372549019,93.40492579066273,0.15504864769399987,0.08310085800552418,0.12404133226186043,77111.2294716912
12,412,82.8869,23.0621,77,31.9801,0,119,119,25,134,25,0.98253,81.51865,0.0,0.0,1.85714,2.72,19.63944,0.0,0.0,126.0,34.45783,0.00861,2.53,1.912,-1.0,0.000835,0.058900651564066396,0.10227544821367283,0.2989625249937854,0.1967290708325265,0.4040783303903461,2.1747148676928587,80.60540889043125,42.62542140631028,2.33193013033126,88.99350894605791,6.958805232298118,0.08481730813847808,0.1258516465893902,89235.92227266611,500.76985077772645,8.139033564814815,0.5529262745098039,93.56737301978126,0.15462208397148747,0.08523516021120105,0.12182265492917416,76837.79084288864
13,413,83.2073,23.1393,77,33.1541,0,118,119,25,134,25,0.96946,81.83795,0.0,0.0,2.89286,2.759,20.00899,0.0,0.0,126.0,34.49673,0.00895,2.53,1.783,-1.0,0.000634,0.058548875767833755,0.10432929615969966,0.29896848171342705,0.197087605580734,0.4018401841116033,2.7342859977226124,80.62235647479996,42.485704963589896,2.32305962615834,91.26273027907732,6.984953987541803,0.08517125734572575,0.12683206366897604,90375.55372339262,497.0423469598984,7.442226080246914,0.5519298039215685,93.87933758472403,0.15598238919216484,0.08533387256771673,0.12212449671750114,77300.69582265672
14,414,84.7169,23.6307,78,33.5402,0,118,119,25,134,25,0.97069,83.38274,0.0,0.0,2.25,2.749,20.07542,0.0,0.0,126.0,34.71747,0.00861,2.51,1.779,-1.0,0.001002,0.05930566790634928,0.1080035669588773,0.2987806486897794,0.19735414711045066,0.39888930764909364,2.9798020968333185,80.5787288445172,42.47713084279755,2.3325243414386594,85.99936526138251,6.974959541326234,0.08584941735236584,0.1287429292463803,94874.86259220623,493.4646001396219,7.174382716049383,0.5551435294117647,94.15228318025441,0.158951580166943,0.08591107851002655,0.1260589542685071,77937.7075727172
15,415,84.8677,24.0019,78,31.41,0,118,119,25,134,25,0.96983,83.55192,0.0,0.0,2.39286,2.779,20.50072,0.0,0.0,126.0,34.93733,0.00884,2.52,1.631,-1.0,0.000608,0.05909188835409548,0.11365261198407975,0.29893356969731993,0.19731884697154886,0.3962629812500394,2.466954873905972,80.55400613558524,42.38872179572965,2.338583008460944,90.96758160411859,6.973066859437326,0.08633039043451413,0.13064565405151393,94973.31448109567,490.04380130138304,8.263069058641975,0.559746705882353,94.47158656819377,0.15879069865755074,0.08752703503799679,0.12964769813207108,77663.17547227912
16,416,85.0747,24.0372,78,32.0632,0,118,120,26,134,25,0.96022,83.80704,0.0,0.0,2.5,2.792,20.79046,0.0,0.0,125.0,35.10352,0.00883,2.54,1.698,0.12873,0.000791,0.05916346248005246,0.11994704146336024,0.29888632466840476,0.1984640783122709,0.39343367974177423,3.12390741796635,80.5689535874653,42.38884292414159,2.3363653824177177,91.39956137197188,7.002941424366407,0.08642396331927986,0.13134736387452123,94574.62272897325,486.7757615440391,9.22829861111111,0.5621605098039215,95.11688391585716,0.1578582030393787,0.08775514613578929,0.12755925739844676,77551.65414285284
17,417,87.4494,24.2721,82,37.0285,0,118,120,26,134,26,0.96094,86.20296,0.0,0.0,4.78571,2.825,20.80573,0.0,0.0,126.0,35.28947,0.00909,2.52,1.78,-1.0,0.000792,0.05988597626261133,0.12340667639544485,0.2997792348755927,0.19967058879975955,0.39084246276341694,3.0711700791750305,80.21409867492657,42.42446484977817,2.3781818404663837,90.77908794313397,6.967922326700114,0.08765436749625105,0.13529119262491904,101511.28367965798,483.63971691068525,9.152295524691358,0.5633858823529412,96.01006243232735,0.1590359105530327,0.0889477636274994,0.12654344875576326,78330.67182488268
18,418,86.404,24.949,81,32.6923,0,118,120,26,134,26,0.95737,85.23044,0.0,0.0,3.82143,2.867,21.00147,0.0,0.0,126.0,35.25736,0.00864,2.55,1.725,-1.0,0.000565,0.06010427991073921,0.12868982538624033,0.30125899944841145,0.19947356585156234,0.3848278851500926,2.103244705038346,80.48937116672974,42.30078803168403,2.3656295137007572,87.8223900384149,6.966395549781717,0.08841095879960437,0.14037845868050036,98351.19471946689,480.6093514808484,8.738136574074074,0.5618117647058823,96.72155178060642,0.1571270051322554,0.0907763371099133,0.1255636436601771,78182.34325023413
19,419,86.0394,25.053,80,32.3917,0,118,120,26,133,26,0.96586,84.88867,0.0,0.0,3.82143,2.883,21.57667,0.0,0.0,125.0,35.36111,0.00867,2.53,1.746,-1.0,0.000528,0.06038769980016385,0.13359923671183235,0.30362800985299204,0.19832499844244228,0.3797356625537711,3.1901371065322772,80.64107470336252,42.19305080837674,2.3688763435724174,89.9646750795339,7.044850403892205,0.08920533737528959,0.14175939545294866,96492.42233662466,477.7422368499397,8.533275462962964,0.5623156862745098,97.17009284316987,0.15551383033588095,0.09230631884895137,0.12407124969197661,77229.48717091103
20,420,88.2775,24.8264,83,36.5543,0,118,120,27,133,26,0.96717,87.07209,0.0,0.0,4.42857,2.877,21.6653,0.0,0.0,126.0,35.71063,0.00931,2.55,1.675,-1.0,0.000675,0.061140471700362194,0.13436584599261495,0.3061970759432413,0.19701812639845323,0.37449621634389324,3.424162329733073,80.32300720295268,42.265522332839026,2.3815878887244053,88.8323937924811,7.050683797154631,0.09002134493819194,0.14331559339781247,103629.01507479348,475.14022077512226,9.99561149691358,0.566161568627451,97.71656196843087,0.1549593565467558,0.09497520094974081,0.12367662362540878,78240.05513957926
21,421,87.6422,25.1535,82,31.8441,0,118,120,27,133,26,0.96698,86.43833,0.0,0.0,4.67857,2.852,21.47279,0.0,0.0,126.0,35.75856,0.00931,2.52,1.744,-1.0,0.000658,0.06145113028733296,0.13488597250536144,0.30856778316493966,0.19580809062955057,0.3702395246317914,3.879222699729365,80.40963805691368,42.20060240192178,2.3821820998317986,90.44191964175677,7.047755170617013,0.09073943283648665,0.14639241886923032,101958.45564995083,472.7736383354998,10.318479938271604,0.5662454901960785,98.35576602931047,0.1542507801955737,0.09541229263176429,0.12268915923500774,78217.19568369066
22,422,88.0488,24.7178,83,34.576,0,117,120,27,133,26,0.97567,86.88077,0.0,0.0,3.35714,2.87,21.74798,0.0,0.0,125.0,35.92659,0.00875,2.53,1.733,-1.0,0.000608,0.06156538531659954,0.1355469782397879,0.3106674651662074,0.19406163313797528,0.36563817386442626,3.7741316318472258,80.39198307593226,42.15421248070987,2.383805514767637,90.08655758042818,7.114318542512085,0.0915671778402679,0.15219629357365164,103687.40002732657,470.7112975721533,10.376784336419753,0.568469019607843,98.80935641589137,0.15429494333560062,0.09664675511891246,0.12223371641797152,78501.20655478683
23,423,90.4476,24.8775,87,39.5306,0,117,120,28,133,27,0.97505,89.2468,0.0,0.0,5.10714,2.907,21.37112,0.0,0.0,125.0,36.26287,0.00991,2.54,1.716,-1.0,0.000639,0.06220499749212207,0.13890495423717106,0.3122537084953283,0.192153703188868,0.3609668267194205,4.284561282466972,79.82338844104444,42.31571677879051,2.4262161839236884,90.97803891728985,7.093632819321852,0.09288279150300932,0.15701260483632093,111896.27739762292,468.92664746892245,10.172646604938272,0.5723635686274486,99.71027424858278,0.155671006551955,0.09755302157956956,0.12230240530909488,78986.52468183773
24,424,89.4458,25.5142,85,33.4005,0,117,120,28,133,27,0.95518,88.26749,0.0,0.0,4.42857,2.907,21.51775,0.0,0.0,125.0,36.3318,0.00937,2.55,1.668,0.12809,0.000501,0.06251731391057187,0.14125644754805894,0.313135505513855,0.19084864174443267,0.3564260743094459,3.840648422121044,80.23524324083996,42.38437492464796,2.4146930609864974,88.9311030494113,7.109975766571541,0.09432164080994859,0.15822160529062035,107930.84624906976,467.40954628495206,10.379822530864198,0.5721078431372548,100.25394962866599,0.15737703376109696,0.10254426773976562,0.12374442225614679,78570.92784609736
25,425,90.5357,24.878,86,38.0656,0,117,120,28,133,27,0.97218,89.27625,0.0,0.0,3.67857,2.916,22.07554,0.0,0.0,125.0,36.44352,0.00961,2.55,1.749,-1.0,0.000582,0.06321235080495884,0.14152800313593858,0.3144815256113854,0.18885317995228254,0.3524694705441013,3.8025430540205742,80.10458841662171,42.41989192256221,2.434057484268172,88.56658686995561,7.16914411088692,0.09582085723342885,0.15806370068570155,111527.26717588572,466.10207925607887,11.093653549382717,0.5727443137254902,100.76538385537685,0.15810278585295026,0.10673997574978822,0.13347308903800578,79350.20003049317
26,426,91.9177,24.5546,89,37.7219,0,117,120,28,133,28,0.97831,90.65062,0.0,0.0,3.60714,2.914,21.53678,0.0,0.0,126.0,36.56,0.01073,2.92,1.729,-1.0,0.000501,0.06435896310226125,0.14127174482925917,0.3150670849290342,0.18660830597800024,0.34813562001481135,4.16908762561914,79.61798265407606,42.43627986201533,2.460509778400587,88.95523209656125,7.138478098769738,0.09717607009545037,0.15980124895281014,117179.14917064094,464.97295154279675,11.010175540123457,0.574296862745098,101.32726909901338,0.15741689101087056,0.11059768147937477,0.14675916816755755,79971.94979105276
27,427,91.7714,24.5528,89,35.2865,0,117,120,29,133,28,0.96645,90.46999,0.0,0.0,4.0,2.937,21.25487,0.0,0.0,125.0,36.63627,0.00979,2.55,1.808,-1.0,0.00039,0.06545055494782014,0.14120357539317457,0.31570037919987587,0.18478695902723016,0.34479407904393944,4.1072009977671415,79.7709176528527,42.41835210352768,2.4625681860574544,89.81016990160538,7.137277737831452,0.09849099845697949,0.16231031983046268,115933.84150596223,463.980444557321,10.668740354938272,0.5759933333333332,102.08175929584365,0.15796775260876778,0.11376801305844206,0.15872975359892869,79714.61747992974
28,428,91.8875,24.1829,89,34.1606,0,117,120,29,134,28,0.96569,90.64865,0.0,0.0,3.75,2.909,21.24567,0.0,0.0,126.0,36.71308,0.01017,2.88,1.792,-1.0,0.000271,0.06596176442843282,0.14101517967872562,0.31603032635998507,0.18334102748190673,0.34166653787057005,3.94866574850619,79.70608511595849,42.49329630533854,2.4681918603587056,91.07442572412087,7.172493672155386,0.09938902278208227,0.165388208803534,116197.8961768366,463.1176591042116,10.469859182098766,0.5769992156862744,102.74718591343722,0.15852051115202428,0.11639030381354344,0.16408323275014428,79506.1406465099
29,429,92.0026,24.1663,90,35.6257,0,117,120,29,134,29,0.97497,90.82453,0.0,0.0,3.67857,2.944,20.93232,0.0,0.0,125.0,36.73263,0.01102,2.88,1.804,-1.0,0.000619,0.06727551096512341,0.1420951247546395,0.3164769369629327,0.181695755059304,0.33858466702756745,3.9207813149089406,79.44839874101544,42.33939898455584,2.4748447384884034,89.8626140268531,7.134807388153473,0.1008318200116799,0.16836619973902794,118127.90540822582,462.30447454777357,10.647665895061728,0.5760537254901962,103.16766067233073,0.16005122710575215,0.11712574093948952,0.16282316548682838,79337.52276927509
30,430,91.476,24.5083,89,34.6982,0,117,120,28,134,29,0.96911,90.24278,0.0,0.0,4.21429,2.964,20.91832,0.0,0.0,125.0,36.64999,0.01081,2.91,1.923,-1.0,0.000578,0.06801730197880755,0.14425068532067442,0.3166226144192978,0.18029739847902593,0.3348912175976599,3.4263861139978173,79.65087741931244,42.3646462522907,2.472032901337767,85.53509791875288,7.149462104576376,0.10242653270959151,0.17008257395895587,116392.10886945411,461.56864349306517,10.740210262345679,0.5739654509803909,103.35598328401292,0.16226027505207138,0.11776562891019483,0.16280101401920744,79317.97768697386
31,431,90.9324,24.2105,89,36.5184,0,117,120,28,134,29,0.96661,89.79426,0.0,0.0,4.17857,2.932,21.21517,0.0,0.0,125.0,36.51107,0.0114,2.93,1.788,-1.0,0.00047,0.06897571470736175,0.15062608071178296,0.3165709420410178,0.17889106662750767,0.33189141229112556,3.394661017997979,79.66890475224533,42.336083682966816,2.4809034055106847,94.16351530292648,7.172175703886352,0.10376865423355472,0.17115360134727253,113411.26674542301,460.8776870586162,10.688705632716049,0.5721023529411764,103.44545160148837,0.16246719337833185,0.11869920508073226,0.16295530251678308,79084.34807940978
32,432,91.1452,24.2767,89,36.8496,0,117,120,28,134,28,0.97838,89.9983,0.0,0.0,4.53571,2.913,20.96399,0.0,0.0,125.0,36.3655,0.0116,2.9,1.814,0.12654,0.000585,0.06975420823654693,0.15525204967453002,0.31712969230954774,0.17771681729593777,0.32981942495158295,3.5075843245021536,79.48676288478049,42.462669089988424,2.479120772188492,90.26677280591713,7.1189775148178045,0.10561889337216679,0.17251958172491969,115160.53352649536,460.25794356976667,10.705102237654321,0.569968137254901,103.20586369202897,0.1611705164224856,0.11774522476944177,0.1615155795459906,79735.18299375068
33,433,90.2005,24.9651,87,34.7068,0,117,120,28,134,28,0.99544,89.04845,0.0,0.0,3.5,2.897,21.01569,0.0,0.0,125.0,36.17407,0.01066,2.89,1.652,-1.0,0.000198,0.07037272610419457,0.15603466798153262,0.3176536321614904,0.1768417485341772,0.3277090496645255,3.140481800288524,79.72520391784047,42.47375375253183,2.4669238289507316,90.65025039818129,7.134179344374199,0.10677616417814034,0.1733302641870766,111980.66068908125,459.6989626636063,10.854648919753087,0.5666194117647059,103.03940953175665,0.1611315021722841,0.11833262710218946,0.16068764712034483,79098.16349821626
34,434,88.4549,25.5257,86,36.4629,0,117,120,28,134,28,0.98251,87.42189,0.0,0.0,4.25,2.932,21.60392,0.0,0.0,125.0,35.94885,0.00992,2.9,1.707,-1.0,8.5e-05,0.07094829015377345,0.15552658203981798,0.3186089199975539,0.17747626233008923,0.32586285845784163,3.049421609948904,80.07902390416668,42.548122829861114,2.447798233248592,92.15512044839133,7.202532879062142,0.10776699452625796,0.17523394219224478,104549.36501200082,459.07140860936755,11.304301697530864,0.5631211764705882,102.76098729287173,0.1592742886805601,0.11779858014527174,0.15945354277376342,78086.61450468288
35,435,86.7858,26.259,84,35.7287,0,117,120,28,134,28,0.98273,85.86129,0.0,0.0,3.10714,3.002,22.08556,0.0,0.0,125.0,35.67337,0.01025,2.55,1.738,-1.0,6e-06,0.07149347925586047,0.15576497465460096,0.3190655631020529,0.1789938828464677,0.32311078215482275,2.8465506652170647,80.32832839775764,42.68560734501591,2.450015859291833,90.92061023161673,7.243647640122982,0.10844846766591598,0.17693128481319068,99426.58439513201,458.3864995509244,11.895833333333334,0.5589843137254902,102.38779867635617,0.158351719366351,0.11758774511129404,0.1587834622925402,77665.25317013758
36,436,84.7063,26.2778,82,37.3803,0,117,120,27,134,28,0.98027,83.91749,0.0,0.0,3.17857,3.035,22.71625,0.0,0.0,126.0,35.40249,0.00989,2.52,1.799,-1.0,1.3e-05,0.0713562838957739,0.1551551918033478,0.3191369758659588,0.1795007038609939,0.31992252124856335,2.7961662052539,80.69530408310911,42.83395008981964,2.438492736354636,87.17196134501759,7.312765187675043,0.10886210285482814,0.17595954767649202,90778.80365985796,457.6706050729346,12.49001736111111,0.5563676470588235,101.96058394632291,0.15709339906220893,0.11692295477666942,0.15709579182001734,77378.5668450661
37,437,85.2327,25.5469,83,35.7091,0,117,120,27,134,28,0.97155,84.49318,0.0,0.0,3.53571,2.989,22.73197,0.0,0.0,126.0,35.2783,0.00957,2.9,1.705,-1.0,1.2e-05,0.07136534949675326,0.1548639605557261,0.31952293945893995,0.18032135852761877,0.3174065845880851,2.9873943399829703,80.4247603219764,42.91160244411893,2.439521940183081,90.87068562591764,7.328434866591816,0.10981254448790248,0.17499200461879666,90795.99749463088,456.943230284956,12.840133101851851,0.5564670588235293,101.45822421437373,0.15608901769087233,0.1167812831859915,0.1559238836683828,77495.63087076605
38,438,85.1285,25.4635,83,35.72,0,117,120,27,134,27,0.96976,84.4154,0.0,0.0,4.28571,2.88,22.10023,0.0,0.0,127.0,35.15278,0.00952,2.54,1.724,-1.0,1.1e-05,0.07116461558102856,0.15467015822249663,0.3205706271587294,0.18056416831858127,0.3161750120303715,2.5155217363055664,80.3527621917433,43.0792189233097,2.435680899204004,88.33439861544296,7.2545985043885475,0.11074936012754352,0.17438581085528496,89319.38320486282,456.2101728808875,13.111304012345679,0.5558811764705882,101.04630348557289,0.15578689824037,0.11631728454541426,0.15491211442702238,77628.92649550067
39,439,84.2256,25.1219,82,38.1156,0,117,120,27,134,27,0.97189,83.54755,0.0,0.0,2.53571,2.815,22.0345,0.0,0.0,127.0,34.99744,0.00902,2.54,1.672,-1.0,1.3e-05,0.07108247875906461,0.15380570017903283,0.321664676350951,0.1809319150126688,0.3148000001325144,3.3819091626293307,80.34520957563197,43.24103517885561,2.4251869800952504,88.19071934848898,7.273288833304703,0.11188035253576865,0.17406319227348074,85860.4136809043,455.55688701929944,13.383969907407407,0.555598431372549,100.57153346450326,0.1552692904817589,0.11582865645022403,0.15349612788763237,77728.29155677663
40,440,84.6172,24.8864,82,36.7056,0,117,120,27,134,27,0.96668,83.92508,0.0,0.0,2.85714,2.824,21.73687,0.0,0.0,127.0,34.87398,0.00929,2.54,1.74,0.12564,7e-06,0.07082919332031899,0.15422160152981593,0.3227190830747426,0.18227135556532725,0.3135713916641723,2.9986581593868897,80.42942085078197,43.41966322910638,2.422969354052024,88.35514895317895,7.253100257735683,0.11380610207377553,0.17469314186141788,86743.00288148323,454.9789797504064,13.412422839506172,0.5550980392156863,100.15119940306326,0.1551123501258265,0.11553514857518107,0.15209947125484086,77427.98395383173
41,441,84.1613,24.1564,82,38.0439,0,117,120,27,134,27,0.99068,83.46799,0.0,0.0,2.78571,2.753,21.54263,0.0,0.0,127.0,34.72663,0.00891,2.53,1.699,-1.0,8e-06,0.07052796142152018,0.1547304723656501,0.3234580903737816,0.18191747423578522,0.31222533525505913,3.3701345592069933,80.25623485467426,43.54745144314236,2.412475434943273,90.15535037164175,7.249873194045018,0.11440325306796256,0.175826915056681,84615.6491986604,454.4845218881841,13.19285300925926,0.553616862745098,99.76531502497917,0.15534006071418818,0.1151461102814898,0.1508806847528504,76512.10015947818
42,442,83.4923,23.5592,82,39.4163,0,117,120,27,134,27,0.97919,82.7878,0.0,0.0,1.53571,2.703,20.90975,0.0,0.0,126.0,34.55587,0.00873,2.54,1.794,-1.0,8e-06,0.07025268086968194,0.15476697678862048,0.32372050974036176,0.18167667672997626,0.31205629169777976,2.4902874218316025,80.28493171896265,43.60010895905671,2.4009523120060847,89.97245712329378,7.224060885966866,0.11440367924890425,0.1765527196448466,83654.42783685557,454.0562322893396,12.929108796296296,0.5513462745098039,99.71454218782833,0.15725757355036532,0.11470425551102843,0.14958664255903537,76532.34918843227
43,443,81.8822,23.3127,80,38.1595,0,117,120,27,134,27,0.96788,81.1993,0.0,0.0,1.25,2.672,20.40803,0.0,0.0,126.0,34.38384,0.00995,2.53,1.813,-1.0,6e-06,0.0699633898467574,0.15432703402031078,0.32327478085815375,0.18065165969627872,0.3135437705960089,3.5505467617836612,80.37688849704858,43.71298877103829,2.377746847745334,92.79979442388421,7.165835483310254,0.11574138380700573,0.17757641158165602,79742.24984060165,453.69723834434706,12.726273148148149,0.5491964705882353,99.42541214192306,0.159561189185056,0.11464902530034976,0.14870635733477935,76544.33662520382
44,444,81.5508,23.2395,80,37.6653,0,117,120,27,134,27,0.97875,80.85311,0.0,0.0,1.60714,2.686,20.21305,0.0,0.0,126.0,34.38311,0.00937,2.54,1.931,-1.0,3e-06,0.06959605599608555,0.15365505507021446,0.3218745964018566,0.17957350757707974,0.3145971364334646,2.2086166347110523,80.47759057646604,43.820014482663,2.3838055147676287,93.10265385013417,7.125850327841901,0.11664621125036016,0.1782761254473641,79323.11920473984,453.4044024859684,12.660590277777779,0.549384705882353,99.52773066924794,0.16062877982661597,0.1146877645499892,0.14810607187293626,78063.05738939863
