,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,color_fulness,cubrow.0,cubcol.0,cubrow.0.3,temporal,cubcol.0.3,noise,saturation,cubcol.0.6,cubcol.1.0,contrast,blur,cubrow.1.0,movement,uhdhdsim,fft,cubrow.0.6,tone,cubrow.0.5,staticness,cubcol.0.5
10,110,25.6713,19.3362,11,18.3943,0,120,117,3,137,6,0.99221,23.68613,0.0,0.0,12.21429,10.396,16.73276,0.0,0.0,109.0,29.2874,1e-05,0.27,5.068,-1.0,6.191278,1.056558254164687,78.22640378088428,0.008605834657964814,0.037022889417841,0.06151298286031437,4.913383470385516,0.10439940450068091,0.1401027710065151,49.330219598464026,0.05126665507347806,0.030971694903403468,87.05617554089673,3623.1769288227756,0.04857590007005412,9.109375,102.82780215946141,60968.84388594929,0.0515725854984481,0.4395988235294118,0.04341074115584165,488.31923769685875,0.07827341411802329
11,111,25.6219,18.9786,11,16.9655,0,120,117,3,137,6,1.00701,23.69482,0.0,0.0,11.57143,10.161,16.61528,0.0,0.0,112.0,29.62944,0.0,0.28,4.965,-1.0,6.019232,0.5167796957591326,80.0327899840625,0.00865997859589936,0.03730263116616174,0.06348458108829806,4.948019865720406,0.10139771406699317,0.14232039704974678,49.20919573748554,0.052107247284488865,0.03048714432669337,86.43525716615372,3571.2767937919134,0.04903541360558817,9.29393325617284,102.80656485684618,60986.12175664545,0.05007849000886664,0.44049176470588236,0.043765720295460865,479.13060971353946,0.07846735112534428
12,112,25.2592,18.7159,11,19.1351,0,120,117,3,136,6,0.99693,23.4278,0.0,0.0,10.5,9.944,16.29922,0.0,0.0,111.0,29.58111,0.0,0.27,6.432,-1.0,5.856533,0.4932173505799581,81.31429420126636,0.0087726325922453,0.0395863811112947,0.06589131158303432,4.992162291961254,0.09878279201108164,0.1604963981166253,49.192937780309606,0.05312414740672039,0.02987955125038082,86.20873763572594,3466.1964273485733,0.049452048115955535,8.531442901234568,102.8148182813683,61073.31904284178,0.04923577330681997,0.43932980392156873,0.0438579646131664,470.5764601147033,0.0779468482853102
13,113,25.2077,18.6067,11,17.291,0,120,117,3,137,6,1.001,23.35151,0.0,0.0,15.60714,9.775,16.08347,0.0,0.0,110.0,29.26368,0.0,0.28,5.418,-1.0,5.84279,0.8164651531830642,81.21428928259905,0.008909966217415239,0.03782624181824803,0.0683230450028555,5.008504726838683,0.09691592082528727,0.16049639811662578,48.97449578179254,0.05313426156398431,0.02953444046809395,85.52132503493456,3495.6638703655485,0.052059043106464926,8.286265432098766,102.84857084676007,60996.79068478405,0.04898400928303036,0.43429333333333336,0.04421528359595879,462.6872989991556,0.077269172129194
14,114,25.4845,19.2231,11,17.0589,0,121,117,3,136,6,0.99944,23.61029,0.0,0.0,14.28571,9.765,15.97959,0.0,0.0,114.0,29.40355,1e-05,0.28,5.453,-1.0,5.759419,0.5884359099194956,80.99196436311968,0.009111383692503144,0.036944913862072264,0.07165526524693758,5.077744837780142,0.0953156929670282,0.16049639811662622,48.72942870340229,0.05323915370976866,0.029262011886362415,87.44962916839586,3524.0984074430703,0.051294007720853824,7.816936728395062,102.82592390880339,60975.31685794449,0.049153454761477464,0.4347976470588235,0.043414731876219186,455.19115330595037,0.07695155477919564
15,115,25.0405,19.6166,11,18.0479,0,121,117,4,136,5,1.01268,23.27505,0.0,0.0,16.10714,9.996,16.51183,0.0,0.0,115.0,29.33406,0.0,0.28,6.553,-1.0,5.530797,0.8847752401840336,80.14213091378299,0.009516620956698826,0.03605149488375186,0.0744380564557257,5.193905107918485,0.0928893721768506,0.1604963981166273,48.513650211287136,0.052936168769215704,0.028857073805102284,88.4681435118049,3327.385080324073,0.04999787348369714,9.524257330246913,102.82862513428745,61062.302813961636,0.048602730816105555,0.43210745098039227,0.04244922699355978,447.52784308659295,0.07716485785403204
16,116,24.3186,19.61,11,18.4556,0,121,117,3,136,5,0.99584,22.66171,0.0,0.0,17.42857,10.276,16.85808,0.0,0.0,113.0,28.56798,0.0,0.28,8.018,0.57176,5.515875,0.9978215037867983,79.83256092849675,0.009824995854134872,0.035405553726477045,0.07676874679715233,5.24594012506642,0.09052032750417709,0.16049639811662744,48.22260482222946,0.05281581292048473,0.02872554138864281,84.4264456066453,3142.670530413558,0.04973739813323999,9.94873649691358,102.99483239475747,61014.83893906048,0.04787566604527099,0.42488078431372556,0.04185001184047821,439.53297360563215,0.07831479940755127
17,117,24.2149,19.897,11,17.3114,0,121,117,3,136,5,0.98025,22.56421,0.0,0.0,14.32143,10.192,16.84564,0.0,0.0,112.0,28.10564,0.0,0.28,7.939,-1.0,5.552615,0.8510482942731703,79.67802352335534,0.010067639740725717,0.034452883827320625,0.07905898439431645,5.230426090896935,0.08912039340994593,0.16049639811662744,48.14217480318046,0.05261426230924457,0.02840832649246129,88.32948640898121,3082.8479861657315,0.04965826736323141,9.574411651234568,103.05546233525845,60936.20260718795,0.0476180012850777,0.41854666666666673,0.041601643238806975,431.49861170542,0.07969479611708498
18,118,24.8019,20.1726,11,18.1895,0,121,117,3,136,5,0.98639,23.15258,0.0,0.0,19.71429,10.07,17.0842,0.0,0.0,112.0,28.52614,0.0,0.28,8.366,-1.0,5.412173,1.0682350310361477,79.22078684062413,0.010386651061319942,0.03372341032893228,0.08152519697656281,5.219145182297497,0.08737651116648495,0.16049639811662797,48.09266700273679,0.05257171055502857,0.028148566662721072,86.22963073298146,3276.3636042923513,0.04862587987157666,9.60720486111111,102.97591381577446,61031.664938264934,0.04791747308692688,0.42093882352941175,0.04254225729819359,423.8817137397202,0.08084836709241006
19,119,24.0932,19.5344,11,18.3492,0,121,117,3,136,5,1.01423,22.54984,0.0,0.0,20.53571,9.989,17.32457,0.0,0.0,111.0,28.70356,0.0,0.28,6.611,-1.0,5.336402,0.9370059521989837,79.2700084744502,0.010950005637911767,0.033381009227258236,0.08425149849833072,5.225833577574406,0.08591161697046676,0.160496398116629,48.127729251060956,0.05253815751491906,0.02810467984038383,89.02901466908361,2959.9152809153998,0.047814872405455906,9.28173225308642,103.08197294097687,61066.07237357662,0.047467236014226165,0.4215113725490197,0.04382558019146153,417.48097336698845,0.0820662338501837
20,120,23.6282,18.7789,11,17.9662,0,121,117,3,136,5,1.0149,22.16879,0.0,0.0,19.60714,10.023,16.77802,0.0,0.0,112.0,28.6933,0.0,0.28,6.888,-1.0,5.442036,0.9503842901240733,78.39606577909925,0.011355612152817048,0.03354629212027732,0.08643909574869027,5.142070727290196,0.08445585275735784,0.16049639811662897,48.17212686420959,0.05239573825086352,0.02807198781800523,85.11796648514077,2733.921801548687,0.046590657108413105,10.02488425925926,103.17020680545863,61265.19569389904,0.04735285007016489,0.41966901960784314,0.04495446038396212,412.4811235102812,0.0832315588309487
21,121,23.4439,18.2078,10,16.0353,0,121,117,3,136,5,1.00602,21.93959,0.0,0.0,24.85714,9.4,16.15439,0.0,0.0,112.0,28.13117,0.0,0.28,5.873,-1.0,5.600703,1.095891587704702,77.1333952565875,0.011619383420141837,0.03576668314728144,0.0889721883012534,5.028674752451833,0.08335584013374041,0.1604963981166275,48.24882582676263,0.05228489872815146,0.027839838428002778,87.53588949465679,2705.3095051037826,0.04567075336981838,8.725260416666666,103.24638943163478,61440.953037249616,0.0474113203685694,0.4133498039215687,0.04568274054907428,408.90542012334635,0.08427352695773045
22,122,23.1943,17.7767,10,15.1731,0,121,117,3,137,5,1.0072,21.69952,0.0,0.0,24.46429,9.446,15.64737,0.0,0.0,111.0,28.17835,0.0,0.28,6.177,-1.0,5.541796,0.59674028605583,76.44797822681552,0.012095528974055239,0.03547819640459419,0.09083493183093597,4.936152535310457,0.08210269766911105,0.16049639811662744,48.77037990240403,0.05229833587278628,0.027548681786196152,88.7996129098141,2659.887310524098,0.04473872039066705,8.134789737654321,103.27870359921647,61240.24513190747,0.047614304878707214,0.4163835294117648,0.045279189201252734,406.5275027594716,0.0849497998033252
23,123,22.8614,17.4174,10,14.7818,0,121,117,3,137,5,0.99189,21.3757,0.0,0.0,30.5,9.637,15.27607,0.0,0.0,111.0,28.17777,0.0,0.28,5.376,-1.0,5.643996,0.5377702153661625,75.11151119292283,0.012580395733521446,0.0359494444264983,0.09176056681564095,4.881338554283335,0.08085795956361762,0.16049639811662728,49.46410228587963,0.05230754686037365,0.027318051634065033,89.88674747827332,2582.090809804144,0.04382661238400939,7.516396604938271,103.28501754391566,61340.651493576224,0.047546542411388386,0.4223866666666667,0.04517068200076628,404.91787445021544,0.08536360397923458
24,124,22.9722,16.6533,10,14.3947,0,121,117,3,137,5,0.98643,21.43857,0.0,0.0,25.5,9.525,14.95766,0.0,0.0,112.0,28.15691,0.0,0.28,6.087,0.65111,5.669074,0.7803027574917779,74.6902262397219,0.013096552896895328,0.03642897371928194,0.09242515572489152,4.762458348002731,0.07979287970769039,0.1604963981166271,49.83429934654707,0.05237428682176501,0.02700189421250627,89.15621553976351,2630.068805238849,0.043021531932203344,7.670669367283951,103.2856297299617,61252.3782115291,0.048019400641747714,0.42521411764705885,0.04499543027924109,403.58084114736323,0.08582755118423997
25,125,23.2732,16.5706,10,12.2817,0,121,117,3,137,5,0.98612,21.66936,0.0,0.0,25.75,9.74,14.30742,0.0,0.0,113.0,28.02727,0.0,0.28,7.859,-1.0,5.747093,0.522807227401866,74.00138960805297,0.013425806145671633,0.03765210603784886,0.09291179422755806,4.575625322687753,0.07876916994834783,0.16049639811662667,49.66083837438513,0.05247367057892661,0.02668299406522411,86.98994695101248,2681.5983892355976,0.042374586736629805,7.469810956790123,103.28862015099836,61340.397607750194,0.04840806957329818,0.4248,0.04497372448303873,402.22093370975637,0.08618245274206297
26,126,23.3697,16.1704,10,12.1458,0,122,116,3,137,4,0.99314,21.73207,0.0,0.0,24.28571,9.739,14.25107,0.0,0.0,114.0,27.64833,0.0,0.28,8.72,-1.0,5.80808,1.3427108598736825,72.89463944483376,0.013721640923688789,0.039486270458080286,0.09338528776239972,4.418580705687619,0.07780156396164892,0.16049639811662553,49.109096009054305,0.05260889465873248,0.026356567639650712,85.37499797414225,2692.099885365166,0.04174133935871589,6.352237654320987,103.33573246604195,61320.661802299415,0.04889362522982988,0.4222239215686275,0.04507712813717657,400.56740360942274,0.08714214182610476
27,127,23.4799,15.3663,10,11.7071,0,122,116,3,136,4,0.99717,21.78809,0.0,0.0,24.78571,9.651,13.90346,0.0,0.0,113.0,27.34275,0.0,0.27,8.461,-1.0,5.860133,1.5215374079026598,71.70176673110943,0.01395136952624922,0.041107619575629924,0.09398925392768462,4.276393418525743,0.076837675146533,0.1604963981166231,48.64314270019531,0.052755573554163125,0.026032596053667287,86.54962740886874,2726.347719312033,0.041174620477246925,5.580343364197531,103.36101685082551,61282.88719313256,0.04970818783872843,0.4199996078431374,0.045301961262017805,398.7781093738627,0.08764888525982434
28,128,23.3713,14.7956,10,10.6193,0,122,116,3,136,4,1.01316,21.68695,0.0,0.0,19.75,9.573,13.19404,0.0,0.0,112.0,27.37198,0.0,0.28,8.97,-1.0,5.839282,1.025239409443021,70.54890891810108,0.014151302203737021,0.041927593349440066,0.0946574147507179,4.239923944366496,0.07587880936406285,0.16049639811661995,48.39567867326148,0.053007742575615906,0.025680546084257645,90.9027213562375,2674.4454591048784,0.04063280672335497,5.563657407407407,103.4310415328905,61028.27287557841,0.050475688900484275,0.4199831372549021,0.04518875914592104,396.7795412094199,0.0882537025526181
29,129,23.3013,14.6484,10,10.3474,0,122,116,3,136,4,1.01814,21.61329,0.0,0.0,23.64286,9.596,12.70224,0.0,0.0,112.0,27.11029,0.0,0.28,9.451,-1.0,5.688845,0.7049179621855259,69.43947856178615,0.014366174956035515,0.042623990082138796,0.09552728426481746,4.27934374896557,0.07495814472876354,0.1566553571375599,47.99585450725791,0.053323758722930215,0.02534303806786481,89.31227742613264,2664.264660307118,0.04015400967275316,5.273967978395062,103.4020764677748,61129.75528992145,0.051015472557438664,0.4182439215686276,0.0454201153112199,394.6180507289017,0.08826784549963156
30,130,23.1074,13.9672,10,10.4787,0,122,116,3,136,4,1.01083,21.40985,0.0,0.0,25.78571,9.623,12.57753,0.0,0.0,112.0,26.87584,0.0,0.28,10.718,-1.0,5.711797,0.7932726251540256,68.37152330788615,0.014616439041384462,0.041733788063282776,0.09622811386925423,4.197964839045969,0.07417554821837581,0.1483790640720395,47.86673124336902,0.05371361338297628,0.02506332095083097,87.24607821590183,2612.9761681524833,0.03957963984659597,4.777006172839506,103.47030740509653,60756.146930908355,0.05156225220042034,0.41487882352941186,0.04558054852651306,392.45572292194277,0.08825950821107995
31,131,23.2967,14.1247,10,9.90507,0,122,116,3,136,4,1.01533,21.55309,0.0,0.0,26.21429,9.593,11.99917,0.0,0.0,112.0,26.79199,0.0,0.28,11.435,-1.0,5.651238,1.1827010130372593,67.67414245005841,0.014884660073026206,0.041190895876806716,0.09634841247214931,4.051436859313002,0.07352604750307491,0.154437731094335,48.04057368525752,0.05404893642122507,0.025637019291201053,85.83499905788997,2722.0338321563363,0.039336313028060836,4.771460262345679,103.41883245687737,61047.60547719562,0.05219607551350853,0.41366941176470606,0.045712728794759315,390.26819897696373,0.08832985608372551
32,132,23.7919,14.726,10,9.61836,0,122,116,3,136,4,1.01213,21.99099,0.0,0.0,30.10714,9.515,12.14495,0.0,0.0,113.0,27.27762,0.0,0.28,11.955,0.64763,5.566422,0.7672487032494634,68.44750092581978,0.015137674095363209,0.0406362834913246,0.09675693358366225,4.008345745566111,0.07329347800015758,0.1604963981166195,48.207054420753764,0.05435370817744743,0.025863408853915446,88.70574054989768,2935.9328140474368,0.03987795568367721,5.6041184413580245,103.28540476160312,61110.250827463,0.053040005238749854,0.4169027450980394,0.046005461587789336,388.2068985743983,0.08859850991440736
33,133,24.1267,15.5692,10,10.6207,0,122,116,3,136,4,1.01017,22.31348,0.0,0.0,24.82143,9.188,12.65622,0.0,0.0,112.0,27.84129,2e-05,0.28,8.495,-1.0,5.166195,0.8904086289628805,69.12172337662467,0.015424522996087613,0.04017404537934144,0.0971721308981604,4.119403821819636,0.07329786746692248,0.16049639811662636,48.45236903061102,0.05462566464254497,0.02623101518880721,91.09973844956785,3054.9613180557344,0.039516171444638114,7.462770061728395,103.20787951107906,61330.079930162974,0.05328607402804885,0.4194946078431372,0.04593381879117331,386.26988475695134,0.08933570429931145
34,134,24.1995,15.9807,10,11.5774,0,121,117,3,136,4,1.02069,22.41566,0.0,0.0,18.89286,9.294,13.39011,0.0,0.0,112.0,28.60602,2e-05,0.28,6.558,-1.0,4.861364,1.010211293073066,70.01317705996915,0.01568947428966075,0.03983416402286092,0.09785375130860785,4.32903415875703,0.07360099371775113,0.16049639811662744,48.91287156093267,0.054912342162662685,0.026561699372055124,89.26473952031185,3063.6665114942025,0.03899840344970976,9.56814236111111,103.13199858583131,61399.28195731991,0.0538570165440986,0.4264274509803923,0.04628818149133956,384.49960771258003,0.08933217697329834
35,135,24.5185,16.7244,10,11.0179,0,120,117,3,137,4,1.01006,22.71463,0.0,0.0,21.5,9.201,13.75331,0.0,0.0,112.0,29.41516,4e-05,0.28,4.669,-1.0,4.645304,1.3660968522087429,71.29264637217022,0.015965455989995072,0.03949162910094353,0.0983271950790545,4.438416466974533,0.0741811756579634,0.1604963981166276,49.132306511019486,0.05567788261634395,0.028258029814339548,88.01722667961573,3157.2955120955635,0.03852027353416314,11.456645447530864,103.06038280476449,61627.24905585228,0.0544013376934022,0.4390228823529413,0.04603317676970095,382.9628268133983,0.08967400960883505
36,136,24.9828,17.6591,11,12.8857,0,120,117,3,137,5,1.00707,23.14377,0.0,0.0,22.92857,9.22,14.36607,0.0,0.0,113.0,29.71157,5e-05,0.28,3.522,-1.0,4.415239,1.3698950733726107,73.53595227791959,0.0161895718444355,0.039109158174800394,0.0987213832156667,4.559533412483958,0.07397990798393346,0.16049639811662905,49.56858260543258,0.05692648294112921,0.0297548656774537,88.7759837549093,3296.4697813499633,0.038099567709045525,13.30811149691358,102.95752631799158,61424.364397280595,0.054735736783277526,0.44303882352941176,0.04592608211226402,381.7652557142836,0.09011709173877143
37,137,25.4979,17.7547,11,13.6478,0,120,117,3,137,5,1.00614,23.67222,0.0,0.0,16.42857,9.287,15.15854,0.0,0.0,112.0,30.00625,0.0,0.28,5.754,-1.0,4.018206,1.1971817638336244,75.62935325591594,0.016411942246726333,0.03903095374349084,0.09922626756520805,4.736385096479192,0.07406164623748825,0.18310765126996045,49.98975344057436,0.05750339973310408,0.02935234317911994,90.48636688770742,3455.859277558621,0.03770744653838649,15.182195216049383,102.78792672833578,61509.48806734605,0.05558163110009359,0.4455764705882353,0.046223806315505586,380.9142906794385,0.0904325131452034
38,138,25.6491,17.8904,11,13.4797,0,120,117,3,137,5,1.00724,23.86871,0.0,0.0,16.14286,9.284,15.25227,0.0,0.0,112.0,30.36116,0.0,0.28,3.689,-1.0,3.802624,0.9968489420443477,76.32480441457625,0.016617308480180268,0.03851232516977576,0.09973192422739523,4.887561093231676,0.07462288069667405,0.18532527731319773,50.05103556315104,0.05848994048597467,0.029797252130449002,89.44004202929588,3472.6614582232482,0.037339440182990395,16.175588348765434,102.71387351366697,61576.034318489386,0.05625729807185514,0.45025450980392157,0.046878643152752135,380.127637925558,0.09045465060632639
39,139,25.7206,18.4717,12,13.9315,0,120,117,3,137,5,1.00113,23.98502,0.0,0.0,14.03571,9.314,15.3627,0.0,0.0,112.0,30.3978,0.0,0.28,3.797,-1.0,3.88935,1.091242426413749,76.24219442496684,0.01681310372272294,0.03801722970645631,0.09995102367236941,4.950642832474639,0.07590904493928449,0.18532527731320017,49.91548966772763,0.0598785196947276,0.029289624826289277,87.73802962388524,3550.709166452328,0.03699762542166797,16.746286651234566,102.63498335501764,61392.13517174184,0.05714416979157173,0.453364705882353,0.04791488460079827,379.38946992490554,0.0905987082807739
40,140,25.6478,19.1475,12,14.3834,0,120,117,4,137,6,1.00583,23.92241,0.0,0.0,13.64286,9.328,15.85652,0.0,0.0,112.0,30.30104,1e-05,0.28,3.933,0.62294,3.91917,1.0384021906141576,76.33002063116818,0.01698477589549809,0.03758908571304965,0.10054433748453191,5.057671022217784,0.07711013685142419,0.18532527731320012,49.73022404423467,0.0613566029083272,0.029400398503267117,90.7181138150208,3511.1994814428426,0.036673302576908526,17.27199074074074,102.64424772961304,61439.28080594344,0.05796079591450654,0.4532305882352942,0.047883593399059246,378.7074161475872,0.09082082585661838
41,141,25.7315,19.3582,12,15.146,0,120,117,4,137,6,1.00644,24.09183,0.0,0.0,15.85714,9.372,16.43678,0.0,0.0,113.0,30.44978,0.0,0.28,3.061,-1.0,3.918913,0.9269264136011616,76.82152332214586,0.017159468449220193,0.03717590037798035,0.10136016787762715,5.141185751090106,0.07712953482943703,0.18532527731320048,49.59304790732301,0.062124896918963585,0.029124001200028077,88.48130843587336,3478.4629568641853,0.036350544149932246,17.585889274691358,102.58937435603235,61382.030488341676,0.0585560666442201,0.45496549019607846,0.048485116432325163,378.08643844955645,0.0912549107171926
42,142,25.9122,19.663,12,16.3818,0,120,117,4,137,6,1.01407,24.27543,0.0,0.0,18.0,9.171,16.61535,0.0,0.0,113.0,30.63146,0.0,0.28,2.333,-1.0,4.089152,1.394464487651404,76.70273934674582,0.017321975544128412,0.036780412132878644,0.10220744855016822,5.2112580522746255,0.07791741317207239,0.18532527731320006,49.56674853666329,0.062353688579959085,0.028846598626362,86.20310699364256,3538.1638936175877,0.03603967203193967,17.17312885802469,102.57113649544516,61260.040363736254,0.05930394174219738,0.4562023529411765,0.04875603979976689,377.47698493658896,0.0914896158621491
43,143,25.8311,19.7484,12,17.3572,0,120,117,4,137,6,1.01056,24.18711,0.0,0.0,15.96429,9.3,16.88291,0.0,0.0,112.0,30.52799,0.0,0.28,3.238,-1.0,4.362999,1.2337698132040835,75.83573394867298,0.01745886732965136,0.03639343115006378,0.10299723254582767,5.2457887927241575,0.07845226633271786,0.1853252773131989,49.60651614342207,0.06276616391217393,0.028672481815247865,87.54431421292509,3490.4463696458597,0.03574066850362864,16.89916087962963,102.59627684045788,61235.20464182136,0.0600044490653647,0.45442274509803926,0.04928273718337824,376.89138329594726,0.09159670077522951
44,144,26.1367,19.4256,12,15.6069,0,120,117,4,137,6,1.00807,24.3793,0.0,0.0,13.28571,9.265,16.9506,0.0,0.0,113.0,30.65194,0.0,0.28,4.603,-1.0,4.633559,0.9612864866466254,75.61875915732237,0.017606660899042084,0.03602390539281339,0.10391075837181536,5.188647952957736,0.07953500809941455,0.17099031722538918,49.62515183437018,0.0634746780026783,0.028417725543060105,86.66131767741469,3609.3484472507407,0.0354523987478438,16.27710262345679,102.5546837819857,61107.24544448048,0.06077486523003372,0.45981694117647054,0.04997512164185989,376.311759886068,0.09150266315018751
