,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,cubrow.1.0,cubrow.0.5,cubrow.0.3,cubrow.0.6,cubcol.0.5,cubcol.0,cubrow.0,cubcol.1.0,fft,temporal,blur,blockiness,staticness,uhdhdsim,color_fulness,tone,noise,contrast,cubcol.0.6,movement,cubcol.0.3
10,310,65.0313,16.5176,42,18.6728,0,130,126,3,128,3,1.00077,63.53736,0.0,0.0,13.35714,8.502,14.62154,0.0,0.0,133.0,58.55512,0.0,0.29,1.971,-1.0,1.393471,15.630772908528645,0.23877315650666858,0.19088013439554755,0.19044109388341418,0.2614372323017115,0.1923346010141441,0.11791930107790825,0.09874473051512461,0.12635609948640703,63457.54848598131,5.319005895881467,33782.02988940723,1.7513281293108316,315.74596757393056,96.43622277074874,139.2588437797588,0.7562972549019608,0.26143532983875367,91.7360460046231,0.16371008539993706,8.577932098765432,0.1788925382144526
11,311,65.0771,16.9161,42,19.8388,0,130,126,3,128,3,0.99938,63.56739,0.0,0.0,12.42857,8.487,14.25626,0.0,0.0,133.0,58.53717,1e-05,0.29,1.798,-1.0,1.372181,15.617368344907407,0.23910951538825181,0.18766447583397228,0.18881318562710642,0.2614599604494227,0.19426088856691115,0.11881672176928997,0.09980116427275108,0.12401809733874161,63533.6581740892,5.290015356714934,33873.606661020014,1.5259947069704765,314.8599683111746,96.446349404044,139.52379188100187,0.7560890196078431,0.26143532983875406,92.24226919655726,0.16339439113912788,9.987943672839506,0.17957098056753237
12,312,65.1631,16.9135,42,19.6984,0,130,126,3,128,3,1.00126,63.59899,0.0,0.0,12.35714,8.443,14.59726,0.0,0.0,132.0,58.50686,0.0,0.29,1.724,-1.0,1.468131,15.627405614028742,0.24028996844042846,0.1843562211744772,0.18569565660882728,0.26085061324063297,0.1942969090971058,0.12041554561880266,0.10126797023322498,0.1232929390504614,63572.32791210095,5.314941931511529,34046.04634558732,1.5965644723319445,313.96341336671816,96.45441801786754,139.58360691094663,0.7568627450980392,0.2614353298387529,90.44391325596631,0.1634811719619117,9.544753086419753,0.17957031882006946
13,313,65.2122,16.665,42,19.0187,0,130,126,3,128,3,1.00066,63.66591,0.0,0.0,13.28571,8.437,14.59358,0.0,0.0,132.0,58.46721,0.0,0.29,1.756,-1.0,1.432855,15.60428402747637,0.24078698525794562,0.18166052958754922,0.18356828901836278,0.2597402350823086,0.19605942967795628,0.12072621891307636,0.10087961079417991,0.12167955413982257,63511.762960204396,5.321446261718521,34154.667021364265,1.695161993182259,312.98898258959855,96.4435826631228,140.19335454304675,0.7573835294117647,0.2614353298387528,91.85341243074282,0.16288180687476664,8.341772762345679,0.18072720739596387
14,314,64.9681,16.7589,41,18.9243,0,129,126,3,128,3,0.99639,63.41665,0.0,0.0,12.17857,8.5,14.38182,0.0,0.0,132.0,58.43031,0.0,0.29,1.946,-1.0,1.430784,15.646266795970776,0.24160318084774818,0.1810439349452382,0.18183051806551973,0.25910912110304635,0.1971676547414098,0.1198968853296689,0.10046604523499877,0.12123512274981504,63345.8132701912,5.300835551348322,33664.071359502545,1.4727399598180402,312.0432891857157,96.47675587224862,140.18132093459792,0.7562972549019608,0.26143532983875306,92.27476041187532,0.16223047339524613,7.901572145061729,0.1809865110991489
15,315,64.8535,16.4848,41,18.9566,0,129,126,3,128,3,1.00459,63.30462,0.0,0.0,10.53571,8.465,14.4592,0.0,0.0,131.0,58.37028,0.0,0.29,2.012,-1.0,1.400118,15.574427475163965,0.2428043625925369,0.18086450283407574,0.1783262260812328,0.2587023969908258,0.1981095939475311,0.11868851958187296,0.09982368265159308,0.1203993834931079,63374.90946718725,5.305776806638415,33652.71504776698,1.3722572675878735,311.03856008930535,96.47942275327217,140.54978288243595,0.7565388235294117,0.2614353298387527,91.4263914624905,0.1610815688240606,8.873601466049383,0.18173453577246595
16,316,64.906,16.3874,41,17.9938,0,129,126,3,128,3,1.00288,63.33807,0.0,0.0,10.03571,8.452,14.22464,0.0,0.0,131.0,58.36033,0.0,0.29,2.066,0.45139,1.426893,15.633779643494405,0.24537521738692422,0.18108139938348852,0.17460552794766432,0.2571344437329585,0.19990078108775797,0.1190179986860075,0.0999363607086103,0.12074420961172064,63430.220116732424,5.275575335411178,33691.458126004305,1.6667602353257205,310.0958769713147,96.48129349652132,140.55055694556444,0.7562603921568627,0.2614353298387532,89.43657895315322,0.16060591513254313,10.189284336419753,0.18320239944706734
17,317,64.7665,16.543,41,18.1778,0,129,126,3,128,3,1.0009,63.16448,0.0,0.0,11.57143,8.461,14.14062,0.0,0.0,130.0,58.29997,1e-05,0.29,1.94,-1.0,1.537396,15.586985835322627,0.24792014544955918,0.18131258334913747,0.17158180980296847,0.2549135299009346,0.20094623732292116,0.1180332985966505,0.10008556576990107,0.11961116958492239,63449.53084868664,5.271862547736068,33379.89514342743,1.6065674955963023,309.12994332909057,96.49973737807485,141.52560146443878,0.755761568627451,0.2614353298387524,89.63821986018549,0.1598229761286888,10.076437114197532,0.1844129922314117
18,318,64.6538,16.6151,41,18.7458,0,129,126,3,128,3,1.00077,63.03457,0.0,0.0,10.75,8.488,14.27671,0.0,0.0,130.0,58.25968,0.0,0.29,1.75,-1.0,1.560306,15.611241658528646,0.2500514713236151,0.1825256145618885,0.1690469572696396,0.2529968909629362,0.20236139705333567,0.1172056041570127,0.10038314803685108,0.1196834701265444,63375.722763251295,5.282080315570158,33310.9522086315,1.1247743443025866,308.15034833309596,96.48404946577672,141.31021621514614,0.7554490196078432,0.261435329838752,87.85461295881343,0.1590974869926292,9.95529513888889,0.1851140405956876
19,319,64.6671,17.0619,41,18.787,0,129,126,3,128,3,0.99587,63.02861,0.0,0.0,12.39286,8.448,14.33831,0.0,0.0,130.0,58.22394,0.0,0.29,1.904,-1.0,1.701868,15.595999446915993,0.2515903065705188,0.18402185207544242,0.16693807010602804,0.2518370585220119,0.20333770132800577,0.11666237976528551,0.10037801724846374,0.11926148071478458,63438.75758065916,5.287339915393717,33363.691976281574,1.7192362695719066,307.1846912462926,96.49996747558282,141.43121139689666,0.7554866666666666,0.2614353298387518,90.49753897275954,0.15830833022705115,9.908564814814815,0.18588389805930908
20,320,64.4255,17.0641,41,18.934,0,129,126,3,128,3,0.99523,62.78527,0.0,0.0,13.17857,8.493,14.72425,0.0,0.0,129.0,58.17678,0.0,0.29,1.935,-1.0,1.628146,15.604285722897377,0.25230717647852174,0.18432902582577013,0.16524617348841814,0.2506635661254173,0.20489021357574905,0.11636939105346591,0.10078657572395364,0.11929002698804116,63498.870989358664,5.310643133487238,33087.04897081132,1.870167302816286,306.1978028786656,96.53311330677356,142.26797536806652,0.7554490196078432,0.26143532983875123,87.85593600771298,0.15728224634967317,11.480806327160494,0.18668338778882082
21,321,64.3205,16.6576,41,19.6487,0,129,126,3,128,3,0.99424,62.66446,0.0,0.0,13.82143,8.474,14.72579,0.0,0.0,131.0,58.12596,0.0,0.29,1.715,-1.0,1.569514,15.56025658124759,0.253590227209361,0.1849806183968439,0.1640003548248936,0.25014026786198795,0.20584429217506625,0.11644711082148329,0.101546044298837,0.11903598531039211,63463.32471591424,5.317802878659167,32818.91341240537,1.6806863176284055,305.2061620776052,96.55571503541267,142.19210557334313,0.7554490196078432,0.261435329838752,90.41325071307186,0.15701160490931118,12.031539351851851,0.18675079555373938
22,322,64.2159,16.645,41,18.882,0,129,126,3,128,3,1.00014,62.56995,0.0,0.0,11.5,8.494,14.3763,0.0,0.0,131.0,58.08311,0.0,0.29,1.85,-1.0,1.602656,15.575557944215374,0.2542337493743254,0.1861753594029509,0.16291104090586547,0.24944093178633286,0.2057903265793921,0.11619514683495002,0.101669936384263,0.11901433502034624,63439.35517534134,5.274152263517373,32747.621714237506,1.6326123366872982,304.213847519188,96.56453936572973,142.61906780514954,0.7548529411764706,0.2614353298387527,90.25504296550221,0.15640523406153437,12.007474922839506,0.18705818616697004
23,323,63.9827,16.441,40,18.5274,0,129,126,3,128,3,1.00523,62.33407,0.0,0.0,10.75,8.491,14.36711,0.0,0.0,130.0,58.01253,0.0,0.29,1.863,-1.0,1.573718,15.596904236593364,0.25524751232872817,0.18656972593499907,0.16218645741504883,0.24866642497652305,0.2056038253536367,0.1154812876521393,0.10136592103631092,0.11909655495202745,63435.9960668872,5.263171323733748,32373.235570937417,1.8140936431443277,303.2516939770762,96.58517019012542,142.9034957469404,0.7541396078431373,0.26143532983875256,90.23933479225497,0.15579790829742324,11.86766975308642,0.18691854302206418
24,324,63.9474,16.5869,40,18.8121,0,129,126,3,128,3,1.0071,62.26816,0.0,0.0,9.89286,8.496,14.18558,0.0,0.0,131.0,58.00292,1e-05,0.29,2.022,0.4519,1.58579,15.580256897726178,0.25621912290406146,0.18662487566493052,0.16116146932808437,0.24800407367905103,0.2048011334128725,0.11469890870594399,0.10106893067929597,0.12016595203550778,63406.99815257363,5.250156140510756,32422.57238904548,1.4398473363291977,302.28291232631153,96.60208719873735,143.0728032120645,0.7544369411764704,0.2614353298387521,90.54250904295004,0.1556725065480295,12.187451774691358,0.18688240554920812
25,325,63.7607,16.6752,40,18.966,0,129,126,3,128,3,1.00131,62.07791,0.0,0.0,10.39286,8.488,14.31597,0.0,0.0,132.0,57.92589,1e-05,0.29,1.799,-1.0,1.607119,15.50674287772473,0.2568288064932654,0.18603795869813972,0.1595113772337739,0.24751120275426736,0.20369558514158156,0.1139947261915433,0.10070599838607068,0.12099965704437958,63367.72415453979,5.263369373610962,32181.484949017806,1.2560168600666053,301.2791137242641,96.62269775630972,143.73729521843669,0.7537937254901961,0.261435329838752,92.26457190064008,0.15504213266917047,12.974971064814815,0.18703116845133233
26,326,63.8245,16.2924,40,18.7353,0,129,126,3,128,3,1.00258,62.11726,0.0,0.0,10.25,8.538,14.38717,0.0,0.0,132.0,57.8943,0.0,0.29,1.901,-1.0,1.737146,15.576403770917727,0.2571152494777711,0.1854264326164924,0.15774230183486138,0.24631949961599314,0.20273264281098183,0.11347993070379975,0.10071665727039684,0.121916914967281,63368.44379805432,5.271287676216514,32312.50133502893,1.2777221661834586,300.3111987849373,96.59982779380515,143.9635484611719,0.7536039215686274,0.2614353298387518,92.0959105926117,0.15488132755225725,13.130883487654321,0.18702696382035236
27,327,63.6938,16.1059,40,18.6683,0,129,126,3,128,3,0.99755,61.97935,0.0,0.0,8.39286,8.513,14.06172,0.0,0.0,133.0,57.84442,0.0,0.29,1.82,-1.0,1.685225,15.517169151777102,0.2569656145807803,0.18506056640085902,0.1556674151309093,0.24445224524760067,0.20150975645337607,0.11282789157141807,0.10064779209347027,0.12282198150847344,63309.72632022385,5.23237946037812,32103.498897106216,1.4446466147468489,299.3362366473027,96.64935017734825,143.92491790269975,0.7533666666666666,0.26143532983875134,92.11118794218226,0.15471065658862418,13.083815586419753,0.18745039061483046
28,328,63.5364,15.9172,40,17.9658,0,129,126,2,128,3,0.99603,61.78222,0.0,0.0,10.07143,8.523,13.89669,0.0,0.0,132.0,57.7912,0.0,0.29,1.688,-1.0,1.79793,15.559603467399691,0.256599866245867,0.18487786896817685,0.1534022105778062,0.24259005817118087,0.20051723694424894,0.11221601751996502,0.10055641569969337,0.12403057403129397,63323.43749675972,5.209031141525723,31944.058913414498,1.130620132768478,298.3938354122379,96.67372442339163,144.2593567285648,0.7526356862745098,0.26143532983875084,90.31016966341343,0.15433362255691507,12.991560570987655,0.18760696866493703
29,329,63.564,15.7414,40,18.3361,0,129,126,2,128,3,0.99762,61.79893,0.0,0.0,10.82143,8.487,13.73201,0.0,0.0,131.0,57.73227,0.0,0.29,1.67,-1.0,1.782721,15.53943492748119,0.2570889494411166,0.18574546905914738,0.1513050262544148,0.2405577426379216,0.19929279196365499,0.11181050429173217,0.10061087193612749,0.1252871630032328,63229.9409557239,5.199438082966353,31939.281356795207,1.567770114512124,297.44171265365486,96.67901900794968,144.5192488669561,0.7521614901960784,0.26143532983875084,92.10339699358339,0.1544121375319755,13.267216435185185,0.18829419151830218
30,330,63.4033,15.8679,39,17.907,0,129,126,3,128,3,0.99484,61.64106,0.0,0.0,11.64286,8.539,13.5856,0.0,0.0,132.0,57.69439,0.0,0.29,1.69,-1.0,1.817491,15.530166437596451,0.2569964308373734,0.18726294517557993,0.14927236934445431,0.23833151755387816,0.19812567187679428,0.11119146621099858,0.100953265747283,0.1267605291185013,63312.91826515719,5.1754233092609105,31767.30124538724,1.1955515852616068,296.5049288045904,96.6856854285511,144.75989476310085,0.7515274509803922,0.2614353298387509,91.90183081335422,0.15409698172522654,13.59862075617284,0.18919947265496523
31,331,63.3901,15.6482,40,17.924,0,129,126,3,128,3,0.99234,61.63616,0.0,0.0,10.64286,8.545,13.69705,0.0,0.0,131.0,57.61982,0.0,0.29,1.836,-1.0,1.821366,15.49610976230951,0.2556095094541262,0.18846414838235515,0.14737737924855251,0.236071392566755,0.19724710682878777,0.11062489048361174,0.10120662125482818,0.12811653173924556,63273.36142743679,5.185545100562634,31681.66822551962,1.3890479208093744,295.58053719503835,96.69930275068654,145.04747889437132,0.751021568627451,0.26143532983874934,92.01964233177401,0.15361152566058972,13.579523533950617,0.18932865538143948
32,332,63.2673,15.5159,39,17.1476,0,129,126,2,128,3,0.99613,61.51527,0.0,0.0,10.92857,8.543,13.50552,0.0,0.0,131.0,57.58408,0.0,0.29,1.906,0.45563,1.869534,15.518066217869888,0.25415712535767326,0.18892542917569446,0.14565509180884836,0.23424726224696082,0.19629902647996875,0.11006241745173781,0.10144775472431755,0.1302122675193221,63344.86553932288,5.159604283707688,31502.24202098684,1.6422910129644441,294.6827767090783,96.7151506945437,145.63599546102046,0.7502258823529412,0.26143532983875023,89.96235906038179,0.1539825324481668,13.470244984567902,0.18990175098887063
33,333,63.4655,15.8337,39,17.1322,0,129,126,2,128,3,1.00237,61.62828,0.0,0.0,10.96429,8.488,13.3877,0.0,0.0,131.0,57.52605,0.0,0.29,1.843,-1.0,1.979838,15.500988995587385,0.25299364610732145,0.18938047072061082,0.14407804129855104,0.23269144271148798,0.19570964573762367,0.10964978011206143,0.10187719756394287,0.1318657229520635,63294.342769369345,5.153349321277285,31800.270128748907,1.6570163819843087,293.790718072187,96.70972250191662,145.59824300093527,0.750158431372549,0.26143532983874757,92.0572494049392,0.15345661831393181,13.446228780864198,0.1897496189631354
34,334,63.1945,15.4787,39,17.8086,0,129,126,2,128,3,1.00172,61.38773,0.0,0.0,9.53571,8.541,13.66066,0.0,0.0,131.0,57.4785,0.0,0.29,1.784,-1.0,1.935027,15.51353774836034,0.25243321670531776,0.18977026383967613,0.142602067677874,0.23085681095913207,0.19486175062871655,0.10932741387167991,0.1021629469589988,0.13386345813059808,63460.03979399329,5.1668596420801665,31463.943195288393,1.1407663767918235,292.9002911474265,96.72659806042061,145.89521314394807,0.7495482352941176,0.2614353298387493,92.1086130764328,0.1530990752655562,13.629918981481481,0.18988283055775515
35,335,63.3299,15.6132,39,16.9306,0,129,126,3,128,3,0.99902,61.49262,0.0,0.0,13.92857,8.553,13.35308,0.0,0.0,130.0,57.43658,0.0,0.28,1.68,-1.0,1.919866,15.48720258547936,0.25198927674130683,0.1901183364944662,0.1412310661245122,0.22923552409765557,0.1946415487671733,0.10935117678856236,0.10220635444226955,0.135774720916172,63482.130815049655,5.144069085778229,31616.809010196383,1.1318383557834086,292.02822763210435,96.72051074423467,146.1879359404241,0.750158431372549,0.26143532983874895,92.21922497685894,0.1532642352889007,13.748987268518519,0.19001582378704143
36,336,63.2695,15.0964,39,17.4054,0,129,126,3,128,3,0.99517,61.43379,0.0,0.0,8.46429,8.557,13.47516,0.0,0.0,131.0,57.38939,0.0,0.29,1.583,-1.0,1.908108,15.489990799515335,0.2515138563810604,0.19037525263184824,0.13976623657225098,0.22779699752997995,0.19428786792789904,0.10906932020403219,0.10239161066380541,0.13779769432821623,63512.16812275495,5.1416754363182315,31574.931477372087,1.0159153219772612,291.16059692178806,96.71812108749869,146.593705023622,0.7495062745098039,0.2614353298387484,92.04746773837336,0.15275016899455207,13.733169367283951,0.19002861656706943
37,337,63.2598,15.2778,39,17.3275,0,129,126,2,128,3,0.99405,61.41425,0.0,0.0,9.96429,8.515,13.02858,0.0,0.0,132.0,57.34695,0.0,0.29,1.685,-1.0,1.987344,15.43617738323447,0.2511416487244889,0.19032313940872655,0.13822377462911645,0.2263426997584577,0.1940774637188752,0.10866362029504592,0.10287778033216168,0.13917897391877487,63438.68325353887,5.096581287284765,31537.21077522482,1.2500650779311662,290.30403490679686,96.71678080392782,146.90799394100986,0.7495746470588234,0.26143532983874435,92.04381624517457,0.1526424661926271,13.649739583333334,0.19010979289607116
38,338,63.1152,15.49,39,17.2115,0,129,126,2,128,3,0.99203,61.26341,0.0,0.0,9.28571,8.53,13.18175,0.0,0.0,131.0,57.26585,0.0,0.29,1.633,-1.0,2.026131,15.426139925733024,0.2509046891846938,0.18968323383593336,0.13668538022952126,0.22509104301335348,0.19416814571326743,0.10831941899330828,0.10366158326945922,0.14100632088435483,63423.99940976412,5.106324421084524,31343.759285122433,1.390745915871561,289.46552151924493,96.72407037810396,146.94833889997744,0.7484541176470588,0.2614353298387484,92.19553177774948,0.15231100122027486,13.747010030864198,0.19042795356523823
39,339,63.1322,15.4783,39,17.6115,0,129,126,2,128,3,0.99774,61.25895,0.0,0.0,9.14286,8.526,13.37198,0.0,0.0,130.0,57.22209,0.0,0.29,1.589,-1.0,1.969242,15.44384671434944,0.2509960511987008,0.1890195273149467,0.1352346837605092,0.22417803570931621,0.19388582752181796,0.10814034681098333,0.10427368188437293,0.14268127870272324,63442.13249323367,5.121737629096846,31443.37963135051,1.2730856934732504,288.6419709130421,96.73334870120479,147.18253880889998,0.7490196078431373,0.26143532983874684,92.02091262500228,0.15146330343672448,13.976610725308642,0.1907765425242416
40,340,63.1345,15.6822,39,17.7786,0,129,126,2,128,3,0.9973,61.25016,0.0,0.0,14.03571,8.48,13.35497,0.0,0.0,131.0,57.19481,0.0,0.29,1.688,0.45705,2.014261,15.46416350941599,0.2512799454923073,0.18859828113277502,0.13387440257849004,0.22358407353781767,0.19381353745157118,0.10780364272933486,0.10436006898020284,0.14417671514328884,63456.23527009145,5.134185770146669,31429.035837961175,1.588904444492339,287.8247044727548,96.74259566176744,147.52406227921796,0.7487148627450979,0.26143532983874507,92.1991431741951,0.15090366261528962,14.077546296296296,0.19081979696608822
41,341,62.9595,15.6745,39,17.9356,0,129,126,2,128,3,0.99871,61.07295,0.0,0.0,9.10714,8.58,13.53676,0.0,0.0,130.0,57.14797,0.0,0.28,1.803,-1.0,2.00025,15.444903526777104,0.2516576634161658,0.18830139772470486,0.13252411804990083,0.22308516414718188,0.1933239123910755,0.10745588871161402,0.10443040031947105,0.14536407734464474,63465.53744838194,5.142702601385413,31207.58726414556,1.6113037018379135,287.02023363653234,96.74358621626976,147.53620039598738,0.7487823529411765,0.2592177037955214,91.97665802579549,0.15042098927523892,14.16941550925926,0.19134576892077687
42,342,62.903,15.1007,39,18.0737,0,129,126,2,128,3,1.0019,61.00968,0.0,0.0,12.39286,8.565,13.52836,0.0,0.0,131.0,57.08013,0.0,0.29,1.706,-1.0,2.07683,15.390475614571278,0.25173895563346005,0.1877764630940904,0.1311358695589376,0.22253944600527997,0.1932950816208071,0.10719975549821956,0.10488383242918331,0.14634460847115832,63403.68476300674,5.13975103816427,31171.46602195072,1.5722133154162883,286.19008044131994,96.75284097890273,148.07173228456386,0.7482458823529412,0.26143532983874546,92.05510809247725,0.14948228484662582,14.177372685185185,0.19146428478339605
43,343,62.943,15.4089,39,17.279,0,129,126,2,128,3,0.99877,61.02096,0.0,0.0,11.17857,8.541,13.03188,0.0,0.0,131.0,57.04264,0.0,0.28,1.801,-1.0,2.162,15.422548647280093,0.2520120665662977,0.1875245100109165,0.1298718667121881,0.2221395932593377,0.19309064443536353,0.1069341401788183,0.10521435921605521,0.14758125716453316,63417.44419169171,5.081935603349835,31210.09761600641,1.7111867155991116,285.38349681398034,96.75958826660349,148.17834820554145,0.7486423529411764,0.2570000777522962,91.26625364190504,0.1486675080811188,14.331741898148149,0.1918539083784829
44,344,62.8495,15.6566,39,17.1861,0,129,126,2,128,3,0.99613,60.89549,0.0,0.0,10.78571,8.556,13.2996,0.0,0.0,130.0,56.99063,0.0,0.28,1.966,-1.0,2.115917,15.43321755491657,0.2523430914997685,0.18753868523933595,0.12876756285443816,0.22197996396355013,0.1933219833942884,0.10653753813943144,0.10458247756485307,0.14820437270921086,63348.58608775787,5.108096197771661,31098.071206193323,1.429495884227383,284.5935184970753,96.78218964790204,148.2839655511238,0.7476549019607843,0.2553766628164577,92.01416690870815,0.14791764572583663,14.457175925925926,0.19205264403572772
