,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.6,blockiness,cubcol.0.5,cubrow.0.5,color_fulness,fft,cubcol.0.3,cubcol.0,uhdhdsim,temporal,saturation,blur,staticness,cubrow.0.3,noise,contrast,cubrow.1.0,cubcol.0.6,movement,tone,cubrow.0,cubcol.1.0
10,210,55.3743,23.3662,39,27.8202,0,111,122,8,130,7,1.03956,55.44329,0.0,0.0,7.71429,5.642,20.12697,0.0,0.0,125.0,42.30887,0.00041,0.31,2.034,-1.0,1.837373,0.12202465193884594,3.2649520052008794,0.08078320863306111,0.11833168701000134,97.47813192387453,64654.53108641613,0.13799740987691317,0.10422565634846802,94.85632116800149,6.230537791932373,30.663818736135223,21790.43232521337,277.69316723192884,0.12578271419219447,0.356315594538587,90.9719300766848,0.09876903197622176,0.15397319204407345,11.62355324074074,0.6442392156862746,0.03679198679983014,0.09278410723919475
11,211,55.1325,23.3534,39,23.9725,0,111,122,8,130,7,0.99249,55.12424,0.0,0.0,8.03571,5.712,20.06846,0.0,0.0,125.0,42.32527,0.00043,0.32,1.9,-1.0,1.895745,0.11983086827459652,2.803099194101961,0.0782945889329051,0.11773002476572027,96.40575353310263,64583.53193199562,0.14158073285974856,0.10333375870430384,94.91910738810184,6.227027366554355,30.752845293209873,21599.835944750215,274.5989292423943,0.12468646440731423,0.3563155945385808,90.77203417927504,0.10246650262537003,0.15330061415858015,12.771315586419753,0.6442988235294118,0.036287621590276285,0.09316229804314966
12,212,54.4757,23.326,38,24.5181,0,111,122,8,130,7,1.01345,54.43452,0.0,0.0,8.03571,5.735,20.0534,0.0,0.0,125.0,42.29632,0.00044,0.32,1.937,-1.0,1.850184,0.11793036558727271,2.8754447546044615,0.07573788082735258,0.11697127617955376,96.24968124153611,64449.15079067249,0.14161379719548822,0.10094869968740267,94.97745180972727,6.217397282411298,30.75142283498505,20933.77301246554,271.57303010200485,0.12330395738046665,0.3540979684953538,87.1940554405365,0.104549510097927,0.1510405991396505,11.839988425925926,0.6450419607843136,0.03608740949886676,0.09219604833840879
13,213,53.87,23.2389,37,26.058,0,111,122,8,130,7,0.99921,53.78996,0.0,0.0,10.57143,5.779,20.03184,0.0,0.0,125.0,42.20804,0.00042,0.32,1.867,-1.0,1.819227,0.1160147969928723,2.9147050645186807,0.07369050288236917,0.11602854996566085,96.46150847732657,64328.70336939263,0.14200148895881556,0.09960271022115977,95.14416607936562,6.226327093921753,30.626240859796972,20207.4028197281,268.6763785345221,0.12215531792759166,0.3540979684953502,87.15806029589753,0.10544272992364132,0.14623637462392758,10.729311342592593,0.6433682352941176,0.036112080954018425,0.09068872050569311
14,214,53.5373,23.2458,37,24.6494,0,112,122,8,130,7,1.02415,53.41398,0.0,0.0,6.85714,5.76,19.96157,0.0,0.0,125.0,42.26806,0.00045,0.32,1.763,-1.0,1.871253,0.11406620989248652,2.903444429119446,0.07186238827353063,0.11559957325041943,95.31717565218737,64303.35918895332,0.14424615437006252,0.09931914935780076,95.2477177584666,6.22344553068518,30.781384691779994,19937.535465240446,265.93260635284304,0.12142787340581059,0.35409796849534664,86.9974369162943,0.10520826706806767,0.14700791515840367,10.281587577160494,0.6442172549019608,0.03580211534963308,0.08910458002840747
15,215,53.0511,23.2478,37,23.2129,0,112,122,8,130,7,0.98879,52.89703,0.0,0.0,6.67857,5.879,19.96245,0.0,0.0,125.0,42.26458,0.00053,0.32,1.915,-1.0,1.902782,0.11260439613876656,2.945988103033764,0.07011335060193884,0.11481805598702283,95.39481710951765,64120.7688582412,0.1458343266365939,0.09871540646941623,95.3254424932064,6.2206388140103765,30.750647085684317,19513.517929233352,263.12884614159856,0.1205272214284939,0.354097968495344,89.98455108725507,0.10443222539940931,0.14968548127372922,12.153163580246913,0.6436737254901961,0.03557134974281077,0.08701605098556336
16,216,52.5069,23.2793,37,23.9337,0,112,122,8,130,7,1.02278,52.36162,0.0,0.0,6.17857,5.877,19.96273,0.0,0.0,125.0,42.13759,0.00046,0.32,1.919,0.38915,1.952311,0.11081600791004828,2.9290809756026825,0.06964281062290657,0.11386408214798392,95.94558002944272,64157.475477509,0.14906909139066124,0.09768452297479914,95.35116993820824,6.24294296802447,30.775067929868342,19041.835361168294,260.30068740704417,0.11974891124681714,0.3480393014730572,90.52957732222316,0.10408466052625842,0.15318859564944393,13.287133487654321,0.6415588235294117,0.03553498395315225,0.08531483197206759
17,217,52.0633,23.2185,36,29.4463,0,112,122,8,130,7,0.99706,51.94331,0.0,0.0,9.53571,5.951,19.99635,0.0,0.0,125.0,42.12913,0.00049,0.32,1.624,-1.0,1.939004,0.10933705897162582,3.153925042420285,0.07895640603353513,0.11287354070855896,95.6645666627233,64159.920169683246,0.15120523701439756,0.09729392547893534,95.48435999538633,6.248669379960964,30.719864268361786,18597.315294952685,257.5881377696629,0.11870607574633299,0.34582167542982906,90.17158244513298,0.10376237083680111,0.15691837690647278,13.088589891975309,0.641283137254902,0.035331742316676705,0.0834628970038435
18,218,51.7474,23.0739,36,27.6477,0,112,122,8,130,7,1.01507,51.61945,0.0,0.0,8.07143,6.039,19.94386,0.0,0.0,126.0,42.1004,0.00044,0.32,1.783,-1.0,1.969947,0.10828227274131401,2.643444594874184,0.0982761665365603,0.11212796064656155,95.0662305086088,64017.35395618477,0.15026699659906673,0.09735290227471712,95.59888591640872,6.237487371850285,30.68431618772907,18251.41544379682,254.78458194446887,0.11808009912813291,0.341980634450765,89.55759445604863,0.10296491787142717,0.1603198781125907,12.904851466049383,0.640050588235294,0.03502655950773367,0.08186021820658021
19,219,51.6125,22.966,36,23.8859,0,112,122,8,130,7,0.98263,51.46623,0.0,0.0,10.21429,5.999,19.81642,0.0,0.0,125.0,41.96111,0.00051,0.32,1.662,-1.0,1.98543,0.10703702341407316,3.61996939174121,0.1141531762724666,0.11143286172861483,95.47897928135376,64042.19641765265,0.14863584334489627,0.09811781667105329,95.55448042031017,6.243628928681947,30.617309005172167,18029.079167862146,251.9384665296931,0.11738196541961078,0.3458216754298271,90.0970030500009,0.10174419499157185,0.1619377382526772,12.57667824074074,0.638858431372549,0.034953717281337976,0.0803014677088791
20,220,51.7119,23.01,35,24.3815,0,112,122,8,130,7,1.02123,51.55472,0.0,0.0,8.96429,5.993,19.72285,0.0,0.0,125.0,42.01766,0.00042,0.32,1.658,-1.0,2.007141,0.1058988785403387,4.501206988588789,0.1243338865868556,0.11057357387020596,94.2236247920361,63949.473141810275,0.14698862871174878,0.09940569045910469,95.51022747905925,6.233410209674813,30.663248886296778,18082.821096764605,249.1161439774401,0.11686357648283828,0.34582167542982883,91.69151279937672,0.10036697131779668,0.16297761945618303,14.517023533950617,0.6414819607843137,0.034821393659902264,0.07882345391010061
21,221,51.645,23.0524,36,26.2672,0,113,122,8,130,7,0.97106,51.48137,0.0,0.0,6.57143,6.032,19.76013,0.0,0.0,125.0,42.01843,0.00048,0.32,1.546,-1.0,1.999308,0.10499880516350524,3.9155431885990506,0.13634231270289568,0.10991489501115652,94.43512983483038,63956.71099395297,0.1456546111224336,0.10091292487125177,95.53989010107672,6.219967504430617,30.61678982958382,18059.29504789042,246.21088700487863,0.11631570161128887,0.34582167542982384,90.20961772862506,0.09898087197879658,0.16323297527094582,14.926359953703704,0.641098431372549,0.03482545576454512,0.0775124468349278
22,222,51.5838,22.7885,36,23.1676,0,113,122,8,130,7,1.00962,51.40737,0.0,0.0,4.25,6.012,19.79205,0.0,0.0,125.0,41.91635,0.00052,0.32,1.576,-1.0,1.994319,0.103856151824901,3.7336998661143186,0.14639511493827698,0.10903514418745106,95.20008344878882,64000.289316916715,0.14440308826627493,0.10375826411362735,95.53418944058362,6.236324995816567,30.550991105444638,18016.00620399951,243.30151235373285,0.11579509563475364,0.3458216754298289,90.50438072329993,0.09756579905271628,0.16211763285494832,14.928047839506172,0.6411517647058823,0.03474434101905434,0.07660359188939454
23,223,51.9283,22.4411,36,22.95,0,113,122,8,130,7,1.00443,51.69665,0.0,0.0,7.17857,5.984,19.56459,0.0,0.0,125.0,42.00337,0.00044,0.32,1.711,-1.0,2.003813,0.10294857070943324,4.2074181436303535,0.15467052818210364,0.10844120898132285,93.83008860276962,64123.36408396378,0.14436819404928272,0.10861317929586095,95.43057753669741,6.206338841423147,30.69830378779659,18428.95686461105,240.4734210929325,0.11562453245596241,0.34582167542982684,90.05655032930795,0.09618796730105801,0.15817612973864428,14.863233024691358,0.6425542352941173,0.03471915737149686,0.0764273743310847
24,224,52.2505,22.3154,36,28.6907,0,113,122,8,130,7,0.98899,51.97019,0.0,0.0,12.42857,6.003,19.26183,0.0,0.0,125.0,42.03829,0.00038,0.31,1.561,0.39236,1.991568,0.10247459718124692,4.138253795817198,0.16133200627291414,0.10792705026005865,93.28417330544177,64077.327251184644,0.1441619763310157,0.11652621228044856,95.41794074816843,6.179065441467526,30.534668722270446,18841.887300937302,237.6751469524636,0.11549906964382084,0.34582167542982645,90.14200075261404,0.09448673918557494,0.15528855095040067,15.041280864197532,0.6426749019607844,0.03449316511294582,0.0764615755781208
25,225,52.34,22.3625,36,26.4599,0,113,122,8,130,7,1.01637,52.00737,0.0,0.0,7.46429,6.058,19.15212,0.0,0.0,125.0,42.0007,0.00038,0.32,1.594,-1.0,1.928136,0.10179813554848137,3.7868476660989,0.1671912327685765,0.10750187034074762,94.35814573723921,64010.74676696958,0.14409368474803003,0.12351469401256296,95.41604664382393,6.182952289659342,30.48080877610195,18993.331687458594,234.95728755872753,0.11532237911419788,0.34582167542982695,89.61240580031368,0.09315369248456126,0.15244837105603917,15.990258487654321,0.6436168627450981,0.03449847478079195,0.07651161739121887
26,226,52.3441,22.291,35,23.6084,0,113,122,8,130,7,0.98367,51.92811,0.0,0.0,5.35714,6.068,19.19481,0.0,0.0,125.0,42.03881,0.00047,0.31,1.526,-1.0,2.000357,0.10108513135848078,4.3864483279060655,0.17114263027832385,0.1070276615719657,94.7907408861423,64024.51859986357,0.14236233993504666,0.12689230262659645,95.42876317184557,6.1827056445325095,30.441275325822243,19008.35393759525,232.41574533278396,0.11472712710900282,0.3419806344507544,90.81026073526745,0.09176929916251013,0.15446396609731877,15.922405478395062,0.646275294117647,0.034426121908232264,0.07632321106087184
27,227,52.678,22.3701,35,24.3551,0,113,122,8,130,7,1.01488,52.15621,0.0,0.0,10.21429,6.045,19.13714,0.0,0.0,125.0,42.02775,0.00035,0.31,1.57,-1.0,2.053287,0.10013406102206616,3.702033478444273,0.16989034984455428,0.1065004283968841,94.40384051721063,64018.80507311462,0.14125549044318786,0.1281466045137927,95.45845009523438,6.178828709550461,30.682073145736883,19351.11748436738,229.97832216619247,0.11425243976751391,0.3375453823643053,90.5850384413603,0.09041764971614978,0.15795191819925355,15.736496913580247,0.6455250980392157,0.03437561510558591,0.07575313169674555
28,228,52.6495,22.442,36,24.9062,0,112,122,8,130,7,0.97146,52.07202,0.0,0.0,8.0,6.03,19.2061,0.0,0.0,125.0,41.91297,0.00042,0.32,1.691,-1.0,1.984692,0.09948721011411067,4.060910158654199,0.16657103832941048,0.10592648036720179,95.45484491097429,63946.43507715037,0.1405671460009704,0.1279242883790503,95.49213404467652,6.192438651859809,30.461868474512926,19403.47931952161,227.6158755614849,0.11381348071811663,0.3375453823643033,88.08231300257256,0.08919613509424221,0.1610812365680609,15.571084104938272,0.6439039215686274,0.034276765400964186,0.07626955555158207
29,229,52.3788,22.5407,36,23.5562,0,112,122,8,130,7,0.98312,51.7773,0.0,0.0,6.28571,6.11,19.26582,0.0,0.0,125.0,41.9018,0.00035,0.31,1.538,-1.0,2.041889,0.09865281550605798,4.076903882095164,0.16472963309543798,0.10540820293274468,94.9753436013139,63976.791476803235,0.14045438827724896,0.12773286183188098,95.49941247267084,6.190753628699429,30.54184299045139,19126.193447572787,225.41450785504873,0.11313277109535097,0.3375453823643028,88.66482738956023,0.08804612851371232,0.16253047453808495,15.796682098765432,0.6425647058823529,0.034297277677871205,0.0772218867115994
30,230,52.1859,22.7314,36,24.3657,0,112,122,8,130,7,1.03698,51.57173,0.0,0.0,6.53571,6.186,19.35219,0.0,0.0,125.0,41.89009,0.0004,0.31,1.495,-1.0,2.081333,0.09788487236839909,4.6888588777479505,0.16334542493246587,0.1048071507532565,95.20574000202339,64037.89845424788,0.14007968621458128,0.12742335333415605,95.54214604693661,6.204195996912653,30.819311448085458,19101.846968797385,223.2620937252574,0.112660126995475,0.337545382364302,93.09618282593709,0.08711246842246058,0.16343285271847985,16.445505401234566,0.6409117647058823,0.03415992433155676,0.0780282092871488
31,231,51.9369,22.9292,35,30.5609,0,112,122,8,130,7,0.98095,51.30173,0.0,0.0,7.67857,6.254,19.52118,0.0,0.0,125.0,41.70654,0.00036,0.31,1.482,-1.0,2.056549,0.09722394489325548,2.697140351353684,0.16216755172226435,0.1042775567474731,95.82166606442132,64000.66434403196,0.13936359209736116,0.1266575317875597,95.60355801097168,6.237799163698347,30.54519804024402,18917.54783796273,221.13846213527134,0.1121320462033641,0.33532775632107475,87.60076405811338,0.08607995427681066,0.16371590903663957,16.528983410493826,0.6377745098039217,0.03415427285416449,0.07824320528167257
32,232,51.9929,22.9583,35,25.8075,0,112,122,8,130,7,1.00092,51.34122,0.0,0.0,4.64286,6.296,19.6879,0.0,0.0,125.0,41.71528,0.00042,0.31,1.424,0.38953,2.201721,0.09645659656064262,3.3056572782055906,0.1607866755482539,0.10389183042479748,95.28046328618024,63985.94945881961,0.13851733182967182,0.12635295571899244,95.5377504725515,6.236306436663053,30.736186839916087,19009.27483758171,219.0949121084178,0.11201349370521282,0.3353277563210734,87.81344604293486,0.08530747973658914,0.16430174744214252,16.54007523148148,0.6377054901960785,0.03414125029496151,0.07825839173427811
33,233,51.9831,22.9652,35,24.7574,0,112,122,8,130,7,1.0196,51.3399,0.0,0.0,5.64286,6.283,19.71008,0.0,0.0,125.0,41.69927,0.00042,0.31,1.434,-1.0,2.140805,0.09592273975703529,2.8316558903472475,0.1604851186388596,0.10352474301416806,94.44752479115618,63961.33389400344,0.1371676477668906,0.1265239253209188,95.57781822849547,6.245328346644987,30.872743206259646,18901.370600364422,217.1210492882787,0.1116527080431916,0.3375453823642991,90.53785599527268,0.08478838256648791,0.16502501227840663,16.669511959876544,0.6366113725490197,0.034003681185571386,0.07718439704329845
34,234,51.9835,22.9556,35,27.0991,0,112,122,8,130,7,0.97948,51.32544,0.0,0.0,9.75,6.271,19.71507,0.0,0.0,125.0,41.55835,0.00038,0.31,1.454,-1.0,2.145293,0.09529270568834355,4.521956781148427,0.1603755876399233,0.10313397118324236,95.45248123257606,63994.43150787749,0.13654357705770687,0.126641505636627,95.59473367929739,6.258617413124748,30.42442152235243,18839.955703316107,215.21593285663425,0.11172979217686883,0.3353277563210726,89.89471767954927,0.08424710156738402,0.16536637990447764,16.750626929012345,0.6363662745098039,0.03406013111591812,0.07655526970323509
35,235,51.775,22.8764,35,25.7111,0,112,122,8,130,7,0.99822,51.12689,0.0,0.0,4.71429,6.414,19.70738,0.0,0.0,126.0,41.51567,0.00038,0.31,1.452,-1.0,2.247452,0.0946224852128869,3.1898361665911845,0.16044949967261674,0.10270247159066848,95.63750662513281,64053.910960868285,0.13612197188244504,0.1274726449101456,95.55887839820201,6.263890877781568,30.85630308551553,18905.957846120178,213.44700479390275,0.11220655081344287,0.3353277563210714,90.95176701208219,0.08399916764257918,0.16563392429915771,17.100163966049383,0.6361160784313725,0.03394437351831758,0.07570441953389347
36,236,51.4744,22.7818,35,23.7902,0,111,122,8,130,7,1.01473,50.81139,0.0,0.0,5.71429,6.582,19.6396,0.0,0.0,125.0,41.50216,0.0004,0.31,1.362,-1.0,2.239028,0.09398257208182677,2.6998263511279887,0.1593880286992437,0.10241944151463721,94.03327892744885,64290.977360300996,0.13592894650842266,0.12901188739771532,95.64374146983569,6.273901417122327,30.799725191092787,18708.841448717274,211.7891361859011,0.11285611501777063,0.33754538236430043,88.59167569353443,0.08352658146616591,0.16643328808429061,17.210744598765434,0.6370843137254902,0.0338405936185759,0.07632352059154737
37,237,51.2223,22.6765,35,31.3231,0,111,122,8,130,7,0.98213,50.56698,0.0,0.0,7.5,6.606,19.55581,0.0,0.0,125.0,41.31981,0.00033,0.31,1.492,-1.0,2.236331,0.09348319370945926,3.1610112081781923,0.1584158587142068,0.1019785495139926,95.40187164662547,64489.480050731145,0.13575140043743228,0.13192999531818858,95.63238770520135,6.282278312935771,30.709792337299863,18422.744230588924,210.22298012494483,0.11376236565142442,0.33754538236429754,87.73313641004901,0.08307975068254096,0.1678190659682988,17.28809799382716,0.6346996078431373,0.03386818947418103,0.07633161663816283
38,238,51.2981,22.7174,34,25.3747,0,111,122,8,130,7,0.98658,50.63599,0.0,0.0,4.75,6.678,19.46555,0.0,0.0,125.0,41.27706,0.00054,0.32,1.393,-1.0,2.295202,0.09316023894543952,3.7017817080694955,0.1571241532504077,0.10165076815933109,94.56939551208714,64608.488470364246,0.13498604385888543,0.1353612870385371,95.52905716576203,6.265509024074685,30.874799186800733,18731.14143785955,208.8058862041005,0.11461873220089,0.33754538236430087,89.40556206887402,0.08266251391460601,0.1692245771293754,17.46166087962963,0.6347600000000001,0.03373278707025593,0.0768795575805811
39,239,51.2137,22.6512,34,24.7943,0,111,122,8,130,7,1.02764,50.57395,0.0,0.0,4.14286,6.689,19.49646,0.0,0.0,125.0,41.18679,0.00039,0.31,1.6,-1.0,2.337378,0.0927753667040702,3.9854430129870617,0.1560164182489814,0.10136949616339094,94.24744068484043,64687.33162539508,0.13400796558111275,0.13747818509873172,95.58993329364486,6.269248510308238,30.9559595555435,18463.99636311515,207.486482334134,0.11544896279953247,0.33754538236430065,87.17319283534414,0.08241465886586571,0.17021445838395202,17.714265046296298,0.6323949019607843,0.03376220351232023,0.07686297022997732
40,240,51.1106,22.6256,35,27.3327,0,111,122,8,130,7,0.99501,50.46708,0.0,0.0,9.85714,6.68,19.44776,0.0,0.0,125.0,40.99613,0.00037,0.32,1.501,0.39365,2.37927,0.09277204708515675,3.8142384691704003,0.1545635189283474,0.10102637804420428,94.808239220244,64786.77703993458,0.13296882181215197,0.13870019168152478,95.55384983179273,6.306295883179262,31.07955593532986,18645.334602683462,206.254544738259,0.11611637833303051,0.3375453823642977,86.6998894903099,0.0824136952156058,0.1714754501997775,18.196084104938272,0.6300156862745098,0.03368243709617285,0.0771734964552007
41,241,50.9412,22.7261,35,24.0191,0,110,122,8,130,7,0.98283,50.32093,0.0,0.0,3.82143,6.669,19.4245,0.0,0.0,125.0,40.89421,0.00042,0.32,1.698,-1.0,2.434908,0.09278076559095752,3.9180839627804374,0.15334857466032334,0.10072511740661988,94.12759996616899,64806.60916906405,0.1315409601097518,0.13821781558298946,95.58940409622139,6.325513670808757,31.03075738600743,18372.718268587945,205.1672842153056,0.11662198766070715,0.33532775632108014,87.99900026041763,0.08312511379127796,0.17284172703464065,18.486496913580247,0.6285537254901961,0.033701414387147306,0.07736005891557055
42,242,50.9802,22.8006,35,25.8362,0,110,122,8,130,7,1.00618,50.36384,0.0,0.0,6.14286,6.643,19.51174,0.0,0.0,126.0,40.80097,0.00036,0.31,1.555,-1.0,2.454276,0.09277779389458002,3.214763284072284,0.1537525828908547,0.10046388910073839,93.85060410448759,64926.06086722272,0.1301325503267187,0.13713141867363585,95.59559109622299,6.338425300345965,31.221524273907697,18515.127364647095,204.1441753249216,0.11691813541388053,0.33754538236430137,88.7539582910344,0.08398870445121194,0.1716665330559045,18.701774691358025,0.6260627450980392,0.03359980913242303,0.0773543894648225
43,243,50.8766,22.7954,34,30.5376,0,110,122,8,130,7,1.01958,50.28848,0.0,0.0,6.0,6.579,19.58463,0.0,0.0,125.0,40.59709,0.00039,0.31,1.576,-1.0,2.443262,0.09294030705838961,4.316182633246767,0.15688819559882547,0.10024418426374723,93.56511188363571,64870.88207073596,0.12875235238868465,0.1364440600701707,95.60031747518096,6.360839405182999,31.500745608482834,18328.467596475708,203.20650464907396,0.11699122335481549,0.3375453823643002,88.52811486022318,0.08407589774512456,0.17013452130045928,18.824749228395063,0.6219956862745097,0.03354245448232158,0.07729627237555854
44,244,51.0059,22.9157,34,24.952,0,110,122,8,130,7,1.00513,50.39399,0.0,0.0,4.53571,6.579,19.57497,0.0,0.0,125.0,40.46596,0.00029,0.31,1.739,-1.0,2.456534,0.0930358379856505,3.7980217324401395,0.1603377782026248,0.10000123636613432,93.0035187355721,65092.62423071075,0.12743995399728775,0.13596225935676903,95.5950405260502,6.342977866610177,31.355268878701292,18420.64363869287,202.35896897553198,0.11669990710149962,0.3375453823643011,88.79607464951991,0.08385043291836314,0.16877627421088504,18.900993441358025,0.6168041764705883,0.033508899670505056,0.07761470516544575
