,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,tone,cubcol.0.3,cubrow.1.0,cubcol.0,fft,cubrow.0,blur,temporal,cubcol.1.0,blockiness,color_fulness,cubcol.0.5,contrast,uhdhdsim,movement,cubrow.0.5,noise,cubcol.0.6,staticness,cubrow.0.6,cubrow.0.3
10,110,70.5831,13.404,49,15.7941,0,137,125,3,128,4,1.00264,70.44986,0.0,0.0,10.82143,8.485,11.75347,0.0,0.0,130.0,67.08005,0.0,0.3,1.662,-1.0,1.541843,15.318949381510416,0.31473284010765307,0.22962278246582069,0.22847930528191074,0.19621005492374313,64346.51736900965,0.16326357078637113,43750.32834210796,5.315875576691213,0.19765374388081658,1.9529959081101247,98.61813307792787,0.13405122575055425,90.37212915916102,95.52859052733196,8.03761574074074,0.2925948037835441,0.30059916912314794,0.10243391246262946,299.55577833665853,0.23627566188056537,0.27533131500636226
11,111,70.5592,13.44,49,15.5399,0,137,125,3,128,4,1.00061,70.41306,0.0,0.0,10.39286,8.489,11.58406,0.0,0.0,130.0,67.08261,0.0,0.3,1.791,-1.0,1.530533,15.386044160819349,0.3240343510588257,0.23145451591515442,0.22784112296377707,0.19363599668847756,64270.49437476237,0.1645449341742454,43706.045517878876,5.300399147972652,0.1992763405686524,1.5269183992659783,98.70955708674863,0.13313251090281103,91.50612138641279,95.51981247822448,9.06105324074074,0.29243031613508313,0.29838154307992043,0.10248270876889914,299.0726604862187,0.2371632851151727,0.27511629309170493
12,112,70.6051,13.123,49,15.7955,0,137,125,3,128,4,0.9977,70.49791,0.0,0.0,11.25,8.507,11.61189,0.0,0.0,130.0,67.08858,0.0,0.3,1.74,-1.0,1.551099,15.357024581344039,0.32428983683875656,0.23267133528472012,0.22712566265469009,0.19238520161005643,64222.90120578881,0.16606140582250092,43871.813833338674,5.3105252775025775,0.19967211954564285,2.118570847573294,98.21230198985651,0.13198253352908015,90.32873256406828,95.51359815055571,8.600212191358025,0.29208055151793877,0.30059916912314105,0.10216065520338367,298.5587620073038,0.23795869154292928,0.27508559983375724
13,113,70.7313,13.3118,49,15.5556,0,138,125,3,128,4,0.99765,70.60627,0.0,0.0,8.85714,8.469,11.34207,0.0,0.0,130.0,67.11239,0.0,0.3,1.584,-1.0,1.524488,15.360997329523535,0.31489980776624443,0.23307963388331607,0.2258109267890511,0.1961914991530503,64437.964706974,0.16796153134797204,44226.197741822754,5.275242019977999,0.20080924436436373,1.619311247311113,98.47368933883227,0.13062780758808862,91.47862740837904,95.49595588524247,7.2759934413580245,0.29178578240147524,0.298381543079925,0.10143303194860215,298.0380199254153,0.23899353371741394,0.27528623577097205
14,114,70.5088,13.8603,49,15.5973,0,138,125,3,128,4,1.00024,70.37338,0.0,0.0,9.60714,8.492,11.50548,0.0,0.0,128.0,67.08816,0.0,0.3,1.719,-1.0,1.482002,15.388495362835167,0.31448135332564464,0.23442575974657376,0.22409218351688232,0.19902417576171946,64362.586376533276,0.16940148334934194,43701.4959967968,5.303609921150919,0.20138407769067687,1.4329670707047595,98.07507679540171,0.12899793239560836,91.54310993300935,95.52611976393291,7.103587962962963,0.29122952218673165,0.30059916912314827,0.1012352073458401,297.50274643352105,0.2393244153782979,0.2759610856716716
15,115,70.6445,13.9718,49,15.744,0,138,125,3,128,4,1.00042,70.53086,0.0,0.0,9.42857,8.511,11.98227,0.0,0.0,129.0,67.11581,0.0,0.3,1.686,-1.0,1.530981,15.392531406732255,0.3149454825067289,0.23521122235226347,0.22227034265557333,0.19937839394390217,64300.55668592539,0.1696730004936323,43889.86658509369,5.343995148156342,0.201948917706723,1.587443031397018,97.79906592115822,0.12776404627734425,86.89790230317098,95.50048833209553,8.34032600308642,0.2906564472906787,0.2983815430799199,0.10141771851609041,296.9560423815503,0.24033823722938008,0.27648607119452523
16,116,70.5326,13.9786,50,16.7556,0,138,125,3,128,4,1.00119,70.44058,0.0,0.0,11.85714,8.51,12.07239,0.0,0.0,128.0,67.12245,0.0,0.3,1.734,0.43287,1.522849,15.393430733386381,0.3149454825067289,0.2351288139067713,0.22103246345178756,0.20118535980664035,64273.97769812861,0.17081735426221778,43723.17242859934,5.373208516288612,0.20179621810505044,1.3221991009417593,98.62607363606776,0.12676243328853629,91.5306884617454,95.50207539856271,9.636284722222221,0.2902942158385116,0.302816795166365,0.10160038933604479,296.39232769084583,0.24078169430170493,0.27740850741465056
17,117,70.5458,13.6846,50,17.1616,0,138,125,3,128,4,0.99694,70.44147,0.0,0.0,9.25,8.507,12.08121,0.0,0.0,129.0,67.12367,0.0,0.3,1.663,-1.0,1.459244,15.447476233965086,0.31479646289888574,0.2352017029400155,0.22049706902960833,0.20421302285355314,64285.18978089619,0.17157598432225243,43765.92254322836,5.370273576314807,0.20146259592671859,1.4667349279043929,98.22382835731824,0.125724674460533,91.48819514913829,95.51361038695511,9.70606674382716,0.2900334605523554,0.2983815430799201,0.10162147569699534,295.80769205773197,0.24138690482216293,0.2787853494772438
18,118,70.5834,13.4573,50,16.424,0,138,125,3,128,4,0.99507,70.46751,0.0,0.0,9.96429,8.492,11.83064,0.0,0.0,129.0,67.12397,0.0,0.3,1.716,-1.0,1.468336,15.449090463143808,0.3147000384467519,0.23436703441556525,0.21974226068799543,0.2049946355348552,64225.04767244588,0.17099367222900022,43790.688400783954,5.335941293063923,0.20111571246635365,1.3495969822882123,98.19259473519145,0.12497859805672715,86.34394827683263,95.50784898688795,9.444396219135802,0.29041654125202204,0.2983815430799237,0.1021656419560805,295.24656105829575,0.24185887060466554,0.2793884014903711
19,119,70.7236,13.5709,50,16.1696,0,138,125,3,128,4,1.0001,70.61249,0.0,0.0,12.75,8.484,11.6371,0.0,0.0,130.0,67.13478,0.0,0.31,1.774,-1.0,1.545189,15.412408710997783,0.32438273356401603,0.23398499881421064,0.21919999821219338,0.2050363637675595,64267.64820734286,0.16992894703621392,44102.96384906674,5.3228348094742355,0.20084589903457073,1.2178169952534366,97.92494365725156,0.12446847707157176,86.24968039162412,95.49699539983843,9.123987268518519,0.29137848682711653,0.3028167951663687,0.1024838729449996,294.60938346649584,0.24230712506129432,0.27919171210497506
20,120,70.6584,13.5946,50,15.462,0,138,125,3,128,4,1.00523,70.56951,0.0,0.0,9.82143,8.499,11.73752,0.0,0.0,130.0,67.13442,0.0,0.3,1.666,-1.0,1.449053,15.425556512526523,0.31492795078815905,0.23387123290050896,0.21935663623897883,0.20626635111597103,64233.55410018082,0.1699086131116972,43983.70803521313,5.322980523764726,0.200721452492666,1.4367887525137657,97.85819632486697,0.12411297235112723,87.5749008520992,95.50348775932541,10.61255787037037,0.29271112711373165,0.3005991691231486,0.10287441879620941,293.9832514642658,0.2431488066502159,0.27899134348237703
21,121,70.6334,13.9582,50,16.7838,0,138,125,3,128,4,1.00387,70.55131,0.0,0.0,9.67857,8.486,11.75988,0.0,0.0,129.0,67.13269,0.0,0.31,1.834,-1.0,1.426865,15.423007352852528,0.3149217993079591,0.23424817272944384,0.21973262324715728,0.2099955208130641,64477.490171252204,0.17019963515050593,43951.23550591055,5.32162374672407,0.2003480256292269,1.842774675597982,97.97853277614888,0.1237405846776716,86.36419894817756,95.50937674110152,10.87524112654321,0.29374922917050034,0.30059916912314727,0.103656672823124,293.36464407057827,0.24449819957105856,0.27863467633770195
22,122,70.736,14.2183,50,16.8343,0,138,125,3,128,4,0.99533,70.6448,0.0,0.0,6.75,8.462,12.07681,0.0,0.0,130.0,67.11194,0.0,0.3,1.572,-1.0,1.479296,15.40603392801167,0.31486130362168613,0.23451021024381968,0.21961737626851746,0.21347091904862375,64508.46983330924,0.17013814509426364,44081.2445913973,5.368129745905794,0.20033763656819978,1.514809530315316,98.00209290841424,0.123405652091187,90.46744256071145,95.49635882505586,10.97583912037037,0.2953200065854851,0.3028167951663661,0.10483305216617546,292.7416461339568,0.24673568056913034,0.278037689619776
23,123,70.8178,13.8124,50,17.4448,0,138,125,3,128,4,0.99355,70.74471,0.0,0.0,9.0,8.491,12.30264,0.0,0.0,130.0,67.11194,0.0,0.3,1.663,-1.0,1.474744,15.41714929651331,0.3243388889688603,0.23497818744437873,0.21942150180037887,0.2164021904681591,64430.375664206185,0.1707567287383327,44346.43590540165,5.406560892842547,0.20011544339920506,1.0616105548341181,99.00277132904434,0.12303315823001164,86.78180853267429,95.49503569745656,11.057388117283951,0.29663253896254804,0.30059916912314993,0.1058367632473859,292.10974443785943,0.2496426646006631,0.27783071466142506
24,124,70.8905,14.1937,50,16.1786,0,138,125,3,128,4,0.99421,70.83844,0.0,0.0,9.17857,8.43,11.94667,0.0,0.0,129.0,67.14321,0.0,0.3,1.629,0.43313,1.397603,15.523052451051312,0.31897961937716146,0.23560235646533806,0.2190658218234652,0.2184838752484072,64413.52341388994,0.17120953767713623,44524.870496005904,5.379008772223409,0.20018421602520906,1.1052320278747991,98.1084001090074,0.12261444901000504,91.55204782726433,95.4745729301551,11.501639660493828,0.2979167329944271,0.3022225840589892,0.10684724119259838,291.49814435310884,0.2527195283373264,0.2780793462621305
25,125,70.8302,14.7388,50,17.03,0,138,125,3,128,4,0.99818,70.76821,0.0,0.0,8.96429,8.459,12.27515,0.0,0.0,130.0,67.10616,0.0,0.31,1.691,-1.0,1.471315,15.47639258113908,0.3147061899269518,0.23597390649109734,0.2189172063004428,0.22014576783197967,64428.74313793022,0.17159909943880525,44284.760812444634,5.414015733078792,0.2004453363210871,1.3908658946776085,98.460254282794,0.12216048829116657,89.1047765471702,95.48177752990328,12.704137731481481,0.29918493914379085,0.3005991691231477,0.1080187465137832,290.8518443352674,0.2557326122162147,0.2780804296720976
26,126,70.7273,14.896,50,17.8355,0,138,125,3,128,4,0.99654,70.69801,0.0,0.0,7.75,8.487,12.74549,0.0,0.0,130.0,67.11055,0.0,0.31,1.59,-1.0,1.442758,15.500228881835938,0.3147000384467519,0.2361507644876207,0.21850030263631592,0.22184500472337762,64862.19176631249,0.1719103589247363,44109.46998430165,5.4680315518669,0.20079432707698106,1.1894518364675268,97.90475208119473,0.12187399957881515,89.12782290608111,95.4915240451376,13.00462962962963,0.29980349161841824,0.3066578361454339,0.1093035062561526,290.1893208343457,0.2584250393610969,0.278078487659744
27,127,70.7457,14.8739,50,17.7847,0,138,125,3,128,4,0.9973,70.71931,0.0,0.0,10.67857,8.508,12.88123,0.0,0.0,130.0,67.10788,0.0,0.31,1.719,-1.0,1.435738,15.536053881233123,0.3149454825067289,0.23656521123499974,0.21799452038721764,0.22269000624378066,65010.53199031559,0.17220290474377128,44146.30859370237,5.480745207527476,0.20116184153764638,1.1100463583095248,97.95464527586839,0.12158924585044029,89.12479142945683,95.48036968948972,13.17433449074074,0.29968954931981245,0.30665783614543124,0.11014856185802605,289.5486152436944,0.26042054231861245,0.27810728381519617
28,128,70.7979,14.3889,50,17.3242,0,138,125,3,128,4,1.00203,70.80671,0.0,0.0,10.82143,8.479,12.86096,0.0,0.0,130.0,67.0792,0.0,0.31,1.732,-1.0,1.425217,15.527901731891397,0.3149454825067289,0.23703306146004274,0.21725329942177887,0.22369068627897623,64718.07326497257,0.17296841572494676,44244.80268664977,5.4897499213367515,0.2013448949465152,1.5855774594299892,98.50216001536393,0.12138333070004684,89.12217644389372,95.47875102592661,13.288676697530864,0.29927136886176653,0.30665783614543224,0.11069987241057219,288.89875720272346,0.26192466062534614,0.27792486662550336
29,129,70.9883,14.6655,50,17.1509,0,138,125,3,128,4,1.0089,70.99251,0.0,0.0,10.78571,8.461,12.43959,0.0,0.0,130.0,67.08176,0.0,0.31,1.562,-1.0,1.443495,15.571967230902779,0.3189462849703972,0.23744873873899403,0.21692349704368752,0.22507076795326172,64111.978252309855,0.17419596661541856,44662.28475339695,5.464560270445489,0.2020481560328401,1.3861929661621621,98.29432294441412,0.12118876829885178,89.16214020318704,95.45267482045837,13.89747299382716,0.29921029392894805,0.3066578361454344,0.1111761460096061,288.23378958781353,0.26332494503229725,0.27777140083605667
30,130,70.9407,15.3599,50,16.6453,0,138,125,3,128,4,1.00084,70.9734,0.0,0.0,10.78571,8.454,12.68025,0.0,0.0,129.0,67.0663,1e-05,0.31,1.644,-1.0,1.428434,15.547638881353684,0.32456713411764926,0.23780819040431117,0.21691963067712097,0.22624083762489153,64606.5115323611,0.17449509023557225,44474.21250670416,5.484165955561325,0.20237469392694687,1.262426958530435,97.9981173599817,0.12124596285211436,90.33495549026992,95.46449977593062,14.50925925925926,0.29933243376590196,0.3066578361454348,0.11131062719913037,287.5641058382084,0.26479891395770616,0.27797310218374593
31,131,70.9467,15.5245,50,17.5303,0,138,125,3,128,4,0.9932,71.00326,0.0,0.0,7.67857,8.487,13.27968,0.0,0.0,129.0,67.0598,0.0,0.31,1.565,-1.0,1.379815,15.607654336058063,0.31514079200307643,0.23859175380725017,0.21680340285745908,0.2275705004914504,64653.30752299503,0.17496266061575375,44485.220654108496,5.549789716292116,0.2022878244144778,1.834776124595711,97.44648571251125,0.12086108590926091,90.33584699218423,95.45444230322788,14.678626543209877,0.29935313025655064,0.3066578361454347,0.11137762148675004,286.87470190616375,0.26638276810344164,0.2782921653574264
32,132,70.8672,15.9835,50,18.1941,0,138,125,3,128,4,0.99619,70.96146,0.0,0.0,11.46429,8.495,13.42752,0.0,0.0,129.0,67.03661,0.0,0.31,1.629,0.42721,1.419482,15.618550053349248,0.3244667822283759,0.23913392478300305,0.21648595611256827,0.22710996460403823,64697.08366495979,0.17541746730774602,44245.23960454495,5.557595776995053,0.20265217147834533,1.7333937708544418,97.74845213183315,0.12035427445786362,90.35446071664343,95.45288136527367,14.863377700617283,0.29939918766383744,0.30665783614543524,0.11142569079041041,286.18988282927654,0.26781418336862944,0.2785190486407003
33,133,70.8961,15.4284,50,17.9792,0,138,125,4,128,4,1.00197,71.02137,0.0,0.0,10.32143,8.478,13.81865,0.0,0.0,131.0,67.02674,0.0,0.31,1.697,-1.0,1.418227,15.662441112377026,0.32458691958477726,0.23913494282881698,0.21625363467195025,0.22651962988621824,64615.23629072399,0.17534650398392174,44317.91560206092,5.604588738752876,0.20227673931297224,1.652677932253625,97.91717438408085,0.11969633515509422,90.4329854594079,95.44716658063108,15.249951774691358,0.2995176001415429,0.30665783614543946,0.11147044451211645,285.5322975892783,0.2690661668004133,0.2792365567179488
34,134,71.0825,15.0429,50,18.9328,0,137,125,3,128,4,1.00477,71.22413,0.0,0.0,9.53571,8.484,13.34435,0.0,0.0,130.0,67.04175,0.0,0.3,1.721,-1.0,1.439661,15.68870374891493,0.31514079200307643,0.23915493381272665,0.216095590711195,0.2273330974288646,64620.91953204115,0.17521437836559955,44726.19981392104,5.584703167136153,0.20214937278070286,1.3376161312277481,97.7703376778089,0.11909319916342587,90.47318796655149,95.42726268891128,15.730902777777779,0.2998368578279087,0.306657836145439,0.11152380937522664,284.86373454605274,0.27045754987725334,0.28064611766665437
35,135,70.9986,15.3418,50,18.2679,0,137,125,3,128,4,1.0,71.18828,0.0,0.0,10.39286,8.459,13.00277,0.0,0.0,129.0,66.99838,0.0,0.31,1.728,-1.0,1.40995,15.74038545584973,0.324202610044445,0.23881519114068844,0.21616292910351395,0.22748412664073894,64461.96566364347,0.17530092221389623,44467.83688894672,5.563171689227932,0.20132645136509858,1.3631977724168605,97.58847017447509,0.11859332622266636,90.54291288132069,95.44831003954685,16.153211805555557,0.30013773097641216,0.3066578361454419,0.11162335734280746,284.2078619547423,0.27161048338592636,0.2818413417909069
36,136,71.0765,15.432,51,17.7393,0,137,125,3,128,4,0.9995,71.27884,0.0,0.0,7.10714,8.477,13.26782,0.0,0.0,129.0,66.978,0.0,0.31,1.635,-1.0,1.413985,15.69711058816792,0.33311401244444666,0.23847424781464469,0.21645355737719357,0.2267362138143393,64373.26530730239,0.1751340984362546,44671.75580358964,5.593401373139522,0.2010831937054412,1.555194166877679,98.08712759740806,0.1182800564283236,90.39004119720751,95.44907551953408,16.33492476851852,0.3003329389763562,0.3066578361454427,0.11174363053425244,283.544998564788,0.2721020400215612,0.2821245135696701
37,137,71.0467,16.4835,51,17.7057,0,137,125,4,128,4,1.00097,71.27823,0.0,0.0,9.0,8.475,13.3481,0.0,0.0,128.0,66.96759,0.0,0.31,1.605,-1.0,1.421505,15.717758743851274,0.3296808554740495,0.23808981118836933,0.21657869393602888,0.22672873099895333,64477.40571706757,0.17487708663174414,44524.23688174499,5.59833389785225,0.20081006534258675,1.7711803707206615,97.72245167596921,0.11823535989390649,90.43893381718948,95.42881017759623,16.378568672839506,0.30034851695762205,0.30887546218865936,0.11205809331207503,282.8860222458978,0.27244920237103615,0.2821765184623505
38,138,70.9926,16.3654,51,18.5403,0,137,125,4,128,4,1.00019,71.23429,0.0,0.0,10.0,8.453,14.25155,0.0,0.0,130.0,66.91586,0.0,0.31,1.606,-1.0,1.445133,15.789872722861206,0.32357536177777846,0.23775423811616442,0.2166076021556579,0.2266181310068566,64765.826650881805,0.1747459904603822,44459.95746834218,5.688845881546781,0.2008090137213072,1.4655991692495765,97.89360153957034,0.11841399089385829,89.56211868109015,95.4280583095972,16.871768904320987,0.2998653242478187,0.30665783614544095,0.11224354868074735,282.2410462628166,0.2726476334198771,0.2826129968135008
39,139,71.2015,15.709,51,18.9335,0,137,125,4,128,4,0.99514,71.46105,0.0,0.0,9.14286,8.45,14.14795,0.0,0.0,130.0,66.90074,0.0,0.31,1.772,-1.0,1.441666,15.77937806682822,0.3236799537716285,0.23722879733865124,0.21636443209351425,0.22611742284370176,64661.50281804588,0.17472642980072275,44864.2143946778,5.681409567471254,0.20103079293632298,1.5854514558997825,98.05645187184847,0.1182863591706408,90.44122712441018,95.39850952042578,17.282889660493826,0.2992346879692974,0.30665783614544634,0.1125265440245826,281.5914923356142,0.27291999911564,0.2835276015160725
40,140,71.1904,15.7394,51,19.5715,0,137,125,4,129,4,0.99308,71.48682,0.0,0.0,9.10714,8.457,13.58128,0.0,0.0,130.0,66.89655,0.0,0.31,1.679,0.41307,1.438,15.84654480733989,0.3236770986666674,0.23678695469450403,0.21596011294435807,0.22538327734119223,64516.55212105101,0.17506102444372326,44855.489589233395,5.6557677334589505,0.20152693345312134,1.2953425686377424,97.4542802711727,0.11827276667021672,89.58578539632936,95.39032946024405,17.63401813271605,0.29861784661287344,0.3088754621886676,0.11324854029373553,280.9601647649807,0.2734766538644054,0.2843123352067122
41,141,71.142,15.857,51,19.1015,0,137,125,4,128,4,0.99443,71.48671,0.0,0.0,7.64286,8.462,13.60228,0.0,0.0,130.0,66.87941,0.0,0.31,1.684,-1.0,1.396446,15.877924224476756,0.3329011760522898,0.23638376770033026,0.2155528060820172,0.22447309380632985,64433.86074240016,0.17569725700067113,44797.19372387594,5.671476617503677,0.20159375058873802,1.1423651706500348,97.69779759125744,0.11810618412507873,90.61002345533272,95.40141812359573,17.859519675925927,0.29817121047951556,0.3088754621886695,0.11369332076677861,280.3455948282823,0.2741146619211139,0.28509324401435443
42,142,71.1944,16.2226,51,18.4251,0,137,125,4,128,4,0.99489,71.53692,0.0,0.0,7.92857,8.467,13.70946,0.0,0.0,130.0,66.85604,0.0,0.31,1.719,-1.0,1.450296,15.866992149823977,0.3235690328888896,0.2359112714820985,0.21521048646126534,0.22348868558234497,64556.97205301877,0.17667014719962743,44842.16610635234,5.683445848511532,0.20202091275134854,1.0329890121402476,97.01157898054727,0.11788198158025656,88.43589939552142,95.4050748481973,18.15721450617284,0.29776199960358746,0.3088754621886676,0.11406309448255873,279.72675573522946,0.2747111456409553,0.28557170267286885
43,143,71.1158,16.6181,51,18.5865,0,137,125,4,128,4,0.99581,71.47584,0.0,0.0,8.67857,8.494,14.01502,0.0,0.0,129.0,66.83309,0.0,0.32,1.996,-1.0,1.422458,15.93532477484809,0.32796900531487905,0.23534935886327815,0.2147423250868749,0.2225080616052674,64436.781537394185,0.176797586174618,44641.74621499563,5.712863546054057,0.20191617456104338,1.1977172025836376,97.41985607264004,0.11777804436048962,89.37659117565777,95.40826957393838,18.497444058641975,0.29737243769651284,0.30887546218866696,0.11439592085159982,279.1223333142222,0.27522261225955924,0.2857411935307336
44,144,71.0795,16.7189,51,18.1218,0,137,125,4,129,4,0.99772,71.46338,0.0,0.0,10.64286,8.475,14.36062,0.0,0.0,129.0,66.82993,0.0,0.31,1.846,-1.0,1.405301,15.90041869363667,0.3275185254317559,0.23500375143500885,0.21436974059706884,0.22161918487974236,64495.03687639825,0.1767448592200708,44540.41567252874,5.738970343798257,0.2020716842121638,1.4280259190243254,97.56565612744997,0.11758384334978969,90.86842387805068,95.4067217106825,18.774016203703702,0.29700191360997547,0.30887546218866746,0.114648508636897,278.510510419903,0.2758813398252544,0.2857935619551566
