,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,cubrow.0.5,blockiness,temporal,uhdhdsim,tone,cubcol.0.3,cubcol.0.5,saturation,cubcol.0,movement,cubcol.1.0,fft,blur,staticness,color_fulness,noise,cubrow.0.3,contrast,cubrow.1.0,cubrow.0.6,cubcol.0.6
19,319,40.7366,7.39282,35,8.62454,0,112,118,9,138,9,0.99471,45.35805,0.0,0.0,2.0,8.315,6.03318,0.0,0.0,124.0,43.42854,0.0,0.42,1.971,-1.0,0.482789,0.13235036035510808,0.1859863956820649,1.7176425052475217,4.490601754244785,98.50464327375525,0.67648,0.07602942251526423,0.09154690762960276,54.29845852322048,0.08028980577975556,5.203510802469136,0.1549405655110762,64301.23855016098,13248.278520922986,644.3678013430871,73.31765218224615,0.39932047480203336,0.12360485889860257,88.36408711834588,0.13815309729465367,0.18527147835479632,0.15087484043708843
20,320,41.1123,7.03088,36,9.54801,0,112,119,10,138,9,0.99971,45.75482,0.0,0.0,2.25,8.298,6.38808,0.0,0.0,126.0,43.98704,0.0,0.42,2.193,-1.0,0.483144,0.1324572201101704,0.18585404078840811,1.7157796058141053,5.281978789172628,98.46847639576987,0.6828650980392157,0.07581610844964211,0.09152463395295032,52.87063975393036,0.07898013647279294,7.163724922839506,0.1540817020104721,64213.040794094835,13654.897064803983,644.8611850861828,74.77511700644564,0.3993204748020343,0.12395815891539926,87.40159153501895,0.13871681915656395,0.18511705283013719,0.15114182765109568
21,321,41.0414,6.79811,36,9.0198,0,112,119,10,138,9,0.99654,45.70488,0.0,0.0,1.85714,8.358,6.05849,0.0,0.0,127.0,44.05709,0.0,0.42,2.212,-1.0,0.488662,0.13237051899594282,0.1857520972701096,1.6498871200741663,4.554741698417201,98.46356276112849,0.6840403921568627,0.07555489006391197,0.0909316489158752,52.962342062114196,0.07809492311776499,7.045235339506172,0.15363420283187199,64215.40138246895,13588.368110234112,645.3553061289374,74.89768747893405,0.3993204748020351,0.12416921893317803,89.99091747697612,0.13943919355468917,0.1848164746718089,0.1515955432118374
22,322,41.1007,6.74151,36,9.18998,0,112,119,10,138,9,0.99535,45.73356,0.0,0.0,2.0,8.369,5.85952,0.0,0.0,127.0,44.0536,0.0,0.41,2.011,-1.0,0.455176,0.13177165401298882,0.18572576293620421,1.5813847146907123,4.529383945973354,98.47386261059236,0.6834329411764706,0.07542704823045114,0.09076267766231098,52.953488573615935,0.07726075094281155,6.7160976080246915,0.1533703381756093,64170.62154928311,13629.730950096982,645.8347228564942,74.99268840115316,0.39932047480203353,0.12427593887295998,88.91892850133581,0.1400146971719769,0.18469751296398046,0.15173917960738958
23,323,40.9897,7.18066,36,8.73973,0,112,119,10,138,9,0.99519,45.65381,0.0,0.0,1.46429,8.408,5.81421,0.0,0.0,127.0,44.07964,0.0,0.42,2.284,-1.0,0.454127,0.13168036373106665,0.1856829242673277,1.9673397412781068,4.489310649534591,98.4845521012372,0.6832376470588235,0.07548931206986383,0.09065172182930273,52.807544661156925,0.07604281212345677,6.543113425925926,0.15321903452850386,64156.30606467932,13499.745479481742,646.3304433368019,75.17366930688479,0.39932047480203403,0.12429846447553403,88.49894032336711,0.1405346125698252,0.18486200816934797,0.1519425552738718
24,324,41.1903,7.26685,36,9.32887,0,112,119,10,138,9,0.9957,45.88218,0.0,0.0,2.07143,8.386,6.1909,0.0,0.0,128.0,44.12178,0.0,0.42,2.127,0.20383,0.476434,0.1318083994850928,0.18554809173723907,2.0690118851780186,4.533440314244683,98.44822759963037,0.6834549019607843,0.07564236233955023,0.09071762242307561,52.848014925733025,0.07602366879298296,4.90673225308642,0.15306675340976833,64255.56939206661,13714.45679457947,646.7984946446392,75.2007368544493,0.3993204748020349,0.12431833077382443,88.57834339515965,0.14110459872872091,0.18488847165832034,0.15199422186247546
25,325,41.1633,7.03562,36,9.79869,0,112,119,10,138,9,0.99984,45.92633,0.0,0.0,2.21429,8.298,6.26479,0.0,0.0,128.0,44.15443,0.0,0.42,2.243,-1.0,0.471961,0.13206582489198945,0.18542773195093964,1.9448278899595608,4.52238111412097,98.45002988645501,0.6841090196078431,0.07579078865455482,0.0905492954619454,53.014598328390235,0.07451296511390747,6.01880787037037,0.1527730548054604,64080.808498160506,13708.86522222758,647.253064710798,75.13265311943482,0.39932047480203536,0.12446034622813906,87.17865434712161,0.14160352168330445,0.18487981893685312,0.15192953870538298
26,326,41.3199,7.05121,36,9.2238,0,112,119,10,138,9,1.00283,46.10816,0.0,0.0,1.71429,8.209,6.05493,0.0,0.0,128.0,44.16416,0.0,0.42,2.308,-1.0,0.476149,0.1323898102263746,0.1852540722412815,2.0357202378933716,4.497799405490062,98.4372696998326,0.6841815686274509,0.07586336887606897,0.09051187854174712,53.16690741644965,0.07436092057280623,5.876639660493828,0.1522947594273252,64097.32610740927,13860.457319707475,647.6332820717962,74.96515809298634,0.3993204748020353,0.12473560336619845,87.22949101020586,0.1420719168566496,0.18503357140330537,0.15223337962259942
27,327,41.3286,7.17284,36,9.04845,0,113,119,10,138,9,0.99982,46.16115,0.0,0.0,1.57143,8.256,6.07528,0.0,0.0,128.0,44.18293,0.0,0.42,2.023,-1.0,0.412231,0.13275251119703874,0.18525076594982842,2.062818098093995,4.517479732692562,98.41475950635487,0.6828588235294117,0.07605405634631258,0.09035502273041343,52.928791752567996,0.07570789098544739,5.7356288580246915,0.15124287668922892,64116.28882135327,13894.82461171248,648.0247760186713,74.74882433607425,0.3993204748020381,0.12492117147757352,92.20987715444342,0.1422618028583065,0.1851133203697754,0.15206634946626404
28,328,41.2428,7.16379,36,9.0408,0,112,119,10,138,9,0.99487,46.08937,0.0,0.0,1.42857,8.237,6.18493,0.0,0.0,128.0,44.23084,0.0,0.42,2.288,-1.0,0.428052,0.1328484740889233,0.1854056684760501,2.124627089798482,4.634412066892771,98.42424449210799,0.6837654901960785,0.07622218721963211,0.09024089251955145,53.1201203899619,0.0779141320462979,5.701437114197531,0.14993627153623718,64094.517779197064,13835.634483409596,648.3775014808004,74.67577348540927,0.39932047480203753,0.1251212060126221,86.7739890847883,0.14246666487365106,0.18516304138961948,0.15192473477726653
29,329,41.0624,7.16698,36,9.2137,0,112,119,10,138,9,0.9913,45.87789,0.0,0.0,1.85714,8.198,6.17297,0.0,0.0,128.0,44.27597,0.0,0.42,2.485,-1.0,0.433871,0.1331608460317424,0.185529557020974,1.7100053295907756,4.624978502758403,98.45046404923488,0.6842654901960785,0.07630465514243065,0.08999683671798228,53.25628417215229,0.08046675324881293,5.897617669753086,0.14875527481473974,64114.71830555038,13650.005245162452,648.7137616705111,74.65398017966172,0.3993204748020349,0.12553917428583866,88.79037971162097,0.14260400148117083,0.18513258514770942,0.1517276056493311
30,330,40.8452,7.01233,36,9.79714,0,112,119,10,138,9,0.98919,45.6655,0.0,0.0,1.71429,8.22,6.16671,0.0,0.0,128.0,44.2618,0.0,0.42,2.478,-1.0,0.445196,0.13319875220898267,0.18557979209562214,1.7877754668929882,4.658824066860305,98.48307597158353,0.6833141176470588,0.07652967266955668,0.08982757910232761,53.183272750289355,0.08317162137940952,6.993923611111111,0.14783644915835867,64184.731876576174,13504.255602908994,649.0267120574154,74.71107432347151,0.3993204748020358,0.12584655946565076,88.74909860966558,0.14265487656194467,0.18518017837059778,0.15180331500501604
31,331,40.7033,6.78272,36,9.60686,0,112,119,11,138,9,0.99098,45.49974,0.0,0.0,1.46429,8.197,6.03235,0.0,0.0,127.0,44.27541,0.0,0.41,2.661,-1.0,0.431316,0.13343958183442434,0.18556682864282997,1.0743863337559452,4.632464120717236,98.50596338429256,0.6840062745098039,0.07664061105539587,0.08964835258307957,53.15263762297454,0.08485051343981202,7.062596450617284,0.1471464468938405,64142.28690383981,13376.887926859281,649.3206530571243,74.82640810020804,0.3993204748020332,0.1261876007307397,89.89820119384899,0.14278255306730386,0.18501870118783598,0.15153765764834756
32,332,40.7243,7.04444,36,8.97723,0,112,119,11,138,9,0.99581,45.4967,0.0,0.0,1.5,8.215,5.83096,0.0,0.0,128.0,44.30009,0.0,0.41,2.37,0.20049,0.435416,0.13375740209963247,0.1856442303155366,1.5228060196183224,4.609624753469458,98.50320246976412,0.6836309803921569,0.07672180218485838,0.08940697307426973,53.32757022057051,0.08619563273900017,7.085503472222222,0.14650135585937227,64117.55306891124,13376.268087527056,649.5956844914697,74.88854640626487,0.3993204748020352,0.12625972710453467,86.60538356294953,0.14292756852823824,0.18482329447552395,0.15138351779411902
33,333,40.6231,7.4078,36,8.83584,0,112,119,11,138,9,0.99852,45.39332,0.0,0.0,1.82143,8.207,6.0592,0.0,0.0,128.0,44.25764,0.0,0.42,2.725,-1.0,0.42875,0.1340783087775718,0.18578309980383773,1.2195515167322843,4.65950512134315,98.51996042571221,0.682352156862745,0.07674047181106392,0.08903994425165121,53.23808345088252,0.08759592294352826,7.104407793209877,0.14576746844301305,64113.25126499671,13297.356249776638,649.8409279017379,74.90794954782496,0.3993204748020342,0.12629375929637843,88.58829398469315,0.14306265814098718,0.1844951787331225,0.15130496969912496
34,334,40.6665,7.45037,36,9.12198,0,112,119,11,138,9,1.00215,45.44251,0.0,0.0,2.03571,8.24,6.37684,0.0,0.0,128.0,44.26297,0.0,0.42,2.425,-1.0,0.447671,0.1342412372379427,0.18582020053242104,1.5332337638250857,4.749977207141545,98.49667042198053,0.6829314705882349,0.07671485892998556,0.08884835786531951,53.27605353461371,0.08892331295010358,7.236496913580247,0.1450751682644945,64079.44939447185,13320.979573674425,650.0744138408166,75.08444839352984,0.3993204748020344,0.12652927780721063,87.47433868925793,0.14325214386593263,0.1840652422813556,0.15133752644034454
35,335,40.729,7.71928,36,9.43984,0,113,119,11,138,9,0.99778,45.5137,0.0,0.0,2.07143,8.2,6.41405,0.0,0.0,128.0,44.19186,0.0,0.42,2.289,-1.0,0.436574,0.13442030901708632,0.1857609555789747,1.5517046966590373,4.731451323108205,98.48334589744724,0.6821937647058822,0.07694976645666013,0.0885523333402071,53.33416804560909,0.08992050274368416,7.917004243827161,0.14428958158863717,64072.04574145292,13387.947250575653,650.2632831078828,75.1063256101416,0.39932047480203287,0.12679767962454375,89.3243836792054,0.1434475537662138,0.18386366877627675,0.15093321554808392
36,336,40.8038,7.75909,36,9.84529,0,113,119,11,138,9,0.99475,45.5558,0.0,0.0,1.89286,8.204,6.64433,0.0,0.0,127.0,44.13878,0.0,0.42,2.294,-1.0,0.444516,0.13455745725732954,0.18558275883144862,2.065377582488858,4.719504954187768,98.48250790319084,0.6812112549019604,0.07707098506540741,0.08830253230087277,53.40778793523341,0.09081037804525992,8.152874228395062,0.14356731637487016,64065.205298631736,13408.611295880135,650.4258990529858,75.38877771149036,0.39932047480203464,0.12687480766238324,89.87578550012921,0.14362452613805712,0.18386951279578534,0.1507372544170181
37,337,40.6996,7.83438,36,9.50871,0,113,119,11,138,9,0.99217,45.37195,0.0,0.0,1.57143,8.243,6.6784,0.0,0.0,128.0,44.09998,0.0,0.42,2.144,-1.0,0.458146,0.13468362157529298,0.18541965413351677,2.3338032990931663,4.690689210011435,98.49761735941624,0.6818007843137255,0.07713415065864289,0.08804764473502356,53.34732903374566,0.09129523425024196,8.093123070987655,0.1426959659391139,64049.45208785666,13299.617495530169,650.5616360470054,75.5010164808629,0.39932047480203275,0.12696735886854704,89.61381625748928,0.14381864078308243,0.1838331857202522,0.1506429873262054
38,338,40.7583,7.14227,36,9.34341,0,113,119,11,138,9,0.9904,45.38585,0.0,0.0,1.75,8.263,6.7471,0.0,0.0,129.0,44.12609,0.0,0.42,2.298,-1.0,0.455219,0.13479602669771687,0.18523334248244588,1.8551890548299304,4.743827905366135,98.52430202427115,0.6813937254901961,0.07712395549199885,0.08773708188948594,53.43148332760658,0.09192610605340595,8.189525462962964,0.14211211010218375,64049.32628611882,13323.118231519524,650.6822192548416,75.27281134697581,0.3993204748020213,0.12697722001534634,89.48983373677709,0.14380091401896825,0.18372755585564296,0.15053826153897087
39,339,40.7229,6.92298,36,9.19997,0,113,119,11,138,9,0.99229,45.35876,0.0,0.0,1.14286,8.258,6.14143,0.0,0.0,128.0,44.10168,0.0,0.42,2.338,-1.0,0.437583,0.13487093018586807,0.18516150901869313,1.687865407387794,4.67263990583028,98.52791356023306,0.681264705882353,0.07702822808459314,0.0875399842252567,53.40020262164834,0.09280903916711465,8.367573302469136,0.141901091574683,64065.84399952982,13254.307730704331,650.77766447322,75.32156038028276,0.3993204748020318,0.12713396390829418,90.85595230849489,0.14373361758559905,0.18367765172245698,0.15018013981734923
40,340,40.8119,7.00909,36,8.66939,0,113,119,11,138,9,0.9939,45.45493,0.0,0.0,1.71429,8.263,5.95881,0.0,0.0,128.0,44.09289,0.0,0.42,2.366,0.20538,0.485842,0.13501133549571318,0.1852010223782167,1.8338645602791195,4.5979247777762176,98.50649083938832,0.6812447058823531,0.07693260053100687,0.08733794534396284,53.50385953173225,0.09409842995001037,8.730324074074074,0.1417791430576785,64111.82626708821,13331.747734183693,650.8719209153418,75.44016205070291,0.3993204748020294,0.12725092722636425,86.9048226515981,0.14369811938521773,0.1837023692282338,0.15002099782741213
41,341,40.7305,6.95743,36,8.93094,0,113,119,11,138,9,0.99427,45.4028,0.0,0.0,2.5,8.302,6.03334,0.0,0.0,128.0,44.05194,0.0,0.42,2.409,-1.0,0.45443,0.13517017182745367,0.18541974799881392,2.210837514866462,4.538510785540006,98.51812105297631,0.6813654901960785,0.07675767067049351,0.08719496082468639,53.55695879900897,0.09547942967001749,8.757233796296296,0.1417193192794742,64160.04733387661,13258.879784926727,650.9635028176743,75.52319276314212,0.3993204748020318,0.12723845576460754,88.52459807363567,0.1436128252063705,0.18374179498892285,0.14981079476098225
42,342,40.5911,7.22373,36,9.09314,0,113,119,10,138,9,0.99521,45.25537,0.0,0.0,2.67857,8.324,5.98299,0.0,0.0,128.0,44.00753,0.0,0.41,2.233,-1.0,0.452395,0.13522822503524595,0.18571189618924575,1.630725825561343,4.5605367767262255,98.5329748321429,0.6805953921568609,0.07665177511823516,0.08702243504851995,53.54753244659047,0.09677771794134134,8.593364197530864,0.14155898666066982,64131.62318635151,13157.999908847692,651.0360261472384,75.82106517401903,0.3993204748020329,0.12721036607126532,90.71393523909298,0.1434007564634377,0.18398028177671116,0.1496562933683414
43,343,40.5529,7.27711,36,9.63407,0,113,119,11,138,9,0.99119,45.18289,0.0,0.0,3.46429,8.342,6.21538,0.0,0.0,128.0,43.98812,0.0,0.42,2.152,-1.0,0.455964,0.13545743666678728,0.1858447538464011,1.3206167093890868,4.651358631693279,98.5347860916884,0.6797843137254902,0.0765328431349144,0.0868223420564743,53.56116155930507,0.09792196357011505,8.537953317901234,0.14114324262010028,64096.9369482087,13127.120622641778,651.0980708938874,75.78792037712084,0.3993204748020344,0.12719960295074384,86.76184792015967,0.14323071854922761,0.18435816163695476,0.14947100063781693
44,344,40.4432,7.01393,35,9.66925,0,113,119,11,138,9,0.99284,45.0806,0.0,0.0,2.89286,8.304,6.27258,0.0,0.0,128.0,43.97198,0.0,0.41,2.005,-1.0,0.452076,0.1355505730101546,0.18590565764974623,1.3940315293459355,4.654571741631428,98.55162387669934,0.6791364705882353,0.0764583068214199,0.08651436657225683,53.70736807364005,0.09904590346678224,8.533613040123457,0.14070699840086684,64157.90126953015,13009.279149828446,651.1366586922157,75.66364870653564,0.3993204748020333,0.12736027889785698,86.61265797681719,0.14304458026999167,0.1848307862549966,0.14944370781952807
