,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubrow.1.0,noise,cubrow.0.3,blockiness,cubrow.0.6,cubcol.0.5,staticness,uhdhdsim,cubcol.0.6,saturation,blur,tone,cubcol.0,temporal,movement,color_fulness,fft,cubcol.0.3,cubrow.0,contrast,cubrow.0.5
16,116,87.324,14.3689,88,20.7337,0,119,117,19,136,18,1.00146,95.80503,0.0,0.0,0.21429,4.252,12.50822,0.0,0.0,129.0,43.15541,9e-05,0.57,2.514,0.1767,0.292328,0.3121885582249296,0.24759740643421776,0.65247951157526,0.319564128777792,8.321417241645026,0.29757581477113987,0.23526650705559163,564.1755766427236,88.9918088837318,0.22950476038385967,51.26574895411362,63738.756395305194,0.6412019607843137,0.2525613052973983,5.546640025017815,5.057484567901234,92.80553939848481,69851.58882970986,0.23167932335695549,0.4107024950450682,88.02035862576011,0.30588416339622165
17,117,87.1869,14.0229,88,20.8416,0,119,117,19,136,18,1.01873,95.58026,0.0,0.0,0.07143,4.235,12.39341,0.0,0.0,129.0,43.15155,9e-05,0.56,2.422,-1.0,0.304114,0.3142315241099208,0.24938366957822727,0.6508560966394298,0.3206215575895114,8.307784112687271,0.29759528695407356,0.23508805354010295,564.1408163277459,89.02535213850834,0.22933396845775464,51.47912936740452,63565.992926809915,0.6420588235294117,0.2556703176337852,5.544913200722747,4.908227237654321,93.18268026662211,69835.01212088087,0.23291367470509028,0.4076678166184356,85.8653168200681,0.30638300526000195
18,118,87.3118,13.7093,88,20.5207,0,119,117,19,136,18,1.00829,95.75806,0.0,0.0,0.14286,4.232,12.1029,0.0,0.0,129.0,43.1085,9e-05,0.57,2.22,-1.0,0.305778,0.3138084380326473,0.24979721447414255,0.6524795115752592,0.3220935209584482,8.463661861767362,0.2977210034062026,0.23537771749495975,564.1448016349955,89.00671191580463,0.2292695271426299,51.42830083399643,63894.664647756974,0.6422435294117647,0.2613893758113871,5.513614456973214,4.71141975308642,92.80788580893201,69857.70125190943,0.2347253911355774,0.4034367873111997,88.43531793682823,0.3072558470553043
19,119,87.2027,13.523,88,20.5089,0,119,117,19,136,18,0.99801,95.72248,0.0,0.0,0.25,4.237,11.8227,0.0,0.0,128.0,43.05044,0.0001,0.57,2.462,-1.0,0.282438,0.3116407908906709,0.25010562458272284,0.6524795115752612,0.3223969504494937,9.078088800290704,0.29785971743228234,0.23631631267754719,564.1128889865504,89.04560731396828,0.22910688811170338,51.39334671585648,64039.61695913348,0.6426513725490197,0.2627242414388226,5.519324814287251,4.583140432098766,92.06991311004653,69783.18093487331,0.23691101821561059,0.40215693324370505,86.24716580580177,0.30771567977014636
20,120,87.3513,13.8499,88,19.4993,0,119,117,19,136,18,0.99987,95.885,0.0,0.0,0.25,4.256,11.66918,0.0,0.0,128.0,43.07386,0.00014,0.57,2.368,-1.0,0.301269,0.3102000331711519,0.2503323650990292,0.6524795115752587,0.32280177333533955,9.861858066840442,0.2980869078094814,0.23724897606965242,564.0906765622805,89.01739132243792,0.2289094734249647,51.48564694251543,64282.44195072264,0.6441674509803922,0.26137151868642755,5.337274160732329,5.715422453703703,91.8833189896203,69884.04334176364,0.23836726704019467,0.40118844222359146,85.51619273791127,0.30881064639556766
21,121,87.5351,13.5775,88,20.3252,0,119,117,19,136,18,1.00475,96.10139,0.0,0.0,0.14286,4.237,11.94684,0.0,0.0,129.0,43.11009,0.00019,0.57,2.276,-1.0,0.351439,0.3096691887389321,0.2513724589604039,0.6508560966394296,0.32314951717183865,7.847436620871239,0.2984156814481877,0.2386695431127839,564.0621331366938,88.96003720972487,0.2287835699190927,51.490114565248845,64344.03242419403,0.6448913725490196,0.26307820656901393,5.346282835955935,5.520399305555555,92.09085961101961,69940.21174712971,0.2391785909497989,0.40047521157461624,85.53269458683387,0.3098559681362056
22,122,87.3194,13.1226,87,21.3393,0,119,117,19,136,17,1.00444,95.76358,0.0,0.0,0.25,4.218,11.71555,0.0,0.0,128.0,42.90678,0.00016,0.57,2.349,-1.0,0.311977,0.3094894592772936,0.2508684262924041,0.6486384705961927,0.3242050604403945,9.82878804684021,0.2986865770760269,0.2401334698277261,564.0090907630367,89.02405486165144,0.2285889454292944,51.30512887460215,63832.42445529751,0.6406843137254903,0.26623685307194767,5.341927784155425,5.177517361111111,89.3738863221807,69839.11679291989,0.23927861325783928,0.3989200952065244,90.25741506202907,0.3103057737643939
23,123,87.2066,12.631,87,20.323,0,119,117,19,136,17,0.99775,95.61665,0.0,0.0,0.28571,4.226,11.31866,0.0,0.0,128.0,42.78326,0.00012,1.26,2.153,-1.0,0.313805,0.30924928462067386,0.25089369348751345,0.6524795115752592,0.3251737150648732,8.51630866187262,0.29849024439821403,0.24111381065660165,563.9677098151201,89.00650379738188,0.22832796685915163,51.35364579565731,63451.64495030205,0.6387364705882352,0.27058564396625906,5.3428547279070315,5.109567901234568,87.35287512444114,69835.92125460597,0.2393691745187754,0.39782020697862636,87.40258021154045,0.3107891553630557
24,124,87.2494,12.8582,87,18.4504,0,119,117,19,136,17,0.99439,95.67121,0.0,0.0,0.39286,4.234,10.90204,0.0,0.0,128.0,42.89035,0.00012,1.25,2.419,0.18557,0.3136,0.30911735156462133,0.250838820055791,0.6524795115752612,0.32589850434903717,6.3478468334857725,0.29837360916477057,0.24199039632405298,563.9117803066437,88.98411257560909,0.22811743689723582,51.37160388334298,63682.36803843474,0.6392129411764707,0.2749269508143349,5.286059733041806,5.148244598765432,87.76441588891417,69925.43945384762,0.24057995936000418,0.39769355072391827,86.93014206055103,0.31149241118763443
25,125,87.4097,12.3648,87,19.4052,0,119,118,20,136,18,1.00245,95.82907,0.0,0.0,0.17857,4.232,11.1034,0.0,0.0,129.0,43.16923,0.00014,0.57,2.214,-1.0,0.296631,0.3087694616489538,0.250529245018966,0.6524795115752631,0.32639805142770806,9.65530544566439,0.2980506855348395,0.24239121529398072,563.842830235992,89.00624503836455,0.22786200982355154,50.42012118115837,64455.37230512433,0.6415929411764706,0.27694625720204646,5.554408446387465,6.375192901234568,88.73353774982107,70046.76533930012,0.24119345273922238,0.3981835466545623,87.62084300224224,0.3121398979407246
26,126,87.2489,12.0781,87,18.683,0,119,118,20,136,18,1.00826,95.63717,0.0,0.0,0.21429,4.231,10.67343,0.0,0.0,129.0,43.22691,5e-05,0.58,2.332,-1.0,0.284847,0.30827656152081223,0.24965104186384812,0.6524795115752614,0.3270113232880664,7.589411196833192,0.29791985957380845,0.2425226269069693,563.7820870175634,89.02683784972822,0.2275636084018666,50.47333554868345,64246.76017060041,0.6413721568627452,0.27675844888144,5.241034670014523,6.367959104938271,89.15776361932245,69946.90759048048,0.24144427752652173,0.3978621176631936,87.56821654660372,0.31280226376777587
27,127,87.1223,12.565,87,17.8315,0,119,118,20,136,17,1.01384,95.47169,0.0,0.0,0.25,4.241,10.43145,0.0,0.0,129.0,43.27535,0.0001,0.57,2.291,-1.0,0.31114,0.307630761503639,0.24915126708816213,0.6486384705961995,0.3275029578272942,8.074688570152206,0.2978213717373266,0.24242281159548518,563.7195171031699,89.06501268464825,0.2271588958138377,50.51786276734905,64247.91703650899,0.6413274509803922,0.27612336656642095,5.177776535924187,6.223524305555555,88.65398623900829,69960.54939142981,0.24123145964356932,0.3963276617758291,89.29105609806855,0.31333240101878623
28,128,87.0693,12.5209,87,17.545,0,119,118,20,136,17,1.01266,95.32152,0.0,0.0,0.14286,4.24,10.84625,0.0,0.0,128.0,43.25412,9e-05,0.58,2.462,-1.0,0.265582,0.3065822052484732,0.24875296162367486,0.6486384705961983,0.32796667744656344,7.611612172243683,0.2975042976531289,0.24247757554183305,563.6322924311622,89.05410520262717,0.22692673199680433,50.44470422061873,63830.0689344997,0.6415437843137216,0.2766406023110495,5.254889193499402,6.113667052469136,88.86382899212074,69990.77318762324,0.24106729847743472,0.39454291489484417,87.19544467298138,0.3137998361673842
29,129,86.9311,12.8259,86,19.2361,0,119,118,20,136,18,0.99912,95.10172,0.0,0.0,0.17857,4.235,10.80961,0.0,0.0,129.0,43.21454,5e-05,0.58,2.219,-1.0,0.259,0.3057491300490795,0.24853563466497383,0.6486384705961967,0.3288132541418123,9.024716554117063,0.2975167134308176,0.2429844225528223,563.4915206651805,89.0640238777263,0.22679350678939478,50.50309828770013,63565.6596365314,0.6411495098039213,0.2791852653106514,5.294251276546865,6.332706404320987,88.73520403773756,69878.42573146017,0.24138201028786407,0.39240027166190056,87.12525055433599,0.3148985867781942
30,130,86.7614,12.9552,86,19.962,0,119,118,20,136,18,0.99994,94.92966,0.0,0.0,0.17857,4.245,11.0733,0.0,0.0,129.0,43.23393,7e-05,0.58,2.472,-1.0,0.278348,0.3051821621695691,0.24827602585738726,0.6458266334455723,0.3291288471352451,9.46060063203178,0.2974089536801839,0.24354387778841896,563.3085247416705,89.09756731547651,0.22667353351913808,50.4712833357446,63407.3549463923,0.6414666666666666,0.2830359797458615,5.46155352482956,7.334924768518518,88.44080772180553,69818.27046086965,0.24172950061168078,0.3904936536231511,87.12609191965072,0.31632728106803787
31,131,86.8651,13.1357,86,20.177,0,119,118,20,136,18,1.01666,94.99333,0.0,0.0,0.57143,4.233,11.18331,0.0,0.0,129.0,43.26879,8e-05,0.57,2.502,-1.0,0.287613,0.30526146805785964,0.24821146704585256,0.644203218509736,0.3295799609914635,8.960308188038479,0.2971785493358401,0.2440390190716584,563.1020823040091,89.11429639818633,0.22669998123591822,50.55417341067467,63605.375847909316,0.6417298039215686,0.28566722088915536,5.473722562935361,7.3295717592592595,88.18782446422867,69944.76834572076,0.24168491190650648,0.38887306160039714,87.75011068274998,0.31725606096934994
32,132,86.8593,13.4362,86,20.1166,0,119,118,20,136,18,1.02319,94.9541,0.0,0.0,0.5,4.241,11.33808,0.0,0.0,128.0,43.28259,8e-05,0.56,2.479,0.17785,0.274548,0.30509574712721127,0.24839129140153413,0.6419855924665072,0.3302846506215022,8.422922192979925,0.29684234654032565,0.24398812997290056,562.8953315153803,89.12974309768843,0.22685809719000632,50.641151522412706,63569.43244102108,0.6413654901960785,0.28636817028358336,5.407191290946993,7.373167438271605,88.36765334329057,69924.22551984218,0.24156408086977965,0.38720049171130694,85.4100970670901,0.31801692040800017
33,133,86.7683,13.6322,86,21.4319,0,119,118,20,136,18,1.03008,94.77453,0.0,0.0,0.53571,4.229,11.58471,0.0,0.0,129.0,43.29246,8e-05,0.57,2.282,-1.0,0.287159,0.30458673082994314,0.24865931382079556,0.6419855924665072,0.3311880067522423,7.9101889305732085,0.29699483687525596,0.24368134516645135,562.6392554919349,89.12714559565636,0.22691225638979712,50.6790438051577,63579.030701760195,0.6406891960784307,0.28799496149471177,5.4652290252661055,7.4429494598765435,88.26677989398821,69915.24215154053,0.24140787673868624,0.38560257476006904,89.06190221811117,0.31916242825847135
34,134,86.7013,13.7163,86,21.6779,0,119,118,20,136,18,1.02735,94.67695,0.0,0.0,0.46429,4.221,11.75715,0.0,0.0,128.0,43.30068,0.00011,0.56,2.373,-1.0,0.26793,0.303697533535502,0.24887420695464554,0.644203218509738,0.3318793896232715,6.192676120155356,0.29655664628857253,0.24280529554508112,562.32249858224,89.1115227223676,0.2267667911814906,50.724113558545525,63265.5346680866,0.6390576862745083,0.2868228703215602,5.57517479057592,7.622685185185185,87.71079159698648,69682.10632972358,0.241076283784643,0.38431765200589024,86.72400322142505,0.3206105076019095
35,135,86.6287,13.6674,86,20.9591,0,119,118,20,136,18,1.02057,94.62462,0.0,0.0,0.46429,4.234,11.82514,0.0,0.0,129.0,43.34731,7e-05,0.57,2.364,-1.0,0.256407,0.3026442716948968,0.2490368439535343,0.6403621775306744,0.3324910413956407,5.918380688249729,0.29609413098440646,0.24215592973173192,561.9651208573777,89.12449628498321,0.2265875418390374,50.8655371018398,62996.5948472777,0.6382372745098039,0.2837309039176145,5.617591314427023,8.27589699074074,87.8430921816352,69514.19278954518,0.24091965590311112,0.38339519056960014,85.4010786902882,0.32199523240308564
36,136,86.4758,13.8633,86,22.181,0,119,118,20,136,18,1.01685,94.44683,0.0,0.0,0.42857,4.228,11.78335,0.0,0.0,129.0,43.42223,8e-05,0.58,2.306,-1.0,0.229969,0.30158019555171556,0.24912454979800555,0.6442032185097389,0.33416812127019124,5.369983108865869,0.29544241865516035,0.24107747212045663,561.5607103208129,89.11163929772638,0.22654602453687164,51.01808091151862,62383.83095028313,0.6380488431372549,0.28128551068535484,5.6666076896440725,8.547212577160494,87.6801510478181,69453.12298355768,0.24080025301737185,0.3832316341211169,85.53338355652569,0.3233165531243266
37,137,86.2003,14.2244,85,22.2787,0,119,118,20,136,18,1.01406,94.04229,0.0,0.0,1.0,4.238,11.9473,0.0,0.0,128.0,43.41865,7e-05,0.57,2.245,-1.0,0.242034,0.3003757046233331,0.2492522315672861,0.6419855924665113,0.3346923254955862,7.263197160947388,0.29481211589257733,0.2398492855377705,561.1106235053195,89.11179448103746,0.2268249343634334,51.04256392113956,61580.97630827517,0.6376639215686274,0.2796633677232442,5.787767958470763,8.751109182098766,87.45992811930239,69561.99082051846,0.24050209327077,0.3839226348292508,87.34780810568786,0.3243932565276959
38,138,86.0548,14.4832,85,23.5375,0,119,118,20,136,18,1.00938,93.93917,0.0,0.0,0.71429,4.238,12.25345,0.0,0.0,128.0,43.33664,6e-05,1.25,2.491,-1.0,0.252819,0.2995233602470831,0.24929455147877408,0.6419855924665132,0.3357352202525402,8.463955045645626,0.2944943192357035,0.23830543107886928,560.5596333087973,89.17607632370775,0.22693320367785835,51.076882633162136,61507.12274144268,0.6366333333333332,0.2776522606600745,5.756579563337323,9.078944830246913,86.83555500246938,69553.2414939694,0.2401485549857305,0.38463573814433566,87.14838099518033,0.32538777373890626
39,139,85.9072,15.1413,85,22.6556,0,119,118,20,136,19,1.01557,93.83935,0.0,0.0,0.39286,4.219,12.47506,0.0,0.0,129.0,43.28758,0.0001,0.56,2.383,-1.0,0.229316,0.2992097936596325,0.24940330163272745,0.6442032185097423,0.33627446839181485,9.33169788887889,0.29391354788892254,0.2368062986922802,559.8500083603614,89.19199233460145,0.22648725530518346,51.10851278422791,61438.99263565292,0.637703137254902,0.2755179077327965,5.8517152368092695,9.669801311728396,86.25815694393688,69506.73110469153,0.23980805862807184,0.3847048444541612,86.22864566194563,0.3265842540204523
40,140,85.4272,15.6614,85,23.3677,0,119,118,20,136,18,1.02291,93.27142,0.0,0.0,0.28571,4.229,13.04821,0.0,0.0,129.0,43.21467,8e-05,1.25,2.23,0.16281,0.203621,0.2987800156915801,0.24959136986682598,0.6419855924665102,0.336313540568847,7.184104113005846,0.2932401346173663,0.23533949362069495,559.0099744517233,89.2094523672393,0.2269656512476447,51.20745020736883,60399.34097953783,0.637315294117647,0.27375799450604554,5.944124147653382,10.533082561728396,85.26931930390988,69380.26667404606,0.23954608208012218,0.3846668258072502,86.48675815022872,0.32776095436183555
41,141,84.0126,15.7255,84,25.5878,0,119,118,20,137,19,1.0086,91.68319,0.0,0.0,0.46429,4.244,13.49253,0.0,0.0,129.0,43.02316,0.0001,1.25,2.526,-1.0,0.18547,0.2981589785632826,0.25004554086376557,0.638144551487447,0.3364039064688209,6.744783623814298,0.2924310373717648,0.2342119704619987,557.9792200210566,89.32179638747752,0.22742832336618457,51.21882007740162,57509.1476598193,0.6361478431372548,0.27231002482227235,6.042310869231415,11.197820216049383,84.59300896798865,69398.96165850642,0.23928594428590594,0.3840069529754804,84.97744958437937,0.32864116155458406
42,142,83.2725,15.7381,83,26.881,0,119,118,20,137,19,0.9878,90.81401,0.0,0.0,0.53571,4.241,13.55193,0.0,0.0,129.0,42.8978,8e-05,0.56,2.482,-1.0,0.165563,0.29779679249750085,0.25059113139491757,0.6381445514874421,0.3360407652623112,9.414859749194823,0.2916962923371621,0.232940225605384,556.8042722025701,89.38920066167007,0.2278914859430831,51.24964000560619,56161.20469800238,0.635604705882353,0.27085105547509203,6.071280577634858,11.687934027777779,84.06981222195172,69334.13543182446,0.23924274847871,0.3838740026447541,84.24443148838763,0.32966600577227
43,143,82.5817,15.5948,82,25.1599,0,119,118,20,137,19,0.9968,90.05536,0.0,0.0,0.82143,4.239,13.56579,0.0,0.0,128.0,42.83996,7e-05,1.26,2.717,-1.0,0.161404,0.297906750773532,0.25125384126900885,0.634303510508391,0.3357629715977821,8.223244608644961,0.29074604162707607,0.23221945212713424,555.6247237209964,89.46812312298006,0.22814365575580495,51.31737772623698,55024.742603601124,0.6358332745098026,0.26977910190846205,6.099346946929019,12.253761574074074,83.80866032966173,69415.03278689584,0.2392628138125925,0.38356429946476334,86.86833387499297,0.3302717853762927
44,144,82.0865,15.6534,82,23.2261,0,119,118,20,137,19,0.99595,89.44597,0.0,0.0,0.46429,4.252,13.44393,0.0,0.0,128.0,42.80292,0.00012,0.56,2.588,-1.0,0.18854,0.29836931311694265,0.2520136787591876,0.632085884465155,0.3353240988091149,8.236911955026775,0.28989652701421614,0.23122555019854424,554.5328335537796,89.50446932410614,0.22802850462489824,51.789454895773055,53922.82340658219,0.6365807843137254,0.26907700338060336,6.002531924091932,12.556954089506172,84.19551714362315,69325.38479419246,0.2396206426713984,0.3824771862015419,87.04944432034199,0.33082891601780795
