,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,cubrow.0.6,color_fulness,tone,blur,blockiness,cubrow.1.0,temporal,cubcol.0.5,saturation,uhdhdsim,contrast,cubrow.0,cubrow.0.3,cubcol.0.3,cubcol.1.0,fft,cubcol.0,noise,staticness,movement,cubcol.0.6
27,227,34.4729,16.3361,23,14.1522,0,120,117,7,137,10,1.00212,35.67194,0.0,0.0,7.17857,8.494,13.93776,0.0,0.0,124.0,32.55078,0.0,0.41,5.451,-1.0,0.025806,0.12754747573594655,0.150763022134192,79.864406684959,0.4815909803921568,8465.137244402515,1.217195028341226,0.027151382483296797,5.045865573700917,0.12612338275364954,49.22475084846402,99.9329877925419,88.37357070288695,0.07463089898229984,0.19028041945329083,0.0741455270168745,0.06782662403271505,63674.81151404917,0.06782041848124838,0.36237426156087443,467.6410846409798,9.931230709876543,0.06169334975058091
28,228,34.5167,16.6972,23,13.7208,0,120,117,7,137,10,0.99209,35.67841,0.0,0.0,8.71429,8.538,14.08044,0.0,0.0,124.0,32.44124,0.0,0.41,5.178,-1.0,0.028608,0.12892305040747232,0.1514009555495748,79.70214021041264,0.47946235294117645,8457.42726463234,0.9652769037399265,0.027214666581867848,5.146801403416883,0.12597554184642507,49.280988151644486,99.91891412413116,86.89824957846855,0.07452384231960008,0.18993326269840322,0.07428427837061166,0.06788766026282296,63639.17779907321,0.06716585174114933,0.3623742615608752,466.00743169479273,10.432291666666666,0.061503809806213304
29,229,34.5197,16.7394,23,14.2862,0,120,117,7,137,10,0.9958,35.66665,0.0,0.0,10.25,8.617,14.39269,0.0,0.0,124.0,32.34486,0.0,0.4,5.673,-1.0,0.028784,0.1292374296632587,0.15266946768145512,79.45333921992072,0.4783329411764705,8507.796049351226,1.224859278881333,0.027244634675579936,5.1662659610395085,0.12581214659045178,49.23561812035832,99.89915423372545,89.44758619779029,0.07447741025028783,0.18961088788854277,0.0743717356550229,0.06794847172627369,63717.825412266364,0.06660762283973858,0.36237426156087427,464.21203632499714,11.305459104938272,0.06131603790255328
30,230,34.7132,16.9622,23,14.3447,0,120,117,7,137,10,0.99969,35.80364,0.0,0.0,10.28571,8.648,14.43339,0.0,0.0,124.0,32.32463,0.0,0.41,4.533,-1.0,0.031861,0.12922101536597605,0.15335212152585692,79.08866376218874,0.4790682352941176,8657.206720543269,1.4722067547681537,0.027252873991144958,5.174117999652817,0.1254251881842323,49.231356773847416,99.87449743197035,89.02871278812002,0.07425412476003578,0.1896428795750475,0.07441581659636841,0.0679823913897393,63715.83860038455,0.06604737617400376,0.36237426156087466,462.24075518051944,12.446518132716049,0.061127715554567454
31,231,34.5186,17.1847,23,15.8086,0,120,117,7,136,10,1.00087,35.64394,0.0,0.0,7.14286,8.795,14.63279,0.0,0.0,124.0,32.29892,0.0,0.4,5.57,-1.0,0.028107,0.1297158862665757,0.1534801402187345,78.46482988335268,0.4808788235294117,8403.721022918578,1.4257948669682827,0.027242731220039423,5.197365844537502,0.12473891240075018,49.105480241186825,99.87751679071383,87.55389455580574,0.0741043420046986,0.18967177514528488,0.07476213468582345,0.06801939428614015,63664.01950584809,0.06580118416562894,0.36237426156087177,460.0702737595641,13.155815972222221,0.060937069794278896
32,232,34.0434,16.791,23,15.9858,0,121,117,7,136,10,0.99772,35.25246,0.0,0.0,5.39286,8.968,14.82743,0.0,0.0,124.0,32.26473,0.0,0.41,5.522,0.12603,0.031778,0.12982994587748606,0.15209876418356677,78.15947610220705,0.4824078431372548,8141.387091066293,1.0739830733301243,0.027270176408231844,5.280515250104327,0.12376671373535494,49.193631019121334,99.91284476328204,91.5568353553178,0.07390880360929838,0.1893890727240416,0.07520549667278922,0.06795702490436563,63642.100795803766,0.06550456097082787,0.3623742615608729,457.70560137231695,13.533371913580247,0.060684918037234366
33,233,33.5499,16.5687,23,14.7006,0,121,117,7,136,10,0.9954,34.76217,0.0,0.0,7.07143,9.064,14.48962,0.0,0.0,123.0,32.12646,0.0,0.4,5.282,-1.0,0.029141,0.12953344939468783,0.15088319197603556,78.18977142440984,0.4814739019607842,7865.019664778064,1.3745248940478842,0.027344989278297843,5.335878148413055,0.12299772764591775,49.109050044307004,99.99123284373607,87.00552225869748,0.07353335279626906,0.1890337513323211,0.07594036519143525,0.0678715342813387,63619.2559827889,0.06516797474534299,0.3623742615608734,455.16437675963107,13.819155092592593,0.060367923226641466
34,234,33.3612,16.6514,23,14.4299,0,121,117,7,136,10,1.0066,34.55901,0.0,0.0,9.64286,9.185,14.28729,0.0,0.0,125.0,31.91568,0.0,0.4,5.993,-1.0,0.032334,0.1288635547161749,0.1500903771277264,78.2496673356243,0.47979098039215545,7775.726318461343,1.4486424018273247,0.027316112193000647,5.310210623869449,0.12248878946616631,49.06393752863378,100.01370257382692,85.95364663892325,0.07333404206113232,0.18876786710243817,0.07667169285188706,0.06777963360606845,63545.72151248373,0.06482129714435352,0.3623742615608713,452.46924976123853,13.905140817901234,0.060076454580500246
35,235,33.3607,16.5253,22,13.9396,0,121,117,7,136,10,0.9999,34.45632,0.0,0.0,7.53571,9.109,14.35298,0.0,0.0,126.0,31.75273,0.0,0.4,6.937,-1.0,0.038155,0.12822346731000483,0.14943646284131798,77.48738398699594,0.477401882352941,7768.375917528233,1.85044141041281,0.027323664346415432,5.296767402885225,0.12181456925185813,49.12025300956066,100.04825396356928,85.47360318016405,0.07304559416986181,0.18857344188517855,0.07755260366824832,0.06763566735724615,63612.97397789455,0.06452450886937591,0.36015663551764526,449.6764858709305,14.335358796296296,0.059795377071016974
36,236,33.7404,16.6301,22,14.6168,0,121,117,7,137,10,0.99272,34.76547,0.0,0.0,12.32143,9.084,14.2676,0.0,0.0,124.0,31.82736,0.0,0.4,5.787,-1.0,0.029842,0.1276627042587765,0.14831385617435894,77.0422259834367,0.4793886274509803,7939.486748962478,1.5330509470785734,0.02725006239045529,5.307757278398183,0.12083297281807358,49.34533352322049,100.00736805474558,89.10047686214796,0.0727414784280751,0.18843044382252136,0.0785539387540227,0.06743656555031971,63530.43541767431,0.06445435223233756,0.3601566355176436,446.82272805224875,14.507716049382717,0.0593469175797073
37,237,34.1275,16.8463,22,15.0649,0,121,117,7,137,10,1.00121,35.0257,0.0,0.0,12.85714,9.101,14.36006,0.0,0.0,124.0,31.95275,0.0,0.4,6.187,-1.0,0.033304,0.1271975255544196,0.14682737337255974,77.14891879725674,0.47969411764705877,7955.246945618254,1.3264239372806084,0.027239702359382573,5.357733040866385,0.12027467856226474,49.53916592068142,99.97178901108663,86.97984421181697,0.07227346695796782,0.18835056141161058,0.07978991323498784,0.06721399618195623,63443.81678734081,0.06401056088990147,0.35631559453858247,444.016006401342,14.571084104938272,0.05868675740544943
38,238,33.8653,16.8303,22,14.9096,0,120,117,7,137,10,1.00399,34.72335,0.0,0.0,14.42857,9.22,14.53848,0.0,0.0,124.0,32.02813,0.0,0.4,6.2,-1.0,0.03088,0.12641933265897537,0.14539052948441258,77.76703827362991,0.47920392156862746,7653.620449128314,1.5255933788860776,0.027180911995801166,5.405745846399385,0.11951476372886927,49.75293986002604,100.00481596254232,87.17480511106906,0.07179629281541652,0.18796958592616952,0.08109323313127095,0.06695213812760091,63302.43060169818,0.06344487024457575,0.3563155945385819,441.28426168126504,14.674238040123457,0.05805960462190621
39,239,33.3034,16.9256,22,14.4715,0,120,117,7,137,9,0.99832,34.23608,0.0,0.0,11.75,9.383,14.50761,0.0,0.0,123.0,32.04393,0.0,0.4,5.583,-1.0,0.027982,0.12581345111243816,0.14408426658746568,78.46866755906242,0.48030784313725483,7233.641216695993,0.7371558667876006,0.02714992593649602,5.438385189407256,0.11854583225639347,49.87737848729263,100.09835254398782,88.09316419443462,0.07131273947180518,0.18758479018135302,0.08232248224041622,0.06674257140113847,63280.08105195385,0.0629411427236281,0.3563155945385817,438.51436518312835,15.07638888888889,0.05773903816351217
40,240,33.0941,16.8301,22,15.4763,0,120,117,7,137,9,1.0043,34.04824,0.0,0.0,12.25,9.157,14.57246,0.0,0.0,122.0,32.03827,0.0,0.4,5.336,0.12551,0.033316,0.1250241352686794,0.1430122815103877,78.80367915264756,0.4811078431372549,7096.677688371088,1.4974972689031931,0.027086054118792727,5.456788903640024,0.11799155273786496,49.9746061725381,100.1366970797835,88.88915017289379,0.07086936978744726,0.18713819218984415,0.0831984686121885,0.06657828274904902,63236.02954211255,0.06250179273680381,0.35409796849535824,435.7055846335878,15.790653935185185,0.057523008696596295
41,241,33.1458,17.0514,22,15.0842,0,120,117,7,137,9,0.99358,34.09616,0.0,0.0,12.96429,9.164,14.48496,0.0,0.0,120.0,32.07214,0.0,0.4,5.312,-1.0,0.040583,0.12436768546264486,0.14236554907479324,79.0680730570596,0.4831176470588235,7191.368803455043,1.1606619005583148,0.026999309422494712,5.476744201142965,0.11789051648709714,50.05734648527922,100.13672147701664,88.92887142796415,0.0703754434508491,0.18670383191125062,0.0832697937508034,0.06643010535293566,63323.746879021404,0.062101803500767216,0.35409796849535785,432.8898583474305,16.175925925925927,0.05726380927096855
42,242,32.9516,17.393,22,14.7533,0,120,117,7,137,9,1.00271,33.95089,0.0,0.0,9.85714,9.183,14.67894,0.0,0.0,120.0,32.06616,0.0,0.4,5.061,-1.0,0.04214,0.12465378761499873,0.14153820902771605,79.44533463721139,0.48537960784313716,7005.558248214826,1.3046440858026729,0.026924302420445446,5.53305489779901,0.11794969013558818,50.14865394874855,100.19151791709791,87.3790879297104,0.06988652497280912,0.18603942474108298,0.0829934953563773,0.06627487720412044,63183.55655702783,0.06168318943328993,0.3540979684953565,430.106862519573,16.345871913580247,0.057005275570857376
43,243,32.8446,17.5965,22,15.5248,0,120,117,7,137,9,0.99223,33.85318,0.0,0.0,7.75,9.196,14.97523,0.0,0.0,122.0,32.03034,0.0,0.4,5.421,-1.0,0.033456,0.1243944977249215,0.14085665127240357,80.14251737347172,0.4839807843137255,6981.376567855611,0.8771420154293016,0.026896150970348077,5.55815376165222,0.11687783368326267,50.16719356583961,100.21332218942555,89.51920041673452,0.06945180840540637,0.1854107604396504,0.08277627938226435,0.06615488530107382,63243.64813459233,0.06123510816913824,0.35631559453857714,427.35965648647385,16.45674189814815,0.05710744626352511
44,244,32.863,17.5247,22,14.4936,0,120,117,7,137,9,1.01308,33.90379,0.0,0.0,8.21429,9.099,15.15797,0.0,0.0,122.0,32.00357,0.0,0.4,5.023,-1.0,0.037303,0.12393745864856451,0.14036424407174053,80.77923584312256,0.483037294117647,7085.022561133019,0.7681024756161,0.02681809761826332,5.577530713665566,0.11615538137413535,50.18831022286121,100.18866364291088,88.09827806808579,0.06904997258163538,0.18493035543710143,0.08257296875983981,0.06599708474780304,63288.38836440211,0.06087286742276257,0.35631559453857337,424.625019829888,17.0625,0.0571983105200494
