,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,cubcol.0.6,blockiness,tone,staticness,cubcol.0,uhdhdsim,fft,contrast,temporal,cubrow.0.3,noise,cubcol.1.0,cubcol.0.3,blur,cubrow.0.5,cubrow.1.0,color_fulness,cubrow.0.6,saturation,cubrow.0,cubcol.0.5
10,110,65.0228,23.279,64,36.5725,0,123,118,21,135,22,0.98137,64.32018,0.0,0.0,0.25,5.077,20.00434,0.0,0.0,126.0,34.1266,0.01816,2.96,4.67,-1.0,1.4e-05,9.814718364197532,0.23378203588867877,3.005309409306211,0.5179458823529411,464.67038439216594,0.08132690806621375,80.969673262341,68856.40672877769,85.12845561421172,7.421631756356194,0.05834557433572251,2.3793702626811837,0.11269648428512831,0.31640358946540587,62953.069912263854,0.1341061526967084,0.049375669064830915,81.79425054043406,0.09787209750331548,42.84165615505643,0.0470824671139312,0.23319816579752806
11,111,66.2052,23.3514,64,36.8623,0,123,118,22,135,22,0.98782,65.30139,0.0,0.0,0.14286,5.128,20.10017,0.0,0.0,126.0,34.26267,0.01796,3.0,4.501,-1.0,2.8e-05,10.786747685185185,0.23384095306219996,3.972771446063332,0.5196968627450981,458.64987201745475,0.08241575412146172,80.78672386550468,69393.53108357608,87.46753479392285,7.429900001369453,0.057946285724652526,2.3684413508513806,0.11134097890713848,0.3201111045543034,71823.23499459222,0.13312389387940876,0.049124350215313466,81.75702377651561,0.09964922072205407,42.553292733651624,0.046655474785131504,0.23088702755232077
12,112,65.6246,24.2002,64,34.6458,0,123,118,22,135,23,0.99237,64.90023,0.0,0.0,0.14286,5.168,20.16471,0.0,0.0,126.0,34.05894,0.01728,2.92,4.775,-1.0,6.7e-05,9.796440972222221,0.23266409241953,2.685902943187264,0.5193913725490196,453.09193981808795,0.08271195009678194,80.96198676039467,70156.42409007352,83.89196879936328,7.427190231772735,0.058152526082461284,2.3716881807230434,0.11111485426898786,0.3215370110678037,64975.1962237129,0.13412893430701323,0.04891503067698445,81.24102375188838,0.10060213667833709,42.49401346842448,0.0462152486749337,0.22826869239115302
13,113,65.3078,24.2479,64,34.4263,0,123,118,21,135,23,0.98917,64.59195,0.0,0.0,0.17857,5.235,20.88906,0.0,0.0,126.0,33.87052,0.0174,2.93,4.443,-1.0,8e-06,8.733748070987655,0.23149855537755828,2.7756963040242715,0.519536862745098,448.17804893267663,0.08349762294348329,81.01034310567772,70106.89621728496,87.55151706054828,7.449086435807941,0.05775660777220763,2.3600058393994923,0.11095157769218908,0.3157753215705308,64923.904429598406,0.13494954778874219,0.04874733939069857,80.44858779156742,0.10175334339421298,42.432451413001544,0.045926152494180895,0.22662189642893088
14,114,65.5496,23.4999,64,36.4066,0,123,118,21,135,23,0.98237,64.83303,0.0,0.0,0.0,5.232,20.93255,0.0,0.0,126.0,33.98277,0.01701,2.93,5.101,-1.0,6.5e-05,8.639515817901234,0.22977522357072958,3.2607008537490496,0.523524725490193,443.8624310231641,0.08679438136163471,80.99057146269675,68938.96876540601,87.37477956310666,7.448183399782132,0.05811938199477933,2.363411887657522,0.11004248817739387,0.3102718985082429,65845.05750618227,0.1313934849052486,0.04858885641306376,80.09016825346706,0.10227518229515341,42.4386287736304,0.04574637147631588,0.22441229446408034
15,115,65.5934,23.1174,64,33.4927,0,123,118,22,135,23,0.98536,64.88423,0.0,0.0,0.03571,5.241,20.29723,0.0,0.0,126.0,34.11417,0.01743,2.97,4.697,-1.0,9.1e-05,9.70138888888889,0.22753221274452917,2.739251325650226,0.5282196078431373,440.040449528723,0.09006297128493422,80.85574354897958,68791.84652803683,87.75187172644566,7.404198646734746,0.05813174730847648,2.377152636637936,0.1096105839227701,0.30648968006097976,67371.54395490214,0.12949336627552221,0.04847097902884117,79.84135342439939,0.10265583044894441,42.58316755883488,0.04557218404791349,0.22280082554844427
16,116,65.6737,23.566,64,34.6837,0,123,119,22,135,23,0.99208,64.96671,0.0,0.0,0.17857,5.213,19.971,0.0,0.0,126.0,34.42646,0.01765,2.96,4.736,0.12809,3.7e-05,10.935522762345679,0.22600144974827366,2.6215729354604984,0.534178862745098,436.47306027362504,0.09323301728318925,80.83864259670001,68914.96341632419,85.9731025713477,7.431154981879461,0.05807866401522116,2.3799644737885703,0.1095664968718289,0.3046069807896048,67299.24052197985,0.12868161740892867,0.04833371329827496,80.33657587053985,0.10279102144862756,42.65567562903887,0.04541992638459864,0.2210786197241095
17,117,65.5433,23.3419,65,37.1104,0,123,119,22,135,23,0.99514,64.89808,0.0,0.0,0.0,5.269,20.37125,0.0,0.0,126.0,34.75815,0.01749,2.94,4.511,-1.0,2e-05,11.028356481481481,0.22346668954800195,2.286257138640915,0.5399627450980392,433.11570762339954,0.0965126248373018,80.8452468969256,68883.96931073986,85.69615410474208,7.474872838940696,0.05752350747278517,2.369035561958776,0.10913140006105711,0.30126557465237874,65264.42021731509,0.12789483371359633,0.04824893995167376,80.56704385769487,0.10249559337015371,42.7755935103805,0.045356483791398665,0.21909888181038337
18,118,66.4776,23.0982,65,36.706,0,123,119,22,135,23,0.9989,65.66786,0.0,0.0,0.0,5.066,20.19418,0.0,0.0,126.0,34.97833,0.01725,2.96,4.789,-1.0,1e-05,10.807581018518519,0.21999707586718165,2.231375837954429,0.544546274509804,430.08682874790145,0.09881612941932477,80.66035530046953,69333.55054318644,86.61393407814703,7.4601725653109465,0.05705751719878588,2.389269970682532,0.10958382650963552,0.2973292196509377,68508.65960588805,0.12665901858372325,0.04838375041551563,80.79317758540667,0.10329718747642558,42.94908198603877,0.045348670018196695,0.21874792635422988
19,119,67.1753,23.1724,66,37.8844,0,123,119,22,135,24,0.99344,66.30942,0.0,0.0,0.14286,5.017,19.99113,0.0,0.0,126.0,35.00962,0.01782,2.94,4.196,-1.0,3.4e-05,10.513069058641975,0.2175155484993523,1.8713351881776041,0.547576862745098,427.44359773551383,0.10075565554832507,80.66509152022306,70439.86402246243,84.80618956271397,7.435995769401817,0.05655489339951225,2.3792110442948133,0.11058412864056721,0.2944139527589983,69225.99949510868,0.12626896587218278,0.0495318920655309,80.53835067014968,0.10456131748031591,43.10854141800492,0.04523963576743097,0.21898525317421175
20,120,67.9733,22.7519,66,37.698,0,123,119,22,135,24,0.9872,66.92607,0.0,0.0,0.03571,5.053,20.0621,0.0,0.0,126.0,35.02841,0.01809,2.94,4.069,-1.0,0.000121,11.762538580246913,0.21554207426709285,1.9830402805981895,0.54834,425.07279408816896,0.10379869028388262,80.68565448104994,71068.42839686401,87.17660408512072,7.410881393848738,0.05657478723565605,2.3809936776170058,0.11112936222963271,0.29196813426042123,72755.91114039638,0.1254135539842597,0.0507516134925422,80.12111832216391,0.1068212493356212,43.214299519856766,0.04516112820479293,0.2186803659596725
21,121,69.6389,22.238,66,39.3011,0,123,119,22,135,24,0.98869,68.29998,0.0,0.0,0.35714,4.9,19.70481,0.0,0.0,126.0,34.93767,0.01787,2.93,4.246,-1.0,1.7e-05,11.69897762345679,0.2142536405174119,2.2834910187323794,0.5452831372549019,422.9206550641534,0.10633901533348837,80.60385119435523,72749.9630207209,84.88704726212569,7.40073694160295,0.056872850979268065,2.3745000178736757,0.11114851496134452,0.28967403459598284,78659.49477724382,0.12382543038327813,0.05119973573148949,80.13375337486643,0.1069482331036724,43.22720016667873,0.045135256421724196,0.21802451361078976
22,122,70.8702,22.342,67,36.4121,0,123,119,22,135,24,0.9835,69.34695,0.0,0.0,0.21429,4.855,19.2567,0.0,0.0,126.0,34.83555,0.01782,2.95,3.773,-1.0,2.5e-05,11.452980324074074,0.21256325530413384,2.0777322901773707,0.5424996078431372,420.97710969080146,0.10889781454610101,80.61712042475489,73376.1535714055,86.55785641244239,7.399207759143067,0.05692550361810231,2.3843997258750265,0.1114286278291479,0.28785890853592433,80748.44892395705,0.12345462141191055,0.05157208376784299,80.34333750620914,0.1087627342366523,43.174528522255976,0.045294549558154706,0.2185641769898186
23,123,70.1201,22.6344,67,38.083,0,123,119,22,135,24,0.97566,68.81065,0.0,0.0,0.0,4.906,19.32664,0.0,0.0,126.0,34.7028,0.0173,2.92,4.132,-1.0,9.7e-05,11.380063657407407,0.2112540491766362,3.369678936364089,0.5402980392156862,419.18135802566655,0.11196213044929651,80.6060041987601,72783.35188859944,86.18049311006499,7.416531602061197,0.05645679758488609,2.3932702300479476,0.11127279487567536,0.2857918353183622,77453.72677769183,0.12370322489368206,0.052009134364148,80.47738453672972,0.11131778231577785,43.120752216857156,0.045131559477286594,0.2184350157402891
24,124,68.9552,22.7714,66,37.0344,0,123,119,22,135,24,0.97763,67.86712,0.0,0.0,0.0,4.913,19.57119,0.0,0.0,126.0,34.53934,0.01784,2.97,3.858,0.12976,5.8e-05,11.60985725308642,0.21032840120162222,4.40074648435068,0.5371600000000001,417.54993098483527,0.11493946912784687,80.71888399676838,71821.33508409225,87.02873476975273,7.447962250572756,0.05686634327429456,2.376123432809505,0.11114033817587524,0.2829234753809071,72786.61615905295,0.12119340300722584,0.05250520703270239,81.23424523904183,0.1126811451619442,43.038859049479164,0.04533316684800953,0.21804551442505962
25,125,68.1886,23.4121,66,36.5801,0,123,119,22,135,24,0.97939,67.24599,0.0,0.0,0.07143,4.9,19.68144,0.0,0.0,126.0,34.48287,0.01698,3.0,3.79,-1.0,3.4e-05,12.336950231481481,0.20945179725326188,3.6321135331109278,0.5358180392156862,416.08862039856893,0.11752021425483092,81.03994687847862,71338.65754091625,85.06236182547754,7.496343319398748,0.057494554939543384,2.3787760515737753,0.1109357222157839,0.2804662421533923,71241.01374322589,0.12012972240846197,0.05308077908056297,82.18361580055544,0.1148126040707563,42.95412642867477,0.045397380305155235,0.21768839447210633
26,126,67.7199,23.2953,66,35.0778,0,123,119,22,135,24,0.98503,66.82251,0.0,0.0,0.03571,4.769,20.23627,0.0,0.0,126.0,34.47882,0.01674,2.91,3.834,-1.0,3.9e-05,12.601851851851851,0.2084852526077064,3.5310499697227358,0.5356910392156862,414.75610126208977,0.11964332298825323,80.91221547345117,71376.43648683584,85.26830757330036,7.551309411175155,0.05766650752242616,2.400358100898673,0.11064583723417963,0.27645873947138144,69449.66989430247,0.11879206131810396,0.05378483305432607,82.64868872224322,0.11893799286996219,42.93198592574508,0.04540126974619167,0.21633890357196867
27,127,67.9663,22.7585,67,37.353,0,123,119,22,135,24,0.98242,67.10964,0.0,0.0,0.03571,4.752,20.1327,0.0,0.0,126.0,34.48027,0.01692,2.96,3.779,-1.0,3e-06,12.438271604938272,0.20769395009901226,2.567711735930095,0.5352152941176457,413.5734563756969,0.12229413467876683,80.84797246513277,71932.64179965254,87.46308029714204,7.52152278738503,0.05784546269988959,2.396517059919614,0.11047492731735337,0.2729459702395646,69256.9083865056,0.11803727490204811,0.05453667829001534,83.11100420520631,0.11997134503450073,42.827733169367285,0.04555339734094215,0.2153510981169831
28,128,67.6852,22.9008,67,35.9316,0,123,119,22,135,24,0.98129,66.92587,0.0,0.0,0.17857,4.776,19.67918,0.0,0.0,126.0,34.43663,0.01696,2.92,3.912,-1.0,1e-06,12.176456404320987,0.20723785035002695,2.012938969842633,0.5334899019607842,412.56133400869714,0.12539282754550163,81.01334061045688,71836.06923943682,84.01027121963423,7.4772648378088435,0.057872155227244634,2.4064167679209745,0.11062156367156534,0.2713566650705853,67067.79677921887,0.11753467910860314,0.05495371042372465,83.72788454117543,0.11922802438147288,42.75514560275608,0.04580241092980168,0.21455296004698043
29,129,66.9073,23.1028,67,37.1829,0,123,119,22,135,24,0.98936,66.21813,0.0,0.0,0.0,4.874,19.80667,0.0,0.0,126.0,34.1638,0.01675,2.94,3.707,-1.0,0.0,12.212914737654321,0.20673561675624438,3.3046163487710856,0.5286415686274508,411.726557025369,0.12763072934051267,80.93028567498996,71102.40409334032,86.98139503365242,7.475501741422326,0.057947905282752565,2.408634393964196,0.11055241606315663,0.26919295354795236,67589.22002845832,0.11781842685660852,0.054541253930506975,83.54454714499208,0.11826280856763925,42.722240495093075,0.04571965799976181,0.21496007857783841
30,130,66.0377,23.0642,66,40.4007,0,123,119,22,135,24,0.99094,65.42198,0.0,0.0,0.0,4.891,19.9673,0.0,0.0,126.0,33.88924,0.01715,2.91,3.946,-1.0,0.0,12.675684799382717,0.20679362593842937,2.0016678692319045,0.5233254901960783,410.93209792969884,0.1295597688878453,81.05387321879365,71979.45941088082,84.86642935983937,7.506750958979107,0.05801160326285552,2.4009523120060785,0.11018349948510746,0.2676011646613847,62178.02975580096,0.11909776439708879,0.054255312294364456,83.12063904648656,0.11778896175434385,42.63636949327257,0.045596365812630796,0.21455045198677591
31,131,64.9333,22.9307,65,39.8069,0,123,119,22,135,23,0.99324,64.30021,0.0,0.0,0.0,4.895,19.92949,0.0,0.0,126.0,33.64779,0.01737,2.94,3.706,-1.0,0.0,13.05516975308642,0.20689801387178003,1.712805573590716,0.5185090196078432,410.0418263343819,0.1316126892257948,81.07598325091628,70654.05661216211,86.76611128017653,7.531055324652949,0.05806653802435222,2.3783410588527487,0.11009783943246725,0.2672224760100659,61248.72309876398,0.12088015969392653,0.053994118196371,82.63526848838772,0.11722730417593667,42.480676533263406,0.045336387962462726,0.21410151846601783
32,132,64.4223,22.88,64,36.3172,0,124,119,22,135,23,0.98846,63.77056,0.0,0.0,0.25,4.975,19.80751,0.0,0.0,126.0,33.44927,0.01748,2.91,3.659,0.13246,0.0,13.21532600308642,0.20720846172514767,1.650327444095316,0.5157988235294118,409.0079088209255,0.13359410111763947,81.12977811947354,70030.0727540537,84.48077350454044,7.524024802911344,0.058156115007741725,2.3959228488122237,0.11007297553634798,0.2668188391784119,58387.55899169051,0.12161933472831858,0.05368007636402032,82.27860103458131,0.1166378292392369,42.381781495647665,0.045159509048984754,0.2147137504820881
33,133,64.8228,22.9829,64,35.8593,0,124,119,22,135,22,0.98492,64.07286,0.0,0.0,0.03571,4.893,19.76538,0.0,0.0,126.0,33.20452,0.01685,2.92,3.559,-1.0,0.0,13.241560570987655,0.20678921300240363,2.326276172542968,0.5111660980392156,407.80578297960363,0.13573536256648935,81.12214205468115,70760.67457093194,86.5952515378997,7.5132325717162205,0.058266907259159964,2.3971112710270184,0.1099145051332558,0.27182547852023725,60040.11061485628,0.12284392514276964,0.05347864116815623,81.95446526325934,0.11663810389533238,42.17652196059992,0.045100446432575596,0.21541837066355277
34,134,64.5073,23.3307,64,36.8089,0,124,118,22,135,22,0.98697,63.79009,0.0,0.0,0.35714,4.871,19.84092,0.0,0.0,126.0,33.07865,0.01656,2.93,3.267,-1.0,0.0,13.471788194444445,0.20620317605629435,2.081950736800175,0.5093529411764706,406.53672043994703,0.13801931082227936,81.28384701394344,71143.21501262787,85.1001102056363,7.504377291294235,0.05840250643722977,2.3783410588527296,0.10964545516431731,0.2719113586228871,58504.67129434879,0.12381176733578482,0.05322571958127383,81.81964848227227,0.11665572948204582,42.18967748571325,0.0449516447970452,0.21496430944173606
35,135,64.8414,23.6536,64,37.2355,0,124,118,22,135,23,0.98155,64.06866,0.0,0.0,0.14286,4.819,20.14318,0.0,0.0,126.0,32.98647,0.016,2.95,3.273,-1.0,1e-06,13.84765625,0.20545376683715866,1.7906285494851095,0.5089490196078432,405.23020451876056,0.14003700921937867,81.27759619121724,70915.66089685858,86.5386130045009,7.490321451377027,0.058538031837695174,2.380399466509606,0.10943346999705472,0.2727132521234908,59414.75472517914,0.12244925603964033,0.0531232349980198,81.62124163662034,0.11667539911879236,42.086004563319825,0.044849371348961914,0.21503421800592598
36,136,65.1285,24.0156,64,35.1679,0,124,118,22,135,23,0.99423,64.37758,0.0,0.0,0.32143,4.874,20.42244,0.0,0.0,126.0,32.87653,0.01601,2.57,3.644,-1.0,0.0,14.002411265432098,0.20510739452304044,1.2071312525316076,0.5088047058823529,403.9175873747404,0.14712686872850664,81.25685737933603,71926.77197213571,85.02369417409813,7.441858971375746,0.0587594541734058,2.3783410588527327,0.10931941756656872,0.27061378136514597,59067.574403854436,0.12114833329790979,0.052920639070292014,81.49819578319806,0.11742932621911877,42.120197625807776,0.04473977972516822,0.2143628481636918
37,137,65.3574,24.2478,65,37.2258,0,124,118,22,135,23,0.99261,64.67232,0.0,0.0,0.32143,4.852,20.73583,0.0,0.0,126.0,32.93073,0.01562,2.89,3.799,-1.0,0.0,13.867380401234568,0.2045055365474161,2.3119583092761915,0.5124056078431373,402.58567674446294,0.1579962884138293,81.32590078366019,72118.20346480815,86.79907002733812,7.416401541939036,0.05891604958369121,2.372717384551487,0.10926897758501689,0.27069569792067033,58640.64406175085,0.12019062310999841,0.05280088880227211,81.25348455153217,0.11773841593081757,42.17432168089314,0.04465378720294295,0.2143410114621751
38,138,64.277,24.6696,65,36.4763,0,124,118,22,135,23,0.98487,63.82376,0.0,0.0,0.57143,4.802,20.93715,0.0,0.0,126.0,32.92435,0.016,2.91,3.412,-1.0,0.0,13.809365354938272,0.20426186844292318,3.337561776766838,0.5129250980392157,401.2345679731359,0.16900183089394258,81.67975724846515,72170.73416629045,86.1032587470362,7.433136439549654,0.05922790779442462,2.382617092552835,0.10922487349201353,0.26876361581468816,54491.89986214527,0.11995204002210964,0.05264138357831213,81.1903781285657,0.1180253423987258,42.266198994200906,0.04466129942872401,0.21412137682086102
39,139,62.9145,24.8763,64,34.6526,0,124,118,22,135,23,0.98423,62.67449,0.0,0.0,0.14286,4.902,21.30614,0.0,0.0,126.0,32.97632,0.01497,2.99,3.247,-1.0,0.0,13.84350887345679,0.20409837356419483,1.6280209673704873,0.5161192156862746,399.8521252934122,0.17513470851180377,82.0186723727372,72322.69069236619,84.82806803559177,7.47632482591016,0.05917027880408832,2.388675759575126,0.10902950550394787,0.2669138812717201,49837.797457689674,0.11984487735441818,0.052551972679765926,81.36816501347845,0.11794889199972748,42.430818157431524,0.044581491221168765,0.21423443835463898
40,140,62.5518,24.4885,65,35.701,0,124,118,22,135,23,0.99066,62.45585,0.0,0.0,0.82143,4.938,21.4891,0.0,0.0,126.0,33.14851,0.01434,2.96,3.417,0.12757,0.0,13.861400462962964,0.20466815361086704,1.586474829145043,0.5183188235294118,398.49888313775136,0.18094448846045025,82.07870533005995,72232.93263284773,84.55752991368529,7.498220510773826,0.05923429604945665,2.409228605071609,0.10897685790232028,0.2650365171689671,48078.33428045062,0.11996232279975584,0.05238042537112074,81.68161962918131,0.11831144365917351,42.65335214873891,0.044554262346485934,0.21523698945807873
41,141,63.1121,24.7848,66,36.9255,0,123,118,22,135,24,0.99158,63.16835,0.0,0.0,0.35714,5.013,21.15539,0.0,0.0,126.0,33.30476,0.01528,2.93,3.292,-1.0,0.0,13.733989197530864,0.2058040748393545,1.350701501855586,0.5222032549019606,397.1693758550082,0.18724803312992017,81.93910347023674,72177.83190372029,88.04512234592084,7.470744692915031,0.05919128352454797,2.403604930770347,0.1091089795678228,0.26351736538407433,48166.93466737127,0.11920014052493623,0.05232844435505031,82.21545946547754,0.11962370936580313,42.57434967417776,0.04443651598532475,0.21608297026393206
42,142,62.8074,25.0529,67,37.992,0,123,118,23,135,24,0.99348,63.09975,0.0,0.0,0.07143,5.105,21.40838,0.0,0.0,126.0,33.42142,0.01486,2.92,3.552,-1.0,0.0,13.579427083333334,0.20556481692604264,2.4736631667881976,0.5264962156862725,395.90992946622674,0.19565502807300159,82.1109125838232,72190.41777831614,83.67410262247829,7.465224967513466,0.05942510791838758,2.3894291890688937,0.10897947793392143,0.2620802082191227,46647.21022604926,0.11865396249532634,0.05219170572158865,82.35601235731063,0.12164869446480663,42.48557648835359,0.044467895480132844,0.2176616760350561
43,143,62.931,24.8992,68,39.4564,0,123,118,23,135,25,0.99473,63.40723,0.0,0.0,0.39286,5.242,21.65525,0.0,0.0,126.0,33.53627,0.01488,2.96,3.468,-1.0,0.0,13.627700617283951,0.20609441508866286,2.716591783399912,0.529392156862745,394.73182872595794,0.19741592728210067,82.01994921057516,72032.17084867512,84.98007193897416,7.47225845027704,0.05952002576288739,2.397328767387528,0.109130674656586,0.26077250626817144,45853.561278452835,0.11867449818752168,0.05216293311937499,82.68096395457243,0.12324133767773923,42.553464536313655,0.0444896297068065,0.21932225403843725
44,144,63.059,24.5999,68,37.9497,0,123,118,23,135,25,0.98738,63.69207,0.0,0.0,0.28571,5.212,21.52908,0.0,0.0,126.0,33.70676,0.01579,3.0,3.192,-1.0,0.0,13.371286651234568,0.20804203436398327,2.3688576630543823,0.5351405490196073,393.6741824683223,0.19792726334557545,82.07683983140902,72137.12874256275,85.0655152673284,7.443428976917398,0.059737130034752145,2.3589766355710595,0.1093133440583059,0.2597146262452359,45991.04247124762,0.11897516911161979,0.052143493559168225,82.87943892324218,0.12456031149749607,42.62654584719811,0.04465519198966818,0.22129008013565804
