,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blur,staticness,color_fulness,contrast,blockiness,cubcol.0,cubrow.0.5,cubcol.0.5,cubcol.1.0,movement,noise,cubcol.0.6,cubrow.1.0,cubrow.0.6,cubcol.0.3,cubrow.0,saturation,tone,temporal,uhdhdsim,fft,cubrow.0.3
11,11,88.5217,13.0446,93,15.1112,0,104,125,24,127,16,0.9851,87.76129,0.0,0.0,5.89286,3.534,11.32315,0.0,0.0,125.0,45.46451,0.00337,0.47,4.252,-1.0,0.082052,65492.95146864574,313.5717428452169,162.82954659543202,95.18109228892853,2.788264486567882,0.39836031531791405,0.26910163509540946,0.335074881406304,0.18982219751912513,4.010754243827161,0.6690320977063097,0.2938620760991261,0.1546049983859323,0.24287738039783147,0.263039668195287,0.28924665871480765,31.014612645278746,0.6150839215686275,3.8543523687327768,81.57009648469034,74779.23319989312,0.30620833477086384
12,12,88.4801,13.4193,93,14.6541,0,104,125,24,127,16,0.98159,87.71557,0.0,0.0,5.75,3.548,11.20431,0.0,0.0,125.0,45.4503,0.0035,0.47,4.617,-1.0,0.078317,65352.979513736165,312.26531170434254,162.88416154549554,91.5201366836331,2.4071521450860023,0.39428659403654426,0.26916635401498146,0.33461522348923856,0.19058992260285595,3.611545138888889,0.6668144716630794,0.2933288173365049,0.1539175842157738,0.2428236861105169,0.2635536945257823,0.28898720895890856,30.987300354757423,0.6152054901960784,3.6880184864265906,81.55462391681651,74836.09947730346,0.30453581928312046
13,13,88.4103,13.6317,93,16.4618,0,104,125,24,127,16,0.99789,87.64245,0.0,0.0,6.28571,3.548,11.52314,0.0,0.0,125.0,45.42891,0.0036,0.47,4.995,-1.0,0.090485,65099.22910065161,310.99155448827,162.88381225563904,97.50695398155263,2.813570630428406,0.3929174454027797,0.2690107181821967,0.334422587434338,0.19136572615613145,3.1026716820987654,0.6623792195766244,0.29172174083136954,0.15263403542124404,0.2427011478794617,0.26476423076941336,0.28880324398510343,30.978902369369692,0.615076862745098,4.059365877152302,81.56879642614557,74642.96862003191,0.3036131408500879
14,14,88.399,12.891,93,16.2924,0,104,125,24,127,16,1.00434,87.62504,0.0,0.0,5.35714,3.517,11.70534,0.0,0.0,125.0,45.3959,0.00346,0.47,4.311,-1.0,0.072147,64978.52429245518,309.7248891853,162.90738335742856,95.64154514552166,3.3073076093976894,0.38933656195005045,0.2686021192616479,0.3352816634847481,0.19196763523803276,3.162229938271605,0.66681447166308,0.29094186512798387,0.1512639102719059,0.24216704694349483,0.26502555698880464,0.28929965457412543,30.948542842158567,0.6150533333333333,4.2289348367402235,81.56266441858929,74739.28462763241,0.30323754131866165
15,15,88.4118,12.8762,93,16.1331,0,104,125,24,127,16,1.00514,87.62881,0.0,0.0,4.82143,3.536,11.06875,0.0,0.0,124.0,45.36051,0.00379,0.47,4.677,-1.0,0.079752,65072.202555009266,308.46081582465405,162.94054173673874,97.53638770623243,3.460826859063822,0.38690281361786844,0.26907668488275494,0.3364999764415028,0.19266558292951497,3.8682484567901234,0.6668144716630794,0.29131546288710175,0.14983257397944852,0.2418864726343266,0.2653649243647518,0.28994627107147,30.910725346317996,0.61486,3.673881221253711,81.57062255019342,74910.28260475495,0.3032456125574837
16,16,88.4202,12.8577,93,15.8594,0,104,125,24,127,16,0.99036,87.64586,0.0,0.0,4.32143,3.522,11.05118,0.0,0.0,124.0,45.33963,0.00363,0.47,4.767,0.13014,0.088632,65118.52853535864,307.245838292523,162.9641204122088,97.50437143864988,3.3017351692483357,0.3852853694710224,0.26905900572373836,0.3374167602740153,0.19326736818874482,3.980565200617284,0.6668144716630815,0.29242979682313136,0.14873977251272755,0.24108479187415247,0.2656044029817519,0.29015428360504175,30.919616510838637,0.6145717647058823,3.898768535131956,81.56682887929556,74554.6563728944,0.3032252027834152
17,17,88.4419,12.7296,93,15.2106,0,104,125,24,127,16,0.98648,87.66622,0.0,0.0,4.03571,3.523,11.03808,0.0,0.0,125.0,45.31793,0.00386,0.47,4.57,-1.0,0.081686,65396.24357004598,306.03702214823704,162.9358413944189,97.49157568242525,3.669043060881489,0.3810572076931351,0.26998873616076896,0.3378716240576568,0.19381967636493558,3.8389274691358026,0.6668144716630767,0.2939531450671059,0.14786356387710375,0.2397952590320551,0.26547699011392073,0.29022637191589146,30.92614218629437,0.6140047058823529,3.8861859613089136,81.58118087022125,74783.27940512824,0.3029129805978254
18,18,88.3764,12.7862,93,13.9904,0,104,125,24,127,16,0.9915,87.59163,0.0,0.0,4.25,3.53,10.92754,0.0,0.0,125.0,45.29172,0.00363,0.47,4.279,-1.0,0.083135,65199.41576377099,304.8411475757928,162.91818040728262,97.51355823196701,3.323317172021251,0.377286707423884,0.2707231544870388,0.33750560507697,0.19435987806053126,3.8176601080246915,0.6668144716630797,0.29557976510182,0.14681217729655793,0.23845908802085675,0.2654396066091051,0.2901237500527414,30.8612552218967,0.6136694117647059,3.6472760152657657,81.5846197675688,74747.16822566323,0.30303773365215164
19,19,88.372,12.6299,93,15.6059,0,104,125,24,127,16,0.9865,87.57221,0.0,0.0,4.82143,3.533,10.9738,0.0,0.0,125.0,45.27286,0.00369,0.47,4.216,-1.0,0.082463,65310.59771076092,303.62877950014587,162.9423180890052,96.44050033536513,3.2563065054435425,0.3756124763093767,0.27157758998655374,0.33769491729748113,0.19506945840657797,3.7160011574074074,0.6668144716630803,0.2968425691602828,0.14570979534664907,0.23803738887065404,0.26554592804796123,0.2900139991841222,30.829867704415026,0.6136439215686275,3.7610755082701366,81.57087210872291,74709.10687929632,0.3033698438536336
20,20,88.2958,12.5408,93,14.9501,0,104,125,24,127,16,0.99531,87.49187,0.0,0.0,4.32143,3.524,10.84304,0.0,0.0,125.0,45.2539,0.00358,0.47,4.514,-1.0,0.083803,65059.778719233655,302.43506840164923,162.95294445233606,96.50804895698846,3.6375199517635246,0.374071541518074,0.27192168655211557,0.33654457272067845,0.1955625375930812,4.574266975308642,0.6668144716630797,0.2981677778792417,0.14467384279145576,0.23730127336027634,0.2655250958508354,0.29002175210911946,30.798665741343555,0.6136388235294118,3.612650446480643,81.56185103132565,74717.08844330111,0.30382085860482416
21,21,88.3053,12.4743,93,14.6137,0,104,125,24,127,16,0.98992,87.48834,0.0,0.0,4.39286,3.515,10.76084,0.0,0.0,125.0,45.2409,0.00376,0.47,4.405,-1.0,0.080726,65294.05802088796,301.27760001073875,162.93447486571904,97.08694770842123,4.123998479750267,0.3721706121323008,0.27208257835827665,0.3362169502965463,0.19644791169465034,4.621479552469136,0.6585381785975599,0.29960009466241494,0.1438346256332801,0.2368802296030868,0.2654837509685735,0.2899609409987361,30.759843614366318,0.6134392156862745,3.685034879100222,81.5746053118089,74844.92059490386,0.3042321416945004
22,22,88.3213,12.4611,93,14.9557,0,104,125,24,127,16,0.98761,87.49887,0.0,0.0,7.0,3.53,10.70806,0.0,0.0,125.0,45.22698,0.00364,0.47,4.936,-1.0,0.082255,65369.303276634644,300.1315204040462,162.9038814529602,94.70904724608887,3.131148547772239,0.37141234296113507,0.27295811443795165,0.3341214476635966,0.19712335805859715,4.586998456790123,0.6662202605556784,0.3009687757603912,0.14308160895644312,0.23656030066835304,0.26534483997341396,0.289701344980954,30.724563033492476,0.6130450980392156,3.646746799145533,81.62346056316224,74854.59651322519,0.3047426222957793
23,23,88.2673,12.3513,93,15.0908,0,104,125,24,127,16,0.97971,87.4262,0.0,0.0,4.78571,3.518,10.69785,0.0,0.0,125.0,45.21902,0.00375,0.47,4.695,-1.0,0.075235,65328.626060965085,298.999070915154,162.90616475723786,94.3896722550236,3.676007462096794,0.3709329040688599,0.2742518461790894,0.3320213001498763,0.1979944005139418,4.507860725308642,0.6635676417914133,0.30233405869647156,0.14235789569126017,0.2360858259011937,0.26572433078047586,0.289515398820414,30.68648821041908,0.6128105882352941,3.5890196323364263,81.61413583595225,74969.98633059271,0.30512890187977965
24,24,88.2223,12.1507,93,15.1919,0,104,125,24,127,16,0.99344,87.36688,0.0,0.0,5.14286,3.509,10.60938,0.0,0.0,125.0,45.20684,0.00398,0.47,4.67,0.13207,0.088342,65150.800299109025,297.8871681358191,162.86807518184017,96.91672976038122,4.282949027717942,0.3674929207720876,0.2752356292849051,0.3301803332592821,0.19852823507739215,4.649257330246914,0.6668144716630738,0.3036311063356371,0.14197265451666105,0.2359800530990477,0.26624338915433066,0.2893777584624873,30.627653522255983,0.6128219607843137,3.614223618561687,81.62436002309559,74826.09703855884,0.30544121075153946
25,25,88.2447,12.2078,93,14.3164,0,104,125,24,127,16,0.99224,87.38556,0.0,0.0,4.67857,3.512,10.42972,0.0,0.0,125.0,45.19598,0.00394,0.47,4.313,-1.0,0.079127,65286.15683204634,296.7946240180666,162.86359221887858,97.17255834769098,3.1245513214401015,0.3654897773786197,0.2756236599078171,0.32913799726499887,0.1988932694858291,5.1471836419753085,0.6629734306840143,0.30540627240976564,0.14118013832093695,0.2357110427219564,0.2665555831331119,0.2893733207267413,30.60269805531443,0.6128003921568628,3.541460937198326,81.6107379360792,74866.81996654966,0.30587043734206654
26,26,88.2396,12.1935,93,14.4064,0,104,125,24,127,16,0.99903,87.37331,0.0,0.0,5.57143,3.524,10.47764,0.0,0.0,125.0,45.18504,0.00346,0.47,4.579,-1.0,0.076242,65318.39558051215,295.73853204220165,162.87554981909474,94.83655633374362,3.766027153515972,0.36355680960982756,0.27659544631378374,0.328842649858628,0.19950801301100787,5.142119984567901,0.6601615935333924,0.3073948642348489,0.14027175593396682,0.23625443505462004,0.2661905573328405,0.2893495849401493,30.574469295548806,0.612530588235294,3.5684115453223892,81.57719641891576,74836.67845735856,0.30631158021039373
27,27,88.2321,12.1652,93,14.514,0,104,125,24,127,16,0.98849,87.36696,0.0,0.0,5.28571,3.512,10.46198,0.0,0.0,125.0,45.1784,0.00369,0.47,4.132,-1.0,0.075445,65388.89461017543,294.72526776697174,162.86322145918197,96.56525035685937,3.69743124916895,0.36204522767130365,0.2762600982495223,0.3290395799099767,0.1999694103600105,5.074074074074074,0.660755804640789,0.3098929298165226,0.13938385163238137,0.23635635432667404,0.2659054007906304,0.28911900533475215,30.53047896020206,0.6125678431372535,3.768130063187404,81.6158265460879,74829.17181765845,0.30666645920768837
28,28,88.2249,12.3713,93,14.4921,0,104,125,23,127,15,0.98342,87.3777,0.0,0.0,5.10714,3.522,10.43879,0.0,0.0,125.0,45.17154,0.00379,0.47,4.336,-1.0,0.074617,65386.02175513232,293.73326098777704,162.8421172651184,97.00842776155265,3.9701075264538326,0.3606740647465022,0.2760320542362154,0.32821816100807877,0.2005780816759681,5.056954089506172,0.6613500157481881,0.3123012193713701,0.13857501019494267,0.2360978433880752,0.2656484447392773,0.28897291710619977,30.493636331440488,0.61224,3.5987463478955792,81.59844781187631,74839.95344490434,0.30709770093728844
29,29,88.2134,12.364,93,15.7872,0,104,125,23,127,15,0.99005,87.37924,0.0,0.0,5.78571,3.526,10.61599,0.0,0.0,125.0,45.16655,0.0036,0.47,4.104,-1.0,0.081115,65219.64214856099,292.76383245094036,162.91739521792687,96.97478539407564,3.9858327877146875,0.3593271454693458,0.2758952202514375,0.3268410960437579,0.20108998533920636,5.36328125,0.6591323897049578,0.3145183194376689,0.1382145319166357,0.2358433315361221,0.2656250325200693,0.28892034921561344,30.485115898980037,0.6127317647058823,3.711125232147674,81.5889346586326,74824.2688028384,0.30729084438223947
30,30,88.2508,12.8202,93,14.9321,0,104,125,24,127,15,0.99349,87.43339,0.0,0.0,5.46429,3.527,10.61018,0.0,0.0,125.0,45.19239,0.0036,0.47,4.376,-1.0,0.080261,65502.185285261236,291.82823202014896,162.92274677113707,92.91514549839754,3.5575925976997684,0.35846050177207417,0.2759109157526804,0.3255110437000411,0.2013088065938205,5.827305169753086,0.6668144716630825,0.31613133866462506,0.13877478815677935,0.23591315347010297,0.2656459832777166,0.28879061681776136,30.487483271846067,0.6128054901960784,3.636449718799363,81.58880646475565,74887.51625466537,0.30733854423530454
31,31,88.3038,13.1652,93,15.2894,0,104,125,23,127,15,0.98245,87.51183,0.0,0.0,7.07143,3.538,11.00061,0.0,0.0,125.0,45.20208,0.00367,0.47,4.322,-1.0,0.075345,65620.5812769914,290.8913231544721,162.98679078319913,97.48455031616466,3.9597808619495303,0.3574105637531858,0.2757715178998097,0.32443175886114756,0.20171599905392879,5.989583333333333,0.6668144716630792,0.3180352261696712,0.13896611373561257,0.23554050208765306,0.2658541737578713,0.28862816745170816,30.473045820071377,0.6128054901960784,3.793099079927129,81.59140036447867,74901.94780377584,0.30744013012872945
32,32,88.2825,13.4385,93,16.7171,0,104,125,23,127,15,0.99618,87.5006,0.0,0.0,5.39286,3.527,11.29809,0.0,0.0,125.0,45.22059,0.00353,0.47,4.206,0.1295,0.075042,65612.11800871405,289.9882300439015,163.05563474571673,97.36243358579337,2.9193224804608087,0.3563330837644293,0.27544384207866285,0.3236486511987705,0.20221361166245064,6.1237461419753085,0.668437886598913,0.31957985607841116,0.13911268555968662,0.23484483283572283,0.2658035082033527,0.2884665526651953,30.5266731168017,0.6128054901960784,3.758234037073489,81.56226726885393,74902.90249945514,0.3073814503386428
33,33,88.2087,13.6884,93,15.9322,0,104,125,23,127,15,0.98212,87.46732,0.0,0.0,5.53571,3.529,11.53424,0.0,0.0,124.0,45.25732,0.00358,0.47,4.244,-1.0,0.074372,65421.33376771528,289.099141202854,163.11463270750338,96.95604346572165,2.9274945156211496,0.35559568608792375,0.27555654588834305,0.32345055826301733,0.2025613232445898,6.294704861111111,0.666814471663081,0.32169975639799653,0.13885626034667134,0.23429076773312807,0.2655840948206343,0.28830157182834903,30.51680953414352,0.6130372549019607,3.8395004152605594,81.57813519264218,74535.67153083156,0.307210092058659
34,34,88.2182,13.7414,93,16.7897,0,104,125,23,127,15,0.98601,87.47871,0.0,0.0,6.89286,3.544,11.74701,0.0,0.0,125.0,45.30594,0.00383,0.47,4.388,-1.0,0.078313,65492.47601820579,288.23140830409096,163.1517099322098,97.14638559982326,3.3575748325999086,0.3545228289703804,0.2759193488640277,0.3233869163309431,0.20273199651454404,6.5687692901234565,0.6690320977063108,0.32366032584496646,0.1391927344116856,0.23377571344191023,0.2654187191844841,0.2881377040549513,30.51696513611593,0.6136929411764706,3.9118917283445005,81.59695314217485,74677.2694918368,0.3068862991894394
35,35,88.3033,13.4677,93,16.0402,0,104,125,23,127,15,0.99437,87.57694,0.0,0.0,6.42857,3.533,11.79039,0.0,0.0,125.0,45.26996,0.00349,0.46,4.294,-1.0,0.07772,65778.0987719812,287.391677979514,163.18400325013891,96.1880942300473,3.5634841668764197,0.35335441852503574,0.2756589662195455,0.3236321203411401,0.2029147405308465,6.862075617283951,0.668952488513126,0.32547715998905996,0.1390903446890664,0.2336154596698115,0.26537569891109186,0.2878975716857143,30.55092536078559,0.6131657254901938,4.025719820676605,81.56974086471104,74768.8979565086,0.3065638114681934
36,36,88.2314,13.8281,93,16.6312,0,104,125,23,127,15,0.98367,87.54341,0.0,0.0,5.32143,3.539,11.55262,0.0,0.0,125.0,45.264,0.00319,0.47,4.401,-1.0,0.070506,65234.2722931432,286.5671527883585,163.29401336626842,96.7608663647126,2.832554713669934,0.3523706463253663,0.2754265217410119,0.32396234423850545,0.20313464277768067,7.070457175925926,0.6690320977063103,0.32774723465313005,0.13874934429283584,0.23328135475781947,0.2652288297541605,0.28771037269737965,30.565665162639853,0.6125305882352942,3.9922658236761994,81.55887584753471,74737.41842288803,0.3062948500591515
37,37,88.262,13.81,94,18.322,0,104,125,23,127,15,0.9826,87.59549,0.0,0.0,5.67857,3.545,11.86521,0.0,0.0,125.0,45.32542,0.00367,0.46,4.349,-1.0,0.072356,65489.70983095322,285.77217036065394,163.30096737877298,96.06259612702104,3.157356013143608,0.3519393659688371,0.27519967971949744,0.3239071649207933,0.2032774203578243,7.130304783950617,0.6690320977063126,0.3300058868500164,0.13865501995602064,0.2328841135720434,0.26523835231446496,0.2876230700556194,30.588046980492862,0.6127633921568604,4.080034393483243,81.58168822101835,74763.93377330642,0.30598461925472664
38,38,88.3057,13.8993,94,17.0212,0,104,125,23,127,15,0.98579,87.65138,0.0,0.0,5.0,3.518,11.85093,0.0,0.0,125.0,45.35,0.00397,0.47,4.397,-1.0,0.074824,65481.107298892406,284.9935486608561,163.31108475885407,97.5224128934282,2.3528347169340234,0.3513091949713913,0.27485749461521003,0.32347023221767657,0.20340026864637004,7.311294367283951,0.6690320977063134,0.33180123761906744,0.13856242404276728,0.23287515967566402,0.26516691286229493,0.28758850935732333,30.632993910047745,0.6125611764705883,3.85326004935733,81.5546523954155,74787.67367980634,0.30569759738760793
39,39,88.2565,14.8916,94,17.6188,0,104,125,23,127,15,0.97888,87.62572,0.0,0.0,4.17857,3.513,11.92758,0.0,0.0,125.0,45.35832,0.00381,0.47,4.373,-1.0,0.067799,65463.772645303456,284.2322282104289,163.30537712954754,95.28001263309693,3.58163254827705,0.3510326208251003,0.27439369633103783,0.3231767864741405,0.20361428080373276,7.519675925925926,0.6690320977063129,0.3325496254859615,0.13827155471603952,0.23212610542829404,0.26505984245666236,0.2875406612520087,30.673425179940683,0.6128290196078432,3.9046713682567913,81.56093476388052,74809.78237569351,0.30530520091236396
40,40,88.1556,14.0608,94,19.8769,0,104,125,23,127,15,0.98839,87.52878,0.0,0.0,5.78571,3.533,12.77982,0.0,0.0,125.0,45.3588,0.00383,0.47,4.887,0.13284,0.068402,65286.66995072541,283.4885095609191,163.3261115662368,97.11916415305447,3.937993100692092,0.35063722631986877,0.2742070652380114,0.3229724743971288,0.2037151401590449,7.699411651234568,0.6690320977063137,0.33361617877242744,0.13794362843523492,0.23149005763537156,0.26501101983532666,0.2875091007222438,30.68232519832658,0.6130662745098039,4.5042295331150255,81.6377718222003,74865.46344637872,0.3048926588192086
41,41,88.1525,14.426,94,17.2695,0,104,125,23,127,15,0.99185,87.51763,0.0,0.0,5.03571,3.499,12.06641,0.0,0.0,125.0,45.35027,0.00383,0.47,4.566,-1.0,0.069186,65048.234712960846,282.7666310592089,163.35417547599275,96.55175536342158,3.73420192602823,0.3501907293332147,0.2736795938068523,0.3234117882471041,0.2039278862901311,7.731963734567901,0.6690320977063119,0.3352924398290342,0.13770613286415684,0.23098537815448275,0.2650831786721134,0.28763443420529283,30.64388510621624,0.6130592156862745,3.8753725511206563,81.60189116190146,74624.26141287816,0.30457725135395364
42,42,88.102,14.1398,94,19.8999,0,104,125,23,127,15,0.98104,87.48645,0.0,0.0,3.25,3.512,12.38167,0.0,0.0,125.0,45.33665,0.0039,0.47,4.442,-1.0,0.065584,65045.21874796179,282.060957129641,163.3219694947438,96.58703659021866,2.470756455803313,0.34981721648482433,0.27309028533346913,0.32403361251246654,0.20413095281817745,7.724295910493828,0.6690320977063112,0.33554622974772946,0.13734747313142714,0.2305350027661313,0.26494419573745487,0.2875165635277696,30.623528751326194,0.6128290196078432,4.473649469605692,81.58573384410639,74688.72603714537,0.3041374871794161
43,43,88.1262,13.8968,94,17.9767,0,104,125,23,127,15,0.99006,87.52343,0.0,0.0,5.32143,3.512,12.13365,0.0,0.0,125.0,45.32971,0.00378,0.47,3.991,-1.0,0.064433,64982.98465917944,281.3662648326323,163.29396379269613,96.8281361111538,2.399208742869146,0.34988306150042986,0.27304555143380593,0.3239373416360829,0.20433324176575116,7.81640625,0.6690320977063139,0.3357206653463745,0.1369995154341101,0.22999591534105276,0.2649186258063914,0.28749472627205486,30.60911673086661,0.6125909803921569,4.101633610739625,81.57920993788379,74670.62734205385,0.30369717416363595
44,44,88.0433,13.9755,93,16.6587,0,104,125,23,127,15,0.98563,87.4462,0.0,0.0,4.0,3.508,11.93546,0.0,0.0,125.0,45.31806,0.00368,0.47,4.639,-1.0,0.07331,64688.73457712998,280.6898957825925,163.25909879330428,96.71315884157858,2.418442827610142,0.3489907729374947,0.27241960107934854,0.32407687333984914,0.2045539921270271,7.8385898919753085,0.6690320977063133,0.3359281449606833,0.1367935515798456,0.22964435178636575,0.26477302122670593,0.2874925383854346,30.58618766878858,0.6121803921568627,3.995983145790323,81.597133368595,74588.31150054063,0.3032970607110099
