,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,noise,uhdhdsim,cubcol.0,saturation,fft,cubrow.0.3,cubcol.0.6,movement,cubrow.0,blockiness,contrast,cubcol.0.3,staticness,cubcol.0.5,blur,temporal,cubrow.0.6,cubrow.1.0,tone,cubcol.1.0,cubrow.0.5,color_fulness
10,10,70.9779,7.76291,47,9.29809,0,137,126,3,128,3,0.99454,69.3962,0.0,0.0,11.64286,8.473,6.88054,0.0,0.0,130.0,67.03442,0.0,0.3,2.024,-1.0,2.130111,0.24710036975093208,95.73281502362504,0.19727884050965408,13.91527905876254,64336.30741237048,0.17593223527186064,0.20328250299792833,4.085599922839506,0.2559943791583626,1.0219481113827191,90.73612156434217,0.1930726429266016,268.5371063966878,0.15473534325847232,44066.5687667422,4.0198616333700254,0.2738485803603362,0.20919453237446295,0.2779676774154562,0.23927333205146015,0.3087611945841944,102.56455498318563
11,11,70.9208,7.6519,46,8.95727,0,137,126,3,128,3,0.99586,69.36739,0.0,0.0,8.07143,8.474,6.69389,0.0,0.0,130.0,67.0354,0.0,0.31,1.999,-1.0,2.176852,0.24488274370770488,95.74101881784199,0.19843456901953255,14.000534245997297,64405.69993948525,0.17611900264838448,0.2041771120112899,4.322482638888889,0.25309134072450395,1.1527439503796209,90.80048612746577,0.19434989031811395,268.44660929258055,0.15404632057312817,43965.69856968755,3.9466773234679486,0.2725244990872178,0.20864480294636445,0.27797299688950466,0.23941624819307267,0.3086891314520735,102.62761671650928
12,12,70.8162,7.9034,46,9.08317,0,137,126,3,128,3,0.99518,69.29996,0.0,0.0,8.03571,8.483,6.59952,0.0,0.0,131.0,67.03971,0.0,0.31,1.991,-1.0,2.108347,0.24710036975093294,95.73851226099632,0.1989308830606474,13.972755526318961,64347.38329392171,0.17606620030229408,0.2053185853436728,3.7843846450617282,0.25065144392060057,1.9267814003217398,90.82506801019083,0.19577955653014695,268.3247781546698,0.15377337521817527,43590.05477533856,3.9245264828654087,0.27115242489279534,0.20869165955310223,0.2780813709434839,0.23957566694164023,0.3082827552416909,102.55261912170408
13,13,70.6569,8.23581,46,9.48252,0,137,126,3,128,3,0.9921,69.17516,0.0,0.0,8.57143,8.508,6.81826,0.0,0.0,131.0,67.03522,0.0,0.31,1.842,-1.0,2.115856,0.24710036975093175,95.74047397495795,0.1984385473770782,13.98202665352527,64369.35947270559,0.17600856431448647,0.20567595824715731,3.4017168209876543,0.24884768688406927,1.327536126668136,90.71932142271268,0.19733414642531824,268.17920807154957,0.15363896775668104,43236.52060641949,4.012358897176708,0.2695128537522557,0.20885829744047316,0.27786395449135015,0.23996200558306843,0.30803656400946194,102.16090490925322
14,14,70.5926,8.01238,46,10.3736,0,137,126,3,128,3,0.9969,69.11956,0.0,0.0,7.75,8.503,7.10487,0.0,0.0,131.0,67.02249,0.0,0.31,1.923,-1.0,2.098839,0.24710036975093255,95.75628290668223,0.19686867825015864,13.934638882860725,64404.70044111908,0.17576299424311115,0.20542607637033372,3.810667438271605,0.24736172193916106,2.1943067027545786,88.51701377195724,0.1983719022053284,268.02360045053365,0.15379021768989265,43100.874248310996,4.100016408334375,0.26804005119861807,0.20902318645201362,0.27786395449135015,0.24035045815623093,0.3080495822930336,102.65005056010344
15,15,70.5721,7.94956,46,9.53521,0,137,126,3,128,3,0.99559,69.11037,0.0,0.0,6.57143,8.466,6.90979,0.0,0.0,131.0,67.0302,0.0,0.31,1.816,-1.0,2.103211,0.24710036975093766,95.75357056094356,0.1958796998394941,13.960983653127412,64383.480435626494,0.17549458645544266,0.20536518305410562,4.917534722222222,0.24567625764513643,2.1821638487345547,90.75829379655146,0.1989770690187115,267.9013368084852,0.15470563774387827,43092.81238315719,4.072002458889945,0.2662826817480426,0.2093592694046439,0.2779519304083051,0.24053214415235918,0.30810304075020395,102.53762500007979
16,16,70.7156,7.75489,46,9.15008,0,137,126,3,128,3,0.99574,69.25815,0.0,0.0,7.35714,8.46,6.85041,0.0,0.0,131.0,67.05476,0.0,0.31,1.946,0.58475,2.129122,0.24710036975093988,95.73678791564197,0.19600333109431942,14.013687887309509,64390.69555215082,0.17549080424205585,0.20516537618877512,5.232445987654321,0.24396729066473494,1.0426179481039026,88.55558117459064,0.19927224042327157,267.7967234065815,0.1550627431358639,43379.46347854779,3.990892852325762,0.2644039443177146,0.2101528171019702,0.27786395449135015,0.24114912643572883,0.30805154378571653,102.88098634216287
17,17,70.7948,7.91161,47,9.04164,0,137,126,3,128,3,0.99907,69.33919,0.0,0.0,7.60714,8.482,6.6842,0.0,0.0,131.0,67.05993,0.0,0.31,1.83,-1.0,2.135811,0.2471003697509342,95.72310785010066,0.19673276872135653,13.995482644917054,64439.23392257206,0.17551520672623622,0.20503541080196255,4.823254243827161,0.2423064440745147,1.833361201079726,88.62579873207862,0.19952749263199007,267.6524078303843,0.15518496527578718,43511.46342476822,3.960614880155538,0.2625078155724944,0.2108995005675822,0.27786395449135015,0.24208171965681244,0.308297820173386,102.38704659361669
18,18,70.9191,8.03164,47,9.11008,0,137,126,3,128,3,1.00365,69.459,0.0,0.0,8.89286,8.518,6.81892,0.0,0.0,131.0,67.06373,0.0,0.31,1.745,-1.0,2.138062,0.24931799579416744,95.7019062180362,0.1978432268405932,14.033098197277683,64512.69165166019,0.17550486070763,0.20494214220448181,4.650462962962963,0.2407501684313197,1.6269526286490692,89.50403638440783,0.19952753503708287,267.5343210691066,0.15522745194853696,43824.892975273615,3.974656887901547,0.2604642850407458,0.21142923398585206,0.2779519304083051,0.24338942423917545,0.3084908635237956,102.02394983842389
19,19,70.999,8.27917,47,9.80956,0,137,126,3,128,3,1.00389,69.54017,0.0,0.0,8.07143,8.502,6.92772,0.0,0.0,130.0,67.05695,0.0,0.31,1.783,-1.0,2.126228,0.24710036975094354,95.70763661348826,0.1984971255381117,14.001027990270545,64494.56470145753,0.1753076904181039,0.20592829499333848,4.5911940586419755,0.2399751080060774,1.099088991119398,89.80580288127605,0.19996442673361545,267.40535216282086,0.15545168432879788,43985.80632902733,3.9799341173823093,0.25861388603488045,0.21167203522040068,0.27785086040138474,0.24472414720064092,0.308656046070706,102.4398965916777
20,20,70.9832,8.16016,47,10.0103,0,137,126,3,128,3,1.00339,69.53353,0.0,0.0,8.46429,8.514,7.14709,0.0,0.0,130.0,67.05477,0.0,0.31,1.801,-1.0,2.121396,0.24710036975093716,95.69747668621253,0.19896796982635445,14.070806997793692,64620.727840433756,0.17509961704450358,0.2073634390577019,5.933690200617284,0.23938418981425735,0.9630301943118679,89.56521506061677,0.2001049827260134,267.279811597596,0.15509581141200268,43823.743042779155,4.079503747154213,0.2566516152532123,0.21211848294041016,0.27783381080507563,0.24603220645311794,0.30896617998347636,102.58316975492896
21,21,70.9744,7.79934,47,9.77968,0,137,126,3,128,3,1.00082,69.56546,0.0,0.0,8.5,8.478,7.03674,0.0,0.0,130.0,67.07724,0.0,0.31,1.933,-1.0,2.115651,0.24710036975094174,95.69368540693168,0.1992180698776883,14.0443036114728,64560.89633986817,0.174698460273791,0.20789017511896493,6.198157793209877,0.2388078018532483,1.0959620051577335,89.66984662970548,0.1999612760752075,267.120138191378,0.15433776759098916,43804.474913889666,4.005711485477558,0.25474310798973326,0.21236997361154672,0.2779988508973478,0.2473445399597291,0.3091060580504142,101.79421437925589
22,22,70.895,7.87902,47,9.54967,0,137,126,3,128,3,0.9997,69.50276,0.0,0.0,11.21429,8.487,6.72585,0.0,0.0,131.0,67.07486,0.0,0.31,1.842,-1.0,2.08459,0.25315903677323376,95.69861586929446,0.1991801073371313,14.033173737702546,64640.13642186366,0.17437285208190628,0.20826521387292654,6.102864583333333,0.23827000652874197,1.006554224730797,89.64257894848619,0.2001783198975172,266.9474452207773,0.1535834921060139,43698.95859071162,3.921763187419606,0.25292357206239247,0.21273543155780653,0.2778822316585935,0.24853184206628243,0.3093551046127198,102.14415923093608
23,23,70.6183,8.10534,47,9.52345,0,137,126,3,128,3,0.99787,69.23999,0.0,0.0,9.35714,8.496,6.79278,0.0,0.0,131.0,67.05186,0.0,0.31,1.83,-1.0,2.059141,0.25537666281645216,95.72524012395178,0.19951406369949407,14.038468349127124,64580.6930178775,0.17391017929560598,0.20825262445448578,6.009403935185185,0.2380859403215798,1.3271137146598644,90.98137490783678,0.20040613110133013,266.79532692250933,0.15202206804948087,43142.229400361975,4.053030333022593,0.2511799750798798,0.2130772711920443,0.2777538209190318,0.2497373617806906,0.3095212764411654,102.18379537868674
24,24,70.6382,8.21402,47,10.1478,0,137,126,3,128,3,0.99535,69.25992,0.0,0.0,9.57143,8.525,6.99362,0.0,0.0,132.0,67.07964,0.0,0.31,1.828,0.57536,2.07965,0.2553766628164595,95.7294231462064,0.19993359850460657,14.090821631160782,64675.8002028198,0.17340030058479408,0.2085236707079886,6.2290219907407405,0.23764762295879077,1.1187260639924157,90.97824497385417,0.20043957635817813,266.6529324001336,0.15139319919463437,43111.98783478454,4.1469483657813715,0.2496404438892254,0.21311558414996964,0.2777787065098046,0.2510334911243479,0.3096272802263906,101.89020799960605
25,25,70.7016,8.09655,47,10.06,0,137,126,3,128,3,0.9971,69.31387,0.0,0.0,9.46429,8.5,7.08573,0.0,0.0,132.0,67.05092,0.0,0.31,1.805,-1.0,2.078,0.25315903677322754,95.72418664587188,0.20007387793737838,14.09014289761767,64798.08938354519,0.17267825987803753,0.2089972838741698,7.516589506172839,0.2367944599711851,1.0135506513439305,90.95155245042658,0.20061147085585604,266.51642875833403,0.1506734288475107,43229.799339750825,4.164847191475771,0.2482311773225942,0.21311910851506588,0.27786395449135015,0.2522122279125822,0.3097992062529305,101.5677715091081
26,26,70.6709,8.26466,47,10.0036,0,137,126,3,128,3,0.99654,69.28085,0.0,0.0,9.14286,8.49,6.99056,0.0,0.0,132.0,67.02987,0.0,0.31,1.786,-1.0,2.123953,0.2493179957941641,95.75080594348542,0.19974367536862636,14.123246934678818,64712.27665582825,0.1718514401137669,0.2095711399159787,7.751494984567901,0.2359177717444875,1.0873676323952697,90.9908071202873,0.20063671523568966,266.3626479281676,0.15019886477494881,43242.91547185686,4.124897722107761,0.24685256323165916,0.21306116285148324,0.27749650159169614,0.25295384785207664,0.30988488424556676,101.08423064726702
27,27,70.7688,8.24827,47,10.0922,0,137,126,3,128,3,0.99911,69.40878,0.0,0.0,10.39286,8.509,7.13345,0.0,0.0,132.0,67.02413,0.0,0.31,1.854,-1.0,2.135691,0.2531590367732302,95.73720582008606,0.19918296119135329,14.080231278030961,64752.7164030698,0.17091886113348276,0.2098747088323465,8.034095293209877,0.23570895597616667,1.1114310210362346,89.59942233670301,0.2004882029038999,266.19373246512026,0.1502611970865451,43471.43549405345,4.163267479203692,0.24565581924612304,0.2129224052411411,0.2776371266620537,0.2535002196510165,0.3099844680648316,101.8394808970994
28,28,70.8713,8.30413,47,10.2187,0,137,126,3,128,3,1.00284,69.49892,0.0,0.0,8.67857,8.489,7.12253,0.0,0.0,131.0,67.0438,0.0,0.31,1.772,-1.0,2.070454,0.2592177037955129,95.72422582138987,0.19844290632219566,14.107474809811437,64685.73249699169,0.16991924356554058,0.2101562432436969,8.048128858024691,0.23490124366454748,1.6501392626144407,89.59432571876795,0.20016498648913303,266.0107132111632,0.15033613648571253,43572.0464754733,4.171948388520821,0.24454529095971383,0.21274656252324334,0.27775524626528325,0.254161672149823,0.3099435307583476,101.2348256747785
29,29,70.7676,8.64327,47,10.297,0,137,126,3,128,3,1.00364,69.42374,0.0,0.0,8.75,8.479,7.17763,0.0,0.0,131.0,66.99468,0.0,0.31,1.813,-1.0,2.074987,0.2570000777522972,95.72432510216055,0.19823426706709893,14.109965383270639,64784.23623386237,0.16876625584747276,0.21030376452089922,8.355661651234568,0.23374490442933463,1.4949919799521934,89.53932648944803,0.20002855342113102,265.8279877752888,0.15031017733602747,43428.216753286804,4.172057084195518,0.24356561656765052,0.21250819390867456,0.2776371266620537,0.25500935039394246,0.3096430940592997,101.35611929024127
30,30,70.743,8.24336,47,10.2522,0,137,126,3,128,3,1.00121,69.40972,0.0,0.0,8.78571,8.454,7.46986,0.0,0.0,132.0,66.9742,0.0,0.31,1.911,-1.0,2.067997,0.2592177037955156,95.72669483769373,0.19904626428341604,14.118265599380306,64772.119523744535,0.1676991869803553,0.21047302957660005,9.169077932098766,0.23337982941523244,1.860275980498499,89.51540263791951,0.19993468306428105,265.66038628405767,0.15040907605052387,43361.747530872904,4.231894702603049,0.2426083804846739,0.21204068683403682,0.2776371266620537,0.25541801805096204,0.3092109102270654,101.87279503217708
31,31,70.8284,8.15638,47,9.72394,0,137,126,3,128,3,0.99874,69.51808,0.0,0.0,7.21429,8.453,7.11509,0.0,0.0,132.0,66.98014,0.0,0.31,1.908,-1.0,2.08694,0.2592177037955136,95.7120325217918,0.2006838135913008,14.192400708610627,64800.21705466864,0.16683909631479574,0.21094244876370316,9.047501929012345,0.23335033475563036,1.5458069967072188,89.54662125595404,0.199808057055728,265.49767061679495,0.15018576029418979,43575.38612467196,4.123600527193483,0.24166360526959701,0.2116182641416668,0.2776371266620537,0.25578284385075967,0.30876470072501216,101.1536060192802
32,32,70.8806,8.37415,47,10.2555,0,137,126,3,128,3,0.99881,69.57656,0.0,0.0,9.57143,8.455,7.04219,0.0,0.0,130.0,66.95763,0.0,0.31,1.943,0.58295,2.09418,0.2592177037955165,95.70008401511609,0.20257362831788686,14.130688702618635,64728.656833664645,0.1661026124725654,0.2114922788124878,8.914641203703704,0.23279258645612907,1.1898048790619777,90.93670653700865,0.1996951036129515,265.31848892372096,0.15035109000287392,43636.83176892577,4.118778256957968,0.24080209462928653,0.21120019869228746,0.27758202236678264,0.25623648421705225,0.3083913283652582,101.67086277727395
33,33,70.7901,9.12863,47,10.7748,0,137,126,3,128,3,1.00293,69.48468,0.0,0.0,10.53571,8.458,7.2293,0.0,0.0,130.0,66.9269,0.0,0.3,1.763,-1.0,2.066161,0.2592177037955184,95.71649882982585,0.20403451664120237,14.137908747166763,64825.002509579615,0.16552301761941116,0.21192035519994581,8.967544367283951,0.23252547597942616,1.0802997147265003,90.89795759295522,0.19960062756698999,265.14449834132114,0.15052079585761502,43419.139822806734,4.20731642997337,0.23999154657366153,0.21076716065242673,0.27746785826989684,0.2569053807170943,0.3079395627423453,101.56616156466751
34,34,70.7759,9.51764,48,11.6981,0,137,126,3,128,3,1.00828,69.49796,0.0,0.0,10.71429,8.487,7.88186,0.0,0.0,131.0,66.93275,0.0,0.31,2.126,-1.0,2.068455,0.2592177037955197,95.71377503617464,0.2047410563723476,14.183973712685669,64861.25425981544,0.1650475802619603,0.21206874362393707,9.421006944444445,0.23193002425539094,1.7962665030642062,90.90192051323321,0.19964719092732686,264.9712351469949,0.15045091177438524,43431.2308584722,4.39707652027507,0.239352850721277,0.21013438301471005,0.27746785826989684,0.25790509989923294,0.3073733039917489,101.83819007262555
35,35,70.6991,9.34677,48,12.093,0,137,126,3,128,3,1.00735,69.42157,0.0,0.0,12.78571,8.458,8.22172,0.0,0.0,132.0,66.87653,0.0,0.3,1.842,-1.0,2.058846,0.2592177037955184,95.73278282537393,0.20510740090839935,14.156201963071469,64851.828401110244,0.16460563086224753,0.21223023351745632,10.119405864197532,0.23103050902033334,1.849613001867598,90.85734334532086,0.1998310011780174,264.7846577276116,0.15058142074312225,43311.373124876736,4.4375659844105915,0.23883124737466796,0.20944387835341124,0.2772659910495969,0.2589848835633364,0.3068783399924571,100.97952351995363
36,36,70.9461,9.2911,48,12.0206,0,137,126,3,128,3,1.00072,69.67419,0.0,0.0,13.42857,8.458,8.06936,0.0,0.0,132.0,66.89762,0.0,0.31,1.856,-1.0,2.03054,0.25921770379551917,95.70386304705885,0.20519389884305897,14.186750623914932,64899.005937808506,0.16427471412805478,0.2124250439733329,10.553192515432098,0.2300431460761709,2.1700613616342515,90.89218916421339,0.20011769387285813,264.5986518960651,0.15080328354269823,43725.63875789555,4.419301166578934,0.2384324372120071,0.20883973499302966,0.27749650159169614,0.2597323776632807,0.30649307197511744,101.82761396486298
37,37,71.0864,9.34841,48,11.8278,0,137,126,3,128,3,0.99519,69.81717,0.0,0.0,13.64286,8.472,8.02011,0.0,0.0,132.0,66.89405,0.0,0.31,1.874,-1.0,2.07266,0.2592177037955165,95.68615888062669,0.20461149166057002,14.247937802915219,64852.293339071,0.16397101478720544,0.2127510775395183,10.815007716049383,0.22887789275548975,1.800245653371256,89.52646700188066,0.20015919437304489,264.3996462297538,0.15095505572693535,43927.653819867824,4.392535057308145,0.23796386357669733,0.2082442225748627,0.2773929764429072,0.26039006678014115,0.3061513897918733,101.45016155115823
38,38,71.0146,9.37941,48,11.9136,0,137,125,3,128,3,0.99433,69.77429,0.0,0.0,11.17857,8.501,8.06408,0.0,0.0,131.0,66.87352,0.0,0.31,1.959,-1.0,2.057692,0.25921770379552095,95.69526284523926,0.20331321367909957,14.28292394567419,64803.59602646426,0.16362247631225424,0.21306203455084965,11.134693287037036,0.22784892008468885,1.2843176139802572,90.92599486041428,0.20029612050027298,264.2019950863542,0.150962691399243,43748.138909655005,4.361278987244245,0.23750957305903247,0.20769184207040206,0.2773788525573247,0.26078378381199513,0.30578505139849366,101.68470306941903
39,39,70.9597,9.11631,48,11.3083,0,137,126,3,128,3,0.99568,69.74879,0.0,0.0,9.96429,8.483,8.09241,0.0,0.0,131.0,66.85438,0.0,0.31,1.781,-1.0,2.065317,0.2592177037955168,95.69026899735232,0.20209650746843802,14.248236385392554,64754.99381143165,0.16318380916447803,0.21351285309706028,11.346161265432098,0.22721684690194838,1.2151773112253492,90.9575822499131,0.2007934472303148,264.0131307885553,0.15106032988583273,43647.00951062843,4.349706831980399,0.2371236791176257,0.20710395745775143,0.27717283205536397,0.26082331356910404,0.30528695795062233,101.47503903290755
40,40,70.8169,9.65666,48,11.4394,0,137,126,3,128,3,0.99844,69.63665,0.0,0.0,8.96429,8.515,7.86458,0.0,0.0,131.0,66.82783,0.0,0.31,1.829,0.5706,2.036711,0.2614353298387448,95.70705511415802,0.20085717359766433,14.256214283130786,64709.400011031736,0.1627824917898502,0.21437954399829645,11.542534722222221,0.22681039224809785,1.5704626168087823,90.89260390355668,0.20137238067283506,263.81297509719633,0.15097551587753716,43330.66002600429,4.289452825558928,0.23683626905456334,0.206631248331978,0.27717283205536397,0.2611049931470815,0.3048449223151381,101.29507626509098
41,41,70.881,10.1279,48,11.1844,0,137,126,3,128,3,1.00294,69.66887,0.0,0.0,9.10714,8.486,8.33163,0.0,0.0,131.0,66.84313,0.0,0.31,1.892,-1.0,2.063944,0.26143532983874157,95.69057478606284,0.19969016900124667,14.287176249939717,64706.67938853739,0.1623857884365298,0.2152169493697888,11.540557484567902,0.22655986629484032,1.7737439550692404,90.90525195307437,0.20212877739390497,263.61627252511073,0.15078846328933201,43417.65955947495,4.433165720022558,0.23651899331093354,0.2063422902200942,0.2771557824590548,0.2613749496379508,0.3043933969031044,101.3005067164145
42,42,70.9285,9.6722,48,12.04,0,137,125,3,128,3,0.99824,69.71287,0.0,0.0,9.10714,8.504,8.74421,0.0,0.0,131.0,66.82876,0.0,0.31,1.792,-1.0,2.048395,0.26143532983874684,95.69442021795682,0.1985214717441629,14.300460627049574,64760.59380503744,0.1620361853266191,0.21591754098095992,11.705825617283951,0.22631840203140946,1.5049801870082424,90.95967286304457,0.20307239435344124,263.4130988787273,0.1508710024980929,43629.13781804504,4.548374039623499,0.23617736896722394,0.20588872536140457,0.2771962922998853,0.26161012574420145,0.3039190905171381,102.17046955509947
43,43,70.9896,9.45886,48,11.24,0,137,126,3,128,3,0.99389,69.76838,0.0,0.0,9.42857,8.532,8.3479,0.0,0.0,132.0,66.82588,0.0,0.3,1.757,-1.0,2.0192,0.26143532983874035,95.68451673875705,0.19730995899739448,14.285356121298706,64729.01027458707,0.16166203617151034,0.21648134178753403,11.902536651234568,0.22621078672751277,1.2814871969290351,90.88577285486937,0.20394376286827023,263.2075458956849,0.1508741198784236,43814.29348763415,4.468402440511639,0.23591492789597468,0.2055822755749549,0.2771557824590548,0.26172363104875823,0.30354834132536895,100.95352283135917
44,44,70.8414,9.55144,48,11.6156,0,137,125,3,128,3,0.99608,69.62127,0.0,0.0,8.96429,8.5,8.15954,0.0,0.0,132.0,66.81222,0.0,0.31,1.72,-1.0,2.022649,0.2614353298387418,95.70909825310221,0.19608465423789814,14.333416220582562,64715.77297385214,0.16120851666470554,0.2171608904233966,11.971354166666666,0.2264511048316229,1.3568959642729375,90.88530102659017,0.20457306638619335,263.0004205371413,0.15072680729782947,43446.722120876155,4.4016022864131195,0.23572873022924296,0.20553740213024943,0.2772998174486742,0.26188093375575316,0.3033187513420368,101.1005481751546
