,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.5,cubcol.1.0,cubcol.0,cubcol.0.3,noise,cubrow.0.3,tone,movement,blur,cubcol.0.6,cubrow.0.6,saturation,uhdhdsim,staticness,fft,cubrow.0,contrast,cubrow.1.0,cubrow.0.5,blockiness,temporal,color_fulness
11,211,58.7261,16.1075,87,20.8895,0,99,124,33,128,25,0.99234,66.11789,0.0,0.0,0.0,4.331,14.02611,0.0,0.0,139.0,37.52945,0.00804,1.98,1.322,-1.0,0.0,0.20670900841673262,0.10843328224089616,0.2048660679800323,0.1892311618774651,2.0716832227072977,0.14368070404143926,0.5136580392156863,4.612606095679013,20618.010434024178,0.20023161226097963,0.143384335437311,28.9314916163315,82.99665932553279,241.58274786238206,71905.27146417383,0.26653483125659855,91.95907945796074,0.1254626738796816,0.18819053018616627,3.570146814554061,6.25852597474383,150.17217913226915
12,212,58.799,16.0128,87,21.4989,0,99,124,32,128,25,0.98131,66.15751,0.0,0.0,0.0,4.331,13.84515,0.0,0.0,139.0,37.57334,0.00726,1.97,1.373,-1.0,1e-06,0.20588004854126157,0.10803743337883996,0.20728200815655706,0.18905717537455516,2.074335841471568,0.1454765218624029,0.5142235294117647,4.082851080246914,20736.98419110028,0.19829743966971522,0.14513265891082994,28.86621319806134,82.99291563003321,240.47702666630875,72004.21609534853,0.2690738675903497,91.77212422573957,0.12557427901936133,0.18981656712192077,3.3503865520345415,6.086480244734827,150.14281577054447
13,213,58.8902,16.1817,87,20.4334,0,99,124,32,128,25,0.98311,66.23077,0.0,0.0,0.07143,4.336,13.76275,0.0,0.0,139.0,37.64056,0.00761,1.97,1.29,-1.0,1e-06,0.2052716095263128,0.10765812469529444,0.2116703264069053,0.18921798887392718,2.0688713855566774,0.146789731294765,0.5142086274509805,3.782069830246914,20887.43358148217,0.19689557676434583,0.14668127071378947,28.810233222113713,82.97832259932338,239.4445428342387,72164.84758425692,0.2710042497885201,92.81041944382217,0.1259367983241085,0.19154753675127667,4.312264580342767,6.027306422516227,150.15398603627494
14,214,58.7563,16.3023,87,21.5124,0,99,124,32,128,25,0.98728,66.09873,0.0,0.0,0.0,4.359,13.90559,0.0,0.0,139.0,37.67519,0.00802,1.97,1.238,-1.0,4e-06,0.20525032605508062,0.10663389563510157,0.2146606327540313,0.18984346166730343,2.0716832227073065,0.1477673260963692,0.5147662745098038,3.4801793981481484,20565.300209275203,0.19601873353973687,0.14820613646078407,28.756958572952833,83.01816667562251,238.46757156189656,71903.28826509224,0.27175395854682927,92.7898802278669,0.12728741620128856,0.1934039644161211,3.5897102291559198,6.1121022581131355,150.18996938292744
15,215,58.6773,15.5965,87,21.6714,0,99,124,32,128,25,0.99092,65.95559,0.0,0.0,0.14286,4.378,14.01677,0.0,0.0,139.0,37.70016,0.00782,1.98,1.359,-1.0,4e-06,0.2052520267219614,0.10573763865482011,0.21534052463248063,0.1911539966202514,2.0688713855566694,0.14920902006514428,0.5150298039215686,4.582561728395062,20566.41374024613,0.19490240355311722,0.14978859063509684,28.78990983374325,83.01960509582477,237.5200587415115,72121.41622811061,0.27296361399389646,93.00735169472098,0.12750608635862803,0.1949757889213294,4.056589213527107,6.185250141735872,149.8435394841769
16,216,58.6645,15.1341,87,21.6256,0,99,124,32,128,25,0.99122,65.90324,0.0,0.0,0.03571,4.313,13.41043,0.0,0.0,139.0,37.68912,0.00778,1.98,1.333,0.12834,3e-06,0.20491109975071747,0.10523848537421382,0.21596562836481062,0.19361918006123635,2.073306637643135,0.15096361224571866,0.5145360784313726,4.668258101851852,20620.324745335798,0.19417674684336816,0.15133715565802286,28.69768684293017,82.9485589427845,236.60746923274314,72081.97136924167,0.2739879994505318,93.42091336018488,0.12776467064734703,0.19635899568766574,3.2480718018097408,5.958519689199162,149.66320084166432
17,217,58.5518,15.0748,87,19.4119,0,99,124,32,128,25,0.98237,65.78045,0.0,0.0,0.10714,4.315,13.01347,0.0,0.0,139.0,37.77434,0.00806,1.97,1.29,-1.0,3e-06,0.2036482965113832,0.1039424566283,0.21839189690421365,0.1959750509920213,2.0765534675147985,0.15259619865108112,0.5150122941176435,4.0639467592592595,20618.400158137134,0.19351544250063057,0.15256337813049609,28.715173226815683,82.96305819252157,235.84496722676766,72367.42394199168,0.27447560437609175,92.55882642648355,0.12864963313117564,0.19808022942202427,3.5672045460383655,5.781423379115237,149.4800412164845
18,218,58.7459,15.1524,87,20.45,0,99,124,32,128,25,0.98252,65.90699,0.0,0.0,0.0,4.293,12.96491,0.0,0.0,139.0,37.84844,0.00799,1.99,1.288,-1.0,3e-06,0.202963742703131,0.1017864726791549,0.2192225606753357,0.19570850378913415,2.0743358414715676,0.1548827615612483,0.5156372549019608,3.515432098765432,20969.233804976768,0.19290235744748252,0.15405448781852465,28.626291157286843,82.95755832463456,235.17188877880247,72379.28552589864,0.27483321918923703,93.39747214166158,0.1283388937832663,0.2002491017447056,2.7116890850150397,5.347353428524957,149.43258912070763
19,219,58.9,15.0502,87,18.3537,0,99,124,32,128,25,0.98679,66.03386,0.0,0.0,0.0,4.308,13.02638,0.0,0.0,139.0,37.8958,0.00766,2.0,1.259,-1.0,3e-06,0.20249640958856963,0.10057795693148239,0.2210240588710371,0.19501750071540574,2.0676829633418836,0.15655830754718694,0.5153474509803921,3.3049768518518516,21365.049668208183,0.1925173416469145,0.15488822688233495,28.573010856722608,82.95185083386853,234.57688335820862,72402.84092862345,0.27529896417430944,93.2106302114802,0.12881519795764804,0.2018778137953624,3.9859426231145427,5.511457374478124,149.69251911409822
20,220,58.9237,14.5355,87,18.8447,0,100,124,32,128,25,0.98569,66.03557,0.0,0.0,0.0,4.294,12.93729,0.0,0.0,139.0,37.87477,0.00801,1.95,1.326,-1.0,4e-06,0.20226224653233177,0.09995389708155615,0.2242858537178464,0.19474201970810293,2.0826121345370923,0.15837359273880988,0.5152807843137255,4.054157021604938,21615.014206411506,0.19234724071862408,0.15576594665209312,28.477955759307484,82.97146127474129,234.03633917896846,72555.48104017327,0.2756227182691999,93.15567268696856,0.12908787856118994,0.20400398301161685,3.9515302746353873,5.338568334019514,149.53035737790245
21,221,58.9817,14.6498,87,17.6184,0,100,124,32,128,25,0.98672,66.10132,0.0,0.0,0.0,4.291,12.49044,0.0,0.0,139.0,37.83292,0.00828,1.97,1.332,-1.0,3e-06,0.2018594457387451,0.09929232564705505,0.22877571395621527,0.19485888658151296,2.0777418897295976,0.15970618512405546,0.5142305882352942,3.8832465277777777,21691.24726745919,0.19200881106923665,0.1562332412558761,28.57002295976804,82.9508086701115,233.5417262959007,72617.74067289996,0.2765924588856942,93.39775716918993,0.12895383433806173,0.20561827846085085,4.0873866317338186,5.4179626298676125,149.9189504707336
22,222,59.0757,14.1212,87,17.5129,0,100,124,32,128,25,0.99203,66.18739,0.0,0.0,0.0,4.282,12.58866,0.0,0.0,139.0,37.8202,0.00802,1.97,1.324,-1.0,2e-06,0.20166410085787986,0.09924311974979287,0.2331826372649694,0.1953648747000284,2.0755242636863636,0.1610434802806385,0.513643137254902,3.6572145061728394,21948.53894162246,0.19107342929159554,0.15676501470133467,28.576667691454478,82.93105658012158,233.06706988330043,72803.33660359327,0.2771758177476175,93.31066754396099,0.12846423377505786,0.20766735047547635,4.006736365905857,5.297735459293563,149.96444692061993
23,223,58.9412,13.6819,87,17.4425,0,100,124,32,128,25,0.98303,66.03183,0.0,0.0,0.0,4.336,12.12917,0.0,0.0,140.0,37.80317,0.00853,1.97,1.328,-1.0,0.0,0.20163753622105338,0.09994746827176984,0.23664761188821873,0.19427363479109988,2.0759592564073994,0.16244275400365335,0.5127941176470588,3.587914737654321,21796.199709835906,0.1900116100410009,0.15745415207504454,28.585421150113326,82.9269075919425,232.61408679087145,72965.94728533337,0.2778067298651212,92.25688252086223,0.12806073728177297,0.20974162507183425,3.553989035545611,5.194239573103878,149.97477890229803
24,224,58.8841,13.2797,86,16.1919,0,100,124,32,128,25,0.98402,65.94818,0.0,0.0,0.0,4.305,11.7505,0.0,0.0,140.0,37.76749,0.0077,1.96,1.35,0.12873,1e-06,0.20193400711582463,0.09948322714115548,0.23987824367138716,0.19273696501954132,2.0854239716877183,0.16352557231649098,0.5125262745098039,3.4363908179012346,21594.948909054492,0.18931602280603413,0.15820306657492628,28.56973398467641,82.9246592605084,232.19080553066578,72858.30371590714,0.2785890215947454,92.12310375717891,0.1281340775136017,0.21157909272337327,4.208366771369161,5.211523236116905,149.9635274830515
25,225,59.0745,12.8976,86,15.6486,0,100,124,32,128,25,0.99052,66.07096,0.0,0.0,0.0,4.283,11.40827,0.0,0.0,140.0,37.75359,0.00825,1.96,1.403,-1.0,0.0,0.20216987965618122,0.09951327063988324,0.2440454427859225,0.19134985779191083,2.0799595157728246,0.1647777375666957,0.5117932549019607,3.9286265432098766,21956.01321445972,0.18886366823092424,0.15917293244112413,28.62290973427855,82.89216227617194,231.78602019472993,72809.10302344535,0.2791857168115397,93.01601639079625,0.12769942247640767,0.2132471690129855,3.2874697682680805,4.920791649503048,150.109621410361
26,226,58.8951,12.3591,86,15.1456,0,100,124,32,128,25,0.98528,65.91822,0.0,0.0,0.0,4.292,11.07852,0.0,0.0,140.0,37.75595,0.00796,1.98,1.433,-1.0,4e-06,0.20218804315181066,0.09964663152673268,0.24762149755246934,0.19023573621280152,2.077147678622198,0.16591256675300647,0.5121988235294118,3.884355709876543,21622.445179646966,0.1885321201378626,0.16007931044887472,28.575413456669562,82.9329294978406,231.39048761304971,72878.22973137308,0.2805375005670343,93.40508261623829,0.12794614737620716,0.21416886576726177,3.271359022847362,5.216827764443476,149.98580589667407
27,227,58.8484,11.6604,86,14.7916,0,100,124,32,128,25,0.98056,65.86626,0.0,0.0,0.0,4.281,10.61505,0.0,0.0,139.0,37.78736,0.00811,1.97,1.483,-1.0,2e-06,0.20247047009896882,0.09965994741180419,0.25032550244281354,0.18947587346826988,2.077741889729592,0.16689213029917935,0.511663137254902,3.600742669753086,21564.825793990993,0.18833769134216752,0.16128896107574572,28.58926222059462,82.91657164329847,231.05587586445697,72899.50690889441,0.2818136670885481,92.91384529862168,0.12772928324954658,0.21535786063457382,4.129194948540917,5.058441715971293,150.05070570298395
28,228,58.8798,10.8257,86,13.655,0,100,124,32,128,25,0.97674,65.89078,0.0,0.0,0.03571,4.273,10.00779,0.0,0.0,139.0,37.73193,0.00784,1.97,1.407,-1.0,1e-06,0.20270479968979047,0.09968754679454202,0.2533338507326123,0.1890569210739956,2.0832063456444936,0.16777431197400003,0.5108760784313725,3.27319637345679,21582.632737346215,0.18811602655249537,0.16245250251958768,28.617710443190585,82.888688054823,230.75963355974184,73015.67118914051,0.28316894341013343,92.43600036620703,0.12784028364487654,0.21592134242828107,4.161459953749455,4.8213403184761585,149.90175232039869
29,229,58.8623,10.1332,86,13.0754,0,100,124,32,128,24,0.97849,65.86754,0.0,0.0,0.0,4.211,9.29603,0.0,0.0,139.0,37.72344,0.00828,1.96,1.449,-1.0,1e-06,0.20303788573562329,0.09963579735473316,0.25611168134089757,0.18890768565708213,2.093700264753251,0.16860557276299562,0.5105619607843138,3.006221064814815,21655.31035617967,0.18797584009903465,0.16347719961593496,28.628745938524787,82.86891504163606,230.5052886916486,73065.95891298012,0.2843347798675535,93.0948836914581,0.1279329449066797,0.21627859338746558,4.408276274110709,4.8268984876184895,150.02580135527523
30,230,58.646,9.48044,86,12.4936,0,100,124,32,128,24,0.98004,65.7123,0.0,0.0,0.07143,4.21,8.707,0.0,0.0,139.0,37.73557,0.00811,1.96,1.476,-1.0,1e-06,0.20335944594785021,0.09807186527162377,0.2582615253977124,0.1889204848924131,2.0826121345370914,0.16950505531909055,0.5105619607843138,2.966290509259259,21095.82704781327,0.18786696444418957,0.1646777272656046,28.532582412531347,82.8789729091527,230.2594546056577,73154.13485148657,0.2852750213526668,93.2484118633996,0.1282473283204987,0.21643517282432814,4.398309419118443,4.6273689156231885,149.96577013697575
31,231,58.6597,8.2919,86,11.8286,0,100,124,32,128,24,0.98566,65.72041,0.0,0.0,0.03571,4.164,8.14109,0.0,0.0,138.0,37.72021,0.00792,1.97,1.331,-1.0,0.0,0.2037218121288829,0.09710506583086301,0.26016983943797833,0.1889480766351656,2.0892650126667838,0.1701900367663092,0.5105470588235295,2.4383680555555554,21005.961683727073,0.1876353679686615,0.16573271416725932,28.769665941779998,82.84686601680724,230.07713877541866,72854.50806238591,0.2861654966559452,93.45700329780412,0.1283413870631735,0.2168039642088983,4.551053192441806,4.8792252450332265,150.01289878659173
32,232,58.753,8.13529,86,10.7151,0,100,124,32,128,24,0.98467,65.85533,0.0,0.0,0.07143,4.19,7.11778,0.0,0.0,138.0,37.78804,0.00816,1.97,1.578,0.12847,1e-06,0.20403438064220414,0.09606845120178398,0.26149099934086373,0.18943071160800432,2.087641597730951,0.17105191251844007,0.5108227450980394,2.1875,21084.514655124745,0.18747441740383272,0.16678114711163555,28.656112482518324,82.81590106410349,229.91479958243676,72720.22491967301,0.28697301898341204,93.26838952602932,0.12852630932146936,0.2173390396032576,3.504784379753641,4.5295231206342335,150.29560143102668
33,233,58.8328,8.18754,87,10.7041,0,100,124,32,128,24,0.98696,66.02982,0.0,0.0,0.10714,4.224,6.97515,0.0,0.0,138.0,37.90902,0.00809,1.98,1.591,-1.0,0.0,0.2045273911148512,0.09525246751025791,0.2632479447625597,0.18990729796393804,2.0997589317755376,0.17183388036796576,0.5110898039215688,2.0208815586419755,21142.122553056164,0.1873674251139814,0.16777997226293603,28.735210089035977,82.78039172455385,229.77029128369054,73042.2969720553,0.2880385007972536,93.25448371121577,0.1280162656366832,0.21794351003462187,3.739168285911718,4.4585495577542495,150.09232281297426
34,234,58.9628,7.0747,87,9.75833,0,100,124,32,128,24,0.98437,66.20053,0.0,0.0,0.25,4.182,7.01905,0.0,0.0,140.0,37.95812,0.00802,1.96,1.435,-1.0,1e-06,0.20520689414602494,0.09450519372736298,0.2656362657490472,0.19108793408293898,2.0937002647532474,0.17262709476344254,0.5100419607843139,1.9104456018518519,21344.638188523066,0.18727884913402285,0.16890310864515617,28.689292813524787,82.77144474162662,229.6620963716512,72956.14567330731,0.28899491488913076,93.22921767797267,0.12790492796230166,0.21880320746938456,4.397173989565064,4.290011217334515,150.22627652693413
35,235,58.964,6.30997,87,9.10229,0,100,124,32,128,24,0.98301,66.2525,0.0,0.0,0.42857,4.228,6.05652,0.0,0.0,140.0,37.90308,0.00819,1.97,1.498,-1.0,1e-06,0.205953476319293,0.09387091616054517,0.2673785804911219,0.19247952429707546,2.101976557818769,0.17346868654290507,0.5094764705882354,1.8751929012345678,21360.840082126077,0.18719024805739226,0.16984347294053573,28.70384461202739,82.77436930195414,229.55809838045127,72784.46934666441,0.2899218956425368,93.43279106433197,0.12796302583217387,0.2196859557165491,4.626440950157632,4.206441119793563,149.94693569916564
36,236,59.0349,5.31233,87,8.48897,0,100,124,32,128,24,0.98351,66.32408,0.0,0.0,0.17857,4.224,5.39969,0.0,0.0,140.0,37.90355,0.00829,1.98,1.65,-1.0,1e-06,0.20669535940461944,0.09340805566234585,0.2688296785900567,0.1938089580729632,2.102570768926167,0.17416965721283917,0.5094764705882354,1.7912808641975309,21427.90757015104,0.1871563784400206,0.17068261690602166,28.70231873312114,82.78247462422715,229.47317685653348,73036.21221681018,0.2910180709028398,92.4956166720594,0.12803018066775596,0.22044028453027842,4.225835999599939,4.342531637019875,149.87772458222994
37,237,58.9457,4.83053,87,7.72949,0,100,124,32,128,24,0.98039,66.23413,0.0,0.0,0.21429,4.207,4.53862,0.0,0.0,140.0,37.89819,0.00777,1.98,1.581,-1.0,0.0,0.20727078721136405,0.0935640540900387,0.27058715039501835,0.1960687074413649,2.101382346711373,0.17474605238798,0.5094764705882354,1.6475694444444444,21302.11260078249,0.18717093018362876,0.17138356119624937,28.763345789026328,82.78113736793998,229.41445734213852,72695.84094560565,0.2924785914097841,93.30350660519463,0.1283061654095546,0.2211863214453518,4.257336127279725,4.50486198536666,149.96061280952375
38,238,58.9396,4.50367,87,7.39684,0,100,124,32,128,24,0.98085,66.23778,0.0,0.0,0.07143,4.2,4.13024,0.0,0.0,140.0,37.90698,0.00779,1.97,1.561,-1.0,0.0,0.2079020270893662,0.0940479605792033,0.2728235759031928,0.1982215341966215,2.112035484206488,0.175251893536703,0.5094764705882354,1.6058063271604939,21359.623027077843,0.18720376268524327,0.17200150305747477,28.7756189416956,82.76095898127365,229.3719991556318,73032.11903783101,0.2938531375104081,93.39723603855433,0.1285142941645678,0.22206655475860174,4.002764899029176,4.26862154787485,149.82442257353603
39,239,58.9021,,87,7.55082,0,100,124,32,128,24,0.98554,66.20087,0.0,0.0,0.25,4.212,3.84379,0.0,0.0,140.0,37.90544,0.00803,1.96,1.422,-1.0,0.0,0.20850577303499618,0.0945044779999594,0.27528942341572943,0.19991021987087065,2.1058175987978296,0.17571645958351378,0.509506274509804,1.476658950617284,21273.318382154972,0.18721071810672263,0.1726605956031239,28.791420830620662,82.77861207380907,229.33189403571802,72987.55607352049,0.29532867629617726,91.73989491452502,0.12876285382035063,0.22289295452620175,3.850145965733848,4.225441138669195,149.93296828688705
