,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,movement,noise,cubcol.0.5,temporal,cubrow.0.3,tone,color_fulness,blur,fft,contrast,cubcol.0,cubrow.0,staticness,blockiness,cubcol.1.0,cubcol.0.6,uhdhdsim,cubrow.0.5,cubrow.1.0,cubcol.0.3,cubrow.0.6
10,210,35.2075,16.2696,18,14.3861,0,120,117,5,136,8,0.9925,33.32403,0.0,0.0,8.71429,8.699,13.87185,0.0,0.0,104.0,31.88907,1e-05,0.29,5.894,-1.0,4.161542,49.28711559154369,5.508487654320987,0.20793653046654173,0.11953798761053713,4.082066287420761,0.17535012089827498,0.47594941176470584,80.23910694294389,7711.887075580078,62111.29728410026,85.3965909680251,0.0738173456582699,0.05935519743493864,489.4642794448791,0.9919984462071371,0.04602301380545465,0.04713702342779247,100.83576037607651,0.10847760113346339,0.022183205293452003,0.0536971075783561,0.12026701866451903
11,211,35.2758,16.6057,18,14.4012,0,120,117,5,136,8,1.00074,33.41293,0.0,0.0,6.03571,8.628,13.98992,0.0,0.0,104.0,31.68456,0.0,0.29,7.055,-1.0,4.272,49.30219108675733,6.084780092592593,0.2079365304665405,0.11779836604540342,4.112685118477326,0.17625316851812656,0.4698345098039216,79.43959598070737,7673.079277977587,62084.53723165968,88.74942014075059,0.07160364228206524,0.059668119803658416,486.2943734335803,1.5240843478061892,0.04613912053307969,0.04722447273864777,100.82553564305995,0.1071226512670042,0.022278767445066655,0.05387491747162771,0.12357960242189496
12,212,35.7635,16.8259,18,14.3464,0,120,117,5,136,8,0.99845,33.85192,0.0,0.0,8.03571,8.672,14.28745,0.0,0.0,105.0,31.55988,0.0,0.29,7.591,-1.0,4.257117,49.40682116849923,5.587046682098766,0.2057189044233141,0.11641778285917441,4.05618611520516,0.17717928521705406,0.4698938235294118,78.69269620575183,8012.092981545721,62094.3269355089,89.42526811331288,0.07089271521432154,0.05982579686504001,483.4304858713656,1.2302403457150615,0.04624610077046264,0.047387113438505685,100.73842258917885,0.10631858788504613,0.02234108000897287,0.05403507223113092,0.1238003076817602
13,213,36.3134,16.5283,18,13.9103,0,120,117,5,136,8,0.99933,34.33666,0.0,0.0,8.82143,8.548,14.47494,0.0,0.0,105.0,31.4199,0.0,0.29,6.572,-1.0,4.278504,49.40997615861304,4.762345679012346,0.20187786344424166,0.11565849276081322,4.013522807059662,0.17821870979905707,0.4673483333333333,78.59771069418971,8318.607830490422,62050.99047937635,88.73948454896295,0.06951127395847499,0.05979483530532236,480.7204831249965,1.052377735987431,0.04637330326935548,0.0475773620212168,100.6855317293161,0.10687415401547716,0.02235950266995546,0.05414849618746668,0.1248791271305612
14,214,36.6078,16.9055,18,14.8648,0,120,117,4,136,7,1.00284,34.55631,0.0,0.0,8.89286,8.449,14.2075,0.0,0.0,110.0,31.50133,1e-05,0.29,5.21,-1.0,4.382641,49.408222904911746,4.63208912037037,0.19966023740101915,0.11530758219018974,4.074929466177419,0.17929875850434152,0.46733333333333343,78.91186125658555,8509.53714884259,62015.773072315234,88.87428762766991,0.06855234747590497,0.05947474095299623,478.3251848787737,1.0403695153312413,0.04650739126997601,0.047752269547139445,100.67361814176259,0.10787265137584505,0.022384444912722918,0.05425421489520714,0.12783586966056074
15,215,36.3126,17.4106,18,14.3643,0,120,117,5,136,7,1.00579,34.29498,0.0,0.0,8.5,8.483,14.5301,0.0,0.0,116.0,31.6617,0.0,0.29,4.65,-1.0,4.242131,49.36032085654176,5.77662037037037,0.19966023740102545,0.11516435595075127,4.111130564111884,0.180085832065229,0.46761803921568634,79.70388057291781,8309.095281633668,61873.935839009835,87.53545519501724,0.06675836684414983,0.05921594218320966,476.33613464623295,1.4570631832405825,0.04665213134319116,0.048109363705190665,100.72697981892512,0.10795977430182092,0.022363271175009792,0.05436981826855306,0.12900692735608713
16,216,36.0502,17.3501,18,13.2523,0,120,117,5,136,7,0.99868,34.07397,0.0,0.0,9.71429,8.475,14.96364,0.0,0.0,117.0,31.50666,0.0,0.29,4.967,0.60314,4.162184,49.43507573634018,6.5169753086419755,0.2018778634442503,0.11532596309465638,4.206565814949781,0.18090129921623788,0.4643800000000001,79.70131994859675,8203.27885286696,61923.94725246672,87.8435353899411,0.06574692901359533,0.05912352793283512,474.73725016931405,1.2005595367451232,0.04676532399689467,0.048480726062961194,100.77100354527828,0.10827963511173805,0.02224974991702829,0.05446765612257413,0.13002131615762164
17,217,35.7319,17.0451,17,14.4972,0,120,117,5,136,7,0.99358,33.78767,0.0,0.0,6.71429,8.409,14.90836,0.0,0.0,113.0,31.42402,0.0,0.29,4.484,-1.0,4.166166,49.456254182038485,6.875385802469136,0.19966023740102098,0.11575840279671465,4.277825032056223,0.18143304667998525,0.46284627450980403,79.32676081357141,8053.434586969816,61955.01012876988,90.18276389062896,0.06460611167524864,0.05937377996125202,473.34857308557764,1.364323780278842,0.046863600448802854,0.04882334353107231,100.83287195082019,0.10837028795820652,0.022250730019278166,0.054636261797946145,0.13125553535585607
18,218,35.3555,16.8663,17,14.1177,0,120,117,5,136,7,0.9929,33.47026,0.0,0.0,7.5,8.474,14.64596,0.0,0.0,113.0,31.55053,0.0,0.29,5.83,-1.0,4.229884,49.580982161156925,6.9476755401234565,0.1996602374010221,0.11594076783751502,4.257121601503734,0.18191313775080534,0.4613513725490197,79.07707144614812,7776.6638194181905,61864.74956144803,85.38758413417612,0.06339125050043508,0.05973551286890113,472.05292209753657,0.9528029780576746,0.04694542361477779,0.04918121843657908,100.89104594490473,0.10924814156457675,0.022262180302787034,0.05478718989848321,0.13246337730965166
19,219,34.5614,16.3984,17,14.9026,0,120,117,4,136,7,0.99166,32.77233,0.0,0.0,10.35714,8.538,14.49675,0.0,0.0,115.0,31.56685,0.0,0.29,5.731,-1.0,4.268216,49.69540273407359,6.780189043209877,0.19966023740101912,0.11617980068105131,4.2794074201691,0.18226833121354322,0.4608890196078431,79.12753334157755,7308.180660770563,61814.2736464,87.5484782985329,0.06194631270555713,0.059893079646061685,470.86702176902816,0.9260430478971416,0.04702501484609239,0.049543498632489275,100.99401005779544,0.10995413436302137,0.022314971206408508,0.05507506947915973,0.13373343832735723
20,220,33.0971,15.959,17,14.2328,0,120,117,4,136,7,0.99547,31.44696,0.0,0.0,10.07143,8.597,14.09266,0.0,0.0,115.0,31.53565,0.0,0.29,5.682,-1.0,4.241546,49.80668941544898,7.820746527777778,0.1996602374010199,0.11613368979657104,4.285383019007608,0.1825639780814943,0.46033843137254915,78.63059842349496,6443.623328598678,61689.08013626786,87.87081602185388,0.06073546041052172,0.05981487574140761,469.7520449433381,1.2006284170110577,0.04714394172879612,0.04973638667253656,101.2188008413775,0.11013088900528559,0.022331973680617963,0.055414371549492275,0.135404157346992
21,221,32.4555,15.9825,16,14.3432,0,119,117,4,137,7,0.99164,30.86317,0.0,0.0,10.46429,8.685,13.71605,0.0,0.0,112.0,31.52355,0.0,0.29,4.218,-1.0,4.265917,49.95769321771316,7.998505015432099,0.19966023740102012,0.11615668190556419,4.264344475902056,0.182606774573604,0.4603313725490197,78.1352696221299,6081.101311373793,61542.573964727,86.95051632432842,0.05938719984838791,0.05953018245541166,468.6276187868341,1.196658590918917,0.0472380876065659,0.04990777329748644,101.32471352610018,0.11048089295746959,0.02232210475072929,0.05563852681555915,0.13686999419287538
22,222,32.6941,15.8588,17,14.8222,0,119,117,4,137,7,1.00342,31.07518,0.0,0.0,12.42857,8.673,13.73323,0.0,0.0,109.0,31.59426,0.0,0.29,4.52,-1.0,4.174797,49.9822775758343,8.162037037037036,0.19966023740102115,0.11566674665900499,4.260983466175694,0.18264989826248557,0.46191764705882354,78.01332957544078,6174.156170801842,61628.2882735458,87.06558429108715,0.058304251609611016,0.05918793883174121,467.5105283959399,1.227931776927669,0.047373404333388984,0.050010969337261346,101.28520030865286,0.11086315450921062,0.022259014007028913,0.056104172132927906,0.13706080160647094
23,223,33.2784,15.5541,17,14.7635,0,119,117,5,137,7,1.00096,31.62941,0.0,0.0,12.96429,8.695,13.6268,0.0,0.0,113.0,31.7227,0.0,0.29,5.039,-1.0,4.17621,49.9458768868152,8.392264660493828,0.19966023740102026,0.11548982632636647,4.269225664742,0.18239780186337076,0.4638372549019608,77.9787191893536,6427.824027737527,61765.28270752092,84.81777834924694,0.05735800972926043,0.05913048859337737,466.35951850975766,1.0690516652438498,0.047538625320379634,0.04979533686319732,101.18623435116243,0.11159704144364067,0.02222926900339894,0.056431301010998636,0.13692389484834733
24,224,33.6548,15.4764,17,12.7276,0,119,117,5,136,7,1.01304,31.98356,0.0,0.0,6.96429,8.693,13.36484,0.0,0.0,118.0,31.82859,0.0,0.29,4.759,0.59336,4.202623,49.982082225658274,8.569155092592593,0.20187786344425115,0.11508664180806487,4.292947938907813,0.18198041110849095,0.46493952941176464,78.47945933255895,6687.447399586329,61777.074435214425,87.53374896884328,0.05642745984570688,0.05936297751976152,465.1731958275575,1.2544088722006517,0.0477201981847477,0.049517201789970426,101.11142188890192,0.11245672674912173,0.022248757507181402,0.05655345787933259,0.13704991162185967
25,225,33.6418,15.4748,17,14.3422,0,119,117,5,136,7,1.00393,31.97277,0.0,0.0,9.42857,8.563,13.2974,0.0,0.0,121.0,31.84057,0.0,0.29,4.853,-1.0,4.252991,49.89379920488523,9.274691358024691,0.19966023740102493,0.11472637131575668,4.356084605500423,0.18175300272944964,0.46181960784313725,79.1521139774605,6704.575871350501,61813.380789010414,86.67401812059506,0.05558087187834102,0.05956147130517575,463.9408745423333,1.3140463611693904,0.047907113681899996,0.04922103902567033,101.10761346232349,0.11417531008478027,0.022263086983135408,0.05661790149830914,0.1375295821925074
26,226,33.7448,15.3492,17,15.0858,0,119,117,5,136,7,1.0079,32.04517,0.0,0.0,12.03571,8.57,13.30096,0.0,0.0,121.0,31.82361,0.0,0.29,5.586,-1.0,4.307838,49.79763134614921,9.307243441358025,0.1996602374010211,0.11452334966253477,4.418770681583256,0.1817245679464398,0.45907450980392156,79.20161548326837,6784.352334104399,61795.61544664282,87.02115579132843,0.05477442292871814,0.059565660564866826,462.62517867486787,1.1233884427088154,0.04810064058051025,0.048961577780416946,101.08463906160233,0.11542748925928148,0.022240637968937334,0.056677693861435126,0.13762629406198537
27,227,33.9867,15.4676,17,14.4815,0,119,117,5,136,7,1.00405,32.23759,0.0,0.0,11.92857,8.5,13.19233,0.0,0.0,121.0,31.78403,0.0,0.29,6.874,-1.0,4.353436,49.79736836751302,9.296682098765432,0.19966023740101924,0.11440308611290043,4.4969021008214565,0.18161873962633523,0.4583819607843137,79.00900005239356,6878.5032978237305,61796.12802776878,87.99638301308765,0.05393973328762091,0.05925651096924694,461.21966882019683,1.1512410513946756,0.048324918919233656,0.04870251350492478,101.04722305951537,0.1161188593724091,0.022241489752945133,0.056753825559446955,0.13774359696912825
28,228,34.0862,15.8146,17,13.8534,0,119,117,5,136,7,0.99009,32.30031,0.0,0.0,11.42857,8.551,13.29951,0.0,0.0,121.0,31.67652,1e-05,0.29,7.656,-1.0,4.292436,49.855045083128374,9.760947145061728,0.1996602374010191,0.11434019449569793,4.557041646580909,0.18129800073653837,0.4542819607843137,78.83271000581125,6898.3703624807085,61646.925898484,88.67641707958155,0.05317735490071629,0.05925096247919349,459.67664156326896,0.8325847042286225,0.048500920694069444,0.048496240015422507,101.02207555215612,0.11759591307060371,0.022297415355934998,0.05681641300375633,0.13823337571928987
29,229,34.0868,15.8902,17,14.9672,0,119,117,5,136,7,0.99528,32.2777,0.0,0.0,14.25,8.659,13.5967,0.0,0.0,122.0,31.59107,0.0,0.29,6.611,-1.0,4.213171,49.82441617235725,10.469666280864198,0.1996602374010159,0.11414056940895863,4.548697376903204,0.1809137711182706,0.45279372549019603,78.34135221721226,6918.91876523182,61778.91761393884,87.56653804846069,0.05252805120001102,0.05925087552745899,457.97476688690523,1.1166936949705395,0.04868963513440661,0.048298419743053475,101.00211865268423,0.11794849646320808,0.02236155421910857,0.056863727657837086,0.1393685218882437
30,230,34.3293,16.0941,17,15.2105,0,120,117,5,136,7,0.99578,32.46783,0.0,0.0,11.75,8.69,13.66239,0.0,0.0,122.0,31.55933,0.0,0.29,5.122,-1.0,4.172638,49.82152190031829,11.401523919753087,0.1996602374010188,0.11366430344502348,4.552282198243927,0.18100807856155982,0.4546558235294117,78.11675133073958,7082.351179911602,61800.891910274724,85.31320105799719,0.05187129826883833,0.059018893679742314,456.1047591824986,1.4838880279089508,0.04884648287859685,0.04813659102959282,100.9396414239095,0.11778749571128808,0.022369919424233647,0.05684905080324122,0.13996438221257856
31,231,34.1802,16.2869,18,16.154,0,120,117,5,136,8,0.99766,32.3609,0.0,0.0,12.46429,8.784,13.84291,0.0,0.0,122.0,31.53788,2e-05,0.29,5.81,-1.0,4.191795,49.67327880859375,12.005883487654321,0.1996602374010166,0.11305245605215376,4.549170555078973,0.181059343793972,0.45655882352941174,77.50633331298675,6870.104423310094,61816.79388577353,87.91571494757072,0.05159613825079339,0.058909656891376,454.0325171306281,1.1492354214267668,0.048989577532900334,0.04792962146089417,100.93251421749852,0.11814404470533499,0.022461978158705865,0.0572106554335783,0.140086059299165
32,232,33.6931,15.8797,17,16.4186,0,120,117,5,136,8,1.00091,31.9337,0.0,0.0,9.67857,8.957,14.01261,0.0,0.0,123.0,31.50281,0.0,0.29,4.829,0.58771,4.231824,49.787055875048225,12.332465277777779,0.19581919642195447,0.11223073695694102,4.5862948134349955,0.18076848834369116,0.45841176470588246,77.26393023631331,6604.150477984905,61766.71574265327,88.81853752271269,0.05120274403426113,0.05883893770937602,451.7849784005174,0.8384689246711576,0.04906922298570348,0.047722565841444256,101.00567637992523,0.1181910206606666,0.022477750660624858,0.05759226950769176,0.13884761026217654
33,233,33.2032,15.6587,17,14.8567,0,120,117,5,136,8,0.99876,31.45231,0.0,0.0,9.07143,9.009,13.66221,0.0,0.0,122.0,31.35304,2e-05,0.29,4.841,-1.0,4.403144,49.67061567895206,12.492573302469136,0.19360157037872705,0.11147708871903016,4.617275832253377,0.18052397307211843,0.4577325490196078,77.28948952746677,6408.022746887326,61780.08675598939,85.57633132426538,0.05088852390908567,0.05849733367243895,449.3428612678104,0.7937347654315546,0.04909783829750629,0.0474872736501571,101.10771395833986,0.11787557364382284,0.022554460646484156,0.05814263252224086,0.13779564476317474
34,234,32.9346,15.6781,17,14.9937,0,120,117,5,136,8,1.00875,31.20209,0.0,0.0,14.42857,9.147,13.46963,0.0,0.0,124.0,31.13388,0.0,0.29,5.459,-1.0,4.500828,49.63541760856723,12.563175154320987,0.1936015703787258,0.111001600068283,4.609638057465395,0.18021432463233447,0.4561043137254902,77.04392913434816,6301.825300799942,61639.56382055066,87.53496234683821,0.05076040996854411,0.05837162080655196,446.75942547472783,0.9892123381396651,0.04909181868159575,0.04730928409952271,101.13144270164898,0.11731214154447941,0.02256313904327953,0.05888957351758864,0.13703114637290204
35,235,32.9116,15.4963,17,14.3174,0,120,117,5,136,7,1.00079,31.11054,0.0,0.0,12.67857,9.02,13.47992,0.0,0.0,124.0,30.96332,2e-05,0.29,6.47,-1.0,4.723027,49.692778222354846,12.768518518518519,0.19138394433549435,0.11039767408499673,4.5957006965179215,0.18009572865381096,0.4559032156862745,76.31486870324272,6296.219320832797,61605.13635772714,89.55029574218071,0.05060619567041579,0.058115367165221476,444.05233136836677,1.56401274038526,0.04895121792791587,0.04709563578950827,101.17716152533318,0.11658892809878794,0.022564755405558346,0.05976264459950113,0.13640828112812112
36,236,33.3136,15.6487,17,14.5625,0,120,116,5,136,8,0.98559,31.46072,0.0,0.0,16.10714,9.051,13.33169,0.0,0.0,123.0,31.05345,2e-05,0.29,6.498,-1.0,4.745557,49.98459069522811,12.795380015432098,0.19138394433549433,0.10952435987459706,4.591865865254079,0.1798784215021624,0.4589474509803923,75.70362124190706,6478.134972543193,61565.64168424488,91.67659697342914,0.05057304721490967,0.05797197606244421,441.28416586888676,1.132568812058332,0.04874151010116119,0.046811355313607625,101.10310859697351,0.11619006173089869,0.022545141591463754,0.06049782849196392,0.13538745081225406
37,237,33.783,15.8575,17,15.3482,0,120,116,5,136,8,1.00171,31.84622,0.0,0.0,15.71429,8.935,13.46716,0.0,0.0,122.0,31.20211,1e-05,0.29,5.84,-1.0,5.002975,50.217524775752324,12.641637731481481,0.18532527731320061,0.10889155725769377,4.585577803412811,0.17981223870786398,0.45974645098039213,75.60079260533483,6565.757233770039,61464.84219889958,87.4146291652667,0.05000172015457924,0.05757319814662308,438.55285671014843,1.2032064535981795,0.04853936263407008,0.046196564296454176,101.06100110614489,0.11571192284709882,0.022548098238727315,0.061621815909760035,0.13403248561038486
38,238,33.6197,15.8939,17,14.5589,0,120,116,5,136,8,1.00452,31.68471,0.0,0.0,15.96429,9.067,13.64893,0.0,0.0,121.0,31.29656,1e-05,0.29,5.648,-1.0,5.10109,50.408283940068,12.672260802469136,0.18532527731320006,0.10813429538909054,4.593911981691061,0.17944583855042648,0.46089686274509817,76.40886394907658,6400.629992233881,61240.73556928494,91.78415426038887,0.04937690761429061,0.05722032579040139,435.8872775878154,0.8850771168834102,0.04832768630155832,0.04565130328408172,101.08716614198853,0.1151419888151157,0.022498956903922347,0.06301057241419522,0.13270906668240504
39,239,33.0779,16.0475,17,14.1806,0,120,116,5,136,7,0.99155,31.19462,0.0,0.0,12.46429,9.201,13.66843,0.0,0.0,120.0,31.32208,0.0,0.29,6.222,-1.0,5.095375,50.57519719630111,13.115065586419753,0.18532527731320014,0.10729463246685553,4.626257336599905,0.1789675991878541,0.46177945098039214,77.31022720413895,5992.801060169403,61220.670091079075,88.64650815243797,0.04880307812452535,0.05685286845092103,433.2120269652062,1.2547885698695047,0.04814840162988659,0.04517432654951211,101.1940021915263,0.1145871195917432,0.022478353663919922,0.06445972032977104,0.13157309595306557
40,240,32.8815,15.9696,16,15.8878,0,120,116,5,136,7,1.00953,31.02519,0.0,0.0,14.46429,9.005,13.78856,0.0,0.0,119.0,31.31492,0.0,0.29,5.229,0.54398,5.023342,50.66699218750001,13.645688657407407,0.18532527731320025,0.10688172661072813,4.64742265415885,0.17858671680142116,0.4631439215686276,77.68463805840602,5894.342495905671,61238.20352880291,87.3547851452212,0.04827061749775755,0.05651655892150173,430.4836195169882,1.218535194683004,0.048034289567177674,0.04471512119786763,101.21307192906247,0.1138859414772357,0.022439481777597966,0.06540314882161097,0.13055147623443752
41,241,32.9177,16.1558,16,15.2938,0,119,116,5,137,7,0.99184,31.0681,0.0,0.0,14.32143,9.045,13.71966,0.0,0.0,117.0,31.35281,0.0,0.29,5.6,-1.0,5.066323,50.781476809654706,14.05251736111111,0.18532527731320006,0.10676139843044515,4.662819456945105,0.17825130814815668,0.46728274509803935,77.53599002544922,5971.148220300299,61210.021258662324,94.67231685748182,0.047752373455567224,0.05612651424451486,427.744122545047,1.55199673791552,0.04796422740243963,0.04424746347858206,101.22405119615598,0.11329662714824895,0.022343388308499353,0.06550509123141954,0.12991523391656012
42,242,32.7108,16.4827,16,14.4797,0,119,116,5,136,7,0.99741,30.9046,0.0,0.0,11.57143,9.036,13.88356,0.0,0.0,118.0,31.34661,0.0,0.29,5.836,-1.0,5.070746,50.88550972644194,14.290123456790123,0.18532527731320025,0.10686433416164672,4.702460163658187,0.17755352974297167,0.46875607843137246,78.13716019894784,5807.533832528685,61237.07133245898,89.44894248648356,0.04724871773802545,0.05580968943661033,425.0194947917645,1.551969575350644,0.047897127330943666,0.04382745320851802,101.28823337904532,0.11358281680208242,0.022273116678110837,0.06506494207094167,0.1291422189147561
43,243,32.587,16.6495,16,15.3674,0,119,116,5,136,7,0.99048,30.80634,0.0,0.0,11.46429,9.067,14.16782,0.0,0.0,119.0,31.32005,0.0,0.29,5.647,-1.0,5.12104,50.95277103376977,14.408034336419753,0.18532527731320048,0.10587441134238637,4.749682819169723,0.17694281463085143,0.46915411764705883,78.65237761388113,5791.373449547212,61202.19152933972,87.1312625541605,0.04674981635405926,0.05543241370873588,422.3228606414827,0.8807608257713425,0.04780623941488537,0.0438786171530546,101.30653063471226,0.11330972594943593,0.02223394185576484,0.06479580874566955,0.12850588348641406
44,244,32.5508,16.6558,16,14.517,0,119,116,5,136,7,1.02121,30.77177,0.0,0.0,9.39286,8.963,14.31214,0.0,0.0,118.0,31.2773,1e-05,0.29,7.018,-1.0,5.12356,50.91576187698929,15.00072337962963,0.18532527731320048,0.10529094887548346,4.781321343506025,0.17647753757368267,0.46650549019607845,79.64765243741793,5843.475326311192,61207.22415514522,90.61232268202002,0.04627597662156574,0.055167938056332425,419.64284245959794,1.1374386868140138,0.04765368829867585,0.044007171033501956,101.3100834476354,0.11297645613785567,0.02214483882229449,0.06455923514903658,0.12797726219900632
