,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,cubcol.0.5,uhdhdsim,cubrow.0.5,cubcol.0.6,movement,cubrow.0.3,color_fulness,staticness,blockiness,fft,cubrow.0.6,cubcol.1.0,cubcol.0.3,blur,saturation,temporal,noise,cubrow.0,cubrow.1.0,cubcol.0,tone
10,210,69.7115,17.8553,49,22.0001,0,133,125,3,129,3,0.99611,69.49463,0.0,0.0,8.46429,8.329,15.48262,0.0,0.0,132.0,64.28093,0.0,0.32,4.027,-1.0,1.046657,92.42067613495017,0.16392758545161532,95.76622025772578,0.220810634830012,0.16114145513797512,9.991898148148149,0.19540201591002912,99.25176886221111,311.855984657326,1.946896381307368,64020.43336591805,0.22791109628763773,0.19889511568954601,0.15340937094325005,40744.665323036636,15.689369672610438,5.638115054775379,0.27192924894750065,0.13203829917841894,0.1576573019750784,0.19361132038152998,0.40772141838985004
11,211,69.7237,18.0337,49,22.1237,0,133,125,3,129,3,1.00326,69.51175,0.0,0.0,8.0,8.378,15.40548,0.0,0.0,132.0,64.24571,0.0,0.32,3.823,-1.0,0.993124,91.23032637006088,0.16222377573355215,95.75702679683467,0.224239262321527,0.1620055367980533,11.648485725308642,0.19719823199940567,99.80734531317837,310.82035976782237,1.7741172056539065,64180.31347563685,0.22608538551953755,0.19802607449944978,0.15107958550954692,40730.166230488816,15.702355655623071,5.631481105638057,0.27577028992656755,0.1310529716694125,0.15723630738649594,0.19202936292958164,0.42488994809688774
12,212,69.5854,17.8043,49,22.3426,0,133,125,3,129,3,1.00374,69.3985,0.0,0.0,7.57143,8.383,15.54907,0.0,0.0,131.0,64.18563,0.0,0.32,4.283,-1.0,0.98697,92.48404077711844,0.1617413522855242,95.77579860913345,0.2249145313774431,0.16127242507020176,11.122926311728396,0.19985166555920242,100.15389894043672,309.7983795722215,1.7096813470940413,64079.655467363584,0.22402813749990608,0.1962530457175071,0.1489495847034986,40423.63591151544,15.724304575978973,5.646292348431015,0.27192924894750997,0.13398556415233062,0.15698273081061642,0.19039567697966853,0.4285875278738931
13,213,69.5817,18.3737,49,21.1953,0,133,125,3,129,3,1.00233,69.39511,0.0,0.0,7.14286,8.348,15.3536,0.0,0.0,132.0,64.14777,0.0,0.32,3.366,-1.0,0.972746,92.34912380869127,0.16033956894905868,95.78149185758143,0.22410417030072063,0.1616966207727629,9.560426311728396,0.20079545525004552,102.18947780384944,308.7330251261329,1.9554828282084147,64013.305556015504,0.2217568334469162,0.1954245562740432,0.1475387165051518,40479.702954829736,15.692039018795814,5.627197173191763,0.2757702899265706,0.13489205693514,0.15707127297781448,0.18856739203687511,0.4339101619961573
14,214,69.509,18.7303,49,23.1751,0,133,125,3,129,3,1.00332,69.30066,0.0,0.0,5.89286,8.421,15.84054,0.0,0.0,131.0,64.10546,0.0,0.32,3.749,-1.0,0.963049,92.59552467601571,0.1597372014840096,95.77473253068833,0.22316592944880537,0.1618531494620697,9.47482638888889,0.20071177043165692,101.89984012482647,307.6740478935834,1.837650641102967,64136.04973400555,0.2196528367014569,0.19429123284227587,0.14557558557006836,40316.00428622703,15.669878170814044,5.68050381156819,0.2719292489475069,0.13552407923075196,0.1573585786235422,0.18824484110031725,0.4466976354571318
15,215,69.3578,18.6084,49,23.2675,0,133,125,3,129,3,1.00374,69.20915,0.0,0.0,6.57143,8.408,16.15515,0.0,0.0,132.0,64.04022,0.0,0.32,3.88,-1.0,0.98177,92.12092684685642,0.15939672688415069,95.78933732213946,0.22354785912170097,0.16142744014265806,10.63233024691358,0.20227051361464873,102.26448612641371,306.58838665233645,1.5265732680271542,64094.94844120762,0.21803973838679788,0.193867293052437,0.1447994947935603,40021.646547460834,15.742004206151138,5.69762738505512,0.27577028992656755,0.13504322470476182,0.15727048044381733,0.1880792731485123,0.45553306273587074
16,216,69.6835,18.9325,49,23.7662,0,133,125,3,129,3,1.00693,69.48432,0.0,0.0,5.92857,8.402,16.0497,0.0,0.0,131.0,63.98458,0.0,0.32,3.725,0.48585,0.987576,91.44254192781257,0.15883082726627443,95.76207646540658,0.22511693758355228,0.1621209890033411,12.339506172839506,0.20388684645488234,102.80225103375167,305.5243654898854,1.250621933807229,64215.39158069829,0.21689926021100142,0.19375675067487866,0.14456804112720784,40661.901356256705,15.71403616446036,5.682641873282129,0.27577028992656677,0.1333917220554539,0.15765968230335556,0.18904731075741688,0.4554207862698962
17,217,69.5686,18.4611,49,23.247,0,133,125,3,129,3,1.00583,69.36403,0.0,0.0,7.39286,8.328,16.33078,0.0,0.0,131.0,63.92248,0.0,0.32,3.528,-1.0,0.969772,91.29775790409509,0.1590526373736932,95.7634458395157,0.22658191214696016,0.16154159710547505,12.250337577160494,0.20411706481138747,103.34935252236356,304.4293162424751,1.553251892024993,64133.697706510095,0.21625829901604823,0.1935681214080488,0.14532822610608856,40512.07272999221,15.750135822060669,5.694787958247725,0.2719292489475092,0.13101785654202283,0.15795647414148692,0.1876716938704365,0.45519669067589386
18,218,69.5808,18.5527,49,23.8813,0,133,125,3,129,3,0.99313,69.38591,0.0,0.0,8.92857,8.358,15.91836,0.0,0.0,131.0,63.87909,0.0,0.32,3.708,-1.0,0.998223,91.39232111456184,0.1587107221091976,95.76446497398727,0.22750977013884524,0.16157566347552774,12.012345679012345,0.20333883072972067,104.03272128204019,303.34923773977476,1.2708392186725828,64207.49120565523,0.2157944384183004,0.19536812161533643,0.14689501889833254,40519.782463378746,15.751741008994019,5.664453331024261,0.27577028992657127,0.128100748649954,0.15803848206735413,0.1865040549560463,0.48631625144175317
19,219,69.5707,18.6599,49,22.398,0,133,125,3,129,3,0.99008,69.3547,0.0,0.0,6.67857,8.368,15.99856,0.0,0.0,129.0,63.79591,0.0,0.32,3.731,-1.0,0.962477,90.47287051213654,0.15873206455570887,95.76508092726098,0.228634463501847,0.162012508735587,11.868586033950617,0.20238409102223118,104.32563803873165,302.2825807805845,1.5540604870660177,64166.6641435536,0.21498937535669616,0.19534479652328818,0.14822808936462964,40583.509576961245,15.742759233639564,5.6817894187683855,0.2757702899265792,0.12581280808114295,0.15837759047613884,0.1858906025145765,0.48603671472510573
20,220,69.6657,18.5173,49,22.5157,0,133,125,3,129,3,0.9983,69.44054,0.0,0.0,6.46429,8.341,16.08895,0.0,0.0,130.0,63.72437,0.0,0.32,4.068,-1.0,0.963872,88.80316334342125,0.15910140001802184,95.77165487797055,0.22934548122260198,0.16110260987159483,13.763744212962964,0.20163041355486094,104.5712231159811,301.19901139403134,1.348282538699438,64259.86744470202,0.21390156403995209,0.19608778905089544,0.1490608946267834,40693.8293676634,15.766674653983412,5.69636403395223,0.275770289926577,0.12382624169928454,0.1595421273541633,0.18640088229030055,0.4897821293840843
21,221,69.5025,18.5723,49,22.32,0,133,125,3,129,3,1.00312,69.29259,0.0,0.0,8.85714,8.371,15.96725,0.0,0.0,130.0,63.65443,0.0,0.32,3.973,-1.0,0.954381,90.3459541727263,0.15940129943566533,95.77758032205088,0.230020667679252,0.16153302849153295,14.27488425925926,0.20032578880037832,105.82974931230655,300.12592876773664,1.142980766089881,64231.34229949017,0.21303292310913743,0.1962379787191817,0.14866847876445446,40340.91834947483,15.757643523039642,5.687725541586879,0.27577028992657443,0.12229677822348976,0.16163155613437716,0.18712119814230205,0.5068762672079966
22,222,69.5697,18.307,49,21.8195,0,133,125,3,129,3,1.00865,69.3524,0.0,0.0,9.07143,8.35,16.01782,0.0,0.0,130.0,63.61256,0.0,0.31,3.696,-1.0,0.923438,90.40353954093341,0.15998850119429386,95.7716131522028,0.2299893882526692,0.1609037360243823,14.35889274691358,0.19848248892602186,105.66892837466384,299.0598298153355,1.5092838681875804,64303.78012691149,0.21243561867395036,0.1957776948057878,0.1475767758509128,40543.478066625576,15.829060872395834,5.6888673711299145,0.2757702899265762,0.12071007050677096,0.16277471352588846,0.18863896088028725,0.5119814694071518
23,223,69.5081,18.0786,49,22.0186,0,133,125,3,129,3,1.0065,69.27958,0.0,0.0,9.75,8.347,15.78616,0.0,0.0,129.0,63.51596,0.0,0.31,3.84,-1.0,0.941882,92.59562342626197,0.16032684693529287,95.79741194641727,0.22984513457631597,0.16048362306885333,14.22559799382716,0.19691127117886892,106.56470507655199,297.98715331920954,1.388846904226904,64276.78681871121,0.21130749569414273,0.19533684351439645,0.14682339738763703,40382.41432870032,15.705497270748939,5.66478260198274,0.2757702899265742,0.11954782540937985,0.16394401696974198,0.18944546727967798,0.5154905831295653
24,224,69.5544,17.8948,49,22.2477,0,132,125,3,129,3,0.99932,69.34367,0.0,0.0,9.64286,8.371,15.59111,0.0,0.0,130.0,63.48532,0.0,0.31,3.692,0.48302,0.961812,92.57069387538394,0.16061156590055145,95.78229489506512,0.22998750334010573,0.16062943226902462,14.833236882716049,0.19530398647238856,106.91012506481371,296.9356144368054,0.9462544648925283,64141.491171860194,0.2100968311642924,0.19456272197055344,0.14583988915820556,40518.888794126055,15.777693948627991,5.659094716406438,0.2779879159697991,0.11785197923321883,0.164389473298069,0.18876995289927942,0.5370743443414069
25,225,69.393,17.8663,49,22.1851,0,132,125,3,129,3,0.99775,69.18156,0.0,0.0,8.67857,8.342,15.43132,0.0,0.0,130.0,63.41575,0.0,0.31,3.586,-1.0,0.898573,92.63171703918626,0.16133192110683275,95.80531359618124,0.23021703183764144,0.16004555137477963,15.769434799382717,0.19322423534344002,107.49517591720043,295.8927623503194,1.0549338280182916,64121.119672311856,0.20918084247057184,0.19452842979429025,0.14536695470374547,40103.39904457948,15.800192562150366,5.6299161472989345,0.28020554201302755,0.11622587691456719,0.16467282206393583,0.1880346237147586,0.5499097577854669
26,226,69.4935,18.1774,49,22.7065,0,132,125,3,129,3,0.9983,69.27635,0.0,0.0,7.89286,8.374,15.40448,0.0,0.0,131.0,63.35488,0.0,0.31,4.382,-1.0,0.949523,92.6805028932083,0.16159210778372743,95.80610664843297,0.23107610795876546,0.15997506060630995,15.867139274691358,0.1913500992908097,107.74976211108734,294.8682945533871,1.1807594745040855,64236.16564883322,0.20821118152081416,0.19391750703577057,0.1452751203122246,40278.42025154268,15.80538601345486,5.6261926604837,0.27577028992658437,0.11484747173547127,0.1652348950974107,0.18755122608564137,0.5674852067358703
27,227,69.234,18.2525,49,22.4521,0,132,125,3,129,3,0.99948,69.01454,0.0,0.0,9.21429,8.365,15.67685,0.0,0.0,131.0,63.25661,0.0,0.31,4.262,-1.0,0.939685,92.08798924526009,0.16261109202919205,95.81839801847855,0.23174410784329333,0.15981188738592106,15.827932098765432,0.189627563113389,108.41689241616407,293.8415442612069,1.33704984934719,64207.39404522811,0.20761490852070244,0.19387717436971905,0.14518753747064428,39890.649867261156,15.780445051781925,5.654235212290461,0.275770289926577,0.11355062334065696,0.1661022470067314,0.18677294410691128,0.571664229281047
28,228,69.3713,17.8081,49,22.219,0,132,125,3,129,3,0.99851,69.142,0.0,0.0,8.35714,8.391,15.73369,0.0,0.0,133.0,63.21576,0.0,0.3,3.681,-1.0,0.955381,92.37483042564094,0.16272903725845625,95.79668680618617,0.232743106815345,0.15932462559659746,15.866319444444445,0.18862301732422626,108.50189790843693,292.84178073696137,1.5417978876786276,64046.98273897441,0.2066468984439934,0.19369903009841294,0.14505406066358148,40088.2549507853,15.794882126796391,5.6645574239210585,0.2779879159697959,0.11206419783716419,0.1668073033903198,0.18518457367877192,0.5981411783652437
29,229,69.1993,18.3618,49,23.047,0,132,125,3,129,3,0.99311,68.96413,0.0,0.0,7.82143,8.38,15.35528,0.0,0.0,131.0,63.12326,0.0,0.3,3.518,-1.0,0.943741,90.27863498988896,0.16287811756635465,95.82457926846375,0.23369843377599506,0.15960499311489917,16.442081404320987,0.18793662219278212,109.78775311705937,291.82306497504953,1.8187632442916126,64012.62785181716,0.20551242963626215,0.19341410367446069,0.14503179251720913,39744.20003151594,15.803972974235627,5.625980524393406,0.2779879159697984,0.11057707547038136,0.1676437694290567,0.1838904150503387,0.6117135935409443
30,230,69.3772,18.2202,49,23.1729,0,132,125,3,129,3,0.99158,69.12986,0.0,0.0,8.64286,8.389,15.82866,0.0,0.0,132.0,63.06848,0.0,0.3,3.59,-1.0,0.936852,89.94988564593972,0.16324436862757333,95.8061229076173,0.2346096810380652,0.1591623674702621,17.10180362654321,0.18760672410765686,109.65458129654141,290.8104667470708,1.3214707293879557,63985.07978113683,0.20472352276667555,0.19333318833746,0.14474336399467608,40167.89102032221,15.78629896375868,5.6674643989598525,0.2779879159697994,0.10924549419087073,0.16781262981303233,0.18196905108655662,0.6746015237923876
31,231,69.211,18.5089,48,22.2619,0,132,125,3,129,3,1.00004,68.95389,0.0,0.0,9.67857,8.394,15.70751,0.0,0.0,134.0,62.96924,0.0,0.3,3.571,-1.0,0.956605,91.8989907464829,0.16348920841908243,95.82391017111179,0.23529483898786316,0.15906633905248785,17.249662422839506,0.18744313688149558,110.9114593919619,289.8050705650632,1.1627201912997491,63931.10669884806,0.20426308782067173,0.1930808927609582,0.1448097880953347,39832.968369665185,15.724823374807098,5.65826590272827,0.275770289926572,0.10790632899395625,0.16826672783851618,0.18108640948133542,0.6974319953679344
32,232,69.2887,18.6594,48,22.4567,0,132,125,3,129,3,1.00592,69.00416,0.0,0.0,8.53571,8.361,15.95848,0.0,0.0,134.0,62.91204,0.0,0.3,3.207,0.46991,0.970811,92.50449416668071,0.16369554458953217,95.81890065052414,0.23576176962039255,0.15881082848637412,17.305217978395063,0.18710187979874365,111.46930448617016,288.8140224060928,1.3189837699386044,63908.00902221959,0.20378319727427152,0.1930624336239662,0.14479151578882496,39994.38866366385,15.768217298719616,5.68093876050581,0.2757702899265735,0.10656746687915815,0.16853816292760954,0.18062011532062688,0.7097062822514426
33,233,69.28,18.1135,48,21.7539,0,132,125,3,129,3,1.00186,68.97154,0.0,0.0,8.32143,8.362,16.08357,0.0,0.0,132.0,62.8204,0.0,0.3,3.645,-1.0,0.992972,91.85012234770537,0.16401763928608298,95.8214625721933,0.23624110425230185,0.15878436722973613,17.565827546296298,0.18735555759822728,111.70699965627271,287.8168902703617,1.787141570149266,63892.03167499831,0.20285504111058256,0.19235831065870188,0.14469435818783027,40044.808937311165,15.788051275559415,5.681684269372179,0.27577028992657243,0.10543086463781856,0.16874115636500034,0.1800018494882938,0.7317259515570925
34,234,69.2921,18.1916,48,20.9315,0,132,125,3,129,3,1.00203,69.02119,0.0,0.0,7.75,8.337,15.61765,0.0,0.0,133.0,62.77612,0.0,0.3,2.901,-1.0,1.01653,92.02258473757385,0.16441307630041793,95.80818716654233,0.23695231534516564,0.15898597523798083,17.869743441358025,0.18770762990878295,112.23480614157975,286.8378498219594,1.5488671610340567,63986.779700665385,0.20211455208631515,0.19273383830210833,0.14469586311800173,40000.859529318295,15.834321010259936,5.63223404573498,0.27577028992657354,0.10419792807508543,0.1689991769718189,0.178806101782867,0.7546465549250283
35,235,69.143,17.7887,48,21.6026,0,132,125,3,129,3,1.00236,68.84406,0.0,0.0,7.42857,8.347,15.68609,0.0,0.0,132.0,62.66672,0.0,0.3,3.066,-1.0,1.044464,90.10424822488554,0.16467708434256514,95.82700592625804,0.23783438592244063,0.1586906819844795,18.191984953703702,0.18781188598959203,112.20358127931314,285.8537959853217,1.155549601738944,64043.176051266135,0.20146667869615997,0.1926050091823482,0.14459403594224898,39748.262449122,15.772895907178336,5.645185589351351,0.27798791596980776,0.10295528288915791,0.16905475502518297,0.17829736698686657,0.777296862745098
36,236,69.3763,18.617,49,21.1756,0,132,125,3,129,3,1.00121,69.02877,0.0,0.0,6.57143,8.334,15.33405,0.0,0.0,131.0,62.60167,0.0,0.29,2.969,-1.0,1.045319,92.10326061969425,0.16512465920505842,95.81742952699557,0.23882041613809052,0.15874669884403464,18.04181134259259,0.18786264010601023,112.83481366047852,284.88854453766,1.7181776394461776,64150.21215001289,0.20052698752313772,0.19296453329852728,0.14450957631005826,40150.44995755167,15.762139402789835,5.6104516652738825,0.273552663883347,0.1019220774217361,0.16917069124255293,0.17815217854325216,0.7773643137254902
37,237,69.2861,18.7583,48,22.3332,0,132,125,3,129,3,1.00149,68.9152,0.0,0.0,7.85714,8.329,16.05346,0.0,0.0,130.0,62.54954,0.0,0.29,3.67,-1.0,1.047333,91.81430739656564,0.16507641538061674,95.8241256292523,0.2396720202929242,0.15852983662756942,17.96050347222222,0.18783355926297715,113.76531185285677,283.92171801449496,1.5950125782307838,64217.02353734333,0.19992753615863237,0.19356957643516154,0.14435462987426206,40021.118175314994,15.74662912627797,5.65739086554986,0.2735526638833424,0.1009438564275837,0.16995148580771877,0.17804831619948613,0.7765501960784313
38,238,69.3385,18.3298,49,22.7855,0,132,125,3,129,3,1.00212,68.98617,0.0,0.0,10.28571,8.331,16.16972,0.0,0.0,130.0,62.48182,0.0,0.29,3.099,-1.0,1.033736,92.7663481174612,0.1651440667585654,95.81797312020923,0.24029276837601724,0.15813832977745085,18.092158564814813,0.18782307374255638,114.22467572277871,282.9680295919695,1.2260776353154166,64221.618776207404,0.20032107030834237,0.19370784112642184,0.14465114460989634,40120.2308940157,15.783443121262538,5.666856047125931,0.2757702899265692,0.10001818553582928,0.1711862011781779,0.17804090165885705,0.777296862745098
39,239,69.1428,18.1905,48,22.1601,0,132,125,3,129,3,1.00285,68.78488,0.0,0.0,8.28571,8.343,15.80756,0.0,0.0,130.0,62.40053,0.0,0.29,2.817,-1.0,1.043746,91.78661270249813,0.16483108231963475,95.83471717642195,0.24045572694367165,0.15795669274727442,18.30353009259259,0.18826944233999657,114.72361608082304,282.02511940013613,1.3047185997916322,64259.65265095435,0.20076259753783843,0.19470322352710634,0.14464889832767389,39850.83245058227,15.74051958248939,5.63268901777718,0.27577028992657593,0.09923999395536551,0.17213121935383244,0.1780135589905088,0.7769572549019608
40,240,69.1434,18.2095,48,22.6306,0,132,125,3,129,3,1.00063,68.75797,0.0,0.0,8.85714,8.37,15.68293,0.0,0.0,129.0,62.34434,0.0,0.29,2.802,0.45859,1.024482,91.62695659327645,0.16463826654735708,95.85218241875717,0.24044967229163894,0.157494735505094,18.56910686728395,0.18842859824533031,114.88468883250303,281.09678991738156,2.0904848069389876,64165.99261668864,0.2012840010744552,0.19534143817249264,0.14477871950506782,39789.50918461719,15.781106077594522,5.6228612189024405,0.2757702899265768,0.09846801247910163,0.1723054153971729,0.17786279627572055,0.7759952941176471
41,241,68.9981,18.1882,48,22.8606,0,132,125,3,128,3,0.99915,68.57513,0.0,0.0,9.32143,8.344,15.7018,0.0,0.0,130.0,62.23292,0.0,0.29,3.211,-1.0,1.053976,92.67546678813626,0.16439784984049305,95.86863236844216,0.240657406091957,0.15714369964505878,18.58839699074074,0.18805157816947665,115.66415012314462,280.17461953688235,1.7431975892773621,64267.30241359782,0.20197088684192183,0.19636818845859128,0.1446649567302225,39536.087535483755,15.694123067973573,5.62123985548207,0.27355266388334515,0.0976097110376395,0.1719636708018114,0.17786938079570694,0.7753474509803921
42,242,68.855,18.3656,48,22.4665,0,132,125,3,128,3,1.00139,68.44237,0.0,0.0,8.25,8.392,15.6812,0.0,0.0,130.0,62.18675,0.0,0.29,2.539,-1.0,1.041607,92.13689201727097,0.16448238273110952,95.87269701338322,0.24105824619129845,0.15676129397872077,18.644483024691358,0.18758898737866161,116.32834976126638,279.25936791408384,1.6524811858450457,64233.769054247045,0.2025739558631554,0.1972351082517554,0.14435435337670788,39286.90514914815,15.730425987714602,5.6032618222893635,0.27577028992656744,0.0968582325822505,0.17183875445803298,0.17788245872838773,0.7750498039215686
43,243,68.9049,18.1512,48,23.1853,0,132,125,3,128,3,1.00188,68.46503,0.0,0.0,7.39286,8.392,15.83827,0.0,0.0,131.0,62.10979,0.0,0.29,2.679,-1.0,1.064301,89.81084156830946,0.16460258428117913,95.88252389593671,0.24160300617087951,0.15620283686282385,18.884596836419753,0.18739044630269908,116.56346530483273,278.34772210755506,1.6609786016936408,64250.35529449704,0.2027646388417648,0.19808389245574037,0.1442596405433416,39215.536364106985,15.70915429386092,5.621372058214296,0.27577028992657165,0.09618434655487894,0.17111590491956574,0.17835945282695112,0.7753474509803921
44,244,68.9314,18.2161,48,22.2342,0,131,125,3,128,3,1.00481,68.46329,0.0,0.0,5.46429,8.361,15.65127,0.0,0.0,131.0,62.06581,0.0,0.29,2.89,-1.0,1.070158,90.65511415049818,0.16468978462145067,95.88167527883874,0.2419287133923551,0.15592947241320773,18.928867669753085,0.1873193978298922,116.64824098273007,277.44401186762144,1.5929390520229605,64264.23949631191,0.20281940868789125,0.19867420076982992,0.14425730354097088,39369.36014325273,15.748720710660205,5.6046047146254345,0.27355266388334104,0.09548880496947708,0.1705398676572905,0.17822671835098214,0.7755207843137255
