,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,cubrow.0.6,movement,color_fulness,contrast,blockiness,cubcol.0,tone,cubrow.1.0,temporal,blur,fft,saturation,cubcol.1.0,cubrow.0.3,uhdhdsim,noise,cubcol.0.5,staticness,cubcol.0.6,cubcol.0.3,cubrow.0
10,210,68.31,17.8077,90,22.9582,0,115,121,39,131,32,1.02342,71.63426,0.0,0.0,0.64286,3.552,16.68485,0.0,0.0,132.0,59.14374,0.00906,2.66,1.593,-1.0,0.0,0.24755718000798965,0.2508997025661094,5.258921682098766,144.98576162897717,90.46274980472441,2.434621511228232,0.09268046574856356,0.9050498039215686,0.2819994720640828,6.546511951958839,41816.79850633947,76493.4261395605,39.70200131263262,0.14117596099541502,0.23628587560362993,82.4111632181394,2.8069256649378063,0.2748009082343344,477.0919793310671,0.22795922636420482,0.17200613610828602,0.27493967751392595
11,211,67.675,16.8796,89,23.493,0,115,121,39,131,32,1.02285,71.10479,0.0,0.0,0.35714,3.565,15.58841,0.0,0.0,132.0,59.11228,0.00897,2.66,1.543,-1.0,0.0,0.24735381957345973,0.25050481720270323,5.8385898919753085,144.7490187758204,92.9824542930176,3.172758889526317,0.09254594382057685,0.9045192156862747,0.2825431307206768,6.560653448812208,40552.84753176904,76679.05131185798,39.80774302541474,0.14125437448773956,0.2360330521101618,82.4676502057047,2.80736065765883,0.2760872434429907,475.29159916723785,0.2274265761397332,0.17110481256957819,0.27280259587151723
12,212,68.6449,16.0424,90,23.6564,0,115,121,39,131,32,1.02563,72.00823,0.0,0.0,0.39286,3.542,14.78559,0.0,0.0,131.0,59.21933,0.00908,2.66,1.526,-1.0,0.0,0.24740084121676584,0.2503825915144968,5.290123456790123,144.84951596776432,93.29715101420832,2.460381026209236,0.09255215003598256,0.9056117647058823,0.28301032748422933,6.537313661390847,42864.166515627556,77216.07799984641,40.04437274697386,0.14119755603035228,0.2360570137517882,82.38198228857112,2.8041138277871815,0.27781866359346474,473.6368591264264,0.22791092865384202,0.1725844620425912,0.27259139579633046
13,213,69.1178,16.2925,91,22.4489,0,115,121,39,131,32,1.02501,72.51322,0.0,0.0,0.42857,3.552,14.06011,0.0,0.0,131.0,59.27786,0.00904,2.66,1.493,-1.0,0.0,0.24725098144914542,0.2498286071387846,4.424913194444445,144.84222209493925,92.02780487926904,3.10214464102708,0.09235953161892708,0.9070560784313725,0.2834012339468441,6.504930812191563,43969.04354907311,77601.62779438013,40.005093986605424,0.14111853431611807,0.23614260882127813,82.31118762540447,2.8140135357885363,0.27947032533224464,472.156233109071,0.2289532575481386,0.17408570916299446,0.2724871688029016
14,214,68.6948,15.8229,91,22.2136,0,115,121,39,131,32,1.02597,72.19183,0.0,0.0,0.32143,3.567,14.26249,0.0,0.0,131.0,59.24319,0.00896,2.67,1.548,-1.0,0.0,0.24762040187495385,0.24956226025871742,4.133825231481482,144.6614761265874,92.31223692802924,3.127862353831825,0.09229769067631216,0.9069431372549019,0.2842533720487298,6.50347049198134,43041.504850226615,77211.70653353103,40.001400606131845,0.1410232806486309,0.23593374067570577,82.4018852918566,2.8206664139182265,0.28212504071790523,470.8867545625141,0.22943366853546515,0.1738717947209521,0.27206296527151785
15,215,69.7919,15.352,92,21.5765,0,115,121,40,131,32,1.03235,73.20148,0.0,0.0,0.10714,3.541,13.86526,0.0,0.0,131.0,59.26844,0.00954,2.67,1.564,-1.0,0.0,0.2480183204676868,0.2492549171894987,4.604359567901234,144.73287837528218,92.5121746210427,2.141699782038056,0.09228313776808397,0.9073047058823529,0.28569854405305267,6.492533327186671,45737.77987110813,77734.9273863186,40.1315030698423,0.14112401519467713,0.23576452952127278,82.26385151031444,2.833377959070217,0.28460192367889325,469.82863776173315,0.23249093539696086,0.17441845671480938,0.27006921191260636
16,216,68.8281,15.534,91,20.8808,0,115,121,40,131,32,1.03087,72.34608,0.0,0.0,0.39286,3.565,13.44395,0.0,0.0,131.0,59.2423,0.00924,2.68,1.543,0.125,0.0,0.24842977881953554,0.24913861321524222,4.767891589506172,144.69220715753934,93.39190121147202,3.169670215232767,0.09221755412151111,0.906784705882353,0.287003288165231,6.47693443346077,43208.63969320558,77463.26052086827,40.11624484592014,0.14115345484329228,0.2353339273838491,82.35128281534593,2.8200722028108314,0.28626381828637026,468.901249426587,0.23413194187507724,0.17362248121634596,0.26927058045682867
17,217,69.9493,15.0602,92,20.6163,0,115,121,40,131,32,1.02784,73.35147,0.0,0.0,0.42857,3.524,13.61279,0.0,0.0,131.0,59.27521,0.00929,2.67,1.526,-1.0,0.0,0.24872871188093787,0.24918305187911727,4.539737654320987,144.77993737207063,93.39084227390104,2.524951873042775,0.09217442005049271,0.9082403921568629,0.2873873670205183,6.478411467043204,45711.47232487376,77878.54855325799,40.104569988486205,0.14114928104403768,0.23524878766665183,82.25003227991067,2.8289427069837583,0.2889679098014655,468.0865190682645,0.23528586225576031,0.17329562290441874,0.2679523935419057
18,218,70.6802,15.2413,93,18.9262,0,115,121,40,131,32,1.03332,74.0319,0.0,0.0,0.53571,3.535,13.19468,0.0,0.0,131.0,59.30617,0.00923,2.67,1.391,-1.0,0.0,0.24879196210180682,0.2492110031298442,4.227478780864198,144.70697066952198,93.51702306692508,3.1201283085521285,0.0921583954809265,0.9087867058823531,0.28794506545614923,6.454191909406359,47369.46620499961,78023.025504394,40.02724258987992,0.14112473264175177,0.2351328701253481,82.14974086084219,2.8216956177466677,0.2914310431000814,467.38688125743437,0.23732244955145956,0.17377918530348832,0.2672493425258448
19,219,69.5606,15.3578,92,21.5504,0,115,121,40,131,32,1.03598,73.12239,0.0,0.0,0.35714,3.544,13.34624,0.0,0.0,132.0,59.27892,0.00897,2.68,1.401,-1.0,0.0,0.24910616657420714,0.24942298471125884,4.115692515432099,144.8504182253045,93.45873195367614,2.8321440480574247,0.0921184598492341,0.9077652745098038,0.28812091316504596,6.461989195750635,44495.06903775624,77324.58219103575,39.93604137279369,0.14101779849886212,0.23480638760973715,82.29482040153886,2.8289427069837507,0.2910325457820644,466.80407233822945,0.238600932561813,0.17249281865287808,0.265170162067534
20,220,70.4996,14.9724,93,19.5134,0,115,121,40,131,33,1.02344,74.03482,0.0,0.0,0.53571,3.538,13.43116,0.0,0.0,130.0,59.34207,0.00924,2.65,1.476,-1.0,0.0,0.2495468256013476,0.24964063740891898,4.759886188271605,144.65201335278317,93.55550445549632,3.563230778789868,0.09210119056055643,0.9080741176470588,0.2885379924236468,6.45584528687418,46172.94947221762,77441.8654880941,40.061943148389275,0.14105677985001772,0.23465489517937188,82.18968211106899,2.8239132437898946,0.29307586534409547,466.2781872916802,0.23822296068308987,0.17237059303885194,0.26320311948589525
21,221,71.0973,14.956,94,18.0092,0,115,121,40,131,33,1.02531,74.63982,0.0,0.0,0.25,3.521,13.09589,0.0,0.0,130.0,59.38237,0.009,2.69,1.461,-1.0,0.0,0.24994231235175937,0.24994568408056883,4.739872685185185,144.68547838882608,93.6591707286825,3.036662220653766,0.09209596841606371,0.9079078431372549,0.289156731798777,6.446741226951309,47193.1615768878,77337.59441198235,40.111795119297355,0.1408883799776833,0.2343390902991609,82.11359346887305,2.8279135031553175,0.29497257663628895,465.8109254882677,0.2372604154705693,0.1726116706471072,0.2612784637068528
22,222,70.815,14.8794,94,18.3425,0,115,121,41,131,33,1.02832,74.48271,0.0,0.0,0.14286,3.522,13.07082,0.0,0.0,130.0,59.3666,0.00934,2.67,1.382,-1.0,0.0,0.2503530366751673,0.25008261558225753,4.619212962962963,144.69861567257476,93.7375225455545,2.711412979945423,0.09207252004648667,0.9077125490196079,0.2896792751093025,6.43391575875382,45979.66727976957,77223.93742706678,40.137571546766495,0.14078738319948897,0.23391897008293625,82.15664076831116,2.8320303184690574,0.29748990581550766,465.39012342001615,0.23715794690130948,0.1725953301133868,0.26001950409964364
23,223,71.8246,14.3605,95,17.7968,0,115,121,41,131,33,1.02957,75.48436,0.0,0.0,0.96429,3.518,13.00157,0.0,0.0,131.0,59.40051,0.00947,2.67,1.508,-1.0,0.0,0.2507859476461388,0.2503188058626644,4.426890432098766,144.74324037388777,92.50477931396101,2.4504984957412876,0.09203589525308778,0.9075513725490196,0.290069157561276,6.411024417801585,47985.16437830309,77348.73562336926,40.188644220799574,0.14062585560126611,0.23379998201886146,82.03871065002969,2.8466041061364122,0.29958884600596036,465.00699491675823,0.2372750451527624,0.17353199289172855,0.25905056319498526
24,224,72.4659,14.466,95,16.7014,0,115,121,41,131,34,1.03059,76.11349,0.0,0.0,0.64286,3.505,12.55689,0.0,0.0,131.0,59.40325,0.00932,2.67,1.383,0.125,0.0,0.2510909141561813,0.25036427793465876,4.3726369598765435,144.58741110921548,93.62686128697986,2.4600093199828916,0.09196425063613602,0.9076024705882353,0.29060244937074015,6.369398940453826,48959.31492518166,77677.0207545672,40.0101778006848,0.14064509568999592,0.23338899286937304,81.98909294832588,2.847118708050632,0.3011060272589529,464.64049997386115,0.23713876221047195,0.1750518518590384,0.2586444513514521
25,225,71.5769,13.8469,95,19.4385,0,115,121,41,131,33,1.02589,75.37359,0.0,0.0,0.53571,3.541,12.65062,0.0,0.0,130.0,59.35563,0.00941,2.66,1.423,-1.0,0.0,0.2515288391299563,0.2504380456460266,4.566599151234568,144.65620108412494,93.71353176698842,3.1157926456614966,0.09196624146623704,0.9069780392156864,0.29176647241974046,6.350253513235197,46962.9027923339,77154.900574585,40.09595555434992,0.140649771718154,0.23303365146666405,82.13410266931473,2.8416542521357293,0.30336031107430966,464.3223334533169,0.23748580232409763,0.17488462527961265,0.25868167670084075
26,226,72.8853,12.8678,96,18.3191,0,115,121,41,131,34,1.02524,76.60904,0.0,0.0,0.60714,3.504,12.10543,0.0,0.0,130.0,59.39324,0.00911,2.67,1.547,-1.0,0.0,0.2519331283409605,0.25053640444216047,4.359182098765432,144.60027758705843,92.88603949623094,2.9506050743775085,0.091915890076896,0.9075164705882353,0.2931623023603644,6.298457558155228,49956.93839035394,77735.13600558418,40.12250377513744,0.14065286719603512,0.23309415866014765,81.98193059135485,2.8576126271593876,0.30492788387876696,464.0246491457822,0.2378424728326129,0.1759175093843235,0.2589223090080267
27,227,73.5968,13.5611,97,14.1988,0,115,121,42,131,34,1.02998,77.25463,0.0,0.0,1.10714,3.471,11.25264,0.0,0.0,130.0,59.39164,0.0089,2.67,1.48,-1.0,0.0,0.2522939299698118,0.2506696058530365,4.027633101851852,144.42597010197719,92.91876570111404,2.634722775372022,0.09187731250449234,0.9069858823529412,0.2946919539150434,6.188981485983597,51310.95122597968,77937.53279555042,40.14890920380015,0.1407791577451179,0.2330058772280786,81.85474465620561,2.862047879245844,0.30821337456325737,463.7542519037155,0.23815496041828618,0.17767686114177092,0.25811358521691175
28,228,72.5404,14.0657,96,17.0895,0,115,121,41,131,34,1.02596,76.28083,0.0,0.0,0.96429,3.493,11.86304,0.0,0.0,130.0,59.3457,0.00926,2.67,1.513,-1.0,0.0,0.252573148157981,0.25071296767668705,3.759403935185185,144.4706673610227,92.96385529922604,3.390210233679401,0.09185237577822673,0.906412549019608,0.29586110960032996,6.289265175625152,48648.60141229223,77523.79152181602,40.08143615722656,0.14076374236547198,0.23272078311885352,81.96203887948654,2.858047619880425,0.3100426267577849,463.5107166171538,0.23873394950818108,0.17833332972185853,0.2576057401433173
29,229,72.4821,14.358,96,16.1321,0,115,121,41,131,34,1.02792,76.21307,0.0,0.0,1.10714,3.5,12.30417,0.0,0.0,131.0,59.32641,0.00852,2.68,1.607,-1.0,0.0,0.2530113718836494,0.2508664981432051,3.8269193672839505,144.61678285384616,92.33167184092714,3.3722489999501906,0.09183026046516024,0.9062654901960784,0.29615311849888803,6.331480677491202,48204.341427240026,77549.08897897112,39.86484725387008,0.140608769725567,0.2325476156592442,81.94603934256529,2.864106286902725,0.3108287125859392,463.285034336401,0.23872685875586658,0.1791803471467148,0.25587957085213536
30,230,71.7748,14.763,95,16.6026,0,115,121,41,131,33,1.02372,75.54094,0.0,0.0,1.14286,3.475,12.56054,0.0,0.0,131.0,59.29696,0.00898,2.95,1.686,-1.0,0.0,0.253524286587283,0.2509197287533025,4.124903549382716,144.49229429725392,93.62917911229215,3.084568819932924,0.09184643664821607,0.9053701960784314,0.29611729861088626,6.362694174173687,46717.85149487056,77359.22801544543,40.00962791913821,0.14057238916803677,0.23222614937369132,81.99134736864096,2.8449010820074023,0.3121213397823823,463.0689385151025,0.23913929017676366,0.17997861639926752,0.25407666580702304
31,231,71.3965,14.7331,94,16.1348,0,115,121,41,131,33,1.02431,75.15891,0.0,0.0,1.60714,3.475,12.90901,0.0,0.0,130.0,59.27209,0.00922,2.67,1.706,-1.0,0.0,0.2539892207742296,0.25110829719473,4.270206404320987,144.45192105019282,93.76446433360039,2.855940986481105,0.09182639362655302,0.9053780392156865,0.29633981200654097,6.3975315309947485,45954.04935414816,77259.11022555211,40.038199530707466,0.14045414093999184,0.23220046530892316,82.03774114292901,2.8553950011161557,0.3135263320439718,462.8312791268656,0.2392534795889777,0.18059279499053227,0.2532147117090864
32,232,71.4044,14.9261,94,18.0541,0,115,121,41,131,33,1.02785,75.1255,0.0,0.0,1.07143,3.484,12.88014,0.0,0.0,131.0,59.26936,0.00877,2.68,1.631,0.125,0.0,0.2542637867322235,0.25123553514320207,4.328559027777778,144.30481963538338,93.77916628621222,2.980284521466948,0.09185966896023542,0.905604705882353,0.2964456141739344,6.4158092009651675,46133.88377150397,77450.72174346016,40.03571668083285,0.14036562814112397,0.23211320893452767,82.01835555394945,2.8503655379223045,0.314500432870979,462.57738262187087,0.2395585919056091,0.18222980366397756,0.25236060020942597
33,233,70.6899,15.0317,93,19.1047,0,115,121,41,131,33,1.02804,74.44002,0.0,0.0,0.5,3.462,13.06136,0.0,0.0,131.0,59.22314,0.00996,2.66,1.711,-1.0,0.0,0.2546266676083107,0.2513265973928068,4.4155092592592595,144.27992558575127,93.8000577283903,2.9040262061470186,0.09176586801080953,0.9049815686274509,0.29644151960017046,6.4389033314996365,44722.27692617885,77357.77322896659,39.91061815803434,0.14040484173807444,0.23212533466427082,82.07455560943787,2.8505247563086726,0.3150774959028356,462.2958400006393,0.23959331836969552,0.1828138480158165,0.25194562294015177
34,234,71.3228,14.8125,94,19.3408,0,115,121,41,131,33,1.01971,75.00268,0.0,0.0,0.82143,3.456,13.1658,0.0,0.0,131.0,59.23492,0.00913,2.67,1.635,-1.0,0.0,0.2550784495159632,0.25143251140230344,4.486593364197531,144.48387066819961,91.68687967491535,3.029055183609958,0.09182358517322599,0.9049709803921568,0.2963668585679298,6.443193425029679,46009.82997359158,77664.88087343934,40.14721717363523,0.14034987304626811,0.23218165644965164,81.98146501763445,2.8493363340938758,0.31475930144514247,462.02348992715514,0.23996138477406784,0.18341555101057844,0.25144980437680253
35,235,71.7653,14.9381,94,20.4576,0,115,121,41,131,33,1.02676,75.37541,0.0,0.0,1.07143,3.446,12.98485,0.0,0.0,131.0,59.22393,0.00923,2.67,1.689,-1.0,0.0,0.2557327881550049,0.2517053787939411,4.628520447530864,144.22448356709864,92.84570001244919,2.656226898279728,0.09182451231444186,0.9048423529411764,0.2960863220910243,6.437152056700249,46773.69726412193,77943.21583107943,40.042577861267844,0.14030620360040683,0.2322170357277532,81.90608331813837,2.8571776344383544,0.31539248596119,461.70696342565026,0.2400858048687179,0.18407173485396278,0.25112219862783486
36,236,70.9576,15.2444,93,20.1513,0,115,121,41,131,32,1.02444,74.68009,0.0,0.0,0.82143,3.435,13.09413,0.0,0.0,132.0,59.20109,0.00917,2.68,1.662,-1.0,0.0,0.2560718560813927,0.25202796603553934,4.7982253086419755,144.22637983177603,92.90709057115403,2.4258585204411425,0.09183526422376594,0.9039047058823529,0.2959210663322013,6.442822772494815,45110.713207059314,77723.09186072441,40.070193632149405,0.14037249784953157,0.23217986488355746,82.00187847506173,2.8620478792458486,0.31627336248507415,461.36446431438844,0.23988312254865118,0.18428961295080717,0.2508269044113003
37,237,70.9175,15.2124,93,19.4463,0,115,121,41,131,32,1.02954,74.63656,0.0,0.0,0.67857,3.423,13.36083,0.0,0.0,132.0,59.19399,0.009,2.96,1.692,-1.0,0.0,0.25627840766050125,0.2522025515578091,5.052662037037037,144.2409657508707,89.8216408095426,3.228478340393698,0.0918318290169729,0.9025654901960785,0.2960511766242538,6.472280377957607,44578.48853197068,77489.8642369859,40.00685439875096,0.14033494827364848,0.23221573087549777,81.99374154046198,2.8487421229864633,0.31722360869310284,460.977984326155,0.23977268519996323,0.1848133762501057,0.25149792255027403
38,238,71.6076,15.6406,94,19.5524,0,115,121,41,131,33,1.0281,75.28272,0.0,0.0,0.89286,3.391,13.33501,0.0,0.0,131.0,59.19491,0.00913,2.67,1.691,-1.0,0.0,0.25683137581684207,0.2525826984252796,5.352092978395062,144.17114533316396,92.4431021200445,2.14040292415358,0.09179772984880877,0.9017180392156863,0.2963092535076287,6.486746018374159,45838.86390282025,78038.95695048304,39.979489926938655,0.1403492388816448,0.23211218416955032,81.8713005308146,2.8624828719668804,0.317609115620615,460.57255895555255,0.24024340758079582,0.18589542446183235,0.2514171837528604
39,239,71.1656,16.2118,94,21.3198,0,115,121,41,131,32,1.02655,74.88535,0.0,0.0,1.10714,3.403,13.70655,0.0,0.0,132.0,59.16995,0.00955,2.68,1.587,-1.0,0.0,0.25732329075416793,0.25280159034871186,5.69873649691358,143.9572628648095,91.29418399588076,2.3658557537472666,0.09178068638267164,0.9014196078431372,0.2962323595434447,6.518182158863113,44505.949576500796,77868.87051991106,39.86840613094377,0.14027026879815038,0.2320089458868976,81.92613167404872,2.8652947091175087,0.31882328075442384,460.13111855104074,0.23993670680295004,0.18624280379916286,0.2518960691269482
40,240,71.2859,16.3415,94,21.356,0,115,121,41,131,32,1.02379,75.01435,0.0,0.0,0.35714,3.399,14.19811,0.0,0.0,132.0,59.17042,0.00888,2.69,1.519,0.125,0.0,0.2576386078333095,0.25299075390248266,6.002314814814815,144.10917267674228,92.0379547469888,2.446648990269635,0.09176944553194068,0.9007035294117647,0.2960119831360499,6.550388944586427,44514.61667046435,78000.80278542315,39.792329764660494,0.1402303559715588,0.2323055753375508,81.9109650805469,2.861612886524815,0.3199967663583832,459.65472900847277,0.23941536405621489,0.1870825817023001,0.2526921806170487
41,241,71.8416,16.7085,94,23.361,0,115,121,41,131,32,1.02832,75.48071,0.0,0.0,0.75,3.371,14.33033,0.0,0.0,132.0,59.16461,0.00926,2.68,1.654,-1.0,0.0,0.2577434931937729,0.25311095450201515,6.014660493827161,143.94566798608363,93.36989366191119,2.2178927870195606,0.09179550534675655,0.9002309803921569,0.2957496437415611,6.5639443957191315,45257.297344223225,77846.14265244939,39.80583322784047,0.14015937593146163,0.23267545243004262,81.82845278400907,2.8580476198804323,0.3209913833222497,459.1704219974132,0.2389980718479305,0.1882774662196245,0.2539459208563889
42,242,71.6365,17.4818,94,21.6476,0,115,121,41,131,32,1.02587,75.23518,0.0,0.0,0.71429,3.36,14.64694,0.0,0.0,132.0,59.08548,0.00883,2.69,1.551,-1.0,0.0,0.2577526175261516,0.25325173120349165,6.109423225308642,143.71841595247145,92.181532414382,2.893054009128201,0.09180213175752432,0.8985772549019607,0.29553807453835207,6.591715233214507,44481.63647270134,77477.34660646252,39.494557321807484,0.14017499114271942,0.2328671864103206,81.84862902765127,2.8685415389891755,0.32198762879773324,458.68564656558493,0.23840171011901903,0.18894966030099625,0.2544659484069462
43,243,72.0153,18.5756,94,21.4948,0,115,121,41,131,32,1.02896,75.53249,0.0,0.0,2.0,3.357,15.31865,0.0,0.0,132.0,59.10186,0.00881,2.68,1.461,-1.0,0.0,0.2578604653348956,0.25342683473750033,6.287663966049383,143.79392460971962,92.93613145983868,2.312933727807178,0.09180339225753008,0.8990368627450981,0.2954354227516174,6.631345607538129,44849.382902205216,77220.65515033474,39.351096447603204,0.14013817892991318,0.23264886503542284,81.79482341840523,2.8654539275038737,0.3224679111644772,458.21232402202065,0.23779948533726464,0.18994929309485686,0.25440867428908126
44,244,72.1228,19.001,94,22.9526,0,115,121,41,131,32,1.03052,75.62529,0.0,0.0,0.64286,3.364,16.26341,0.0,0.0,131.0,59.2018,0.00907,2.69,1.469,-1.0,0.0,0.2579162754889824,0.2534574024579861,6.36694637345679,143.87684869557606,92.99124613325182,3.0525873906261602,0.09181155380440334,0.8993792156862745,0.29572109730928736,6.638362344492017,44768.11808258671,76850.97083152553,39.20025728955681,0.14011911395368254,0.2325022512274166,81.81999473021054,2.8664831313323105,0.3232469363663575,457.7381008539106,0.23700332461837154,0.1904242389977343,0.25396745824825234
