,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.1.0,saturation,blockiness,noise,cubrow.0.5,staticness,blur,cubcol.0.5,cubcol.0.3,cubrow.0.3,movement,cubcol.0,color_fulness,temporal,contrast,cubcol.1.0,tone,fft,uhdhdsim,cubrow.0,cubcol.0.6,cubrow.0.6
10,110,88.2372,13.1968,93,15.2827,0,104,125,23,127,14,0.97626,87.44993,0.0,0.0,5.32143,3.546,11.16137,0.0,0.0,125.0,45.24998,0.00396,0.47,5.049,-1.0,0.071873,0.11942817101937914,30.193034419307,2.5782661808784084,0.6668144716630802,0.23002665451397591,284.23908264052704,65693.3108634045,0.30743607088684893,0.2673628190271855,0.3119718336872064,3.6869212962962963,0.3494703543330915,163.27785805997098,3.6744352502712867,96.84130440589591,0.21613312004721272,0.61224,74716.6289224613,81.62228201110041,0.2956706332318523,0.29853219732410496,0.23656406271590275
11,111,88.2838,13.3567,93,16.0861,0,104,125,23,127,14,0.98344,87.51104,0.0,0.0,4.96429,3.555,11.32952,0.0,0.0,125.0,45.29919,0.00394,0.47,4.473,-1.0,0.076035,0.12012769596681755,30.209488291799286,2.390590207246828,0.6651910567272493,0.22920239744312562,283.3413023797982,65690.36180659996,0.30635673168905,0.2682948965047231,0.31038116195120724,4.348861882716049,0.34882205474238076,163.3236122966176,3.7300114783815377,97.25388773085707,0.215178581808945,0.6127160784313725,74665.55964489539,81.57605115522232,0.29559130022484575,0.30191265600890665,0.23660001754527774
12,112,88.3447,13.571,93,16.1577,0,104,125,23,127,14,0.98667,87.57267,0.0,0.0,6.0,3.525,11.46724,0.0,0.0,124.0,45.33236,0.00355,0.47,4.899,-1.0,0.076554,0.12165153660807891,30.201215390805846,2.4909194902032596,0.6690320977063102,0.2283165912112978,282.4691091047261,66047.14134833662,0.30602337548023734,0.2706120322883535,0.3088414757426652,4.118007330246914,0.3498793083574289,163.36493983976996,3.719506938733137,97.3156696688953,0.21421203238532213,0.6128062745098038,74700.82946796107,81.5670659675228,0.29550032249144975,0.30766096923321473,0.23554836476065122
13,113,88.3878,13.6137,94,18.7502,0,104,125,23,127,14,0.9846,87.63018,0.0,0.0,6.57143,3.538,11.65498,0.0,0.0,124.0,45.36267,0.0039,0.47,4.94,-1.0,0.067106,0.1243365709987102,30.2457814157745,4.178594343419089,0.6690320977063072,0.22750051280948874,281.5878376239375,66139.94301533444,0.3054946840867283,0.2710743195227133,0.3071955190479267,3.6337770061728394,0.34873827798298906,163.32592140305968,3.914236588530087,97.27971565168035,0.2128353356523041,0.613356862745098,74679.67448113179,81.57559319344755,0.2954188771798451,0.3127706670834796,0.23453891685135775
14,114,88.4973,13.6159,94,17.997,0,103,125,23,127,14,0.98374,87.75577,0.0,0.0,5.96429,3.544,11.68564,0.0,0.0,124.0,45.37591,0.00394,0.47,4.461,-1.0,0.079014,0.1264713219453424,30.25079251513069,3.912254126324071,0.6690320977063123,0.22610423577022418,280.72793637619156,66487.3110007751,0.3046803159109763,0.27066959461769713,0.3057113922132642,3.5871913580246915,0.3472662428129513,163.3574654417675,3.8120076167910852,96.7016565840672,0.211780343297104,0.6133411764705883,74590.32740918173,81.55168614486156,0.29537922505601033,0.3159151907204001,0.2331659235861585
15,115,88.5628,13.8139,94,18.0643,0,103,125,23,127,14,0.98437,87.8575,0.0,0.0,6.46429,3.544,11.68629,0.0,0.0,124.0,45.37533,0.00417,0.47,4.769,-1.0,0.075202,0.1283194401725506,30.27271732283227,2.2402420734561295,0.6690320977063116,0.22519319772893587,279.86848336752877,66677.14162449448,0.30366884271057776,0.27065644320885485,0.3046478562159515,4.611496913580247,0.34638962706179743,163.46720396248165,3.8269624032454135,96.54570214095094,0.21055804457825097,0.613356862745098,74548.52644940226,81.58310879608933,0.29528777430471387,0.3194523498478816,0.23167165135370943
16,116,88.6565,13.9952,94,18.4147,0,103,125,23,127,14,0.97586,87.97792,0.0,0.0,6.39286,3.541,11.85585,0.0,0.0,124.0,45.38467,0.00382,0.47,4.516,0.13014,0.073463,0.1299797220775656,30.279947916666668,3.756518630580252,0.6690320977063121,0.2244193423249065,279.04810242417875,66982.5631954282,0.3028953589255471,0.270575374632609,0.3040273442016935,5.087336033950617,0.3454035810294515,163.4515536553294,3.870631518912059,88.70738612536874,0.20909854731766664,0.6131039215686275,74702.82476789929,81.54739721480024,0.2951927421661283,0.3193921762097722,0.23011170660991476
17,117,88.6845,14.0781,94,18.0394,0,103,125,23,127,14,0.98718,88.00954,0.0,0.0,5.46429,3.536,12.01273,0.0,0.0,124.0,45.42134,0.00327,0.47,4.37,-1.0,0.079544,0.13207931628981415,30.325952412169656,3.598355706434366,0.6690320977063129,0.2231199044771085,278.21156253669363,67099.86775485467,0.3029627112618352,0.27090007785950343,0.3038233704894578,5.12866512345679,0.3443821885967743,163.50467460461914,3.954452999786516,96.66838018012413,0.20776310969942316,0.6131643137254902,74849.78405944192,81.53398968806871,0.29492565224978523,0.31916487693549117,0.2286945044679633
18,118,88.682,14.2703,94,17.9089,0,103,125,23,127,14,0.98033,88.01766,0.0,0.0,6.42857,3.539,12.08153,0.0,0.0,125.0,45.45781,0.00347,0.47,4.507,-1.0,0.072779,0.13366856679138128,30.398193170994887,3.642068601012588,0.669032097706312,0.22230841541038504,277.3821466474326,67079.28637369032,0.3031372789412585,0.2709776239095353,0.3034533805067994,5.126205632716049,0.3434422006054673,163.56911331296178,3.9629684322500336,96.8109372479917,0.20680430718396092,0.6139294509803921,74769.76321500013,81.52402139594898,0.29465316084641546,0.3178938184975967,0.22836117494038718
19,119,88.6639,14.2678,94,18.7066,0,103,125,23,127,15,0.97984,88.00659,0.0,0.0,5.10714,3.545,12.24995,0.0,0.0,124.0,45.48699,0.00364,0.47,4.799,-1.0,0.07623,0.13565319986005642,30.434498539677374,3.8041267333500013,0.6690320977063143,0.22232651923110955,276.5707971615149,67013.57697707583,0.3029853865926194,0.27098431136211576,0.30302864221506,5.011140046296297,0.34267286526206026,163.62071867342678,4.047708351800383,96.60317795502243,0.20608462750422196,0.6140047058823529,74715.69479972938,81.57074124186556,0.29450318351651583,0.3156996446756204,0.22809890902527905
20,120,88.7584,14.2019,94,19.3791,0,103,125,23,127,15,0.98097,88.09474,0.0,0.0,6.96429,3.533,12.24684,0.0,0.0,124.0,45.52547,0.0041,0.46,4.595,-1.0,0.077216,0.13736830007043846,30.490983562704958,4.07571588098183,0.669032097706313,0.2218547218326451,275.7919220502931,67408.96262156886,0.3015311632271206,0.27133574449233666,0.30268690433569684,6.132474922839506,0.3422001008547143,163.6329458329246,4.06866296139986,96.48099120525713,0.20514560433350298,0.6144666666666666,74764.48046657513,81.56583894454272,0.2943619900450247,0.31405078282560905,0.22775194254768488
21,121,88.8002,14.1766,94,18.5763,0,103,125,23,127,15,0.99225,88.12195,0.0,0.0,6.25,3.568,12.18914,0.0,0.0,124.0,45.55538,0.00364,0.46,4.273,-1.0,0.080126,0.13920933168570374,30.56150855547116,3.6187960866488074,0.6690320977063124,0.22247773134060245,275.0082065944836,67466.44875387568,0.30000984132502034,0.2718592879278756,0.3021880368193017,6.233748070987654,0.34182654569609655,163.63403980909482,3.9399155460530957,97.0515629565892,0.2043674432212994,0.6147407843137256,74811.70713843829,81.52904100144926,0.294282709723241,0.31313690967153496,0.2277247718125078
22,122,88.8176,14.2594,94,19.2197,0,103,125,23,127,15,0.98731,88.16913,0.0,0.0,7.07143,3.549,12.16786,0.0,0.0,124.0,45.55521,0.00367,0.47,4.638,-1.0,0.076108,0.14051079399898503,30.596510145399307,4.2486621419393416,0.6690320977063194,0.2235475084044268,274.2423099736319,67517.98068751178,0.29995310783578333,0.2723239180777015,0.30167463698934555,6.181954089506172,0.34196802366218826,163.68342137212233,3.8830126735357826,96.89869797222792,0.20302097771017347,0.6145035294117647,74791.00301760217,81.5425506978126,0.2941485813249338,0.31194578115249727,0.22736031303137197
23,123,88.8066,14.29,95,18.8587,0,103,125,23,127,15,0.98464,88.18676,0.0,0.0,5.71429,3.534,12.23929,0.0,0.0,124.0,45.55937,0.00406,0.47,4.72,-1.0,0.064625,0.14142471099574905,30.65660905249325,3.8930695288123505,0.6690320977063129,0.22446189633429944,273.48529573308775,67486.46151167812,0.2997526184707474,0.2723556095806502,0.3013937736310051,6.094328703703703,0.3422061234539756,163.71029791866545,4.046707155066735,97.16834700222465,0.2018570533221406,0.6142733333333332,74872.11495662188,81.55565510996664,0.29398914069113574,0.3100235827419353,0.22732701406450714
24,124,88.7701,14.2684,95,18.3807,0,103,125,23,127,15,0.98409,88.14914,0.0,0.0,6.75,3.536,12.26544,0.0,0.0,124.0,45.5694,0.00387,0.47,4.186,0.13027,0.074282,0.14247694678909556,30.710931660216534,3.6831838272608195,0.6712497237495435,0.22526310920644327,272.7517055109955,67605.8306545328,0.29975571504313725,0.2725405474655887,0.3009649456483873,6.393711419753086,0.3427018738053883,163.73662539378373,3.9337375877738747,96.20327025100613,0.20084176248379257,0.6141980392156863,74881.23444555461,81.5483194909157,0.29384509459765695,0.3083716057884468,0.22758702417807378
25,125,88.7263,14.3208,94,19.0931,0,103,125,23,127,15,0.98519,88.08139,0.0,0.0,7.64286,3.546,12.24942,0.0,0.0,124.0,45.58318,0.00397,0.47,4.421,-1.0,0.0811,0.14297927385336562,30.796556260850693,3.601963796773492,0.669032097706316,0.22577548387278745,272.0182961791047,67673.79410406442,0.29920299876212525,0.27260377193665675,0.3005122157086975,7.110243055555555,0.3429727676949309,163.75516433022437,3.910685198163591,97.15547249892333,0.19984557616857201,0.6142364705882353,74952.72465495301,81.57505686588956,0.2937535876893735,0.30738552659603025,0.2279629266450686
26,126,88.7283,14.2431,94,19.3717,0,103,125,23,127,15,0.98206,88.08051,0.0,0.0,5.78571,3.542,12.28856,0.0,0.0,124.0,45.57943,0.00371,0.47,4.353,-1.0,0.079319,0.14340100148520618,30.830547191478587,4.694094410290343,0.669032097706315,0.22609152454207665,271.29711115813035,67657.0603171952,0.29839564931307017,0.2726783708886888,0.30025136013933845,7.127893518518518,0.34239484706583695,163.8126811445059,3.990138125045854,97.12229933900282,0.19896112452957707,0.6145349019607842,75014.10163594814,81.55367205194685,0.2936673085998441,0.30627996575776706,0.22773017962787295
27,127,88.6606,14.1468,94,19.4665,0,103,125,23,127,15,0.98202,88.02042,0.0,0.0,6.78571,3.528,12.22874,0.0,0.0,124.0,45.55641,0.00398,0.47,4.559,-1.0,0.075219,0.14433683984657122,30.822661411615066,4.009948914178793,0.6690320977063142,0.22653531148620157,270.5836785684546,67270.56374800847,0.29752799196451646,0.27273717889312477,0.29996416168239165,7.033275462962963,0.3418664319864899,163.84383969277093,3.980118273033528,95.55225811645195,0.19835721882030485,0.61448,75056.82067275564,81.54609438553912,0.29371234614817504,0.3056779004103253,0.22758063342123228
28,128,88.5927,14.1391,94,19.1983,0,103,125,23,127,15,0.97462,87.95978,0.0,0.0,6.92857,3.547,12.14383,0.0,0.0,124.0,45.51557,0.00412,0.47,4.651,-1.0,0.077495,0.14414408315700789,30.82292476701148,4.257036126201797,0.6690320977063138,0.22627434325402812,269.88804322306686,67129.44127646278,0.2970540669976635,0.2727813368074596,0.3000351484137195,7.016637731481482,0.34191592254200104,163.88865955371315,3.952356842973257,95.32954725293641,0.19834734713565144,0.6144658823529412,74981.92468945862,81.58902465441352,0.2937162356914811,0.3053809340917139,0.22747129384528997
29,129,88.5918,14.1678,94,18.4763,0,103,125,23,127,15,0.97734,87.95708,0.0,0.0,7.17857,3.556,12.13397,0.0,0.0,124.0,45.50037,0.00423,0.47,4.665,-1.0,0.080384,0.14412653521566676,30.83496903784481,4.181877868494052,0.6712497237495407,0.22605250431833604,269.2040310017718,67086.77674207612,0.296619467137501,0.27287580755268614,0.29989435139919174,7.360339506172839,0.3423508463314946,163.907036941527,3.991594660295402,95.72867580119004,0.19843694219463082,0.6144658823529412,75021.78560994208,81.58687135325971,0.2937161810312141,0.3049746661341631,0.2273439068448884
30,130,88.5447,14.1511,94,18.2941,0,103,125,23,127,15,0.9761,87.92724,0.0,0.0,7.57143,3.543,12.16002,0.0,0.0,124.0,45.48868,0.0038,0.47,4.347,-1.0,0.07003,0.14403061131547748,30.803875581717787,3.7849517980749536,0.6690320977063173,0.2261971134150421,268.5329898361937,67060.19400040006,0.2949400516444509,0.27286434823388034,0.29993190680823056,7.703317901234568,0.3427959101382164,163.80452583567404,4.070088176711127,93.14451763297738,0.19840865042677114,0.6139450980392158,75025.53799671483,81.5750193053041,0.293648058738943,0.30496141741788446,0.2272958971927581
31,131,88.5454,14.1877,94,19.1947,0,103,125,23,127,15,0.98505,87.91773,0.0,0.0,8.21429,3.533,12.15109,0.0,0.0,124.0,45.4913,0.00366,0.47,4.499,-1.0,0.084099,0.14421687470616493,30.78855443883825,3.2853324699072415,0.6712497237495438,0.2262056937463733,267.86469627483416,67021.41764456,0.29378684307339314,0.2729670078786815,0.30019286157661024,7.6496913580246915,0.34290468361159404,163.76582867648,3.967165706431224,95.57287161797923,0.19834985084041043,0.6139380392156862,74824.80717513071,81.56161327389117,0.2935878712848195,0.3046838913375932,0.22754665945150981
32,132,88.5734,14.2091,94,19.9102,0,103,125,23,127,15,0.98088,87.9311,0.0,0.0,5.78571,3.518,12.17964,0.0,0.0,124.0,45.49461,0.00397,0.47,4.617,0.1286,0.078957,0.14438561137245412,30.74139385458864,3.902771057603733,0.6706555126421482,0.22557872400084608,267.21755927809426,67127.733907116,0.2923890748027176,0.27300520720998533,0.30022246830012295,7.55931712962963,0.34331085001968675,163.73331099158042,4.048446609007911,97.07900568215558,0.19837539982407476,0.6142121568627451,75024.70909092239,81.56430326729242,0.2935189309467359,0.30402347949432407,0.22788431885800411
33,133,88.4673,14.0713,94,19.801,0,103,125,23,127,15,0.97304,87.82813,0.0,0.0,7.03571,3.542,12.1981,0.0,0.0,124.0,45.48352,0.00392,0.47,4.33,-1.0,0.066468,0.14418842715553767,30.688723528826678,4.033612219027114,0.6690320977063143,0.22490366042653642,266.5814385733938,66985.45152504485,0.29099934876557876,0.2728615355175094,0.30047841578903234,7.557291666666667,0.34307845719434804,163.78214654845146,4.08382963017588,93.97963572691069,0.19832948327971753,0.6137823529411764,75052.43086866065,81.59837072871356,0.293522792210473,0.3036325905734221,0.22795922315284156
34,134,88.383,13.9311,94,18.9311,0,103,125,23,127,15,0.97043,87.74522,0.0,0.0,6.39286,3.532,12.0814,0.0,0.0,124.0,45.47897,0.00362,0.47,4.511,-1.0,0.066372,0.1445684392124569,30.631667902440203,4.34972634432165,0.6712497237495398,0.22447365317807283,265.96290222526716,66597.925345448,0.2900414316035521,0.27283080833268164,0.3007684079383241,7.782455632716049,0.34325168968365843,163.7519319649464,4.042355523897466,97.05347257678628,0.19833401362474232,0.6139380392156862,74852.81432806316,81.58835301329887,0.2935497293668861,0.3034058028946925,0.22828009128148324
35,135,88.4318,13.8731,94,18.4626,0,103,125,23,127,15,0.97519,87.7665,0.0,0.0,5.96429,3.518,11.95738,0.0,0.0,124.0,45.4861,0.00392,0.47,4.647,-1.0,0.069754,0.14461927249490958,30.605534306278937,4.230153801161379,0.6706555126421451,0.22401740322359565,265.36770712445485,66933.15836090173,0.28986804559481594,0.2728852901781379,0.3012596818183489,7.9453125,0.3435861013839614,163.68411029647106,3.9374699930269506,96.767734991189,0.19828495818980613,0.6139380392156862,74853.66794167188,81.58778046436561,0.29363941219788753,0.3035872893694903,0.22820089888206407
36,136,88.3548,13.8688,94,18.334,0,103,125,23,127,15,0.9792,87.6835,0.0,0.0,6.78571,3.522,11.90782,0.0,0.0,124.0,45.49222,0.00374,0.47,4.441,-1.0,0.065935,0.14448890407117068,30.590752118899502,3.906529458828098,0.6690320977063151,0.2235810621055564,264.79123414724233,66815.07921411551,0.288619788338633,0.2729873884844059,0.301777578720245,7.947482638888889,0.34420405320136505,163.68556584904357,3.978991779170159,96.86886852018385,0.19798271060205364,0.6139749019607843,75003.79286447486,81.58203193607096,0.2936535446165188,0.3041504333200943,0.22823678501245315
37,137,88.2469,13.6477,94,18.2922,0,103,125,23,127,14,0.97656,87.58181,0.0,0.0,4.96429,3.503,11.91179,0.0,0.0,124.0,45.49615,0.00395,0.47,4.412,-1.0,0.067602,0.144450716868153,30.560285215024596,4.038131833134779,0.6690320977063156,0.22306424094397787,264.2318957918343,66504.17915078394,0.2881390948877949,0.27292694810311124,0.3024064119408402,7.927276234567901,0.34448853071798746,163.73342245874684,4.184464476979693,96.82591428624252,0.19776543123302215,0.6139301960784314,74873.89885021067,81.58176976799115,0.29348177394955866,0.3046747874855415,0.22835960156869387
38,138,88.1715,13.6898,94,17.4225,0,103,125,23,127,14,0.98641,87.51068,0.0,0.0,5.35714,3.503,11.72435,0.0,0.0,124.0,45.4919,0.0037,0.47,4.538,-1.0,0.068965,0.14447428867150577,30.556665302794656,4.673671093375211,0.6690320977063134,0.22267406766120745,263.68862407604666,66171.91603980186,0.28737061471008524,0.27303814356308237,0.3031396943470038,7.982687114197531,0.3450233878436357,163.75827560245804,3.9414314261753685,96.96400444783198,0.19785941244217514,0.6139380392156862,74948.82535371158,81.57083284515298,0.29341350011209466,0.3046325526263948,0.22816143225926092
39,139,88.2262,13.588,94,18.5468,0,103,125,23,127,14,0.98562,87.56439,0.0,0.0,5.42857,3.507,11.74968,0.0,0.0,124.0,45.49669,0.00383,0.47,4.323,-1.0,0.070264,0.14441817021446401,30.524659145025556,4.020327136779005,0.6690320977063129,0.222207719250005,263.17470428322054,66420.14431926719,0.28732133688691636,0.2735312116792022,0.30387522266351635,8.096547067901234,0.3463376304400419,163.73476459760664,3.907631916053254,97.1156826041373,0.1979668741961745,0.6141682352941177,74930.26587483971,81.5419706282441,0.2933429393070247,0.3039360959313833,0.22815648623765183
40,140,88.226,13.4713,94,18.2827,0,103,125,23,127,14,0.98087,87.54172,0.0,0.0,6.25,3.508,11.66081,0.0,0.0,124.0,45.50045,0.00379,0.47,4.536,0.12847,0.062347,0.14439858273907644,30.509942325544948,3.6917159000273645,0.6690320977063123,0.22193179257568466,262.6591617137799,66212.77513346523,0.2874073364713472,0.2739055428344931,0.30456131080506643,8.210358796296296,0.3478360908407713,163.66580875141426,3.889598066950875,96.90411946562875,0.1980120687162818,0.6139301960784314,74794.99112772637,81.5610739447972,0.29335981634806774,0.30315293520686004,0.22812809003111337
41,141,88.2358,13.4331,94,17.1501,0,103,125,23,127,14,0.97651,87.53302,0.0,0.0,6.42857,3.508,11.56233,0.0,0.0,124.0,45.51291,0.00382,0.47,4.453,-1.0,0.06514,0.14445501585429701,30.477001048900465,3.8309253372607452,0.6690320977063126,0.22203741902130472,262.15553306482695,66267.35385260535,0.2880285294435926,0.27368897509706236,0.3053571264204585,8.191116898148149,0.3489402714375321,163.6390241995,4.014679912924658,96.94621265080805,0.19808877966456195,0.6141682352941177,74857.07118383812,81.57416452258467,0.2932884599675127,0.30230291812506627,0.22796247603571962
42,142,88.262,13.3888,94,17.6278,0,103,125,23,127,14,0.97542,87.56204,0.0,0.0,6.64286,3.504,11.52825,0.0,0.0,124.0,45.52468,0.00364,0.47,4.733,-1.0,0.061193,0.1446082798370251,30.48363353587963,2.727244882602074,0.6690320977063123,0.22213245470396703,261.65882058357244,66209.56822735672,0.2877681744770991,0.27343638209998156,0.306269405734233,8.234664351851851,0.3499666013107877,163.639471478321,4.040212029022083,96.85220509874014,0.19822265080467932,0.6142121568627451,74895.39490268321,81.57626194808816,0.2931676741655382,0.3014445007598862,0.22781711067937738
43,143,88.2217,13.3678,94,17.2219,0,103,125,23,127,14,0.98205,87.53813,0.0,0.0,4.85714,3.518,11.49632,0.0,0.0,124.0,45.52222,0.00348,0.48,4.473,-1.0,0.063404,0.1447437362115478,30.464179898485728,3.1923776781852706,0.6690320977063134,0.2224150140883613,261.1628938211767,66169.20534601915,0.2876231027598559,0.2730504663316043,0.30703169561237587,8.346305941358025,0.35089089701798015,163.6209579307135,4.019909400179082,97.09703772988492,0.19839504998800114,0.6143047058823529,74814.69772981305,81.57254452482334,0.29300362483275477,0.3005967523478863,0.2275221388293223
44,144,88.1835,13.5788,94,17.4548,0,103,125,23,127,14,0.97828,87.50088,0.0,0.0,5.21429,3.546,11.48246,0.0,0.0,125.0,45.52061,0.0034,0.48,4.834,-1.0,0.06595,0.14492125529608513,30.465600849669656,1.9470796618053416,0.6690320977063126,0.22238441877047996,260.66959702953534,65966.79011944917,0.28780649371423306,0.27280674471027166,0.3078202627623652,8.366078317901234,0.3520424707768786,163.60586997470517,3.8584736737202423,97.04353086172688,0.19874612371988748,0.6147854901960784,74776.09442141686,81.55655570248187,0.2928519162533239,0.299865586514258,0.22736339058913754
