,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.6,cubcol.0,cubrow.0.6,staticness,color_fulness,cubcol.0.3,saturation,cubrow.0,cubrow.0.5,cubrow.1.0,fft,tone,blur,movement,cubrow.0.3,cubcol.0.5,cubcol.1.0,uhdhdsim,blockiness,temporal,contrast,noise
10,210,63.9003,16.4333,55,23.3546,0,115,121,14,131,18,1.03316,59.67799,0.0,0.0,0.17857,4.323,15.27479,0.0,0.0,125.0,58.08246,0.0002,0.4,2.204,-1.0,0.35668,0.1812463939915884,0.07818141340655269,0.22152590749874462,471.4922722745146,147.82998376220817,0.14158787696991348,39.90818786621094,0.25685718901334736,0.21290915419638903,0.2483069924560055,79527.19649611121,0.8953858823529413,41366.033176678226,5.055893132716049,0.19543303473623605,0.1935936753796175,0.12352033385264467,84.66080100668236,2.0558957201106987,4.580670715794023,95.9861029403725,0.5250882857207305
11,211,63.1762,15.4373,55,23.4843,0,115,121,14,131,18,1.03039,59.03799,0.0,0.0,0.25,4.314,14.11253,0.0,0.0,125.0,58.05882,0.00022,0.4,2.139,-1.0,0.381408,0.18043136681905877,0.0781062111077192,0.22124339127478584,469.7572039148721,147.59479169956518,0.14054217799473515,40.07243347167969,0.2543972118861831,0.21278929627812085,0.248216399491669,79603.82977360548,0.894887843137255,39949.2000418069,5.623794367283951,0.19540224249598107,0.19455158428522187,0.12363448057275947,84.78795455660193,2.4819530325096664,4.609694202346408,97.3717124683015,0.5228706596775021
12,212,64.2003,14.5422,56,23.4631,0,114,121,14,131,18,1.04583,59.93482,0.0,0.0,0.14286,4.275,13.25474,0.0,0.0,125.0,58.15766,0.00027,0.4,2.022,-1.0,0.37161,0.18143142822012648,0.07805516456721595,0.22102111650828513,468.1529482680194,147.64789399326838,0.14189591791652717,40.32917182828174,0.2541858851954452,0.21277237868471535,0.24845675844103318,80126.67752248138,0.8963094117647059,42438.94299009721,5.045476466049383,0.19516561351972128,0.19612979373986628,0.1236862857430848,84.64886214991404,2.2916231735177983,4.5547011993861135,97.65025229863818,0.5250882857207365
13,213,64.7057,14.7543,56,21.7475,0,114,121,14,131,18,1.04539,60.40781,0.0,0.0,0.17857,4.272,12.48821,0.0,0.0,125.0,58.21197,0.00019,0.4,2.014,-1.0,0.392091,0.1827926568127599,0.07801231317848038,0.22070281322811214,466.7118327454123,147.65683019589378,0.143550449340848,40.24160653573495,0.2540767233928074,0.21269327471018964,0.2485338749313986,80356.91437527933,0.8977545098039216,43490.432216753754,4.177854938271605,0.1950247167195971,0.19718414250968214,0.12362972173302594,84.52715027012971,2.0653049689864384,4.480919069344872,95.36156164400994,0.5305527416356317
14,214,64.2449,14.2566,56,21.7818,0,114,121,14,131,18,1.03358,60.03395,0.0,0.0,0.17857,4.275,12.67679,0.0,0.0,125.0,58.18038,0.0002,0.4,2.069,-1.0,0.38401,0.1835633348389201,0.07794756556242227,0.22049606351309803,465.4767671532941,147.4293401613824,0.14291340513760678,40.265994790159624,0.2536448414048227,0.21310738343852462,0.24896920610960901,79742.0611008216,0.897426274509804,42378.33879875876,3.9012345679012346,0.1948622525350091,0.20031066371033165,0.12356776786711311,84.70888279308684,2.0825228903880233,4.47791828713008,95.07586178869732,0.5327703676788599
15,215,65.3667,13.7258,57,21.8074,0,114,121,15,131,18,1.04587,60.99781,0.0,0.0,0.17857,4.227,12.26037,0.0,0.0,125.0,58.20112,0.0003,0.4,2.027,-1.0,0.377261,0.18697786610805647,0.07793243481073145,0.2203529287607921,464.45185885798276,147.48555624053859,0.14385131993914518,40.383164394049,0.25129681843469326,0.21358740747898955,0.25018653665635726,80450.66854608727,0.8974823529411765,45351.373891646625,4.40600887345679,0.19455802226827187,0.2030792819583431,0.12346861463535964,84.47372013604054,2.0157308479670095,4.438400929380759,97.93016692571022,0.5372056197653191
16,216,64.2959,13.8726,56,20.9825,0,114,121,14,131,18,1.04803,60.07248,0.0,0.0,0.28571,4.262,11.79229,0.0,0.0,125.0,58.17912,0.00025,0.4,2.102,0.18287,0.39652,0.18868635225333452,0.07790701202081936,0.2202417928010406,463.5388800404137,147.44729053723944,0.14280265519292937,40.36091971691744,0.25042500853126304,0.2140918269151456,0.2510589588492119,79970.7194828627,0.897389411764706,42484.969072769956,4.558015046296297,0.19424736993011482,0.20509199899231625,0.12350891002951948,84.6708126396682,1.5035523497568255,4.394201104139568,95.0932648828225,0.531146952743028
17,217,65.4922,13.3748,57,20.3666,0,114,121,15,131,18,1.04053,61.10784,0.0,0.0,0.25,4.232,11.92562,0.0,0.0,125.0,58.20983,0.00028,0.4,2.194,-1.0,0.40896,0.18976652758693566,0.07790756765171247,0.2201673192538842,462.7457306389736,147.5329104464804,0.14264059298090706,40.334900655864196,0.2491508228068616,0.21441263259928295,0.25127784185391044,80400.509270932,0.8981650980392157,45238.71754578095,4.320939429012346,0.19403856327145855,0.20815032404280406,0.12346418198551956,84.47690673916813,2.612479533159714,4.390241601781895,95.16199458321722,0.5372056197653187
18,218,66.2661,13.5315,58,18.3641,0,114,121,15,131,18,1.0507,61.8155,0.0,0.0,0.17857,4.208,11.49375,0.0,0.0,125.0,58.23042,0.00022,0.4,2.061,-1.0,0.390664,0.19205640912826105,0.07792909772238224,0.2201504049600122,462.0575348811498,147.48543064906437,0.14326038805059566,40.24999623239776,0.24844182889925198,0.21464168336079564,0.2517761958602444,80725.31856072535,0.899066588235294,47074.006253536405,3.9993730709876543,0.19385078184995974,0.21069455951311736,0.1234511328538788,84.30660930017524,2.480642293296119,4.329820235038277,95.39008991449607,0.5372056197653211
19,219,65.1101,13.6103,57,21.4318,0,114,121,15,131,18,1.06321,60.8627,0.0,0.0,0.14286,4.275,11.62809,0.0,0.0,125.0,58.20292,0.00023,0.4,2.292,-1.0,0.397545,0.19312978183303187,0.0779850172115008,0.2201655123092823,461.496801819247,147.6230151781992,0.1420230280651855,40.20596332314574,0.24642112732471882,0.21495016000780648,0.2519571644522117,79821.79872590287,0.8981650980392157,43954.294377364764,3.9035976080246915,0.19365226915869208,0.20970610784454308,0.12340334884322714,84.55950685256504,2.593597392788272,4.343643620836704,95.26082726316537,0.537205619765322
20,220,66.0481,13.1771,58,20.0217,0,114,121,15,131,18,1.03301,61.73319,0.0,0.0,0.28571,4.245,11.69521,0.0,0.0,125.0,58.25795,0.00019,0.39,2.079,-1.0,0.359175,0.19210410935149444,0.07798035444232626,0.2202838004509955,460.97586879030587,147.41059834955834,0.14210739273487008,40.29688423062549,0.24450967648696065,0.2153724785591888,0.25256249959946275,80148.45384267932,0.8981650980392157,45716.729467783174,4.563802083333333,0.19349214109666232,0.21180104042911627,0.12354149005388627,84.39258198375883,2.7133308271231265,4.343461239920932,97.94909466475666,0.5394232458085512
21,221,66.6368,13.1458,59,17.6352,0,114,121,15,131,18,1.03434,62.30109,0.0,0.0,0.14286,4.201,11.32134,0.0,0.0,125.0,58.29398,0.00032,0.4,2.28,-1.0,0.360051,0.19097249893715118,0.07797642977546056,0.22044545569799853,460.51775387044387,147.40855074822855,0.1423175243486098,40.38165829505449,0.24261787617328914,0.21587578569274088,0.2533369261808452,79983.48598446694,0.8981650980392157,46722.875694883565,4.534577546296297,0.19327767026365883,0.21401038905091227,0.1234230744664686,84.26722629149155,2.3484197825128663,4.314830511813762,97.87674352797788,0.5400174569159485
22,222,66.3122,13.0541,59,17.9779,0,114,121,15,131,19,1.04963,62.07139,0.0,0.0,0.25,4.2,11.28998,0.0,0.0,125.0,58.2797,0.00026,0.4,2.231,-1.0,0.356754,0.19059030716088285,0.07801619737552455,0.22051023629212071,460.10933327525635,147.3500592518239,0.14199709584386658,40.36674706729842,0.24135909290481233,0.21635950725981812,0.2540748129097426,79867.90022106514,0.897938431372549,45312.04231774641,4.428867669753086,0.19298891798836607,0.21646434875592427,0.1234774766036199,84.34957839620697,2.4371087495651156,4.280003986473424,97.48977711354398,0.5394232458085559
23,223,67.3067,12.4956,60,17.2554,0,114,121,16,131,19,1.04637,62.98622,0.0,0.0,0.78571,4.179,11.21035,0.0,0.0,125.0,58.30717,0.00031,0.4,2.235,-1.0,0.330091,0.1907644034068705,0.07803202996696623,0.2206106804931694,459.72228328071895,147.3869206102108,0.1428397146865764,40.41594912682051,0.24030897938466564,0.21679862706497055,0.25471707428420265,80075.1395563181,0.8971690196078431,47365.1807460648,4.232783564814815,0.1929104315844934,0.21913740754305489,0.12342395482026755,84.18104512262414,2.2639863174176904,4.228251417566642,97.27766457688394,0.5454819128308461
24,224,67.9145,12.5996,60,15.9204,0,114,121,16,131,19,1.04804,63.55901,0.0,0.0,0.10714,4.181,10.7319,0.0,0.0,125.0,58.31011,0.00034,0.4,2.652,0.18236,0.32481,0.1904774650039397,0.07802220444971357,0.22064580565641165,459.36434885523477,147.2465330183927,0.14367134793204878,40.19506346149209,0.23989417797439566,0.21721306793617481,0.25543093327667016,80408.82189442616,0.8970603921568627,48233.382418745336,4.16724537037037,0.19254687513789298,0.22075297779971637,0.12342082546685341,84.09449884639247,2.1944900789843387,4.117054461885297,94.87350729176957,0.5476995388740793
25,225,66.967,12.0211,60,18.5535,0,114,121,16,131,19,1.03654,62.74809,0.0,0.0,0.10714,4.212,10.83084,0.0,0.0,125.0,58.26616,0.00024,0.4,2.144,-1.0,0.384972,0.19056825407451217,0.07797767402285366,0.2206997043523283,459.03877181678615,147.32672597469414,0.14310269504117373,40.32301989896798,0.23984244686289072,0.21762631822460002,0.256538578594094,79779.99829198016,0.8963172549019608,46020.695635781696,4.392457561728395,0.19222068378305757,0.22332758292222782,0.12341023434739687,84.34132472659202,2.5372678817206635,4.045415107402911,94.87683554593244,0.5454819128308489
26,226,68.2371,11.0386,61,17.3254,0,114,121,16,131,19,1.03499,63.88168,0.0,0.0,0.14286,4.192,10.33324,0.0,0.0,125.0,58.29427,0.00038,0.39,2.23,-1.0,0.372379,0.1909870741511471,0.07793170440766846,0.22075512716146922,458.7468389601096,147.2011880893311,0.14399888014518705,40.31868320041232,0.24000086315800176,0.21799771624344913,0.25789254282508906,80427.25588375768,0.8965850980392157,49098.68220749175,4.159625771604938,0.19207873526626207,0.22544416348721585,0.12335380763135523,84.08862847251274,2.17285815034227,3.9238432207648124,95.249964351974,0.5476995388740774
27,227,68.9308,11.7186,62,13.1706,0,114,121,16,131,19,1.04791,64.50078,0.0,0.0,0.39286,4.156,9.49584,0.0,0.0,125.0,58.28994,0.00025,0.39,2.209,-1.0,0.358527,0.1914410518374566,0.07793957929310878,0.2208740121537769,458.4683914808921,147.04246942217497,0.14516672126098337,40.358424999095774,0.2393686229208699,0.21840085565588596,0.2593835500280536,80578.62788288767,0.8959556862745098,50383.32466363064,3.8326581790123457,0.19188433708393668,0.22935576730167184,0.12341590730894467,83.90732106383432,2.2729102754749726,3.754456157224723,97.5782846182688,0.5521347909605323
28,228,67.8785,12.1732,61,15.8638,0,114,121,16,131,19,1.04039,63.57606,0.0,0.0,0.67857,4.189,10.07385,0.0,0.0,125.0,58.24568,0.00027,0.4,2.228,-1.0,0.341693,0.1917877165422053,0.07794301415418696,0.2208624290882195,458.2214110336049,147.03887739020035,0.14548686317541953,40.260062323676216,0.23885973047344175,0.21878376384455395,0.2604832202028488,80182.54196495247,0.895446274509804,47654.99463746419,3.59008487654321,0.19162088295386162,0.2315282706374247,0.12337254024545209,84.08795038299134,2.3621319186343204,3.8983520155958207,95.62364386328787,0.5499171649173128
29,229,67.7806,12.4584,60,15.1109,0,114,121,16,131,19,1.04734,63.49286,0.0,0.0,0.92857,4.147,10.46559,0.0,0.0,125.0,58.22519,0.00025,0.4,2.45,-1.0,0.382974,0.1916305561782573,0.07795250637986985,0.22090632272316588,457.9806453487817,147.34697901299137,0.14592291007457375,40.08017570589796,0.23718286619977272,0.21919248426753998,0.26068310316535126,80253.90233465389,0.8946435294117647,47251.2835003094,3.6629050925925926,0.19142502032327247,0.23254723915820674,0.12326995930166494,84.08095115591007,2.3723519480860262,4.010236748409273,95.52781503244692,0.5543524170037659
30,230,67.0867,12.8954,60,16.0087,0,114,121,16,131,19,1.02999,62.85889,0.0,0.0,1.25,4.173,10.71048,0.0,0.0,125.0,58.19682,0.00032,0.4,2.691,-1.0,0.369966,0.19191939502538793,0.07800949100278966,0.2209247732963963,457.7618183339395,147.12242926381072,0.14625025139964867,40.2381702941141,0.23561866336677822,0.21963865182198716,0.2608938551093947,80046.0566469323,0.8944921568627451,45807.16304916356,3.991367669753086,0.19118906285449658,0.23393133319939632,0.12327511556252045,84.15973675428435,2.3724661496572383,4.101745933336936,97.65056201264773,0.5476995388740783
31,231,66.6834,12.876,59,15.199,0,114,121,16,131,19,1.03507,62.48361,0.0,0.0,1.92857,4.171,11.08626,0.0,0.0,125.0,58.17647,0.00027,0.4,2.288,-1.0,0.345769,0.19202195017899593,0.07801591826319709,0.22096762587688482,457.52322789817936,147.11361107112157,0.1468097133884884,40.286303484881365,0.23453577365867923,0.22014875322305746,0.2611254888108071,79924.01262096458,0.8944139019607842,45013.25801178623,4.115547839506172,0.19108165293593946,0.23569380412838217,0.12318616665723278,84.23537826832693,2.613198022966099,4.191812950746158,96.04006460941345,0.5454819128308482
32,232,66.6723,13.0773,59,17.5122,0,114,121,16,131,18,1.04209,62.43819,0.0,0.0,1.0,4.169,11.06305,0.0,0.0,125.0,58.17101,0.0004,0.39,2.255,0.17683,0.388752,0.192158338440056,0.07805246152508545,0.22104280034200915,457.26200952306476,147.01561849907986,0.14824916705426577,40.23791315526138,0.2337515237792262,0.22046289048944437,0.26124995087482583,80052.91251945747,0.8940133333333333,45232.22479684524,4.15625,0.19100691699949493,0.2365822661324012,0.12307773936064872,84.22582846127276,2.9204543043906903,4.2442467413234315,97.46863184095417,0.5454819128308529
33,233,65.9239,13.2095,58,18.41,0,114,121,16,131,18,1.04148,61.74106,0.0,0.0,0.5,4.158,11.24104,0.0,0.0,125.0,58.13231,0.00034,0.4,2.409,-1.0,0.37352,0.19210084308975486,0.07803276408564912,0.22107839787554218,456.97806425972664,147.022018287513,0.14864734120344386,40.11250380527826,0.2333525743256183,0.22084445618919296,0.2613179772329233,79991.81274881087,0.8939486274509805,43715.19860164887,4.2485532407407405,0.19094835895254728,0.2369388459613568,0.1229933841750831,84.32515624162521,2.442761185823633,4.286249577706229,94.93298618428213,0.5438584978950152
34,234,66.5075,13.0309,59,19.8381,0,114,121,16,131,18,1.02575,62.22787,0.0,0.0,0.57143,4.099,11.36076,0.0,0.0,125.0,58.13764,0.0003,0.4,2.243,-1.0,0.377659,0.19249668185282914,0.07801334597208849,0.22112482834367633,456.7018267769349,147.20218979458764,0.14898836991263206,40.40943400065104,0.23290761125431378,0.22129094366918928,0.2612407575965979,80262.34651680799,0.8937901960784315,45016.32435510966,4.342785493827161,0.19096607023415113,0.23609942648562088,0.12293096054207357,84.17744825619823,2.126619365735048,4.299307238105165,97.61625515095318,0.5438584978950102
35,235,66.8977,13.2002,59,20.112,0,114,121,16,131,18,1.04849,62.56279,0.0,0.0,0.64286,4.082,11.2018,0.0,0.0,125.0,58.12976,0.00032,0.4,2.219,-1.0,0.381804,0.1925487824176898,0.07802116526534997,0.2212432911870525,456.39511917109184,146.9944152823051,0.1494706646487478,40.25846599060812,0.23249362461799875,0.22188997063772706,0.26102576320858284,80500.61235325891,0.8939835294117647,45718.337725306475,4.511429398148148,0.1908425669611642,0.2365476222583442,0.12287905183014693,84.09117688959547,2.1396042645725375,4.263544706521344,95.45346547336308,0.5454819128308487
36,236,66.0467,13.5118,58,20.1053,0,114,121,16,131,18,1.03945,61.80856,0.0,0.0,0.46429,4.094,11.3449,0.0,0.0,125.0,58.10857,0.00037,0.4,2.149,-1.0,0.390966,0.19240025394154073,0.07804267760566182,0.22140340930400457,456.05026379819157,147.02488135120217,0.14964190012799855,40.32225601761429,0.2320776597705022,0.22221987143216165,0.26078343462765785,80315.14358394398,0.893003137254902,43967.8144222174,4.7135898919753085,0.19069008603866436,0.23735604165583274,0.1228972707798164,84.25131738105225,2.320491122173616,4.270211506221955,97.54659129061989,0.5454819128308466
37,237,65.9305,13.4914,58,19.5045,0,114,121,16,131,18,1.04775,61.71195,0.0,0.0,0.82143,4.103,11.60947,0.0,0.0,125.0,58.10735,0.00032,0.4,2.233,-1.0,0.37109,0.1923062385309993,0.0780401553075639,0.22150496552672164,455.6690702002681,147.15663285467846,0.15010575586484315,40.25063182689526,0.2326637343558141,0.22238242442498876,0.26070873213010015,79988.80863683356,0.8914345098039216,43201.39664928177,4.968942901234568,0.19060177859161404,0.238467665752888,0.12291853422927504,84.27325762821576,2.207228649986325,4.338841836540056,95.52581574241898,0.5454819128308452
38,238,66.5767,13.9693,58,19.4425,0,114,121,16,131,18,1.0496,62.29378,0.0,0.0,0.35714,4.011,11.59092,0.0,0.0,125.0,58.10299,0.00021,0.4,2.29,-1.0,0.379094,0.19275181535373676,0.07802723755447961,0.22175091960378668,455.2608752861435,146.9616915139197,0.15093907101748638,40.20460340711806,0.23228078866291127,0.22286369563011246,0.2609035621407164,80567.09112690779,0.8906160784313726,44474.03240009622,5.251736111111111,0.1904581210713884,0.23891736291313267,0.12302180918862529,84.09801398196713,2.25776504864083,4.381297807691355,95.4824306608225,0.5454819128308485
39,239,66.1106,14.5656,58,21.092,0,114,121,15,131,18,1.03319,61.931,0.0,0.0,0.82143,4.038,12.00457,0.0,0.0,125.0,58.08105,0.00031,0.4,2.336,-1.0,0.378691,0.19238088077859852,0.07802085435746557,0.22183385357068133,454.82574532861616,146.87002671691573,0.15117530739451424,40.1023282651548,0.23240234819395403,0.22333546320639863,0.26070532770139193,80299.94587144414,0.8901486274509804,42973.114803969125,5.603298611111111,0.19041261453266095,0.23987728393176205,0.12300537240620273,84.17942211785972,2.0189036590009017,4.452687541685202,95.69946760399775,0.5476995388740759
40,240,66.2104,14.7167,58,21.1891,0,114,121,16,131,18,1.03327,62.03249,0.0,0.0,0.17857,4.027,12.51825,0.0,0.0,125.0,58.07691,0.00028,0.4,2.081,0.18146,0.383604,0.19176666462370984,0.07802852929807279,0.221900822799463,454.3579970867428,146.86859956819802,0.15183149353322237,39.98434033805942,0.2328897040917976,0.22353844807802684,0.26043760593988025,80489.85695487098,0.8898631372549021,42905.64391942389,5.94483024691358,0.19079569740378055,0.24115142710291634,0.12295511940043542,84.15398079291225,2.185196823407843,4.525673452289643,97.78496961760156,0.5493229538099098
41,241,66.795,15.1245,58,23.302,0,114,121,16,131,18,1.03901,62.53863,0.0,0.0,0.32143,4.01,12.64644,0.0,0.0,125.0,58.0691,0.00028,0.4,2.069,-1.0,0.375962,0.19133756496892368,0.07802370130400943,0.2219631447260915,453.88414425392534,146.74782495276662,0.15281645019467893,39.9894861291956,0.23381601462861062,0.22360035088304273,0.26013055102661864,80549.79081551015,0.8884584313725491,43802.82484075267,5.954427083333333,0.1912330561262256,0.24198250350825284,0.1229832483446721,84.0284646087882,1.9826509906303302,4.5558186287805205,94.83834359351277,0.5476995388740742
42,242,66.5586,15.9548,58,21.0915,0,114,121,15,131,18,1.03853,62.33168,0.0,0.0,0.14286,3.98,12.99435,0.0,0.0,125.0,57.99512,0.00024,0.4,2.212,-1.0,0.380606,0.19072672125685083,0.07802584277694573,0.22208018574477767,453.40036547249076,146.55587465818695,0.15324720778903497,39.68785170566888,0.2340652739572332,0.22357742408188883,0.25990390716359174,80211.08961467695,0.887018431372549,42958.333387678955,6.037760416666667,0.19149738086937546,0.24297057107102846,0.12293452092559808,84.0571100000484,2.1051076477327726,4.614942821044736,97.53747268261901,0.5476995388740747
43,243,66.9641,17.1386,58,21.517,0,114,121,15,131,18,1.05054,62.70403,0.0,0.0,0.89286,3.981,13.70238,0.0,0.0,125.0,58.01095,0.00025,0.4,2.138,-1.0,0.366295,0.19004939235713433,0.07800711370915447,0.22219610687122388,452.9348021825933,146.57459946102722,0.15395133861665045,39.549258573555655,0.23394003872736022,0.2236331734730134,0.2596612962072096,79980.52796018225,0.8875427450980392,43253.109698109016,6.208092206790123,0.19118697394706896,0.2434492911368792,0.12287627747330589,83.97381323015564,1.955290680357817,4.7057662618441976,95.45395789839054,0.5476995388740774
44,244,67.1352,17.5993,59,22.5096,0,115,121,16,131,17,1.05071,62.89125,0.0,0.0,0.53571,3.991,14.726,0.0,0.0,125.0,58.10867,0.00033,0.4,2.034,-1.0,0.346518,0.18926031145320624,0.07799482234432142,0.22227189668538408,452.47026636922914,146.68808877296948,0.1544283522388874,39.3292490641276,0.23330652257031134,0.2236761016440208,0.259882667298818,79651.5652727623,0.888236862745098,43117.51349957458,6.278935185185185,0.19104977676841714,0.24430518445519384,0.12283472071091453,83.99292800016752,2.08178218052535,4.717171642115976,97.23078816973121,0.5493229538099187
