,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.1.0,cubcol.0,cubcol.0.6,tone,contrast,cubcol.1.0,cubcol.0.3,movement,noise,cubcol.0.5,cubrow.0.5,cubrow.0,cubrow.0.3,blur,blockiness,uhdhdsim,saturation,color_fulness,temporal,cubrow.0.6,staticness,fft
10,210,55.9679,15.1602,63,24.0079,0,98,124,17,127,10,0.98834,54.9885,0.0,0.0,0.07143,4.968,13.36614,0.0,0.0,132.0,36.70342,0.00215,0.44,1.618,-1.0,0.300218,0.09068895184421037,0.16246700483029958,0.16189182853385342,0.5052411764705883,93.2735469341612,0.07711047421392989,0.12990920392569452,4.12962962962963,0.6419855924665098,0.16799001392648186,0.17342524822863514,0.2351545068097934,0.11362912843640832,19575.612102851086,2.8990157959087592,85.1138949161579,30.24458708586516,154.25293942717332,4.698280230792712,0.12239123903428574,240.11886146811625,73322.43023410915
11,211,56.0669,15.12,63,23.4368,0,98,124,17,127,10,1.01133,55.05833,0.0,0.0,0.21429,4.923,13.01746,0.0,0.0,132.0,36.6925,0.00217,0.45,1.505,-1.0,0.326135,0.09029847995458647,0.16202240335975818,0.15878615627087592,0.5058298039215686,92.0127963990738,0.07641564402512949,0.13027051570152642,4.437451774691358,0.6419855924665107,0.16743145896622458,0.17387352424586214,0.238690673995414,0.11395657848397876,19703.256438456356,2.1845370399483244,85.09447138311778,30.427215764551985,154.38036127490403,4.570907328030216,0.1228653672108844,239.28590304301113,73377.57263090019
12,212,56.1344,15.0423,63,24.0836,0,98,124,17,127,10,0.98012,55.10737,0.0,0.0,0.10714,4.939,12.98391,0.0,0.0,132.0,36.73656,0.00228,0.43,1.465,-1.0,0.326247,0.09003925789469748,0.16591182067296725,0.15637454525455868,0.5063654901960783,93.33129117556915,0.07609266155912171,0.13000748943603488,3.960841049382716,0.6403621775306777,0.16607420719677882,0.17517024414474847,0.24100304566736647,0.11521728165571327,19819.65202119547,2.3954375938117156,85.07051786578735,30.34516963252315,154.36873918051984,4.475159975845957,0.12393120123182205,238.4797726500807,73317.64216988282
13,213,56.2444,15.1987,63,23.012,0,98,124,17,127,10,0.99311,55.19919,0.0,0.0,0.07143,4.95,12.91391,0.0,0.0,132.0,36.80196,0.0023,0.44,1.589,-1.0,0.334799,0.09001596121377398,0.17114361505057663,0.15447016770648872,0.5069309803921568,93.15119397785855,0.07568764731189237,0.13014360837187866,3.619020061728395,0.6442032185097383,0.16511358619393007,0.17669562096480831,0.24253200713876558,0.11603751322027013,19986.15792635106,2.0435670060103686,85.06390157176597,30.291387487340852,154.3644313654008,4.417955532010132,0.12507892954931182,237.72356528804247,73692.8620116152
14,214,56.0746,15.3242,63,24.2462,0,98,124,17,127,10,1.00117,55.03916,0.0,0.0,0.03571,4.922,13.04912,0.0,0.0,132.0,36.83804,0.00251,0.43,1.476,-1.0,0.324218,0.09183217751224038,0.17452953650380945,0.15319302200097,0.5071909803921568,92.76276382691336,0.07503109757185908,0.1315780990053611,3.3504533179012346,0.6403621775306761,0.16470586007881077,0.1783225177756078,0.24325332561325036,0.11656978448365479,19644.935597217398,2.5635598039237975,85.15996443626972,30.244841775776425,154.46479954802524,4.489911709941059,0.1260955254752258,237.03196263734532,73374.2047034678
15,215,55.9586,14.6881,62,24.5513,0,98,124,17,127,10,0.99857,54.8849,0.0,0.0,0.35714,4.906,13.15947,0.0,0.0,132.0,36.86399,0.00204,0.43,1.69,-1.0,0.317294,0.09184858968027268,0.17542521274632059,0.1516460082537958,0.5071909803921568,93.13185901965518,0.07459568681103917,0.13431863579354889,4.380835262345679,0.638144551487446,0.16496754626947222,0.1796814607858194,0.24478853952709498,0.117400267723122,19667.0535537885,3.197316099836089,85.14590912080004,30.27231494291329,154.0311649915076,4.530672820484361,0.12733069722764134,236.363333332744,73597.84367716881
16,216,55.8402,14.2816,62,24.5113,0,98,124,17,127,10,1.00297,54.74875,0.0,0.0,0.10714,4.859,12.61743,0.0,0.0,132.0,36.84978,0.00235,0.44,1.505,0.13387,0.336357,0.09213468538351291,0.17616480410522423,0.150652340180278,0.5069309803921568,93.23733297028589,0.07457121069032271,0.1380773704893978,4.441358024691358,0.6381445514874479,0.16407658716391088,0.18108092494042322,0.24591736619220197,0.11867726644136957,19664.64003687183,2.1091787629199423,85.0812362056424,30.161287472571857,153.88773964020348,4.359724047378472,0.12865706479632832,235.71877471995165,73567.24205430869
17,217,55.7399,14.3784,62,21.7304,0,98,124,17,127,10,0.99685,54.62297,0.0,0.0,0.17857,4.839,12.26753,0.0,0.0,132.0,36.93892,0.00224,0.44,1.618,-1.0,0.33424,0.09324440451326345,0.1787171321369441,0.14968580889643748,0.5069309803921568,92.62654614428538,0.07331905766634683,0.1414321667667528,3.8913966049382718,0.6397679664232779,0.16231623177783916,0.18275073882250276,0.24647539253117381,0.11959265877002957,19729.992793620426,2.7579879099190743,85.11976815806051,30.18224118079668,153.7494689130966,4.191341866695978,0.12967371927938265,235.17617394863848,73798.13963162641
18,218,55.9673,14.4359,62,22.6215,0,98,124,17,127,10,0.98988,54.78908,0.0,0.0,0.0,4.811,12.34935,0.0,0.0,132.0,37.01569,0.00215,0.43,1.776,-1.0,0.340647,0.09302369847238014,0.17917059051023654,0.14876538569065448,0.5074666666666665,92.50369002824841,0.07164809266648679,0.1414320673014989,3.377507716049383,0.6343035105083854,0.16085070151428618,0.1850403919831808,0.24679478610561428,0.12083059488588842,20117.118825675025,2.1953303772168264,85.0984868148984,30.095359896436154,153.72300699722197,3.973653952349738,0.1307111009093243,234.66908203022632,73773.09205617756
19,219,56.1582,14.3724,62,20.4943,0,98,124,17,127,10,0.99128,54.93555,0.0,0.0,0.0,4.796,12.3931,0.0,0.0,132.0,37.06627,0.00203,0.44,1.637,-1.0,0.340216,0.09370830617337995,0.1812805930952102,0.14828956375939248,0.5077870588235293,93.31507495893453,0.0707693776094997,0.14105821194354895,3.196711033950617,0.6359269254442199,0.15987550794889252,0.18664308095006787,0.24725177236506252,0.12170163979730309,20549.95946354553,2.940935062194312,85.08923370920058,30.045444253050253,153.9427751828457,4.016571775747635,0.1313344583746779,234.2178469297477,73915.85703756474
20,220,56.1814,13.8344,62,20.831,0,98,124,17,127,10,0.9881,54.94198,0.0,0.0,0.0,4.809,12.33919,0.0,0.0,132.0,37.04654,0.00213,0.44,1.601,-1.0,0.31375,0.0946025459178203,0.18546814439499773,0.14794698411041146,0.5077266666666665,93.28229071615445,0.07030228111606414,0.14121155144090766,3.911747685185185,0.6359269254442164,0.15909049289720553,0.18862415795506352,0.24750416744737486,0.12274958410682363,20820.366135442255,2.7561438668860134,85.09021539994521,29.94984549063223,153.843446518753,3.920684298409954,0.13203925415393816,233.7913846905857,74026.95796245859
21,221,56.2261,13.9955,62,19.2418,0,98,124,17,127,10,0.98857,54.96238,0.0,0.0,0.07143,4.832,11.87309,0.0,0.0,132.0,37.00608,0.0024,0.43,1.506,-1.0,0.333659,0.09438803124103999,0.19066742253768637,0.1474813851039972,0.5071603921568626,92.50437416595756,0.06986641350535393,0.1420763474453237,3.765721450617284,0.6381445514874452,0.1582447431523731,0.19018592794491113,0.24861120337894152,0.1235108167818995,20912.17536120991,2.443741646603207,85.08083189121179,30.051892315899885,154.10038803935032,3.924214616811407,0.1322446808964416,233.40336440250474,74095.48460826332
22,222,56.3664,13.49,62,19.6209,0,98,124,17,127,10,1.00704,55.07743,0.0,0.0,0.07143,4.872,12.01074,0.0,0.0,132.0,36.99648,0.00242,0.44,1.62,-1.0,0.323936,0.09382940638677684,0.1958493428104688,0.1463894965086599,0.5063576470588235,91.54479681324914,0.06984582334245815,0.14369898930520944,3.5497685185185186,0.6359269254442164,0.15746619308372203,0.19220463121347636,0.2494031309853307,0.12427216083838317,21251.7611551349,2.340217378569785,85.05778848227366,30.088942727924866,154.19158302490365,3.8536178705046025,0.1324951001589138,233.02635574654093,74248.53508585309
23,223,56.2071,13.0328,62,19.0236,0,98,124,17,127,10,0.98862,54.90851,0.0,0.0,0.07143,4.878,11.57565,0.0,0.0,132.0,36.98285,0.00231,0.44,1.564,-1.0,0.316283,0.09311903366802289,0.20016159507934256,0.14533934378579183,0.5058149019607842,93.29335134051941,0.07076662433737199,0.1428667172180609,3.480516975308642,0.6381445514874472,0.157041012271078,0.19428733816731333,0.25031313626542284,0.12517151425451384,21139.39135174682,2.5956467730040123,85.04772197174125,30.09237727412471,154.22967741791908,3.77593790300173,0.1329139555133352,232.66614823776507,74467.34388340762
24,224,56.0975,12.6989,62,17.8365,0,98,124,17,127,10,0.99336,54.77944,0.0,0.0,0.10714,4.825,11.18095,0.0,0.0,132.0,36.94722,0.00211,0.44,1.667,0.1349,0.307697,0.09300476289467932,0.2041147134161777,0.14456889593232697,0.5052494117647057,93.29878608800593,0.07016495719889145,0.14151359948738043,3.350742669753086,0.6381445514874485,0.15714570914093293,0.19614824715682372,0.2512974467231136,0.12587771017954089,20923.944162777647,3.055931035695989,85.0470847854781,30.07338742856626,154.2130991663705,3.7204158396692337,0.13351664800239996,232.32049236609723,74320.0004499939
25,225,56.2766,12.2571,62,16.9715,0,98,124,17,127,10,1.01172,54.90846,0.0,0.0,0.0,4.817,10.89601,0.0,0.0,132.0,36.93365,0.00226,0.44,1.649,-1.0,0.295117,0.09220151685685372,0.20874548416789046,0.14404581933614632,0.5052494117647057,93.28149854944094,0.0700022610407701,0.1399194081406325,3.796875,0.6343035105083831,0.15751042395098278,0.1976947345374588,0.2521182814934831,0.12661679986749996,21300.505651335996,2.3047151681069766,85.01652016975643,30.135782877604168,154.39764930181434,3.565777272070193,0.1341787317658455,231.98351491592172,74212.50833310587
26,226,56.0342,11.7309,62,16.7443,0,98,124,17,127,10,0.99289,54.67948,0.0,0.0,0.07143,4.791,10.51639,0.0,0.0,132.0,36.93769,0.00238,0.45,1.47,-1.0,0.333748,0.09221472372950501,0.21256609246196426,0.1436600939842135,0.5052494117647057,93.36089269462005,0.07004749863452611,0.1387721269055231,3.7372202932098766,0.6359269254442128,0.1578834887670275,0.19852089978302379,0.25363280583625436,0.12733026553685833,20960.101914703504,2.3296437523382734,85.10268869952306,30.08662979691117,154.24875347718438,3.7013651977909037,0.1347790825434789,231.65024412830144,74382.22604508257
27,227,55.9445,11.0695,61,15.9677,0,98,124,17,127,10,0.98826,54.59986,0.0,0.0,0.07143,4.77,10.06304,0.0,0.0,132.0,36.97015,0.00221,0.44,1.52,-1.0,0.321373,0.091703871416322,0.21548853591350373,0.14343928529323435,0.5052494117647057,91.40935927905204,0.07001917360331575,0.13807068899688135,3.482928240740741,0.6365211365516157,0.1584932341091798,0.19954519893922343,0.2548796630167443,0.12800065563178445,20884.33131765355,2.328576305414936,85.06673553577271,30.108256022135414,154.26542315682502,3.542086304115481,0.13552532293994063,231.36983485383203,74239.64808078873
28,228,55.9029,10.175,61,14.9474,0,99,124,17,127,10,0.97731,54.5551,0.0,0.0,0.10714,4.731,9.49301,0.0,0.0,132.0,36.91061,0.00198,0.44,1.563,-1.0,0.322965,0.09143115417385739,0.21850072753448,0.1432187573123423,0.504713725490196,91.85269909830014,0.070288254490556,0.1376847396677237,3.1807966820987654,0.635926925444216,0.15899331860932336,0.1999493728177299,0.256347350559601,0.12848827416780492,20820.833623229013,2.100745064600552,85.0425561592931,30.13638983832465,154.12403522263403,3.373106154934773,0.1362389837606813,231.11393982226085,74442.82948220751
29,229,55.8393,9.52239,61,13.9675,0,99,124,17,127,10,0.97887,54.4651,0.0,0.0,0.10714,4.663,8.72466,0.0,0.0,132.0,36.9001,0.00215,0.44,1.544,-1.0,0.340798,0.09118730176961584,0.22111619907292893,0.1429337179745867,0.504713725490196,93.30402178995949,0.07009401800631383,0.1374601952202976,2.907986111111111,0.6353327143368195,0.15949218916606597,0.20021995225491343,0.2575800339090957,0.12908505138505544,20907.414929748447,2.709263828604224,85.02882767819594,30.165245527102623,154.2830787417713,3.337544865491199,0.13684734898595874,230.89677842322024,74550.64597529078
30,230,55.5446,8.73866,61,13.2705,0,99,124,17,127,10,0.9818,54.22148,0.0,0.0,0.14286,4.642,8.16589,0.0,0.0,131.0,36.9131,0.00225,0.43,1.535,-1.0,0.326014,0.09126463641421421,0.2231911108524806,0.14278584739878292,0.5046278823529365,92.39505224609715,0.06883792134792736,0.13769924436323355,2.865692515432099,0.634303510508382,0.15988351556758776,0.20027450355629148,0.25860892334913405,0.12961802623115481,20312.871995454705,2.6169625840501163,85.05725701202172,30.059053397472997,154.19231413777408,3.1901217481878836,0.13754693249297784,230.69642059423052,74565.65473616171
31,231,55.5345,7.61157,61,12.9026,0,99,124,17,127,10,0.99254,54.19045,0.0,0.0,0.03571,4.64,7.49098,0.0,0.0,131.0,36.89864,0.00214,0.44,1.572,-1.0,0.365073,0.09112415609063651,0.22510616014888576,0.14257708139563374,0.5041482352941176,93.34520485627449,0.06805344330330564,0.13792959679539715,2.314139660493827,0.6343035105083796,0.16030656757820405,0.20060940115959794,0.25965716415950374,0.13008812961239907,20203.636927978598,2.523130548919696,85.00331913266308,30.33671682852286,154.23300705547146,3.2684257278823283,0.13817672275621665,230.5415680354878,74297.38391491983
32,232,55.6047,7.50881,61,11.6154,0,99,124,17,127,10,0.99291,54.25955,0.0,0.0,0.10714,4.646,6.52225,0.0,0.0,131.0,36.96489,0.00211,0.44,1.743,0.13413,0.345013,0.09136629911053273,0.22647799973698055,0.1423644370097244,0.5041482352941176,93.13684896313588,0.06726222424376244,0.1389485758081375,2.074170524691358,0.638144551487445,0.16081144084544755,0.20115185883105782,0.2605369577428066,0.13077484775847542,20269.24034782707,2.5460573956460713,84.96988796199523,30.2124895637418,154.51476821044503,3.0241602050796934,0.13877153200651454,230.4065800378518,74102.5568482452
33,233,55.7247,7.62468,61,11.5593,0,99,124,17,127,10,0.99778,54.4144,0.0,0.0,0.10714,4.668,6.43369,0.0,0.0,131.0,37.09153,0.00209,0.44,1.731,-1.0,0.331012,0.09032925827235637,0.228393048814522,0.14219060339621278,0.504713725490196,93.36687052908692,0.0666504017679065,0.139975376939127,1.9154128086419753,0.6387387625948459,0.16143087672586168,0.20176887865886348,0.2617600457708238,0.13135900726377855,20336.815273346958,2.1817999728220108,84.92398457664012,30.3032147442853,154.26368355568582,2.9337920681124885,0.13939871875124868,230.29750144286282,74393.6100817405
34,234,55.8666,6.45515,61,10.4586,0,99,124,17,127,10,0.99728,54.55513,0.0,0.0,0.28571,4.642,6.53116,0.0,0.0,132.0,37.1403,0.00215,0.44,1.719,-1.0,0.329524,0.08999856721319166,0.2308480948614906,0.14200526924065332,0.504713725490196,93.36995918281514,0.06618122751121856,0.14180446024998883,1.8117283950617284,0.6381445514874479,0.16212138074854487,0.20263059364716662,0.2628168226738386,0.1319804807076071,20557.717748900977,2.3738406923392503,84.90289062306672,30.263622142650465,154.50901215848688,2.7856115809897175,0.14007819394320115,230.20209931045076,74392.04829238496
35,235,55.8561,5.58376,61,9.79736,0,99,124,17,127,10,0.99827,54.5338,0.0,0.0,0.39286,4.641,5.51918,0.0,0.0,132.0,37.08221,0.00208,0.44,1.692,-1.0,0.335341,0.08986417758212266,0.23254263552564725,0.14179044265996987,0.504713725490196,92.3772573856781,0.06562010266525548,0.14375900287760102,1.7702064043209877,0.6403621775306781,0.16288729190760337,0.20353819788492655,0.2637408624320628,0.13257826343651466,20530.525832043517,2.5847403062027294,84.91821125251407,30.27826078438465,154.20554161858888,2.6788309734875884,0.1405042297443051,230.12350819964524,74227.79936754383
36,236,55.8899,4.31105,62,8.80493,0,99,124,17,127,10,1.00037,54.56804,0.0,0.0,0.32143,4.642,4.77377,0.0,0.0,132.0,37.08206,0.00229,0.43,1.729,-1.0,0.339464,0.08963663579434322,0.23409803628039513,0.14161819530074016,0.5044458823529411,91.96103311988634,0.06522238323591094,0.1455151756856378,1.6899594907407407,0.6403621775306765,0.163585531433277,0.2041385770557132,0.2648055395566323,0.13313766697886698,20600.696852314824,3.104953921417582,84.92281586241242,30.274849032178334,154.1539330214391,2.749212411770117,0.14084086829312378,230.0553544641473,74488.11540481397
37,237,55.7812,3.88021,61,8.31917,0,99,124,17,127,10,0.99132,54.4519,0.0,0.0,0.32143,4.597,3.67818,0.0,0.0,132.0,37.07499,0.00212,0.43,1.719,-1.0,0.325282,0.08961995385243006,0.2361167428597417,0.14143234781120295,0.5044458823529411,92.00818424143851,0.06538842486444724,0.1484493490604601,1.5544945987654322,0.6403621775306779,0.16418613148840033,0.2049791236243595,0.2663110872828319,0.13361875870023654,20475.03436963336,1.4887293661123546,84.93329422313755,30.34465591995804,154.29469973021259,2.7646615684316522,0.1411304524790966,230.00248196978905,74079.7209082218
38,238,55.7742,3.51362,61,7.95297,0,99,124,17,127,10,0.98727,54.44733,0.0,0.0,0.35714,4.592,3.31098,0.0,0.0,132.0,37.08307,0.00197,0.43,1.748,-1.0,0.342327,0.08962029745877424,0.23869643620326575,0.14130807463843817,0.5044458823529411,91.8312294632652,0.06581881517692649,0.15103845822013107,1.5237268518518519,0.6419855924665115,0.16484695009987954,0.2058402707653013,0.26777703615897663,0.13392920537159037,20539.817353352875,2.088377111725395,84.9074173690415,30.359703723295233,154.12353878044155,2.617572807688333,0.14137004967801547,229.9588763097509,74524.73102825553
39,239,55.755,,61,8.11934,0,99,124,17,127,10,0.99485,54.42733,0.0,0.0,0.25,4.636,2.99083,0.0,0.0,132.0,37.08403,0.00219,0.43,1.789,-1.0,0.331891,0.08965502430617744,0.2414582349956531,0.1410918646332636,0.5044458823529411,92.14321758908304,0.06622675202533883,0.15322808282073827,1.3985821759259258,0.6419855924665093,0.16543944689542694,0.20666881087010236,0.26951049330703153,0.1342222285254374,20447.82971769103,2.2197793610839485,84.92834795811645,30.384756017614293,154.19218944276386,2.5782287592912745,0.14166319134974537,229.92830185103998,74401.8292572341
