,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,cubrow.0.6,cubcol.0.5,tone,fft,blockiness,cubcol.0.6,cubcol.0.3,cubcol.1.0,movement,blur,cubcol.0,cubrow.0,cubrow.0.3,staticness,uhdhdsim,contrast,noise,temporal,cubrow.0.5,cubrow.1.0,color_fulness
11,511,65.5631,2.3092,30,3.17108,0,107,131,7,125,5,0.98821,58.65284,0.0,0.0,3.89286,3.983,1.97255,0.0,0.0,126.0,58.87356,0.00035,0.28,1.484,-1.0,8.511564,33.57289406105324,0.12799134088953978,0.2204534426348942,0.8457196078431373,70474.39957333273,1.7970366168342256,0.2258793498131386,0.09126236764311031,0.005485189467786414,0.5425347222222222,60499.44379032173,0.005185884705356425,0.10247180687007185,0.26445922780677006,558.315968576429,89.4420804191191,94.15351599232984,0.19966023740101843,1.973928578475374,0.15324470849371744,0.09601670758027352,162.78825034599595
12,512,65.524,2.34657,30,3.13366,0,107,131,7,125,5,0.98848,58.6198,0.0,0.0,3.28571,3.961,1.93111,0.0,0.0,126.0,58.83846,0.00044,0.29,1.346,-1.0,8.453656,33.49215491024064,0.12799724730383552,0.22044467232452633,0.8459498039215687,70507.29413617206,1.8269727196196592,0.22595894847207978,0.09135672492331355,0.005455788108865543,0.46653163580246915,60400.145724785296,0.005123491252295664,0.10236783313736815,0.2644514345115958,558.1867106031735,89.44333045938339,94.23177439777646,0.19966023740101826,1.966426056700631,0.15338494116064352,0.0964155064661143,162.42717588304274
13,513,65.5699,2.43993,30,3.03499,0,107,131,7,125,5,0.99048,58.65799,0.0,0.0,3.46429,3.979,1.96875,0.0,0.0,126.0,58.84565,0.00034,0.28,1.428,-1.0,8.505144,33.50750110767506,0.12805533862140056,0.22054381213982233,0.8454290196078432,70500.46476155877,1.581545248914816,0.22598313468825884,0.09140004585619994,0.0054414542425386785,0.4166666666666667,60424.21414714584,0.005123928444906244,0.10251489038611518,0.2644000804192753,558.0998044355557,89.44338025572318,92.77184346915949,0.19966023740101813,1.9947455007873869,0.1534502140387715,0.09662814671168043,162.61801542990347
14,514,65.5525,2.51836,30,3.1317,0,107,131,7,125,5,0.98834,58.65786,0.0,0.0,3.35714,3.957,2.04568,0.0,0.0,126.0,58.83494,0.00036,0.29,1.471,-1.0,8.448214,33.45533639413339,0.1280433679026723,0.22057731400910777,0.8457196078431373,70439.09409682848,1.8391432555802656,0.22601174861498974,0.0913026804757463,0.005455230143054287,0.4294945987654321,60408.415705701285,0.005131206439278044,0.10243977617827009,0.26443736722539657,557.9446899134568,89.42671746004791,94.20166121950224,0.19966023740101815,2.004444208664374,0.1535859809051783,0.09694727703047304,162.06722559593845
15,515,65.5744,2.60136,30,3.14066,0,107,131,7,125,5,0.98805,58.66464,0.0,0.0,3.85714,3.957,2.1187,0.0,0.0,126.0,58.86041,0.00036,0.28,1.543,-1.0,8.542802,33.59552454065394,0.1281061550352044,0.2205278683016797,0.8459498039215687,70428.97708077714,1.5934050389085552,0.2261383879761311,0.09110811512950179,0.005404301249422232,0.8143325617283951,60351.24521219084,0.005083109298163103,0.10244309277713656,0.26434239941529875,557.8373109240091,89.45017348437658,93.35875191052689,0.19966023740101632,2.0334484383530183,0.15372093431354125,0.0972091157266048,162.83831914794246
16,516,65.5543,2.6559,30,3.24986,0,107,131,7,125,5,0.98999,58.67425,0.0,0.0,3.92857,3.983,2.18877,0.0,0.0,126.0,58.83207,0.00034,0.29,1.372,0.46515,8.466272,33.40600887345679,0.12815656323681168,0.22041331458816274,0.8459498039215687,70471.09393537372,1.6749584647771494,0.22618876220734935,0.09095127104482877,0.005405662799158977,0.9116512345679012,60333.65503854311,0.00510284017106588,0.10238951312396477,0.2641949068800679,557.6811898685077,89.43597332954836,94.05881784879799,0.19966023740101857,2.064529647306876,0.15387200597965625,0.09742071903076702,161.8926439452755
17,517,65.6074,2.77185,30,3.4049,0,107,131,7,125,5,0.99223,58.72419,0.0,0.0,2.96429,3.958,2.23642,0.0,0.0,126.0,58.87326,0.00032,0.28,1.408,-1.0,8.580663,33.56259287139516,0.12819537613581825,0.22045728849228122,0.8465152941176471,70479.00849694,1.6306417124516615,0.22626177832297856,0.09054826063757415,0.005365317829168919,1.0364101080246915,60410.61392168115,0.005100939099325913,0.10247094022013013,0.26415155775794297,557.5445845094131,89.43130178946188,94.24647865785029,0.19966023740101638,2.068383824343182,0.154135737383256,0.09768437733125003,162.53012918072494
18,518,65.5597,2.89448,30,3.36974,0,107,131,7,125,5,0.98763,58.67911,0.0,0.0,3.75,4.002,2.33744,0.0,0.0,125.0,58.82097,0.00039,0.29,1.459,-1.0,8.527139,33.55968993387105,0.12817466481738085,0.22044491611898595,0.8465152941176471,70559.70213953509,1.6408026139267227,0.22632875305072309,0.09044356734511706,0.005378688665123612,1.15625,60314.827287796965,0.0051156574866457845,0.1024455093378159,0.2640119431092038,557.3489446244621,89.44157520995782,94.26251932913974,0.1996602374010175,2.102284789805739,0.15428837136226542,0.09785932056390896,162.23325287737134
19,519,65.5571,2.92883,30,3.51658,0,107,131,7,125,5,0.98313,58.67244,0.0,0.0,3.03571,3.982,2.44446,0.0,0.0,126.0,58.82961,0.00036,0.28,1.476,-1.0,8.587311,33.44159387659143,0.1282738528744238,0.22046911294292243,0.8465152941176471,70613.39823531064,1.7833493882693066,0.2263911948319106,0.09005925711042327,0.005388746836413672,1.2913290895061729,60306.76225884687,0.005078047773170407,0.10255751070670649,0.2638457530155887,557.1980036003786,89.44707149074709,93.3580679193063,0.19966023740101804,2.1428452916461427,0.15465815001755354,0.09810753628417443,162.13740404400733
20,520,65.5886,2.88637,30,3.68701,0,107,131,7,125,5,0.97942,58.70665,0.0,0.0,3.35714,3.961,2.47613,0.0,0.0,125.0,58.82064,0.00034,0.29,1.377,-1.0,8.533804,33.445586593062785,0.1282753580843664,0.2203609630803482,0.846567843137255,70463.65187595524,1.6617689637153708,0.2264503772300351,0.09041284884776044,0.005369026668078387,1.9778163580246915,60401.77727078328,0.005040175583645397,0.10246617236413588,0.26383109952459655,556.992334738595,89.45412248987067,94.17511813353434,0.19966023740101865,2.1755588983205505,0.1549900831650678,0.09908005288540883,162.50424619429404
21,521,65.6496,3.01763,30,3.5287,0,107,131,7,125,5,0.99056,58.7704,0.0,0.0,3.82143,3.986,2.43965,0.0,0.0,126.0,58.81816,0.00039,0.29,1.499,-1.0,8.518673,33.5219330964265,0.12827966235662552,0.22038281559432824,0.8465152941176471,70642.90989015298,1.639411825477276,0.2265339895309598,0.09243731969480128,0.005355295215132963,2.107928240740741,60549.231315753226,0.005072277364025413,0.10254712692961757,0.263771636185141,556.8250870669349,89.42567132044888,93.86268889389048,0.1996602374010187,2.189277753517658,0.15530226242206963,0.09985091070855666,162.27753169667568
22,522,65.5605,3.05472,30,3.55133,0,107,131,7,125,5,0.98133,58.68982,0.0,0.0,3.25,3.965,2.55136,0.0,0.0,125.0,58.78871,0.00041,0.28,1.536,-1.0,8.557296,33.548974496346936,0.12828468359920286,0.2203866831053133,0.846567843137255,70608.41412432345,1.6685954007361647,0.22659013936576244,0.09441354917171317,0.005348865531452528,2.166280864197531,60280.382301486534,0.0050257856053380024,0.10253327241858605,0.26367440715995627,556.606186439688,89.45979187736563,93.37551597463525,0.19966023740101893,2.2179344122046447,0.15564957704021867,0.09970281645289739,162.80046485330007
23,523,65.6065,3.08541,30,3.79831,0,107,131,7,125,5,0.99081,58.72915,0.0,0.0,3.39286,3.95,2.58575,0.0,0.0,126.0,58.78658,0.00039,0.28,1.46,-1.0,8.529116,33.535559760199654,0.1283252116077917,0.22041895473532508,0.8465152941176471,70539.9384167548,1.7380081231839144,0.2266292155017743,0.09484642459406545,0.00535185992631528,2.181954089506173,60428.30992845048,0.0050341028326447625,0.10259084595114908,0.2636218740281332,556.4174846819349,89.43815704588872,93.87120409554986,0.19966023740101868,2.2516498437885324,0.1561975508692388,0.09950984889628743,162.45756562248596
24,524,65.5788,3.15774,30,3.62824,0,107,131,7,125,5,0.98148,58.70635,0.0,0.0,3.67857,3.977,2.6084,0.0,0.0,126.0,58.73431,0.0003,0.28,1.406,0.46348,8.587469,33.47272896472319,0.12830962473220264,0.22039397911092348,0.8465152941176471,70749.8555443667,1.6922787514994164,0.22669275355907767,0.0954506193110646,0.005333139151525723,2.2961516203703702,60399.00121979791,0.005031761220863501,0.10262841100540575,0.2635058121811322,556.2001121349026,89.43095121280666,94.36509979639109,0.1996602374010182,2.2345674522862073,0.1565761035248191,0.09945588582314427,162.04819079867494
25,525,65.6019,3.29589,30,3.64673,0,107,131,7,125,5,0.99089,58.74002,0.0,0.0,3.46429,3.942,2.67439,0.0,0.0,126.0,58.74996,0.00036,0.28,1.454,-1.0,8.481186,33.593130606192126,0.12830291565523938,0.220414586136686,0.8467321568627452,70474.79020148709,1.7880659495645563,0.22675724838140557,0.0954261271345293,0.005343847019078168,3.0519868827160495,60481.55964116344,0.005018265286261418,0.10268829620330758,0.2634686225192141,556.0047047751688,89.43151825706485,94.41638065448663,0.19966023740101865,2.2560340044007194,0.15692163805364628,0.09955466442234738,162.59188750668403
26,526,65.5727,3.37137,30,3.94834,0,107,131,7,125,5,0.98677,58.70948,0.0,0.0,3.17857,3.962,2.79256,0.0,0.0,126.0,58.70194,0.00042,0.28,1.434,-1.0,8.561428,33.58463466314622,0.12830285429153046,0.22041287777117555,0.846567843137255,70485.24168427831,1.7557781354974589,0.22683279901130446,0.09559179867173569,0.005326783378093982,3.20336612654321,60347.643119094406,0.0050163709650848445,0.10272862078619188,0.26346296082501713,555.7566817227201,89.43275746383429,91.3407654208934,0.1996602374010181,2.300752750767585,0.1573045359907304,0.09927271403221101,162.50990462896422
27,527,65.5487,3.63595,30,3.5823,0,107,131,7,125,5,0.98651,58.69104,0.0,0.0,3.46429,3.941,2.85838,0.0,0.0,126.0,58.70781,0.00038,0.28,1.403,-1.0,8.573002,33.50531118887442,0.12827621994668473,0.22040235905316216,0.846567843137255,70433.73348624025,1.814819782570128,0.22686101317173604,0.09568895081053927,0.005291728709862055,3.3037712191358026,60339.76888095851,0.005000634299378638,0.10274751101816136,0.2633880303339289,555.5544194936739,89.43909511977188,91.76265548156368,0.19966023740101735,2.3215645804796057,0.15755731746398036,0.09905227134992414,162.36279737361164
28,528,65.5469,3.77362,30,3.93617,0,107,131,7,125,5,0.98357,58.68795,0.0,0.0,3.35714,3.933,3.08844,0.0,0.0,126.0,58.66946,0.00039,0.28,1.56,-1.0,8.556496,33.563643844039355,0.12827342194197164,0.22039971648830708,0.846567843137255,70492.66756558142,1.7095481785711624,0.22691110178389023,0.09550955331173175,0.005284304123059102,3.3991608796296298,60334.44759057815,0.005043418954045011,0.10276734373369974,0.2633029064819498,555.309991830013,89.43940903890122,94.28832058994774,0.1996602374010176,2.38445456095115,0.15757175469771265,0.09903525882626278,163.00567430386386
29,529,65.5817,3.79605,30,3.99752,0,107,131,7,125,5,0.9844,58.71653,0.0,0.0,3.85714,3.924,3.20887,0.0,0.0,126.0,58.68403,0.00041,0.29,1.441,-1.0,8.645901,33.58418933256173,0.12826745498853712,0.22040224126737773,0.8465152941176471,70540.16094268316,1.9044500199190655,0.2269567658385864,0.09556333847389478,0.005270062093313465,3.5670331790123457,60406.588454802506,0.005009299158760633,0.10274852553333695,0.2632108187483851,555.0568947208345,89.43416269113554,93.99958449951278,0.19966023740101868,2.4288940087964064,0.15750120055913602,0.099154744373891,162.45582447496486
30,530,65.5772,3.92383,30,4.17247,0,107,131,7,125,5,0.98422,58.70944,0.0,0.0,3.5,3.924,3.22487,0.0,0.0,126.0,58.64829,0.00034,0.29,1.461,-1.0,8.651044,33.599238077799484,0.1282974344309902,0.22035503698481743,0.8465152941176471,70639.08657698518,1.8218607898132844,0.22691627155194924,0.09582007931505503,0.005261629090717676,4.277150848765432,60403.30615341219,0.005019108338180197,0.10274436733469933,0.2631469174130789,554.7703676739728,89.44533441405935,94.1253429072791,0.19966023740101846,2.441472671421565,0.15736071260315085,0.09910112398926481,163.00000122062062
31,531,65.5941,4.07624,30,4.40305,0,107,131,7,125,5,0.98778,58.73935,0.0,0.0,3.32143,3.93,3.33936,0.0,0.0,126.0,58.66575,0.00037,0.28,1.468,-1.0,8.536118,33.53134117597415,0.12829760319069355,0.22036584305162923,0.8467533333333335,70591.81809702751,1.6228326866410687,0.22691386995577492,0.0960684001600106,0.00524863722865803,4.373890817901234,60458.12567308457,0.004996001673570254,0.1027794202983847,0.2630038699210949,554.4973077806573,89.4357078894248,94.02935794975058,0.19966023740101857,2.476575280941563,0.15726146446696382,0.09881424164277117,162.60613405712962
32,532,65.559,3.9071,30,4.20212,0,107,131,7,125,5,0.98863,58.69669,0.0,0.0,3.46429,3.914,3.46957,0.0,0.0,126.0,58.64554,0.00045,0.29,1.466,0.46348,8.520917,33.56162629304109,0.12830950008178832,0.22036373810074358,0.8465152941176471,70561.42068836154,1.6944802293094952,0.22691567157265022,0.0963480555998907,0.005250473407115093,4.4468557098765435,60377.199710380875,0.004993724232568487,0.10276221319777037,0.2629012376533898,554.1908643299375,89.43309087348106,94.348401378879,0.1996602374010187,2.5056937798059913,0.15720517109731053,0.09856495756104547,162.96005798268078
33,533,65.6331,3.81839,30,4.2555,0,107,131,7,125,5,0.98057,58.78082,0.0,0.0,3.03571,3.927,3.32197,0.0,0.0,126.0,58.6971,0.00036,0.29,1.436,-1.0,8.472562,33.69848105348186,0.1283125963061526,0.22037416912176888,0.846567843137255,70625.64102163895,1.6159681482546,0.22696492352390507,0.09690908908429903,0.005249601146512991,4.467689043209877,60565.46256502626,0.004979266583414903,0.10278695693041845,0.2628690220262534,553.916833021873,89.40860474312345,94.43888338895572,0.19966023740101965,2.4475419006531176,0.15678692986659445,0.09859202544206958,163.11957237902925
34,534,65.5711,3.71048,30,4.54924,0,107,131,7,125,5,0.98851,58.71546,0.0,0.0,3.64286,3.939,3.24468,0.0,0.0,126.0,58.65285,0.00032,0.28,1.503,-1.0,8.583164,33.54196280020255,0.12831854286123287,0.22039608473846078,0.8465152941176471,70661.29715247027,1.5629053953202103,0.22703816308191138,0.09769661433106519,0.00524635951872477,4.491126543209877,60278.560848551075,0.004981859812318579,0.1027636212085724,0.2627802501575594,553.5944571462821,89.44150683553636,94.32108250680366,0.19966023740101901,2.4206349789118735,0.15649216165199545,0.0988319614542076,162.8190909764038
35,535,65.64,3.56677,30,4.41002,0,107,131,7,125,5,0.97872,58.76775,0.0,0.0,3.53571,3.908,3.1534,0.0,0.0,126.0,58.68821,0.00037,0.29,1.497,-1.0,8.454443,33.64846858271846,0.1283153429912717,0.2203857208884834,0.8465152941176471,70565.54791709257,1.5312984992593606,0.22707507696633655,0.09826502565719823,0.005260467883137156,4.872733410493828,60519.633649542506,0.0049978709875345105,0.10277116253187238,0.26270803196708165,553.3039736413697,89.42773464754218,94.35497977834126,0.19966023740101924,2.3943907358417453,0.15627997782983108,0.09910258381123814,163.34553396272537
36,536,65.5623,3.4072,30,3.89333,0,107,131,7,125,5,0.99171,58.71291,0.0,0.0,2.92857,3.899,3.02547,0.0,0.0,126.0,58.64914,0.00035,0.28,1.539,-1.0,8.451576,33.615613960925444,0.1283089474770891,0.22036853080578384,0.8464854901960785,70493.13117364644,1.6835621088067798,0.2271496982361966,0.098998720604516,0.005277975718349147,4.784336419753086,60118.58680899356,0.00501746951165292,0.10278755272701713,0.2626481627962654,552.9864965891684,89.42596396889364,94.28023854777122,0.19966023740101904,2.373839669445805,0.15602088489911003,0.0994067713249382,162.98458553642593
37,537,65.6544,3.32442,30,3.67892,0,107,131,7,125,5,0.9901,58.80655,0.0,0.0,3.57143,3.902,2.89039,0.0,0.0,126.0,58.686,0.00037,0.28,1.459,-1.0,8.501532,33.61642870490933,0.12828948699502968,0.22036302832394336,0.8457274509803921,70467.6843959051,1.8059689076108567,0.22717240498218857,0.09967830830065272,0.005283261002417311,4.518904320987654,60222.993593310886,0.005024042475871794,0.10280255597839771,0.2625630895419938,552.6880553980628,89.41816319868651,94.19972488230131,0.1996602374010191,2.3078343824973744,0.1557112994753626,0.09977642488720223,162.7367091057239
38,538,65.5663,4.36231,30,3.87816,0,107,131,7,125,5,0.99191,58.7252,0.0,0.0,3.46429,3.907,2.81565,0.0,0.0,126.0,58.67797,0.00039,0.28,1.357,-1.0,8.454595,33.58342959557051,0.12825816857031416,0.22037561685878848,0.8459498039215687,70520.27569565475,1.72040409743028,0.2272112681746084,0.10031335819787358,0.005261097787335887,4.275655864197531,59963.17617072628,0.0050279831690294135,0.10277066964611091,0.26244410749874514,552.3705626969303,89.44868237835678,94.17753786441162,0.19966023740101987,2.2675820180515047,0.15541653548492756,0.10016236488569814,162.6734439687121
39,539,65.7066,6.00519,30,4.27797,0,107,131,7,125,5,0.99644,58.86682,0.0,0.0,3.5,3.896,3.72926,0.0,0.0,126.0,58.67195,0.0004,0.29,1.506,-1.0,8.447602,33.66077244134597,0.12831669237814475,0.22037578772694438,0.8453772549019609,70565.17729516579,1.7250723647597141,0.22725313134154046,0.10087349078451849,0.0052580965882260714,4.165268132716049,60431.976602287235,0.004984315285777827,0.10274513351929312,0.2623735092972749,552.1016463178099,89.41704707736078,92.57159967024599,0.19966023740101937,2.284560249802886,0.1551301058001908,0.10040476250171164,163.23741101485706
40,540,65.7113,7.18729,31,5.02092,0,108,131,7,125,5,0.99455,58.89596,0.0,0.0,3.64286,3.887,5.15474,0.0,0.0,126.0,58.5467,0.00041,0.29,1.628,0.46502,8.378984,33.549991937331214,0.12831045815123188,0.22037243243204657,0.842646274509804,70570.75657812973,1.8540362760762454,0.22732763195009226,0.10137604701370832,0.005288647678633004,4.6380690586419755,60306.59315581063,0.004989194475156023,0.10271392839160479,0.26232020198880895,551.8248423818272,89.41359661283947,94.18903777867583,0.19966023740102143,2.3434680214462396,0.1548595778282462,0.10040112126209662,162.81904200327003
41,541,65.8447,8.23629,31,5.12642,0,108,131,7,125,5,0.98408,59.04819,0.0,0.0,4.32143,3.893,6.19008,0.0,0.0,126.0,58.42845,0.00037,0.29,1.417,-1.0,8.287894,33.65735937047888,0.12834706286193256,0.22037363425285098,0.8414180392156864,70597.58719658323,1.5732312574062104,0.22732372519732144,0.10171301221858994,0.005276805510322903,4.990499614197531,60599.007773770885,0.0049998277630606755,0.10269604329848235,0.2622841504134498,551.59905397183,89.40828118844946,94.20343752634861,0.20409548948747422,2.412305125234474,0.15455764004767183,0.1004138637484795,162.89160421379614
42,542,65.8189,8.80103,31,5.55223,0,108,131,7,125,5,0.99095,59.02119,0.0,0.0,3.39286,3.884,7.08351,0.0,0.0,125.0,58.20965,0.00034,0.28,1.426,-1.0,8.175132,33.629298645773055,0.12837844200712917,0.22040043705372464,0.8381066666666668,70517.79912633084,1.7552734940371788,0.22731860330311898,0.10202322415901935,0.005268723999240237,5.313994984567901,60505.31474148352,0.005006179953704215,0.1026927124268119,0.262232493945167,551.3963191771494,89.42180158046868,92.54503230853652,0.2079365304665426,2.532924432206683,0.1542940650448044,0.10106564300831432,162.031511777605
43,543,65.9601,9.23669,31,5.86337,0,109,131,7,125,5,0.99079,59.15886,0.0,0.0,3.28571,3.892,7.57401,0.0,0.0,126.0,58.07567,0.00039,0.29,1.495,-1.0,8.161974,33.64144520700714,0.128395986706574,0.2203910397416453,0.8356450980392158,70633.94899474664,1.72660441054776,0.2272757895210285,0.102241237148565,0.005265461827187507,5.707802854938271,60968.764043287054,0.004998954417256283,0.10272297064508389,0.26218432978968936,551.2435714256908,89.40582786689141,92.67851146096238,0.20793653046654245,2.6198410381794575,0.1540325790807986,0.10182127997853373,161.64366753191368
44,544,65.9223,9.72579,31,6.06552,0,109,131,7,125,6,0.98352,59.13042,0.0,0.0,4.21429,3.897,7.92952,0.0,0.0,126.0,57.98628,0.00038,0.28,1.554,-1.0,8.18187,33.80902156123409,0.12845013104574515,0.2203681309886869,0.8350560784313726,70447.99004833754,1.8397125047734288,0.22725879508907088,0.1024635407071536,0.005269582024839319,6.015914351851852,60873.06174653038,0.005003340246693002,0.10271743066124918,0.26217968694491844,551.0946154866721,89.41429216486233,93.37900643655024,0.21015415650977223,2.7187460680639464,0.15377275776715507,0.10248794790293825,161.602490454843
