,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,temporal,cubrow.0.3,cubcol.0,staticness,cubcol.1.0,cubcol.0.3,cubcol.0.6,uhdhdsim,saturation,fft,blur,cubcol.0.5,blockiness,cubrow.0.6,noise,color_fulness,tone,movement,cubrow.0.5,cubrow.0,cubrow.1.0
11,411,66.3442,4.3245,37,4.70754,0,107,131,10,125,8,0.98464,62.03083,0.0,0.0,2.75,4.041,3.75262,0.0,0.0,126.0,59.37171,0.00014,0.72,1.189,-1.0,0.0,93.98926789232648,3.492078640727424,0.27414621571667425,0.01853501070011387,545.2439847578754,0.02463246390808091,0.1158276121561717,0.21700335542510107,89.98297592562264,32.78729229208864,69075.71788581708,60939.34316540809,0.2212097197133248,2.1015749772356016,0.14646540016446932,0.527305911763965,158.86090762596888,0.8563454901960785,0.9543306327160493,0.15835390390163795,0.11071259847847637,0.11855997182893893
12,412,66.4053,4.23542,37,4.73214,0,107,131,10,125,8,0.98764,62.09552,0.0,0.0,3.07143,4.031,3.66742,0.0,0.0,126.0,59.33914,0.00012,0.72,1.18,-1.0,0.0,94.19969996782993,3.4630075646389966,0.27410232375448557,0.018511200221422597,545.1438316867071,0.02458581734898692,0.11436867284303184,0.21691540692145325,89.95195844100914,32.76143467279128,69147.37875930399,60888.729059579,0.22125958747881352,1.6011036883927903,0.14666494171716127,0.5273059117639621,158.5735199247821,0.8550510392156817,0.8758680555555556,0.15852986196633623,0.11067882001212799,0.11847475286289628
13,413,66.4696,4.11353,37,4.78151,0,107,131,10,125,8,0.98551,62.17695,0.0,0.0,2.75,4.035,3.59409,0.0,0.0,127.0,59.36651,9e-05,0.71,1.189,-1.0,0.0,93.46022332301088,3.4677345073071444,0.27419379928565907,0.018478953053832882,545.0850268408265,0.024459785794156887,0.11232928813392994,0.21695897989072596,89.95235426713576,32.81857224452643,69183.26815767917,61069.12911138915,0.2213454433591947,2.3722563953241576,0.1472155301206755,0.5250882857207347,158.60256704059515,0.856910980392157,0.7286361882716049,0.15858561871045115,0.11056740477342701,0.11842377926073151
14,414,66.4392,4.10779,37,4.77293,0,107,131,10,125,8,0.99304,62.13594,0.0,0.0,3.03571,4.043,3.48537,0.0,0.0,126.0,59.35535,0.0001,0.71,1.198,-1.0,0.0,93.32496129502702,3.434279402270596,0.27414564057727403,0.018479573214411925,545.0023415939465,0.024375264626179356,0.10965314009021067,0.21696523787405445,89.95000428242022,32.84843557852286,68669.78621519102,60874.166199396226,0.2213933194494715,2.1228924109593166,0.1477215594813689,0.52508828572074,159.05069111133787,0.8557125490196079,0.6588541666666666,0.1588393062894951,0.11055486014526643,0.11852193537239443
15,415,66.4978,4.01839,37,4.66163,0,107,131,10,125,8,0.98814,62.19093,0.0,0.0,2.89286,4.045,3.48147,0.0,0.0,126.0,59.3821,0.0001,0.72,1.186,-1.0,0.0,90.9289799880752,3.4248589820703423,0.2742555089703111,0.018449263471965037,544.9676222222065,0.024279082138077474,0.10734066447778468,0.21691742143045234,89.90597475625641,32.823018768687305,69138.7674374653,61079.39000173129,0.2216018966121124,2.13880386081756,0.1482882125872492,0.5273059117639645,158.9115320802867,0.856910980392157,1.0021701388888888,0.159160006953821,0.1104446123272135,0.11857242765084328
16,416,66.4169,3.91726,37,4.48636,0,107,131,10,125,8,0.98508,62.10438,0.0,0.0,2.75,4.047,3.40439,0.0,0.0,126.0,59.36586,9e-05,0.72,1.206,0.125,0.0,93.37506218750099,3.3912662663297453,0.27423240908597407,0.01849549354217824,544.9146253014402,0.024286361306120014,0.10614140997543646,0.2169645979036372,89.94721405391162,32.86292860243056,69182.09919277401,60838.59596704361,0.22169963508323623,1.9997224141457952,0.14899313206364115,0.5273059117639647,159.29373187138282,0.8560635294117648,0.9351369598765432,0.1593948181162582,0.11041529705770149,0.11864623834113049
17,417,66.4609,3.89301,37,4.27933,0,107,131,10,125,8,0.98559,62.14696,0.0,0.0,3.35714,4.039,3.31465,0.0,0.0,126.0,59.39579,0.0001,0.71,1.207,-1.0,0.0,93.0952450475798,3.3564000069932733,0.27425144745345104,0.018417728899703348,544.9142625718342,0.024114983596225267,0.10505560441094029,0.21691588020736188,89.93685643280735,32.84050835503472,69032.87665230523,61043.681944981974,0.2217289434371896,1.8214945532210314,0.14968171510395822,0.5273059117639649,158.82322459067774,0.8572164705882354,0.8568672839506173,0.15969187991447945,0.11033011546260547,0.11870769727007058
18,418,66.4426,3.9523,37,4.30705,0,107,131,10,125,8,0.98557,62.11644,0.0,0.0,3.28571,4.036,3.29514,0.0,0.0,126.0,59.37955,9e-05,0.72,1.202,-1.0,0.0,94.39730337772643,3.3484599870656098,0.2742375659789878,0.018360874376600233,544.8821379344577,0.024063946943666044,0.10393098175700709,0.21691930912532661,89.93479378586545,32.930958688994984,69161.46569435087,60992.08698995277,0.22172900445120378,1.9849180080841264,0.15003406995006469,0.5273059117639654,159.40840065682426,0.8565615686274511,0.7940297067901234,0.1600408450738949,0.11027735956490804,0.1187607950453037
19,419,66.4962,3.92786,37,4.30253,0,107,131,10,125,8,0.98889,62.1707,0.0,0.0,3.07143,4.041,3.34755,0.0,0.0,126.0,59.41442,8e-05,0.72,1.179,-1.0,0.0,94.21520474306615,3.346003408804061,0.2743742264758364,0.018396711791915318,544.9067426061374,0.024025151432555784,0.10313726715358588,0.2170261193983934,89.94528797119465,32.92976266366464,69148.3269645103,61113.89873927592,0.22173714866637267,1.599231868474533,0.15042930191384,0.5273059117639636,158.88569273041944,0.8587937254901961,0.7878086419753086,0.16033004157799483,0.1102948082947699,0.11874639911183282
20,420,66.4912,3.81433,37,4.12064,0,107,131,10,125,8,0.98789,62.17514,0.0,0.0,3.35714,4.04,3.32545,0.0,0.0,126.0,59.40763,0.00012,0.71,1.196,-1.0,0.0,93.92490369875169,3.3422931521128563,0.2744897080735997,0.0183221643662493,544.9126818103828,0.02410365472466187,0.10260539341704727,0.21704231434514915,89.93179991923874,33.04998006938416,69142.85048824812,61040.611041867414,0.22174252066996725,2.2187752683813278,0.1508780963667059,0.5273059117639627,159.57892361726837,0.8583035294117648,1.0737364969135803,0.16069754308607,0.11032189138451015,0.1188806797559249
21,421,66.5266,3.72023,37,4.40961,0,107,131,10,125,8,0.99098,62.20755,0.0,0.0,3.10714,4.041,3.22582,0.0,0.0,126.0,59.44272,9e-05,0.72,1.234,-1.0,0.0,92.2602975047995,3.3146981263731217,0.2746110547624444,0.018229976823825367,544.9629793828445,0.023997998500745563,0.10253149853919505,0.21710650911222454,89.93205058791084,33.08423228322724,69139.59399942074,61008.98208926847,0.22180529735697235,1.749737361173557,0.15118607137285253,0.527305911763967,159.88673672829546,0.861687843137255,1.0493344907407407,0.16091691098415745,0.11024016992540503,0.11908351103226493
22,422,66.5605,3.64623,37,4.41816,0,107,131,10,125,8,0.98907,62.24499,0.0,0.0,3.53571,4.038,3.14389,0.0,0.0,126.0,59.40678,9e-05,0.71,1.223,-1.0,0.0,93.48395722472999,3.2813474167392824,0.2747238526232913,0.018187309177948925,545.0223227743506,0.023958576000696046,0.10252558071789561,0.21712912302532233,89.91920302235341,33.058230176384065,69209.64486158232,61079.8618449737,0.22174837750624807,1.9743056138558313,0.15150960350478307,0.527305911763966,159.23014229219848,0.8604980392156864,1.0224247685185186,0.16131520022176044,0.11023013260893523,0.11941549681333914
23,423,66.603,3.39552,37,4.37214,0,107,131,10,125,8,0.98689,62.28628,0.0,0.0,3.64286,4.037,3.08289,0.0,0.0,126.0,59.43172,0.0001,0.71,1.226,-1.0,0.0,94.00450228958337,3.271260686086856,0.2748513655830538,0.018168378926403977,545.0990774689839,0.023823164953140442,0.10238267340209514,0.21721536975722558,89.92530457505313,33.09345763406636,69163.33510441297,61111.35724348837,0.2216871777217463,1.8503471813795187,0.15178636201113743,0.5273059117639581,159.39551298916655,0.8621277647058768,0.9650848765432098,0.16160444762310974,0.11020777128235491,0.11958793544879903
24,424,66.6224,3.27368,37,4.26923,0,107,131,10,125,8,0.98096,62.30006,0.0,0.0,3.60714,4.03,2.86126,0.0,0.0,126.0,59.37465,0.00014,0.71,1.194,0.125,0.0,93.66997268383948,3.179038206512636,0.2749471665378437,0.01810694227384366,545.1562066079026,0.023830405063553106,0.10241624396606609,0.2172078635677206,89.9190027719685,33.094067985628854,69126.99909373683,61043.46157427486,0.22180938217494653,2.0068656992689626,0.15204378349552847,0.5250882857207383,159.10690902379434,0.8604901960784315,0.8817033179012346,0.16182356447138643,0.11022739296653207,0.11978719866878894
25,425,66.6553,3.20501,37,4.31844,0,107,131,10,125,8,0.98769,62.35136,0.0,0.0,3.03571,4.016,2.75397,0.0,0.0,126.0,59.40866,0.0001,0.71,1.209,-1.0,0.0,93.84717679739641,3.144298205889786,0.27507288585041845,0.018105319663717128,545.2559183419954,0.023798312262450726,0.1022868019134557,0.21724802823117437,89.91279466762138,33.11983160325039,69120.14443439303,61093.32740711588,0.221818509938768,1.892577180107024,0.1523381055656885,0.5250882857207404,159.42610170132792,0.8624545098039216,1.053144290123457,0.16206113912082556,0.11019466993167011,0.11996217220960254
26,426,66.6192,3.12969,37,4.20349,0,107,131,10,125,8,0.98192,62.31172,0.0,0.0,3.46429,4.033,2.69324,0.0,0.0,126.0,59.37071,0.00012,0.71,1.223,-1.0,0.0,91.01990630312213,3.1118369895591376,0.275088042019594,0.01809245233060381,545.3485102150909,0.023803533244835043,0.10222668979503348,0.21724130129219762,89.93252657253558,33.1817896336685,69131.65558966699,60963.99248624254,0.22181975404494841,1.7049278011857176,0.15286085617046863,0.5273059117639618,159.19777248320722,0.8607956862745099,0.9395736882716049,0.162219680041352,0.11015109232503109,0.12008184854931991
27,427,66.6951,3.0159,38,4.2311,0,108,132,10,125,8,0.98807,62.3805,0.0,0.0,3.03571,4.034,2.63152,0.0,0.0,126.0,59.37989,0.00012,0.72,1.211,-1.0,0.0,88.7850636903265,3.069987487575204,0.27509754386566154,0.01804300735090193,545.4711926013459,0.023687574692062594,0.10227818663773718,0.21720330042426902,89.89326508292035,33.25627927426938,69160.37247397739,61156.50518355014,0.2217478671827769,1.9989208696203795,0.1532468366204261,0.5250882857207403,159.14377051186182,0.8627521568627452,0.8599054783950617,0.162335649493314,0.11012356742706363,0.12011486084697169
28,428,66.6747,2.95381,38,3.9811,0,108,132,10,125,8,0.98642,62.37564,0.0,0.0,3.21429,4.052,2.52834,0.0,0.0,126.0,59.34572,0.00012,0.72,1.215,-1.0,0.0,88.54394296793268,3.0141539875303764,0.2750634892477021,0.01802230024697759,545.5882452663568,0.023657339857259433,0.10222563174915311,0.21720039546405984,89.92810753837618,33.253431343737944,69106.6739740857,61075.22902967958,0.22174132625198475,1.9048870299231961,0.15357387391698243,0.5273059117639639,158.84180357055465,0.8610635294117648,0.7933063271604939,0.16249747467652145,0.11012561637701865,0.1201516059886997
29,429,66.6914,2.92087,38,4.18524,0,108,132,10,125,8,0.98934,62.39867,0.0,0.0,3.46429,4.023,2.479,0.0,0.0,126.0,59.34886,0.00014,0.71,1.234,-1.0,0.0,92.85250381247658,3.005672952027104,0.27506338155164095,0.018003179278957476,545.7341215451818,0.023660083799140016,0.1022099467934483,0.21717961207887587,89.92307004319251,33.293354740849246,69200.10891172623,61123.095609455246,0.22167652447830002,1.8905335381018449,0.1536087939860317,0.5250882857207387,158.94798671892255,0.8627443137254903,0.8192997685185185,0.16268371361792125,0.11010329271815483,0.120258903646766
30,430,66.6664,2.87199,37,4.0902,0,108,132,10,125,8,0.98889,62.3651,0.0,0.0,2.96429,4.04,2.44502,0.0,0.0,126.0,59.30633,0.00012,0.72,1.208,-1.0,0.0,92.98301668738156,3.0027704971303106,0.2750272982288345,0.017921833627036712,545.8673307324723,0.023636672142101783,0.1021832667747437,0.21719194275488163,89.92033259210983,33.309719509548614,69125.5835332708,61085.04387910422,0.2216665001021148,1.9829311301901782,0.15379854458028122,0.5250882857207316,159.21732013154104,0.8607956862745099,0.9666763117283951,0.1628262117079847,0.1100983390335608,0.12041926873070254
31,431,66.75,2.90217,38,4.10512,0,108,132,10,125,8,0.98586,62.44319,0.0,0.0,3.60714,4.036,2.40554,0.0,0.0,126.0,59.3152,0.00011,0.71,1.241,-1.0,0.0,94.31806303981021,2.9927129057538133,0.2750901105054043,0.017921339235467796,546.0320487223074,0.023635166136072097,0.10213587660143372,0.2171738961800235,89.8769215921269,33.36413140944492,69098.11021989283,61267.689115189154,0.22169685116611063,1.9881587373646512,0.15394842255221375,0.5250882857207394,158.98249949972976,0.8629823529411765,0.9928626543209876,0.1629477684459709,0.11014078455692673,0.12046911129476817
32,432,66.7068,2.92578,38,4.13233,0,108,132,10,125,8,0.98817,62.4012,0.0,0.0,3.71429,4.034,2.42882,0.0,0.0,126.0,59.28223,0.00012,0.72,1.226,0.125,0.0,94.53876586346811,2.998353484421267,0.27511334032092766,0.01791065729968328,546.1882600771235,0.023568191599453007,0.10205587567611726,0.2172006818754609,89.8884628059595,33.36668452510128,69143.85697923403,61138.47788143804,0.22171909787909633,1.8120642675806526,0.1540287878071683,0.525088285720737,159.11758183751806,0.8610635294117648,1.048804012345679,0.163044500804598,0.11010462397286089,0.12057680295869717
33,433,66.7517,2.96517,38,4.16299,0,108,132,10,125,8,0.9861,62.4564,0.0,0.0,3.53571,4.016,2.45299,0.0,0.0,126.0,59.29215,0.0001,0.72,1.211,-1.0,0.0,92.18543898974579,3.026894223146439,0.2751537378818413,0.017910738076799368,546.376260547577,0.023598944886310647,0.10200326132855288,0.21716562832787234,89.88559391820381,33.327282940899885,69108.67952788707,61261.225654755595,0.22167047211753016,1.9412648722849546,0.15418632593628148,0.52730591176396,159.1478000277435,0.8621788235294119,1.1781925154320987,0.1631600816276439,0.11003899217016976,0.12067055794843211
34,434,66.7338,3.0326,38,4.11334,0,108,132,10,125,8,0.99297,62.41999,0.0,0.0,3.32143,4.029,2.48508,0.0,0.0,126.0,59.25328,0.00013,0.71,1.212,-1.0,0.0,94.06893008338818,3.0680051248726516,0.2751833050103788,0.017948378446655432,546.5543669632211,0.023540357916505526,0.10203086127625483,0.2171727838646952,89.90137530304301,33.33311858000579,69117.70512624488,61189.38552040407,0.22172511876135131,1.8479126558392234,0.15432550856987728,0.5273059117639612,159.25211542682916,0.8607956862745099,1.3031925154320987,0.16328304799723387,0.11005621049953467,0.120704952031892
35,435,66.7066,3.26896,38,4.31925,0,108,132,10,125,8,0.98456,62.41101,0.0,0.0,3.78571,4.027,2.54757,0.0,0.0,126.0,59.2312,0.00012,0.72,1.206,-1.0,0.0,93.39919909217822,3.1219357404484978,0.2752900525753272,0.017944462432708235,546.7370081542982,0.023502117222320096,0.10205419706363612,0.21715229844448006,89.91338413766202,33.3009033203125,69170.29130209076,61165.003021842414,0.22167874969481932,2.2248899322022178,0.15443775421836986,0.5273059117639646,159.18034438021309,0.8615835294117649,1.5667438271604939,0.1634128128263643,0.11007752058130423,0.12069205416441085
36,436,66.6537,3.45189,38,4.34131,0,108,131,10,125,8,0.98506,62.35505,0.0,0.0,2.96429,4.02,2.75067,0.0,0.0,126.0,59.1985,0.00014,0.71,1.241,-1.0,0.0,94.0539527795461,3.2205337610031846,0.27533396503101304,0.01792423560905886,546.9255710368778,0.02350103108873732,0.1020854170243226,0.21714621211660018,89.92085853247164,33.265495771243245,69061.86380088789,61056.03219693042,0.22168853350192108,2.002196308465134,0.15456059317640233,0.5273059117639641,159.66805290518494,0.8592988235294118,1.6937210648148149,0.1635090904681646,0.11007668750601582,0.1205997338517317
37,437,66.7037,3.64829,38,4.36231,0,108,132,10,125,8,0.9876,62.41997,0.0,0.0,3.78571,4.037,2.90923,0.0,0.0,126.0,59.20749,0.00011,0.72,1.193,-1.0,0.0,88.53894400169442,3.2843926993900383,0.275479614527463,0.01790176724209585,547.1224021305877,0.02343727807088944,0.10210785245229283,0.21720031522821057,89.9042437953642,33.336315767264665,69100.90770846728,61212.50594809193,0.2216382204341176,1.6632045112445397,0.15460855210947033,0.5273059117639678,159.42617909611633,0.8589556862745098,1.825761959876543,0.1635807867131089,0.11008253955949408,0.12059305104362139
38,438,66.6322,3.82383,38,4.53175,0,108,132,10,125,8,0.98563,62.34249,0.0,0.0,2.5,4.032,3.07997,0.0,0.0,126.0,59.1574,0.00012,0.71,1.195,-1.0,0.0,92.50852414577373,3.3330582930510744,0.27555289763748037,0.017929035651905657,547.3082782440036,0.023424401244096556,0.10217753276837785,0.21726246900207805,89.90923331190274,33.388660383813175,69122.17369053098,61166.36816955212,0.2215889222097477,1.8803414484343859,0.15453665459700366,0.527305911763967,159.81526012973302,0.8563760784313726,1.9251543209876543,0.16364069287729732,0.1100434807280377,0.12054632960112609
39,439,66.6601,3.97346,38,4.40869,0,108,132,10,125,8,0.9868,62.37835,0.0,0.0,3.42857,4.033,3.23452,0.0,0.0,126.0,59.18603,8e-05,0.72,1.214,-1.0,0.0,92.203287159788,3.375226091725929,0.27566887801246526,0.017878684381410336,547.5153602852989,0.023372452364499894,0.10227845698882405,0.21731962032157087,89.92128389972827,33.34894872594762,69164.58450547837,61273.26850789464,0.2215743680820122,2.256070532026777,0.1543533826218521,0.5250882857207396,159.35715003036157,0.8581168627450981,2.0246913580246915,0.16383202834190502,0.10997708790164562,0.12046584138087488
40,440,66.6136,4.07135,38,4.58576,0,108,132,10,125,8,0.98515,62.32065,0.0,0.0,2.64286,4.036,3.36512,0.0,0.0,126.0,59.14428,0.00011,0.71,1.173,0.125,0.0,89.29857256952914,3.412560036742567,0.2757716354462024,0.017888396706507846,547.7054172332652,0.023393154853360135,0.10235742281208787,0.21736765594238924,89.93532137202718,33.4184602337119,69079.93848317346,61216.910695999,0.22150752881221933,2.0124848381797884,0.15409787730577074,0.5273059117639647,159.86757053201322,0.8555050980392157,2.2955729166666665,0.16400062746989524,0.1099759991844029,0.12045164220981673
41,441,66.6609,4.11904,38,4.65144,0,108,132,10,125,8,0.98306,62.36588,0.0,0.0,2.96429,4.03,3.45013,0.0,0.0,126.0,59.16654,0.00011,0.72,1.18,-1.0,0.0,92.39525594026625,3.4533032268308452,0.27591784133121505,0.017863241583355317,547.9112597884831,0.02335111403009004,0.10240912927028094,0.21742039700213558,89.91956958300577,33.33376660759066,69095.35742264726,61269.15727526515,0.22152771386677167,2.1414586597446963,0.15380274134397043,0.5289293266998046,159.376008655848,0.8560854901960784,2.3718653549382718,0.16422346914549618,0.10999327207991738,0.12048220959273791
42,442,66.5941,4.14556,38,4.6262,0,108,132,10,125,8,0.98988,62.28755,0.0,0.0,3.85714,4.024,3.49168,0.0,0.0,126.0,59.13353,0.00011,0.72,1.197,-1.0,0.0,89.41021548388339,3.4731216890537118,0.275967389171735,0.01786275051842416,548.0972635126086,0.0233247688066449,0.10254161595389034,0.2174304157918986,89.94027904765474,33.4042810510706,69141.31511148738,61183.25412373099,0.2215319247771113,2.1288269340959767,0.15354679211038053,0.5273059117639659,159.7010954170197,0.8546945098039216,2.3702256944444446,0.1644075045244218,0.10995357660854675,0.12048721529854713
43,443,66.6738,4.21322,38,4.72386,0,108,132,10,125,8,0.98891,62.37001,0.0,0.0,3.10714,4.029,3.51559,0.0,0.0,126.0,59.16416,0.00012,0.71,1.2,-1.0,0.0,91.21679776533219,3.484101230963716,0.27603698457857534,0.017839100256299697,548.2939266528342,0.02335251507766438,0.10273495927199235,0.21748000073081414,89.90845629519947,33.441656983928915,69033.8163707691,61361.40165233982,0.22151745546702636,2.4088930437694245,0.1532831330892674,0.5273059117639648,160.12338667416685,0.8557125490196079,2.389033564814815,0.16460965499286195,0.109960925934203,0.12042339002196639
44,444,66.6107,4.25246,38,4.96893,0,108,132,10,125,8,0.98779,62.30571,0.0,0.0,3.03571,4.037,3.57462,0.0,0.0,126.0,59.13302,0.00011,0.71,1.194,-1.0,0.0,94.43451999936528,3.5010983313044726,0.27611358231558375,0.017869703791690637,548.4678220071455,0.02335638779630824,0.10297775858028144,0.21749372550569912,89.94238050491062,33.50970364794319,69073.02307348914,61187.509280258106,0.22149008619708946,2.089721152624202,0.15307024359991214,0.5273059117639661,160.20345771762197,0.8543592156862745,2.3777488425925926,0.16483084664332914,0.10992977593507636,0.12034035133439439
