,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,cubrow.0.3,cubrow.0.5,contrast,cubcol.0.5,saturation,temporal,cubcol.0,fft,cubrow.0.6,cubrow.0,color_fulness,uhdhdsim,tone,staticness,cubcol.1.0,cubrow.1.0,noise,cubcol.0.3,blur,movement,cubcol.0.6
16,16,84.4133,12.4552,86,15.6127,0,104,125,21,127,14,0.99221,82.8965,0.0,0.0,3.71429,3.734,10.70568,0.0,0.0,124.0,45.0623,0.00357,0.45,4.443,0.12989,0.086428,3.024805463717754,0.283156460302581,0.2574204005893003,94.05380945823755,0.32105779411439783,30.58706081060716,3.7544770299970835,0.37352371056076344,75009.84261105704,0.22526850176166913,0.2707260860486213,162.97783955284214,82.13858937038474,0.6102466666666667,306.0531071938569,0.17227162007912494,0.1408120083433286,0.6072570052685805,0.25075604177489463,61897.53546814147,3.916425540123457,0.2749465943794594
17,17,84.4431,12.3424,86,15.169,0,104,125,21,127,14,0.98723,82.91783,0.0,0.0,4.67857,3.705,10.6909,0.0,0.0,125.0,45.0406,0.00384,0.46,4.399,-1.0,0.080101,2.6971734253072293,0.2829352093695797,0.25829244954044595,94.57737348196933,0.3216338963724034,30.590038535035685,3.737670639504447,0.36919652082149373,75295.03154876307,0.22395989782652803,0.2707499939054203,162.98287138396495,82.14978624904842,0.61,304.8652703849712,0.17305169670507187,0.13982722504867873,0.6072570052685792,0.25064976825539154,62155.61978973324,3.779128086419753,0.27659803631533164
18,18,84.374,12.3893,86,13.9313,0,104,125,21,127,14,0.99376,82.84377,0.0,0.0,3.96429,3.727,10.59176,0.0,0.0,125.0,45.01405,0.00377,0.46,4.082,-1.0,0.079379,2.794579096548237,0.2830813939252966,0.2589712505499114,93.93015418459514,0.32147390225473166,30.53231246383102,3.5354587250239167,0.3652588065861452,75314.82923753858,0.22260478623549884,0.2706551146239427,162.96452813613038,82.15441398714675,0.6098145686274493,303.6753076217044,0.17375373841523822,0.1387507840827818,0.6072570052685807,0.2506196814409612,61980.776492984674,3.7588734567901234,0.2783413092031202
19,19,84.3704,12.2421,86,15.3778,0,104,125,21,127,14,0.98768,82.83233,0.0,0.0,4.42857,3.727,10.63235,0.0,0.0,125.0,44.99571,0.00374,0.45,4.4,-1.0,0.078646,3.142183201915436,0.28345002857600093,0.259748700760208,95.75977883475096,0.32174917604376885,30.492699140383873,3.635391705492856,0.3633106998385958,75219.62163048288,0.22213124492664732,0.27057059062536826,162.95234189686073,82.13362630207206,0.6097023529411765,302.4790533507836,0.17463122553705282,0.13766473991648498,0.6072570052685813,0.2507628854345348,62120.34788291506,3.6531153549382718,0.27985985933841095
20,20,84.305,12.1494,86,14.798,0,104,125,21,127,14,0.99677,82.75554,0.0,0.0,4.14286,3.74,10.50828,0.0,0.0,125.0,44.97774,0.00356,0.45,4.165,-1.0,0.080742,2.8237279978530903,0.2839783409291664,0.2600956885450424,97.26581229026397,0.32064096531883846,30.465064531491127,3.505450451849287,0.36167230098369213,75238.30928668492,0.22144799058877002,0.27056736102678625,162.98861395269853,82.12957935237866,0.6096725490196079,301.2899270355818,0.17518229973911897,0.13662390288439874,0.6072570052685803,0.25071183188197954,61888.97895191182,4.51610725308642,0.2813872937656029
21,21,84.3074,12.0881,86,14.4481,0,104,125,21,127,14,0.99075,82.75247,0.0,0.0,4.60714,3.714,10.42451,0.0,0.0,125.0,44.96439,0.00379,0.45,4.123,-1.0,0.079258,2.9544891430801488,0.2843669704184961,0.2602958563583006,95.97897320227138,0.320367459534749,30.426393296983505,3.5651718195454,0.3596613258668376,75358.81975678836,0.22096890658951002,0.2705616271973601,162.99366239429995,82.14091756370712,0.6094572549019608,300.1387848277901,0.17599912192101297,0.13574610003074924,0.6072570052685807,0.25068630528219304,62072.11445986315,4.5679494598765435,0.2829979453880065
22,22,84.3332,12.071,86,14.8953,0,104,125,21,127,14,0.98897,82.7681,0.0,0.0,7.5,3.707,10.3752,0.0,0.0,125.0,44.95117,0.00363,0.46,4.236,-1.0,0.078991,3.113787975459369,0.2849387642388255,0.26114954699839804,95.96102876846615,0.3182554524951315,30.387345867392458,3.533429054724838,0.3586884379498475,75361.7462569686,0.22064338920181434,0.270350498059374,162.96868066077263,82.18713153719305,0.6093537254901962,299.00233276504,0.17659573287749566,0.13492183470322802,0.6072570052685834,0.25055453438369174,62216.51681130522,4.537085262345679,0.284584680228622
23,23,84.274,11.9598,86,15.0337,0,104,125,21,127,14,0.97936,82.6992,0.0,0.0,4.28571,3.723,10.3623,0.0,0.0,125.0,44.94317,0.00392,0.45,4.39,-1.0,0.07367,2.9580312450451407,0.28538356219775607,0.26244268016484396,96.0665725063933,0.3161563676095303,30.357481403115354,3.4808151773866873,0.35801761976621177,75430.69800244336,0.22018208097475245,0.27023708811279673,162.93896892402233,82.17704149902629,0.6091298039215687,297.8777594723456,0.1773230112617132,0.13418548541696235,0.6072570052685794,0.2509407606497033,62149.7167396851,4.4672067901234565,0.2861290826892005
24,24,84.2298,11.7648,86,15.1253,0,104,125,21,127,14,0.99437,82.64058,0.0,0.0,4.75,3.717,10.27302,0.0,0.0,125.0,44.93138,0.00374,0.46,4.494,0.13156,0.086733,3.8209284264632033,0.28570051349082415,0.263375991772448,94.54599398250463,0.31430552316130633,30.296656855830438,3.503375567620228,0.35456267875823655,75384.42227528052,0.22010945974558788,0.2701777785886512,162.91917655211583,82.19082888090311,0.6091086274509805,296.7651566992912,0.17773364206600037,0.13376407131934315,0.60725700526858,0.25146438567268764,61978.06867194608,4.594087577160494,0.2875728362076539
25,25,84.2576,11.817,86,14.2143,0,104,125,21,127,14,0.99401,82.65782,0.0,0.0,5.0,3.714,10.09679,0.0,0.0,125.0,44.92062,0.00389,0.46,4.192,-1.0,0.075988,2.7901999221800384,0.286193762667247,0.26372403099124964,97.4851561315651,0.3132590559898246,30.268318458839698,3.434692900797401,0.35253986588751307,75387.88703447962,0.21984170926661725,0.2701948591510104,162.90526345719354,82.17721340042925,0.6089380392156862,295.6812561939072,0.17787339858295564,0.13291052927681132,0.6072570052685777,0.2518149736876043,62091.75833409746,5.108748070987654,0.2893862852416624
26,26,84.264,11.7969,86,14.1962,0,104,125,21,127,14,0.99926,82.65551,0.0,0.0,5.85714,3.731,10.13951,0.0,0.0,125.0,44.90982,0.00341,0.45,4.263,-1.0,0.073902,3.3326328614667142,0.2866491222691465,0.26457527373593,97.48725166179457,0.3130526684382823,30.24773359887394,3.4592469369997243,0.3506198230191865,75346.81080502187,0.22035693188200467,0.27022187214886856,162.91535358184927,82.14481591218954,0.6087647058823529,294.64033835523867,0.17825922606645928,0.13198943520103862,0.6072570052685785,0.2514565266366299,62164.5641314219,5.094135802469136,0.29151454091666396
27,27,84.2539,11.7789,86,14.4142,0,104,125,21,127,14,0.99058,82.6542,0.0,0.0,4.85714,3.699,10.11896,0.0,0.0,125.0,44.90365,0.00364,0.45,3.786,-1.0,0.072723,3.166492597272994,0.287037186046157,0.2641597391889075,97.39146175932785,0.31322651547913694,30.202278796537424,3.6302962144188546,0.3491482174461888,75358.07152588243,0.22048868279445308,0.26996602904388944,162.89266273261416,82.17531172743735,0.6088541176470588,293.62552570484115,0.1784783223312963,0.13109190165748538,0.6072570052685801,0.25120605015286557,62198.35810714176,5.029658564814815,0.294160816649645
28,28,84.2506,11.9744,86,14.4111,0,104,125,21,127,14,0.98457,82.66206,0.0,0.0,5.14286,3.72,10.10446,0.0,0.0,125.0,44.89612,0.00373,0.46,4.605,-1.0,0.072872,2.7432488710749094,0.28753190128210887,0.2639097295904501,93.93984955722024,0.31236713723437237,30.173147130895543,3.483702110514693,0.34781151717647535,75450.15551020685,0.22019746655747058,0.269873441620602,162.87678540068146,82.16101108716266,0.6085458823529412,292.63715288699944,0.1788239204501711,0.13028209007134275,0.6072570052685776,0.25097182218398906,62268.594788217226,5.011091820987654,0.2966739694439199
29,29,84.2329,11.9786,86,15.624,0,104,125,21,127,14,0.99086,82.65642,0.0,0.0,5.64286,3.738,10.27268,0.0,0.0,125.0,44.89077,0.00353,0.46,4.242,-1.0,0.079568,3.538332082078105,0.28780257153869254,0.26376996610508674,96.82945709938294,0.3110600432357459,30.155934840072817,3.586499731503416,0.3465222004119639,75376.49056520504,0.2199434339192294,0.2698681289956303,162.92611298149697,82.15643212955112,0.609055294117647,291.6796335174753,0.17905431314591513,0.12984241643145744,0.6072570052685783,0.25094785378371454,62058.058574048555,5.320457175925926,0.29888328257744495
30,30,84.2714,12.4348,86,14.8333,0,104,125,21,127,14,0.9951,82.72203,0.0,0.0,5.75,3.713,10.27859,0.0,0.0,125.0,44.91662,0.00346,0.46,4.274,-1.0,0.076888,3.3239715382865724,0.28785314673263224,0.2637813662418489,95.98103246166147,0.3097964263222097,30.16282898702739,3.5175029906305197,0.3455853103478287,75433.11476603358,0.2199902867668284,0.26981024729266806,162.96126170851124,82.1481672562567,0.6092882352941177,290.7409547892186,0.1791147838395488,0.13044758298451456,0.6072570052685801,0.2510414696996558,62327.40095482201,5.78515625,0.3004476145845026
31,31,84.3443,12.7906,86,15.0978,0,104,125,21,127,14,0.98089,82.80278,0.0,0.0,6.92857,3.74,10.66852,0.0,0.0,125.0,44.92618,0.00364,0.46,4.472,-1.0,0.073297,3.384018821649168,0.2879806553500983,0.26366486470457795,94.19393521165678,0.3087802598859235,30.147734277042343,3.6597429325086925,0.34454172001938355,75382.73684608101,0.2195949388418243,0.2696622971317749,163.02872160527403,82.15545290866973,0.6091796078431373,289.809483312084,0.17931027364594657,0.13068471455981623,0.6072570052685798,0.25131657679079233,62443.47922646186,5.939091435185185,0.30240933930888997
32,32,84.3162,13.0669,86,16.3252,0,104,125,21,127,14,0.99693,82.78753,0.0,0.0,5.14286,3.743,10.97368,0.0,0.0,125.0,44.944,0.00355,0.46,3.861,0.12937,0.072914,3.048315155148214,0.2879397282327243,0.26339867632853137,96.90661033192396,0.30802835158515185,30.2006059811439,3.6334604424050956,0.3435018242135576,75416.59289564905,0.21889051845754595,0.269528394099918,163.09325877542452,82.12864484257948,0.6092874509803922,288.91230342789964,0.17952746557010102,0.13087116046990996,0.6088804202044112,0.25127036849824,62466.51938592137,6.087866512345679,0.3039774183383415
33,33,84.2417,13.3029,86,15.9341,0,104,125,21,127,14,0.98155,82.7566,0.0,0.0,5.39286,3.738,11.21374,0.0,0.0,125.0,44.98074,0.00363,0.46,4.043,-1.0,0.075161,2.531735954359818,0.2878130113635654,0.2635278567082328,96.98829688413981,0.3078284809061633,30.190698694299765,3.710059051052185,0.3427146515477735,75072.42967978271,0.21834017535919498,0.26938455831655445,163.170260276085,82.14695617935347,0.6092058823529413,288.0315320060238,0.1796652985104111,0.13063319022135847,0.6088804202044084,0.2510928364045812,62249.65302500213,6.257908950617284,0.30608826560272007
34,34,84.2508,13.348,86,16.5379,0,104,125,21,127,14,0.98489,82.76976,0.0,0.0,6.71429,3.736,11.41451,0.0,0.0,125.0,45.03002,0.00378,0.46,4.24,-1.0,0.075611,2.8831479669366926,0.2875023946788255,0.26392306707299956,96.61083066727397,0.30777974028495625,30.183265215084877,3.77302230817192,0.3416748009604825,75183.17247831672,0.2178381708341363,0.2692492755827201,163.18257207041634,82.16621902764905,0.6093564705882353,287.1610110915843,0.17974240222808285,0.13092012549690699,0.6072570052685821,0.2509935591288233,62347.2101503001,6.535976080246914,0.3081760613869749
35,35,84.3329,13.0835,86,15.7097,0,104,125,21,127,14,0.99576,82.86591,0.0,0.0,6.28571,3.72,11.45222,0.0,0.0,125.0,44.99214,0.00367,0.46,4.079,-1.0,0.07577,3.0997500888263607,0.2872170695666279,0.26372204617188355,97.35533664285657,0.30806463670405043,30.228651070300444,3.874275557032693,0.34055907102522287,75299.35891603722,0.2176825158253685,0.2690362376032542,163.20524786135317,82.13423017582242,0.6089521568627451,286.32720618329853,0.17980676502732926,0.13074015159610658,0.6072570052685835,0.2509689034756716,62575.888599172504,6.822193287037037,0.3100373737214166
36,36,84.2527,13.4267,86,16.3122,0,104,125,21,127,13,0.98595,82.82112,0.0,0.0,4.75,3.739,11.22145,0.0,0.0,125.0,44.98581,0.00327,0.46,4.095,-1.0,0.067855,2.1800425867883204,0.2869866539778045,0.2635101189885555,97.28998180840102,0.30848299148310315,30.239405879267938,3.85112607372844,0.3396199200806823,75213.14478928207,0.21738077639381956,0.2688259913184383,163.32434546920996,82.12722465677972,0.6086396078431373,285.5110095014306,0.1798730939208902,0.1303132171680848,0.6094746313118106,0.25086106939830755,62013.76152050679,7.027874228395062,0.31237744731718353
37,37,84.3032,13.4363,86,18.1278,0,104,125,21,127,13,0.98254,82.88226,0.0,0.0,5.10714,3.722,11.52007,0.0,0.0,125.0,45.04737,0.00371,0.46,4.31,-1.0,0.07037,2.744099410600579,0.28668120776713213,0.2633636548714539,97.03873547284996,0.30842868232398435,30.258204330632715,3.9282355982200783,0.33921770939722984,75311.14330151986,0.21696678856098647,0.2687231475671573,163.3673532000259,82.13674550382537,0.6088988235294117,284.7192272220721,0.17994856212978516,0.13021523470973262,0.609474631311811,0.2509223524968128,62339.35292828785,7.082899305555555,0.3146509937366683
38,38,84.3223,13.5279,86,16.8725,0,104,125,21,127,13,0.98794,82.92379,0.0,0.0,4.92857,3.7,11.52867,0.0,0.0,125.0,45.07112,0.0038,0.46,4.262,-1.0,0.074978,2.6288169722621957,0.2863858938485922,0.26302231282013605,96.31390525862449,0.30800114248426913,30.300531081211417,3.733898237167785,0.33859654864648125,75353.66293233153,0.2168867062073244,0.26865051989065664,163.35923748241407,82.1194504096051,0.6091894117647059,283.9504973776998,0.17997186942982077,0.1300937449277679,0.6094746313118123,0.25089145077288816,62294.632385160636,7.277729552469136,0.316464300768439
39,39,84.275,14.449,86,17.3558,0,104,125,21,127,14,0.97992,82.89335,0.0,0.0,4.60714,3.709,11.60731,0.0,0.0,125.0,45.07947,0.00397,0.46,4.38,-1.0,0.066023,3.060692858109908,0.2859930007909026,0.26248605556495636,97.4922188043136,0.307737091951923,30.3423232090326,3.7803890204360364,0.3383732354802875,75307.27277597759,0.21611136277011367,0.2685807283042659,163.36487256143332,82.13360148605781,0.6091454901960784,283.1937336307351,0.18008835013853564,0.12976351407549735,0.6094746313118106,0.2508292911902059,62236.117950033804,7.473186728395062,0.31725539272250003
40,40,84.1807,13.684,86,19.3542,0,104,125,21,127,14,0.98963,82.80136,0.0,0.0,5.71429,3.715,12.39852,0.0,0.0,125.0,45.08042,0.0037,0.45,4.329,0.13284,0.06674,3.689171555151191,0.2855994627937267,0.2622695942662456,97.457385363287,0.3075725707687767,30.35285497594763,4.308539307377869,0.3380084568319762,75339.13912324076,0.21542684922445443,0.2685550196632506,163.35108802471674,82.21018506544551,0.60948,282.44709025006875,0.18011307337776428,0.12945159162488976,0.6094746313118106,0.2507978798812281,62034.25904465751,7.651716820987654,0.3183799210952245
41,41,84.1671,13.9971,86,17.098,0,104,125,21,127,14,0.99491,82.78851,0.0,0.0,5.17857,3.713,11.7417,0.0,0.0,125.0,45.07143,0.00378,0.45,4.375,-1.0,0.067423,2.752187864098886,0.2852940406054751,0.2617373882556881,97.06867890359949,0.3081111897382226,30.31189567660108,3.7615700712229416,0.3376027609543122,75115.196334901,0.2148481182512512,0.2686689348108189,163.3940146911724,82.17265640117539,0.6093905882352941,281.72807315097185,0.18025557785241506,0.129220187368532,0.6094746313118109,0.2508758811556151,61790.7726787391,7.698591820987654,0.3200282159319362
42,42,84.122,13.7412,86,19.4684,0,104,125,21,127,14,0.98114,82.74818,0.0,0.0,3.42857,3.721,12.01262,0.0,0.0,125.0,45.05786,0.00394,0.46,4.17,-1.0,0.064242,2.2144421370678318,0.2848697490387541,0.2611250256639837,97.02034363845753,0.3087750256805465,30.296308729383682,4.280117524665481,0.337315430012985,75176.10911598954,0.21436848811176812,0.26854568471435025,163.3598105748004,82.15409837328478,0.6091156862745098,281.01773285988446,0.18040369506246623,0.12887601975037247,0.6099096240328455,0.2507686316028065,61829.03180464654,7.67992862654321,0.3203218123942142
43,43,84.1355,13.5091,86,17.6463,0,104,125,21,127,14,0.99097,82.77984,0.0,0.0,5.25,3.722,11.78933,0.0,0.0,125.0,45.05048,0.00378,0.45,4.049,-1.0,0.062385,2.1748138373828345,0.2844418015613597,0.26107575237727176,97.49608439473153,0.30867553352155325,30.274726019965275,3.9543471644398624,0.33737259845378764,75200.63333804782,0.2138012860077249,0.268508275071552,163.32858534218767,82.14900119114903,0.609055294117647,280.32160346575506,0.18053357501894818,0.1285331251539525,0.609474631311811,0.250764286842958,61749.52320363512,7.773244598765432,0.32055385327197505
44,44,84.0458,13.5617,86,16.5185,0,104,125,21,127,14,0.98643,82.6958,0.0,0.0,4.71429,3.692,11.60151,0.0,0.0,125.0,45.03844,0.00364,0.46,4.476,-1.0,0.070059,2.1055641798712346,0.2840747491996113,0.26044790893128567,97.39095768245016,0.3088100043559625,30.261648107458043,3.865734080444473,0.33655264594372375,75072.21343576018,0.21340331589992886,0.26846755275029505,163.3000709312838,82.17084900233465,0.6077450980392157,279.65222950374726,0.18070163870568545,0.12831452136241092,0.6094746313118121,0.25065333668709255,61461.935887640684,7.806616512345679,0.3208288540609551
