,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blur,saturation,color_fulness,cubrow.1.0,cubrow.0,cubcol.0.3,cubcol.0.5,staticness,cubrow.0.5,cubrow.0.3,uhdhdsim,temporal,cubcol.0,fft,cubrow.0.6,cubcol.1.0,contrast,noise,blockiness,tone,cubcol.0.6,movement
10,210,47.6042,17.8923,28,19.9761,0,117,113,12,138,13,0.9991,43.77025,0.0,0.0,3.39286,5.245,15.79447,0.0,0.0,122.0,26.78174,3e-05,0.31,1.532,-1.0,1.652854,17884.00561850685,62.45565381462191,78.90457396368114,0.06842765646634591,0.22958735577665174,0.10226003661907157,0.052998368127031535,500.1016347064956,0.08287379759351235,0.16904513601322746,96.42904700876997,4.871711144617941,0.0735730744710933,66086.91907265758,0.07664412806531248,0.07384258653198167,89.17053314013717,0.29232287605761836,0.9277041059258773,0.4227131568627448,0.05955491798327749,6.654513888888889
11,211,47.6572,18.116,27,20.0302,0,117,113,12,138,13,0.99737,43.79137,0.0,0.0,4.03571,5.24,15.36159,0.0,0.0,121.0,26.79973,4e-05,0.31,1.549,-1.0,1.714777,17967.476263181532,62.56508928463783,78.80918761809323,0.06916369304021579,0.2296344621905442,0.10156853478471783,0.054789266843468395,496.2128248342589,0.08683345759002181,0.16961333629402434,96.43951091151833,4.595444978582936,0.07382079138312624,66100.49908602136,0.07693184434230885,0.07284144072736955,91.00652629259416,0.2840465829921012,0.95877300691327,0.42467294117647053,0.06026106587771662,7.66845100308642
12,212,48.1538,18.4018,28,19.959,0,117,113,12,138,13,1.00214,44.26205,0.0,0.0,4.89286,5.222,15.55387,0.0,0.0,120.0,26.894,4e-05,0.31,1.567,-1.0,1.647865,18473.15033718048,62.57661268446181,78.93989695868781,0.06862035823243952,0.2289409197573212,0.10086913206970548,0.05529044023695625,492.3709083324541,0.08761533548799068,0.17032691110351242,96.33458693198239,4.772197783886247,0.0736507217663338,66341.80616442203,0.07665400270542976,0.07318516731970681,89.20071476980871,0.2961639170366801,1.093304204553578,0.4245957647058823,0.05966445719220067,7.431520061728395
13,213,47.9392,18.6511,28,20.8888,0,117,113,12,138,13,1.00037,44.0918,0.0,0.0,4.25,5.284,15.79504,0.0,0.0,119.0,26.98335,4e-05,0.31,1.461,-1.0,1.649271,18228.628638015965,62.46841411826052,79.08477785866054,0.06781920338167739,0.2288566068273296,0.10031805377499972,0.05598457506646655,488.5656809022917,0.08835661370026948,0.17165175024327567,96.40519708130844,4.879388127413353,0.07363305918946624,66211.4718082601,0.0760241988914685,0.07270578230626698,90.77386837158211,0.2961639170366766,0.7981342068918816,0.4241305882352942,0.05967104613327038,7.259886188271605
14,214,48.1432,19.7583,28,18.4823,0,117,113,12,138,13,0.99958,44.30931,0.0,0.0,4.64286,5.364,16.0087,0.0,0.0,119.0,27.15223,5e-05,0.31,1.48,-1.0,1.657959,18359.858980490717,62.50846674412857,79.5041436972462,0.06678237297121323,0.2289586210380414,0.09989481149310508,0.056892274097183324,485.02396478011235,0.0870666685774452,0.1722531431868431,96.3454072994442,4.586274151234068,0.07394857491088073,66169.23984625253,0.07548258954029931,0.07317809738812893,90.44811020864378,0.2983815430799067,0.9533986772921739,0.42362980392156857,0.05999683443323687,7.328414351851852
15,215,48.2127,19.5092,28,21.1282,0,117,113,12,138,13,0.99951,44.42607,0.0,0.0,4.32143,5.429,16.96168,0.0,0.0,119.0,27.40713,4e-05,0.31,1.681,-1.0,1.600596,18391.854259133273,62.30813636308835,80.03225273756792,0.06582373592570012,0.2287234703596347,0.09949602280570369,0.057998218265357095,481.7307713428932,0.08610500401485138,0.17249958268427448,96.34476868525375,4.885436590156536,0.07388426883221381,66251.39061073553,0.07473621214583547,0.07461412824292385,88.24361051824343,0.29838154307991155,1.2563739988330695,0.42529807843137246,0.05994391255632185,8.961853780864198
16,216,48.7993,20.022,29,22.5335,0,117,113,12,138,14,0.99972,45.02878,0.0,0.0,5.03571,5.608,16.7548,0.0,0.0,121.0,27.80684,5e-05,0.31,1.597,0.37706,1.581322,18642.15532397399,62.1500894052011,80.97203626311287,0.0646336223312417,0.22869650086778312,0.09937783440223269,0.061390889803600406,478.72535161974497,0.08737999699950527,0.17262146555845606,96.26206008614616,4.942536353504128,0.07387145721592156,66159.98873764444,0.07455848075998457,0.07465068414417994,88.10885478174629,0.298381543079912,1.1368397149526672,0.42502431372549027,0.06002911715524133,9.805266203703704
17,217,49.1945,20.0072,29,21.0142,0,117,113,13,137,14,1.00006,45.40305,0.0,0.0,4.21429,5.525,17.19418,0.0,0.0,121.0,28.05745,5e-05,0.31,1.577,-1.0,1.525957,19378.14338240879,61.92485253604841,81.63357354235293,0.06355897858716422,0.22883596393466882,0.09899865805404284,0.061464179015051766,476.1881293470665,0.08725640928823501,0.17343555148079384,96.22409635638697,4.655863007642752,0.07406488182950527,66671.0239849649,0.07457193320553257,0.07605221862237717,88.7914894550805,0.30059916912314244,1.0956725036379653,0.4236450980392156,0.06061912510954675,9.902874228395062
18,218,48.9198,20.532,29,21.5561,0,117,113,13,137,14,0.99938,45.1885,0.0,0.0,4.32143,5.599,17.17722,0.0,0.0,121.0,28.19659,5e-05,0.31,1.79,-1.0,1.473783,19293.79395281488,61.839995019229846,82.11819606850959,0.06257356831914401,0.2289306957225056,0.09869036414922386,0.062125178591075705,474.1167769177907,0.08643014141538835,0.17392731215251794,96.20488898223019,4.704807007342326,0.07427343219574041,66675.1960983785,0.07469830585472702,0.07582938882710298,86.87538296540825,0.30059916912314316,1.1148218345723766,0.42315149019607845,0.06159488472334093,9.640962577160494
19,219,48.5373,20.772,29,21.9819,0,117,113,13,137,14,1.00177,44.8528,0.0,0.0,4.32143,5.667,17.62556,0.0,0.0,121.0,28.19783,6e-05,0.31,1.637,-1.0,1.470706,18909.251576358816,61.77494925039786,82.63543156758918,0.061730125973206394,0.22911295673380497,0.09878797408628053,0.061616126027885,472.3950482159466,0.08589845343452583,0.17450465563503761,96.2898667335729,4.719564322126493,0.07454923671359945,66271.06919652634,0.07480756414518573,0.07585977425419091,89.11362468614415,0.30059916912314305,1.2692804949245877,0.42472882352941094,0.06095761738377337,9.474585262345679
20,220,48.3852,20.5833,29,21.4007,0,117,113,12,137,14,0.99835,44.69309,0.0,0.0,4.28571,5.599,17.8352,0.0,0.0,121.0,28.11979,4e-05,0.31,1.599,-1.0,1.491943,18797.659710028718,61.808213222174004,83.29096308708444,0.06095194870394651,0.22943200772967265,0.09838055142348133,0.061390455520893415,470.88168710453516,0.08560304194504106,0.17498861134739102,96.31898495671078,4.771562983316383,0.07473435025719291,66162.37373902946,0.07504273318362176,0.07410595308816705,91.44400705721371,0.3005991691231397,1.4519708878271131,0.42447725490196087,0.0608030227923205,10.550733024691358
21,221,48.6748,20.4233,29,22.0732,0,117,113,12,137,14,0.99701,44.91477,0.0,0.0,4.21429,5.572,17.67309,0.0,0.0,121.0,28.07271,3e-05,0.31,1.67,-1.0,1.532965,19210.285017146765,61.792663385838644,83.86231485054034,0.060086351314507964,0.22985512009602146,0.09817515137827015,0.061228552222367165,469.55670866652196,0.08455279702225432,0.17523260011828615,96.25395836385593,4.706853975229718,0.07488835455906208,66187.93546530341,0.07494614506879299,0.07288364404595546,87.08947528570434,0.3005991691231411,1.3394291246974561,0.42356941176470586,0.0604618114240375,10.513551311728396
22,222,48.8865,20.5769,29,20.6801,0,117,113,12,137,14,1.00128,45.0698,0.0,0.0,4.85714,5.507,17.53698,0.0,0.0,122.0,28.0437,7e-05,0.31,1.654,-1.0,1.548939,19236.30208517566,61.8185844892337,83.99147258340463,0.0597017779187561,0.23026072013695656,0.0982700746371282,0.061248925805069354,468.34578794022553,0.08374626617574533,0.17552779221497758,96.23101988482313,4.686139600261377,0.07498102059159226,66155.89706445725,0.07498429652262427,0.07237284699557273,87.69509615683565,0.3005991691231406,1.0450151936995087,0.425044705882353,0.060649436402692346,10.111738040123457
23,223,49.2084,20.2402,29,21.2647,0,117,113,12,137,14,0.99983,45.31602,0.0,0.0,4.21429,5.511,17.66675,0.0,0.0,123.0,28.12189,3e-05,0.31,1.665,-1.0,1.541467,19561.28850883036,61.72690026554061,83.66848537371476,0.05928217306823895,0.23047204961946013,0.09803551820901282,0.06147344520939966,467.11707834067545,0.08305060982363487,0.17595284045309134,96.18541448979232,4.836866690874173,0.07504943138739156,66187.80705755237,0.07484836616826615,0.07266976490651751,87.18606678389611,0.30059916912313933,1.4111783002573677,0.42637198039215607,0.061861646140075034,9.984567901234568
24,224,49.2609,20.7856,29,19.2286,0,117,113,12,137,14,0.99861,45.33611,0.0,0.0,3.5,5.484,17.37399,0.0,0.0,123.0,27.96207,7e-05,0.31,1.574,0.39725,1.556882,19616.974247823862,61.64437301070602,83.47521849459237,0.05905443002865011,0.23050792833321876,0.09792444637565975,0.06132425021655372,465.96687322953727,0.08250919801435082,0.1762431486138153,96.1672876690186,4.692815898624702,0.0751484033614689,66243.96718967492,0.07462546859818421,0.07265327913818424,92.22323240423847,0.29838154307991865,1.237763764795891,0.42514352941176475,0.06501051092695115,10.199363425925926
25,225,48.917,21.2135,28,21.9843,0,117,113,12,138,13,0.99869,45.03132,0.0,0.0,3.39286,5.251,17.84134,0.0,0.0,123.0,27.85584,4e-05,0.31,1.577,-1.0,1.524471,19301.904339034754,61.58477689013069,83.61855014389958,0.059232925132872885,0.23057360380049136,0.09777122193675972,0.06133130519390434,464.8847757607438,0.08190558918938973,0.1762237385362191,96.25908874628108,4.752479741099125,0.07531173225039875,66197.02898193618,0.07477088606675246,0.07263913155547269,88.83132165796614,0.30059916912313817,1.046726225295642,0.4220339999999997,0.06578260875446117,10.759837962962964
26,226,48.846,21.2187,28,22.9383,0,117,113,12,138,13,0.99882,44.94487,0.0,0.0,4.89286,5.178,18.20552,0.0,0.0,124.0,27.63364,5e-05,0.31,1.538,-1.0,1.533253,19495.987091023737,61.5755536114728,83.06612079927478,0.05954064831826276,0.2305578174021061,0.09764348067258366,0.06233677827698724,463.79243639627515,0.08138445825085804,0.17636088830207258,96.25323689877095,4.768742685085189,0.0754283227413945,66209.02394117607,0.07538083029414677,0.07246397799634516,88.85878544546455,0.30059916912313894,0.8849038288200992,0.4182596078431373,0.06650196387366641,10.947820216049383
27,227,48.3085,21.3468,28,21.509,0,117,113,11,137,13,0.99752,44.45946,0.0,0.0,3.21429,5.189,18.2125,0.0,0.0,124.0,27.43256,3e-05,0.31,1.554,-1.0,1.516476,18886.3111485001,61.43116157437548,82.63781914009385,0.060048670991483186,0.23050966366086792,0.09739082211013293,0.06198353413741544,462.7159182487068,0.08077507580716743,0.17652287909387462,96.31134038998722,4.811739491509945,0.07556437777014818,66224.18127586998,0.07583375062004968,0.07238773593700579,92.45025006209833,0.3005991691231395,0.9792677061912309,0.42147686274509805,0.06536175195407494,11.020833333333334
28,228,47.8358,21.5545,27,21.5145,0,117,114,12,137,13,0.99957,44.0606,0.0,0.0,2.78571,5.208,18.32445,0.0,0.0,125.0,27.48852,5e-05,0.31,1.552,-1.0,1.392293,18460.247852134722,61.24052749445409,82.40979368934151,0.060076545846668224,0.23062394844059755,0.09720676738113218,0.06203934359633189,461.7848249155894,0.08050779401165506,0.17674072593259907,96.39397593665299,4.908114652478325,0.07559714159968456,66223.57588009344,0.07638949784506388,0.07226926884308077,89.30921012044232,0.30059916912314316,1.1657002425229837,0.4237745686274479,0.06461266519502296,11.430941358024691
29,229,47.435,21.9158,27,22.4062,0,117,114,12,137,13,0.99956,43.75431,0.0,0.0,2.53571,5.243,18.49906,0.0,0.0,125.0,27.59622,5e-05,0.31,1.636,-1.0,1.43029,17941.781209228506,61.099116384247196,82.36209324587907,0.0605710905212252,0.23050700599509955,0.09700362599702939,0.061889083582076676,460.840811462023,0.08022026143927302,0.1768633265479745,96.45771716493157,5.031729985667211,0.07565073625962689,66170.33210187357,0.07664886761270001,0.07193796994731681,88.00852838455282,0.30059916912314305,1.0765774221532785,0.4229839215686275,0.06413974796511693,11.869743441358025
30,230,47.0771,22.1718,27,23.0102,0,117,114,12,137,13,0.99839,43.47125,0.0,0.0,2.96429,5.219,18.80799,0.0,0.0,126.0,27.8584,1e-05,0.31,1.738,-1.0,1.365479,17549.850322584447,60.947071970244984,82.27938064743935,0.060606033364992075,0.23023126362660135,0.0967746565097504,0.06284998859804967,459.83928714024074,0.07995789410519354,0.17679753171598167,96.52963174008015,5.0036895627096145,0.0757511286741328,66177.43370774841,0.07680608195980036,0.07183651756240109,86.68635663691936,0.3005991691231446,1.1221418207488323,0.42618352941176474,0.06363198703216123,11.89626736111111
31,231,46.9063,22.322,27,23.8171,0,117,114,12,137,13,0.9979,43.34793,0.0,0.0,4.28571,5.214,19.02732,0.0,0.0,126.0,28.16834,4e-05,0.31,1.599,-1.0,1.300827,17361.264994015233,60.85136884524498,82.45023479834167,0.060181251160771776,0.23004752890416838,0.0966115995909818,0.0646162161693519,458.8230050022205,0.07973831639421801,0.1766511847724309,96.57238412098172,5.162854605369313,0.07579911434513456,66112.57903758476,0.0770379332214844,0.07194134651154675,89.93508979850387,0.30281679516637167,1.2032936745345968,0.4294529411764707,0.06338553488746212,11.776186342592593
32,232,47.0537,22.2075,28,24.0155,0,117,114,12,137,13,0.9961,43.48401,0.0,0.0,2.17857,5.237,19.15782,0.0,0.0,127.0,28.48541,2e-05,0.31,1.749,0.39185,1.27676,17389.424047448883,60.714992758668494,82.81703442980591,0.061191380715120994,0.229748911536989,0.09643083876546171,0.06444990909453649,457.7890929244242,0.07949198232597687,0.17650497579656796,96.57052223281205,5.088720660858579,0.07580383023971571,66145.44715242407,0.07720021467217734,0.07206603928544994,90.10624768299286,0.30281679516637633,1.0999407159329881,0.43182235294117643,0.06341283443101477,11.834731867283951
33,233,47.2449,21.7323,28,22.923,0,117,114,12,137,13,1.0004,43.63333,0.0,0.0,4.14286,5.213,19.06165,0.0,0.0,127.0,28.66001,5e-05,0.31,1.623,-1.0,1.295327,17570.8633515182,60.70709661789883,82.81418645610529,0.061584613960550275,0.22946777310883856,0.09624194251115614,0.06391198080346072,456.70289299821974,0.07925256762253008,0.17653169848137093,96.56920127829851,4.97471925131182,0.07583374152601559,66197.64274401632,0.07759488515039036,0.07234104005714341,90.35206997238464,0.3005991691231461,0.9821483068611545,0.4358121568627451,0.06303675510249238,12.272328317901234
34,234,47.3257,21.4895,28,21.4949,0,117,114,12,137,12,0.99958,43.67569,0.0,0.0,4.03571,5.227,18.65542,0.0,0.0,127.0,28.73007,3e-05,0.31,1.501,-1.0,1.421829,17622.76407636961,60.6430822301794,83.11163351687992,0.06133805654442686,0.22935586126930793,0.09611646238163622,0.06384278586402815,455.6391988414246,0.07905929376668382,0.17667226264694047,96.57647172857038,5.025227621500438,0.07582420548085554,66282.18738967486,0.07794788828041463,0.07262480571344647,87.85741318050134,0.30059916912314427,0.9452289017176241,0.4360580392156862,0.06303096990632752,12.250192901234568
35,235,47.0206,20.9133,27,21.8131,0,117,113,12,137,12,0.99994,43.36489,0.0,0.0,4.92857,5.218,18.44545,0.0,0.0,127.0,28.67283,8e-05,0.3,1.56,-1.0,1.519512,17390.736101052178,60.77219475640191,83.12729553255848,0.06151377568361344,0.2291434522331344,0.09671232441751727,0.06373896705996103,454.73568618565656,0.07884962208453333,0.17667527081622847,96.62895467106901,4.933586525998755,0.0758502828303793,66208.67603763333,0.07813082539893959,0.0732074220076748,91.28096144581284,0.300599169123143,1.255733040597578,0.433364705882353,0.0630225232703625,12.034336419753087
36,236,46.793,20.5874,27,22.2508,0,117,113,12,137,12,1.00064,43.08635,0.0,0.0,4.67857,5.248,17.95204,0.0,0.0,127.0,28.53125,6e-05,0.31,1.61,-1.0,1.546522,17387.006032007066,60.9753514042607,83.01039094360411,0.06175602762020833,0.22907419817226288,0.09778636585209645,0.06370346414530159,454.0335111487619,0.07865066683742541,0.17599730320627605,96.66346986408811,4.857920133229172,0.07587981360085387,66342.82878486521,0.0783626224124679,0.07468737392978811,91.84842666838979,0.30059916912314044,1.0395454286614663,0.4335737254901961,0.06314229683412531,11.367573302469136
37,237,46.4323,20.3501,27,21.6436,0,117,113,12,137,12,0.99833,42.68415,0.0,0.0,5.32143,5.245,17.66738,0.0,0.0,127.0,28.18359,4e-05,0.31,1.669,-1.0,1.582626,17135.63393555776,61.21915181477865,82.96215996232672,0.062015966776743585,0.22921674307073622,0.09736876918072129,0.06368085134722064,453.59290668591115,0.07843404655179236,0.17542834457850673,96.69314698695999,4.835999091922805,0.07589541866964268,66428.07924956807,0.07867124394147772,0.07612234052018532,88.19567572612338,0.29838154307991394,1.034957673492619,0.4313448823529391,0.06312646115286139,11.06032986111111
38,238,46.3638,20.2623,27,19.6676,0,117,113,12,137,12,0.99526,42.62606,0.0,0.0,5.96429,5.237,17.4668,0.0,0.0,127.0,28.04902,5e-05,0.31,1.784,-1.0,1.576932,16921.649448973076,61.26417051715616,82.87075666463355,0.06208946539798215,0.2292901988799514,0.09704010874352893,0.06365619047054845,453.2039513447973,0.07838065948555878,0.17525034336880133,96.68571540141232,4.71305160384699,0.07587397860444023,66361.63603431996,0.0790285123340963,0.07745353376753548,90.59943481844707,0.29838154307991177,0.9634375095110587,0.42863921568627456,0.06311681826695584,10.668354552469136
39,239,47.0247,20.3834,27,21.3458,0,118,113,12,137,12,0.99918,43.28295,0.0,0.0,5.5,5.201,17.3961,0.0,0.0,127.0,28.10129,3e-05,0.31,1.586,-1.0,1.525452,17357.40912999897,60.99195598084249,82.90309741593887,0.06228048701414903,0.2291631428649633,0.09673866631687689,0.06350376082795783,452.7369405763507,0.0782891859529486,0.17531046612163476,96.53660219572679,4.918872291816448,0.07582271782035935,66354.82756887504,0.0798530611625607,0.07826719872606627,87.28278658404128,0.3005991691231404,1.0077221244747196,0.429018431372549,0.06302783392881742,10.39158950617284
40,240,47.5523,20.2721,28,21.7993,0,118,113,12,137,12,1.00128,43.77923,0.0,0.0,4.82143,5.218,17.49972,0.0,0.0,127.0,28.04902,1e-05,0.3,1.622,0.357,1.488352,17789.459970350305,60.83035692756559,82.49406650880229,0.06213841616155306,0.2292031106884625,0.09645684383947595,0.06342788175152546,452.22823905100273,0.07809116607940204,0.17535241391519363,96.50537823489793,4.860325845965567,0.07561475785786334,66208.10611879978,0.08076788453208886,0.07881092267796122,89.78744198446233,0.2983815430799164,0.9005251026459186,0.4326998627450979,0.06308662663680525,10.424768518518519
41,241,47.6168,18.6458,28,19.9058,0,118,113,12,137,13,0.99876,43.87408,0.0,0.0,3.82143,5.302,17.40093,0.0,0.0,127.0,27.98948,2e-05,0.31,1.478,-1.0,1.52334,17805.973498627973,61.14526743947724,82.4236573308334,0.06204638477173822,0.2292970734868021,0.09626882987473297,0.06335088254914575,451.8987207140236,0.07790513006177613,0.17541006845627213,96.49017441115683,4.62752853942906,0.0756882500016707,66246.45099064871,0.08123805560527611,0.07971749948733017,86.97805740233972,0.2989757541873057,1.3683014619008413,0.4354776470588235,0.06310692238041828,10.232542438271604
42,242,46.8097,19.3648,27,20.5385,0,118,113,12,137,12,1.0008,43.09976,0.0,0.0,4.92857,5.284,16.00521,0.0,0.0,127.0,27.52249,4e-05,0.31,1.417,-1.0,1.528939,17062.14299513212,60.8831073148751,80.86782030953734,0.06195099176649829,0.22925862081393295,0.09628255009693155,0.06320029736624806,451.56314625338524,0.07740743329853123,0.17544518780318993,96.63850251424239,4.678660441021185,0.07552088845384694,66081.98947506715,0.08142356255866616,0.0800204854439967,88.0639030691764,0.29838154307991493,1.4147239464333927,0.42130362745098,0.0630541281102745,9.907262731481481
43,243,46.7945,19.2846,27,19.8767,0,118,113,11,137,12,0.99393,43.04222,0.0,0.0,5.21429,5.246,16.61902,0.0,0.0,127.0,27.40282,4e-05,0.31,1.575,-1.0,1.519722,17167.487002828617,61.31301974072868,80.11690860989421,0.06193469705842127,0.2292831529847459,0.09653002265301026,0.06308862684011014,451.34525800623163,0.07707953924214746,0.17570403259144535,96.64250215608189,4.655042100348666,0.07533521196096765,66100.57489725584,0.0815983620864606,0.08063900740591773,88.99221969472241,0.29838154307991055,1.4099671969578276,0.41361494117647046,0.06274961373576371,9.056568287037036
44,244,45.584,19.2297,26,18.0113,0,118,113,11,137,12,0.99948,41.86786,0.0,0.0,5.75,5.251,16.54774,0.0,0.0,127.0,26.95267,8e-05,0.31,1.452,-1.0,1.550293,16140.143619364464,61.8382044662664,79.0925600877754,0.06173948922400965,0.22929420200711695,0.09612264702783033,0.06296184671977462,451.26521892486716,0.07706305950548993,0.17548748736174624,96.82670290966561,4.4853658830908625,0.07529740703877515,65981.62871541195,0.08143480982117483,0.08071965532291375,87.36037604858411,0.29232287605762175,1.4557439335210782,0.4041478431372548,0.06257173732673621,8.225694444444445
