,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.1.0,cubrow.0.5,tone,cubcol.0.6,cubcol.1.0,temporal,noise,saturation,color_fulness,fft,cubrow.0,cubrow.0.6,cubrow.0.3,uhdhdsim,cubcol.0.3,contrast,staticness,cubcol.0,blur,blockiness,movement,cubcol.0.5
10,210,69.1872,17.2169,70,24.5459,0,115,121,19,131,22,1.02105,66.8421,0.0,0.0,1.0,3.64,15.88421,0.0,0.0,125.0,58.34286,0.00132,0.6,1.966,-1.0,0.02823,0.2680012324538923,0.23877891397275358,0.903270980392157,0.20928477369759746,0.13309009050476975,5.095059461442807,0.9922425199828112,40.37342043276186,147.99602049479944,76951.38148586176,0.2677882086297473,0.23864841413094973,0.22357500217934959,83.55688468455816,0.15924580278158654,96.23970023058394,474.94717229133903,0.08470337088146898,41675.75373085936,2.6203926139097056,5.2046682098765435,0.25126700766676835
11,211,68.5363,16.2549,70,25.3838,0,115,121,19,131,22,1.01856,66.24969,0.0,0.0,0.39286,3.646,14.79488,0.0,0.0,125.0,58.31964,0.00112,0.59,2.008,-1.0,0.027421,0.26824611194237286,0.23859785496254457,0.9024333333333334,0.208675578768956,0.13322916571302681,5.114963951415477,0.9864809585142055,40.497908415617765,147.78274995817767,77158.17792752509,0.2657872011574477,0.23833554374632548,0.22340238378403826,83.63539780538586,0.1584679882951084,97.79095720702763,473.18122340804734,0.08463959691195398,40328.401812736076,2.476617303652613,5.79663387345679,0.25260713286282405
12,212,69.4888,15.383,71,24.9439,0,114,121,19,131,22,1.02491,67.11607,0.0,0.0,0.46429,3.626,13.96729,0.0,0.0,125.0,58.42112,0.00117,0.6,1.917,-1.0,0.02867,0.2684938801763677,0.23857437935945303,0.9036560784313727,0.20936428608233248,0.13321551889527541,5.06989440227873,0.9878072678963418,40.770635534215856,147.85355059171036,77598.4287269802,0.2654643524518181,0.2381626421550445,0.22324373487068902,83.53111978919083,0.15981366732340463,97.54974702133931,471.5576981773968,0.0846353345242455,42635.477673928406,2.2251268222145013,5.240981867283951,0.2541569406598177
13,213,69.9733,15.6356,71,23.4197,0,114,121,19,131,22,1.02474,67.59674,0.0,0.0,0.78571,3.625,13.22087,0.0,0.0,125.0,58.47813,0.00116,0.6,1.944,-1.0,0.02671,0.2686837507034736,0.23846471699354457,0.904978823529412,0.21050335414701965,0.13314659214215888,5.011845776785014,0.9960835609618606,40.69796489197531,147.88389066306235,78000.84446551795,0.2655265751757418,0.2377801333659748,0.22329367068173486,83.4418716888139,0.16151768413568676,98.13574034974634,470.1046442418026,0.08457578523944638,43718.35540267273,2.9295142263696463,4.355661651234568,0.25544932234719325
14,214,69.5566,15.141,71,23.2838,0,114,121,19,131,22,1.02111,67.26647,0.0,0.0,0.57143,3.642,13.44355,0.0,0.0,125.0,58.44817,0.00117,0.6,1.907,-1.0,0.024979,0.26945344617357964,0.23881162055886238,0.9044772549019608,0.2110052387046285,0.1331725244441279,5.004848921943746,0.9983011870050978,40.713968536000195,147.62939773035586,77591.26845048272,0.26501068600737687,0.23756487881288169,0.22307646148914131,83.56896634489614,0.16103438593490552,95.78855976981384,468.8648122351623,0.08451591169721182,42712.54226923434,2.4814559239862053,4.079812885802469,0.2581440167776346
15,215,70.6371,14.6475,72,22.7525,0,114,121,20,131,22,1.03138,68.2329,0.0,0.0,0.35714,3.609,13.02928,0.0,0.0,125.0,58.47071,0.00118,0.6,1.907,-1.0,0.035285,0.2708078219136124,0.2392302400718005,0.9051152941176471,0.21419718069219923,0.13318073391935903,4.979605929407603,1.0059832689632158,40.84186111261815,147.68639433844956,78120.22095911764,0.2630142475426183,0.23737792962887985,0.22293802562832785,83.38882255587694,0.1616548541523417,97.39807939319432,467.8268523463729,0.08454953806381867,45497.122303743476,2.0232937114309903,4.563512731481482,0.26061339637354536
16,216,69.66,14.8249,72,21.8974,0,114,121,19,131,22,1.03083,67.37506,0.0,0.0,0.57143,3.64,12.59352,0.0,0.0,125.0,58.44799,0.00113,0.59,1.96,0.15574,0.028512,0.27187531476625315,0.23969105999073936,0.904183137254902,0.21591199280389894,0.13318260939512536,4.951376389522429,1.0043598540273875,40.83356673629196,147.64579555293352,77825.81588484702,0.26201823095417787,0.23728524445750682,0.22258819109885372,83.51178447755441,0.16079206895248868,97.39284232891221,466.9119449893644,0.08452215872355337,42898.881306523246,2.5151344096557806,4.726707175925926,0.26224928578145235
17,217,70.7797,14.3284,73,21.1907,0,114,121,20,131,22,1.02487,68.36771,0.0,0.0,0.75,3.597,12.75457,0.0,0.0,125.0,58.4779,0.00108,0.6,1.75,-1.0,0.027407,0.27222073583944134,0.23996399881876943,0.9053674509803922,0.21713941436544565,0.13317602613585763,4.952421195177612,1.007012472791654,40.78355407714844,147.73583755967846,78275.01501984663,0.2606962321802679,0.23736422391603737,0.22239121782486782,83.37540888204389,0.16046742975226147,95.85688935733931,466.1200523378024,0.08450711511164773,45439.81018243044,2.969779572585059,4.483603395061729,0.26494570313077925
18,218,71.5163,14.5142,73,19.4724,0,114,121,20,131,22,1.03267,69.055,0.0,0.0,0.60714,3.595,12.32272,0.0,0.0,125.0,58.50202,0.00123,0.61,1.718,-1.0,0.028574,0.2726981646241902,0.24010085430290432,0.9056729411764706,0.2194451079808763,0.13316992339209474,4.914030373201295,1.0043598540273846,40.70875907238619,147.69679809693963,78360.615476558,0.25997874700295825,0.23737107191450507,0.22222219236145452,83.24210897837978,0.16096308376718488,95.72793632068945,465.43189596484086,0.08452428122488306,47103.13895657979,2.987466277810593,4.169608410493828,0.2674797530765573
19,219,70.4078,14.6285,73,22.3711,0,114,121,20,131,22,1.03778,68.14562,0.0,0.0,0.71429,3.633,12.48241,0.0,0.0,125.0,58.47423,0.00112,0.6,1.84,-1.0,0.02557,0.27285833421047345,0.24044473345284262,0.9048423529411765,0.2206126252575571,0.13312517538771163,4.927777761467076,1.0104185210496741,40.65603260935089,147.83241015829338,77694.19540656553,0.25790081565206024,0.23744414875115985,0.22189206602260103,83.43383386134128,0.15954165099242684,95.95881124784094,464.8644977630961,0.0845505064146472,44182.36994245824,2.5080771936167645,4.074266975308642,0.26695316238774053
20,220,71.3524,14.225,74,20.4084,0,114,121,20,131,23,1.01903,69.04618,0.0,0.0,0.82143,3.62,12.57965,0.0,0.0,125.0,58.53197,0.00106,0.6,1.817,-1.0,0.035026,0.27333475922704803,0.24081918876376163,0.9055066666666667,0.2201558392208781,0.1331821224890934,4.921438411461494,1.0083601133928075,40.74235666534047,147.5981432751771,77825.644345856,0.2559398273374589,0.23769378078657605,0.221762343428405,83.28893129612402,0.1596408418604244,95.90322935524269,464.3379421353731,0.08454588325229495,45837.37924620983,3.5500734010511,4.721884645061729,0.26904225752280553
21,221,71.9663,14.2125,74,18.6273,0,114,121,20,131,23,1.02182,69.65787,0.0,0.0,0.53571,3.596,12.23328,0.0,0.0,125.0,58.5722,0.0012,0.59,2.028,-1.0,0.030498,0.2739752625621157,0.2412486856603609,0.904869411764706,0.21911780490864746,0.13305613947119233,4.9042653288375275,1.0176656102867596,40.838248358832466,147.6324479296885,77719.99622052356,0.25391961826115933,0.23797988295692224,0.22142211820835137,83.18533468629516,0.15988095337433658,95.73588830394164,463.890896392507,0.0845314684173071,46925.90100402227,2.5732133885841257,4.699122299382716,0.27091383700265886
22,222,71.6904,14.1395,74,19.0254,0,114,121,21,131,23,1.02936,69.4899,0.0,0.0,0.57143,3.59,12.21964,0.0,0.0,125.0,58.56053,0.00123,0.61,2.072,-1.0,0.030389,0.27457016073829604,0.24173043961482363,0.9046733333333334,0.21895728706469414,0.13302743998427707,4.879690420592586,1.0164771880719718,40.815471319504724,147.6199293437563,77556.07356888808,0.25260473920570387,0.2380937980900219,0.22103445249616482,83.24344029664766,0.15984771013312465,95.57494547940496,463.47756672862573,0.08453547495094095,45640.121277672704,2.6561109164373655,4.588107638888889,0.2732812142103326
23,223,72.7032,13.6025,75,18.3875,0,114,121,21,131,23,1.02947,70.46936,0.0,0.0,1.39286,3.578,12.15534,0.0,0.0,125.0,58.59257,0.00114,0.6,1.935,-1.0,0.032203,0.274937061350834,0.24222729130037596,0.9039117647058825,0.21912926111415038,0.13295972821059865,4.838660342037556,1.0253476922448992,40.88537559980227,147.65773397177043,77757.40523063789,0.25161978691741105,0.23825756277741764,0.22090853093170662,83.09988717933862,0.1608594061121193,97.72060147921677,463.1024389757704,0.08448804274235125,47642.834723842774,2.782865872653489,4.409191743827161,0.275530209752548
24,224,73.3579,13.7206,76,16.9748,0,114,121,21,131,24,1.02826,71.10117,0.0,0.0,0.96429,3.561,11.69515,0.0,0.0,125.0,58.59864,0.00117,0.6,2.208,0.15754,0.024673,0.2755513908094775,0.24259032072718237,0.9039117647058825,0.21905933795931215,0.1329460928369606,4.758973614248257,1.025347692244898,40.65750479992525,147.5037373793655,78000.75574062942,0.25121828921938266,0.2382840149591626,0.220513669359165,83.03502236242628,0.16233315050476116,98.0680325218147,462.7443748872527,0.08448078714084956,48582.821651947546,3.0346490310648324,4.339988425925926,0.27700242166850003
25,225,72.4846,13.0934,75,19.8675,0,114,121,21,131,24,1.02128,70.36192,0.0,0.0,0.82143,3.611,11.80556,0.0,0.0,125.0,58.55443,0.00118,0.6,2.044,-1.0,0.028084,0.2767317639174915,0.24300577267337864,0.903392549019608,0.21934216232158693,0.13297348909294493,4.713378445949656,1.0253476922448936,40.77353319709683,147.61677251270336,77495.77787423659,0.251126233818524,0.2383531291635182,0.2201454247190419,83.22174848288503,0.161930883358008,97.12241582743513,462.4233775997662,0.08444792158234239,46580.457467885695,2.9093681431674887,4.544704861111111,0.2794369397388817
26,226,73.7731,12.0842,77,18.5303,0,114,121,21,131,24,1.02322,71.54647,0.0,0.0,0.60714,3.573,11.26719,0.0,0.0,125.0,58.5854,0.00128,0.6,2.09,-1.0,0.032179,0.2781638540088868,0.24339385442415623,0.903632549019608,0.2197499458696785,0.1329449525204794,4.625378783426812,1.0291887332239587,40.78264250578704,147.4913400863599,78081.6380221812,0.2513138852365181,0.23846541166448543,0.2201457354649947,83.01980522925649,0.16300741195486318,97.43901591871158,462.13222977589214,0.0844039871861828,49564.0230860385,2.7536527249882727,4.319540895061729,0.2810531857714395
27,227,74.4818,12.7977,77,14.2807,0,114,121,22,131,24,1.02799,72.17536,0.0,0.0,1.10714,3.543,10.40617,0.0,0.0,125.0,58.58346,0.00114,0.6,1.932,-1.0,0.032289,0.2797028752580545,0.2438006366662378,0.9031992156862746,0.22014534581268774,0.13304591067253596,4.477267810973912,1.0330297742030174,40.83294225622107,147.377696788105,78281.32623776095,0.2505167686174759,0.2386653637272981,0.22008399215255564,82.86318057233703,0.1646209743128345,97.53667289399613,461.8573460839374,0.08441447886914054,50891.15166232636,2.6099496061872482,3.9955150462962963,0.28445509329437885
28,228,73.4392,13.3107,76,17.081,0,114,121,21,131,24,1.02255,71.24684,0.0,0.0,1.35714,3.566,11.01405,0.0,0.0,125.0,58.53778,0.0012,0.6,1.845,-1.0,0.033748,0.28098867469777444,0.24412313006974248,0.9026372549019609,0.2206718592499879,0.13309957250654417,4.61113479955428,1.03362398531042,40.73269389588156,147.35148715807333,77900.0142336762,0.24997377992397876,0.2387120938202762,0.21974786698312476,83.00329319050412,0.16510568535465953,95.6717539034587,461.61816156750734,0.08438648141381416,48303.15149316894,3.316640939601968,3.7193769290123457,0.28634693106112635
29,229,73.3494,13.5999,76,16.3971,0,114,121,21,131,24,1.02813,71.17933,0.0,0.0,1.5,3.556,11.4551,0.0,0.0,125.0,58.51701,0.00112,0.6,2.193,-1.0,0.035548,0.28124407037282506,0.2445155258195932,0.9026372549019609,0.2206205194578074,0.1330093013392688,4.691499082867578,1.035247400246251,40.5619657540027,147.6027883111783,77926.91444419489,0.2482933569587017,0.23884394692182648,0.21958795664880235,82.98624793852268,0.1658557578114075,96.74086743139137,461.3897782144507,0.08439595356059722,47839.23323849998,2.851481734596536,3.798804012345679,0.28715430988541335
30,230,72.6308,14.0214,75,17.0599,0,114,121,21,131,23,1.01886,70.49825,0.0,0.0,1.96429,3.556,11.70389,0.0,0.0,125.0,58.48411,0.00119,0.6,2.23,-1.0,0.03186,0.2812927161842225,0.244973877595582,0.902026274509804,0.2211599062430537,0.13302822968391234,4.755470304164038,1.0269711071807306,40.7010466022256,147.42687337239335,77733.86299739062,0.24655558527678587,0.23890071412150402,0.2192797662850329,83.05058963059446,0.16659840180355887,98.03065696283852,461.1752523133912,0.08444091596130299,46314.25511899765,3.171280861807542,4.116319444444445,0.2884836212312287
31,231,72.2285,13.9852,75,16.367,0,114,121,21,131,23,1.01996,70.09286,0.0,0.0,2.39286,3.552,12.06718,0.0,0.0,125.0,58.46124,0.0012,0.6,2.05,-1.0,0.026728,0.28148537841974003,0.24540237094620213,0.9019623529411765,0.2212655082478455,0.13298767348934631,4.819606578818283,1.0275653182881255,40.751667729130496,147.39983685649105,77636.82763731098,0.24562421916504099,0.23904360953129725,0.219209726961474,83.11262899822829,0.1673304192409617,98.08046573970277,460.9413135226096,0.08444749979108157,45514.80155002522,2.749747660722977,4.252507716049383,0.2900156844246516
32,232,72.2218,14.1801,75,18.4659,0,114,121,21,131,23,1.02668,70.05519,0.0,0.0,1.64286,3.562,12.02822,0.0,0.0,125.0,58.45446,0.00109,0.6,2.265,0.15522,0.029702,0.28157367173748965,0.24571262151253528,0.9022301960784315,0.2215480883108955,0.13293210980673884,4.86113989740154,1.0253476922448888,40.714869369695215,147.2930664451243,77755.19925376773,0.24472621576380746,0.23909612872159203,0.2191539613228319,83.09007459639949,0.16899483575104093,98.07015418815075,460.6884674373279,0.08448530496415434,45711.26729109233,3.430434851398138,4.29759837962963,0.29092543481221045
33,233,71.4914,14.2897,74,19.5789,0,114,121,21,131,23,1.02642,69.36706,0.0,0.0,0.78571,3.554,12.19971,0.0,0.0,125.0,58.41279,0.0014,0.61,2.016,-1.0,0.03217,0.2815824926368414,0.2460940399566803,0.9019623529411765,0.22157242025567014,0.132942261046419,4.901516123339387,1.0291887332239582,40.59485089337384,147.2509729639936,77661.47755237862,0.24427976814951435,0.23914431120895346,0.21911245398193127,83.17412195866478,0.16957511704606226,97.10926937111338,460.40718204722407,0.08446945895265817,44287.44541477871,2.8460385577646408,4.398341049382716,0.29129890296128164
34,234,72.1053,14.0702,74,20.2577,0,114,121,21,131,23,1.0139,69.89407,0.0,0.0,1.14286,3.53,12.30099,0.0,0.0,125.0,58.41815,0.00121,0.6,1.941,-1.0,0.030073,0.2815375779050165,0.24654352893876683,0.9018600000000001,0.22194797411071016,0.1329118367588924,4.908113964684318,1.0308121481597883,40.87214830186632,147.432100557248,78011.10249965668,0.24381195229659064,0.2392487754322578,0.21920014452737302,83.05401535354892,0.17009608297606865,98.07256032267455,460.13214007120683,0.08445786298963615,45610.622243688464,2.5489206631181807,4.46045524691358,0.29085554550521797
35,235,72.5202,14.2145,75,21.0675,0,114,121,21,131,23,1.02817,70.26825,0.0,0.0,0.89286,3.519,12.10748,0.0,0.0,125.0,58.41152,0.0012,0.6,1.936,-1.0,0.028227,0.28128186727353843,0.247134862442794,0.9018039215686275,0.22210382471643478,0.13287565877177054,4.892053751878185,1.0297829443313562,40.72594725055459,147.26771236047787,78276.88268058705,0.24353947705952889,0.23947198586079071,0.21926267452205786,82.96944017634722,0.1707220937054183,97.39408059305939,459.82552827614825,0.08444496088751076,46353.669774799724,2.9937168823964706,4.625096450617284,0.2913923376938665
36,236,71.7174,14.5269,74,21.1547,0,114,121,21,131,22,1.02149,69.55043,0.0,0.0,0.82143,3.513,12.22773,0.0,0.0,125.0,58.38787,0.00132,0.61,1.957,-1.0,0.034981,0.28109292037421046,0.24743848957172193,0.9005117647058825,0.22190451892019605,0.13291670784374227,4.898828559082876,1.033623985310416,40.79131872860002,147.29093166298412,78026.36256199607,0.24320511764642508,0.2397887999568875,0.21918456928134145,83.09747180385479,0.17092071435839057,97.42365947867275,459.48106133986687,0.08446805277749783,44656.84676951778,2.4504617574996086,4.808304398148148,0.29229923094790466
37,237,71.6647,14.4985,74,20.2947,0,114,121,21,131,22,1.02945,69.51166,0.0,0.0,1.35714,3.507,12.49453,0.0,0.0,125.0,58.38943,0.00132,0.6,2.054,-1.0,0.026522,0.2812292192797484,0.24762793085793094,0.8991639215686276,0.22177400545775586,0.13291372089423747,4.949504293698877,1.0291887332239538,40.72297498914931,147.36318588682545,77807.15683985763,0.24386730328293155,0.2399459972942727,0.21915794813976933,83.08606219230485,0.17137401506096142,97.89255424971282,459.09868231712886,0.08447149267790702,44097.61137816048,2.873892109691237,5.05931712962963,0.2932926496787742
38,238,72.3302,14.9456,74,20.6345,0,114,121,21,131,22,1.02966,70.11994,0.0,0.0,1.32143,3.466,12.47084,0.0,0.0,125.0,58.38598,0.0012,0.6,2.112,-1.0,0.023696,0.2814725411171019,0.24808724078029368,0.8984705882352942,0.2222320301773001,0.13295151831037447,4.977290845195267,1.0324355630956246,40.68898424690152,147.2158064543211,78363.95114479441,0.2436587636452964,0.24025903061638587,0.21905018442074015,82.93594227440381,0.17246416850997962,97.43707219598231,458.6915683366227,0.08447909353453824,45337.950697687076,2.743939600230608,5.350694444444445,0.2937476839608671
39,239,71.8985,15.5411,74,22.4195,0,114,121,21,131,22,1.02051,69.78048,0.0,0.0,1.21429,3.479,12.85624,0.0,0.0,125.0,58.36419,0.0011,0.6,2.006,-1.0,0.032563,0.2813274102053546,0.24857290794618625,0.8982027450980393,0.2219220084145284,0.1329297503247788,5.03737021680278,1.035841611353648,40.567022252965856,147.1427465696565,78208.6000238238,0.24404220669433047,0.24042574277528228,0.21894121492732235,83.01042825583714,0.1727180009448134,97.858599955939,458.2524979434626,0.08448917367013353,43987.48856357843,2.2821187094673454,5.694106867283951,0.29487678704836207
40,240,72.0099,15.6768,74,22.7364,0,114,121,21,131,22,1.02033,69.89184,0.0,0.0,0.53571,3.489,13.36998,0.0,0.0,125.0,58.36036,0.00113,0.6,1.934,0.15574,0.025541,0.2810982134676941,0.2488127311779943,0.8973396078431374,0.22134102777752857,0.13288529013050915,5.090618735738744,1.0374650262894825,40.46058579433112,147.12044159946655,78280.2546725272,0.24475314150465374,0.24054950737646985,0.21924851239122084,82.99277683701877,0.1734921532419906,95.98998221592099,457.7844963003703,0.08448957141900874,43966.49228366105,2.1658918726179266,6.009645061728395,0.296169775276376
41,241,72.577,16.0593,75,24.7487,0,114,121,21,131,22,1.02551,70.38288,0.0,0.0,1.03571,3.462,13.48401,0.0,0.0,125.0,58.35115,0.00124,0.6,1.857,-1.0,0.020498,0.2808223014670778,0.24893176085345095,0.8968039215686275,0.22088307157802198,0.13289089767521448,5.1172680025003165,1.0390884412253154,40.44863872763551,147.0105997368424,78171.36563709818,0.2459891054699511,0.2406672084389523,0.21961698117413322,82.879527788111,0.17455604926179094,96.98981451878291,457.30150512177676,0.08448960407417881,44798.0356112103,1.9790903756198814,6.017312885802469,0.2971364783142392
42,242,72.3562,16.8581,74,23.0604,0,114,121,21,131,22,1.02165,70.17123,0.0,0.0,0.60714,3.432,13.80977,0.0,0.0,125.0,58.27593,0.00117,0.6,2.083,-1.0,0.019799,0.28058260476145197,0.24891326994629945,0.89541568627451,0.22025497459696053,0.1328670395951625,5.1661467405660995,1.0358416113536495,40.148393795814044,146.789519602413,77850.88744107058,0.24645709906668087,0.24079179594196795,0.21982763210051592,82.89928357572641,0.17514247283771883,97.32860818007515,456.8142876485477,0.08448765557512397,44012.90170303472,2.16112987339989,6.103298611111111,0.29809583196613965
43,243,72.7675,17.9843,74,23.1402,0,114,121,21,131,22,1.02809,70.53254,0.0,0.0,1.78571,3.43,14.4925,0.0,0.0,125.0,58.29093,0.00106,0.6,1.969,-1.0,0.029033,0.2803995579700333,0.24900735642187619,0.8952949019607844,0.21961267871814497,0.132830150955687,5.239635366553111,1.0390884412253165,40.01072523328993,146.85806890302436,77601.44558367885,0.246354799236019,0.24094800425166976,0.21957538013142228,82.83184276513815,0.17608244095881478,97.46926803685913,456.34717675120066,0.0845103632460991,44443.106704166654,2.407666540930736,6.298611111111111,0.2986829919947753
44,244,72.8828,18.4207,75,24.8679,0,115,121,21,131,22,1.0297,70.6864,0.0,0.0,0.85714,3.44,15.46482,0.0,0.0,125.0,58.38991,0.00147,0.59,1.888,-1.0,0.028943,0.2806651323533832,0.2490501776334602,0.8958470588235296,0.21879101458075945,0.1327771853154778,5.251220984072149,1.0396826523327225,39.81289597499518,146.97176855966316,77218.24325461287,0.24587833190216563,0.24102162319515832,0.21942377444188793,82.86084688293444,0.17656819492675405,97.71020604987041,455.8756891685863,0.08449720313253842,44361.9796927293,2.5859217553485925,6.368152006172839,0.29946529036709285
