,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubcol.0,cubrow.0.6,cubrow.1.0,saturation,movement,color_fulness,temporal,cubrow.0,blur,staticness,tone,fft,noise,cubcol.0.6,uhdhdsim,cubcol.0.3,blockiness,cubcol.0.5,cubrow.0.3,cubrow.0.5,contrast
26,226,52.2897,22.2839,42,21.3661,0,118,114,18,138,19,1.00247,53.0296,0.0,0.0,2.5,5.147,19.10675,0.0,0.0,125.0,28.67799,1e-05,1.63,1.424,-1.0,0.0,0.11042792917225952,0.08690609210578695,0.1042252544574193,0.09842942949277035,60.7324028486087,11.083670910493828,84.62559331451824,5.2105352907056774,0.26519189036802376,26568.654541164757,478.46926673534625,0.4370247058823531,67840.95540862136,0.568093165984184,0.0932587790324846,95.19872164805977,0.14022426970442461,1.2340301557547657,0.09280056166618797,0.2115696029613825,0.11258242893104829,85.87701335963327
27,227,51.6528,22.4274,41,20.4513,0,118,114,18,138,19,1.00222,52.45171,0.0,0.0,3.35714,5.178,19.14289,0.0,0.0,125.0,28.47352,3e-05,1.62,1.394,-1.0,0.0,0.11075197751912842,0.087025020579357,0.10478826948574257,0.09916825075051003,60.585859510633675,11.14525462962963,84.35815021882053,5.220612685375117,0.2651061279769886,25601.76167527942,477.39997254352403,0.435806274509804,67714.7480833466,0.5658755399409584,0.09209372294413667,95.26667782295544,0.14015790029813519,1.05991425356832,0.09247806684642206,0.21178874436510278,0.1121675731617491,89.53400169310201
28,228,51.2042,22.6666,41,20.3355,0,118,114,18,138,19,1.00135,52.0669,0.0,0.0,3.89286,5.167,19.26058,0.0,0.0,126.0,28.53551,2e-05,1.63,1.443,-1.0,2e-06,0.1110390993499942,0.08704541610422283,0.10531076801676671,0.09941423105509248,60.398626822012446,11.515094521604938,84.21394899593224,5.337376367097742,0.2652714633418533,25071.73416512978,476.4732966961547,0.4352992156862745,67759.15556150723,0.5642521250051228,0.09122813583739436,95.3305640209311,0.14005058618124264,1.1185193622971772,0.09233282898891498,0.21205338298533669,0.11206597006498764,90.09251871480481
29,229,50.8224,23.0451,41,21.0123,0,118,114,18,138,19,1.00276,51.82135,0.0,0.0,3.17857,5.265,19.46509,0.0,0.0,126.0,28.6528,1e-05,1.61,1.463,-1.0,1e-06,0.11116310373195319,0.08704545090145546,0.10560730389717754,0.09996036022954001,60.270140848042054,11.877218364197532,84.29075027951058,5.428029673895428,0.2652067332656518,24429.26049530469,475.5256452932484,0.43544915686274505,67674.0254255735,0.5642521250051289,0.09086797896672047,95.38150944527978,0.1398768199756293,1.1498120865475747,0.09176176046941392,0.21222147752400303,0.11196428406504877,87.56640752937739
30,230,50.492,23.3291,41,21.4158,0,118,114,18,137,18,1.0026,51.60023,0.0,0.0,4.21429,5.201,19.78907,0.0,0.0,127.0,28.91455,3e-05,1.63,1.427,-1.0,0.0,0.11167623335877652,0.0870847591946564,0.10596579503428603,0.10032364710268836,60.12291011103878,12.014853395061728,84.2619954804434,5.379688744734804,0.2650000512543468,23922.44915140576,474.5225680955097,0.43918941176470594,67656.00481925729,0.5642521250051272,0.09055717999823294,95.43833304554079,0.13975006734960124,1.2497356392342291,0.09218354476499432,0.21225843982198242,0.1119274508919891,86.99896837719737
31,231,50.3643,23.4691,41,21.9556,0,118,114,18,137,18,1.00174,51.53339,0.0,0.0,4.71429,5.202,20.03285,0.0,0.0,127.0,29.21694,2e-05,1.61,1.411,-1.0,2e-06,0.11223268482292653,0.08708668255089719,0.10619253297237345,0.10001169386038034,60.0190825285735,11.895640432098766,84.32699057966067,5.588758664657102,0.264907134509806,23699.52218053561,473.5076231918084,0.4432039215686274,67666.31321372568,0.5680931659841875,0.09041606718797122,95.46372623455443,0.13973685907696629,1.2429730797501606,0.09375748714701623,0.2120751493336369,0.11189773315486994,86.75086187812903
32,232,50.465,23.3455,41,22.424,0,118,114,18,137,18,0.99833,51.62363,0.0,0.0,2.82143,5.219,20.15392,0.0,0.0,128.0,29.5193,5e-05,1.63,1.333,0.125,8e-06,0.11273861786726593,0.08705435553312796,0.10641184274923772,0.10090976316037577,59.90137679488571,11.862268518518519,84.49186183043244,5.4931954669169745,0.26467048425108597,23723.80737570546,472.4779052973187,0.4467278431372549,67597.64231915514,0.5703107920274165,0.09051528924861565,95.48078060458818,0.13970212547767397,1.2380089953532207,0.09368208462285317,0.2119450156708914,0.11185166687269008,89.14550968877705
33,233,50.6688,22.851,41,21.4238,0,118,114,18,137,18,1.00131,51.76822,0.0,0.0,3.78571,5.157,20.04839,0.0,0.0,128.0,29.68168,2e-05,1.61,1.51,-1.0,1e-06,0.11336441470803407,0.08704187877725342,0.10681034222179564,0.10110332894218318,59.88880863896122,12.257426697530864,84.41596986428011,5.375861107929498,0.26442294928337184,23935.933775868834,471.385131885004,0.44943803921568637,67686.30071596298,0.5741518330064778,0.09034287329295697,95.48870943889429,0.13952817692175157,0.9498904901376787,0.09326233310017887,0.2119974963827389,0.11176539159372594,84.96999407628766
34,234,50.8401,22.5461,41,19.8523,0,118,114,18,137,18,0.99996,51.87586,0.0,0.0,4.46429,5.125,19.62494,0.0,0.0,128.0,29.73548,1e-05,1.61,1.4,-1.0,0.0,0.11392201517772273,0.08700952736821181,0.10708854228837075,0.10117428380354795,59.85353088378906,12.315586419753087,84.61044220818249,5.480525755020254,0.2643410163795672,24075.486668999256,470.33688335709735,0.44915803921568637,67727.386867955,0.5703107920274193,0.09046332664643718,95.47908838957892,0.1392871161492783,1.3074571207244432,0.09334757161108825,0.21209877161981197,0.11169095902991615,88.53064494984838
35,235,50.5464,21.955,41,20.5429,0,118,114,18,137,18,1.00285,51.60753,0.0,0.0,4.0,5.182,19.36134,0.0,0.0,128.0,29.66677,1e-05,1.61,1.313,-1.0,3e-06,0.11470869213333725,0.08701915819580393,0.10740740466604663,0.10149316024341971,59.963193540219905,12.068383487654321,84.62853056343235,5.351784819921748,0.2642195813264265,23681.474478240452,469.44448499623263,0.4469719411764705,67710.93852796261,0.5703107920274211,0.09057567085894061,95.51038786892684,0.13957423252555104,1.188136118411679,0.09343463243084638,0.21211197346134877,0.11164216529265586,86.2515408676001
36,236,50.3215,21.6295,41,21.1163,0,118,113,18,137,18,1.00313,51.34086,0.0,0.0,3.75,5.165,18.85352,0.0,0.0,128.0,29.51716,2e-05,1.63,1.449,-1.0,2e-06,0.11589788471079043,0.08701795214090975,0.1077044817894818,0.1018950864800975,60.179062831549004,11.391155478395062,84.45919172979336,5.271681725504735,0.26419203520801465,23488.064927330222,468.72935546748914,0.44657098039215687,67862.8786436872,0.574151833006479,0.09081162613840112,95.52729432088704,0.14003871156354883,1.060126044782769,0.09350516806350928,0.21151054014404266,0.11157418095152033,87.50342060193115
37,237,49.9333,21.3713,40,20.6543,0,118,113,18,137,18,1.0012,50.87053,0.0,0.0,3.25,5.167,18.57156,0.0,0.0,127.0,29.15699,2e-05,1.62,1.399,-1.0,0.0,0.11703137245770939,0.08700519434482917,0.10820741733684339,0.10230870655464296,60.40056129738136,11.076485339506172,84.36168151795738,5.259378778555208,0.264324206033636,23090.35788433462,468.2700735580359,0.4422647058823531,67942.62058388129,0.571934206963244,0.09087822081876744,95.57022893851693,0.13946642974593904,0.9550506558954068,0.09358846456540923,0.21098973050223468,0.11151388650813762,87.54883158519448
38,238,49.8512,21.3338,40,18.7261,0,118,113,18,137,18,1.00063,50.75538,0.0,0.0,4.07143,5.206,18.34873,0.0,0.0,127.0,29.02282,2e-05,1.62,1.371,-1.0,1e-06,0.11809203331347772,0.08700152287054844,0.10861518673258728,0.10251086154274036,60.44191939742477,10.607011959876543,84.19283569564445,5.118240329093391,0.26439564771548724,22938.715995669732,467.865946792136,0.4404874509803922,67857.61815447272,0.5703107920274147,0.09096395116226448,95.58803410814205,0.13902930650564124,0.8631099307773131,0.09366885638911944,0.2109781719999563,0.11148225391753794,88.4539179655067
39,239,50.6361,21.3909,41,20.5736,0,118,113,18,137,18,1.00042,51.5253,0.0,0.0,4.85714,5.169,18.31759,0.0,0.0,127.0,29.09624,2e-05,1.62,1.441,-1.0,1e-06,0.11909712839180661,0.08695300970692392,0.1092443880782281,0.10271035530293911,60.17369946138359,10.357445987654321,84.28558122106878,5.549935786109446,0.26427364084736726,23698.719678655183,467.4101596241705,0.4409976470588236,67947.20348027028,0.572528418070648,0.09102258943820465,95.45031901298081,0.1386856950137971,1.085503178703757,0.09368867421835637,0.2110463195467314,0.11142350176427544,88.29115187199893
40,240,51.1984,21.2477,41,20.6319,0,119,113,18,137,18,1.00061,51.99361,0.0,0.0,3.35714,5.128,18.36994,0.0,0.0,127.0,29.05211,3e-05,1.61,1.408,0.125,6e-06,0.11973097420209058,0.08685249399857617,0.11011166110957173,0.10258604635619142,60.011017787603684,10.53978587962963,84.0616916170701,5.408528192765029,0.2643560756431408,24382.763782690585,466.9314862135744,0.444087843137255,67851.2006417326,0.5703107920274171,0.09110629570448599,95.42501198778567,0.13833287513938122,0.861302555187076,0.0937627503790185,0.21115432982939483,0.11119652638903608,84.91776658203378
41,241,51.2387,19.7168,41,19.203,0,119,113,18,137,18,0.99987,52.16769,0.0,0.0,4.35714,5.118,18.24361,0.0,0.0,127.0,28.99958,0.0,1.62,1.511,-1.0,2e-06,0.12081207173585264,0.08685433695304068,0.11039099876774719,0.10256456022957773,60.300428414050444,10.34008487654321,84.08171287842048,5.082356163036262,0.26448856001101906,24443.77045881477,466.6127969423836,0.4487039215686274,67792.59387087636,0.5763694590497114,0.09125682103428444,95.37413597598324,0.13805966847214635,0.7435439817815855,0.0938309457792177,0.2112515876225167,0.11099908914885354,89.68662628880661
42,242,50.436,20.4006,41,19.3119,0,119,113,18,137,18,1.00273,51.35069,0.0,0.0,3.53571,5.185,16.93183,0.0,0.0,127.0,28.53678,1e-05,1.62,1.561,-1.0,0.0,0.1211469604746675,0.08673743171973099,0.11066385533182715,0.1025205760149119,60.04782518928433,9.994261188271604,82.50030426013234,5.365062111560811,0.2644733696564693,23528.640826848194,466.2853395907757,0.4350309803921568,67637.5953862254,0.5703107920274123,0.09126464553760871,95.50856740288616,0.13792904513039836,0.8604414600503236,0.09386400810633207,0.21131367259129563,0.11052006536132315,88.1275924782375
43,243,50.3576,20.2789,40,19.2169,0,119,113,18,137,18,0.99827,51.22303,0.0,0.0,3.39286,5.184,17.5131,0.0,0.0,128.0,28.4056,3e-05,1.61,1.543,-1.0,0.0,0.12183578446127587,0.08666407109097343,0.11086285628756917,0.1025828071036498,60.466553487895446,9.100983796296296,81.6765893333685,5.158155309533987,0.264516295894793,23507.83764779851,466.0624306376951,0.4252462745098039,67690.43917024687,0.5703107920274118,0.09111038036579215,95.50666870179329,0.1378937944636771,1.0388414282602483,0.09391074795147433,0.21158203480448443,0.11023091667817156,84.24508035582174
44,244,49.1603,20.2338,40,17.7018,0,119,113,17,137,17,0.99969,50.03856,0.0,0.0,5.10714,5.144,17.40525,0.0,0.0,128.0,27.94712,2e-05,1.6,1.427,-1.0,0.0,0.1220619832152853,0.08658910738938375,0.11079525819430514,0.10250558687927062,60.9692953604239,8.32518325617284,80.65366794166343,4.973118356293121,0.2645014448590308,22213.037348534406,465.96835971023137,0.41653960784313737,67531.91415671438,0.5642521250051317,0.09106309861533357,95.67838496821233,0.13746347749578952,1.1703516927168442,0.09394476204298924,0.21135238163517955,0.11021389559748057,88.23512436281034
