,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,uhdhdsim,cubcol.0.5,cubrow.0.6,cubrow.0.5,cubcol.0.3,fft,temporal,blur,cubrow.1.0,contrast,saturation,movement,cubrow.0.3,staticness,cubrow.0,tone,noise,cubcol.0,blockiness,color_fulness,cubcol.0.6,cubcol.1.0
12,12,29.0026,11.84,18,7.86675,0,120,115,6,137,7,0.9948,30.01891,0.0,0.0,6.78571,9.241,10.56555,0.0,0.0,121.0,26.30476,0.0,0.42,2.932,-1.0,0.034753,101.00400481467615,0.07092960580045872,0.11158220301985364,0.10764011829850402,0.06083463592140506,63679.622906668155,3.5548081128070192,5693.3965139334205,0.029254626226293035,89.62084727684265,54.56129229510272,3.861400462962963,0.09800514987584096,536.1242688408245,0.11310764858979575,0.40217921568627457,0.3436040493865999,0.09500857397290961,1.6111277729960922,75.53714807038668,0.10277912505517635,0.08593090816708844
13,13,29.2654,11.6284,18,6.92135,0,120,115,6,137,7,0.99422,30.23427,0.0,0.0,10.89286,9.23,10.1693,0.0,0.0,122.0,26.34713,0.0,0.42,3.178,-1.0,0.033492,100.97569803298316,0.07091535373507525,0.11164986036990904,0.10920731516074347,0.06008331082659904,63684.528332422444,3.486728471047431,5804.1048169319065,0.0287146082855992,85.71031665173012,54.498547589337385,3.337432484567901,0.09802082831610333,532.3665701230271,0.11311968526268226,0.4012420980392155,0.3458216754298289,0.09499769746845498,1.1214738420726142,75.3005332518369,0.10462602035904045,0.08647369474019088
14,14,29.2001,11.9319,18,7.07819,0,120,115,6,137,7,1.00274,30.17748,0.0,0.0,7.42857,9.219,9.98894,0.0,0.0,122.0,26.32267,0.0,0.42,3.048,-1.0,0.030881,100.98664907778458,0.07088676771279656,0.11219147838811143,0.10979243971859215,0.059405512453506316,63676.24512170215,3.4817275680733397,5762.408579938065,0.028670938817097445,88.07325906084385,54.336116461106286,3.1715856481481484,0.09807734048274024,528.7040691027605,0.11314349590664036,0.39966470588235303,0.3458216754298253,0.09508474556222501,1.0144845663784705,74.93987226689325,0.10582139906335783,0.08686121043886756
15,15,29.1042,12.1001,18,6.77326,0,120,115,6,137,7,0.99769,30.10779,0.0,0.0,8.71429,9.205,10.24763,0.0,0.0,122.0,26.25929,0.0,0.42,3.394,-1.0,0.045174,101.0008451023591,0.07088214112322198,0.11287269063206823,0.10974202512330981,0.05880602079347073,63704.27702115449,3.483736879645898,5727.723558080685,0.028644599467688665,90.59220040044826,54.34696847421152,3.7624903549382718,0.09819521991969997,525.128479647129,0.11320980275501773,0.39779450980392156,0.34360404938659767,0.09513781533959698,0.8068918940664995,74.49745491062612,0.10416694686325727,0.0871591113028122
16,16,29.1515,12.1899,18,7.61705,0,120,115,6,137,7,0.99856,30.16893,0.0,0.0,10.39286,9.19,10.39199,0.0,0.0,121.0,26.19919,0.0,0.41,3.153,0.1295,0.036328,100.99180831720447,0.07080502100787259,0.11350455086144293,0.10983197548502661,0.05830972272037753,63715.757467692405,3.4661390230869644,5755.629456134651,0.02919397730453325,90.59741515758108,54.42127124174142,4.082995756172839,0.09859293932387442,521.6496744697235,0.11325719177709373,0.3969113725490197,0.34360404938659633,0.09521722123162517,0.8944605956888093,74.32895430531549,0.10287619905863814,0.08745761052288771
17,17,29.3142,12.0248,18,7.1939,0,120,115,6,137,7,1.00136,30.28908,0.0,0.0,6.35714,9.175,10.47085,0.0,0.0,121.0,26.15718,0.0,0.42,3.194,-1.0,0.037586,100.95782405917564,0.07080313445189786,0.1139198931834044,0.11028783708528044,0.05784412310456133,63741.27758485486,3.460440822787525,5826.452605963725,0.030006756018276074,90.42554690780283,54.368068553783274,3.974440586419753,0.09913801997820378,518.1835710011719,0.11331547270963685,0.39644745098039225,0.3458216754298262,0.09561814765558331,1.2847498859680173,74.03805424273854,0.10171152848790974,0.0877524612360607
18,18,29.5229,11.8063,18,6.7945,0,120,115,6,137,7,1.00048,30.44388,0.0,0.0,5.85714,9.09,10.33212,0.0,0.0,121.0,26.13109,0.0,0.42,3.123,-1.0,0.042832,100.90647173503461,0.07076909467491294,0.11432579835819996,0.11108993410921476,0.05740846359314721,63713.82719842549,3.406646067508268,5924.216505439738,0.032370786514972334,90.2979835542991,54.38373801148968,3.884789737654321,0.0997363069580122,514.7633693391662,0.11338071933674441,0.39552313725490207,0.3458216754298218,0.09643765968170727,1.1274171397760568,73.98561875960687,0.10074288823679402,0.08798558573410688
19,19,29.6923,11.5987,18,6.67026,0,120,115,6,137,7,0.99809,30.59073,0.0,0.0,5.89286,9.204,10.14557,0.0,0.0,121.0,26.12735,0.0,0.41,3.008,-1.0,0.036272,100.86470959896863,0.07074265642637238,0.11473345585234318,0.11194709113805854,0.05703481171601754,63615.30965685858,3.332488608243706,6035.50636265119,0.035363529891076995,89.54366342533245,54.31963828757957,3.713445216049383,0.10031759069950558,511.4255938347127,0.11343756181477133,0.3942011764705883,0.339763008407537,0.09641343314568407,1.3086768865316005,73.74865365495407,0.09988521295170891,0.08816816425118208
20,20,29.9361,11.4598,19,6.20441,0,120,115,6,137,7,1.00323,30.77507,0.0,0.0,5.35714,9.279,9.96873,0.0,0.0,122.0,26.15961,1e-05,0.42,3.371,-1.0,0.039591,100.83809126604861,0.07073884754610635,0.1149268818014169,0.11286324496521344,0.0567048526676471,63709.479867716,3.3112138391347314,6158.633056377288,0.038631979605678546,89.06509340459387,54.35133700900607,4.259596836419753,0.10095583695852318,508.2541673986839,0.11350975705079783,0.39313686274509807,0.3397630084075371,0.0964476061551198,1.7767485421522966,73.90861257984,0.09933339061956774,0.08840802210557022
21,21,30.1222,11.2525,19,6.33486,0,120,115,6,137,7,1.0002,30.93836,0.0,0.0,9.53571,9.193,9.84609,0.0,0.0,123.0,26.18301,0.0,0.41,3.298,-1.0,0.032822,100.80191790044593,0.07073605590993026,0.11508431025263123,0.1132231067655351,0.056373255691777,63665.320968084,3.3036454516668297,6241.365543591099,0.04148419649719806,91.0163872082243,54.48024853364921,4.171875,0.10143910282388133,505.27301939881744,0.11354577809000878,0.39212941176470584,0.3436040493865972,0.09650968262311488,1.0826017553315332,73.70125612455666,0.09949366818834461,0.08862939913413735
22,22,30.5428,11.0888,19,6.61245,0,120,115,6,137,7,0.99918,31.29632,0.0,0.0,10.17857,9.267,9.66703,0.0,0.0,122.0,26.25726,0.0,0.41,3.235,-1.0,0.034328,100.72288961581627,0.07069925902309099,0.11538852010871087,0.11324082615481858,0.05611919730854306,63745.19357711647,3.2696993689752833,6429.206807132226,0.04417130362897472,86.59762182794408,54.344810768410014,3.923804012345679,0.10184341429505722,502.4710032849649,0.11354038298113327,0.392624705882353,0.3436040493865984,0.09660219786473005,1.0041668078135189,73.63773169613211,0.10059134581411341,0.08877825040328863
23,23,30.9534,11.2191,19,6.42661,0,120,115,6,137,7,1.00783,31.62517,0.0,0.0,7.5,9.18,9.52613,0.0,0.0,125.0,26.31039,0.0,0.41,3.341,-1.0,0.037524,100.65865247200901,0.07069911542630734,0.11566113076662247,0.11294029080912688,0.055875940334213066,63696.59501980806,3.242530714331751,6669.490973595363,0.046599640705847156,86.71434832887837,54.35485161675347,3.6644965277777777,0.10238795613297433,499.88165973300636,0.11359143940604145,0.39269215686274506,0.3458216754298256,0.09669774882955547,0.9472093212697741,73.59177474025833,0.10266581754349105,0.08893423549254569
24,24,31.0789,11.3808,19,5.92334,0,120,115,6,137,7,1.00362,31.7243,0.0,0.0,8.64286,9.182,9.6432,0.0,0.0,124.0,26.32708,0.0,0.41,2.893,0.12937,0.035504,100.63644882327768,0.07071381892653159,0.1157599916378739,0.11245917940631889,0.055636337397226565,63736.598638993964,3.238038886939645,6767.60616488338,0.04888022213748062,87.48386113125204,54.39318470896026,3.703317901234568,0.10279144619809641,497.5221784629726,0.11369214046355984,0.3933670588235294,0.343604049386598,0.09671619556293322,1.329586927681177,73.51046639685603,0.10416224447424419,0.08906929191360746
25,25,31.0998,11.4288,19,6.67963,0,120,115,6,137,7,1.0025,31.72156,0.0,0.0,9.78571,9.199,9.78651,0.0,0.0,125.0,26.3572,0.0,0.41,3.142,-1.0,0.035524,100.62633802500976,0.07070052937023834,0.11551367019715314,0.11200293463064225,0.055411444725510246,63739.05875142036,3.226264650794324,6803.410402679983,0.050891082900834134,87.75098932710306,54.41062908408083,3.845871913580247,0.10304470005073023,495.36929754394464,0.11375515770156135,0.3948396078431373,0.3436040493866004,0.09673138440974707,1.327468729523132,73.4723774934171,0.10487684319134624,0.089168047034805
26,26,31.1404,11.3776,19,6.42342,0,120,115,6,137,7,0.99995,31.74118,0.0,0.0,8.5,9.013,9.83436,0.0,0.0,123.0,26.37952,0.0,0.41,3.171,-1.0,0.035855,100.6233772124395,0.07067758701930152,0.11536488553414971,0.11173793334488771,0.05523584052172771,63791.76191639599,3.274104064732447,6865.695663416149,0.05285894723810485,87.68903642991329,54.589318546248066,3.757619598765432,0.10321100490297022,493.3496002334821,0.11380944864849016,0.3968607843137255,0.34360404938659966,0.09679222338538254,1.6645371491037613,73.03961603304973,0.10566618653954492,0.0892497957648342
27,27,31.3767,11.25,19,6.58486,0,120,115,6,137,7,1.00282,31.96005,0.0,0.0,11.17857,8.91,9.80909,0.0,0.0,123.0,26.45702,0.0,0.42,3.14,-1.0,0.031241,100.5703666792864,0.07065493271707482,0.11551345062716895,0.1115871568697715,0.055015891477282766,63741.037157138344,3.263507069865443,7020.012868446714,0.05483843189935783,90.14060235344964,54.53431494442034,3.7141203703703702,0.10337506451231837,491.3629307605308,0.11386227394929271,0.39847843137254907,0.3436040493865988,0.09692114551683331,1.329485644959927,73.00666510784563,0.10648265412695766,0.08934857438260803
28,28,31.5363,11.1465,19,6.55542,0,120,115,6,137,7,1.00532,32.09896,0.0,0.0,8.82143,8.676,9.72465,0.0,0.0,124.0,26.5239,0.0,0.42,3.214,-1.0,0.041733,100.53641576722198,0.07066362464222015,0.11563949382477129,0.11137850475385293,0.054852428685997046,63725.7440922488,3.2385000272807676,7221.577911007991,0.05676511230238282,88.12242420838223,54.58406933443046,3.773533950617284,0.10349707979310609,489.4367811787381,0.1139156040518435,0.39937490196078435,0.34582167542982467,0.09696838231449736,1.304428877159767,72.91359424382671,0.10705268663587279,0.08942638855364493
29,29,31.5095,11.4986,19,6.35517,0,120,115,6,137,7,1.00644,32.06476,0.0,0.0,9.71429,8.555,9.64327,0.0,0.0,124.0,26.54474,0.0,0.42,3.336,-1.0,0.036975,100.55454897520369,0.07066694350661475,0.11556232183928214,0.11098181463711199,0.054692787270986316,63772.88470819351,3.2607743709825723,7260.027276087721,0.058707678712787,86.83041076121475,54.669826931423614,4.090277777777778,0.10363163522870852,487.56480500085314,0.11400986522762951,0.3989494117647059,0.34198063445076415,0.09703950471247191,1.240612017297799,72.74547140741586,0.1076767548022099,0.08947137285509246
30,30,31.3835,11.9147,19,6.89115,0,120,115,6,137,7,1.00819,31.96349,0.0,0.0,10.82143,8.527,9.94682,0.0,0.0,123.0,26.5235,0.0,0.42,3.12,-1.0,0.034505,100.55805954941574,0.07068800110848475,0.11560411543536152,0.11051931768779086,0.05453965265157755,63755.24585957001,3.3086366894147132,7254.924464538185,0.060442294403965834,85.81733207524734,54.65760501814477,4.399450231481482,0.10349007623935354,485.7329884325015,0.11409924638592019,0.3992686274509804,0.3436040493866006,0.097063308298494,1.2009800999685454,72.32438476787559,0.10970907215401664,0.08950706543184059
31,31,31.605,11.739,19,6.70724,0,120,115,6,137,7,1.00248,32.11862,0.0,0.0,10.25,8.428,10.31607,0.0,0.0,121.0,26.48945,0.0,0.42,3.285,-1.0,0.031714,100.54855814211776,0.07064997674632321,0.11582981758663942,0.10990515599148423,0.05437564445739169,63785.892712460874,3.3557030067860723,7514.284076791363,0.0617378745408968,88.4990010684059,54.85177894874855,4.671296296296297,0.10313188314659738,483.96333728036115,0.11418273594159342,0.3997737254901961,0.34360404938659767,0.097133308689304,1.1019446085420426,72.15667949642506,0.11234179040074663,0.089549381486279
32,32,31.7501,11.1445,19,6.40281,0,120,115,6,137,7,1.00304,32.24663,0.0,0.0,8.14286,8.424,10.16747,0.0,0.0,121.0,26.44211,0.0,0.41,3.234,0.13156,0.036922,100.534851503368,0.07063676388664708,0.11579451831411999,0.10960265833204805,0.05420692371160794,63796.561254748485,3.3795991325995898,7690.629910296681,0.06302549613563065,88.52034899131169,54.71548838674286,4.825135030864198,0.10274538253246424,482.2654381584624,0.11428940490432052,0.4005090588235294,0.33976300840753754,0.09716632163379213,1.1858934385426312,72.0792954796599,0.1139035577238118,0.08955400413517144
33,33,31.7442,10.7634,18,6.48791,0,120,115,6,137,7,1.00452,32.24594,0.0,0.0,10.0,8.287,9.65469,0.0,0.0,120.0,26.37546,0.0,0.42,3.189,-1.0,0.038459,100.55022890722135,0.07063210897353402,0.11572143682451778,0.1091515597443436,0.05407008251328212,63724.61034351271,3.390041688792185,7689.487573668848,0.06451919549853397,87.57586928761907,54.77935960557726,4.82397762345679,0.10229328443698793,480.6735627407544,0.1144997776887816,0.40015450980392164,0.3436040493865995,0.09640579548900628,0.8299473104328448,71.80700669351245,0.11543037481319818,0.08955282055285477
34,34,31.7045,10.9417,18,6.40286,0,120,115,6,137,7,1.01088,32.18327,0.0,0.0,7.78571,8.218,9.31551,0.0,0.0,117.0,26.2757,0.0,0.41,3.44,-1.0,0.03195,100.58147829570005,0.07061350505778977,0.11603920981168078,0.10879983467025559,0.05395663879704604,63666.80617874228,3.4413792878778966,7763.634650603945,0.06533029274409155,87.74551833484571,54.813486546645926,4.958622685185185,0.10182818727050477,479.1750881154725,0.11474342288167047,0.3997168627450981,0.34360404938659955,0.09572095457164333,1.1078052524558464,71.75012948456434,0.11526173712825329,0.08951795118361702
35,35,31.5161,11.2328,18,6.52315,0,120,115,6,137,7,1.00454,31.97753,0.0,0.0,7.5,8.115,9.45487,0.0,0.0,116.0,26.16538,0.0,0.42,3.205,-1.0,0.03664,100.625423516914,0.07060585305763546,0.11622275814758597,0.1081782302100809,0.05383531886085995,63693.10226435117,3.433780582235003,7699.283648057567,0.06572768386010244,88.38798676801268,54.81176701298467,5.136863425925926,0.10144509158750091,477.7516794112502,0.11496962848870612,0.40013176470588246,0.3436040493865964,0.09508739364790232,1.0318328308614264,71.4023568292313,0.11445142354532858,0.08945763056260818
36,36,31.499,10.7857,18,7.07612,0,120,115,6,137,7,1.0049,31.94398,0.0,0.0,7.96429,8.113,9.70681,0.0,0.0,114.0,26.01393,0.0,0.41,3.166,-1.0,0.040028,100.64905779585182,0.0705889822267055,0.11639191828073843,0.10755112988454514,0.053711299572142955,63676.4710530043,3.4350559727246117,7679.974059638006,0.06612540207561271,88.1483689642587,54.76815456814236,5.077932098765432,0.10105466970810024,476.37995070095815,0.11519342994970838,0.39915137254901967,0.33976300840753554,0.09451316838843224,0.8522889139102453,71.25626855798654,0.11368273080450748,0.08939061267568989
37,37,31.74,10.1548,18,6.81517,0,121,115,6,137,7,1.01206,32.16058,0.0,0.0,4.42857,7.952,9.31608,0.0,0.0,112.0,25.93582,0.0,0.42,3.194,-1.0,0.032108,100.60960558714046,0.07059851012111087,0.11651548162764272,0.10700107978413077,0.05361388674055449,63770.52607869875,3.4194046025073064,7886.876306640089,0.06681757222665739,87.97253089375917,54.64354564525463,5.0338059413580245,0.10074399671596242,475.02714605126795,0.11540187397215472,0.3994980392156864,0.33976300840753826,0.09398391807247124,0.90128539329398,71.02890148543726,0.11305239812565618,0.08932182869541844
38,38,31.8365,10.1044,18,6.57495,0,121,115,6,137,7,1.00385,32.24879,0.0,0.0,4.89286,7.918,8.7513,0.0,0.0,109.0,25.8776,0.0,0.41,3.237,-1.0,0.032067,100.59008923030193,0.07060819086703093,0.1169208856516457,0.10647405360823844,0.05353495803430261,63753.46802070323,3.4185968275810654,7926.735705222172,0.06760532849475588,87.55940486209757,54.63689658082562,5.281153549382716,0.10039767136391137,473.70104441238584,0.11556745571092952,0.3997352941176472,0.3436040493865984,0.09344800985039024,1.132871820277046,70.57730368500306,0.11249128223905396,0.08922146470261488
39,39,31.6563,10.8858,18,6.0018,0,121,115,6,137,7,1.00292,32.10943,0.0,0.0,6.0,8.046,8.69821,0.0,0.0,109.0,25.82027,0.0,0.41,3.215,-1.0,0.033728,100.59513628985226,0.07063064528464562,0.11736588025181456,0.10580282520641665,0.05346319203153942,63685.04713097555,3.3880330108505685,7808.957217428709,0.06823133304450757,84.6346207943348,54.69792721595294,5.6978684413580245,0.09997761028524965,472.4085980144466,0.1156182561624532,0.39941799999999994,0.3458216754298266,0.09291875551704921,1.502115362758776,70.05923564713747,0.1119505454183104,0.08904457726868402
40,40,31.1312,11.7299,18,6.48086,0,121,115,6,137,7,1.00335,31.67438,0.0,0.0,6.03571,8.42,9.36102,0.0,0.0,112.0,25.74437,0.0,0.41,3.196,0.12834,0.037962,100.66125040177238,0.07064592041283643,0.1177645207165725,0.10498360597866459,0.05339483189134605,63674.36010065951,3.3592649936529724,7401.686987642704,0.06869165002676678,86.60264446705565,54.59850546754437,6.275752314814815,0.09951861169191875,471.09126425257887,0.11558407878516881,0.39858431372549014,0.34360404938660055,0.09241805571516815,1.2051981460238046,69.2317482032766,0.11140135898786523,0.0888175972138863
41,41,30.5184,12.2654,18,7.13437,0,121,115,6,137,7,0.99816,31.17935,0.0,0.0,5.92857,8.726,10.08108,0.0,0.0,110.0,25.61174,0.0,0.41,3.116,-1.0,0.03448,100.71628089088483,0.07067334357851132,0.11751782398938675,0.10400360138060546,0.05334989297295879,63667.78307952524,3.4818795099132163,7069.799637877586,0.06907120795451531,88.71457199865499,54.604376333731196,6.855613425925926,0.09907515333933471,469.73243333629455,0.11543331421749348,0.3972360784313725,0.3397630084075412,0.09199307862492935,2.000849726005494,68.3302933469795,0.11095337053762683,0.08852986815065761
42,42,30.1646,12.5113,18,7.02426,0,121,115,6,137,7,1.00172,30.86736,0.0,0.0,5.35714,8.873,10.55161,0.0,0.0,111.0,25.47843,0.0,0.42,3.104,-1.0,0.037532,100.7370077022093,0.07071591019881131,0.11734510763991979,0.1035618330462785,0.053317500553056923,63733.508629622294,3.5729922291617435,6898.10190988889,0.06940109428166572,88.37990358520655,54.54031843020593,7.509548611111111,0.09871802046918657,468.33474830147316,0.11532630335246306,0.39584431372549034,0.3436040493865958,0.09157495958606814,1.933643881098967,67.47227361788397,0.11058483338803718,0.08818367155854903
43,43,30.0398,12.6855,18,7.19164,0,121,115,6,137,7,0.9985,30.76136,0.0,0.0,4.35714,8.86,10.77849,0.0,0.0,111.0,25.42642,0.0,0.41,3.117,-1.0,0.033751,100.7479053070727,0.07076670809070239,0.11697296756500102,0.10275945807098676,0.05327051257785319,63678.861864564526,3.59573860260323,6807.525741407322,0.06968445772846173,88.23595463310247,54.50372954945505,8.403838734567902,0.09848159000074708,466.91385087157965,0.1153939320341669,0.39480352941176483,0.33976300840753604,0.09122712755109186,1.7157157282711837,67.07978009440549,0.11003990583805123,0.08786363047916217
44,44,30.1873,13.0245,18,7.411,0,121,115,6,137,7,0.99133,30.88031,0.0,0.0,3.0,8.817,10.94091,0.0,0.0,109.0,25.40851,0.0,0.41,2.954,-1.0,0.035518,100.73023867809059,0.07079509930700613,0.11671205472049184,0.10198489952747114,0.05322578888018548,63701.05257134515,3.525669914708327,6969.497421740668,0.06997128628948023,87.69159822986576,54.570635006751544,9.03149112654321,0.0981501296646632,465.51031762930097,0.11546267778443742,0.39426862745098046,0.3436040493865981,0.09092149198861343,1.3858973679185727,67.19927824513303,0.1096206124535412,0.08757612779675843
