,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,uhdhdsim,cubrow.0,tone,movement,cubrow.0.3,fft,cubrow.1.0,cubcol.0.5,cubcol.1.0,cubcol.0,cubcol.0.3,cubrow.0.6,temporal,blockiness,cubcol.0.6,cubrow.0.5,noise,blur,color_fulness,staticness,contrast
10,210,47.9402,6.25694,31,6.33075,0,116,133,8,125,7,0.99244,46.45535,0.0,0.0,2.78571,5.176,5.34616,0.0,0.0,129.0,54.65835,5e-05,0.73,1.06,-1.0,0.0,33.65518734778887,92.07302549377019,0.10754614497283375,0.7725192156862745,1.2564621913580247,0.21461432856299842,65314.41108504316,0.1105684284886498,0.15024835725311197,0.02603584528006434,0.020253087446385855,0.043445212946031035,0.1489839999766253,3.9078074878555515,2.438720664497789,0.15258995887899854,0.25043173930282353,0.5454819128308454,20180.278154359035,162.98887866644685,616.7855110906866,87.99492763455399
11,211,47.9866,6.19527,31,6.32451,0,116,133,8,125,7,0.98436,46.49682,0.0,0.0,2.53571,5.201,5.34151,0.0,0.0,129.0,54.61283,5e-05,0.73,1.02,-1.0,0.0,33.676550594376934,92.10050826015022,0.10753910736766863,0.7728545098039216,1.4441068672839505,0.21408510112133886,65457.96249556833,0.11237438115140812,0.15229618238505227,0.026007702984391954,0.020066827461119607,0.043345501020184134,0.14840770409962062,3.943790088198618,2.6068047203482188,0.1525208537267854,0.2506147125798991,0.5454819128308473,20332.54516980772,163.01145455472093,616.5336309694774,92.06714897620357
12,212,48.0924,5.93034,31,6.07835,0,116,133,8,125,7,0.98565,46.59032,0.0,0.0,2.85714,5.238,5.29299,0.0,0.0,129.0,54.55026,2e-05,0.73,1.055,-1.0,0.0,33.691912238980514,92.113718077631,0.1077057710331462,0.7725639215686274,1.39453125,0.21375324318871164,65543.83653927433,0.11398981107322984,0.15299435406654885,0.025831864458454222,0.02016498223894954,0.043280649888356566,0.14776573074756624,3.972660818993674,2.1921359899403323,0.15243401312196594,0.2507227613356309,0.5454819128308465,20511.605693289966,162.99071061871973,616.2600924249083,91.36972035537131
13,213,48.2468,5.62,31,5.98145,0,116,133,8,125,7,0.99559,46.76845,0.0,0.0,2.53571,5.202,5.06111,0.0,0.0,129.0,54.49945,3e-05,0.73,1.011,-1.0,0.0,33.65042038905768,92.0736449219723,0.1076374183164098,0.7727792156862745,1.2355324074074074,0.2135140188447539,65485.39615900165,0.11524319614652323,0.1529027515866284,0.025848566198406597,0.01998132009962099,0.0431931341836958,0.14751852688963016,3.9403920277761357,2.4900359745182286,0.15236122558866996,0.2509837039647983,0.5454819128308481,20689.213617916972,162.9860912756816,615.9941619754326,93.21897284967888
14,214,48.3718,5.29208,31,5.84088,0,116,133,8,125,7,0.99962,46.90293,0.0,0.0,2.21429,5.225,4.79409,0.0,0.0,129.0,54.41966,4e-05,0.73,1.024,-1.0,0.0,33.63903262291426,92.01383109673205,0.10767642881865583,0.7725490196078431,1.126880787037037,0.21336676870657303,65608.96823186243,0.11668479410175127,0.15260663078839437,0.02564990610340366,0.01987824370194946,0.04362740339722487,0.14759746353981065,3.8422798637245474,2.440479387938459,0.15235509463917715,0.2509836154539171,0.5454819128308467,20863.937496679544,162.9702421582976,615.7147046476035,92.49307203880504
15,215,48.4737,4.9765,31,5.52397,0,116,133,8,125,7,1.00136,47.03394,0.0,0.0,2.75,5.178,4.50934,0.0,0.0,129.0,54.39007,5e-05,0.73,1.042,-1.0,0.0,33.7532071714048,92.02289025877283,0.10768110023080339,0.7719694117647058,1.6990258487654322,0.21329326217087385,65647.54401835577,0.11790855668649579,0.15270865497121658,0.025691587547441094,0.019901510119183344,0.04361512467259473,0.14805606134522126,3.7607146525345505,2.620332320837958,0.15174414108439602,0.2511050339537092,0.5454819128308476,20990.47425096395,162.93124190969573,615.4745763105379,88.30672297621405
16,216,48.4923,4.44853,31,5.35978,0,116,133,8,125,7,0.99472,47.07179,0.0,0.0,2.32143,5.173,4.2379,0.0,0.0,129.0,54.31778,4e-05,0.73,1.069,0.125,0.0,33.727567696277006,92.02955905267413,0.10775885322003975,0.7720886274509804,1.4504726080246915,0.2132884364614679,65750.3530600224,0.11915028170852475,0.15284104730908107,0.02566946893091513,0.019987924692225968,0.04395463330638691,0.14825480670169913,3.711845896776933,2.392485684678719,0.15029708991005555,0.2511581236638041,0.5454819128308482,21024.95590841968,162.97781801176677,615.2162381588622,90.89383026437434
17,217,48.5771,3.9862,31,5.2619,0,116,133,8,125,7,0.99197,47.18566,0.0,0.0,2.46429,5.183,3.77861,0.0,0.0,129.0,54.30129,6e-05,0.73,1.057,-1.0,0.0,33.628806785300924,92.02016862008091,0.10772344582615093,0.7714172549019607,1.2980324074074074,0.2131684603837025,65916.87015592215,0.12097626051360448,0.15320496530412725,0.025657776834523496,0.019951792088338305,0.04414971518516776,0.14827099242312503,3.6113872089963532,2.24982593637003,0.14891764185847955,0.2512778501201228,0.5454819128308489,21112.254737600717,162.99540651613606,614.9938603310828,88.9766993377252
18,218,48.5913,3.78404,31,4.94306,0,116,133,8,125,7,0.99043,47.22769,0.0,0.0,2.35714,5.175,3.38024,0.0,0.0,129.0,54.26275,7e-05,0.73,1.039,-1.0,0.0,33.697122267734855,92.02404627732633,0.10776132142236283,0.7723039215686275,1.1644483024691359,0.2132854548282503,65884.01629643481,0.12309475232776294,0.1533959339949212,0.025478513170278945,0.01992911344276602,0.044494377193038864,0.14826139084414297,3.4928156211314914,2.405055827826176,0.14769771779831298,0.25132736839244246,0.5454819128308466,21219.70917690624,162.95962639799387,614.7519168590942,93.3411674969129
19,219,48.6867,3.71374,31,4.90967,0,116,133,8,125,7,0.99295,47.34417,0.0,0.0,2.67857,5.218,3.2027,0.0,0.0,129.0,54.26089,7e-05,0.73,1.012,-1.0,0.0,33.68048679681472,92.07279663762944,0.10784179467556324,0.7725490196078431,1.064380787037037,0.21335074201983656,65899.68014034153,0.12522450209196329,0.1537919061838481,0.025626516196913272,0.019925178576679213,0.04480997442041242,0.1482561200632601,3.4118428948737383,2.4905952459793177,0.14670043086687148,0.2514422277819069,0.5454819128308466,21328.972307222622,162.9711576393588,614.5271088683251,90.16334393192919
20,220,48.6594,3.75076,31,4.77015,0,116,133,8,125,7,0.99525,47.32396,0.0,0.0,2.67857,5.188,3.14375,0.0,0.0,128.0,54.21989,7e-05,0.73,1.067,-1.0,0.0,33.68351161627122,92.08014158543385,0.10790012239805491,0.7725341176470588,1.4275655864197532,0.21352938813483846,65953.28900176293,0.12686010866210687,0.15416665589094342,0.025668379265874033,0.01985459802539459,0.04533562252054886,0.1482540264739966,3.392862396148351,2.621205357711021,0.14568881383381063,0.2514985952335513,0.5454819128308501,21317.43244972911,162.93125565081795,614.3036666556626,88.5812072616292
21,221,48.6305,3.94606,31,4.75027,0,116,133,8,125,7,0.99273,47.31319,0.0,0.0,2.89286,5.21,3.17201,0.0,0.0,128.0,54.23431,5e-05,0.72,1.023,-1.0,0.0,33.69127607934269,92.06682211218839,0.107863455210154,0.7725490196078431,1.3003472222222223,0.2137521361776012,65986.19435601159,0.12825843341254628,0.15470610777033159,0.025742073032635857,0.019844419885473554,0.0455774081428431,0.14805400071553318,3.4628230422688224,2.8116170864991807,0.14486169664387658,0.25160289596921553,0.5454819128308482,21332.06164149718,162.95600185637767,614.1363856697864,89.26639054794965
22,222,48.5483,4.21619,31,4.79513,0,116,133,8,125,7,0.99121,47.19744,0.0,0.0,2.60714,5.183,3.3423,0.0,0.0,128.0,54.18905,5e-05,0.72,1.024,-1.0,0.0,33.68719011471595,92.08967126803627,0.10783338103183358,0.7723039215686275,1.220775462962963,0.21394134246948346,65987.82867611063,0.12946511984375514,0.1550896772223107,0.025706817885681216,0.019905244634233793,0.0457197188667819,0.14793058195465048,3.5601769373309073,2.862095012092915,0.1440306360117657,0.2516533931386517,0.5454819128308469,21249.278091747037,162.94472414203307,613.9528631378037,88.65136047723007
23,223,48.5451,4.24405,31,5.00566,0,116,133,8,125,7,0.98952,47.16377,0.0,0.0,3.14286,5.216,3.57831,0.0,0.0,128.0,54.19591,3e-05,0.72,1.019,-1.0,0.0,33.750273716302566,92.10494008640262,0.1077485922153264,0.7711866470588234,1.1403356481481481,0.21427266549030946,65932.06522842262,0.13029100540306304,0.15540669381146385,0.025699825618494015,0.01986430566897103,0.045965246768008935,0.14783749847269514,3.634172909743223,3.137220242537228,0.14331581432183263,0.2517799264741946,0.5454819128308483,21313.93776824361,162.93784198186162,613.8270889949142,90.23288311695521
24,224,48.5055,4.20587,31,4.90763,0,116,133,8,125,7,0.98887,47.11824,0.0,0.0,2.42857,5.216,3.60085,0.0,0.0,128.0,54.17536,2e-05,0.72,1.032,0.125,0.0,33.69911457579813,92.13271514189427,0.10764729356068141,0.7708745098039217,1.0695891203703705,0.2145583282875455,65877.10717002368,0.13095923069598756,0.1559338123811812,0.02565489935246621,0.019877169644185982,0.04595380980213967,0.14757522071995552,3.70727311362991,2.913412563725618,0.14263473745009358,0.25178685791331124,0.5454819128308476,21250.242507351493,162.93708546163884,613.702471747234,90.0294774492749
25,225,48.5577,4.20596,31,4.71923,0,116,133,8,125,7,0.98622,47.13572,0.0,0.0,2.64286,5.228,3.56699,0.0,0.0,128.0,54.26371,6e-05,0.73,1.037,-1.0,0.0,33.77626866470148,92.11961026065873,0.10760757564833509,0.7723188235294117,1.2702546296296295,0.21496106010768398,65966.38109702177,0.13165380767352844,0.15656099923043942,0.025598238678575757,0.019874958603807513,0.04599218693948416,0.14734831990366334,3.7519586363043893,2.945198791411366,0.14200060041041004,0.2518164990499699,0.5454819128308513,21389.12197897661,162.93253907067452,613.6129913981863,90.79194784260014
26,226,48.4883,4.22527,31,4.85147,0,116,133,8,125,7,0.98782,47.07232,0.0,0.0,2.82143,5.244,3.56743,0.0,0.0,128.0,54.22601,5e-05,0.72,1.033,-1.0,0.0,33.77858253761574,92.09620098058687,0.10757433837998846,0.7722137647058823,1.1410590277777777,0.21531546391862466,65957.15306502835,0.13224742114874696,0.1571959128799715,0.025554433500089204,0.019878734620445725,0.04582818825391397,0.14706472689712297,3.7859851783355056,2.665047081967566,0.1413827623451695,0.25190922888317974,0.547699538874075,21326.758348697607,162.93706557952441,613.5154920740924,88.57309692439027
27,227,48.5111,4.2415,31,5.03728,0,116,133,8,125,7,0.98785,47.05455,0.0,0.0,3.03571,5.235,3.58291,0.0,0.0,128.0,54.28022,5e-05,0.73,1.041,-1.0,0.0,33.808137493369024,92.12767622538229,0.10762598840982965,0.7731145098039216,1.019627700617284,0.2156923979288808,65984.84457718782,0.1330034049421431,0.15775554842985562,0.02562638576102597,0.01986164073533588,0.045716441312657244,0.146821844287858,3.8047900901215077,2.72411070299173,0.14085942284311742,0.2519937136019316,0.5454819128308576,21449.490430168622,162.91432487600463,613.4538839666258,90.01060953102656
28,228,48.4554,4.17038,31,4.91253,0,116,133,8,125,7,0.98627,46.99735,0.0,0.0,3.03571,5.243,3.59778,0.0,0.0,128.0,54.23824,5e-05,0.73,1.029,-1.0,0.0,33.820812649197045,92.12165093395329,0.10759977623298309,0.7736580392156862,0.8941936728395061,0.2160601786893464,65978.66161404215,0.13367967345108947,0.15801330570119376,0.02560306977041482,0.01980999988706777,0.04534393701615571,0.146523720810002,3.7777218218214323,2.496328546304435,0.14034287154488356,0.2520057903193119,0.54548191283085,21351.545479826946,162.95502172896627,613.3706205979271,90.40712450401759
29,229,48.469,4.18422,31,4.70708,0,116,133,8,125,7,0.98107,47.01888,0.0,0.0,3.35714,5.275,3.53489,0.0,0.0,129.0,54.25378,5e-05,0.73,1.027,-1.0,0.0,33.678926444347994,92.1314824536458,0.10760731340356015,0.7736572549019607,0.7820698302469136,0.21643482954508134,65990.56776064214,0.13444846764761875,0.15816255286630396,0.02559302612977761,0.019774037470130686,0.04505861400732627,0.14618039187097823,3.7272472041278686,2.595962828861991,0.13981838543031838,0.25202989543474785,0.5476995388740742,21362.31236482765,162.96330759693586,613.3260882293995,91.0901071747634
30,230,48.4086,4.10302,31,4.83565,0,116,133,8,125,7,0.98803,46.97687,0.0,0.0,2.75,5.285,3.54982,0.0,0.0,129.0,54.23421,5e-05,0.73,1.022,-1.0,0.0,33.78962990089699,92.07809384608902,0.10757911072597211,0.7744905882352942,0.8146701388888888,0.2167541517164437,66006.25941639807,0.13515596726156498,0.15822534396689034,0.025542723002527128,0.01974083994631575,0.04483101922464865,0.1458234474884704,3.730268411807053,2.498142254829348,0.13936627429306314,0.2520800970743637,0.5476995388740821,21279.61582162494,162.9613718136365,613.2662419298554,88.06042061784501
31,231,48.4926,4.06154,31,4.74975,0,116,133,8,125,7,0.99001,47.05339,0.0,0.0,2.85714,5.249,3.47779,0.0,0.0,128.0,54.25139,5e-05,0.72,1.031,-1.0,0.0,33.78852448640046,92.08611133911461,0.10763687390515675,0.7745431372549019,0.6797839506172839,0.21708753934617123,65957.42027375262,0.1358902148685704,0.15806187501213087,0.02553140908752063,0.01966875679737651,0.04457869199074526,0.14556698569681856,3.7036228796157933,2.564161147661054,0.1389015256425273,0.2520491304177648,0.5454819128308491,21319.953259869868,162.9334478854691,613.2188596757281,90.21280369283484
32,232,48.4419,4.03571,31,4.58287,0,116,133,8,125,7,0.9865,47.02317,0.0,0.0,2.60714,5.261,3.44084,0.0,0.0,128.0,54.2303,5e-05,0.73,1.038,0.125,0.0,33.87124614951051,92.0745743804231,0.10757300768156673,0.7747811764705883,0.6270736882716049,0.21729392666192135,65859.62934664474,0.1365254238444724,0.15812947998721627,0.025549832903362213,0.019678135449538788,0.044338214838470016,0.14528664489325682,3.6871576879547234,2.3430668275014024,0.13850765088441636,0.25206801156743075,0.5454819128308488,21212.62556708621,162.9135405526197,613.1647567917622,90.92147299243058
33,233,48.5229,3.91078,31,4.49006,0,116,133,8,125,7,0.98869,47.12248,0.0,0.0,3.0,5.269,3.41769,0.0,0.0,129.0,54.25287,2e-05,0.72,1.034,-1.0,0.0,33.74913665394724,92.0786762688764,0.10763658494464357,0.7747808235294117,0.609326774691358,0.21752836531327624,65976.852597524,0.13712541310909035,0.15833881967047236,0.025418172549532828,0.019638392332341544,0.0442877538664004,0.1449936207360051,3.6759557210286093,2.7123787428314983,0.13814808168957718,0.25203557388149456,0.545481912830848,21313.813375770973,162.93783617940244,613.1189803365393,90.1898776041541
34,234,48.5093,3.69404,31,4.5567,0,116,133,8,125,7,0.98731,47.1348,0.0,0.0,2.67857,5.267,3.31141,0.0,0.0,129.0,54.24086,8e-05,0.73,1.013,-1.0,0.0,33.74598204059365,92.0891967712904,0.10768782156980342,0.7748039215686274,0.6441454475308642,0.21779091542118378,65990.34613042953,0.13766185895542143,0.1584003050885637,0.025389007496297133,0.01965653933195929,0.044200104083091885,0.14471734102943293,3.628715059214085,2.6557899432349856,0.13782966729665636,0.2520531358483178,0.549917164917304,21235.285522873197,162.96036840121627,613.0648152525374,88.99415771740938
35,235,48.5351,3.43567,31,4.6619,0,116,133,8,125,7,0.98477,47.17464,0.0,0.0,2.57143,5.271,3.12254,0.0,0.0,129.0,54.27114,4e-05,0.72,0.986,-1.0,0.0,33.835308310426306,92.04552562486258,0.10774504580708433,0.7747960784313725,0.714891975308642,0.21792927813222826,65966.24285876974,0.13824149031139624,0.1587684871728276,0.02532293044891019,0.019621761235534114,0.04411487545771236,0.1445552056616531,3.552428841673584,2.6117408724173368,0.13751919329650023,0.25197382964876225,0.5454819128308512,21138.42249657065,162.92499405366414,613.0209122088155,88.80503509603179
36,236,48.6088,3.20963,31,4.68423,0,116,133,8,125,7,0.99296,47.24799,0.0,0.0,2.32143,5.221,2.89724,0.0,0.0,129.0,54.25695,4e-05,0.72,1.05,-1.0,0.0,33.83901902187018,92.00417982930222,0.10769144425920411,0.7748039215686274,0.7578125,0.2180829882507134,65974.03846433898,0.13892102045326887,0.15904280324628536,0.025311287564204074,0.01961347709280152,0.044080786336420846,0.14442816072672446,3.4357586311321664,2.4784701921892207,0.13722757267985847,0.2520010249532625,0.5454819128308496,21217.5382447741,162.95709674596154,612.9695091443044,88.71826727498704
37,237,48.6183,3.18757,31,4.55438,0,116,133,8,125,7,0.99256,47.29234,0.0,0.0,2.64286,5.245,2.70061,0.0,0.0,129.0,54.28969,3e-05,0.72,1.027,-1.0,0.0,33.817440645194345,92.04306359657751,0.10772596911242363,0.7748039215686274,0.7545331790123457,0.21811289601698639,65954.43397182229,0.13951189273717463,0.15900490754789517,0.025224028927635755,0.01957165601420131,0.044124023791530555,0.14435942570581473,3.285894395815647,2.7723935743355357,0.13696337725600372,0.25200084762530894,0.5454819128308488,21237.76523472768,162.90495491320598,612.9309960501852,88.61985136465263
38,238,48.1966,3.12499,31,4.71152,0,116,133,8,125,7,0.98961,46.95069,0.0,0.0,2.17857,5.348,2.68197,0.0,0.0,129.0,54.27974,6e-05,0.73,1.026,-1.0,0.0,33.832100762261284,92.14257230628378,0.10765830226477138,0.7748039215686274,0.7384741512345679,0.21805214925449032,65615.90755211296,0.1399742775807722,0.15886435555414538,0.02519296791310168,0.01953432396221101,0.0442492191344863,0.14428565823282713,3.2539451561478576,2.3831615279586877,0.13663511508006956,0.25187753704479066,0.5454819128308469,20383.55804908527,162.8887205563999,612.8974983140565,90.55591512320943
39,239,48.1039,3.20056,31,6.00308,0,116,133,8,125,7,0.98657,46.82631,0.0,0.0,2.21429,5.33,2.62742,0.0,0.0,129.0,54.30229,3e-05,0.72,1.022,-1.0,0.0,33.844472249348954,92.27576623064527,0.10756539708722791,0.7747890196078431,0.7042824074074074,0.21806162466102297,65949.55475775649,0.14059671190919493,0.15853091611815284,0.02522232562748482,0.019588967027172072,0.04431103867317415,0.14423035598707945,3.2174898648002905,2.6195130987964337,0.13639430044814924,0.2519105524964877,0.5454819128308471,20883.79476632373,162.89721335358655,612.8815787586207,90.21184134591168
40,240,49.3056,3.38627,31,6.33042,0,116,133,8,125,7,0.98899,47.83555,0.0,0.0,2.53571,5.093,2.69554,0.0,0.0,129.0,54.31069,9e-05,0.73,1.02,0.125,0.0,33.81081079553675,92.02289458044005,0.1076667364791763,0.7751015686274509,0.7540027006172839,0.2182130283799548,66156.94652571167,0.14121287219208034,0.1582967944661026,0.02525298129021844,0.01955867336273569,0.04434524129709799,0.1442504153047672,3.2416653029687064,2.857560587297196,0.136136771982208,0.252127428286545,0.5454819128308431,22628.39746751982,162.904375508491,612.8520030013304,91.48774226425739
41,241,48.4272,3.53672,31,6.9092,0,116,133,8,125,7,0.98953,47.14207,0.0,0.0,2.67857,5.228,2.85671,0.0,0.0,129.0,54.31302,4e-05,0.72,1.053,-1.0,0.0,33.79283782582224,92.14152697946821,0.10783253157967808,0.7747960784313725,0.6936246141975309,0.21818638502210924,65723.37227824508,0.14160043295190333,0.15817407776847822,0.025298005461236485,0.019607803549453864,0.04444162822409573,0.1441639478117091,3.268624568760086,2.638827308374432,0.13593032921449838,0.25211712232340344,0.5454819128308465,20739.318899158432,162.9089479644408,612.8426425654352,88.7825742988715
42,242,47.59,3.52196,31,5.86631,0,116,133,8,125,7,0.9823,46.45721,0.0,0.0,2.28571,5.386,2.98792,0.0,0.0,129.0,54.27484,2e-05,0.73,1.037,-1.0,0.0,33.78168854890046,92.19916978485384,0.10775155082100207,0.7748039215686274,0.6865837191358025,0.21808843670280048,65534.34376930249,0.14175045536166234,0.15821331878393072,0.025293674277337856,0.01957621346815894,0.0444820233278435,0.14401309508551138,3.3028470608797087,2.0938519632312573,0.13564116193853795,0.2520099171376795,0.5454819128308499,19466.36347564855,162.91952397116935,612.8151196763442,86.71791812538616
43,243,48.1116,3.53659,31,6.0658,0,116,133,8,125,7,0.98586,46.82285,0.0,0.0,2.14286,5.248,2.97468,0.0,0.0,129.0,54.30306,2e-05,0.73,1.021,-1.0,0.0,33.7552156801577,92.2079018616705,0.10773598914415632,0.7748039215686274,0.6700424382716049,0.21800793196039614,65798.79214741163,0.14209320399170666,0.1582080767197044,0.025289083909491944,0.019575685142023142,0.04451992984169716,0.14395533932892057,3.242455630925197,2.3516868918941016,0.1353845250065271,0.25203024975965926,0.5454819128308461,20657.601979837287,162.9242937788973,612.8039553984044,90.59830781488918
44,244,49.1892,3.54708,31,6.02693,0,116,133,8,125,7,0.98679,47.74735,0.0,0.0,2.60714,5.04,2.99122,0.0,0.0,129.0,54.31577,6e-05,0.73,1.048,-1.0,0.0,33.766607213903356,91.96106835983572,0.1078043218643019,0.7753694117647059,0.7067418981481481,0.21805031996461927,66113.73727489781,0.14253545106368867,0.15817014940250257,0.02531576791131418,0.019577787798681714,0.044559376159719076,0.14397827253130113,3.2314209325883185,2.46710169548215,0.13519355041046355,0.25213543165063934,0.545481912830846,22358.61395074677,162.94095590666373,612.7876313712494,88.98438010918245
