,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,uhdhdsim,cubcol.1.0,blockiness,color_fulness,contrast,blur,tone,movement,cubcol.0.3,cubrow.0.6,staticness,cubcol.0.6,temporal,cubrow.0,cubcol.0,noise,cubrow.1.0,cubrow.0.5,fft,saturation,cubrow.0.3,cubcol.0.5
10,110,27.4523,20.7625,14,19.7717,0,120,117,5,137,7,0.99381,26.44861,0.0,0.0,13.5,10.259,18.01153,0.0,0.0,111.0,30.03521,0.0,0.3,4.874,-1.0,3.676019,101.87993511149048,0.05117571943040908,0.9440185559542666,81.44048564381455,88.54123214868775,4399.376001269526,0.4532988235294118,9.665702160493828,0.11535985775701228,0.05793377824511061,490.71179220567285,0.06170531867855009,5.363832606586589,0.012680474571404638,0.04310695594980356,0.22227149055435946,0.04986444801279244,0.047049246809960525,61884.92230427685,49.634268866644966,0.06351615672883114,0.08973043509895447
11,111,27.5816,20.5187,14,18.3089,0,120,117,5,137,7,1.00454,26.64252,0.0,0.0,12.85714,10.055,17.84957,0.0,0.0,114.0,30.38095,0.0,0.3,4.574,-1.0,3.595162,101.8519724033421,0.05054750332085907,1.1510613979807478,83.03171318128322,89.81889323092233,4432.818389781891,0.45415490196078434,10.075086805555555,0.11280462643163545,0.05631086966867499,481.433164881423,0.0627408396485054,5.390479940047407,0.012856340772672009,0.04413518122214222,0.2222714905543617,0.05074381539761689,0.04753085584302173,61952.526067385355,49.565431948061345,0.06562799798830704,0.090318636882228
12,112,27.5178,20.2806,15,20.1998,0,120,117,5,136,7,1.00001,26.68639,0.0,0.0,11.53571,9.791,17.63436,0.0,0.0,114.0,30.35485,0.0,0.3,4.297,-1.0,3.437961,101.80663912611534,0.04990923858209789,1.148275190917381,83.9194607066518,87.3462231575764,4439.564511208212,0.45490509803921564,9.320650077160494,0.11028593319190466,0.0561282984336437,472.756001743622,0.06376491239752288,5.4536744147330225,0.013089551348596828,0.046393277821827617,0.23276540966311296,0.051860800229458374,0.047943681514297266,61971.72631486146,49.54515735013985,0.06823292809927212,0.08994504567254386
13,113,27.5267,20.1709,15,18.7458,0,120,117,4,137,7,0.99648,26.66424,0.0,0.0,13.96429,9.602,17.43536,0.0,0.0,113.0,30.02972,0.0,0.3,4.544,-1.0,3.396174,101.82688618200686,0.04904169042365779,1.172410276452276,83.92401262911466,88.08674409366843,4467.679105893099,0.44856666666666667,9.160783179012345,0.10842226279324725,0.055551712943494175,464.80241870561076,0.0641563714401494,5.4449727221501165,0.013474837947191716,0.04439710056281154,0.23276540966311568,0.05420690485942336,0.04867560216273018,61884.78624451134,49.33851717725212,0.07091655969723401,0.08969246887335139
14,114,27.6301,20.7411,15,18.3005,0,120,117,5,136,7,0.99788,26.79107,0.0,0.0,13.92857,9.659,17.32586,0.0,0.0,115.0,30.17068,0.0,0.3,5.678,-1.0,3.41152,101.82157938844111,0.04856234131285321,1.3859956545726817,83.81372330279676,87.53329163421536,4422.822950109133,0.446715294117647,8.548804012345679,0.10658277224420788,0.05573699421783,457.28992980912636,0.06466352326919346,5.496610031321101,0.013814474625166575,0.04378040002878998,0.23276540966311887,0.05404870300527239,0.04748548212917528,61825.87651641348,49.07464166335117,0.07398073173959367,0.08957803563836768
15,115,27.2601,21.1373,15,19.6318,0,121,117,5,136,7,1.00127,26.59474,0.0,0.0,16.10714,9.935,17.81827,0.0,0.0,115.0,30.13753,0.0,0.3,6.155,-1.0,3.242842,101.80761891007343,0.04789922587033097,0.8423142424694788,83.24887353925892,85.84674850740207,4218.720468798149,0.44264941176470585,10.05541087962963,0.10409979193978733,0.055247109533894445,449.63449167526636,0.06492612998699607,5.604803419697857,0.014556817465573272,0.04333169433096444,0.24488274370770222,0.05302491905457599,0.046952488542415356,61940.520673700674,48.82640188711661,0.07713589931456526,0.09007168042626182
16,116,26.8151,21.1949,15,19.5397,0,121,117,5,136,6,0.99989,26.27278,0.0,0.0,15.71429,9.821,18.16893,0.0,0.0,114.0,29.41796,0.0,0.3,7.07,0.4465,3.335903,101.90581352300283,0.047591820942659846,1.0738776426652066,82.62897302965084,84.92533652480486,4134.203098705364,0.4355007843137254,10.64747299382716,0.10207871323366742,0.05477903845350421,441.6361645724521,0.06501014188303555,5.659538624606748,0.015199494680364889,0.042767511514923064,0.24488274370770302,0.05264304090653975,0.04662430838637981,61969.858759132054,48.596974690755204,0.07982594023459348,0.09196453651968259
17,117,26.7287,21.3737,15,19.1523,0,121,117,5,136,6,0.97749,26.19816,0.0,0.0,14.57143,9.899,18.20546,0.0,0.0,114.0,28.97352,0.0,0.3,7.12,-1.0,3.306746,101.95537017956072,0.047395328589570136,1.2013583286682714,82.4289458911564,84.95415325258261,4099.379485428655,0.4284913725490197,10.456597222222221,0.10131912436818297,0.05495067587648965,433.57847921575916,0.06467139310873211,5.603452700172086,0.015817658600763902,0.041865823257409396,0.24710036975093133,0.052735013708061815,0.04684565474661271,61953.97080461818,48.504076922381365,0.08228151293169339,0.0942834669493801
18,118,27.3514,21.585,15,19.4934,0,121,117,5,136,6,0.98054,26.81675,0.0,0.0,23.25,9.385,18.35725,0.0,0.0,115.0,29.39176,0.0,0.3,7.21,-1.0,3.172507,101.86997505326019,0.04701427802361536,2.8279911814593564,81.82168804521763,88.50666970044952,4337.6453161844165,0.432566274509804,10.56737075617284,0.10026653924812391,0.05561390931549582,425.94580147019616,0.06461886547170313,5.542500444911265,0.01675808269167665,0.04109365050762874,0.24710036975093372,0.051908301503862914,0.0488803660790179,61935.52633361535,48.45718741711275,0.08476933412338633,0.09641160463832603
19,119,26.7422,21.0389,15,20.0352,0,121,117,5,136,6,1.00199,26.316,0.0,0.0,18.46429,9.374,18.53586,0.0,0.0,113.0,29.58353,0.0,0.3,9.206,-1.0,3.21088,101.97231169875357,0.046847991493945605,1.4934564726678505,81.59338981072682,86.31976449066836,4038.474980614619,0.4343992156862746,9.997974537037036,0.09920739622441392,0.05538069217999483,419.53308571006556,0.06463777587687956,5.493489002892162,0.018064602448804847,0.040846525858071685,0.2471003697509342,0.05120308292585923,0.05086124926123649,61968.966465496815,48.457823953510804,0.08793249577619532,0.09826788295747244
20,120,26.4396,20.2724,15,19.2563,0,121,117,5,136,6,1.00578,26.0653,0.0,0.0,19.39286,9.255,18.07263,0.0,0.0,114.0,29.58763,0.0,0.3,4.959,-1.0,3.19062,102.01848317660784,0.046829834696211145,1.8394552725872866,80.65332559501378,90.91337527002699,3842.410941222274,0.4327411764705883,10.648533950617283,0.09798438838898395,0.05544566876586126,414.5154890939546,0.0646746592543597,5.443412718759158,0.01864061646845132,0.04095881847833418,0.24710036975093438,0.04987644534935058,0.052367591418664795,62093.816752808,48.49001039104697,0.09056043781566367,0.09982926076067052
21,121,26.1876,19.6723,15,17.5472,0,121,117,5,136,6,1.00344,25.73709,0.0,0.0,21.46429,9.098,17.43995,0.0,0.0,114.0,29.00449,0.0,0.3,5.517,-1.0,3.34387,102.10682247256489,0.046744986648213284,2.42504319452703,79.65772271241045,82.80984756101475,3752.697897802756,0.42646666666666666,9.375192901234568,0.09703534621244748,0.05590830232634415,410.9366208578358,0.06477419313340846,5.330661976867931,0.019308624661604965,0.043614302219183776,0.2471003697509302,0.04896533916121541,0.05370504771806755,62455.66646116638,48.57146048840181,0.09316708098076577,0.1010261600939297
22,122,26.0294,19.2068,14,16.6236,0,121,117,4,137,6,0.99804,25.55167,0.0,0.0,29.17857,9.151,16.91032,0.0,0.0,115.0,29.04561,0.0,0.3,5.244,-1.0,3.328627,102.1279506421418,0.046494998320353094,2.336214588518658,78.78357244881471,87.82644979207103,3718.010939959755,0.42891254901960785,8.59278549382716,0.09596515591873336,0.05631389694751268,408.5326058989476,0.06507141906218453,5.215576629993402,0.020424386982342287,0.043786298642018995,0.24488274370770768,0.04805886972549891,0.05367600302217161,62297.06848291834,49.094762919861594,0.09533441546498658,0.101791670569093
23,123,25.7024,18.7948,14,16.1043,0,121,117,4,137,6,0.98907,25.20878,0.0,0.0,28.39286,9.342,16.51019,0.0,0.0,113.0,29.02058,0.0,0.3,5.429,-1.0,3.390637,102.15680686878956,0.04629978496412943,1.0523092455240841,77.3611816147526,86.67045485632477,3622.7479334279283,0.4351203921568627,7.908082561728395,0.09488193306939136,0.056433923213317284,406.9109981611773,0.0654582824008326,5.139720966169497,0.021342874631244256,0.04380274506225816,0.24488274370770113,0.047166349698850314,0.053746761820213325,62222.97293085376,49.76318227508922,0.0965391437078239,0.1023322763502171
24,124,25.76,17.941,14,15.7899,0,121,117,4,137,6,0.98145,25.21288,0.0,0.0,25.96429,9.44,16.14621,0.0,0.0,114.0,28.98383,2e-05,0.3,6.081,0.4793,3.443212,102.15908258966927,0.0462521287084851,1.6582900014288862,77.05338772096886,86.98719420115498,3647.9643467406268,0.43704705882352946,7.983555169753086,0.09389399663035676,0.05682015191267907,405.5403156448835,0.06596639706657606,4.998520791353643,0.021958190985337103,0.044078906502742994,0.24488274370770005,0.04633401750191738,0.05379892682631037,62096.56602997038,50.129254753206986,0.09752129845093674,0.10288265677229935
25,125,26.0187,17.747,14,13.6121,0,121,117,4,137,6,0.98391,25.4116,0.0,0.0,24.85714,9.6,15.42193,0.0,0.0,113.0,28.84509,0.0,0.3,6.764,-1.0,3.473859,102.14621134315951,0.04624806382723369,1.0632558549827247,76.46435687740266,88.80424223689204,3707.953834530391,0.4362364705882353,7.882523148148148,0.09297678097989824,0.057385993664252476,404.14702823273257,0.06655161490670447,4.8046171276505225,0.022394340968193604,0.044675080284157634,0.24266511766447205,0.04573966744113047,0.05405201360622679,62126.66732106753,49.960070009584776,0.0983727574885179,0.10335981691807224
26,126,26.1064,17.3801,14,13.1072,0,121,116,4,137,6,0.98535,25.46551,0.0,0.0,22.96429,9.689,15.26722,0.0,0.0,114.0,28.46897,0.0,0.3,7.839,-1.0,3.453442,102.16911292563196,0.04614692523134773,2.072213074385185,75.12567893765424,88.93628968397928,3718.518444863515,0.4323752941176471,6.876302083333333,0.09207363593951305,0.058073909513619994,402.4771188583736,0.06708435430205939,4.620253271265317,0.02285577664741619,0.04600330047655135,0.23882407668541006,0.04513551850281685,0.0544615460609769,62282.407385782746,49.410805407865546,0.09911389866904531,0.1046583652469293
27,127,26.113,16.5764,14,12.3499,0,122,116,4,136,6,0.99174,25.4368,0.0,0.0,27.53571,9.527,14.95086,0.0,0.0,113.0,28.15788,0.0,0.3,6.328,-1.0,3.532475,102.22244298305894,0.04597452488684349,1.989639258593365,73.89605447563795,89.38163535208459,3699.225973527186,0.4313835294117647,6.1031057098765435,0.09116223027153603,0.0589206013175578,400.6834754793199,0.06760924655222599,4.494922153628589,0.02337739125585359,0.04722812595461519,0.2327654096631165,0.04457285747133587,0.054818511049548956,62129.00473328978,48.94674889835311,0.09971421180723755,0.10521483129027627
28,128,26.0837,15.9675,14,11.3773,0,122,116,4,136,5,1.00426,25.40652,0.0,0.0,18.53571,9.421,14.2378,0.0,0.0,112.0,28.18974,0.0,0.3,7.309,-1.0,3.434462,102.27195958889438,0.04567457140640436,2.2384735326687855,72.72569640848326,85.25343074307067,3658.9718011825958,0.430961568627451,5.943721064814815,0.09023128094696607,0.059717968389940014,398.6886919976165,0.06807915865122828,4.497792418328628,0.023944975701544798,0.047841091719246824,0.2388240766854055,0.044031447999690755,0.054813875399765524,62042.83994249162,48.71927237805025,0.10045758433926788,0.10585503079870566
29,129,26.0115,15.721,14,11.4819,0,122,116,4,136,5,1.00924,25.33296,0.0,0.0,24.82143,9.499,13.71519,0.0,0.0,112.0,27.92398,0.0,0.3,6.613,-1.0,3.284591,102.25455211581576,0.04529985816401445,1.1550351143209339,71.3305745534467,88.4367640128109,3646.049916544429,0.4299349019607843,5.6875,0.08936365736306455,0.06034090025819903,396.5338826731,0.06869694765461956,4.531505527065038,0.024562812126909882,0.04868958289510657,0.23882407668541097,0.04364056937785802,0.05511438186947093,62108.33473398768,48.32840342580536,0.10154865382680955,0.10581539043636594
30,130,25.7852,15.0153,14,11.3136,0,122,116,4,136,5,1.00626,25.08676,0.0,0.0,27.35714,9.715,13.50983,0.0,0.0,113.0,27.69298,0.0,0.3,8.757,-1.0,3.273657,102.3046532594195,0.04491116666670749,1.435535226892994,70.4521275136444,86.1536939536731,3579.622005772512,0.4272772549019608,5.237172067901234,0.08862464784002852,0.0608082449408235,394.37614586441896,0.0692217251942278,4.424041892798789,0.025003417054484698,0.04793986471666893,0.23660645064217842,0.043060555641756364,0.05536074185916413,61864.51539781125,48.182532416449654,0.10233924464749532,0.10588776323604242
31,131,25.9443,15.1249,13,10.4959,0,122,116,4,136,5,1.01909,25.18766,0.0,0.0,22.07143,9.61,12.91274,0.0,0.0,113.0,27.60125,0.0,0.3,7.931,-1.0,3.309579,102.27775016490531,0.045139360306223245,1.6962802463714175,69.71688300476765,89.73323286249526,3695.0946458242215,0.4264439215686274,5.177083333333333,0.08807403154540401,0.06162213892904628,392.19138913585454,0.06973514809129219,4.2446099853189265,0.02542426992491208,0.04731340774231,0.23660645064217892,0.04278773268021067,0.05564534240806866,62047.78611330011,48.34376657744985,0.10262063617153816,0.1059454907822826
32,132,26.4084,15.8111,14,10.8421,0,122,116,4,136,5,1.0148,25.57257,0.0,0.0,27.14286,9.332,13.01219,0.0,0.0,113.0,28.07075,1e-05,0.3,8.422,0.47904,3.385814,102.18735737250513,0.04509677414241721,1.2888010636900236,70.42179254927733,84.6389696945547,3929.018635628856,0.42932705882352934,5.855275848765432,0.08772246723980466,0.06253545491990492,390.1287767831152,0.0702368207871015,4.206449737368095,0.025775175296308312,0.04689474107851444,0.23276540966311662,0.04347339232763132,0.05611886953485362,62114.762636517895,48.510595062632625,0.10314863996979017,0.10631123218854086
33,133,26.6686,16.6718,14,11.6175,0,121,116,4,136,5,1.01658,25.8481,0.0,0.0,20.07143,9.16,13.5934,0.0,0.0,113.0,28.63861,0.0,0.3,5.7,-1.0,3.137315,102.105770533457,0.04519692897210197,1.4998533515342016,71.30485280403309,88.62718487744756,4066.8334317629856,0.4325145098039216,7.523051697530864,0.0876322760347577,0.06288095565145543,388.1911704337548,0.0707308524912613,4.31600807097534,0.026137283417722593,0.04639720780255707,0.23882407668541375,0.04298814428603047,0.056141887549864045,62206.51569249268,48.75712698477286,0.1037701919302752,0.10693346589368102
34,134,26.7764,17.0303,14,12.5702,0,121,117,4,136,5,1.02183,25.98536,0.0,0.0,21.85714,9.275,14.34478,0.0,0.0,113.0,29.39198,0.0,0.3,4.867,-1.0,2.913685,102.04931123388091,0.04517960722163402,1.3012474265452487,72.37141943737342,89.49846501463273,4109.813697964813,0.4396152941176471,9.573784722222221,0.08771159516357237,0.0633511583451152,386.42645741308763,0.07117256246055222,4.496941797756271,0.02641452693612705,0.046128938947230205,0.2448827437077028,0.042483394654284565,0.0568299655437371,62244.12287798593,49.204198955017844,0.10458774667632566,0.10713151744615812
35,135,27.0659,17.755,14,12.192,0,120,117,4,136,6,1.01369,26.25289,0.0,0.0,19.25,9.312,14.66441,0.0,0.0,113.0,30.18458,0.0,0.3,4.04,-1.0,2.890151,101.9976441009738,0.046015586042945394,1.4401618410665975,73.76362491316499,88.55710687540963,4204.7667669277935,0.4525713725490196,11.432291666666666,0.08800319845376517,0.063965001875443,384.8947379665751,0.07203134895359069,4.622094985645272,0.02671810003576519,0.04590865604987579,0.24488274370770732,0.04201982534859571,0.05671222159470902,62476.342377815046,49.40746203763985,0.10504193814605177,0.10750320427052823
36,136,27.5504,18.6887,15,14.0972,0,120,117,4,137,6,1.00908,26.70838,0.0,0.0,19.57143,9.312,15.26424,0.0,0.0,114.0,30.48411,0.0,0.3,2.93,-1.0,2.766426,101.89512152714354,0.04663090074226288,1.2730668514560786,75.83126251041064,88.47894724075626,4375.311009444956,0.4578,13.250626929012345,0.08777184335239613,0.06440802752329136,383.71155970389464,0.07315910239180494,4.732818041635062,0.02696003926254396,0.045635422837406896,0.24710036975093363,0.04160716517517046,0.05691704274188812,62290.09328486254,49.84421850133825,0.1054459932200907,0.10788935055729149
37,137,28.1097,18.8076,15,15.1417,0,120,117,4,137,6,1.00974,27.31722,0.0,0.0,13.46429,9.329,16.05932,0.0,0.0,115.0,30.79886,0.0,0.3,3.605,-1.0,2.532678,101.74388003598577,0.04660797755760532,1.3149991361551838,77.97482160588514,91.32676652009256,4603.869641126542,0.4600258823529412,14.98365162037037,0.08765578249044773,0.0652877525525452,382.8564023536829,0.07381489310352148,4.923738228390915,0.027192762816679428,0.04579779133829363,0.25315903677322665,0.04123269236982149,0.0574958995138595,62473.16012263236,50.25899100597994,0.10599384008206753,0.10829323855429035
38,138,28.2337,18.9817,16,14.6178,0,120,117,5,137,7,1.00632,27.50703,0.0,0.0,16.60714,9.32,16.16646,0.0,0.0,116.0,31.15614,0.0,0.3,3.589,-1.0,2.47132,101.65967646763355,0.04667047875107957,1.4498757913384377,78.90894196842677,87.25934893428276,4627.426026234568,0.4651466666666667,16.00535300925926,0.08799458519987438,0.06597075360965776,382.0820175445702,0.07467298554980742,5.05972568522975,0.027399519290096253,0.045216397547148734,0.2553766628164607,0.04089226023471223,0.05821590923646232,62344.568890888564,50.32594374668451,0.10643695029981001,0.10841292194050627
39,139,28.1875,19.6821,16,15.3477,0,120,117,5,137,7,1.00774,27.52566,0.0,0.0,12.67857,9.424,16.30603,0.0,0.0,114.0,31.20055,0.0,0.3,2.549,-1.0,2.489746,101.62668983420576,0.0461644939717983,1.520067018166874,78.97933844540235,87.83344369960852,4654.46857248746,0.4659266666666667,16.673996913580247,0.08906573474187096,0.06685946679599297,381.3567275957513,0.07579922493205371,5.121361045622476,0.027617474744760447,0.04476838723217912,0.25921770379552145,0.04058156065079807,0.05919318847713506,62170.137483223225,50.193252375096456,0.10663310819344914,0.10878083168947891
40,140,28.0746,20.4327,16,15.4397,0,120,117,5,137,7,1.00631,27.44756,0.0,0.0,12.10714,9.384,16.90309,0.0,0.0,115.0,31.11639,0.0,0.3,2.78,0.43068,2.386531,101.64285883638557,0.04615766399069385,1.3840876024063302,79.27383782151206,87.95847764102007,4596.859451345481,0.46633001960784304,17.126639660493826,0.09001146874775194,0.0676227254043405,380.6933690195233,0.07712976683501531,5.2141154016090105,0.027796066806590466,0.04437907843602155,0.25921770379552234,0.04029120608392782,0.05897383383943639,62220.06414666985,50.032166846004536,0.10722762395336943,0.10894471723963572
41,141,28.1746,20.6716,16,16.7211,0,120,117,5,137,7,1.00933,27.65105,0.0,0.0,14.75,9.427,17.5502,0.0,0.0,116.0,31.29482,0.0,0.3,2.437,-1.0,2.285554,101.56333014748078,0.045798179592394184,1.632523738686789,79.68703773856208,88.43421015955667,4586.68777539628,0.4676992156862746,17.47067901234568,0.09029748753907117,0.06823166037490633,380.0918679158403,0.0780264476275608,5.2932190812422215,0.02798375233103659,0.04399670510725815,0.26143532983875195,0.04000724927153679,0.05943740969701123,62197.7658893464,49.881447120949076,0.10802154703605191,0.10948155317203061
42,142,28.3219,21.0196,16,17.6802,0,120,117,5,137,7,1.01405,27.80983,0.0,0.0,15.32143,9.248,17.75275,0.0,0.0,116.0,31.48012,0.0,0.3,2.514,-1.0,2.351819,101.56677827221522,0.04545766769052209,1.5778341814887482,79.63735005766041,90.50041996162159,4632.258636723572,0.47046117647058816,17.12398726851852,0.09082935046462987,0.06897709118435326,379.52416410868346,0.07843589321255938,5.364112229104649,0.028162240107943808,0.04363255646769753,0.2614353298387519,0.03971240342615164,0.05987226194843742,62121.50361909841,49.85893984194155,0.10892157519945539,0.10978629104905399
43,143,28.2253,21.1113,16,18.3921,0,120,117,5,137,7,1.01336,27.69522,0.0,0.0,14.42857,9.425,18.05214,0.0,0.0,116.0,31.36746,0.0,0.3,2.687,-1.0,2.499545,101.58530596782393,0.04523086451356935,1.4926044556609825,78.79869973714403,87.95951490076922,4559.043834678819,0.46929686274509796,16.736014660493826,0.09136359500820841,0.0697989060923007,378.9523225151006,0.07903133769345251,5.380854504329146,0.028312832686982852,0.043288717385429804,0.25921770379552195,0.03942181998587208,0.060406930612024505,62057.913077420024,49.90291435335889,0.10978029943010978,0.10982731442972708
44,144,28.4108,20.7417,16,16.7402,0,120,117,5,137,7,1.01181,27.75738,0.0,0.0,14.14286,9.423,18.12647,0.0,0.0,115.0,31.45628,0.0,0.3,3.996,-1.0,2.661215,101.55224921264318,0.044951726765478504,1.5490331675050302,78.59057698593227,85.96606747803754,4643.770546982165,0.47371215686274504,16.072096836419753,0.09230502977793784,0.07069258604539522,378.3942719581423,0.07991450624936838,5.320916686557689,0.028490080009435655,0.04295976933961832,0.25094141073000215,0.03915625673610504,0.0607775311259427,61894.83046374553,49.87266295633198,0.11063637175048968,0.1097334699165321
