,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,cubrow.0,color_fulness,tone,cubrow.1.0,blockiness,cubrow.0.3,movement,cubrow.0.6,staticness,uhdhdsim,cubcol.1.0,cubrow.0.5,noise,cubcol.0.6,cubcol.0.3,saturation,cubcol.0,fft,blur,temporal,cubcol.0.5
10,510,48.915,4.19861,25,3.98949,0,116,132,6,125,5,0.98036,44.94127,0.0,0.0,3.57143,5.153,3.64078,0.0,0.0,128.0,54.44131,0.0001,0.0,1.048,-1.0,8.319147,90.639230258608,0.1021213388686714,161.89368210984844,0.7535066666666667,0.1460904977150584,2.2796594351081376,0.2119013820973602,1.138695987654321,0.13868789041498436,619.451264472108,92.86275310288252,0.006435565100728306,0.2447857054081364,0.22227149055436013,0.15198020885560914,0.06245746402200175,34.324963981722604,0.0063555642482119494,65037.372288573926,20049.23621141975,2.517551780774052,0.14242443037039057
11,511,49.0102,4.08894,25,4.32533,0,116,132,6,125,5,0.99138,45.04542,0.0,0.0,3.35714,5.17,3.57734,0.0,0.0,128.0,54.49155,0.00012,0.0,0.969,-1.0,8.526581,89.57319936615762,0.10213636868057151,162.00406502780854,0.7530462745098039,0.14607206102367343,2.257153416693815,0.21158336713447687,1.1762635030864197,0.13876241830764846,619.6230386158828,92.81806116209259,0.006336665470903457,0.2449114109539353,0.21843044957529992,0.1518802677481755,0.06391500457118411,34.256289258415315,0.006319875045572494,65008.81313576244,20090.95178016882,2.515041555874928,0.14409373079064047
12,512,49.0861,4.04283,25,4.73979,0,116,132,6,125,5,0.98851,45.13116,0.0,0.0,3.10714,5.171,3.48019,0.0,0.0,128.0,54.50621,0.00015,0.0,0.98,-1.0,8.31494,90.96042818734121,0.10214668215873741,161.95026382524588,0.7535066666666667,0.14611254294108325,2.2822330235554147,0.2112212390295387,1.0246431327160495,0.13875117935034637,619.6824494541032,92.77719124556194,0.006310701837354306,0.24475955413151634,0.2200538645111311,0.15172841112285163,0.06496824882597435,34.26801215277778,0.0063328636300736384,64915.21605169768,20103.287380782207,2.5013905597707624,0.14498070356078588
13,513,49.1781,4.70402,25,4.40599,0,116,132,6,125,5,0.99079,45.2263,0.0,0.0,3.17857,5.155,3.43953,0.0,0.0,128.0,54.55832,0.00011,0.0,1.0,-1.0,8.321429,91.74426434071087,0.10210311625334509,161.75688644139916,0.7531999019607842,0.1462902224777086,2.318818105354336,0.21115460202914482,0.7924382716049383,0.138806896104906,619.7984228070811,92.76574555434216,0.006333361713136877,0.24460088873949312,0.22227149055435755,0.1516858545283681,0.06536367205104553,34.24751959906684,0.006345769108510998,64979.21692912475,20194.99554421335,2.444683641232517,0.14587961348413359
14,514,49.1268,5.42941,25,4.47149,0,116,132,6,125,5,0.99242,45.17614,0.0,0.0,3.17857,5.161,4.01355,0.0,0.0,128.0,54.56167,0.00017,0.0,0.992,-1.0,8.293935,89.11299983268353,0.10211761744404875,161.44535377448042,0.7535066666666667,0.14621600184162842,2.0733028744516457,0.2112452520501113,0.6852334104938271,0.13880101018185767,619.7739476094915,92.76820857597716,0.00628421695966476,0.24464921546375834,0.22005386451113132,0.15157503383654208,0.06508668202878308,34.32988899136767,0.006347824506328066,65011.61085541941,20239.14862146681,2.5135527706543574,0.14596965482840285
15,515,49.1451,5.78426,25,4.65381,0,116,132,6,125,5,0.98263,45.19241,0.0,0.0,3.07143,5.157,4.63764,0.0,0.0,128.0,54.572,0.00013,0.0,0.939,-1.0,8.443608,89.74289383374156,0.10212203760028019,161.9379454098187,0.7535066666666667,0.14619735407337545,1.8539977133969812,0.21133543835469687,1.0315875771604939,0.13856095660257908,619.7253020932864,92.76670888911428,0.0062856013345652575,0.24457237744568236,0.2200538645111312,0.1515692093360966,0.06360429703875205,34.21435603389034,0.006315715011794217,64976.78780968484,20298.13579108445,2.4935650851437057,0.14537147001317882
16,516,49.0894,6.22312,25,4.40942,0,116,132,6,125,5,0.98341,45.14271,0.0,0.0,2.96429,5.154,4.94952,0.0,0.0,128.0,54.5488,0.0001,0.0,0.963,0.49203,8.403429,92.38534701555184,0.10215530817116597,162.12901243472896,0.7535066666666667,0.14605385330935994,2.290294786890071,0.21195130374328308,1.0329378858024691,0.13856146154522866,619.5120536929066,92.75912023971745,0.006242294801632483,0.24454381835990385,0.2162128235320709,0.1515008718601173,0.06248507869643527,34.10468452359423,0.006379473900776625,65014.36303896247,20340.69424548464,2.424917833288293,0.14451246345209878
17,517,49.0714,6.52091,25,3.89316,0,116,132,6,125,5,0.98812,45.1277,0.0,0.0,2.71429,5.131,5.32517,0.0,0.0,128.0,54.55854,0.00012,0.0,0.992,-1.0,8.53017,91.96300548438836,0.1021525600814974,162.37900968441383,0.754093725490196,0.145790654024153,1.8024244989841025,0.2125544409444558,0.9107831790123457,0.13847956994151256,619.2162211829254,92.73974450475004,0.006223071548927405,0.24453195090245253,0.22005386451113162,0.15152751882844265,0.06148671094901186,33.999468956464604,0.006246392494786737,64958.268086657,20352.723855422482,2.3661814771197514,0.1432925707673992
18,518,49.0336,6.13356,25,4.14431,0,116,133,6,125,5,0.98858,45.09297,0.0,0.0,3.57143,5.129,5.58994,0.0,0.0,128.0,54.53888,0.00016,0.0,1.012,-1.0,8.428302,90.52162484002487,0.10220307233372099,162.01686210729815,0.7596454901960785,0.14560446878629252,2.5182527965227717,0.21316308074873774,0.7415605709876543,0.13845312499396017,618.7382982535407,92.71915263868533,0.006225179529146694,0.24450244991074516,0.21843044957529675,0.15148210718688934,0.06054299977639293,34.01499053578318,0.006247075967822113,64912.2301190635,20291.620110878594,2.2521338332753538,0.14212227883492062
19,519,49.0367,5.47834,25,3.73674,0,116,133,6,125,5,0.98538,45.09746,0.0,0.0,3.46429,5.128,5.24396,0.0,0.0,128.0,54.5479,0.00019,0.0,0.92,-1.0,8.360751,89.6147038916088,0.10218274118739937,161.936805720883,0.7611564705882353,0.1453908173213902,1.9107436291660378,0.21359911861459596,0.5709876543209876,0.13833006564130115,618.2144110775126,92.7350547248208,0.006196240469343135,0.2444875475288271,0.222271490554361,0.1514129905552248,0.05964032223400322,34.057488523883585,0.00624743246824124,64941.919243947785,20344.537066712313,2.1501884069041917,0.14123995696052644
20,520,48.9572,2.93414,25,3.60417,0,116,133,6,125,5,0.98653,45.00951,0.0,0.0,3.92857,5.103,4.68419,0.0,0.0,128.0,54.5063,0.00011,0.0,0.958,-1.0,8.377136,89.51185488261038,0.10214544731825526,161.93473294230955,0.7613498039215687,0.14516878037889006,1.77822487274488,0.21419148884851055,0.7401620370370371,0.13838642899954934,617.5897749098987,92.72808845751726,0.006185893243802052,0.24446163660150894,0.22227149055435969,0.15131509326579212,0.058753543491772225,33.954809871720684,0.0062252075827864016,64892.04347126515,20290.957433401687,2.089354801148504,0.1403821160986862
21,521,49.0002,2.17405,25,3.40776,0,116,133,6,125,5,0.99209,45.04383,0.0,0.0,3.60714,5.12,2.47272,0.0,0.0,128.0,54.53127,0.00013,0.0,0.973,-1.0,8.379191,88.77496228120768,0.10218014481877834,162.28673272447662,0.7613647058823529,0.14492549572555752,2.3428906373951692,0.2146388468403607,0.6322337962962963,0.1385320938855718,617.050720350434,92.72989195928034,0.00625394840874872,0.24444060994356337,0.22005386451113607,0.15127049514161348,0.057833305408184606,33.868613537446954,0.006186333747526268,65009.43685487051,20365.59142979103,2.074214069142727,0.13953710123598842
22,522,48.9833,2.37877,25,3.13072,0,116,133,6,125,5,0.99119,45.01171,0.0,0.0,3.71429,5.099,1.80751,0.0,0.0,128.0,54.5078,0.00014,0.0,1.0,-1.0,8.364218,88.69287403109372,0.10217072880557969,161.9511884840068,0.7615893137254901,0.14471375980343265,2.4853259187355143,0.2149711237525862,0.5629340277777778,0.1386426058187141,616.5251187947107,92.72849102885368,0.0061809723296444965,0.24438426767747795,0.22005386451113096,0.15124645004248727,0.057029370376957,33.85567107024016,0.00619475023703252,64969.012861394476,20320.589831904377,2.0902482463768464,0.13870766830852707
23,523,49.0136,2.52365,25,3.23777,0,116,133,6,125,5,0.99411,45.03989,0.0,0.0,3.5,5.123,1.98857,0.0,0.0,128.0,54.52769,0.00012,0.0,1.022,-1.0,8.379258,89.38750864913781,0.10222635857786162,162.15640475321763,0.7615580392156863,0.14446914708308217,2.2471072034683623,0.21524913314339372,0.5135995370370371,0.13880611163730236,616.0959792824175,92.69683686956509,0.006201724388663595,0.24440403768059493,0.22167727944696403,0.15141359439959048,0.05625950034875793,33.90970564477237,0.006172503322592097,64875.86253252995,20389.23317240307,2.1546920625733184,0.13789320726525575
24,524,48.9255,2.56181,25,3.26206,0,116,133,6,125,5,0.99507,44.95214,0.0,0.0,3.96429,5.105,2.11629,0.0,0.0,128.0,54.50484,0.00012,0.0,0.964,0.48148,8.405944,89.37701638140206,0.10224290539876577,161.90418351757884,0.7619368627450981,0.1443203660254158,2.1065181914936573,0.21557137386749284,0.4853395061728395,0.13897272439012992,615.6832882644821,92.72769484558181,0.006120180282209835,0.24438383250279255,0.2200538645111334,0.1514168658143646,0.055545081435700736,33.974120340229554,0.00614931053379108,64961.365551939285,20278.902041120768,2.190198218334749,0.13709817849573291
25,525,48.974,2.40474,25,3.29774,0,116,133,6,125,5,1.00307,45.00844,0.0,0.0,2.96429,5.107,2.14854,0.0,0.0,127.0,54.51452,0.00011,0.0,0.964,-1.0,8.346801,88.8395094933233,0.1022456007534623,161.8915617047578,0.7616552941176471,0.14413265654744944,2.2991186446524106,0.21591966266501997,0.5958719135802469,0.13905556614765405,615.3277737606013,92.72012027704392,0.006170921582729594,0.24441025917481285,0.22227149055436032,0.1514026329568978,0.05491453218171778,33.985383963879244,0.006168424233963212,64934.244070271736,20313.513401594133,2.1929459692789868,0.13635666941419153
26,526,48.892,2.35369,25,3.16833,0,116,133,6,125,5,0.9995,44.93432,0.0,0.0,3.10714,5.078,2.01372,0.0,0.0,128.0,54.48655,0.00013,0.0,1.022,-1.0,8.307795,88.67150785951678,0.10220306585037818,161.9311412076905,0.7619368627450981,0.14398343884248535,2.200668249628891,0.21620341433998766,0.6153549382716049,0.1392346367336565,614.982610359322,92.74386300856034,0.006142823201997913,0.2443902367177897,0.22227149055436066,0.15136306923407641,0.054357334508957224,33.96118710364824,0.006174464315622339,64897.8136189139,20177.959063404338,2.156679856658198,0.13563741485078218
27,527,48.9053,2.42015,25,3.16035,0,116,133,6,125,5,1.00155,44.94036,0.0,0.0,2.96429,5.1,1.96621,0.0,0.0,127.0,54.48181,0.00015,0.0,0.968,-1.0,8.397783,84.78217752345103,0.10216504203576814,161.96547433136206,0.7615949019607844,0.14377148379886212,2.0631203492463515,0.21648366390964335,0.6146315586419753,0.13943793864886278,614.6923790306527,92.74404070661829,0.0061779739681675355,0.24442521593464447,0.22124228672593602,0.15124252598449067,0.05379206106636224,33.91636036060475,0.006156150551036201,64857.03326225709,20169.665683540996,2.16272682360228,0.1348819544819738
28,528,48.8199,2.52812,25,3.2122,0,116,133,6,125,5,0.99772,44.84255,0.0,0.0,3.25,5.111,2.02942,0.0,0.0,128.0,54.47147,0.00014,0.0,1.058,-1.0,8.297668,86.17713120331264,0.10213535727119288,161.88082641000102,0.7623767450980392,0.14346755895760552,2.0963864833608445,0.21665061156143559,0.6021412037037037,0.1396156491804956,614.4017797068253,92.7567231415454,0.0061163570452656,0.24441092099632553,0.222271490554358,0.15113479750232925,0.05326230149297847,33.96732697663484,0.006141538984767704,64944.260752428585,20182.861095849523,2.244249016003646,0.13401952002437484
29,529,48.8571,2.28808,25,3.55131,0,116,133,6,125,5,1.0004,44.8621,0.0,0.0,3.5,5.123,2.12158,0.0,0.0,128.0,54.48236,0.00011,0.0,0.975,-1.0,8.462372,90.40209261139688,0.10214785754144454,161.82583678467273,0.7619080980392154,0.14313509024964122,1.8684819248224163,0.21687212345005527,0.5845389660493827,0.13974953652601096,614.1541875916133,92.7547078591208,0.006130153687117003,0.24445696648022064,0.22005386451113215,0.15111583645637375,0.05266827059988065,33.99179491584683,0.006121666490195087,64921.563139260004,20245.235265393996,2.3241300186014113,0.1333499208462225
30,530,48.7972,2.15999,25,3.22222,0,115,133,6,125,5,0.99108,44.80064,0.0,0.0,3.64286,5.107,1.91375,0.0,0.0,128.0,54.4584,0.00013,0.0,0.918,-1.0,8.385232,86.07976836077331,0.10218059561438905,161.7855531528636,0.7619368627450981,0.14269455046672216,2.001414000755734,0.21716723666657592,0.626977237654321,0.13986882499642547,613.9037883492942,92.77336422039241,0.006140557460935022,0.24444863288244542,0.22005386451113118,0.15114826365963707,0.05216634208135895,33.98987588764709,0.006137583252754181,64828.67357716052,20154.75617894752,2.2127230058382463,0.13283529353883192
31,531,48.8374,2.08452,25,3.25242,0,116,133,6,125,5,0.98915,44.85927,0.0,0.0,3.0,5.094,1.79813,0.0,0.0,128.0,54.45596,0.00013,0.0,0.992,-1.0,8.405019,90.48196708267585,0.10221072807335084,162.00882038560994,0.7616552941176471,0.142303551251511,2.3741196272694056,0.21738825296511605,0.5640914351851852,0.14003216526324366,613.6966462251106,92.78289540243362,0.006158675804288579,0.24454692860637275,0.2200538645111335,0.1511988374583338,0.051727045836676824,33.92440588680314,0.0061318821749605165,64887.863377837246,20162.927105332412,2.1430314396401204,0.13260997910981062
32,532,48.7984,2.40721,25,3.2101,0,115,133,6,125,5,0.99077,44.81119,0.0,0.0,3.21429,5.109,1.73182,0.0,0.0,128.0,54.44533,0.00012,0.0,0.922,0.47968,8.438737,85.94891720145965,0.1022472942153803,161.46794512859518,0.7618925490196078,0.14193539250775233,2.1449639536509366,0.21763773008776172,0.4988425925925926,0.14018727896086117,613.4786093702421,92.7689622982078,0.006117421265589956,0.24455731788080423,0.2162128235320707,0.1511866500756144,0.05130092286353309,33.99674648708768,0.0061486936349460855,64819.010548595696,20145.41654000533,2.1208462186418826,0.13244676388044876
33,533,48.782,2.6238,25,3.46389,0,116,133,6,125,5,0.99339,44.79015,0.0,0.0,3.39286,5.131,2.01524,0.0,0.0,128.0,54.44985,0.00013,0.0,1.026,-1.0,8.301854,90.60374689936938,0.10225912705014036,162.06700489849746,0.7615949019607844,0.1415062395013713,1.7705109508143169,0.217750404386025,0.4099151234567901,0.14027981445484775,613.3116000117949,92.80371287680822,0.006119969822945225,0.24467453724003407,0.22005386451112316,0.15119241776386336,0.05085480862771037,33.90256227092978,0.006111622950164741,64892.17736829967,20196.81393526234,2.2147843915328114,0.1320111969078276
34,534,48.8095,2.66281,25,3.4384,0,115,133,6,125,5,0.99662,44.78917,0.0,0.0,3.5,5.117,2.20743,0.0,0.0,128.0,54.44828,0.00015,0.0,0.965,-1.0,8.417693,90.29134541364833,0.10224970186034753,161.7601959202003,0.7625403921568628,0.14115286526914814,2.2046805984417364,0.2179278818299608,0.3581693672839506,0.1403910379783502,613.1198467041744,92.76536513305709,0.006116184170420681,0.24468299614182046,0.2162128235320715,0.15118853430846232,0.0503732187468005,33.944083884910306,0.006105429556849649,64912.7533973599,20260.19076141951,2.3001562377042553,0.1322648043909563
35,535,48.874,2.69309,25,3.54112,0,115,133,6,125,5,0.99591,44.8465,0.0,0.0,3.35714,5.096,2.23802,0.0,0.0,128.0,54.4681,0.00014,0.0,0.961,-1.0,8.303412,90.10083501898396,0.10224584640172256,161.75310782306107,0.7619678431372549,0.14086223432854966,1.8278922437955683,0.21814123397644303,0.33232060185185186,0.14055477336709443,612.9819391863139,92.78646366302175,0.006151810618708392,0.24477125027820326,0.22227149055435844,0.15121923376289909,0.04991583188658911,33.95793943051938,0.006116879128074493,64981.655780726316,20412.687657064413,2.2943061048668327,0.13324538601834157
36,536,48.8456,2.73495,25,3.47094,0,115,133,6,125,5,0.98444,44.81737,0.0,0.0,3.64286,5.079,2.26776,0.0,0.0,128.0,54.45306,8e-05,0.0,1.08,-1.0,8.264508,91.38676333065015,0.10223678699531083,161.22795160106602,0.7630313725490196,0.14043361834257875,2.1827645625453433,0.21832896333351226,0.3145736882716049,0.1406972060868566,612.8341608521158,92.79946345517013,0.006134015834256247,0.2448286601886491,0.22005386451113007,0.15119748395983962,0.049504545343038456,34.066734596535014,0.006098546600089444,65020.44997287876,20364.37413933751,2.262089008438608,0.13396294082758403
37,537,48.8713,2.91391,25,3.63312,0,116,133,6,125,5,0.98359,44.8536,0.0,0.0,3.03571,5.112,2.30451,0.0,0.0,128.0,54.45794,0.00014,0.0,0.995,-1.0,8.311979,89.85661420497631,0.10223999895878494,161.70086358190167,0.7621305882352941,0.14004400987911453,2.2275106843998183,0.21852921388427787,0.28641010802469136,0.14085924370206782,612.7298705418156,92.86720972698099,0.006126155098422558,0.24487472294849022,0.22005386451113193,0.15116572589764343,0.04912372477637007,33.96632479443962,0.00611283297048432,65042.78359311944,20373.39639697621,2.215551475023175,0.13454595486172227
38,538,48.7599,3.03415,25,3.54796,0,115,133,6,125,5,0.98254,44.76311,0.0,0.0,3.53571,5.088,2.45822,0.0,0.0,128.0,54.43596,0.00018,0.0,1.103,-1.0,8.309313,89.6877527287828,0.10224484738871387,161.7479057822741,0.7619368627450981,0.1396505055344087,2.2601479039959704,0.21852301547269576,0.2751736111111111,0.1409634027094368,612.611532562116,92.84231387366171,0.0061531790964664155,0.24490268397152445,0.22227149055435888,0.15111697268023105,0.04878365812172699,33.908646195023145,0.006118143328836996,64902.11742578106,20141.376473442433,2.2238334002986715,0.13517665042134036
39,539,48.6789,3.11894,25,3.61206,0,116,133,6,125,5,0.98078,44.69371,0.0,0.0,3.32143,5.11,2.56314,0.0,0.0,128.0,54.47609,0.0001,0.0,1.069,-1.0,8.252317,90.07536766861953,0.10220439490034224,161.65185384127545,0.7622129411764706,0.13940602656900036,2.1822107751438145,0.2183840611102609,0.26938657407407407,0.14104810316689514,612.5381751050484,92.83175041702201,0.006148698476777562,0.24493639668672304,0.22227149055436027,0.15111775406112277,0.04844571466732343,33.993680412386674,0.006092981288644234,64941.82761492243,20031.76822380828,2.267093987724584,0.13571588285481354
40,540,48.4945,3.06106,25,3.63352,0,115,133,6,125,5,0.97613,44.5272,0.0,0.0,3.25,5.13,2.63593,0.0,0.0,128.0,54.43921,0.00017,0.0,1.103,0.48418,8.38624,89.13464758429292,0.10222151545648758,161.86856065376136,0.7619368627450981,0.13920627173143266,2.2978685014713247,0.2181276208041101,0.2730034722222222,0.14105558258230436,612.4402388162814,92.86567359646101,0.006134056482456428,0.24495359376689205,0.21621282353207083,0.15106597352276963,0.048086121811059195,33.94880600917487,0.006086652808465668,64883.64418240026,19762.19070104589,2.2951450523814816,0.13611666970216135
41,541,48.448,2.91703,25,3.67206,0,116,133,6,125,5,0.97949,44.49111,0.0,0.0,3.57143,5.164,2.58838,0.0,0.0,128.0,54.46435,0.00017,0.0,1.042,-1.0,8.420224,85.77107175593396,0.10220343033138715,161.88000584327506,0.7614686274509804,0.13894672249386214,2.220097220786439,0.21788495721360002,0.2691936728395062,0.14106441761183075,612.3765864704449,92.92558378748005,0.006153615741178206,0.24499832911916272,0.22227149055436046,0.15103478502146175,0.04779657534460589,33.95266101978443,0.0061100718820037295,64943.323363573945,19819.383484424015,2.305570546024448,0.1364439151644164
42,542,48.4211,2.74183,25,3.53791,0,115,133,6,125,5,0.98656,44.47423,0.0,0.0,3.39286,5.104,2.46014,0.0,0.0,128.0,54.44694,0.00015,0.0,0.991,-1.0,8.409982,91.45719138407186,0.1022188614263951,161.85677261146026,0.7616552941176471,0.13874964854132166,2.2731527217117686,0.21758902088539073,0.2553047839506173,0.14101290663183463,612.2924828513736,92.93419772526299,0.006141683294749974,0.24503016516194318,0.22005386451112563,0.15100208217262784,0.04748506289127837,33.97096346631462,0.006109437709075026,64964.25895538122,19747.21122910184,2.270496067377195,0.13687884796474806
43,543,48.4523,2.61065,25,3.4787,0,116,133,6,125,5,0.98084,44.51671,0.0,0.0,4.03571,5.108,2.31208,0.0,0.0,128.0,54.45661,0.00012,0.0,1.031,-1.0,8.426786,89.38737306541692,0.102263891442552,161.98219812424333,0.7613498039215687,0.13857431773260978,2.4779266152828305,0.21737701673623844,0.2496141975308642,0.14096348602811126,612.2354869520332,92.91429652438553,0.0061345148469931915,0.24508431386028662,0.2222714905543596,0.15100456038080742,0.04721597571597839,33.92310738269194,0.006120932949103043,65016.41899025523,19775.181279818193,2.2180510621722154,0.13718902171251735
44,544,48.4314,2.32042,25,3.45182,0,116,133,6,125,5,0.98498,44.50314,0.0,0.0,3.75,5.118,2.19437,0.0,0.0,128.0,54.4502,0.00012,0.0,0.996,-1.0,8.403118,85.80784661028306,0.10228643676328099,161.8051011264222,0.7613498039215687,0.13841511256156935,2.116900197522372,0.21718005711461094,0.27117091049382713,0.14089442879777248,612.1599700387277,92.91628818475631,0.00615690087299182,0.24513146528424007,0.2200538645111306,0.15093354534020395,0.04697799964513539,33.960037796585645,0.006120229594163554,64971.603550794476,19732.019116682866,2.190290548120314,0.1376855404616257
