,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,temporal,movement,cubcol.0.5,cubrow.1.0,fft,cubrow.0.5,cubrow.0.3,blockiness,contrast,noise,cubcol.0.3,uhdhdsim,cubrow.0,cubrow.0.6,color_fulness,blur,saturation,cubcol.0,cubcol.0.6,cubcol.1.0,tone
10,110,121.344,25.7232,144,47.5331,0,115,129,18,125,13,1.0016,118.10153,0.0,0.0,1.17857,3.822,22.22453,0.0,0.0,128.0,58.36191,0.0038,0.42,5.294,-1.0,0.006258,213.08842855593852,5.2851904876008335,11.610001929012345,0.4224223126876455,0.37556029567454896,84968.00624120781,0.3322246009124863,0.397549212782235,2.173012888848998,95.2533423601194,0.6561613341679656,0.38207714226466005,80.07356016017758,0.1693355844690007,0.4367370717760229,147.6546267846666,197640.53956809288,22.891669567720392,0.23623637565139075,0.38059528466505677,0.36786998347265465,0.8918329411764705
11,111,121.368,25.5909,143,47.1694,0,115,129,18,125,13,1.01031,118.17996,0.0,0.0,1.32143,3.805,22.08007,0.0,0.0,128.0,58.28826,0.00395,0.41,4.994,-1.0,0.005178,211.40211189652015,5.2907046855743936,13.641734182098766,0.4283209456969968,0.3769129148653542,84972.4825008567,0.3306290849023384,0.39673725930733994,1.9303986093999883,95.44944490748112,0.6563205525543251,0.3794276131323047,80.05575692437253,0.1698799298136348,0.4397688421215694,147.79352060400709,197189.48915978588,22.837069664472416,0.23572919567207093,0.3785848174730658,0.3702878049764479,0.8915241764705881
12,112,121.596,25.4947,144,47.7928,0,115,129,18,125,13,1.01483,118.39281,0.0,0.0,0.71429,3.777,21.96678,0.0,0.0,128.0,58.2609,0.0043,0.41,5.257,-1.0,0.005099,209.8354341883478,5.3209575923017915,12.444299768518519,0.43475984376447513,0.37971036781520195,85043.94063767824,0.3290383105833208,0.3966165533517682,2.5851184217369054,93.373126388705,0.6563205525543275,0.3764047471839249,80.05238261386901,0.1695528860380384,0.43984470848379026,147.94784010081315,198561.29176090597,22.828599717881946,0.23561053799436874,0.37670824941223324,0.3701906229525289,0.890158431372549
13,113,121.335,25.6645,143,47.551,0,115,129,18,125,13,1.01071,118.10545,0.0,0.0,1.39286,3.779,21.88235,0.0,0.0,128.0,58.25695,0.0041,0.42,4.491,-1.0,0.006559,208.36102763626064,5.2492469116194265,10.111738040123457,0.4374086116552379,0.38229850098993917,84935.7643593773,0.32894030814440184,0.396396025082291,2.4571218960817562,90.27461212818773,0.6524795115752632,0.3764630823619334,80.07888870816453,0.17084330978421616,0.4415576569054343,147.6722714177899,198293.8170273275,22.896733790268133,0.234928953931754,0.3771003683636679,0.37045511493864575,0.8898835294117646
14,114,121.621,25.3556,143,49.1588,0,115,129,18,125,13,1.00721,118.33033,0.0,0.0,1.5,3.792,22.02924,0.0,0.0,128.0,58.27463,0.00411,0.42,4.579,-1.0,0.006633,206.92768733009447,5.340192815270769,9.750048225308642,0.43750625846579166,0.3871573991492996,85072.49232329853,0.32890086691813486,0.3951781750595797,2.777623501528812,93.24193096945757,0.6585381785975546,0.37551005922463454,80.0234468431016,0.17050809472973166,0.44406525461165186,147.83553327754282,199776.3764763089,22.860045633198304,0.23331158341491967,0.37849836933418834,0.3706603763136217,0.8893556862745098
15,115,121.373,25.3932,143,47.4421,0,115,129,18,125,13,1.00593,118.08869,0.0,0.0,1.39286,3.798,21.76514,0.0,0.0,128.0,58.28542,0.00411,0.42,4.784,-1.0,0.00707,205.59734687209337,5.220907983883946,11.029176311728396,0.43728152079458027,0.38943592609824657,85012.60541922183,0.3273949130246575,0.3945733359274971,2.8643225744386758,90.5466613296523,0.6563205525543249,0.3738353531872503,80.03217271994261,0.16861793968549643,0.4444070927476757,147.7561659844198,197658.91192824047,22.878210185486594,0.2326563048035953,0.3801339446338179,0.37138154831960096,0.8892505882352941
16,116,121.234,25.5024,143,48.961,0,115,129,18,125,13,1.00793,117.9644,0.0,0.0,0.78571,3.792,21.79746,0.0,0.0,128.0,58.30078,0.0042,0.42,4.997,0.17734,0.006333,204.35870852865506,5.179197207978839,11.880304783950617,0.4366220781690882,0.38987689010794335,84935.44512093316,0.3264089364029488,0.39294577315943063,2.811395190809471,92.9864807661503,0.654697137618492,0.37288124038211085,80.04232204608805,0.16719451728750592,0.4433914513509833,147.79940548125904,196800.3611404608,22.839770093376256,0.23170272502203493,0.3819365574064673,0.3721199750859662,0.8890203921568627
17,117,120.926,25.3984,142,47.9888,0,115,129,18,125,13,1.01036,117.68343,0.0,0.0,0.85714,3.826,21.89197,0.0,0.0,128.0,58.28686,0.00388,0.41,5.292,-1.0,0.00816,203.19972670395555,5.199094042663081,11.623505015432098,0.43561753283030696,0.39208470913089416,84922.75058755533,0.32569839880970847,0.3901665864060401,2.45107610862624,95.38166721537137,0.6524795115752644,0.3740690285679254,80.04583994584594,0.16556634735785017,0.4414373242347101,147.9174225845865,195140.18356310637,22.77392088336709,0.2304230077668357,0.3844175436820527,0.37118441142113584,0.8895858823529411
18,118,120.86,25.0514,143,46.2032,0,115,129,18,125,13,1.01886,117.61472,0.0,0.0,1.75,3.797,21.79959,0.0,0.0,128.0,58.28875,0.0038,0.42,5.044,-1.0,0.007079,202.1216663772967,5.192542358226393,11.347366898148149,0.4360768479705087,0.39477952337277905,84956.12153475243,0.32450622058688533,0.387559393336434,1.4599559415673935,93.04676904264284,0.6551321303395355,0.3729308436321179,80.04532704045786,0.16445605576595076,0.4407905483920984,147.90822858270622,195258.45867508987,22.772298553843555,0.22898562644411005,0.3861051374826924,0.37148433902486433,0.8898835294117646
19,119,121.04,25.2566,142,47.9152,0,115,129,18,125,13,1.01025,117.82058,0.0,0.0,1.03571,3.797,21.50475,0.0,0.0,128.0,58.33179,0.00376,0.42,5.306,-1.0,0.007734,201.1306203322871,5.193516609796735,11.032793209876543,0.4376128954454606,0.39651225399919715,85021.5248652483,0.32301828300827246,0.3865459446086809,2.3262942103156576,94.50286360990634,0.6546971376184912,0.37217233069158345,80.04609470011599,0.16444981002052478,0.44009407320274113,147.83620189671984,195953.14081554525,22.83331524884259,0.22821326275199666,0.3862173819906014,0.37162642476010105,0.8901513725490195
20,120,121.54,25.6335,143,47.0745,0,115,129,18,125,13,1.00409,118.37039,0.0,0.0,0.82143,3.787,21.68208,0.0,0.0,128.0,58.3799,0.00412,0.42,4.871,-1.0,0.007061,200.16693142407874,5.18319670349579,12.877700617283951,0.43961659323091173,0.39693746119496015,85029.88476892014,0.32261147916842203,0.38478578182934214,1.5928145044760984,95.3339414859621,0.6585381785975558,0.3705969559874692,80.00924920091562,0.1654357984061036,0.4389064146224409,147.90116319404086,198609.38682703083,22.86555838879244,0.2292074701814471,0.3865430262475513,0.3723013649408358,0.8914909019607842
21,121,121.673,25.8267,143,45.716,0,115,129,18,125,13,0.99857,118.50427,0.0,0.0,0.89286,3.807,22.00283,0.0,0.0,128.0,58.38667,0.00404,0.42,5.135,-1.0,0.005801,199.24616415330075,5.242706988045393,13.086323302469136,0.43956556571048466,0.396744986520264,84980.07704957803,0.3217037381196364,0.3827708600632762,1.787783044050887,91.48854841719269,0.6563205525543293,0.36858962602703665,80.01572967264224,0.166395829427975,0.440035157898792,147.58672442009134,198740.54486613424,23.00249226888021,0.22997190067839407,0.3865829650788338,0.3736399504966788,0.8915580392156862
22,122,121.692,26.3494,144,47.1395,0,115,129,18,125,13,0.99138,118.57574,0.0,0.0,0.96429,3.805,22.16871,0.0,0.0,128.0,58.33649,0.00404,0.42,5.409,-1.0,0.00627,198.35640193147145,5.324270608288807,12.925588348765432,0.43996796580775377,0.39728984228991326,85037.28442470898,0.3203460194676551,0.3809447234771536,1.6136584429304204,95.13285695630907,0.6546971376184958,0.3667302719067918,79.97658995660764,0.16959928900074409,0.44080100807459593,147.60652289119173,198567.04488140033,22.954308403862846,0.23200246642981828,0.3865845217063505,0.37447957375000385,0.8915878431372548
23,123,121.31,25.832,143,48.4955,0,115,129,18,125,13,0.99293,118.17781,0.0,0.0,1.10714,3.825,22.61952,0.0,0.0,128.0,58.31434,0.00394,0.42,5.718,-1.0,0.006381,197.47119410081302,5.309674175822379,12.823447145061728,0.44047382178006056,0.3972255727167146,84929.47118254147,0.3197859498843388,0.37814335775307156,1.6722547507797607,95.40785299800027,0.65794396749016,0.3647842095927877,80.03448184033562,0.17316587303022588,0.4405558563475435,147.9503136931466,197029.40273472675,22.824921596197434,0.2352207482166459,0.386526168740094,0.37497707955586496,0.8918329411764705
24,124,121.408,25.6454,143,47.0403,0,115,129,18,125,13,0.99781,118.26679,0.0,0.0,0.89286,3.821,22.17249,0.0,0.0,128.0,58.33632,0.00395,0.42,5.966,0.17413,0.006753,196.61227388457635,5.2350024154103165,13.276909722222221,0.4408214947278095,0.39716522336081345,84906.01689404705,0.32036460975944386,0.3752328707929716,2.23718225008971,92.04236375731645,0.6563205525543306,0.3636128591435895,80.01048102430416,0.17718778502226998,0.439607276926051,147.98220708208976,197511.67832207103,22.74199328010465,0.23713681596756833,0.38701144126530096,0.3747843396530209,0.8918329411764705
25,125,121.432,25.3933,143,45.7419,0,115,129,18,125,13,0.99969,118.27654,0.0,0.0,0.35714,3.836,22.01863,0.0,0.0,128.0,58.3923,0.00417,0.42,5.102,-1.0,0.005874,195.78628838243534,5.201374146989938,14.02806712962963,0.44059568680949635,0.39614924001927176,84977.02442752286,0.32076304455871163,0.37375936291004414,2.1231335768298685,92.12697188824595,0.6585381785975568,0.3621110404424916,80.02213948820187,0.17724134017010038,0.43880113564610107,147.4184083488655,197652.20297291208,22.886883205837673,0.23715975849511067,0.3886955747909944,0.37459665432612843,0.8918031372549019
26,126,121.628,25.7702,144,46.3063,0,115,129,18,125,13,1.00146,118.4589,0.0,0.0,0.46429,3.826,21.79631,0.0,0.0,128.0,58.42299,0.0039,0.42,5.281,-1.0,0.00419,194.96862469436763,5.253133143692446,13.950617283950617,0.44057535647434243,0.39556448142539036,85009.70921981086,0.32189039961777044,0.3731219687161959,2.27288795065736,92.08308029479893,0.6585381785975585,0.36112531093210287,80.0089887667815,0.17831247530420333,0.43860868451912133,147.52761042904115,198605.98243839317,22.871601622781636,0.23831714846522964,0.38871873275894064,0.3740890689977052,0.8915580392156862
27,127,121.411,25.599,143,45.9149,0,115,129,18,125,13,0.9957,118.2423,0.0,0.0,0.46429,3.802,22.12201,0.0,0.0,128.0,58.35466,0.00392,0.41,5.632,-1.0,0.006825,194.13782998270017,5.298983546568192,13.845341435185185,0.440347554582849,0.3943831611542535,84966.84425844318,0.323009258254099,0.37273945191782115,1.8780036104716884,95.4443476828618,0.6579439674901607,0.3591257603306664,80.02536065329961,0.1802743240494818,0.4390239594792184,147.53630956179197,197639.80833817774,22.769505630304785,0.23861251053959603,0.3901412025786556,0.37379948501835436,0.8912596078431372
28,128,121.671,25.702,143,47.1123,0,115,129,18,125,13,1.00483,118.48388,0.0,0.0,1.03571,3.794,21.97596,0.0,0.0,128.0,58.22103,0.00388,0.41,5.658,-1.0,0.006911,193.30457624407165,5.178416113191178,13.74435763888889,0.44132207592162565,0.39274108465005436,84966.72396360716,0.32500521794331827,0.3734412772865353,2.0063385155494786,93.98956608494166,0.6569147636617289,0.3579687853077505,79.98747635547225,0.1825008578267726,0.4395617996493723,148.04333606196397,198694.8048411944,22.68365968303916,0.23843976513316428,0.39103273171168473,0.3734908341085622,0.8904647058823529
29,129,121.699,25.9775,143,49.5436,0,115,129,18,125,13,0.99421,118.50472,0.0,0.0,0.78571,3.805,22.06248,0.0,0.0,128.0,58.07619,0.00405,0.41,5.992,-1.0,0.005917,192.49128389723273,5.2398711509442615,14.11376350308642,0.44180131476385015,0.3917057462713028,84892.61162332926,0.3263636321260481,0.37324961649311694,2.0159466390511547,94.09688664138736,0.656320552554329,0.357308509442991,80.00450072680317,0.1847626834305068,0.43997831250266684,147.89144553823698,199280.39321110217,22.762320624457466,0.23773664088561586,0.3916780595295705,0.3732173011879071,0.8904490196078431
30,130,121.559,25.8534,143,50.7014,0,114,129,18,125,13,0.99874,118.34173,0.0,0.0,1.21429,3.806,22.29768,0.0,0.0,128.0,58.00259,0.00386,0.42,5.953,-1.0,0.005516,191.67402480936795,5.266545216846669,14.38917824074074,0.4428269758539441,0.3903723588871917,84901.61207327081,0.3260685240451783,0.3719140271010719,2.26019897843762,91.69193536128823,0.6563205525543311,0.3568181269931296,80.03145637998335,0.18699529985676855,0.44056685546194724,147.57880104190028,198952.0906681335,22.816561851972413,0.23585813764768893,0.39322819262562914,0.37276508298291633,0.8901513725490195
31,131,121.579,25.6117,143,46.4637,0,114,129,18,125,13,0.99936,118.38053,0.0,0.0,1.07143,3.82,22.19009,0.0,0.0,128.0,58.0623,0.00394,0.41,6.242,-1.0,0.007144,190.86153663955315,5.167839637486415,14.362943672839506,0.4432331754071585,0.3879684597713159,84937.9386084932,0.32549390969084163,0.3712538433211482,2.208570984239214,95.57421769198541,0.6585381785975544,0.35695499637643935,80.0139688102762,0.19022358145953755,0.44037991791720993,147.51811561170967,199776.2182188356,22.84108931929977,0.23462411001595368,0.3940988381331945,0.37257329142150264,0.8904490196078431
32,132,121.575,25.6893,142,46.1429,0,114,129,18,125,13,1.00319,118.32671,0.0,0.0,0.85714,3.842,21.98205,0.0,0.0,128.0,58.16728,0.00388,0.42,6.07,0.17387,0.007224,190.05072844575594,5.2585144005823246,14.239101080246913,0.4433957843930099,0.386103563796627,85002.69364606008,0.3267523003202491,0.3708493179009463,2.079236500718607,95.39193742292949,0.6585381785975567,0.3561358397380446,79.99946741445453,0.19344773189890202,0.43970112879039025,148.21965744685025,200144.9577522247,22.73794631016107,0.2334664060368878,0.3950394235874062,0.37197103381399677,0.8915956862745098
33,133,121.683,25.5536,143,45.4213,0,114,129,18,125,13,1.00024,118.40813,0.0,0.0,1.14286,3.808,22.05051,0.0,0.0,128.0,58.25173,0.00397,0.42,5.917,-1.0,0.007551,189.25947553440704,5.311389559568941,14.164834104938272,0.44317332276288923,0.38423477067876133,85109.12402545555,0.3277368760141181,0.370017146127899,2.054413414627877,90.57004629820175,0.6563205525543269,0.35675118706927444,79.98739328627994,0.19594596782877172,0.4387881778209017,148.33547490487533,200826.58230865723,22.812627721715856,0.23259303756217842,0.39699111627548833,0.37116490604731683,0.8918329411764705
34,134,121.895,25.6134,143,47.3015,0,114,129,18,125,13,0.99439,118.66504,0.0,0.0,0.89286,3.82,21.93341,0.0,0.0,128.0,58.32903,0.00424,0.42,5.973,-1.0,0.008837,188.4840331930184,5.216764487629569,14.401765046296296,0.44383146846725074,0.3829605008683209,85111.61332656823,0.3275547185243266,0.3695923865488016,2.455572234224466,93.09655187143633,0.6585381785975578,0.3556078004515348,79.99021180785897,0.198009163726112,0.43736735825132095,148.25339873841355,202095.08794436805,22.806807153018905,0.23212535003381993,0.3982714107836301,0.37053205064577915,0.8918329411764705
35,135,121.761,25.5777,143,47.7071,0,114,129,18,125,13,1.00264,118.59055,0.0,0.0,1.53571,3.802,21.98556,0.0,0.0,128.0,58.36845,0.00461,0.42,5.992,-1.0,0.00696,187.72732358210834,5.181449195588132,14.603587962962964,0.4435352723877753,0.3819725295401735,85065.90370904359,0.32680727443187196,0.36943816132995483,2.484934805196025,92.67584857679988,0.6585381785975595,0.35437878368013825,80.00558664418135,0.19808395072213567,0.4357192197596423,148.07911570211664,200606.84837389257,22.883900771906347,0.23229649620248358,0.39955334203850085,0.37031258985945464,0.8918329411764705
36,136,121.431,25.9883,143,50.3309,0,114,129,18,125,13,1.00738,118.28278,0.0,0.0,1.10714,3.811,21.95584,0.0,0.0,128.0,58.36106,0.00438,0.41,5.497,-1.0,0.005623,187.0001508599582,5.20775076988864,14.666618441358025,0.4438492106137221,0.38150355325346774,84858.20251389802,0.3259033674535785,0.36985792702539855,2.4443693752566147,92.2493914365802,0.6585381785975555,0.35286060235654004,80.00388740127102,0.19800550908521167,0.4341623256614534,147.8470378768831,198458.3419860142,22.95308468665606,0.23247149234079262,0.40092530848482105,0.3694042661522806,0.8915580392156862
37,137,121.326,25.6029,143,47.1619,0,114,129,18,125,13,1.00551,118.18697,0.0,0.0,1.39286,3.842,22.30822,0.0,0.0,128.0,58.35781,0.00449,0.41,5.82,-1.0,0.004377,186.29312424579092,5.3365010666408805,14.76538387345679,0.4419604494312809,0.3810092918582722,84911.66792705626,0.32611642844283095,0.37023245988999404,2.2139294264929585,92.67394133793677,0.6585381785975587,0.3515721714364664,80.0328985464887,0.19711471087198304,0.4322664419094011,147.3421380843393,197493.89243037289,23.1293787073206,0.2325983535680917,0.40209605875660165,0.36891815530845856,0.8906941176470587
38,138,121.237,25.7747,143,46.3736,0,114,129,18,125,13,1.01956,118.06017,0.0,0.0,1.60714,3.841,21.9758,0.0,0.0,128.0,58.36461,0.0044,0.42,5.435,-1.0,0.005431,185.6086417907391,5.267721321822436,15.069058641975309,0.44151984022499324,0.3806492798254665,85040.72027647533,0.3264426413518034,0.37042443542663,2.0637452519991464,89.72736535160861,0.658538178597556,0.3499371591493856,80.038757071952,0.19645845300766165,0.4313039960744891,147.14284799815795,197710.8019323637,23.221122835889275,0.23243686258591886,0.4021796528845053,0.36799114785287074,0.8903596078431372
39,139,121.248,25.9096,143,47.3971,0,114,129,18,125,13,1.00911,118.04149,0.0,0.0,1.14286,3.87,22.12139,0.0,0.0,128.0,58.3493,0.00439,0.42,5.121,-1.0,0.005121,184.94142021635525,5.26307134152556,15.393470293209877,0.44187563238565525,0.38006908706181564,84969.33708980578,0.32689023161500097,0.3699656389825736,2.296585803231364,92.65828968244516,0.6563205525543269,0.3493329788306696,80.06655042900347,0.19539381238747952,0.43069993588711064,146.9722110554094,198698.5140689088,23.20855204264323,0.23215225928471314,0.4026713602702103,0.36693360043505285,0.8901513725490195
40,140,121.217,25.7245,143,47.0799,0,114,129,18,125,13,1.00745,117.92889,0.0,0.0,1.10714,3.83,22.23818,0.0,0.0,128.0,58.34082,0.00455,0.41,4.838,0.17142,0.006069,184.28539739496503,5.254190209437078,15.504726080246913,0.44247179741288434,0.380023885115838,85176.3502349528,0.32690389901706307,0.3696676344645333,2.320354298903442,95.33012461629744,0.6563205525543229,0.34836793737210275,80.05702012723388,0.19464177220714968,0.4299977429425276,147.0991990197897,199520.11779826044,23.217010498046875,0.23220997088627862,0.4022804232519623,0.36609855755322285,0.8904490196078431
41,141,121.673,25.3448,143,46.1857,0,114,129,18,125,13,1.01364,118.33315,0.0,0.0,1.53571,3.825,22.07885,0.0,0.0,128.0,58.38241,0.00457,0.41,5.037,-1.0,0.006726,183.6420275427745,5.18150097494877,15.693528163580247,0.4432054685091227,0.3801298213114357,85154.69870335571,0.3261921600909026,0.3696493079249692,2.3615576317914733,93.0337715924462,0.6524795115752574,0.34728153907181136,80.0542612099093,0.19427280148236806,0.42837874535876247,146.8405779642125,201293.78290679315,23.252638828607253,0.232217522711645,0.40231573390438047,0.36548956340727395,0.8903596078431372
42,142,121.581,25.2627,143,48.279,0,114,129,18,125,13,0.99783,118.27654,0.0,0.0,0.96429,3.846,21.75365,0.0,0.0,128.0,58.37069,0.00448,0.42,4.899,-1.0,0.005684,183.0137943846975,5.197349668474201,15.766203703703704,0.4438451101643785,0.38117410920569283,85154.99969721271,0.32622236767753787,0.369527644883109,2.0225903355660844,92.96217279859897,0.6563205525543245,0.3465710079794175,80.0386401312335,0.19393368621347165,0.4271625954683526,147.13646100463848,200865.17457562985,23.167623072494695,0.23234396702476984,0.4026286058762509,0.36451777487846043,0.8901513725490195
43,143,121.696,25.1528,143,48.1324,0,114,129,18,125,13,0.99821,118.3844,0.0,0.0,1.10714,3.804,21.68248,0.0,0.0,128.0,58.36569,0.00432,0.42,4.672,-1.0,0.005257,182.4102391518876,5.230606556836186,15.846884645061728,0.44325263108359914,0.38121532734341046,85251.24271263042,0.32592583460180324,0.36885569588002426,1.9606937022757611,92.9601736300139,0.6546971376184945,0.346047163838218,80.00761046108893,0.19347116128609534,0.42577869497705606,147.16717851013505,201284.9380894683,23.209700596185378,0.23235389457143948,0.40274104144745343,0.36389640975620957,0.8901513725490195
44,144,121.616,25.5785,143,46.184,0,114,129,18,125,13,0.9979,118.3408,0.0,0.0,0.82143,3.829,21.59088,0.0,0.0,128.0,58.27365,0.00434,0.42,4.599,-1.0,0.004286,181.81115783744653,5.212190793742145,15.83130787037037,0.4424709389678434,0.3806768026659333,85297.36545102419,0.3260521928835356,0.36791923551265576,2.3866454158540926,95.36649935712067,0.6546971376184955,0.34563459622638804,80.00320414814935,0.19290810932085192,0.423933872272127,147.19690813240607,200879.74185656506,23.235143967616708,0.23173443904160332,0.4032716394399638,0.3641016926344838,0.8901960784313725
