,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,movement,cubcol.0.3,temporal,cubrow.0.5,cubrow.0.3,noise,fft,tone,blur,cubrow.0,cubrow.0.6,cubcol.0,cubcol.0.5,saturation,cubcol.1.0,cubrow.1.0,blockiness,staticness,uhdhdsim,cubcol.0.6,color_fulness
21,121,62.5254,19.4659,40,27.7705,0,115,122,8,133,9,0.99506,62.27002,0.0,0.0,4.71429,4.669,16.47303,0.0,0.0,125.0,44.955,0.00012,0.34,2.36,-1.0,1.083112,90.01040064278523,13.772762345679013,0.21799551806385564,5.983223072335957,0.2000001035789639,0.21838262280131254,0.37670922164869364,66271.85456359506,0.6868109803921568,27519.560041862063,0.11573290681971371,0.20700443378984557,0.15083922503643812,0.11446251575841508,33.859430383752894,0.15857185725003695,0.1323649640108694,3.794478673373795,463.4310532879095,93.63403099151694,0.10883603356492906,107.84363431086567
22,122,62.2463,19.6052,40,28.032,0,114,122,8,133,9,0.99456,62.11069,0.0,0.0,3.92857,4.652,16.71317,0.0,0.0,125.0,44.50909,0.00013,0.49,2.235,-1.0,1.000596,89.66055459652544,14.199845679012345,0.2197154442335643,6.066391815927475,0.19949212703626829,0.21924012348221295,0.37670922164869447,66145.71389109718,0.6796199999999999,26854.152090410287,0.11568877146163234,0.20639518048159616,0.1489285908364647,0.11194450827402302,33.946976838288485,0.15794430979619017,0.13054771011674676,3.2855993271442,458.50069076279345,93.60615313927815,0.10838196920660371,108.62227309187065
23,123,61.9775,19.9897,40,27.5557,0,114,122,9,133,9,1.01582,61.90179,0.0,0.0,2.96429,4.609,16.82836,0.0,0.0,125.0,44.14887,0.00012,0.48,2.255,-1.0,1.016325,88.77461206027924,14.478250385802468,0.22155769508801829,6.108683927187071,0.1988443069660748,0.21986297185879658,0.37670922164869514,66042.03163378668,0.6717768627450981,26384.87572857128,0.11535757463651183,0.20527253669106538,0.1471899862113652,0.11081669087759723,34.15480361750097,0.15726809705987532,0.12864401645546863,3.627143838768816,453.6520307668491,93.55826212821377,0.10835665623145156,109.1203300203779
24,124,61.2596,19.9947,40,27.7376,0,114,122,8,133,9,1.00725,61.25301,0.0,0.0,2.60714,4.619,17.1591,0.0,0.0,124.0,43.7695,0.00011,0.48,2.35,0.32767,0.9733,87.44624319481251,15.304494598765432,0.22309996044780284,6.148954062250813,0.19836024463703364,0.22042718423253152,0.3767092216486958,66110.01257408127,0.663403137254902,25442.579968888735,0.1150934130461563,0.20447122110494498,0.1451325143332984,0.11019855958306263,34.2738291422526,0.156644254374695,0.12694622889389845,3.7228731425442865,448.9117187183055,93.61237425685769,0.10858368368651022,109.19880908752552
25,125,60.0999,19.9504,39,27.6894,0,114,122,8,133,9,1.01248,60.06878,0.0,0.0,3.32143,4.632,17.16131,0.0,0.0,124.0,43.40446,8e-05,0.48,2.207,-1.0,0.918755,87.92447269889743,16.850646219135804,0.22486260903018926,6.203669806257585,0.1981397408116393,0.22094948944320952,0.3767092216486974,66082.19399979428,0.6569439215686275,24824.11085359681,0.1150980538939662,0.20295209433541783,0.1432167692634454,0.10986223744796865,34.12808962221499,0.15630270561182572,0.12506171545786593,3.224665936848568,444.3291808705843,93.7608728435125,0.10847392102304586,109.8765680680075
26,126,58.9115,20.1222,39,27.3483,0,114,122,8,133,9,1.01412,58.78533,0.0,0.0,3.96429,4.64,17.12719,0.0,0.0,124.0,43.1994,0.00015,0.48,2.097,-1.0,0.91956,88.51327291324395,17.014805169753085,0.2269896763853652,6.224955041196498,0.19797227314029253,0.22143049573270845,0.37670922164869686,65969.58465218675,0.6532194117647051,24275.60681898828,0.11534032056136292,0.20149951861171303,0.14112108024532988,0.10973612917364163,34.062375857506275,0.15616381660139045,0.12336024556456648,3.6768007444153206,439.88598979651886,93.89404237268747,0.10805298716337619,111.16260948885457
27,127,58.9662,20.4522,39,27.1218,0,115,122,8,133,9,1.01101,58.9089,0.0,0.0,4.60714,4.638,17.27556,0.0,0.0,125.0,42.95358,0.00015,0.49,2.046,-1.0,0.840447,92.1401014503639,16.797212577160494,0.22857752150240748,6.2351404759958085,0.19802674372873336,0.22188969304481287,0.3827678886709834,66038.86187509095,0.6483760784313726,24219.040834795127,0.11546330303460338,0.20056465069039583,0.13903786252697034,0.11136553252326238,33.90356633692612,0.15598880375284455,0.12169705512140143,3.1991418106117977,435.50350986472466,93.77410383708678,0.10750805372612754,111.30193655533694
28,128,59.4309,20.1454,39,28.3834,0,115,122,8,133,9,0.99996,59.60357,0.0,0.0,3.42857,4.642,17.56556,0.0,0.0,125.0,42.57966,0.00017,0.49,1.96,-1.0,0.802687,88.59716750935992,16.53660300925926,0.22962655493780038,6.27903628097484,0.19845377862239139,0.2220373490403253,0.3827678886709867,66053.42681008061,0.6415658823529412,24215.135753673232,0.11510433872297665,0.19973642907791958,0.13721743220129387,0.11484159261062253,33.73775152512539,0.1560539618271167,0.12005727515799103,3.535136255079244,431.17291159460484,93.59339683135148,0.10674642870808598,111.79585023878039
29,129,60.1159,19.8071,39,28.2024,0,115,122,8,132,9,0.99687,60.45888,0.0,0.0,3.64286,4.703,17.32181,0.0,0.0,125.0,42.34186,0.00016,0.48,2.026,-1.0,0.816021,88.21481532780273,16.67679398148148,0.230220245112853,6.307387434792001,0.19901955136777555,0.2222575470408487,0.3849855147142185,66054.34077650138,0.6364309803921568,24776.91154200403,0.11497626798895386,0.19930994086006334,0.138727449398583,0.1182006805733608,33.453223334418404,0.1560541301989654,0.11845289426642323,4.692176467504256,426.90712257195696,93.46234329225312,0.10603934588547359,113.01513676558442
30,130,60.2536,19.1479,40,26.9755,0,115,122,8,132,9,0.9832,60.76648,0.0,0.0,3.5,4.746,17.01075,0.0,0.0,125.0,42.16571,0.00025,0.48,2.209,-1.0,0.801575,89.16129885965121,17.148292824074073,0.2307885832137292,6.332420184739049,0.19946397080459521,0.22222231312490337,0.3849855147142247,65805.32880731522,0.6332105882352941,24840.554940519334,0.11509146552079338,0.19895506009594813,0.1406604716696929,0.12072709968168911,33.34371251235774,0.1559054588089,0.11696396810004622,4.058381477342876,422.9527468994312,93.46018117654388,0.10566035286959573,113.0448064914578
31,131,60.1369,18.4429,40,25.8691,0,114,122,8,132,9,1.00092,60.71949,0.0,0.0,5.10714,4.742,16.46347,0.0,0.0,124.0,42.01736,0.00019,0.48,2.628,-1.0,0.790594,88.12998470156276,16.565634645061728,0.23115515137007686,6.313610313162446,0.1998540886749242,0.22227777699241094,0.3872031407574498,65843.59404936004,0.6302035490196077,24295.905064605668,0.11493445467674014,0.19901025395632044,0.1439638785130643,0.12293515781188384,33.266941776982065,0.15681167724937578,0.11575280844173233,3.790796175571012,419.43722087037037,93.51492007172938,0.10550140750313594,114.62753411081626
32,132,60.391,17.8784,40,25.9009,0,114,122,8,132,9,1.01244,60.92295,0.0,0.0,5.82143,4.708,15.84476,0.0,0.0,124.0,41.82824,0.00019,0.49,2.622,0.28987,0.767815,90.94859526875659,15.775221836419753,0.23145577408319143,6.229392866676264,0.2001394472186791,0.2224662021185745,0.38720314075744877,65767.17035636287,0.6272188235294118,24526.91540659146,0.11474404373132138,0.19894050538650188,0.1436339275283072,0.12437714080538959,33.181683952425736,0.157326634623996,0.1145798051248112,3.055671418508388,416.3931789625491,93.456679558397,0.10538712034451084,114.02165034184833
33,133,61.1616,17.5591,40,24.3083,0,114,122,8,132,9,1.0237,61.65113,0.0,0.0,5.07143,4.666,15.35304,0.0,0.0,125.0,41.6055,0.00026,0.48,2.541,-1.0,0.757914,89.79880169088752,15.28370949074074,0.23164150994055738,6.165429837177656,0.2003012392771994,0.22266685894455107,0.3849855147142254,65736.98462659007,0.6239345098039216,25390.10599185353,0.11468242805959344,0.1990365535735296,0.14053314330460384,0.12499026314603869,33.144793663495854,0.15790074375242336,0.11352785794902515,4.249320496589418,413.73105231551347,93.27886391438341,0.10500257967241318,113.54399903457028
34,134,61.4231,17.4372,40,22.6795,0,114,122,8,132,9,1.0178,61.92126,0.0,0.0,3.92857,4.712,15.07585,0.0,0.0,126.0,41.37,0.00022,0.48,3.167,-1.0,0.744079,87.78770184221713,14.940731095679013,0.23137456826960962,6.134347658342787,0.20049691052408253,0.22252407331591453,0.3849855147142213,65705.22908366623,0.6203211764705883,25528.67295867432,0.11468186359988217,0.19914686051351077,0.1392542135832657,0.12461021389745715,32.9069110258126,0.15859487285785598,0.11263163262037669,3.5898251301887214,411.30597767312076,93.26645528017565,0.10477550872296948,115.11387337382526
35,135,61.8679,17.2059,40,24.0921,0,114,122,8,132,9,0.99842,62.37664,0.0,0.0,5.32143,4.706,14.97863,0.0,0.0,126.0,41.31297,0.00029,0.48,2.801,-1.0,0.747733,87.57896884605313,14.704330632716049,0.23072679422897008,6.102564546629711,0.20051183190992755,0.2224135630552159,0.38498551471421694,65777.57908043734,0.6162493725490196,25638.57931493197,0.114708600728292,0.1990233945245679,0.13956092526798528,0.12359339658806054,32.973970389660494,0.15904644908265272,0.11166021060333702,4.391163837914033,409.1453439874013,93.25415184770898,0.10450662038418862,114.42961315028427
36,136,62.5239,16.7324,41,22.4707,0,114,122,8,132,9,1.00035,63.01485,0.0,0.0,3.92857,4.602,14.78101,0.0,0.0,126.0,41.14908,0.00025,0.49,2.678,-1.0,0.756881,87.8430646534024,14.115403163580247,0.22861092297268265,6.047888571995151,0.20041405582737573,0.22222646093532253,0.3849855147142189,65842.44152255185,0.6084776470588236,26126.139398151,0.11459015361022969,0.19877217720851267,0.14231236828743898,0.12230266750907164,32.90714970341435,0.15860455810712454,0.11080859690142578,4.327624345014337,407.15142639694454,93.20677305457713,0.10429669262127989,115.22473108002555
37,137,63.1452,16.6525,41,22.7551,0,114,122,8,132,9,0.99377,63.64236,0.0,0.0,4.42857,4.607,14.37715,0.0,0.0,127.0,40.88368,0.00025,0.49,2.726,-1.0,0.751247,87.15808079994194,13.571566358024691,0.2271258261291576,5.989464424477216,0.20038568224568104,0.2220662485346486,0.38498551471421494,65759.14648649067,0.6028490196078431,26802.111606377995,0.11449832961343628,0.19861249933632488,0.1428342238571677,0.12090724082090795,32.590922602900754,0.15829184376552394,0.10977935076190382,4.475368015791331,405.2763390011959,93.13101558334102,0.10458133911668382,116.19932932123925
38,138,63.723,16.2198,41,21.8105,0,114,122,8,132,9,0.99308,64.26646,0.0,0.0,2.32143,4.615,14.30024,0.0,0.0,127.0,40.8127,0.00028,0.48,3.316,-1.0,0.778962,87.26013528048261,13.231577932098766,0.22537433194236653,5.958665977505492,0.20031027818068847,0.22206839663603917,0.3849855147142196,65767.17043526233,0.6006627450980393,27585.314170652724,0.11469175066780624,0.19841337445728713,0.14455486569651962,0.11952230837993759,32.840516832139755,0.15824029306256418,0.10874698765148615,4.072156781389105,403.4624201798892,93.09980376739347,0.1052047507756298,116.02093437045524
39,139,63.9525,16.262,41,22.5459,0,114,122,8,132,9,1.00691,64.54851,0.0,0.0,2.75,4.554,13.93076,0.0,0.0,127.0,40.8081,0.00022,0.49,3.295,-1.0,0.776943,88.7813351076771,13.290557484567902,0.2233378621543682,5.941167943287733,0.20017012685647187,0.22232326572423403,0.38720314075744505,65937.72278710107,0.5995674509803921,27305.126170858242,0.1145294385744777,0.1981260487706616,0.1464539200227653,0.11817133145078733,32.61114746847271,0.1584659274646576,0.10776869963972541,4.513311909121286,401.6479787288613,93.08676343520871,0.107017192973434,114.76262117738256
40,140,64.0302,16.589,41,23.3914,0,114,122,8,132,9,1.02301,64.66906,0.0,0.0,1.82143,4.526,13.96662,0.0,0.0,127.0,40.75805,0.00027,0.48,2.802,0.26106,0.767862,89.8022290658129,13.595630787037036,0.22157201523238645,5.9730320295068235,0.19976211755782586,0.22232494082139911,0.3849855147142185,65691.13379699366,0.5985083137254901,27037.329398859896,0.11423193130866943,0.19795542113565215,0.14852615998165766,0.11709749962646601,32.55307779194396,0.158960783879011,0.10689977459862272,4.118934218217201,399.8030436284926,93.07631824443317,0.10785119333594827,115.05427214431352
41,141,63.9998,16.7828,42,22.9713,0,114,122,8,132,9,1.02091,64.61887,0.0,0.0,2.32143,4.539,14.24663,0.0,0.0,127.0,40.84719,0.00024,0.48,4.01,-1.0,0.794163,90.36353077099437,13.727912808641975,0.21994902442670064,5.978814540971246,0.19957980092805827,0.22209709643365355,0.3849855147142202,65777.21129794986,0.5991945098039216,27109.377085291486,0.11409943928975495,0.19806569268390506,0.15192491979676487,0.11620902894081446,32.53237688982929,0.15966614108806676,0.10618347776762055,3.8352404812768524,397.93196834347117,93.18310426945546,0.10926595416708261,114.63284187193689
42,142,63.9232,16.8209,42,23.199,0,114,122,8,132,9,1.01505,64.49907,0.0,0.0,3.75,4.525,14.41244,0.0,0.0,127.0,40.93843,0.00026,0.49,3.549,-1.0,0.802459,88.12107818031843,13.952546296296296,0.21867788600192756,5.969388364587587,0.199137723509446,0.22177475228398308,0.3849855147142193,65770.28159777288,0.5994529411764705,26765.750795573214,0.11403044176497473,0.19772249208142045,0.15649762271740975,0.11540272218870648,32.498407434534144,0.16083069421271612,0.10534914270495889,4.422390745755979,396.0347046019042,93.14093042791808,0.11065568251181765,114.3617845150869
43,143,63.5096,17.0025,42,22.0101,0,114,122,8,132,9,1.01328,64.03004,0.0,0.0,4.39286,4.506,14.44225,0.0,0.0,127.0,40.93915,0.00025,0.48,3.375,-1.0,0.763403,87.67409926021992,14.179591049382717,0.21717756290055848,5.9530214332447,0.19882800398178443,0.22160962458529382,0.3849855147142179,65595.32653710592,0.6009192156862746,26396.64448553299,0.11394264656747659,0.19717334289820576,0.16295457768517108,0.11464830936716167,32.28237123842593,0.16178016243193366,0.10447827455646472,4.542965205432198,394.09847191970147,93.16935322075132,0.11201052413245313,114.01052054069316
44,144,62.9299,17.2407,42,23.2061,0,114,122,8,132,9,1.00923,63.37963,0.0,0.0,4.57143,4.512,14.5971,0.0,0.0,127.0,41.16263,0.00034,0.46,3.799,-1.0,0.842391,85.64664909856391,14.511381172839506,0.2160935357899055,5.9058309233603135,0.19837834971667406,0.2214966122565531,0.38276788867098754,65846.352770696,0.6036745098039216,26250.48435363348,0.11408346007119487,0.19678692355345154,0.1709515975440318,0.11392238731364158,32.226443067009065,0.16228663371546762,0.10363233871651291,4.572013633335718,392.1207073355233,93.33543749883353,0.11336875042470917,113.35085910830747
