,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,cubcol.0,temporal,cubcol.1.0,cubrow.1.0,contrast,fft,movement,blockiness,cubcol.0.5,color_fulness,saturation,cubrow.0.6,uhdhdsim,cubcol.0.6,staticness,cubrow.0.3,noise,cubcol.0.3,cubrow.0.5,tone,blur
19,419,72.9347,10.1506,67,13.5287,0,121,115,15,137,13,1.0,77.80476,0.0,0.0,0.35714,4.216,8.6678,0.0,0.0,126.0,41.11717,0.00084,0.53,3.631,-1.0,0.462497,0.18543866692841474,0.29515070532837145,5.4886103074454,0.3905167875420671,0.2514289056227232,87.46327870732271,68186.97356900707,5.043258101851852,7.198409974842354,0.1804588374119892,85.08086164194862,54.929981561354644,0.2573157986117138,90.00001344485878,0.20000321334451776,602.8364753344854,0.17177341408164762,0.5559758319395994,0.2561091345940694,0.322249232350878,0.6130862745098038,36634.72471662569
20,420,72.741,10.3737,67,12.7336,0,121,115,15,137,13,0.99334,77.59821,0.0,0.0,0.42857,4.207,8.77364,0.0,0.0,126.0,41.10794,0.00092,0.54,3.917,-1.0,0.44324,0.1841676750467211,0.2945712103392467,5.440513848899938,0.39229602632038607,0.2503799453804734,89.16289278668064,68283.03682018846,6.799286265432099,7.132858309208678,0.17925023956302322,85.11699088138079,54.97973613974489,0.25638853000475953,90.05186145143226,0.20138158588724261,602.0918590597325,0.17116453240147447,0.5598168729186611,0.2555359071449538,0.32150679185949443,0.61342,36443.271717868854
21,421,72.3749,10.1807,67,13.3575,0,121,115,15,137,13,1.00023,77.20025,0.0,0.0,0.96429,4.235,8.97269,0.0,0.0,126.0,41.0919,0.00076,0.53,3.56,-1.0,0.46098,0.18301342335511614,0.2953120881826743,5.485486016896204,0.3949276767463893,0.24965900952648357,89.65889709386602,68206.66177699777,6.727719907407407,8.956780744215404,0.17830582158803074,85.41380750715915,54.97306503484278,0.25519063410216436,90.11840855382732,0.20221593782805236,601.3651486218575,0.17062919007209865,0.5476995388740875,0.25542823310819895,0.32091582462726875,0.6139627450980392,36004.66866542874
22,422,72.3265,10.4891,67,13.619,0,121,115,15,137,13,0.99911,77.05915,0.0,0.0,0.67857,4.203,8.80337,0.0,0.0,126.0,41.10018,0.00101,0.53,3.926,-1.0,0.498116,0.181934007633073,0.29583581637441275,5.427986480264876,0.3968000905393587,0.24876367389887544,89.55051354643693,68279.34529516855,6.536024305555555,8.563732040334148,0.17741467358111074,85.6199300883138,55.02573573736497,0.2541149055229664,90.09918593779386,0.20295671890275233,600.6469762837822,0.17035282075078587,0.5454819128308536,0.25475756922373605,0.3209224151613288,0.6139349019607844,35987.86272566128
23,423,72.0751,10.7225,66,13.8583,0,121,115,15,137,13,0.97549,76.75236,0.0,0.0,0.64286,4.236,9.07093,0.0,0.0,126.0,41.09344,0.0009,0.54,4.298,-1.0,0.520666,0.18145472713977212,0.2922881079351058,5.475076381896684,0.3977673069006738,0.24816750880873548,89.35194319014097,67905.67340765551,6.437210648148148,7.3248708211363445,0.17642374744606462,85.50842641696364,55.0778079562717,0.25283877559659257,90.15092787822105,0.20347164905313692,599.95777109913,0.17042773821072232,0.5454819128308475,0.25401460767746137,0.32110401357163987,0.6140321568627451,35295.31157880478
24,424,71.5696,11.136,66,14.0541,0,121,115,15,137,13,0.98614,76.18506,0.0,0.0,0.85714,4.27,9.2569,0.0,0.0,126.0,41.08009,0.00055,0.54,4.482,0.21592,0.521208,0.18117906016157395,0.28727125435164474,5.47164583822933,0.3981171263862579,0.247538280737205,85.89790407467869,67944.88686079225,6.646460262345679,6.077983599515312,0.1756403485212016,85.79914496643713,55.13283114963108,0.2513276186131276,90.24309363647441,0.20354732785434013,599.2626171634756,0.17051874421567745,0.5454819128308416,0.2537471735211346,0.32116922522865626,0.6144101960784313,34893.34576455583
25,425,71.5675,11.3005,66,15.2696,0,121,115,15,137,13,0.99313,76.15669,0.0,0.0,2.0,4.249,9.60248,0.0,0.0,126.0,41.1055,0.00101,0.53,4.044,-1.0,0.594749,0.18115526599610393,0.2835811858736285,5.547521259373378,0.39826544277153086,0.24680259257966472,85.7295841359122,67918.28119425423,8.295380015432098,6.717602260131639,0.17482633633152087,85.81758967688057,55.14342715416426,0.24986446082534378,90.25476601849947,0.20284511085279383,598.5211315928898,0.17060210366631878,0.5432642867876175,0.25413067251625876,0.32141669677184587,0.617023313725488,34875.68117291905
26,426,71.3835,11.6426,66,14.7664,0,121,115,15,137,13,0.99521,75.92877,0.0,0.0,1.25,4.25,9.74658,0.0,0.0,126.0,41.12354,0.00144,0.53,4.44,-1.0,0.599071,0.18079436211894992,0.2799629458068973,5.550980132677902,0.39801650200911426,0.2456031315544923,86.910036102067,67847.0177681002,8.379340277777779,6.845052840572731,0.17369823689488004,85.60110460160999,55.14264123233749,0.24852689097568517,90.26420225490006,0.20274588273577115,597.7459818769556,0.17089219464762886,0.5416408718517783,0.25383202902765173,0.32135874278420967,0.6200533725490196,34469.716887210496
27,427,71.2704,11.5654,65,15.8249,0,121,115,15,137,13,1.0049,75.77493,0.0,0.0,0.35714,4.261,10.04491,0.0,0.0,126.0,41.15126,0.00152,0.52,4.307,-1.0,0.580726,0.179934507183725,0.2760027856632151,5.591167300405292,0.39840711317810884,0.2443665203151841,85.17798673132056,67739.53831520557,8.541425540123457,6.667923470822637,0.17272886687231095,85.56916708613846,55.310693999867375,0.247079208302685,90.28265490941395,0.20286651521066124,596.9253581521447,0.17155379321941536,0.5394232458085568,0.2539287685113671,0.32155266128411186,0.6205490196078431,34285.58465706299
28,428,70.9832,12.0268,65,16.1418,0,121,115,15,137,13,1.00315,75.42644,0.0,0.0,0.57143,4.277,9.9726,0.0,0.0,126.0,41.17165,0.001,0.53,4.203,-1.0,0.588228,0.17923528988189696,0.2721205924465805,5.5720499354850626,0.3988162324103825,0.24334721854611185,89.87765133378258,67742.70808545435,8.65186149691358,6.867571068146548,0.17132559958444843,85.34021611521925,55.23838410554108,0.24604765313549953,90.32478351578787,0.20245275220317743,596.07453028903,0.17208218405256276,0.5394232458085494,0.2532831900679485,0.32146089449153126,0.6214660196078432,33868.86463306535
29,429,70.5746,12.493,64,16.3849,0,121,115,15,137,13,1.01353,74.94968,0.0,0.0,0.71429,4.284,10.3648,0.0,0.0,125.0,41.22394,0.00086,0.52,4.496,-1.0,0.609016,0.1788714678603757,0.26856331995106486,5.641452319974829,0.3987849350694297,0.24211341094032568,84.93767373094161,67623.16126618872,9.057436342592593,7.065321317107361,0.16934363929163743,85.22330647926196,55.39247715326003,0.24531841924381015,90.44053683702352,0.20194971714543278,595.1996366741021,0.17269390851681168,0.5377998308727183,0.25226774492874054,0.3208308379977024,0.6227741176470589,33295.164101519935
30,430,70.1575,12.7318,64,16.6608,0,121,115,15,137,13,1.01643,74.42697,0.0,0.0,0.5,4.326,10.75996,0.0,0.0,126.0,41.23964,0.00143,0.53,4.657,-1.0,0.640013,0.17864867291645672,0.26507877056025025,5.739709015338785,0.3982464052165932,0.24087858684612948,85.50120611597512,67515.98563176276,10.291136188271604,7.5528321951358075,0.16770248168010157,84.95397289036728,55.40737745496962,0.2447250266766148,90.52193906560123,0.2011940228528025,594.3064379525426,0.17310005806696138,0.5349879937220942,0.2528976076106914,0.3199087284733115,0.6233694117647058,32837.53297482197
31,431,70.0412,13.058,63,16.6133,0,121,115,15,137,13,1.00764,74.28082,0.0,0.0,0.60714,4.301,10.97565,0.0,0.0,126.0,41.24565,0.00097,0.53,4.299,-1.0,0.608777,0.1793406539938137,0.26176914492648196,5.755878916717191,0.3969059130614579,0.23954818935961533,86.9065778039186,67454.77755915334,10.443721064814815,6.42739925263483,0.1662309494261729,84.99561606263754,55.41557387363763,0.2440655391190409,90.48808993720117,0.2003671789487387,593.3957620210457,0.17342800036466785,0.5349879937220896,0.25226290752111896,0.3191886486460422,0.6238333333333334,32569.397701978625
32,432,69.6801,12.801,63,16.7177,0,120,115,15,137,13,0.99515,73.92751,0.0,0.0,0.67857,4.324,11.25377,0.0,0.0,126.0,41.22237,0.00074,0.53,4.964,0.22274,0.612482,0.17888892184460148,0.25834084443235805,5.807667384596236,0.3958267245580034,0.23808481777494037,86.26942845577926,67493.80332517768,10.612268518518519,8.0523624733342,0.16497397789307675,84.65171843721137,55.55360016999421,0.24385387649820175,90.57077946896754,0.19935764858720728,592.4319401379712,0.1736017889295173,0.5349879937220897,0.25094698808531396,0.3183306190290123,0.6240101960784313,32002.078511550597
33,433,69.5413,12.7684,63,16.4168,0,120,115,15,138,13,0.99777,73.71452,0.0,0.0,0.35714,4.292,11.02584,0.0,0.0,126.0,41.22409,0.00102,0.53,4.451,-1.0,0.584835,0.17858016638678273,0.2553344388133788,5.694451544146433,0.3954194100940785,0.2365865788465922,86.4004254652472,67583.76823956723,10.764419367283951,6.369249472978127,0.16353719463321495,84.26832343372689,55.55814013069058,0.2439794930863671,90.57496236840967,0.19850196321873279,591.4361564492547,0.17397211878326957,0.5311469527430287,0.24947641710617138,0.31792166249794257,0.623863137254902,31741.161978940676
34,434,69.43,13.0801,63,16.0705,0,120,115,15,138,13,1.00312,73.52589,0.0,0.0,0.64286,4.285,10.99671,0.0,0.0,126.0,41.20471,0.00106,0.53,4.394,-1.0,0.560864,0.17855692084353106,0.25222332881477594,5.674025411003368,0.3942096167506269,0.23519466659024219,84.03243594870113,67615.94382062167,11.086226851851851,6.894398279810588,0.16231978787138487,83.58155984413665,55.68347262158806,0.2438383547066164,90.6105940094153,0.19799429429064863,590.4002636181741,0.1745237480416056,0.5311469527430197,0.24810821134975616,0.3172615395341809,0.6228482352941176,31548.074881838536
35,435,69.0327,13.1504,62,16.6508,0,120,115,15,138,13,0.99948,73.10666,0.0,0.0,0.35714,4.307,11.26764,0.0,0.0,126.0,41.15612,0.00112,0.53,4.075,-1.0,0.577206,0.1791958232968293,0.2490963986596066,5.744800778313404,0.39290454531742924,0.23387872335165916,86.95052419713647,67513.8988162917,11.824893904320987,6.208325105248541,0.1611731525726507,82.97030817418167,55.69257590211468,0.24380624530231498,90.68514901538941,0.19713691344810727,589.3165137815383,0.17446530334307822,0.5273059117639592,0.24730298029142547,0.3165764696035414,0.6222305882352941,31109.82134644955
36,436,68.9587,13.4289,62,17.3653,0,120,115,15,138,13,1.00645,73.03244,0.0,0.0,0.85714,4.322,11.328,0.0,0.0,126.0,41.06938,0.00102,0.53,4.133,-1.0,0.600397,0.18023840305916114,0.2462591381207159,5.735783650750799,0.3916106842809051,0.23290789861257669,85.96444643436124,67413.54554863022,11.99363425925926,4.349704024647323,0.1601101814247081,82.75779895736264,55.84462559076003,0.24410578604017805,90.63785372192386,0.19639032482170427,588.220963198395,0.17482860701422218,0.5250882857207303,0.24697791400081046,0.3158924350732663,0.6218431372549019,30978.405245884307
37,437,68.7923,13.4068,62,17.8767,0,120,115,15,138,13,0.99979,72.84014,0.0,0.0,0.39286,4.31,11.56315,0.0,0.0,126.0,40.97505,0.00103,0.53,3.931,-1.0,0.601071,0.1814136715933695,0.24341026066064353,5.779564819457847,0.39026994717415986,0.23207761440008792,88.29238340667158,67330.33402198394,11.98046875,4.88284946155181,0.1589613966581396,82.11509302808832,55.87246365017361,0.24383715547628204,90.7247535354183,0.19547225337980095,587.0904630154837,0.17518922773080037,0.5212472447416742,0.24652185426740317,0.31515081917322096,0.6199752941176471,30906.464404745584
38,438,69.0781,13.1425,62,17.3948,0,120,115,15,138,13,0.98929,73.09559,0.0,0.0,0.53571,4.299,11.54805,0.0,0.0,126.0,40.89075,0.00159,0.52,3.398,-1.0,0.551415,0.18262122437170872,0.24062157613154217,5.747687068360843,0.38932734764530214,0.2315398168752312,87.76231419840624,67410.96557163651,12.016975308641975,5.482118438888342,0.1580874724134518,81.54844989502571,56.01858501669801,0.24385786683536323,90.65487184166378,0.19485226887007093,585.9483607775352,0.17552253918809002,0.5250882857207304,0.24591421954132292,0.31470544847423965,0.6183090196078431,31006.98004806816
39,439,69.247,13.6383,62,16.5387,0,120,115,15,138,13,0.99257,73.28178,0.0,0.0,0.60714,4.336,11.3246,0.0,0.0,126.0,40.85665,0.00107,0.52,3.401,-1.0,0.550323,0.18322434576857166,0.2381509216212081,5.621329192040622,0.3885981806013942,0.23134836287976046,86.59517388112668,67307.2088676777,12.154128086419753,7.539994435112316,0.15737300077197863,80.82380343408522,56.05692206488715,0.24401278932444972,90.58600255165223,0.1939161795294653,584.7850572809343,0.17592579044410844,0.525088285720729,0.24539250288001005,0.3146774710510974,0.617833725490196,31467.842212274914
40,440,69.1761,14.0879,62,16.7356,0,120,115,15,138,14,0.98325,73.14852,0.0,0.0,0.82143,4.31,11.75441,0.0,0.0,126.0,40.78116,0.001,0.52,3.38,0.23135,0.539041,0.18339016225123503,0.23521643508668477,5.708832658164893,0.3880944401168283,0.23127683737325486,85.40272005006655,67408.50510006049,12.64771412037037,8.191712995889695,0.1566060887678657,80.509706340791,56.11084624867381,0.24390353392013012,90.65432585751294,0.19313064403058916,583.5924978873762,0.17595735963560036,0.5206530336342811,0.24445139418107895,0.31422688006242155,0.6157647058823529,31690.698619072737
41,441,69.2136,13.969,62,18.755,0,120,115,14,138,13,0.98377,73.12841,0.0,0.0,0.92857,4.315,12.13372,0.0,0.0,126.0,40.78027,0.00083,0.52,3.095,-1.0,0.488167,0.18361537771492487,0.2326250533092782,5.800521378071013,0.3884004310303279,0.23125943046618586,84.72369747011302,67290.83893556372,12.818913966049383,6.585323292032129,0.15599690706007524,80.32102747194722,56.252420496057574,0.24359461408463184,90.59034442889833,0.19236236113068336,582.3777477363617,0.17586789422984053,0.5206530336342796,0.24327652411197337,0.3135686362186732,0.6146184313725491,31809.806736575472
42,442,68.7261,14.2535,61,18.1457,0,120,115,14,138,13,0.99955,72.65783,0.0,0.0,0.78571,4.326,12.02978,0.0,0.0,128.0,40.75227,0.00072,0.52,3.196,-1.0,0.493928,0.1838856893973099,0.23011761085032353,5.797374396838568,0.3878947825763065,0.23122592813775486,86.40055462588487,67262.36559605549,12.776909722222221,7.847251626678107,0.15534823600936698,80.08001064734434,56.188661928530095,0.2435732815989836,90.76661246922225,0.19164126148144342,581.1294298102548,0.17583900464109303,0.5206530336342751,0.2419873861681416,0.31304088095511673,0.613301568627451,31397.19590858489
43,443,68.7187,15.0136,61,19.1061,0,120,115,14,138,13,1.013,72.63288,0.0,0.0,1.39286,4.304,12.28105,0.0,0.0,128.0,40.88009,0.00069,0.52,3.874,-1.0,0.430044,0.18369747735368047,0.22754103017436977,5.878676860322093,0.386487007313894,0.23104407921863357,85.4524730770102,67117.21261645405,13.114149305555555,8.706420135353085,0.15466080566479,79.39507493594034,55.373853707019194,0.24403600748523105,90.76363983339522,0.19090889846767262,579.6604792207339,0.17613541758273074,0.5228706596775016,0.24085129577160852,0.3126675390044738,0.6148490196078431,31591.95770776601
44,444,68.622,14.9845,61,18.6918,0,120,116,14,138,13,1.01101,72.41909,0.0,0.0,0.82143,4.285,12.92008,0.0,0.0,129.0,40.90126,0.0008,0.52,3.614,-1.0,0.451281,0.18364227789464643,0.22512640852898833,5.93791462165063,0.3848929343010395,0.23078498127589983,86.18132920252586,67142.49448768616,13.70799575617284,7.808147075242823,0.1542692083694931,79.17252337617421,54.27562723042052,0.24465090706935994,90.7769216016443,0.19032004889553433,577.9078006648583,0.17649988081502896,0.5206530336342753,0.23977987898257197,0.31230516763080796,0.6147968431372536,31670.302190762417
