,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,cubcol.0.5,contrast,cubrow.0,cubrow.0.6,noise,tone,cubcol.1.0,cubrow.0.3,staticness,cubcol.0.3,cubrow.0.5,cubrow.1.0,color_fulness,cubcol.0.6,blur,uhdhdsim,cubcol.0,saturation,blockiness,temporal,fft
10,410,58.1502,12.8968,35,14.0881,0,125,126,2,127,3,0.99771,56.41172,0.0,0.0,12.28571,8.791,11.03734,0.0,0.0,132.0,56.39995,1e-05,0.3,5.479,-1.0,1.247523,6.6304494598765435,0.2113500021526241,92.61276736568577,0.06627331264635673,0.13615724860956246,0.2840465829920935,0.7708376470588235,0.1727756560502074,0.13666844291179228,295.41849540625265,0.1467615918726546,0.12571549487456052,0.34563317913181224,158.63538707320646,0.07946520886155663,26125.15211370315,97.27501597511471,0.16513973848202462,15.100464055567612,2.725081694519428,4.978174119136693,63787.67945994458
11,411,58.0213,12.7947,35,14.1367,0,125,126,2,127,3,1.00324,56.27,0.0,0.0,12.28571,8.781,11.14358,0.0,0.0,131.0,56.36399,0.0,0.3,6.653,-1.0,1.229867,7.602719907407407,0.20894326430705595,92.60507947781382,0.06792270859451811,0.13371514310314345,0.28404658299209223,0.7711345098039215,0.1745575310591122,0.13581280104945753,294.7170554374726,0.14625485149136652,0.12686369786959384,0.34430923108979855,158.97032757144794,0.0809956961835109,26061.882159049437,97.26970732925392,0.16409407444416352,15.178602618935669,2.0123652119254007,4.988813698729145,63781.58057925135
12,412,58.0934,13.2169,35,13.8986,0,125,126,2,127,3,1.00083,56.32166,0.0,0.0,11.96429,8.732,11.0503,0.0,0.0,132.0,56.3509,0.0,0.3,4.776,-1.0,1.240992,7.209249614197531,0.2075885733972554,91.75521987000478,0.06894594639762953,0.13197134096044488,0.2840465829920937,0.7719309803921568,0.17508019249397308,0.13508381640533526,293.9550148103713,0.1474094470361381,0.12853223795895524,0.34246765354515674,159.2536616437937,0.08201197353023047,26252.33212304504,97.25996373923145,0.16428989154496682,15.157956912193768,1.653313276512831,4.979997557745819,63807.80318326284
13,413,57.8481,12.8267,35,14.0825,0,125,126,2,127,3,0.99443,56.06347,0.0,0.0,12.60714,8.74,11.41704,0.0,0.0,132.0,56.32193,0.0,0.3,4.761,-1.0,1.280928,6.5180844907407405,0.2065623497193619,91.56429975500261,0.06886144939341683,0.130336369118856,0.28404658299208857,0.7717682745098039,0.17775283584603382,0.13474673266633772,293.2035076912088,0.14727460692593847,0.13035187118556046,0.3404556300872645,159.225878554905,0.08289436743200508,25830.29916842814,97.30647502578844,0.1624918764502719,15.185492621527777,1.8741008582555807,5.015307153595621,63790.55965307357
14,414,57.8733,12.8589,34,13.5614,0,124,126,2,127,3,1.00424,56.1088,0.0,0.0,11.25,8.73,11.07964,0.0,0.0,132.0,56.28751,0.0,0.31,4.915,-1.0,1.219959,6.288917824074074,0.20554541366275553,91.35680061439331,0.06894185857013861,0.12916010563910793,0.2840465829920953,0.771403137254902,0.17971868647574415,0.13341820445901495,292.4027929070712,0.1479750928759915,0.1322803461839309,0.33891305083915235,159.43522717016134,0.08500271912144905,25905.07781893489,97.30096664321866,0.16111054537783323,15.121804131401909,1.8403551481223985,4.977296335664012,63845.27271442414
15,415,57.8222,12.7598,34,13.9151,0,124,126,2,127,3,1.00296,56.07087,0.0,0.0,8.89286,8.712,11.11113,0.0,0.0,132.0,56.24165,0.0,0.31,5.388,-1.0,1.275492,7.285059799382716,0.20509647574639406,91.52102304927888,0.06941416629261107,0.12799836213560245,0.28404658299209445,0.7719309803921568,0.1819812915992482,0.13241984503591323,291.60285479700144,0.14841311593298925,0.13363016490921628,0.3380968168981551,159.4582378285223,0.08634381967837913,25950.50422683948,97.29905676000729,0.1608275862203017,15.092246726707176,1.9102905971718225,4.98660922277231,63929.73912280791
16,416,57.766,12.7423,34,14.0232,0,124,126,2,127,3,1.00312,56.04887,0.0,0.0,11.28571,8.692,11.0325,0.0,0.0,132.0,56.22284,0.0,0.31,5.221,0.43493,1.247886,8.445264274691358,0.20490368474106768,90.68830919218217,0.07024025759754889,0.12712107435048386,0.2840465829920949,0.7725043137254902,0.18500198691108086,0.13184072622065596,290.86660712184965,0.14826492933547944,0.1351306152860648,0.33746053080358784,159.72433744621054,0.08824234105895705,25822.83670466073,97.31110243224548,0.15979281233273201,15.167384206512827,1.8596692180532535,5.0027199070726915,63903.3407547125
17,417,57.6339,13.0012,34,14.0852,0,124,126,2,127,3,1.00221,55.93545,0.0,0.0,9.35714,8.731,11.01202,0.0,0.0,131.0,56.16067,0.0,0.31,4.896,-1.0,1.269092,8.537856867283951,0.20471830121202378,92.27040115050676,0.07052692956674764,0.12664010428587055,0.28404658299209745,0.7720133333333333,0.18655638057080678,0.13106651143720882,290.1146652151885,0.1484495098197425,0.13622209461126522,0.3362712882523297,159.64016215177722,0.08943881792887129,25754.867413974367,97.32349707486343,0.15969172027421827,15.181232782057775,1.8392759585744607,5.015557762552026,64011.72748859718
18,418,57.5167,12.5559,34,14.8116,0,124,126,2,127,3,1.0034,55.84538,0.0,0.0,9.21429,8.778,11.23544,0.0,0.0,131.0,56.13623,0.0,0.31,6.166,-1.0,1.281682,8.44044174382716,0.20470075241498037,88.67030493279422,0.07099909229121114,0.12676261137288716,0.28404658299209473,0.7725043137254902,0.18832717529696025,0.12970170877650147,289.35346975188867,0.1479857278584348,0.1365042120381765,0.3349907851141527,159.94209665848882,0.09112205474564912,25542.519208042777,97.3246173446991,0.15890648570449645,15.196832162362558,1.6337042406194424,5.0449414964826005,64010.75497622479
19,419,57.6238,12.6377,34,14.305,0,124,126,2,127,3,1.00462,55.93323,0.0,0.0,11.07143,8.756,10.85104,0.0,0.0,131.0,56.11032,0.0,0.31,6.269,-1.0,1.250324,8.213300540123457,0.20459735024035774,92.2937518454772,0.0710958239851043,0.12788823534208718,0.2840465829920958,0.7725305882352941,0.189715569380944,0.1294051899744154,288.59947673788724,0.1484682541166152,0.13603299868007446,0.3338545058895361,159.847165123457,0.09243202894702231,25729.029558931976,97.32643811926805,0.15880879009116683,15.160376843111015,1.6749651727941839,5.0063401160952585,64054.78474929345
20,420,57.5163,12.8282,34,13.6294,0,124,126,2,127,3,1.00822,55.82723,0.0,0.0,11.10714,8.752,10.9239,0.0,0.0,132.0,56.07171,0.0,0.31,5.681,-1.0,1.263473,9.674527391975309,0.20486467313085296,90.88872348591309,0.07234750749700361,0.13008677411978425,0.2840465829920918,0.7728764705882353,0.19055349813112382,0.1289721331743583,287.85675799153483,0.14819298717668938,0.13481746907792141,0.3338817996073896,159.90737745333195,0.09379314226922017,25617.371185262353,97.34363834431005,0.15875780814121934,15.186680169753085,1.7937815454754433,4.9953653449241875,64070.83123746267
21,421,57.4769,12.746,34,13.8515,0,124,126,2,127,3,1.00634,55.75675,0.0,0.0,14.14286,8.746,11.0832,0.0,0.0,131.0,56.0401,0.0,0.31,6.019,-1.0,1.259323,9.961323302469136,0.20502856462419025,92.66547168285024,0.07242058308396336,0.13248010624464185,0.28404658299209445,0.7731223529411765,0.19228497565724073,0.1289251439498133,287.1372660168502,0.14809097928589782,0.1333800460024816,0.3342547024813777,160.03337980233408,0.0952272046504919,25567.761104436442,97.33857132026044,0.1585184311194416,15.25561730655623,1.5952667323479455,5.028841584817043,64141.22310776482
22,422,57.3146,13.2498,34,13.7975,0,124,126,2,127,2,1.01015,55.60447,0.0,0.0,15.5,8.673,11.01288,0.0,0.0,131.0,55.99876,0.0,0.31,5.751,-1.0,1.265744,9.959442515432098,0.20506545234857454,89.70845389102517,0.07315647051006542,0.1349361865026715,0.2840465829920942,0.7732125490196078,0.19335060009815142,0.12888363400211084,286.4272128816679,0.1476159181636193,0.13218466091291703,0.3339145098130216,160.11751974622047,0.09655227487012728,25387.1756261274,97.37802692756652,0.15806576682037207,15.23151614342207,1.6981357557551338,4.999284622820462,64107.58319501527
23,423,57.2484,12.8375,34,14.5563,0,124,126,2,127,3,1.00319,55.53161,0.0,0.0,17.71429,8.733,11.44351,0.0,0.0,132.0,55.95052,0.0,0.3,6.093,-1.0,1.19325,9.975067515432098,0.20495677041450241,92.67224834128366,0.07267708482836369,0.13644217685303614,0.28404658299209395,0.77342,0.194681358431586,0.1287246985972583,285.6948150897861,0.1466457265109013,0.13088954842616016,0.33356977702079327,160.21772867105065,0.09813000645865497,25333.693846546896,97.38289961028096,0.15809878425195245,15.166084195360725,1.6408542906173875,5.070323506355876,64249.69609095155
24,424,57.1606,12.8453,34,14.6542,0,124,126,2,127,3,0.99756,55.47903,0.0,0.0,14.75,8.718,11.09507,0.0,0.0,132.0,55.923,0.0,0.31,8.802,0.43596,1.289752,10.315972222222221,0.20519601091949477,92.81357632595704,0.07497634419658906,0.13736317367306858,0.2840465829920979,0.7747443137254902,0.19638999874247232,0.12877146382180277,284.98422643207584,0.14598097924385584,0.12960712060012886,0.33331666072667365,160.3635292581753,0.09953847723985443,25183.19069042564,97.40751360969965,0.15784734926590072,15.245695137683256,1.770417895676682,5.023679988699322,64229.41672693638
25,425,57.0978,12.8078,34,14.3733,0,124,127,2,127,3,0.99364,55.47243,0.0,0.0,16.75,8.712,11.10771,0.0,0.0,131.0,55.8847,0.0,0.32,8.858,-1.0,1.257151,11.38966049382716,0.2056379716433098,89.70688951326558,0.07906257687584854,0.1383198666079514,0.2840465829920947,0.7749894117647059,0.19725170770794054,0.12877047665207025,284.25635732881454,0.14492412253623757,0.12877039055307268,0.33336056135107067,160.12155978722643,0.10081779768447065,25082.880993032577,97.38159266410726,0.1574445069093978,15.22884679723669,2.149750225400571,5.029361338121671,64186.852435411594
26,426,57.074,12.9249,34,14.3792,0,124,126,2,127,3,0.9964,55.43823,0.0,0.0,14.17857,8.721,11.07849,0.0,0.0,133.0,55.88571,0.0,0.31,7.22,-1.0,1.242164,11.480034722222221,0.20571113662237217,92.73837454212666,0.08352427766841655,0.13972536513102826,0.2840465829920938,0.7759050980392157,0.19802146199696355,0.12892583542975403,283.532970812295,0.14405996589802642,0.1282751971084518,0.33325829890715253,160.4796419402009,0.10207462700654983,25075.94418412724,97.40398899100492,0.15709705630641985,15.264817226080247,1.331523936820951,5.046746226331757,64293.698672809915
27,427,57.0328,13.287,34,14.0032,0,124,127,2,127,3,0.9941,55.41913,0.0,0.0,13.96429,8.685,11.17703,0.0,0.0,133.0,55.86093,0.0,0.31,7.125,-1.0,1.262276,11.48220486111111,0.2059742491410562,92.79983962102162,0.08588395885679846,0.1412798355600503,0.2840465829920935,0.7759050980392157,0.19883517976399787,0.1289472003953132,282.7965867652897,0.1430614076720602,0.12742528676962045,0.33295657277542223,160.34828013067857,0.10280313871085457,24993.062373860572,97.39963821301737,0.1575636849741391,15.241508389696662,1.5654869552187325,5.045399645322313,64632.669086258305
28,428,57.0747,12.9226,34,14.7358,0,124,127,2,127,3,0.99083,55.4908,0.0,0.0,14.89286,8.723,11.49488,0.0,0.0,131.0,55.88496,0.0,0.32,6.915,-1.0,1.286149,11.532118055555555,0.20617533864303517,92.80171758354228,0.08684468028071123,0.14346909149473352,0.28404658299209634,0.7769992156862745,0.19919839330606393,0.12854755610127924,282.07963881807785,0.14211650461639175,0.12639775556400973,0.3320119353130974,160.51367327332918,0.10386498106072183,25042.696162271688,97.38473390118341,0.15902489528437608,15.31476922682774,1.96156745184577,5.085809028920793,64667.7003488788
29,429,57.0306,12.6919,34,14.5397,0,124,126,2,127,3,1.00085,55.4655,0.0,0.0,14.17857,8.714,11.17059,0.0,0.0,131.0,55.90585,0.0,0.32,6.756,-1.0,1.241079,11.923948688271604,0.20579313987226838,91.03643990021502,0.08851973279614343,0.14586634309902577,0.2862642090353185,0.7769992156862745,0.1995385935930231,0.1287384973257791,281.34420640025087,0.14136247587277018,0.12534303612154654,0.3309135778295439,160.44351927096386,0.104682944953814,25020.013304238735,97.40324045245295,0.16051794972241368,15.264504326714409,1.567418772585355,5.067277615937931,64742.456342333724
30,430,57.0248,12.5636,34,14.0971,0,124,127,2,127,3,0.9978,55.48768,0.0,0.0,12.10714,8.705,10.9689,0.0,0.0,131.0,55.91857,0.0,0.32,7.804,-1.0,1.272019,12.586033950617283,0.20570055143719035,91.28529527568543,0.09079687563535745,0.14806649000654085,0.28626420903532085,0.7783823529411764,0.1990675658750877,0.1285169475209822,280.59836897232793,0.1407385567561925,0.1244953940542337,0.3300116068049373,160.4308996348288,0.10538234904387558,25039.683185638474,97.39467050300121,0.16147936786136938,15.202511069215374,1.5374247046354022,5.039693442930234,64472.9869072885
31,431,56.9958,12.5146,34,13.8828,0,124,127,2,127,3,0.99784,55.45899,0.0,0.0,12.17857,8.653,10.85526,0.0,0.0,131.0,55.91337,0.0,0.32,7.42,-1.0,1.276711,12.630835262345679,0.20552127086607647,92.80886886701887,0.09257236946149165,0.14989881406977393,0.28626420903532096,0.7790458823529411,0.19866430298774035,0.12831057658715112,279.84543282752225,0.14034679054696178,0.12367358835057868,0.32933812671839213,160.39472131299488,0.10591543438163734,24950.900755955507,97.3875605041549,0.16213891198225924,15.226370163905766,1.1429488987340135,5.027352108796742,64241.82905246874
32,432,56.9781,12.8057,34,13.4588,0,124,127,2,127,3,1.00701,55.47105,0.0,0.0,11.35714,8.736,10.81844,0.0,0.0,133.0,55.93765,0.0,0.31,7.61,0.44123,1.252617,12.576581790123457,0.20482208771004723,92.411907502019,0.09442099130971573,0.15171631491757748,0.28626420903532307,0.7798564705882353,0.1980849517810964,0.1283552727239066,279.1297926566889,0.13997155707071773,0.12279856503894235,0.32847750971385725,160.60514899205953,0.10636436696450624,24990.34854141078,97.4126950386784,0.1627202717287972,15.274943598994502,1.0537070185855781,5.038318383625003,64207.755997259635
33,433,56.918,12.9748,34,14.1523,0,124,127,2,127,3,1.00493,55.40828,0.0,0.0,13.03571,8.657,11.06965,0.0,0.0,132.0,55.94929,0.0,0.31,6.731,-1.0,1.270008,12.57325424382716,0.20411856709273832,90.3939966511913,0.0961163101867982,0.1534286788348896,0.2862642090353193,0.7806529411764707,0.1973548924566053,0.12820497083033883,278.4066016146171,0.13967913685642816,0.12173517058739092,0.3274440575240106,160.60119556143349,0.1070193583881977,24890.802297889455,97.39752979608372,0.16340438838220675,15.247324814031154,1.3242472681203976,5.062126091206303,64232.55254057132
34,434,57.0027,12.7225,34,14.9612,0,124,127,2,127,3,1.0027,55.50391,0.0,0.0,12.67857,8.674,11.22507,0.0,0.0,133.0,55.96283,0.0,0.31,6.468,-1.0,1.223066,12.882764274691358,0.20385419142260297,90.11224374816246,0.09728691069606439,0.1549835408182167,0.2840465829920953,0.7812631372549019,0.1967647866931005,0.12795774351762607,277.64416991415084,0.1394278749935083,0.1207312358305931,0.32663448562701136,160.78895373497596,0.10719015823842577,25034.98836815343,97.40059489668333,0.16420441462300644,15.174776430483217,1.5443721236814072,5.0844417779298485,64275.77347550455
35,435,57.0687,12.8162,34,14.6831,0,124,127,2,127,3,1.00745,55.60209,0.0,0.0,11.85714,8.682,11.00296,0.0,0.0,132.0,55.99787,0.0,0.31,7.257,-1.0,1.259462,13.346739969135802,0.20319471150145502,92.25176548738791,0.09985293950887014,0.156426092676061,0.28626420903531774,0.7814556862745098,0.19577146681762794,0.12758966371595523,276.891832015255,0.13934722195071786,0.11961985670286916,0.32546555918667236,160.7661961203894,0.10749527039708184,25246.183866315623,97.37099829670962,0.16555854323377506,15.177359686957464,1.385073154351211,5.064198071664802,64312.77262185306
36,436,56.8968,12.6354,34,14.4234,0,124,127,2,127,3,0.99942,55.4362,0.0,0.0,12.67857,8.712,11.08322,0.0,0.0,131.0,55.9885,0.0,0.31,7.875,-1.0,1.26021,13.452690972222221,0.2022879181942499,89.4132718686184,0.10313020257290109,0.15785773214359586,0.28626420903532185,0.7831301960784314,0.1945254622079825,0.12709573053266296,276.17091751201957,0.1393294865669395,0.11856223631884705,0.32402183160855963,160.79971796874005,0.10767442764948713,24894.919400505838,97.40434625536338,0.16617336392835783,15.295017006956503,1.7227533743382648,5.071480549376657,64244.687929204854
37,437,57.0114,12.714,34,14.4127,0,123,127,2,127,3,0.99973,55.53418,0.0,0.0,10.82143,8.72,10.92773,0.0,0.0,129.0,56.01908,0.0,0.31,7.812,-1.0,1.287425,13.453269675925926,0.2016161640074402,89.66801680575784,0.10660565481871283,0.15914664009038296,0.28626420903532,0.7831678431372548,0.193257131730045,0.12697609329864734,275.44752337615046,0.1396284844003667,0.11748992876564895,0.32237235354889104,160.74077308264378,0.10775878779597665,25033.853632234597,97.40095717150342,0.16663701172909434,15.250017896110629,1.4158290422667987,5.060562694526827,64102.70448367469
38,438,56.9157,12.7804,34,13.9927,0,123,127,2,127,3,1.00805,55.48047,0.0,0.0,12.28571,8.759,11.00307,0.0,0.0,130.0,56.03755,0.0,0.31,6.217,-1.0,1.302748,13.57079475308642,0.201049773775467,92.70864129084208,0.10974541093597422,0.1601250100602378,0.2862642090353232,0.7848345098039216,0.19193313842347903,0.1271213944660138,274.71420328670416,0.13973000368803024,0.11660240914447785,0.32094973621939477,160.73249748975184,0.1078714476720897,24953.64333007443,97.39165650898127,0.16712642594186466,15.186197351526332,1.298893136490903,5.075413913060578,64167.970011744896
39,439,57.0298,12.69,35,14.4788,0,123,127,2,127,3,1.00387,55.5932,0.0,0.0,8.32143,8.752,11.06072,0.0,0.0,132.0,56.05196,0.0,0.31,7.3,-1.0,1.300876,13.855082947530864,0.2001605427145975,88.59275126994895,0.11326818979097109,0.1607895979476187,0.2862642090353234,0.7860486274509804,0.19052816347896198,0.12700324111211786,273.99587446842196,0.14010181867271138,0.11591738587018993,0.31992407739446826,161.09948791929713,0.10774984551572772,25028.100528618696,97.37879211914989,0.1684816186541945,15.227592185691552,1.3128670991850813,5.06928202428801,64196.25020482982
40,440,57.2196,12.7829,35,14.6435,0,123,127,2,127,3,0.99606,55.76299,0.0,0.0,11.71429,8.686,10.9772,0.0,0.0,133.0,56.08789,0.0,0.31,7.155,0.43686,1.296812,14.16454475308642,0.19952428214151977,92.68783873815136,0.11714817881944453,0.16169636781001304,0.2862642090353209,0.7885635294117647,0.1892862333899879,0.12650896655787638,273.27275410545553,0.14063854164859907,0.11530952003807993,0.3188511516838117,160.86889217336736,0.10768393631249723,25346.752625254285,97.35128688915509,0.1694594044123618,15.187096866560571,0.9558016292288811,5.05809351995239,64212.88559998298
41,441,57.2346,12.5721,35,13.9492,0,123,127,2,127,3,0.99752,55.79836,0.0,0.0,10.21429,8.675,11.05361,0.0,0.0,131.0,56.11603,0.0,0.31,6.731,-1.0,1.304585,14.229166666666666,0.19911523442892726,89.2689091934741,0.1198485951124074,0.1628514264242553,0.2840465829920959,0.7906941176470588,0.1880031122556845,0.12583627455402457,272.5438137133549,0.14077609290271573,0.11459819791697097,0.31761711770610146,160.84303406587597,0.10772845983366527,25337.413813798983,97.36033344145832,0.1699307272288801,15.149466808931328,1.1462030651574844,5.079255821385065,63958.846491953096
42,442,57.2594,12.5397,35,13.9028,0,123,127,2,127,3,0.99755,55.8395,0.0,0.0,13.07143,8.692,10.87426,0.0,0.0,132.0,56.15618,0.0,0.32,7.984,-1.0,1.283798,14.158468364197532,0.19852691149519883,92.59883913334465,0.12272796174606382,0.16418220062483088,0.2862642090353216,0.7910556862745098,0.18689299830100298,0.12524823920451228,271.84271567447604,0.14067543942880956,0.11391806364865559,0.31639713383569595,161.08177927300474,0.10744294514614436,25303.264259015392,97.34059297029901,0.16980655946457407,15.198904531973378,1.8453337427014407,5.04019874559146,63956.264943452275
43,443,57.2392,12.3891,35,14.142,0,123,127,2,127,3,0.99732,55.80166,0.0,0.0,12.5,8.69,10.83835,0.0,0.0,132.0,56.17796,0.0,0.3,7.693,-1.0,1.342446,14.264998070987655,0.1981371734710138,90.218388820327,0.125917393314704,0.1654134633572617,0.2840465829920953,0.7926776470588235,0.1858011630197954,0.12485716233430195,271.13262818826547,0.14049239550115533,0.1132406568957816,0.31524368622064425,161.08229305188138,0.10731482799910383,25330.718908692474,97.34466465674204,0.1698824758516561,15.142607135537231,1.2779520000500417,5.051085923561551,64008.629634194185
44,444,57.3067,12.4092,35,13.5614,0,123,127,2,127,3,0.99303,55.92115,0.0,0.0,11.60714,8.702,10.72367,0.0,0.0,132.0,56.18593,0.0,0.31,7.654,-1.0,1.36833,14.368344907407407,0.19789650999084066,93.05071695330982,0.1287547376976343,0.16658399504217203,0.286264209035322,0.7935933333333334,0.1846623981426816,0.12462277550384201,270.43960595213,0.14024057550845517,0.11258790363894507,0.3140927473993003,161.16492107046403,0.10731750312242064,25447.6966356004,97.34108472757832,0.17001223882603417,15.239078474633489,1.3809529345188998,5.033273642183461,63917.15769739225
