,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.3,contrast,cubrow.0,cubcol.1.0,cubcol.0.6,noise,cubcol.0,cubrow.0.5,blur,cubrow.1.0,staticness,cubrow.0.6,blockiness,temporal,cubcol.0.3,cubcol.0.5,uhdhdsim,saturation,fft,color_fulness,tone,movement
20,320,65.5098,17.4371,43,19.1298,0,129,126,3,128,3,0.99556,64.82654,0.0,0.0,13.03571,8.52,15.05026,0.0,0.0,129.0,58.53566,0.0,0.31,1.744,-1.0,0.658029,0.17503648553578968,92.31618687804014,0.10479834041474574,0.12664926495200057,0.1628374707899854,0.30059916912314427,0.12228723375736109,0.18855619931934423,35218.217151122124,0.2588035507989979,307.37857097958306,0.2577862136424134,1.849903082838461,5.609548164246019,0.19039563801678158,0.20903175043982478,96.21701223150913,15.778218963999807,63878.196853818416,142.40186179916907,0.7674921568627451,12.152054398148149
21,321,65.4069,17.0473,43,19.8843,0,129,126,3,128,3,0.99667,64.7143,0.0,0.0,13.14286,8.517,15.06194,0.0,0.0,130.0,58.48673,0.0,0.31,1.624,-1.0,0.673887,0.17377072660835935,92.34347400291537,0.10560657712670768,0.1263663132941683,0.16247075936081132,0.300599169123144,0.12228655049244222,0.18911185714322976,34966.84973765217,0.260359459952339,306.3322527367736,0.2572237987669951,1.5592189054465053,5.613135907933836,0.19040397212770174,0.21008544951133531,96.2280013373263,15.72993751808449,63881.07452401037,142.54360833709467,0.7672137254901961,12.747106481481481
22,322,65.3358,16.9821,43,19.0243,0,129,126,3,128,3,0.99937,64.64395,0.0,0.0,9.39286,8.541,14.72414,0.0,0.0,131.0,58.44596,0.0,0.31,1.578,-1.0,0.674112,0.17258424589069332,92.31767716433886,0.10591197398679648,0.12616695255827665,0.1618092417342708,0.30059916912314527,0.12216728914124857,0.19031492339658146,34926.437763886766,0.2611940191547717,305.30004385383916,0.25649248852467404,1.1758740541701276,5.578095781960573,0.19071478608296763,0.21013979714340794,96.23473953576061,15.757522017867476,63904.65988890699,142.97501080630727,0.7669458823529411,12.72680362654321
23,323,65.1081,16.7858,43,18.5786,0,129,126,3,128,3,1.0055,64.41745,0.0,0.0,9.78571,8.536,14.67128,0.0,0.0,130.0,58.37635,0.0,0.31,1.454,-1.0,0.637122,0.17178942663305388,92.29906456380411,0.1056302660224288,0.12619402292592377,0.16104817178560868,0.3005991691231469,0.12167755841117979,0.1908970246301287,34556.32554847393,0.26238117886548434,304.27354118384915,0.25573276254478705,1.5165834427554414,5.57006769222208,0.19058673407983406,0.20999212494975078,96.25704318174041,15.766585173430267,63935.0359317169,143.1072076238384,0.7661125490196078,12.602092978395062
24,324,65.0421,16.9604,43,18.9581,0,129,126,3,128,3,1.00717,64.31696,0.0,0.0,9.5,8.545,14.49725,0.0,0.0,130.0,58.36134,0.0,0.31,1.755,0.41667,0.714737,0.17075996871456842,92.4634369494202,0.10521219942531554,0.12714516812593302,0.16082616753501394,0.2983815430799179,0.12110022109162971,0.19097338474033893,34538.862277967084,0.2636758327227331,303.2570896528836,0.25504939046453123,1.4915516489627783,5.551188242882943,0.1905274791908259,0.20918190226999675,96.27936955355378,15.750254878291377,63887.31074484743,143.48642890676706,0.7661125490196078,12.886574074074074
25,325,64.8819,17.0285,42,19.1306,0,129,126,3,128,3,1.00107,64.14709,0.0,0.0,8.96429,8.545,14.65246,0.0,0.0,131.0,58.28496,0.0,0.31,1.49,-1.0,0.658806,0.16909719291324135,92.30104733836124,0.10475622179503592,0.1279989953096498,0.16010344967305004,0.3005991691231446,0.1203798776757492,0.19039540711548025,34331.98721613927,0.26445922518905507,302.21687457986235,0.2545422873144947,1.3029878072316257,5.568587334181386,0.1905597688358432,0.20802686017054203,96.30023629206246,15.686981766312211,63867.67019382859,143.98082513078245,0.7653019607843138,13.701051311728396
26,326,64.9416,16.6928,43,18.857,0,129,126,3,128,3,1.00179,64.19791,0.0,0.0,10.85714,8.577,14.70481,0.0,0.0,131.0,58.25872,0.0,0.31,1.534,-1.0,0.777803,0.16731320437712177,92.31876784823956,0.10482709758614592,0.12891610549036456,0.15977501076397835,0.298381543079918,0.1199799738148032,0.1898082888659387,34452.42832443475,0.2648270485604134,301.21575638665183,0.2534439773074298,1.278891923247459,5.568862131283446,0.19046032378718136,0.20709964127278274,96.27511447972813,15.739794884198977,63866.33516751091,144.24302745375317,0.7655321568627451,13.895206404320987
27,327,64.8138,16.4476,42,18.7286,0,129,126,3,128,3,0.99781,64.05401,0.0,0.0,7.32143,8.581,14.42116,0.0,0.0,132.0,58.20492,0.0,0.31,1.606,-1.0,0.704284,0.16516483136771876,92.33705097820487,0.10485444958119704,0.12988372072195364,0.15950586840852923,0.2983815430799231,0.11941977569065786,0.18948952465991362,34236.595478154595,0.264948359810453,300.19884990267656,0.2515474994574243,1.2658249493924563,5.5395601764312,0.1908488409163439,0.20587972092626244,96.31895744445926,15.686849711853782,63760.81341013686,144.204912235389,0.7643329411764705,13.842640817901234
28,328,64.6877,16.2683,42,18.3638,0,129,126,3,128,3,0.99675,63.88226,0.0,0.0,8.42857,8.588,14.20546,0.0,0.0,131.0,58.15254,0.0,0.31,1.558,-1.0,0.7364,0.16279108236872256,92.29613376837936,0.10487895677178583,0.13112124745697962,0.15913308255741834,0.298381543079916,0.11873608213134389,0.18935156262474442,34120.094936422145,0.2646679672035036,299.2081602103968,0.24963385227923843,1.247375050253936,5.510322147897627,0.19107423497000417,0.20487785475570183,96.34290353353968,15.737282647026909,63766.5570755621,144.51704880483476,0.7633298039215686,13.759934413580247
29,329,64.6547,16.0778,42,18.3288,0,129,126,3,128,3,0.99702,63.84552,0.0,0.0,8.71429,8.56,14.04638,0.0,0.0,130.0,58.08984,0.0,0.31,1.376,-1.0,0.731497,0.16059670839401977,90.19333412741277,0.10499551471182843,0.1324561728718715,0.15911301400180902,0.2983815430799187,0.11829558197503126,0.19025514864868784,34021.196274275535,0.265133760501231,298.2322108807698,0.24763555663974096,1.4352863672142455,5.499113138140546,0.19176372750333523,0.20370214855694901,96.36042948080485,15.715368388611594,63791.822794939726,144.79966873742043,0.7616780392156863,13.979697145061728
30,330,64.5408,16.2532,42,18.0238,0,129,126,3,128,3,0.99425,63.72069,0.0,0.0,10.82143,8.562,13.88905,0.0,0.0,131.0,58.05337,0.0,0.3,1.467,-1.0,0.785217,0.15848718152867577,90.49409256955104,0.10532635813712618,0.1340341803432453,0.15875139870176022,0.2983815430799149,0.1177300298394671,0.19179114372682363,33914.092524252614,0.26497831715044834,297.2667626028312,0.24537225886237732,1.164222421315848,5.469063174454363,0.19265981147527567,0.20250960594413406,96.35856399735724,15.709333254967206,63768.65594871217,145.05986835543285,0.7616482352941176,14.33029513888889
31,331,64.4844,15.9904,42,18.1729,0,129,126,3,128,3,0.99151,63.67121,0.0,0.0,10.42857,8.582,14.04235,0.0,0.0,130.0,57.97439,0.0,0.3,1.51,-1.0,0.804527,0.15651340534136224,89.52235960762744,0.10549420656198287,0.13546418872659405,0.1582380590579808,0.29838154307991355,0.11720152412581201,0.19300542423419786,33747.425118169616,0.2636082020610936,296.30914445382416,0.24312759832072808,1.426934360694366,5.4823815557792175,0.19294921441510654,0.20169775407655283,96.36337995495396,15.662206767517844,63752.942108863055,145.2208320683594,0.7597058823529412,14.306905864197532
32,332,64.4242,15.8869,42,17.319,0,129,126,3,128,3,0.99621,63.60701,0.0,0.0,10.53571,8.564,13.81388,0.0,0.0,131.0,57.9462,0.0,0.3,1.634,0.42104,0.814063,0.15468464223348044,92.1514588408995,0.10569754496144419,0.1376190080138782,0.15852329654698394,0.2983815430799143,0.11664709148175949,0.19345982061362216,33661.320672729205,0.2621240718307401,295.36865438205695,0.2413193342955077,1.4915412681717046,5.454454787776044,0.19346717804954885,0.2007109589108847,96.3780054984886,15.691343519422743,63834.49861147433,145.85567084962207,0.7596760784313725,14.22559799382716
33,333,64.5763,16.1636,42,17.4258,0,129,126,3,128,3,1.00258,63.67692,0.0,0.0,9.14286,8.53,13.72013,0.0,0.0,131.0,57.88645,0.0,0.3,1.518,-1.0,0.820636,0.15298615711962896,89.37091514290962,0.10617375798579355,0.13916673589487336,0.15800835399775076,0.2983815430799121,0.11629391649713018,0.19389751120516283,33916.05111114594,0.2609318485399484,294.44800969075226,0.23971273681309976,1.0673017767457809,5.452289675518104,0.1933476281624065,0.20014563498596913,96.3772971227469,15.673615067093461,63831.29148366111,145.82419492298985,0.7596611764705883,14.17013888888889
34,334,64.3264,15.8492,42,17.7569,0,129,126,3,128,3,1.0024,63.47208,0.0,0.0,9.32143,8.589,13.95889,0.0,0.0,130.0,57.83589,0.0,0.3,1.516,-1.0,0.846222,0.15143742676412691,90.50317710125293,0.10650122154833265,0.14108392561281766,0.15758001249395504,0.2983815430799132,0.1160687119925076,0.19438497816140335,33576.93692987677,0.26030287120871515,293.53085846181773,0.23785443732080755,1.6506383479526154,5.463187029499368,0.19354867113628849,0.1993662962031664,96.38563286208984,15.687898047176407,63943.99825091555,146.16021366863842,0.7591631372549019,14.366898148148149
35,335,64.4743,15.9453,42,16.9756,0,129,126,3,128,3,0.99842,63.57238,0.0,0.0,12.32143,8.6,13.68731,0.0,0.0,130.0,57.79912,0.0,0.3,1.483,-1.0,0.86432,0.15002036309236882,91.4540557490218,0.10664073193916454,0.14303873254684524,0.1577106240921814,0.2983815430799098,0.11611867363416824,0.1947244734729208,33752.540493529705,0.2598262452130985,292.6337659929575,0.23619276895772295,1.0912406295056483,5.443522825080352,0.19360817758638432,0.19918371938991833,96.38833968890657,15.667129139841338,63919.46382984765,146.4515187534527,0.7590289411764679,14.48731674382716
36,336,64.4289,15.4542,42,17.4508,0,129,126,3,128,3,0.99637,63.53632,0.0,0.0,8.03571,8.584,13.77324,0.0,0.0,130.0,57.75036,0.0,0.31,1.401,-1.0,0.794398,0.14846539948546963,90.15943410144479,0.10693205846503327,0.1449662120594578,0.1572447840209846,0.29838154307991266,0.11590840263427195,0.19494406144103113,33731.512922324975,0.25930682997149856,291.7345088830817,0.2347469789122732,1.157163158700261,5.439784121268805,0.19374213003103047,0.19890544593761442,96.38046705302791,15.65358046543451,63977.489022504415,146.8473247479131,0.7580619607843138,14.481288580246913
37,337,64.3719,15.6343,42,17.4039,0,129,126,3,128,3,0.99455,63.47239,0.0,0.0,9.82143,8.553,13.34945,0.0,0.0,131.0,57.70463,0.0,0.3,1.439,-1.0,0.832965,0.14682062299363788,91.2969869461008,0.10739065700123347,0.14641108376923043,0.1571481262052277,0.2983815430799134,0.11552205413585123,0.19482174747845363,33617.42038956756,0.25885801889384535,290.85896438816366,0.2333268012359105,1.322090558987939,5.390305512539945,0.19385316115513387,0.19873828842064267,96.39087870861368,15.604044784734278,63902.07550022955,147.113280560189,0.7587901960784313,14.40919174382716
38,338,64.2695,15.8354,41,17.4074,0,129,126,3,128,3,0.99357,63.35169,0.0,0.0,8.21429,8.566,13.5041,0.0,0.0,130.0,57.62811,0.0,0.3,1.473,-1.0,0.901365,0.14521218472115152,87.39087271120269,0.10819243698475016,0.14817841000165893,0.15679640444763096,0.2983815430799106,0.1151875052981653,0.19420487892802074,33501.44100922303,0.2585845032451467,289.99548321848886,0.23203736049905682,1.4581662238307986,5.405706236480434,0.19415163553338147,0.19883662810281108,96.39113678588261,15.590325814706308,63953.60635035033,147.13585423246712,0.7574211764705883,14.45876736111111
39,339,64.3007,15.8289,42,17.6488,0,129,126,3,128,3,0.99944,63.36369,0.0,0.0,7.96429,8.563,13.68253,0.0,0.0,130.0,57.58421,0.0,0.3,1.436,-1.0,0.888355,0.14367971324130333,87.50510080371359,0.10880459555945239,0.14971768538812286,0.15591530645204277,0.2983815430799115,0.11511317316678657,0.19346640756222122,33610.87480902771,0.25863737235632495,289.14105003649337,0.23110976614682885,1.052036040100232,5.4198721077012,0.19464999783211773,0.19860194619276464,96.39227342453394,15.615270167221256,63958.42868760773,147.54073436823438,0.7574886274509804,14.68774112654321
40,340,64.2906,16.0753,41,17.9367,0,129,126,3,128,3,0.99739,63.34522,0.0,0.0,12.60714,8.524,13.67165,0.0,0.0,130.0,57.54895,0.0,0.3,1.473,0.424,0.872715,0.14221646508345184,90.3701495451715,0.10891126260440911,0.15113336994449414,0.15534104580946162,0.2983815430799089,0.11478280592821496,0.19304883849886548,33587.4218711354,0.258940942300443,288.3065536697818,0.23051584280061657,1.3799265527418032,5.430704314411331,0.19477958959201674,0.19862157334162386,96.39978785035115,15.628100171501256,63920.97174156134,147.748173604588,0.7575227450980392,14.80613425925926
41,341,64.1223,16.0124,41,18.0675,0,129,126,3,128,3,0.99856,63.16739,0.0,0.0,9.10714,8.596,13.88993,0.0,0.0,130.0,57.50629,0.0,0.3,1.444,-1.0,0.902248,0.14077833727734165,90.12018288192762,0.10901092349479467,0.1523181157833562,0.15481171893630158,0.29838154307991116,0.11438051271873628,0.1927616230256638,33348.74420901784,0.2593107411624399,287.480399005289,0.22998298308863865,1.4737253085118165,5.43966189698385,0.19530075209563608,0.1981783693896894,96.41175277339329,15.601173495068963,63967.40741108953,147.8349154792042,0.7579411764705883,14.882860725308642
42,342,64.0686,15.4634,41,18.2266,0,129,126,3,128,3,1.00092,63.1147,0.0,0.0,11.71429,8.61,13.83689,0.0,0.0,130.0,57.43977,0.0,0.3,1.425,-1.0,0.938486,0.1393260172364734,90.13927882232603,0.1093839821691389,0.1533464475727895,0.15383936433469503,0.2983815430799125,0.11416091709372608,0.19224998787120792,33324.959250749605,0.2594587780910388,286.63955201042324,0.22941659596703795,1.4606295451170501,5.435139987942243,0.19541921283080896,0.1981862718784773,96.4173963205449,15.56192468713831,63950.181033142246,148.21726610050757,0.7572576470588235,14.913966049382717
43,343,64.0674,15.7585,41,17.2633,0,129,126,3,128,3,0.99868,63.0807,0.0,0.0,9.35714,8.593,13.35782,0.0,0.0,129.0,57.39824,0.0,0.3,1.46,-1.0,0.927685,0.1379820578092152,89.63637617009714,0.10958760635193208,0.15456173360608128,0.15298577623107457,0.29838154307991116,0.11394935580584474,0.19195236696811926,33285.75637105651,0.25981556131597994,285.825550533615,0.2290302663132341,1.7565170259305807,5.386083981508661,0.19584383963152494,0.19801540323671296,96.43686867347091,15.595564477237655,63902.437188444725,148.3967368905469,0.7571235294117648,15.050106095679013
44,344,63.982,16.0314,41,17.5459,0,129,126,3,128,3,0.99668,62.95194,0.0,0.0,9.21429,8.589,13.61539,0.0,0.0,129.0,57.3463,0.0,0.3,1.558,-1.0,0.957603,0.1367930348691028,92.14052216570934,0.10901914521735108,0.15524853813912248,0.1522179230874806,0.29838154307990883,0.11360368625308495,0.19205843086669216,33177.9407724712,0.26015378611142326,285.01678840905737,0.22884244745088228,1.1802023304385776,5.406367612721954,0.19598904368605424,0.1983072511044539,96.44812466284583,15.60269504123264,63786.68861313948,148.54535762790914,0.7559785294117646,15.158034336419753
