,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,staticness,cubrow.1.0,cubcol.0.3,noise,blockiness,cubcol.0.6,cubrow.0.6,uhdhdsim,color_fulness,cubcol.0,fft,temporal,saturation,blur,tone,cubrow.0.3,cubcol.0.5,cubrow.0,movement,contrast,cubcol.1.0
37,137,65.5364,14.2172,61,19.4098,0,117,121,16,130,19,1.02468,62.09775,0.0,0.0,0.32143,3.599,12.04096,0.0,0.0,125.0,57.38739,0.0005,0.43,1.982,-1.0,0.287028,0.2171738005373815,464.8288626447608,0.2968085599916156,0.13954549108906206,0.6359269254442123,1.9818435088993918,0.1871300614760535,0.2300942675740433,83.73602037529409,149.073505425873,0.08129186432112474,77226.01723865603,4.539745300200145,38.87915415822724,35010.02479413977,0.8839670588235294,0.20070334433331596,0.23302544370722314,0.23629343406565773,6.586082175925926,98.30036270449021,0.12829376345461152
38,138,65.1203,13.9848,60,21.6936,0,117,121,15,130,19,1.02695,61.72105,0.0,0.0,0.53571,3.586,12.21204,0.0,0.0,125.0,57.42396,0.00061,0.42,1.893,-1.0,0.264828,0.2172352334199787,464.1511694135526,0.29579994827950484,0.13974296879349316,0.6298682584219227,3.212071818273165,0.18627209749813273,0.23007998859929493,83.80425663915341,149.3058711663213,0.08126044820362764,76994.46414519289,4.574963246720976,38.78357121973862,34012.242975799934,0.8833007843137255,0.20085859248840682,0.23257762581134156,0.23625481538688134,7.55931712962963,98.14358716448737,0.12826691616213182
39,139,65.367,14.1729,61,21.855,0,117,121,15,130,19,1.03439,61.96526,0.0,0.0,0.32143,3.633,12.01206,0.0,0.0,125.0,57.36814,0.00053,0.43,1.778,-1.0,0.273408,0.21748317900887182,463.5101766141083,0.29515900689486946,0.13962656664003645,0.6298682584219256,1.974695707652521,0.18525674367703365,0.2299686491415036,83.72907556196913,149.16146421162293,0.08128916770245445,76737.84362462617,4.634931709269132,38.72356744460117,33894.38711462088,0.8833,0.20088936266653676,0.23196147925269792,0.23628254233493345,8.466628086419753,96.97940983547271,0.128278087926934
40,140,65.6525,13.3599,61,20.4652,0,117,121,15,130,19,1.02581,62.18793,0.0,0.0,0.46429,3.614,12.17343,0.0,0.0,125.0,57.52214,0.00067,0.43,1.963,0.17142,0.270107,0.2176406197937922,462.8723992809338,0.2948484307410171,0.139778307125038,0.6298682584219214,2.052661317071457,0.18422050423364308,0.22993181507650384,83.6896589401927,149.2939243648322,0.08131208860035921,76759.30511321487,4.6977097659128635,38.58140149528598,34512.355510794034,0.8867470588235294,0.2009484245956738,0.23128621913343442,0.23626158017667007,9.11154513888889,96.96766972454537,0.1283161966817119
41,141,65.9379,12.9984,61,19.2439,0,117,121,15,130,19,1.02768,62.41307,0.0,0.0,0.53571,3.597,11.48075,0.0,0.0,125.0,57.61836,0.0005,0.43,1.894,-1.0,0.240417,0.21784091400594488,462.3118211918925,0.2945497839046141,0.13969658414232866,0.6298682584219172,2.226429886219143,0.18342083590765754,0.22993938327099336,83.68923792944821,149.42771053193638,0.08129775146646857,76996.55612471642,4.6559711091112455,38.66528489854601,35246.71577818433,0.8878552941176471,0.20089242252539014,0.23114567010404635,0.2361085615812549,8.93798225308642,98.25522951111489,0.12831306214001073
42,142,66.4955,13.1172,61,19.2234,0,117,121,16,130,19,1.03515,62.93777,0.0,0.0,0.39286,3.565,11.17624,0.0,0.0,125.0,57.60242,0.00057,0.34,1.89,-1.0,0.255004,0.21807459961725714,461.84704738300564,0.29412852664247974,0.13978069327158008,0.6298682584219214,2.5953674512368865,0.1829004552820464,0.22995696599513832,83.55601121580418,149.71145908371176,0.0812998374344183,77023.71227210287,4.620770331256262,38.55146186734423,36190.97616139348,0.8903254901960784,0.2009014673128,0.23044436098276838,0.23686054815982618,8.484182098765432,98.38824911205378,0.1283864652244896
43,143,66.1432,13.7333,61,19.8268,0,117,121,16,130,19,1.03101,62.61624,0.0,0.0,0.10714,3.578,11.26876,0.0,0.0,125.0,57.66148,0.00045,0.43,1.959,-1.0,0.250259,0.2182548030952015,461.5022366500822,0.2937221994858957,0.13926318637314233,0.629868258421921,2.420345499305226,0.18250196320435966,0.22995118628608252,83.64817296887558,149.87763522492736,0.0812934011675248,76888.71603280405,4.63868989024821,38.542168134524495,35695.71457279412,0.889627843137255,0.200812176601255,0.23019133647664614,0.23736391091468914,8.219618055555555,98.30885675382157,0.1284269191833043
44,144,65.7595,13.8151,61,20.1629,0,117,121,15,130,19,1.03623,62.25862,0.0,0.0,0.39286,3.639,11.79753,0.0,0.0,125.0,57.67565,0.00061,0.43,1.909,-1.0,0.290717,0.21845841740344063,461.2277486945711,0.2934991768626984,0.13871078879797907,0.6298682584219208,2.512468536750563,0.1821560233407742,0.22997661400213668,83.75418862036031,149.82899239836163,0.08127317393211582,76719.03859627743,4.662303250380463,38.671216046368635,35619.25808828849,0.8871356862745098,0.20054245500423334,0.22947181474642875,0.23785415544706998,7.807918595679013,96.85787923369762,0.12846304834398553
45,145,65.3753,13.6691,61,21.3115,0,117,121,15,130,19,1.03169,61.90063,0.0,0.0,0.46429,3.639,11.87314,0.0,0.0,125.0,57.68185,0.0005,0.42,1.9,-1.0,0.255291,0.218623901877771,460.987947933391,0.2929317828391108,0.13949322897429692,0.629868258421923,2.6110550150514014,0.18184876874474346,0.23001012312376073,83.79516937949828,149.59656165437008,0.08128417699814212,76549.7488829249,4.653191178428425,38.72850695951485,34819.10748428115,0.8839337254901961,0.20037847881031792,0.22900993706427755,0.23797151084639265,7.50829475308642,98.1794619484721,0.12845534233181302
46,146,64.9997,13.8837,60,20.6693,0,117,121,15,130,19,1.03712,61.60461,0.0,0.0,0.28571,3.682,11.74714,0.0,0.0,125.0,57.73027,0.00063,0.43,2.05,-1.0,0.260525,0.21882427889767164,460.7965332162893,0.2926629953372452,0.14004561337469135,0.6320858844651563,2.656521051790541,0.18141188922283807,0.2299564870110374,83.90254243250709,149.37328738141227,0.08130860431106189,76427.4046214981,4.723627378085181,38.76987391342352,34515.22990761002,0.8822443137254902,0.20023329721029998,0.22855448417464486,0.23795280985421421,6.978443287037037,98.21099072534207,0.12848153771129525
47,147,64.6538,13.3445,60,20.5565,0,117,121,15,130,19,1.0359,61.30727,0.0,0.0,0.28571,3.655,11.92942,0.0,0.0,125.0,57.66412,0.00057,0.43,2.045,-1.0,0.277101,0.21900355826888562,460.6090131135928,0.2924166931308487,0.14070120152587917,0.632085884465163,2.4659469436392247,0.18107525952752013,0.22990606396878388,83.94420450165278,149.26161188747,0.08130780333707752,76497.71004299603,4.7256077358905095,38.68198347680363,34271.097406654015,0.8798168627450981,0.20004670762621363,0.22871423560078832,0.2383399166124578,6.394434799382716,98.17310572419129,0.12849596461913468
48,148,64.7163,12.9185,60,20.0002,0,117,121,15,130,19,1.0234,61.33135,0.0,0.0,0.21429,3.663,11.46617,0.0,0.0,125.0,57.59747,0.00051,0.43,2.245,0.17413,0.273076,0.21910201383783068,460.39751494456584,0.2923532032872343,0.14105081240013428,0.6365211365516137,2.3485545158434253,0.18042648203001446,0.22988908541765693,83.90136318852511,149.12509721836503,0.08130476434792579,76742.65377999774,4.668465847231781,38.55600597240307,34732.37073622631,0.8770490196078432,0.1998647220793714,0.22875274106487326,0.23904838392061634,5.858410493827161,96.67442490539727,0.1285230087296416
49,149,64.5968,12.7932,60,19.5363,0,117,121,15,130,19,1.03441,61.17691,0.0,0.0,0.42857,3.613,11.10508,0.0,0.0,125.0,57.67041,0.00047,0.34,1.957,-1.0,0.271191,0.21923536827494006,460.1229219741441,0.2925244464653611,0.141077751805104,0.6320858844651543,2.6241918435368126,0.17978647318266938,0.22983216659961483,83.89525211440585,148.88820685399514,0.08129969505502342,76662.74579574095,4.6088110617915525,38.55588861159337,34587.2825010497,0.8775207843137255,0.19982434308794536,0.22895869532470312,0.23935499551902847,5.912567515432099,94.86963174752816,0.12857430004947795
50,150,64.452,12.1619,60,19.898,0,117,121,15,130,19,1.03122,61.03069,0.0,0.0,0.21429,3.627,10.99928,0.0,0.0,125.0,57.77509,0.00049,0.34,1.878,-1.0,0.261711,0.21933264658309934,459.7957201597478,0.2923662156771231,0.14091789261827645,0.634303510508384,2.1879455616936228,0.1791652639668821,0.22981737018137507,83.89229530119941,148.87301879754799,0.08130240031425602,76727.61367786562,4.568974227888922,38.4540523952908,34333.48099265713,0.877361568627451,0.19968473919817833,0.22897113379479356,0.24011314594292996,6.09447337962963,98.20877689727065,0.12861509528154516
51,151,64.257,12.3953,60,18.7997,0,117,121,15,130,19,1.03633,60.84091,0.0,0.0,0.28571,3.645,10.45858,0.0,0.0,125.0,57.69241,0.00052,0.43,1.846,-1.0,0.266316,0.2194000301909083,459.4816438972427,0.29252842800567436,0.1406785296448759,0.6298682584219276,2.2536159280470973,0.17878355463512308,0.22974404402104967,83.90169074677162,148.99586350203958,0.08130854072780143,76400.51486638881,4.527844558982634,38.16938668710214,33880.6349700827,0.8762848431372547,0.1995901801115431,0.22890408543666244,0.24108850725212355,6.211853780864198,96.42388738471068,0.12863203535087958
52,152,64.234,12.0095,60,20.1731,0,117,121,15,130,19,1.03247,60.81283,0.0,0.0,0.17857,3.653,10.65375,0.0,0.0,125.0,57.69078,0.00048,0.34,1.984,-1.0,0.267075,0.21954083071872632,459.1836939752735,0.2924634742485306,0.14025744053846093,0.6298682584219225,2.1255355753624374,0.17797690457140014,0.22970805467870284,83.91331200985535,149.06775339639998,0.08131022351755446,76488.39710714229,4.52435913529571,38.216723783516585,33612.84438895265,0.8762156862745099,0.1995376218889012,0.22928384800402782,0.24141582258105052,6.133101851851852,97.0808111043469,0.12863471564650064
53,153,64.5356,11.6552,60,18.6453,0,117,121,15,130,19,1.02996,61.02725,0.0,0.0,0.25,3.637,10.32064,0.0,0.0,125.0,57.82063,0.00048,0.43,1.976,-1.0,0.280727,0.21968477047083745,458.8739069077163,0.29262723873328766,0.1405592711910804,0.6276506323786905,2.208344808463799,0.17708631141002287,0.22963905637618046,83.86876140005624,149.10401499937416,0.08129440002396073,76611.34615541663,4.482214258942319,38.00508004647714,34039.560945465535,0.8775996078431373,0.1994964653032203,0.22976945736601215,0.24131741785072505,6.035686728395062,95.65844593671487,0.12863257329589844
54,154,64.7845,12.3003,60,17.6963,0,118,121,15,130,19,1.02613,61.24472,0.0,0.0,0.42857,3.628,10.01981,0.0,0.0,125.0,57.8539,0.00049,0.34,2.073,-1.0,0.264967,0.21975329600485277,458.5559292399898,0.29307105681372453,0.14079325746205834,0.6260272174428587,1.99032132648804,0.1763515275555242,0.2295885187246323,83.83676920688929,149.52663609514343,0.0812949131737031,76627.61705433685,4.484503334615664,37.956942146207076,34203.76276943669,0.8772827450980393,0.1994007053555135,0.2306975390746265,0.24115488561669385,6.049575617283951,96.9471323393754,0.12862115214215178
55,155,64.487,13.3399,59,19.0967,0,118,121,15,130,19,1.02498,60.99002,0.0,0.0,0.28571,3.62,10.58333,0.0,0.0,125.0,57.81583,0.00051,0.34,2.166,-1.0,0.263283,0.21993704656486643,458.2126622567621,0.2933895187405106,0.1403342976168621,0.6238095913996243,2.173473991741727,0.17574761846681888,0.22957828195585042,83.9381025298899,149.70408472259496,0.08130625997108934,76267.39473554082,4.550768095441434,37.64989348988474,33650.99886890433,0.8770490196078432,0.19922217542737852,0.2315662277206494,0.2406088499307519,6.2942226080246915,97.80888209382887,0.1286405002600704
56,156,64.367,13.4881,59,19.2733,0,118,121,15,130,19,1.03076,60.90332,0.0,0.0,0.17857,3.66,11.4614,0.0,0.0,125.0,57.94291,0.00046,0.43,1.758,0.17181,0.265301,0.22005365371103303,457.8723168553236,0.2938934440429634,0.14009548285667747,0.6205627615279595,2.0177059755572455,0.1751628013201545,0.22956169306142638,83.95468703940317,149.98338237121627,0.08130767877228051,76400.69325586618,4.591785574209282,37.684964592074174,33693.720970768714,0.8777466666666667,0.1990463471466764,0.23184869580221434,0.2405477615981529,6.33275462962963,97.22922641894873,0.12866298305953644
57,157,64.6669,13.4086,60,19.0817,0,118,121,15,130,19,1.03054,61.16617,0.0,0.0,0.17857,3.658,11.58602,0.0,0.0,125.0,58.09014,0.00048,0.34,2.012,-1.0,0.251753,0.22020350714045833,457.53877177932867,0.294688815193985,0.1401640908556504,0.6238095913996208,2.830080661776394,0.17492404457801064,0.22954554201746866,83.91282422516282,149.9879150646574,0.08129323409613759,76553.18825918592,4.603715168354516,37.791201367790315,34578.9104306982,0.8802560784313725,0.19892867459433372,0.23225559575330532,0.2409956573887959,6.293306327160494,97.18269475357242,0.12868964087308918
58,158,64.8163,13.4694,60,18.901,0,118,121,15,130,19,1.02661,61.3375,0.0,0.0,0.46429,3.659,11.51917,0.0,0.0,125.0,58.22956,0.00049,0.34,2.191,-1.0,0.273596,0.2203665509826076,457.20958438494705,0.2953902625354322,0.14035598851671538,0.6254330063354617,2.342123480384476,0.17460413860774515,0.22952971715782064,83.92438615453361,149.98898906381783,0.08129857146087552,76547.06372757565,4.61303179822112,37.86544159312307,34469.810672175685,0.8828823529411765,0.19879664026857824,0.2326838687691018,0.2413685147518018,6.317467206790123,96.56683472584535,0.12864453224636024
59,159,64.864,13.4077,60,18.5149,0,118,121,15,130,19,1.03177,61.40319,0.0,0.0,0.35714,3.702,11.56928,0.0,0.0,125.0,58.33365,0.00049,0.34,2.231,-1.0,0.269993,0.22047636512060972,456.8885762702222,0.2959566633865006,0.1406839842682699,0.623809591399631,2.12626162065236,0.17440469555722002,0.22949842122604458,83.93442498015553,150.1366188613123,0.0813130482133377,76646.92155403619,4.599160907937312,37.89313949773341,34554.79396537753,0.8850699411764705,0.1987007907580669,0.23299088656353203,0.24129491218125076,6.652777777777778,96.53509298641387,0.1287047005752497
60,160,64.6868,13.3011,60,19.1815,0,118,121,15,130,19,1.04121,61.27798,0.0,0.0,0.57143,3.719,11.51511,0.0,0.0,125.0,58.43602,0.00038,0.34,2.044,-1.0,0.258207,0.22080200166282543,456.58117999910104,0.29644664326363657,0.1403412997504317,0.62543300633545,2.1618888705309574,0.17370375929294857,0.22952855667450964,83.96551736232844,150.11727439756552,0.08130832684075488,76390.1290137865,4.5791150797765985,37.93276205180604,34094.40760563464,0.8861737254901961,0.19861000588497388,0.23337595542549783,0.2417383782042273,6.9609375,96.94138498423935,0.12873731604587904
61,161,65.2326,12.9621,60,18.2899,0,117,121,15,130,19,1.03527,61.76352,0.0,0.0,0.53571,3.71,11.42392,0.0,0.0,125.0,58.56286,0.00043,0.34,2.37,-1.0,0.276723,0.22104490718637654,456.2544830281581,0.2970606792110808,0.14044884844473662,0.6260272174428553,2.316478117250328,0.17355999924301505,0.22959809770576503,83.9039744425692,150.1538327282105,0.08130886156502883,76856.74995268429,4.572951379968923,37.984446584442516,35397.95560955452,0.8872807843137255,0.19856996779215824,0.23317346686365822,0.24289043924201162,7.073640046296297,96.7868966932231,0.12874595572405675
62,162,65.8621,12.6754,61,18.3904,0,117,121,15,130,19,1.02827,62.33413,0.0,0.0,0.35714,3.716,11.13649,0.0,0.0,125.0,58.66219,0.00059,0.34,2.235,-1.0,0.264996,0.2214422104162536,455.9591217269744,0.2976304098941692,0.14084996074479525,0.6248387952280613,2.545073349508757,0.173522696144233,0.22961137618481703,83.85585598041388,150.26146250464632,0.08130302617424441,77067.44603042256,4.539082010318736,38.11732464072145,36864.984322606564,0.8884207843137255,0.19852309463303802,0.2328039344275256,0.2439171457859731,6.884886188271605,98.00390365364316,0.12878912196102238
63,163,66.0273,12.5161,61,18.1815,0,117,121,15,130,19,1.03348,62.48063,0.0,0.0,0.71429,3.717,10.89346,0.0,0.0,125.0,58.72555,0.00035,0.34,2.044,-1.0,0.264126,0.2218353568107618,455.66116305967506,0.2982265823298578,0.14115482730705403,0.6288390545934833,2.27704914847435,0.17347957887021886,0.2296141511950196,83.85430103189546,150.1247432152349,0.08131587585855764,77375.13504241941,4.504377354142105,38.04140500669126,37288.365231286574,0.8899368627450981,0.1984241238529436,0.23210489223050387,0.24463357218882573,6.736304012345679,97.23725297357622,0.1288177024617954
64,164,66.0616,12.2693,61,17.6054,0,117,121,15,130,19,1.03105,62.5108,0.0,0.0,0.46429,3.732,10.76224,0.0,0.0,125.0,58.78973,0.00049,0.34,1.96,0.17721,0.265932,0.22219715269604076,455.3758283736215,0.2986912745075704,0.1415028480250102,0.6276506323786878,2.2846804556201947,0.1739267407742549,0.22958528607010606,83.85449406067424,150.0381977173516,0.08133208826125457,77262.78768086102,4.468248122843475,38.15395213939525,37495.24022885587,0.8911964705882354,0.1982272541685313,0.2319535188404304,0.24581499618636837,6.547019675925926,98.4589378709626,0.12886111477449413
65,165,66.3925,12.3337,61,17.6086,0,117,121,15,130,20,1.02488,62.84091,0.0,0.0,0.75,3.748,10.54525,0.0,0.0,125.0,58.83168,0.00059,0.34,1.897,-1.0,0.272408,0.2225380491236582,455.1064992871685,0.2990504004577432,0.14174572820521755,0.6276506323786969,2.7041407623264666,0.174081108548196,0.22959533191479536,83.85232140972417,150.13105694787728,0.08132906389032062,77923.53673019812,4.4477324715381075,38.13196497787664,38438.74485330332,0.8917698039215687,0.19806946432443578,0.2316375379551161,0.24713364893663878,6.484326774691358,98.43629503114026,0.12886528785343548
66,166,66.5476,12.1816,62,16.8372,0,117,121,15,130,20,1.03738,62.99405,0.0,0.0,0.32143,3.778,10.60012,0.0,0.0,125.0,58.8714,0.00048,0.34,1.772,-1.0,0.267373,0.22295013876386682,454.8579358509233,0.2995025289374702,0.14193409728005035,0.6298682584219182,2.641559487424626,0.1743624457587571,0.22964963765757837,83.8800362198669,150.21371222369385,0.08136079355461029,77888.33879222206,4.4232073628178,38.280889440465856,38905.168050989574,0.8923274509803922,0.1979974893773202,0.2316748782883735,0.24767620806163237,6.386043595679013,98.47935329419383,0.12887399710296746
67,167,67.014,11.8356,62,17.1435,0,117,121,16,130,20,1.03592,63.42016,0.0,0.0,0.42857,3.791,10.47073,0.0,0.0,125.0,58.95271,0.00055,0.34,1.908,-1.0,0.263977,0.22335147310984044,454.61591727521756,0.30006304039438475,0.14223678055164965,0.6298682584219158,2.727854536270822,0.17509150762313874,0.22967169829393969,83.82270415521246,150.22221793901696,0.08131657177927,78206.56640317761,4.38427063776927,38.29750682689526,39936.399476450795,0.8931600000000001,0.19810021660024094,0.23144977191001365,0.24779971027784706,6.261670524691358,98.49228328286935,0.12882299836141697
68,168,67.4138,11.5779,62,16.6484,0,117,121,16,130,20,1.03116,63.79554,0.0,0.0,0.5,3.789,10.18317,0.0,0.0,125.0,59.01864,0.00048,0.34,2.017,-1.0,0.267564,0.22373688659103746,454.3923787874137,0.30093060050640186,0.1420818006788084,0.6298682584219146,2.6993300454443285,0.17490463314180535,0.2296597820543303,83.7957824233333,150.29789829565198,0.08130753993234784,78219.15368163101,4.3201240608019775,38.320239031756365,40746.58837867555,0.8945262745098039,0.19814567068310085,0.2310866388974771,0.24732313765133968,6.086467978395062,98.54032690368363,0.12880705876935777
69,169,67.8989,11.016,63,15.5197,0,117,121,16,130,20,1.03861,64.25973,0.0,0.0,0.32143,3.799,9.94777,0.0,0.0,125.0,59.07472,0.00054,0.34,1.825,-1.0,0.276335,0.22413979518782143,454.183386596624,0.30174141688126316,0.1426449403552336,0.6293536565077039,2.4957662042381075,0.17495533993219234,0.229680302293444,83.78845961754324,150.35715085264593,0.08131476863259063,78386.38642889632,4.247387181745546,38.328965552059216,41307.5937582836,0.8953447058823529,0.198056617449805,0.2313752930912069,0.24652100157605933,5.995900848765432,98.51540385879281,0.12882288410578951
70,170,68.6496,10.385,64,15.3779,0,117,121,16,130,21,1.03875,64.95369,0.0,0.0,0.42857,3.816,9.46451,0.0,0.0,125.0,59.10801,0.00044,0.33,1.769,-1.0,0.266504,0.22451145888128576,453.9853301448323,0.3024751451591968,0.14312266540442942,0.6298682584219182,2.578582400051988,0.17539874426631794,0.2295842539476233,83.7361956940861,150.3915726189859,0.08132785360518571,78448.89985468356,4.140655868935326,38.44083809558256,42497.459869050064,0.8952843137254902,0.19800460543413947,0.23136237790432657,0.2458166610254153,5.822820216049383,98.50704489859913,0.1288375033160278
71,171,69.0497,9.85781,64,14.1892,0,117,121,16,130,21,1.04988,65.33346,0.0,0.0,0.25,3.795,8.92468,0.0,0.0,125.0,59.11671,0.00041,0.34,1.717,-1.0,0.266005,0.22489392328968083,453.80479096682996,0.3032639203118855,0.1431427934193304,0.6298682584219218,2.4005135080398436,0.17643424125216445,0.22952472570319965,83.66508809839195,150.37267563925533,0.08134747552933531,78534.78682245703,4.037213982435057,38.44718518669223,43106.84041628424,0.8964039215686276,0.1980768929768015,0.23104417007646277,0.24562799438833308,5.671730324074074,96.86821780677357,0.12885292486617242
72,172,69.0166,10.4071,64,11.9906,0,117,121,16,130,21,1.05066,65.30175,0.0,0.0,0.25,3.798,8.47683,0.0,0.0,125.0,59.11066,0.00042,0.34,1.818,0.17953,0.27335,0.22513486437374775,453.6341479277964,0.3039992718893023,0.14291555833051456,0.6298682584219223,2.788730516237921,0.1775134193526444,0.22947205054914893,83.69119467574058,150.26053425322792,0.08134469722796309,78504.22375234816,3.88171247981833,38.629992261345,43103.202759127525,0.8963172549019609,0.19805419873407884,0.23081072948101744,0.24526628592739527,5.472945601851852,98.30580457880417,0.12887932048644662
73,173,68.8575,11.1142,64,13.3207,0,117,121,16,130,21,1.04903,65.15918,0.0,0.0,0.42857,3.817,8.95495,0.0,0.0,125.0,59.10387,0.00053,0.34,1.718,-1.0,0.246493,0.22546006491433113,453.4828086812405,0.3047056559290261,0.14325886863989057,0.6298682584219232,2.5574655225425844,0.17790762139746197,0.22946050099975196,83.7503291785298,150.3282984581446,0.08135154176642781,78417.79346225163,4.030013467961954,38.70080773624373,43053.52955478774,0.8962647058823531,0.19800213041716727,0.23046777088485118,0.24447986197580915,5.282166280864198,98.39439979394433,0.12894464160785168
74,174,68.0071,11.7,63,15.5425,0,117,121,16,130,20,1.04382,64.39318,0.0,0.0,0.35714,3.827,9.55978,0.0,0.0,125.0,59.07653,0.00048,0.34,1.643,-1.0,0.283376,0.22570774185410925,453.3332171094449,0.30542036443904313,0.14279024891240197,0.6298682584219223,2.3884615436793872,0.17790840788045895,0.2293643674735917,83.83011400441032,150.31545995724986,0.08136544705070757,78290.88919618337,4.1529139547844744,38.60722011990018,41632.93617089429,0.8959705882352942,0.19786078999215537,0.2300645233885112,0.24401160204704506,5.095871913580247,96.79843345741698,0.12893642531537833
75,175,67.6105,11.8994,63,15.9472,0,117,121,16,130,20,1.03561,64.02802,0.0,0.0,0.32143,3.827,10.05916,0.0,0.0,125.0,59.05893,0.00032,0.34,1.747,-1.0,0.290622,0.22608569124538558,453.2033804629791,0.3056979796273104,0.1425938541808134,0.6298682584219227,2.3432647107406495,0.17747889622513113,0.22934299355460683,83.86298506092473,150.41260467170676,0.08135586753321883,78135.09080777227,4.2584720991620415,38.6050501693914,40958.71848101305,0.8958062352941173,0.1976258795470238,0.22933917712158078,0.2433654416268669,4.870949074074074,97.12949254373918,0.12885415951800586
76,176,67.3765,12.0587,62,16.1992,0,117,121,16,130,20,1.03708,63.78699,0.0,0.0,0.60714,3.823,10.22466,0.0,0.0,125.0,59.02697,0.00044,0.34,1.785,-1.0,0.246898,0.22648991788015416,453.07591014737505,0.305597457518579,0.1426857122431268,0.6298682584219223,2.1267277100829842,0.1773552462366095,0.22938411553692606,83.88852997623027,150.33255988271247,0.08136099045352761,78216.71257197043,4.32113019013697,38.61971047483845,40737.750077003744,0.8959705882352942,0.19764685627166154,0.22807709750295166,0.24235874751310466,4.814718364197531,96.79825738802433,0.1288546392783121
77,177,67.0702,12.3657,62,17.2296,0,117,121,16,130,20,1.02802,63.48026,0.0,0.0,0.60714,3.813,10.35769,0.0,0.0,125.0,59.00901,0.00046,0.34,1.919,-1.0,0.25577,0.22692434431810707,452.9553460660607,0.3054769655015014,0.14265006325926982,0.6298682584219237,2.640688265674798,0.17732164160645272,0.22934254372643348,83.92935803887056,150.2410916507597,0.08137544855314484,78068.99078004262,4.379456614603863,38.823361055350595,40202.21809963133,0.8957894117647061,0.19759049757455013,0.2274386609205734,0.24154305235908669,4.761332947530864,98.49017487265031,0.12891094308749412
78,178,66.5441,12.417,62,17.7711,0,117,121,15,130,20,1.02736,62.9615,0.0,0.0,0.60714,3.843,10.62594,0.0,0.0,125.0,58.97363,0.00042,0.34,1.875,-1.0,0.273361,0.22726982697106954,452.83893526256753,0.30563217503740775,0.14270915842299978,0.6298682584219205,2.6866270499266354,0.17738441871415572,0.22934438415676775,83.93788097847693,150.2334793581478,0.08138002416190845,78012.90686954805,4.4376531047893435,38.898194489655666,39185.47803886309,0.89541568627451,0.19756944190125955,0.22719769808273715,0.240875194148939,4.719135802469136,98.4702008822542,0.12890203341428605
79,179,66.2558,12.6579,61,18.0647,0,117,121,15,130,19,1.0354,62.64395,0.0,0.0,0.64286,3.838,10.67207,0.0,0.0,125.0,58.95376,0.00042,0.34,1.7,-1.0,0.269535,0.22762035348012605,452.716500308209,0.3059452676631216,0.14239143397177856,0.6254330063354643,2.4700831446936706,0.17757607477652304,0.2293222439576442,83.94956396903015,150.18659619843683,0.08137635488700469,77510.25399227791,4.488736475226957,38.93925250018084,38735.21021534828,0.8951372549019609,0.1974790876349411,0.22683671212637307,0.24040312186573007,4.786072530864198,98.26080294732583,0.12888842794620614
80,180,65.6986,12.9941,60,17.353,0,117,121,15,130,19,1.03545,62.12945,0.0,0.0,0.46429,3.807,10.87287,0.0,0.0,125.0,58.90314,0.00042,0.43,1.876,0.17515,0.269267,0.22797505085095615,452.59790015283545,0.3062224322765585,0.14268606471533055,0.6260272174428624,2.487849806806015,0.17739312627796394,0.22920230821465296,84.04602646917768,150.14906379110846,0.08136364510930638,77227.13025269948,4.535212808809904,38.82030213909385,37515.4185266016,0.8951372549019609,0.19736993758431778,0.22606807337594045,0.2396652871127037,4.938030478395062,98.4298353754189,0.1289323507793637
81,181,65.6003,13.2501,60,17.9141,0,117,121,15,130,19,1.03313,62.02617,0.0,0.0,0.60714,3.851,11.15738,0.0,0.0,125.0,58.86763,0.00042,0.43,1.957,-1.0,0.247216,0.22822307403835412,452.48818373666177,0.306471188861165,0.14302104349316988,0.629868258421909,2.728908395276089,0.17746077610641312,0.2291951175882484,84.05147049294065,150.07761952024606,0.08138325028683192,76886.94771731432,4.590371542579071,38.860589109821085,37407.35332860961,0.8944992156862747,0.19715656860015612,0.22517412433373657,0.23902817004490143,5.139419367283951,96.79319389441208,0.12889468501606283
82,182,65.1667,13.5408,60,18.6536,0,117,121,15,130,19,1.03249,61.62806,0.0,0.0,0.28571,3.847,11.37369,0.0,0.0,125.0,58.81626,0.00046,0.43,1.89,-1.0,0.255112,0.22859905554667112,452.3707710798427,0.30695175688394877,0.1430639466199796,0.6254330063354617,2.7839539673259597,0.17770188207744864,0.2291611008141253,84.09246153788546,149.97407777365197,0.08137182362910282,76792.33951195274,4.63867881815324,38.71205855004581,36652.51491989264,0.8940274509803923,0.1972186363684622,0.22446036327714144,0.23851922112494825,5.289689429012346,96.54982686160092,0.12883645887174244
