,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,cubrow.0,contrast,tone,temporal,movement,cubrow.0.5,cubcol.0.5,saturation,cubrow.1.0,cubrow.0.6,uhdhdsim,fft,blockiness,cubcol.1.0,cubrow.0.3,noise,cubcol.0.3,blur,cubcol.0.6,color_fulness,cubcol.0
13,513,57.7036,14.5583,38,15.6394,0,123,127,3,127,3,1.0006,57.86385,0.0,0.0,11.46429,8.797,12.47428,0.0,0.0,132.0,57.69346,0.0,0.31,7.068,-1.0,1.791638,256.95022358821944,0.09077559076896899,89.67786680737373,0.8369160784313725,5.7099673249373195,8.13208912037037,0.19447705536250492,0.18865610759296392,14.76633443950135,0.22207999722330535,0.10649517957525342,97.05111855905625,64283.7433590237,2.172375232183322,0.17823409062137455,0.11807892483679541,0.3292690892987797,0.1931603013601497,26682.927840198994,0.15452214568281966,163.5172282352873,0.18897555010194994
14,514,57.6998,14.6621,38,15.7369,0,123,127,3,127,3,0.99906,57.82264,0.0,0.0,11.42857,8.792,12.56512,0.0,0.0,130.0,57.69226,0.0,0.32,7.614,-1.0,1.777411,255.955998006143,0.09475622252854744,90.54653717003086,0.8383227450980392,5.718902365349778,7.92554012345679,0.1936510312435824,0.18767125679706986,14.709471525969327,0.22334479086097092,0.10700323116248253,97.06332638797848,64263.56921461775,2.000339006288583,0.1776283885480031,0.11847636611458454,0.3292690892987799,0.19320336414643174,26716.556483486573,0.15413363043791284,163.32404958700187,0.18941654762268037
15,515,57.5997,14.0787,38,15.737,0,123,127,3,127,3,0.99354,57.75084,0.0,0.0,11.60714,8.832,12.65899,0.0,0.0,130.0,57.68484,0.0,0.31,5.756,-1.0,1.798073,254.93472196349418,0.09483337967923476,92.01511852260025,0.8380250980392157,5.724284269216941,9.099922839506172,0.19244203201459203,0.18648607533119063,14.757816832742574,0.22523110864572338,0.10785133354149988,97.08309136409147,64276.21789729924,1.592711696758173,0.17728542605028239,0.11858391202595005,0.3292690892987801,0.1937095333093479,26496.105771361974,0.15378799214036562,163.60879388993465,0.1903884093776575
16,516,57.7078,14.4463,38,14.5958,0,123,127,3,127,3,1.00494,57.84286,0.0,0.0,12.53571,8.752,12.15383,0.0,0.0,130.0,57.67345,0.0,0.31,5.877,0.43686,1.772665,253.94104853809637,0.09595650752275531,93.9903177186237,0.8383227450980392,5.655588981564613,10.553481867283951,0.1912815522925268,0.18560389988403167,14.778295634705344,0.22838630500738166,0.10880612501237381,97.06802482015479,64237.4646699684,1.8900615689594176,0.17663865657126732,0.11823181508063874,0.3292690892987791,0.19445153895618866,26630.195973101636,0.15331793697331322,163.59868680447445,0.19076273124829474
17,517,57.6258,14.333,38,15.8618,0,123,127,3,127,3,1.00675,57.76741,0.0,0.0,12.17857,8.748,12.47272,0.0,0.0,129.0,57.66509,0.0,0.31,6.079,-1.0,1.83056,252.92266314299042,0.09670311668529159,92.20432303503398,0.8383227450980392,5.688655777852899,10.463445216049383,0.19016928643721445,0.18457549713184887,14.682707044813368,0.23077531749358565,0.10942146906482227,97.06804873550018,64381.34906307496,1.6700949608733104,0.17613291664472355,0.11724491209394347,0.32926908929877813,0.19482092678581303,26536.6077813995,0.15300726929612427,163.7167957705476,0.19170254731484065
18,518,57.6925,14.4417,38,15.7686,0,123,127,3,127,3,1.0034,57.78985,0.0,0.0,9.89286,8.813,12.37229,0.0,0.0,130.0,57.63765,0.0,0.31,6.597,-1.0,1.881803,251.88731155816677,0.09849479843054383,88.24614571048983,0.8377870588235294,5.6863549841177905,10.236593364197532,0.18901456710934258,0.18369499922149207,14.585581649968654,0.23216056652885128,0.11047781945194773,97.08309472217762,64387.32659322391,1.3197321761248288,0.17571362015274744,0.11631834211967333,0.32926908929877946,0.1955213232179461,26686.809278624205,0.15246432619429912,163.40349087880531,0.1937542718110805
19,519,57.5659,14.6709,38,15.9433,0,123,127,3,127,3,0.99407,57.69318,0.0,0.0,8.60714,8.796,12.46727,0.0,0.0,130.0,57.65303,0.0,0.31,7.092,-1.0,1.885863,250.85785152035933,0.1007370206976992,88.31613168067753,0.8383227450980392,5.677037206744312,10.046296296296296,0.18795262619242098,0.18332415354078052,14.669169108072916,0.2332716407973497,0.11174984111215536,97.09077893025261,64387.15142302893,1.7962668351684292,0.17462120020942032,0.1162855210447911,0.32926908929877835,0.19573911950882358,26397.265254483744,0.1523743975480939,163.54266747523388,0.19608430801223775
20,520,57.7564,14.086,38,15.8522,0,123,127,3,127,3,0.99483,57.86844,0.0,0.0,11.75,8.79,12.66822,0.0,0.0,129.0,57.65862,0.0,0.31,5.972,-1.0,1.894578,249.88160609466115,0.10317646972011874,88.22840254737905,0.8383227450980392,5.714358514231205,11.691116898148149,0.18668899224544952,0.1825759304546191,14.667692207995756,0.23443571134778654,0.11262671465802802,97.06751569636943,64386.91927361585,1.1778683418811362,0.17398968170385284,0.1168079778285239,0.32926908929877907,0.19564560774460005,26708.608943831114,0.15257997014709615,163.55058767337877,0.19718297232715268
21,521,57.7476,14.0755,38,15.1614,0,123,127,3,127,3,1.00001,57.8075,0.0,0.0,9.67857,8.812,12.1552,0.0,0.0,129.0,57.63296,0.0,0.31,6.963,-1.0,1.902233,248.93867258987717,0.10450738188641669,88.30955446548938,0.8383227450980392,5.633174843906096,11.932918595679013,0.18615157529983045,0.18189385912966366,14.77152544186439,0.23599586504415732,0.11323203955538777,97.07024883114819,64328.20687247935,1.8092571203855563,0.17298955271128313,0.11674515209165026,0.32926908929877746,0.195772282216116,26672.63189536715,0.1523462132806485,163.8411274319641,0.19849896248631774
22,522,57.6281,14.1598,37,15.0681,0,123,127,3,127,3,1.00171,57.70813,0.0,0.0,11.21429,8.812,12.15314,0.0,0.0,128.0,57.60779,0.0,0.31,6.793,-1.0,1.90798,247.95645969334763,0.10566801936006479,88.24688225983402,0.8380250980392157,5.643891003415659,11.843557098765432,0.18552347688847637,0.18130059247792427,14.583607238016011,0.23715226041582646,0.11371351406746348,97.07421972255062,64374.2558182054,1.669146777051785,0.17171919027354562,0.11636307417803833,0.3292690892987787,0.1962232745450032,26541.231492732564,0.1522802036853954,163.6003697621556,0.19961608103068906
23,523,57.6403,14.4079,37,14.998,0,123,127,3,127,3,1.00015,57.71195,0.0,0.0,9.89286,8.826,12.22109,0.0,0.0,130.0,57.61758,0.0,0.31,6.451,-1.0,1.907618,247.00008311708268,0.10613170574139705,89.41449340540066,0.8383227450980392,5.645583695109626,11.653549382716049,0.18480181975454688,0.18039792319500808,14.643014224959009,0.2379342974005022,0.11421424320441816,97.06842283283362,64331.29568775321,2.109957418121701,0.17114220145819964,0.11586261209379796,0.32926908929877635,0.19663237498544572,26512.19410414403,0.15200087027503292,163.7000470308128,0.20072501261828218
24,524,57.5641,15.0342,38,15.9148,0,123,127,3,127,3,0.99755,57.61138,0.0,0.0,11.32143,8.785,12.4371,0.0,0.0,130.0,57.58573,0.0,0.31,6.699,0.42734,2.034602,246.01871660641427,0.10711036841339719,89.45930807666076,0.8380250980392157,5.670511571749017,12.042534722222221,0.18459981341955345,0.17981477537127447,14.577793262622974,0.2384610026334039,0.11469930895951065,97.09241303571828,64301.31411323309,1.3211146244073784,0.17055763977555805,0.11494631323853016,0.329269089298777,0.19713255861715823,26469.851449664544,0.15155689718461518,163.56652649160043,0.20092604737227138
25,525,57.4552,14.6459,37,15.7526,0,123,127,3,127,3,0.99701,57.4875,0.0,0.0,10.92857,8.801,12.98002,0.0,0.0,129.0,57.5822,0.0,0.31,5.229,-1.0,1.914474,245.06879363452427,0.1065314023672188,94.02180717513579,0.8380250980392157,5.732427397000569,13.49122299382716,0.1846865291885597,0.17918995180955946,14.644017349054783,0.2388761553396271,0.11527504438018715,97.11229291410405,64147.37259701047,1.1896289757231395,0.16933906294724202,0.11383173169863321,0.3232104222764883,0.19731696348577388,26191.583455261196,0.15141266680506152,163.84730478269972,0.199589858029227
26,526,57.4992,14.4091,38,15.8444,0,122,127,3,127,3,1.00245,57.55407,0.0,0.0,9.78571,8.845,12.63866,0.0,0.0,130.0,57.57156,0.0,0.31,6.003,-1.0,1.988498,244.1094649612931,0.10632685451258546,93.02783797789934,0.8377572549019607,5.6816251935986575,13.817611882716049,0.18509267662831924,0.17852708356145286,14.623806988751447,0.23922394800262844,0.11581930713012846,97.11556359635867,64097.322689387904,1.052541159325552,0.16889793956757562,0.11349854948980595,0.3270514632555424,0.1980559405086461,26322.16229482358,0.15138424235728015,163.87080389663106,0.19816839342183384
27,527,57.5616,14.3744,37,15.1675,0,122,127,3,127,3,0.9949,57.60798,0.0,0.0,12.57143,8.825,12.43523,0.0,0.0,131.0,57.5463,0.0,0.31,5.705,-1.0,2.052019,243.16358459837647,0.10677865828049424,87.61831226560932,0.8380250980392157,5.68080917492785,13.851417824074074,0.18584948602591983,0.17793753553122657,14.522502757884839,0.23950779634596217,0.11649586864672425,97.11119181856998,64097.863592245296,1.5999853651726428,0.16802549266070832,0.1127234616548561,0.32926908929877435,0.19822856449786336,26469.16361172786,0.15146081610369852,163.76769534236962,0.19762500122266308
28,528,57.4581,14.3247,37,15.4559,0,122,127,3,127,3,0.99209,57.53711,0.0,0.0,12.78571,8.85,12.41061,0.0,0.0,129.0,57.52033,0.0,0.31,4.689,-1.0,2.027616,242.2410971308497,0.10730936920436665,90.74509543260682,0.8380250980392157,5.6584827943041605,13.808159722222221,0.18650302022496731,0.17735391613606652,14.637528784481097,0.2396684140201949,0.11705729938805366,97.12602240665748,64163.200390480124,1.846278409027751,0.16758922019651484,0.11195994599873392,0.32926908929877413,0.19864579843025482,26207.817609348735,0.15182674122492307,163.83101661677355,0.19738085317619147
29,529,57.5272,13.8925,37,15.8564,0,122,127,3,127,3,0.99499,57.56126,0.0,0.0,8.96429,8.813,12.36772,0.0,0.0,131.0,57.49724,0.0,0.31,5.783,-1.0,2.034695,241.33393888116544,0.10748220624459788,93.86650488155128,0.8374596078431373,5.667633033635902,14.018518518518519,0.18775733368464434,0.1767510723336764,14.620560822663483,0.23994900529446406,0.11755699969538312,97.12738788908271,64274.82478676014,1.0301628705571884,0.1670652635078426,0.11124929509741843,0.3292690892987768,0.1985787979137536,26345.067840981956,0.1518461698156905,163.97001295394648,0.19805286603868863
30,530,57.5951,13.8411,38,15.3789,0,122,127,3,127,3,1.00042,57.62422,0.0,0.0,12.39286,8.813,11.99204,0.0,0.0,129.0,57.47311,0.0,0.31,4.514,-1.0,2.078638,240.42640013588291,0.10731280839656294,88.05880636998403,0.8380250980392157,5.613876790790013,14.609471450617283,0.18931010943653848,0.17632987627341049,14.547552980022665,0.24055300387161235,0.11820111492565755,97.10255803548436,64401.6811407189,1.7674469971502134,0.16645524625932182,0.11069227152994378,0.329269089298772,0.19826951214455463,26482.58038253967,0.1521104318621193,163.8542625958063,0.199715699572785
31,531,57.4027,14.3382,38,15.6361,0,122,127,3,127,3,1.00339,57.4617,0.0,0.0,9.35714,8.771,11.94727,0.0,0.0,129.0,57.44659,0.0,0.31,5.678,-1.0,2.066538,239.51958206153836,0.10670356069731018,94.36098991985847,0.8366482352941176,5.596697228618604,14.598331404320987,0.19054039258459368,0.17553302316052738,14.550058623890818,0.24153799413780283,0.1192985085250905,97.1282570495569,64427.099420857165,1.7168635404531847,0.1665891413501469,0.11005953743112744,0.3292690892987733,0.19809173600761418,26152.390553164376,0.15250088910197257,163.78453324187876,0.20103758996126037
32,532,57.2596,14.7631,37,16.2212,0,122,127,3,127,3,0.99517,57.22424,0.0,0.0,12.78571,8.837,12.37388,0.0,0.0,128.0,57.41813,0.0,0.31,5.082,0.44213,2.068104,238.64455821767754,0.10564957640531057,90.87551823760958,0.8360529411764706,5.647032268716909,14.601707175925926,0.19106731334310242,0.17513701880680527,14.549828988534433,0.24281683473394367,0.12066958112910993,97.15493199823273,64384.337143389486,1.8395765913222912,0.16634355961423644,0.10921493991952261,0.3270514632555463,0.1973061743748864,25964.36925119312,0.15305723616438138,164.04395363119832,0.20212888978516597
33,533,57.3182,13.8419,37,16.2035,0,122,127,3,127,3,0.99773,57.31627,0.0,0.0,12.03571,8.804,12.74226,0.0,0.0,130.0,57.40814,0.0,0.31,5.523,-1.0,2.079572,237.73480097115822,0.10482718489671311,90.67280990250198,0.8363505882352942,5.704082713853428,14.716049382716049,0.1913576301320835,0.17500587648984015,14.386023627387154,0.2440809820695893,0.12185170716928209,97.1420862717047,64317.06266647729,1.0538745223204096,0.16636133411518172,0.10853408087432515,0.3232104222764891,0.1962384865233734,26121.669845440872,0.15284854955488947,163.8864587736651,0.20279340663570336
34,534,57.2806,13.5308,37,15.2618,0,122,127,3,127,3,0.99527,57.31285,0.0,0.0,9.57143,8.842,11.95162,0.0,0.0,130.0,57.39506,0.0,0.31,6.929,-1.0,2.11996,236.87564440727678,0.10396196237380487,92.28093668119597,0.8374596078431373,5.585918949974955,14.862509645061728,0.19167379301971782,0.17442518652867467,14.513557905032313,0.24568361715285167,0.12284462806518294,97.14707343612642,64257.00399614682,2.3494068671590336,0.1667562263805125,0.10786924352795896,0.3232104222764938,0.19545388483668336,25951.292018358206,0.15311486225912263,164.0074735140528,0.2035403427968568
35,535,57.1894,13.3848,37,14.4836,0,122,127,3,127,3,0.99712,57.17742,0.0,0.0,12.64286,8.859,11.67624,0.0,0.0,130.0,57.34437,0.0,0.31,6.976,-1.0,2.109783,236.0013417199036,0.1033746959714208,94.0737019993207,0.8358078431372549,5.554834472879506,15.22241512345679,0.19174355190663456,0.17419727046580913,14.458067528995466,0.24757537551531872,0.12375966045871711,97.1675608468102,64175.007599121986,1.663230451960838,0.16684759928029558,0.1071611148124518,0.32321042227648716,0.19488942999513956,25871.121894285297,0.15354111149726804,163.90913344465417,0.20402472300599872
36,536,57.2778,13.6298,37,14.8949,0,122,127,3,127,3,1.0021,57.29589,0.0,0.0,10.03571,8.832,11.5532,0.0,0.0,130.0,57.32604,0.0,0.31,4.733,-1.0,2.166479,235.15795956646195,0.10300870476211668,90.78602165474301,0.8360529411764706,5.538693406061373,15.252411265432098,0.19178461563490362,0.17393616686615268,14.472032900209781,0.24950011672156483,0.12484097689956489,97.14497485191677,64132.63185520431,1.7640860664778264,0.16685393025210504,0.10667682315078872,0.32542804831971317,0.19408178883914864,25990.488817181664,0.15396168687235137,163.979779243843,0.20401945552561143
37,537,57.2364,13.7785,37,14.8543,0,122,127,3,127,3,1.00388,57.23098,0.0,0.0,11.14286,8.814,11.76589,0.0,0.0,129.0,57.30257,0.0,0.31,6.178,-1.0,2.166271,234.32420531860205,0.10273609739781539,91.13501218751084,0.8358078431372549,5.569872062645486,15.203800154320987,0.19189423838139122,0.1733290098635292,14.441094104154612,0.25145911431454737,0.12601042978264415,97.13881056956993,64236.29657720256,1.8231219175388527,0.16667366441557374,0.10646469314785681,0.3254280483197153,0.19317763425157822,25940.615592773782,0.15428053779167517,164.07747158286227,0.20389619703813933
38,538,57.0547,13.4954,37,15.357,0,122,127,3,127,3,1.00369,57.0715,0.0,0.0,9.82143,8.86,11.89279,0.0,0.0,129.0,57.25801,0.0,0.31,4.862,-1.0,2.124938,233.49708377699315,0.10220675541137741,89.36995985265382,0.8363505882352942,5.585008486841959,15.262152777777779,0.19201594453995963,0.17283311088410439,14.436792067539544,0.25285065533409906,0.12746659327246798,97.19576804685266,64171.99649682786,1.6477297739819594,0.16653356898368432,0.10600688318813288,0.3270514632555476,0.19231710779604172,25669.067067343927,0.15452872831847378,164.13622129799796,0.20358003036745026
39,539,57.0953,13.8464,37,14.4702,0,122,127,3,127,3,1.00459,57.12781,0.0,0.0,10.78571,8.825,11.64821,0.0,0.0,130.0,57.24135,0.0,0.31,6.338,-1.0,2.241963,232.70201289375794,0.10193370698185021,90.909871606165,0.8352423529411764,5.54129496397992,15.420042438271604,0.1921657526382788,0.1724981220717707,14.562556890793788,0.2537725798870962,0.12924520367586162,97.1914725602177,64157.6839393486,1.4694065727427073,0.16619880921253347,0.10540254754565828,0.3232104222764875,0.19146641480645263,25807.83339330983,0.1547234797737034,164.27159685293643,0.20352567515953363
40,540,56.9336,13.5379,37,14.9172,0,122,127,3,127,3,1.00285,56.95674,0.0,0.0,11.85714,8.845,11.9497,0.0,0.0,129.0,57.20241,0.0,0.3,5.248,0.43673,2.085114,231.88746893127717,0.1015674568283349,92.23134079510419,0.8346690196078431,5.589858090411259,15.742573302469136,0.19209748099434126,0.17201773385089622,14.341071988329476,0.2545894375855709,0.13091772698398865,97.21950647055093,64201.44232440564,1.3438422461963893,0.16607312396576535,0.10473419829800956,0.32321042227648294,0.19047018129232754,25630.50546770198,0.15497409408703977,164.12659718201758,0.20426050357562456
41,541,57.0132,13.1248,37,14.9994,0,122,127,3,127,3,0.99877,57.05291,0.0,0.0,8.57143,8.816,11.68295,0.0,0.0,129.0,57.17553,0.0,0.31,6.913,-1.0,2.090775,231.09997425288873,0.10117308143498752,91.99077394362959,0.8352423529411764,5.550652364641178,15.891927083333334,0.1919720730703723,0.17165790578625442,14.346361136730806,0.25496872218042127,0.1324418393817401,97.19413533070949,64199.310463791735,1.9859608785452734,0.16605636813423047,0.10406136715027817,0.3254280483197168,0.1895788176106432,25700.737983143757,0.1554807992192517,163.99427951482673,0.20488248870827153
42,542,57.0474,12.9452,37,14.1728,0,122,127,3,127,3,1.00209,57.07264,0.0,0.0,8.92857,8.796,11.32442,0.0,0.0,129.0,57.17274,0.0,0.3,3.992,-1.0,2.174183,230.33778436222212,0.1007639080180399,91.98001053863486,0.8346690196078431,5.4976232647585075,15.963541666666666,0.19154597479329927,0.1712830157118283,14.489559409059124,0.25499282380991695,0.13409940137868354,97.19757281299283,64177.60008992315,1.624169859699414,0.16588130638951276,0.10357540483275032,0.3232104222764867,0.18873433568454462,25720.10187441647,0.15605688215962232,164.28857601526343,0.20527197409075196
43,543,56.9742,12.9383,37,14.6382,0,122,127,3,127,3,1.00596,57.03681,0.0,0.0,10.71429,8.833,11.16905,0.0,0.0,129.0,57.12906,0.0,0.3,5.97,-1.0,2.118872,229.5596770441641,0.10051909997379904,93.8101974990307,0.8358078431372549,5.478231507296024,16.042438271604937,0.19098396568659304,0.171022167998786,14.271421456042631,0.25510235551627686,0.13554406743623043,97.18729827597426,64229.04516958812,1.7092279211775865,0.16603973965239352,0.10333931395232038,0.32321042227648866,0.18790468519666206,25675.76637707666,0.1565815876794957,164.2121346730556,0.20574557595513226
44,544,56.9445,13.2288,37,14.2628,0,122,127,3,127,3,1.00699,56.96663,0.0,0.0,9.89286,8.86,11.16363,0.0,0.0,129.0,57.10988,0.0,0.31,4.006,-1.0,2.10453,228.80976062097892,0.10047804728191474,92.90514141248495,0.8352423529411764,5.494713134275851,16.080729166666668,0.19038357528130723,0.1708804576951442,14.39413508662471,0.25506957508902234,0.13695517504765545,97.20435954936578,64081.31093264891,1.4052703096031949,0.1657465349216731,0.1033288735828767,0.3232104222764836,0.18686138178400338,25641.83682711125,0.15697753719159271,164.27101891095066,0.20568549535970151
