,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,cubrow.0.6,staticness,tone,cubcol.1.0,cubrow.0,movement,saturation,blockiness,cubrow.1.0,noise,cubcol.0.5,blur,cubrow.0.5,cubcol.0.6,fft,cubrow.0.3,uhdhdsim,cubcol.0.3,temporal,contrast,color_fulness
10,110,70.0303,13.2367,47,16.1482,0,138,125,3,128,3,1.00126,68.68866,0.0,0.0,13.35714,8.483,11.64328,0.0,0.0,131.0,66.80458,0.0,0.28,1.57,-1.0,1.891417,0.18886567929843914,0.22943958502742612,296.360380675634,0.26712581339484875,0.19115853014964207,0.1608076885382761,7.7681809413580245,14.972756844979745,2.0049215652186945,0.22188736647529855,0.24104170272864697,0.12979903698621467,41719.47550288608,0.28759642697718496,0.10007041072142239,63771.945337088524,0.26882793302820546,95.80962948651816,0.22151588335366962,5.0586857551077475,90.27690301130437,97.83980389008325
11,111,69.9756,13.2576,47,15.9626,0,138,125,3,128,3,0.99959,68.63158,0.0,0.0,12.46429,8.48,11.43512,0.0,0.0,131.0,66.80771,0.0,0.29,1.61,-1.0,1.836783,0.18620767607016508,0.2301003880967706,295.9905883240136,0.2761038905651679,0.19232595716400194,0.16242545382741802,8.775752314814815,15.052568977261767,1.4032170606683603,0.22149004499323757,0.244882743707702,0.12908739440025616,41602.20300407766,0.2874757784877564,0.1002990694406648,63622.51544879834,0.26858444398579606,95.80425679340657,0.22333852980623836,5.031303213301396,90.29586451958818,97.72555084471773
12,112,70.0564,12.9847,47,16.2585,0,138,125,3,128,3,0.99727,68.73112,0.0,0.0,12.28571,8.49,11.44986,0.0,0.0,131.0,66.81511,0.0,0.29,1.718,-1.0,1.820302,0.184576252689045,0.23085757407169444,295.6023621646496,0.26722359690580605,0.19251090137124463,0.16389429320818139,8.300491898148149,15.027215086383583,1.6411483779128215,0.220822868066736,0.2471003697509305,0.12787232893160183,41857.36846170818,0.2869913424485373,0.09999572597652068,63614.381547522134,0.26837074468085653,95.79947310115608,0.22493017450624966,5.045512957379698,90.28082876918336,97.39186323107671
13,113,70.1807,13.1527,47,15.7516,0,138,125,3,128,3,0.99773,68.83662,0.0,0.0,9.14286,8.446,11.2199,0.0,0.0,131.0,66.8396,0.0,0.28,1.593,-1.0,1.847672,0.18849065473890483,0.23171474550616336,295.20006065093963,0.2672121162506734,0.1939150617360737,0.16583169212788615,7.005642361111111,15.030987398124035,1.9560819306443653,0.2197341847301998,0.24488274370770413,0.12661360701860835,42168.969633899935,0.2866709338694937,0.09912237590752407,63877.48113985532,0.2685834050386431,95.78003049233365,0.2252054431799023,5.016018563171417,89.38898121799731,97.54546385742833
14,114,69.9856,13.6947,47,16.1071,0,138,125,3,128,3,1.00063,68.64653,0.0,0.0,10.32143,8.479,11.36801,0.0,0.0,129.0,66.81255,0.0,0.29,1.563,-1.0,1.817336,0.19186560093143012,0.23208673979238933,294.7813608086445,0.26690636133179607,0.19430547493918016,0.16723912480344783,6.846064814814815,15.062448007089122,1.8356434159245387,0.218141051253066,0.24488274370771265,0.12487162443910566,41721.72898726382,0.28603813618418794,0.09889367829842052,63755.038948196205,0.2694798797107054,95.80393808569562,0.2266125087368344,5.038900580987089,88.0254004586439,97.23667609960846
15,115,70.0906,13.7963,47,15.9404,0,138,125,3,128,3,1.00098,68.77796,0.0,0.0,10.28571,8.521,11.83455,0.0,0.0,131.0,66.84306,0.0,0.29,1.707,-1.0,1.801688,0.19206722233367451,0.23315057232474037,294.359549216664,0.2673897365013463,0.19437243434783533,0.16721690645357917,8.08960262345679,15.06522661373939,1.468717972231442,0.21636741781018606,0.24488274370770421,0.12343013465904648,41856.14455433673,0.28557488267638526,0.09910491568621829,63681.43605989386,0.2698820748496237,95.7773424614773,0.2275713048218221,5.075515596591627,89.37085352051068,96.93799508644067
16,116,69.9392,13.8161,47,17.0734,0,138,125,3,128,3,1.00057,68.6362,0.0,0.0,11.46429,8.515,11.91884,0.0,0.0,130.0,66.8491,0.0,0.28,1.535,0.53151,1.859961,0.19405015532064027,0.2336908951564063,293.89473076966374,0.26728957768243045,0.1943261078636309,0.16823420091310004,9.270109953703704,15.062097620081019,1.2630940450914279,0.21517239425110266,0.24104170272864053,0.12252339346041649,41564.078217591836,0.2850943718259041,0.09917003900721913,63669.66013328519,0.27073281751869993,95.78772035774466,0.22725167209324648,5.110608038723275,89.43467391333994,97.5242863236221
17,117,69.9839,13.5632,47,17.4929,0,138,125,3,128,3,0.99749,68.67575,0.0,0.0,11.03571,8.52,11.93657,0.0,0.0,131.0,66.85176,0.0,0.29,1.564,-1.0,1.771383,0.1970917344822778,0.23433388650048176,293.4117672022326,0.2672121162506734,0.19377777935932688,0.16940785776379416,9.331452546296296,15.112976827739196,1.3586579607246227,0.21458289096594288,0.2448827437077048,0.12140946743514167,41710.295657583774,0.2847931987799726,0.09911533918953568,63740.67069899864,0.2721078423934069,95.79229069810148,0.227516789258838,5.1092897098064975,89.37795012987237,97.48032450285444
18,118,70.0073,13.2972,47,17.0245,0,138,125,3,128,3,0.99407,68.68602,0.0,0.0,11.78571,8.481,11.72394,0.0,0.0,130.0,66.85008,0.0,0.29,1.565,-1.0,1.779358,0.19782530290463585,0.23464958844943498,292.91140873933966,0.26712581339484875,0.19345725888079945,0.16875492810053425,9.098331404320987,15.12007103437259,1.613293489197491,0.21379532085956973,0.24488274370770916,0.12065494425581352,41695.421148779555,0.2850689714462007,0.09937495146099436,63597.95197071215,0.2726459059593986,95.79374132963835,0.22672753852273017,5.083046598116272,88.08206139554015,97.40449648919711
19,119,70.1801,13.4091,47,16.5574,0,138,125,3,128,3,1.00013,68.86552,0.0,0.0,13.21429,8.481,11.49649,0.0,0.0,132.0,66.86288,0.0,0.29,1.621,-1.0,1.805113,0.19793880965813715,0.2349512952671142,292.3723498903064,0.26720710171165,0.19323888712993414,0.1676961057120721,8.814284336419753,15.079558195891204,0.9385919279276816,0.21314258300816052,0.2471003697509281,0.12023115119602067,42032.05962226508,0.2859362670582447,0.09969428737505862,63659.84624555916,0.2725020987100047,95.7812652790316,0.22642381168204187,5.059985229309799,90.29458904763243,96.87477812174987
20,120,70.1059,13.4729,47,16.0179,0,138,125,3,128,3,1.00603,68.8129,0.0,0.0,9.89286,8.476,11.59979,0.0,0.0,131.0,66.86344,0.0,0.29,1.735,-1.0,1.78429,0.19947637282345793,0.23576013302010476,291.82891925809713,0.26728957768243045,0.1929901077067947,0.1674494196801161,10.270785108024691,15.111610883547936,1.371825229214599,0.21340316279450078,0.24931799579416358,0.12002998771524657,41939.90594137845,0.2871607602768774,0.09998058596108843,63713.378219669874,0.2722927320295141,95.78425001590247,0.2264965050985221,5.056487293948045,90.28069570830498,96.67065304490775
21,121,70.1234,13.7959,47,17.1879,0,138,125,3,128,3,1.00335,68.82908,0.0,0.0,11.32143,8.461,11.65115,0.0,0.0,130.0,66.86155,0.0,0.29,1.609,-1.0,1.716419,0.2032476714518795,0.2370433054290596,291.29668334939583,0.2672121162506734,0.19263087493570497,0.16795575810798477,10.543836805555555,15.087606924551505,1.6394567767871553,0.21386986917963033,0.2493179957941715,0.11952779677176645,42019.931346614496,0.2880571446025063,0.1005875825963148,63824.25273120671,0.2719308862516419,95.7845977323575,0.2269237479930236,5.066911721453623,88.00614720176732,97.18040236668621
22,122,70.1714,14.0538,47,17.2001,0,138,125,3,128,3,0.99485,68.88524,0.0,0.0,8.28571,8.446,11.93682,0.0,0.0,132.0,66.84332,0.0,0.29,1.648,-1.0,1.762601,0.20682949329444825,0.2393028760108703,290.7417706104822,0.26720710171165,0.19254327763559775,0.16770165539599347,10.673852237654321,15.07458081657504,1.7405488176386286,0.21364751693329273,0.24710036975093508,0.11921665574867496,41997.02966300886,0.28945057546125447,0.10179847395232344,63957.73838632492,0.27133159660982764,95.78164214580076,0.227328874440243,5.105689493165177,88.06421852673567,96.99415049299324
23,123,70.2616,13.6875,48,18.033,0,138,125,3,128,3,0.99204,68.98191,0.0,0.0,11.0,8.453,12.15703,0.0,0.0,131.0,66.841,0.0,0.29,1.579,-1.0,1.774254,0.20982067400442383,0.2420149890192552,290.1743772050354,0.26722359690580605,0.1923438978263018,0.16837272810461737,10.759837962962964,15.084996164580922,0.9671405859788826,0.2133970412508571,0.24710036975093005,0.11892702712243895,42277.62393984761,0.29067562018235127,0.10280139624964757,63839.894497574045,0.2710785520372734,95.77037713137456,0.22785649652701728,5.137208214907466,90.26459661284086,97.86626548296485
24,124,70.3795,14.0058,48,16.6698,0,138,125,3,128,3,0.99349,69.11046,0.0,0.0,10.0,8.365,11.8362,0.0,0.0,130.0,66.87374,0.0,0.29,1.613,0.5144,1.76413,0.2120091264401566,0.24500520028463246,289.6236434719853,0.2674039619567864,0.19232113642422125,0.1687724154383604,11.196903935185185,15.185993712625386,1.0892357014515262,0.21298358601500272,0.25315903677322016,0.11843661061948058,42537.17805266675,0.2919528842349588,0.1036958802869807,63897.0166978565,0.2713889731965672,95.75972356555187,0.22866846680465389,5.1090847275054285,90.31226044855009,97.33888619217214
25,125,70.2557,14.5825,48,17.3358,0,138,125,3,128,3,0.99695,68.99212,0.0,0.0,8.89286,8.465,12.11044,0.0,0.0,131.0,66.83193,0.0,0.29,1.589,-1.0,1.75358,0.21365075880888393,0.24800601743023581,289.03850573748997,0.26712581339484875,0.19254787522355743,0.1692076207012171,12.357880015432098,15.123870661229263,0.8688810815175984,0.21267310884460652,0.24710036975094332,0.11806146574491057,42198.63877847034,0.2931714260660601,0.10477762552683269,63859.855621263545,0.2714034511211707,95.76842868106772,0.22900800565886784,5.1443004383242235,90.28598106636693,97.17349293028836
26,126,70.1811,14.7331,48,18.4987,0,138,125,3,128,3,0.99631,68.93557,0.0,0.0,9.92857,8.499,12.60758,0.0,0.0,131.0,66.84107,0.0,0.29,1.716,-1.0,1.766483,0.21529101825527006,0.2506966779464133,288.4345635070826,0.26726661637216514,0.19287524458648164,0.1694230620429043,12.642312885802468,15.159060066128955,1.1875606017837532,0.2121982189846959,0.24931799579416483,0.11788982607398155,42060.6059809296,0.29383991575511936,0.10618608174295384,64392.316128904466,0.2713537930975995,95.77241641848089,0.22921356663559128,5.201257369276262,88.14758944573379,97.15078077937396
27,127,70.2207,14.6774,48,18.1324,0,138,125,3,128,3,0.99702,68.98319,0.0,0.0,11.67857,8.484,12.73652,0.0,0.0,131.0,66.83657,0.0,0.29,1.57,-1.0,1.709688,0.21601648436597726,0.2526947556078509,287.8621751514035,0.26728957768243045,0.1932949083667137,0.16963829219580642,12.770736882716049,15.191887372805748,1.3425177218904019,0.21157058742451088,0.25537666281645305,0.11747794518599633,42139.602376291725,0.2937618561860111,0.1070255036740343,64487.48172296337,0.2713439210204056,95.7558730129578,0.22962126273217573,5.212621197927816,88.19552798721436,96.69048554310938
28,128,70.2399,14.2269,48,17.6858,0,138,125,3,128,3,1.00216,69.0338,0.0,0.0,11.96429,8.42,12.68754,0.0,0.0,131.0,66.807,0.0,0.29,1.61,-1.0,1.719835,0.21673931977763075,0.2541310563969648,287.2739883673829,0.2758374002614391,0.19349247597251218,0.1704704819003123,12.863329475308642,15.193828253098477,1.2511526287282648,0.2106586179720944,0.2531590367732269,0.11737802766393433,42151.78932977751,0.29343008334852416,0.1074501044567966,64154.44875227817,0.27113693227315283,95.76844282698644,0.2301361310551284,5.220239816549039,87.53342668403441,97.46908957968067
29,129,70.485,14.5025,48,17.4014,0,138,125,3,128,3,1.01037,69.26144,0.0,0.0,12.71429,8.375,12.29805,0.0,0.0,131.0,66.81463,0.0,0.29,1.606,-1.0,1.734985,0.21806602257918498,0.2554819227704348,286.66365697036,0.2763005747081898,0.19432431980801973,0.17169316802428375,13.491319444444445,15.23542352370274,1.3799354378463469,0.2102804248686082,0.25315903677322665,0.11727299401500792,42671.00121580169,0.29342004688708034,0.10783221528849272,64044.10589410398,0.2709692862010144,95.74024175219688,0.23054557964548586,5.183736425416448,90.36978129086137,97.09637879840582
30,130,70.424,15.1634,48,17.1965,0,138,125,3,128,3,1.002,69.24719,0.0,0.0,12.5,8.398,12.53728,0.0,0.0,130.0,66.79943,0.0,0.29,1.706,-1.0,1.726576,0.21908051951047527,0.2569270607310599,286.04423160887274,0.27649998678662113,0.1944338302076439,0.1719008013651201,14.105179398148149,15.223578559027779,1.9304977598978992,0.21034471773414373,0.25537666281645416,0.11727781429411872,42452.39955872512,0.29355678393796153,0.10803429357914314,64061.61951237245,0.2711679528617313,95.74548684497275,0.23090829195448356,5.21333739548147,89.57426440880202,97.1735211522411
31,131,70.3775,15.3412,48,18.0582,0,138,125,3,128,3,0.99303,69.21773,0.0,0.0,9.92857,8.413,13.10525,0.0,0.0,130.0,66.78572,0.0,0.29,1.877,-1.0,1.6729,0.22046009753484733,0.2585319207701559,285.42140043993805,0.27646984310034667,0.19429030807362596,0.1723884077561584,14.276282793209877,15.272008071711035,1.3497826876631123,0.21023734189780857,0.2553766628164554,0.11693940703219267,42395.903345420855,0.2936199591320413,0.10807255621248739,64120.07348872611,0.2714404084115178,95.74350093470267,0.2317632602098332,5.279499125358436,89.55414245062927,96.22055997900453
32,132,70.3096,15.7906,48,18.5599,0,138,125,3,128,3,0.99538,69.18091,0.0,0.0,12.10714,8.43,13.26461,0.0,0.0,131.0,66.76093,0.0,0.29,2.199,0.48907,1.717284,0.21997172016081645,0.25988525920692207,284.77825523793297,0.2804527804321421,0.19466539027713356,0.17277661484258985,14.457899305555555,15.305181621033467,2.0337365296795356,0.20989458367391386,0.25537666281645316,0.11639007799404012,42133.81906269533,0.2936282850497963,0.10799410408948559,64076.353513430804,0.27173048010500617,95.74051254969257,0.2321869842364817,5.288486227693527,89.55075309202772,96.85237238951693
33,133,70.3706,15.205,48,18.3651,0,138,125,3,128,3,1.00206,69.26583,0.0,0.0,10.25,8.417,13.64813,0.0,0.0,133.0,66.75681,0.0,0.29,1.947,-1.0,1.715116,0.21943781227727188,0.26115439496013937,284.1569339150481,0.27649998678662113,0.19422866422771898,0.17272980552962608,14.860146604938272,15.327566264588155,1.031345303735829,0.20959460868613272,0.25537666281645405,0.11571265796681574,42239.42910946287,0.2937778380264384,0.10806973891613084,63936.663495295135,0.2724740795057432,95.73403495801972,0.23209797679890465,5.332624178234015,89.62299260118361,96.75831322701617
34,134,70.5556,14.9134,48,19.2824,0,138,125,3,128,3,1.00468,69.46254,0.0,0.0,10.75,8.403,13.14602,0.0,0.0,132.0,66.7668,0.0,0.29,1.964,-1.0,1.731661,0.22028088149511263,0.26256735478420873,283.54206308169114,0.27649998678662113,0.19414708400606667,0.17249445878430877,15.33029513888889,15.337995552722319,1.2429119182489043,0.20929789134948062,0.25537666281645627,0.1151676618234722,42663.91303114146,0.2941225062412959,0.10815728008803185,64023.48642302464,0.27383804344443,95.71119860360746,0.23208649182129193,5.305849504655158,89.4835750092378,96.7418681237786
35,135,70.4672,15.1246,48,18.6348,0,137,125,3,128,3,0.99961,69.42776,0.0,0.0,11.46429,8.411,12.88909,0.0,0.0,131.0,66.72431,0.0,0.29,1.906,-1.0,1.712268,0.22038174236250238,0.2637786161251038,282.9326671553354,0.2763912785605543,0.19317615103911923,0.1725351612326022,15.773726851851851,15.410165857385705,1.862099274813848,0.20938236323169718,0.25537666281645516,0.11479265386278557,42429.40525842504,0.2944361160704191,0.10825458739192442,63930.29243554672,0.2750733752302043,95.73665738428184,0.23174412033142341,5.286848078286406,89.53388369389641,96.88027871119598
36,136,70.5482,15.2746,48,18.1349,0,137,125,3,128,3,0.99831,69.50963,0.0,0.0,8.75,8.425,13.0769,0.0,0.0,131.0,66.70536,0.0,0.3,1.647,-1.0,1.721318,0.21973543437833865,0.2642363265217921,282.3255266836164,0.27611425671972384,0.1929743758975969,0.17228718000924642,15.920380015432098,15.372933470172647,1.464463120655841,0.20953635092642783,0.2553766628164566,0.11443688107761144,42599.888321743514,0.2945653854173176,0.10835692535518865,63808.36357033846,0.2754750304543242,95.72214962204302,0.23138416107647988,5.317635937252808,90.43786643042725,97.1384422270399
37,137,70.5096,16.2783,48,18.3493,0,137,125,3,128,3,1.00128,69.50488,0.0,0.0,10.82143,8.428,13.20721,0.0,0.0,130.0,66.69488,0.0,0.3,1.881,-1.0,1.737995,0.21977468964430633,0.26456101074075794,281.7040400331395,0.27631094086274577,0.19266827522495172,0.17195273197727265,15.980324074074074,15.390981980312018,1.6152873056477786,0.20952308968605363,0.25537666281645705,0.11436270793373063,42446.68496865835,0.2945286927410663,0.10867533246102053,63931.78408595937,0.2755685426607406,95.7114650421376,0.231061046341882,5.328097624170889,89.60149477426583,97.07278032252316
38,138,70.4607,16.1675,48,18.8614,0,137,125,3,128,3,1.00101,69.47454,0.0,0.0,10.03571,8.383,14.07063,0.0,0.0,131.0,66.64049,0.0,0.3,1.95,-1.0,1.721668,0.2196561350157278,0.26481756475726465,281.1056715552984,0.2759175725767019,0.19284892323866043,0.17174971151146154,16.50168788580247,15.449777485411845,1.3390405715841547,0.20951896083309665,0.2553766628164611,0.11462785106414969,42392.22781022195,0.2940756147624075,0.10883240792259466,64153.96207055213,0.27602868257718355,95.71069256554617,0.23072484587190328,5.415728640289034,88.31353749871354,96.97067356960308
39,139,70.7,15.5203,49,19.3983,0,137,125,3,128,3,0.99534,69.72298,0.0,0.0,10.53571,8.387,13.97202,0.0,0.0,131.0,66.63113,0.0,0.3,2.034,-1.0,1.72271,0.21921382332419959,0.2650863943215954,280.4964169094886,0.2758874288904274,0.19303513390910657,0.1716269297235134,16.928385416666668,15.440944907106,1.8647096621373116,0.20924628762222003,0.2553766628164584,0.1145361581071104,42819.9022459034,0.29345549558802175,0.10909544879530313,64175.740341127406,0.2769949858518735,95.67333071212792,0.23013760543686287,5.405415264180981,88.34406782104249,96.92045982867816
40,140,70.6549,15.5609,49,19.8439,0,137,125,3,129,3,0.99336,69.71658,0.0,0.0,10.78571,8.387,13.41432,0.0,0.0,131.0,66.61701,0.0,0.3,2.041,0.49113,1.725399,0.21857166680025836,0.26563510931819945,279.90417772457903,0.2760769317434838,0.1938162234922204,0.17187349553572914,17.324363425925927,15.518841967170621,1.3162516780786837,0.20877830201910735,0.2592177037955216,0.11458772976578939,42751.40607121532,0.29279131226029237,0.10983459856501747,64100.23599825765,0.27788613320201866,95.67007309115496,0.22975030091521192,5.381141950325936,90.63750229041234,96.59230794382749
41,141,70.6232,15.6717,49,19.4856,0,137,125,3,128,3,0.99576,69.72904,0.0,0.0,9.17857,8.398,13.44736,0.0,0.0,131.0,66.60917,0.0,0.3,1.852,-1.0,1.709005,0.21767483194591372,0.26639058788363923,279.3307619845669,0.275808864350635,0.1937495814796134,0.1724655024549348,17.51200810185185,15.565119802215953,1.2383372845086844,0.20834396530960295,0.26143532983874573,0.11447754975537713,42751.42234308389,0.29234461653065463,0.1102707736453972,63851.32462169298,0.2786958643960501,95.6854464997091,0.2294812944758266,5.393997703637985,90.66816439743056,96.99343574807949
42,142,70.658,16.0283,49,19.1725,0,137,125,3,128,3,0.99502,69.76266,0.0,0.0,8.96429,8.418,13.54641,0.0,0.0,131.0,66.58067,0.0,0.3,1.812,-1.0,1.722658,0.2167173639044748,0.2670880668673069,278.74314694703287,0.275962310717417,0.19430555121824458,0.17340133299305616,17.82060185185185,15.535951779212482,1.0040015023581605,0.207869914654486,0.2614353298387457,0.11424580751772094,42749.434938201746,0.29189510890199,0.1106846551765071,63962.816795754916,0.2792306879930184,95.69568976016284,0.22900763053280468,5.406007764144226,89.22434634872451,96.39814653541258
43,143,70.6397,16.4237,49,19.0817,0,137,125,3,128,3,0.99578,69.76359,0.0,0.0,10.75,8.442,13.8425,0.0,0.0,130.0,66.55975,0.0,0.3,1.769,-1.0,1.746567,0.21571080726338318,0.26756446309499665,278.18358663041073,0.2758770627358714,0.1941965741896992,0.17353307205727447,18.15740740740741,15.599848240981867,1.5629400851860693,0.2073231897333281,0.2614353298387437,0.11412874966818011,42679.752221955976,0.29152666079551615,0.11098381846429171,63928.93342464084,0.27941209907069015,95.68739511668674,0.22857019083557173,5.437410496046861,90.82431160792565,96.46494341989727
44,144,70.5542,16.5035,49,18.6321,0,137,125,3,129,3,0.99728,69.69864,0.0,0.0,12.0,8.409,14.18722,0.0,0.0,130.0,66.5533,0.0,0.3,1.778,-1.0,1.697112,0.21484003392916895,0.26826646301571666,277.6076095862862,0.2793682079815467,0.19445171999810107,0.17337513761216794,18.446228780864196,15.572197996539833,1.4254609420562063,0.20694239916795876,0.2614353298387473,0.11403688129943337,42479.97805696881,0.29111289063973245,0.11126075316342081,63928.25117252896,0.2795284320000444,95.6896591621542,0.22831129820187193,5.463882872367661,89.29275288304389,96.29997177466325
