,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,tone,cubcol.1.0,blockiness,uhdhdsim,contrast,fft,temporal,color_fulness,staticness,cubcol.0.6,noise,blur,movement,cubrow.0.5,cubrow.1.0,cubcol.0.5,saturation,cubrow.0.6,cubrow.0.3,cubcol.0,cubcol.0.3
15,15,70.0831,8.09458,53,9.40163,0,138,126,6,128,5,0.99718,72.67294,0.0,0.0,4.78571,8.471,7.15239,0.0,0.0,130.0,67.40713,0.0,0.44,1.685,-1.0,0.000995,0.2562131668335859,0.516234432910419,0.2458506467468767,2.019459366578833,95.08772427075739,89.29269815469699,65847.70255828535,4.684169410043322,102.57436815364669,276.02861559555436,0.2144824457510589,0.41587306093308124,47433.62391016456,5.063319830246914,0.3214190453509451,0.22021519194196532,0.16148425259024726,14.556865739233698,0.2797029450034892,0.18957860963060208,0.210959932503338,0.2102278632856874
16,16,70.2006,7.96733,53,8.83235,0,138,126,6,128,5,0.99623,72.80409,0.0,0.0,6.28571,8.472,6.99305,0.0,0.0,131.0,67.42586,0.0,0.43,1.656,0.12526,0.002264,0.25453983739568664,0.5160334025374856,0.24694666514883798,1.5236422559339409,95.06182660031308,85.97647150324461,65824.94212157729,4.592476185334017,103.01708363692754,275.76179854217577,0.21435444156664685,0.41587306093308113,47628.33221809889,5.350935570987654,0.3215965468450545,0.22059798491870145,0.16203593296413837,14.584032977068867,0.27787565168381034,0.18934115283207842,0.21075399343709972,0.21077554524857184
17,17,70.2969,8.09555,53,8.81841,0,138,126,6,128,5,0.99951,72.87952,0.0,0.0,5.57143,8.473,6.88913,0.0,0.0,130.0,67.43863,0.0,0.43,1.67,-1.0,0.000993,0.25288766852507905,0.5256109893056513,0.24847345014263317,1.4929455544932078,95.05816384628687,88.79223571016504,65895.08074838831,4.550333837609435,102.74603516474744,275.48865407412256,0.21445416520298072,0.4158730609330831,47775.44833516023,4.904176311728395,0.3219731657433585,0.22117154893390997,0.16222526145063862,14.577165580090181,0.2759390167344526,0.18911054919451042,0.21121647636044516,0.21108417851462938
18,18,70.4026,8.23451,53,9.09387,0,138,126,6,128,5,1.0034,73.00319,0.0,0.0,6.53571,8.499,6.9982,0.0,0.0,130.0,67.44262,0.0,0.43,1.605,-1.0,0.001717,0.2512643107641652,0.5304963407058818,0.2501525988784073,1.1126076103765086,95.03842359758099,87.7201803513133,65912.52812068975,4.58097054346709,102.34890383750071,275.22154638320245,0.214525629307484,0.41587306093308457,48070.85032737004,4.721788194444445,0.3222250414292119,0.22164821609754323,0.16250793213504625,14.616732750409916,0.2739173257463535,0.18897136328066352,0.21190810442037403,0.21141865247848832
19,19,70.4609,8.51361,53,9.61645,0,138,126,6,128,5,1.00107,73.04351,0.0,0.0,7.5,8.512,7.12631,0.0,0.0,130.0,67.43974,0.0,0.43,1.722,-1.0,0.003035,0.25056054335082345,0.5302017233587076,0.2518490731222523,1.4517969844476364,95.04724044501083,84.10185467456985,65965.83544144707,4.58012894788668,102.96933072884485,274.94688450986934,0.21535244263053155,0.4158730609330821,48168.381299572946,4.661168981481482,0.322457646301924,0.22200286531833163,0.16281725105675424,14.592985930266202,0.27196995531571233,0.18876096932621894,0.21224330808897818,0.21203235222810582
20,20,70.4516,8.32251,53,9.78919,0,138,126,6,128,5,1.00188,73.05569,0.0,0.0,5.64286,8.517,7.37254,0.0,0.0,131.0,67.43239,0.0,0.43,1.751,-1.0,0.002707,0.2502305995472565,0.5302626699515566,0.2532243030065673,1.8409180240265595,95.04218244532096,84.82112885077606,66008.81557925395,4.689679877222223,102.95539740511491,274.6696776218559,0.2163758117282261,0.4158730609330837,48094.967018624964,6.038773148148148,0.32271874669360606,0.22253059778804135,0.1626186410415796,14.656616964457946,0.269996271984444,0.1884872741318602,0.21240229663014934,0.2122184806666998
21,21,70.4333,7.98502,53,9.37026,0,138,126,6,128,5,1.00079,73.06736,0.0,0.0,6.57143,8.498,7.19561,0.0,0.0,130.0,67.45836,0.0,0.44,1.659,-1.0,0.001037,0.24982723167127152,0.5304963407058818,0.25469714210819727,1.5216475184023504,95.02888248035634,90.40416161905844,66045.78159702673,4.6007019741377935,102.71298381353915,274.3656018239317,0.216594125013127,0.415873060933083,48043.24699651972,6.3112461419753085,0.3228482627382096,0.22279398886790738,0.16231986812968296,14.638609332802854,0.26809677191600356,0.18813712520474501,0.21231973456789827,0.21209571528389962
22,22,70.3097,8.12157,53,9.23848,0,138,126,6,128,5,1.00059,72.97056,0.0,0.0,8.92857,8.498,6.90678,0.0,0.0,131.0,67.44848,0.0,0.44,1.705,-1.0,0.001621,0.2493872685345308,0.5307052281983847,0.256101852178995,1.4307972217746812,95.04407539310564,89.63548326646149,66019.58164198781,4.5190617617524245,102.85188345033325,274.04831302315284,0.2170035182835529,0.4158730609330865,47852.68151055241,6.213927469135802,0.3231022181575808,0.22304556265096995,0.16189911093222295,14.630496366524401,0.2662876992254891,0.18778829254836504,0.21201472020932852,0.21228572299231932
23,23,70.1185,8.3012,53,9.33676,0,138,126,6,128,5,0.99803,72.80581,0.0,0.0,7.67857,8.514,7.02209,0.0,0.0,131.0,67.43426,0.0,0.43,1.62,-1.0,0.001449,0.24894769189903995,0.5355177005397924,0.2573786397154247,1.0839528777449843,95.05963026923858,88.12002240005211,66026.90926372127,4.668373582095393,102.95158469770821,273.74441969949476,0.21708404624944783,0.4158730609330831,47440.50139314425,6.116560570987654,0.3231455480630419,0.22321354623359535,0.16063256678926643,14.639897099247683,0.264565793097399,0.1873741381197726,0.21194283569433672,0.21246583595875415
24,24,70.2034,8.42254,53,9.88429,0,138,126,6,128,5,0.99592,72.89021,0.0,0.0,7.85714,8.516,7.1821,0.0,0.0,132.0,67.46332,0.0,0.43,1.696,0.12564,0.00136,0.24845260078398962,0.5347538724736624,0.25846531249007293,1.4633810031529684,95.05488853665955,88.32959462988434,66095.92849351771,4.747273472270656,102.57071651444949,273.4797002258321,0.21734263245060087,0.41587306093308557,47566.60314063636,6.361111111111111,0.3231216213380721,0.22326498952399332,0.16013495278038173,14.687224965036652,0.2629965589870731,0.18690271836340008,0.21184829960265417,0.2126777295885262
25,25,70.2374,8.34857,53,9.60449,0,138,126,6,128,5,0.99749,72.90397,0.0,0.0,7.53571,8.502,7.28694,0.0,0.0,131.0,67.43322,0.0,0.44,1.681,-1.0,0.00164,0.24750532280721543,0.5303309503667815,0.2593301880017106,1.0002290265805627,95.04683855188884,89.8523073887391,66083.98181488525,4.774747370129615,102.73112349650474,273.20369131880443,0.21770451152565187,0.41587306093308357,47640.97915338675,7.759645061728395,0.3230591406328411,0.22330241077562277,0.1595407913373588,14.69294625741464,0.2615980435927268,0.18638632692640159,0.21164590270619232,0.21299660963356812
26,26,70.2097,8.44703,53,9.91345,0,138,126,6,128,5,0.99776,72.88825,0.0,0.0,7.32143,8.491,7.22442,0.0,0.0,131.0,67.41649,0.0,0.43,1.744,-1.0,0.00156,0.24665548045648397,0.5348251572841223,0.259845867811311,1.1928531169887706,95.06086796468625,89.84405328554219,66136.83810202705,4.743691510832946,102.2854034326134,272.9094416717194,0.21807514109387638,0.4158730609330852,47685.94093815976,8.022280092592593,0.32297133843832665,0.22317961412190646,0.15913226707136366,14.699791990680458,0.260257407278691,0.18558321340304715,0.21110825433209657,0.21323991368350415
27,27,70.318,8.47287,53,9.77723,0,138,126,6,128,5,0.99833,73.01003,0.0,0.0,8.71429,8.519,7.31218,0.0,0.0,131.0,67.41098,0.0,0.44,1.783,-1.0,0.00157,0.24635867733412067,0.5389282088027698,0.26054074027053103,1.0485805485974973,95.05535233168217,89.88681854172755,66114.15040707115,4.777604197159067,102.85121065047599,272.6002360774194,0.21831342189966782,0.4158730609330857,47886.47025513969,8.320408950617283,0.3228319705636051,0.22303546646655684,0.15903378356326353,14.685064245153356,0.2590333003688121,0.18470265815341752,0.2105403193724784,0.21317989495683692
28,28,70.3971,8.50504,53,9.77179,0,138,126,6,128,5,1.00159,73.09289,0.0,0.0,6.46429,8.513,7.33612,0.0,0.0,130.0,67.43109,0.0,0.43,1.725,-1.0,0.001701,0.2454607096049092,0.5395618298931162,0.2611067030729623,1.1688893414706243,95.04906476466888,89.67706430607622,66157.27948906535,4.783327149735754,102.23842218741812,272.289568964981,0.21851652136684094,0.4158730609330856,48009.20411724844,8.341965663580247,0.32263574369697856,0.2228309725446685,0.15916516313132922,14.702964688524789,0.2579215177740606,0.1836696807736152,0.20984698114562206,0.21298687733552701
29,29,70.3318,8.85686,53,9.99316,0,138,126,6,128,5,1.0038,73.04417,0.0,0.0,6.35714,8.508,7.36984,0.0,0.0,132.0,67.38514,0.0,0.43,1.661,-1.0,0.001446,0.24439219397519943,0.5385966793910034,0.26188000615501345,1.439649220092693,95.04970489706136,89.4708322808348,66145.19314810647,4.785589963915247,102.11930734174717,271.9742424300038,0.21860111134676408,0.41587306093308385,47883.724510846245,8.633439429012345,0.3222914652940991,0.22259385879078855,0.1591701532571691,14.698568461853782,0.25693188755949764,0.18246156857962845,0.20971927596938753,0.21280221334115526
30,30,70.2465,8.50841,53,9.86778,0,138,126,6,128,5,1.00206,72.97686,0.0,0.0,6.96429,8.47,7.67521,0.0,0.0,132.0,67.3609,0.0,0.43,1.783,-1.0,0.001583,0.2441356191553867,0.5392283817147233,0.26237348856057596,1.3040408203593947,95.05923189413272,89.35298540445211,66092.89828977408,4.848408618606032,102.61453854835926,271.6730530595568,0.21879439224694314,0.41587306093308624,47723.26873665755,9.583333333333334,0.3218833450425978,0.22224667615127244,0.15919540905154106,14.6995738465109,0.25596155550031074,0.18134675316310156,0.21044401177505068,0.21265882597148428
31,31,70.3462,8.40008,54,9.59837,0,138,126,6,128,5,0.99941,73.09731,0.0,0.0,7.10714,8.454,7.36397,0.0,0.0,131.0,67.36139,0.0,0.44,1.65,-1.0,0.000987,0.24411500633583008,0.5388960946159186,0.2630060735958912,1.2780124314768464,95.0451316047843,89.54463379664101,66171.0908793326,4.735304930299823,102.053106835155,271.38300778406403,0.2191110573493242,0.41587306093308474,47953.44504052175,9.49242862654321,0.3214922420248031,0.2219098624029456,0.15910643650926357,14.76666561173804,0.25506314407931385,0.18045266943667684,0.21193863774953178,0.21252269101986387
32,32,70.356,8.60091,54,9.96552,0,138,126,6,128,5,0.99931,73.12554,0.0,0.0,7.82143,8.465,7.27118,0.0,0.0,131.0,67.34295,0.0,0.43,1.782,0.12577,0.001853,0.24366023670240738,0.5386019286643615,0.26375250745587053,1.159371331339605,95.02750183558643,89.4910989446971,66155.56753676811,4.736322036277428,102.52010046464866,271.06948645522994,0.21950286553983928,0.4158730609330851,47931.51857256621,9.34230324074074,0.3211224161177887,0.22151879382029638,0.15914864348046034,14.701259471752026,0.2542159574128027,0.17964065740895346,0.21363727456718046,0.21243598129563698
33,33,70.3204,9.38806,54,10.5693,0,138,126,6,128,5,1.00307,73.08109,0.0,0.0,7.89286,8.487,7.44563,0.0,0.0,131.0,67.31848,0.0,0.44,1.645,-1.0,0.001253,0.24336516651373183,0.5342462016824305,0.2644935972913981,1.1082532952813686,95.03774633240327,89.45738904414387,66090.38768082955,4.822486198558589,102.20547972510722,270.77378853153647,0.21977209921933816,0.41587306093308696,47819.156774168136,9.378375771604938,0.3206901514575762,0.22111692038908187,0.15918743726215454,14.713193728600018,0.2534114609503357,0.17902110414361952,0.21489938092899033,0.2123958351990965
34,34,70.258,9.75224,54,11.372,0,138,126,6,128,5,1.00854,73.05037,0.0,0.0,9.42857,8.503,8.12838,0.0,0.0,131.0,67.31688,0.0,0.43,1.538,-1.0,0.000846,0.2428093564984623,0.5348421714725093,0.2653573896071891,1.6259428616534564,95.04206289660287,88.02765720810345,66133.11581581098,5.026322271160065,102.49570060959404,270.48124268645597,0.21979804730827252,0.4158730609330857,47704.07726642862,9.844184027777779,0.32020266776916767,0.22057633147303018,0.1592149934922201,14.76389416353202,0.2527423094380538,0.17863356575473582,0.2155483118980354,0.2124725770035162
35,35,70.2199,9.60044,54,11.6561,0,138,126,6,128,5,1.00595,73.00794,0.0,0.0,10.75,8.479,8.45057,0.0,0.0,132.0,67.27023,0.0,0.43,1.679,-1.0,0.001772,0.24206153655791302,0.5333374213241046,0.26631047000581776,1.7648723726687476,95.05861796121779,87.88522751255167,66164.55527784118,5.071001964566758,102.28585216195162,270.16922537213566,0.21997212086725,0.4158730609330874,47628.96171036956,10.613667052469136,0.3197116582050351,0.22000828324229266,0.1593157096672876,14.727666219075521,0.2521768094869556,0.17834582208969987,0.21586015036871464,0.21246248895735007
36,36,70.398,9.53758,54,11.4659,0,138,126,6,128,5,0.99934,73.17738,0.0,0.0,12.42857,8.478,8.31324,0.0,0.0,131.0,67.28272,0.0,0.43,1.64,-1.0,0.001425,0.24114915805284523,0.533700195863128,0.26711459847175323,2.2235348552093948,95.04061738086124,89.57075092385281,66187.81724330879,5.04809084002212,102.39774895538588,269.85161762091786,0.22020066186585416,0.41587306093308474,47911.75376420318,11.077208719135802,0.3193405947272882,0.21950382213202832,0.15946126777343245,14.778446715555074,0.25170707356554034,0.1780660463888246,0.2158070404131947,0.21255246857912757
37,37,70.5476,9.58721,54,11.4733,0,138,126,6,128,5,0.99513,73.34441,0.0,0.0,12.5,8.486,8.25778,0.0,0.0,132.0,67.28339,0.0,0.43,1.574,-1.0,0.00158,0.24006675029549338,0.5384198277277951,0.26776540064273013,1.8936574354254798,95.01449368138893,89.75687153177466,66161.00121144966,5.020107812187668,102.29361337321126,269.5350833653307,0.22060656313379484,0.4158730609330874,48169.41236845564,11.375530478395062,0.31894147363915115,0.2190379829631204,0.15970916090108309,14.825258608217592,0.25127096008777056,0.17782304426026663,0.21513144518252358,0.21263362417532294
38,38,70.4961,9.62107,54,11.3433,0,138,126,6,128,6,0.99529,73.33958,0.0,0.0,10.67857,8.486,8.29514,0.0,0.0,131.0,67.26765,0.0,0.43,1.594,-1.0,0.000996,0.23920869451813398,0.5384817868727394,0.2682777415437968,1.5759455745471895,95.02252217846075,89.65451782763682,66098.66724998028,4.98766057117473,102.1591594331756,269.209961037441,0.22100554080705453,0.415873060933087,48093.59733883782,11.734375,0.31855688868896037,0.21861201024277024,0.15982751510164617,14.846966402030285,0.25083006357275384,0.1774723664630064,0.21388393913225057,0.21278283953123825
39,39,70.4678,9.33617,54,11.1379,0,138,126,6,128,6,0.99601,73.31671,0.0,0.0,8.25,8.491,8.32849,0.0,0.0,130.0,67.25447,0.0,0.44,1.613,-1.0,0.002055,0.23860920977208186,0.5384198277277951,0.26854325104473886,1.3450613216031937,95.01810517976355,87.89410187689836,66059.20916931538,4.961409542810568,102.33850040679211,268.89200927894274,0.22139358297617479,0.41587306093308946,47998.59571149543,11.953559027777779,0.3181087306303911,0.2182052149810381,0.15991080239405128,14.821620046356578,0.2504092651631706,0.17710987621353178,0.21256861871965507,0.21312579858222197
40,40,70.3629,9.92592,54,11.0374,0,138,126,6,128,6,0.99679,73.26645,0.0,0.0,7.75,8.498,8.08251,0.0,0.0,131.0,67.22227,0.0,0.43,1.634,0.12539,0.001336,0.2382585741643278,0.538024420404458,0.2690337347232556,1.6002417950863674,95.02495222712761,87.96823584463733,66059.33456093656,4.8884532140943,102.61854908243807,268.5662207460174,0.22209440327134217,0.41587306093308474,47797.05046813406,12.143759645061728,0.31765379408907934,0.2178337857977491,0.15988089629339558,14.819024168414835,0.2500491967566022,0.17679605512729382,0.21133019326196842,0.21356102237744085
41,41,70.37,10.3849,54,10.94,0,138,126,6,128,6,1.00207,73.24194,0.0,0.0,7.75,8.516,8.59183,0.0,0.0,130.0,67.23986,0.0,0.44,1.584,-1.0,0.001923,0.23804554736415873,0.5384198277277951,0.26940758728426517,1.5661106058667178,95.02043029589812,87.75622127799033,66071.98036819164,5.060357977972145,102.34073219654069,268.26193262953495,0.22290512863038614,0.4158730609330877,47704.95078355749,12.171585648148149,0.3171744909113001,0.21753883797954537,0.1598598399634915,14.85971333068094,0.24972612852444082,0.17648343511342787,0.21025708313601382,0.21423279246302626
42,42,70.4336,9.93035,54,11.8783,0,138,126,6,128,5,0.99727,73.29212,0.0,0.0,7.21429,8.515,8.99448,0.0,0.0,131.0,67.22701,0.0,0.43,1.494,-1.0,0.001144,0.23781076629668346,0.5387634727843131,0.26965351479459276,2.185788773372113,95.02284033389367,88.3798755943036,66052.20818188047,5.181547479757318,102.76728213486813,267.94853105787666,0.22369000438759404,0.4158730609330887,47937.185772095945,12.292293595679013,0.3166671501320063,0.21719032851076223,0.1600288071610988,14.888675265842014,0.24938670786005301,0.17621237896888903,0.20913873164055152,0.2151317978513885
43,43,70.4792,9.6821,54,11.1337,0,138,126,6,128,6,0.99409,73.33404,0.0,0.0,7.07143,8.51,8.59924,0.0,0.0,131.0,67.21771,0.0,0.43,1.728,-1.0,0.001264,0.23773413198800064,0.5385578695947707,0.2698351069425838,1.2806426431246585,95.01689365130702,87.9228345051531,66053.43112173495,5.090640713906887,102.02138325863503,267.6436676440501,0.22435741160974187,0.41971410191214625,48068.05262923766,12.489293981481481,0.3162724207257361,0.21689475728882143,0.16015026057740983,14.879475346317998,0.24913402037413135,0.1759239847798704,0.20800136009623862,0.21596544530162093
44,44,70.3514,9.83538,54,11.142,0,138,126,6,128,5,0.99691,73.21615,0.0,0.0,6.92857,8.496,8.37995,0.0,0.0,132.0,67.2098,0.0,0.43,1.657,-1.0,0.000603,0.23799775054125258,0.5385578695947707,0.26997161265041797,1.7971323929147647,95.03173456312437,88.00784431919546,66108.22715684488,5.017263583570904,101.83176639066227,267.32978563595293,0.22506499543140635,0.41587306093309184,47817.58999096211,12.49194637345679,0.31600838420052285,0.2167384117694045,0.16020029937074381,14.89086330084153,0.24892320914081015,0.17556569945571704,0.2068676613248942,0.21656216372593154
