,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,movement,cubcol.0,contrast,staticness,blur,fft,temporal,cubrow.0.3,uhdhdsim,noise,cubcol.0.5,cubrow.0.6,cubrow.1.0,saturation,color_fulness,cubcol.0.6,cubcol.1.0,cubcol.0.3,cubrow.0,blockiness,tone
10,110,27.1446,21.1942,17,18.8349,0,121,117,6,137,8,0.99379,28.04484,0.0,0.0,11.71429,10.209,18.42266,0.0,0.0,113.0,30.3779,0.0,0.4,5.573,-1.0,0.053302,0.04803603568246817,9.591820987654321,0.05370021537268619,86.08699296970153,494.21698894316955,4967.705603027714,63445.84642574664,5.933786417192311,0.06484465303849311,101.11401090527013,0.3397630084075345,0.09439343246010821,0.060287717906953725,0.05059822916240118,48.684624377592115,81.4560738869464,0.06852345469705941,0.05893627645512355,0.12043539026096625,0.015623822090452,1.081914206278332,0.45978862745098037
11,111,27.2932,20.9534,18,17.8376,0,121,117,6,137,8,1.0026,28.29366,0.0,0.0,12.0,9.979,18.24264,0.0,0.0,115.0,30.71892,0.0,0.4,4.697,-1.0,0.045357,0.048567656700055174,10.051552854938272,0.05505835473522428,84.18207848345345,484.92704900631213,5028.690785520576,63542.48495395569,5.91557304653392,0.06704277480569207,101.0918952552453,0.34803930147305456,0.09484705752397019,0.05872831045158014,0.05160726913546225,48.61052977008584,83.11532359777053,0.06975506831240648,0.05828325378099938,0.1179452011563499,0.01580012625818778,0.9844941690026385,0.46372470588235293
12,112,27.2871,20.7148,18,19.384,0,121,117,6,137,8,1.00059,28.42175,0.0,0.0,10.21429,9.656,18.02634,0.0,0.0,116.0,30.69584,0.0,0.4,4.722,-1.0,0.040777,0.049184991128380505,9.371190200617283,0.05599731532607045,87.43547171320725,476.2265587212761,5093.493043447874,63468.71279759807,5.94112133717664,0.06960965948722869,101.02756943336644,0.3480393014730578,0.09451285719765687,0.05854144877679868,0.052796212909498215,48.58881218050733,83.85587585604294,0.07038209043718237,0.05788182184779762,0.11554338357259618,0.01615770317015059,1.1608524148798638,0.4640764901960782
13,113,27.2978,20.5926,18,18.0507,0,121,117,6,137,8,0.99614,28.401,0.0,0.0,12.60714,9.567,17.83228,0.0,0.0,114.0,30.37689,0.0,0.41,4.653,-1.0,0.04142,0.05011310187995714,9.148244598765432,0.053994991872199714,86.19271541979548,468.28817679577713,5111.091012487613,63410.40356920104,5.896575458789933,0.0723527495495692,101.03445725087654,0.35188034245212085,0.09433736152558903,0.057797153880653686,0.05526768612221753,48.37360937801408,83.78415463869177,0.07067829425149637,0.057202219423307256,0.11383331740327059,0.01663703208284263,1.2868246015321751,0.4588266666666667
14,114,27.3533,21.1832,18,17.5549,0,121,117,6,137,8,0.99991,28.46632,0.0,0.0,14.14286,9.636,17.7166,0.0,0.0,116.0,30.51562,0.0,0.4,4.585,-1.0,0.045532,0.0487949046734855,8.501880787037036,0.053259891621021155,89.2268708944447,460.78908629967026,5024.426275860136,63357.52718876489,5.904701633652529,0.07553637191991104,101.06268015808078,0.3518803424521216,0.09418696156421849,0.0579195722007788,0.055074906280915985,48.123112054518714,83.63599086965527,0.07105765789368088,0.05680316644621449,0.11207100480060025,0.017166111834474664,1.1447593968512042,0.45739294117647056
15,115,27.0002,21.5349,18,18.7709,0,122,117,6,137,8,1.00032,28.3419,0.0,0.0,14.42857,9.877,18.2187,0.0,0.0,117.0,30.47905,0.0,0.41,5.777,-1.0,0.044005,0.0484440533260556,9.981095679012345,0.05257528433691266,88.92296328532491,453.1562539592686,4811.154302132898,63442.568066750064,5.977241592278928,0.07860239532348803,101.05406473631554,0.3540979684953527,0.09471655476569213,0.05750375048523748,0.05405857300209045,47.887834713782794,82.91720546297445,0.07131014684253041,0.05656691230534681,0.10968808376602668,0.017943617913707362,1.2356855239703055,0.4548333333333334
16,116,26.5972,21.5939,18,18.4746,0,122,117,6,137,7,0.99862,28.06099,0.0,0.0,13.57143,9.794,18.527,0.0,0.0,116.0,29.7802,0.0,0.4,5.562,0.12564,0.042165,0.04829789825182286,10.539351851851851,0.05203219207199546,84.32014125521945,445.19828069326206,4778.6424064295,63404.432992733935,5.988338034795755,0.08147362635093737,101.1317697813204,0.3540979684953536,0.09659062146309383,0.056927896005054976,0.05363762920566341,47.65610155647184,82.43201324956027,0.07137376130671583,0.05646197030350189,0.10787847979858621,0.01876959827678293,1.9738143525891618,0.445187843137255
17,117,26.5167,21.7376,18,17.9446,0,122,117,6,136,7,0.98337,28.01037,0.0,0.0,10.17857,9.638,18.56461,0.0,0.0,115.0,29.34112,0.0,0.41,6.143,-1.0,0.034497,0.048681617651292565,10.326726466049383,0.051107822523145795,85.76390167954958,437.17722192378636,4722.8875148285,63381.4589836532,5.902260353138836,0.08425173715737241,101.17680342826168,0.3540979684953567,0.09905461891069002,0.057097092302815594,0.05376717100528649,47.549229186258195,82.06885834445266,0.07105772641143676,0.05646053268513523,0.10734538889855065,0.019613796711699355,1.411138677045653,0.4393772549019609
18,118,27.0186,21.9067,19,18.0304,0,122,117,6,136,7,0.98367,28.50472,0.0,0.0,17.32143,9.408,18.68543,0.0,0.0,116.0,29.75172,0.0,0.4,6.354,-1.0,0.035215,0.0507939149635917,10.343123070987655,0.05035625287332786,87.55762980536073,429.57895064102956,4933.12011440561,63401.64755232902,5.82925353362326,0.08683648092164714,101.11167632726489,0.356315594538585,0.10144995294003853,0.05782706768542612,0.0529445429367138,47.50294438114872,81.55841199966949,0.0709892081873338,0.05656913852112213,0.10659917401048528,0.020689976577233652,2.741160123618669,0.44384274509803934
19,119,26.4439,21.3692,18,18.6255,0,122,117,6,136,7,0.99894,28.0449,0.0,0.0,18.14286,9.246,18.82448,0.0,0.0,115.0,29.927,0.0,0.41,6.72,-1.0,0.032677,0.052996425139818136,9.80251736111111,0.04995615021425394,85.11143166153676,423.17456044383897,4607.064676690088,63401.0956316386,5.721041587008242,0.09008272167687494,101.22825112202891,0.35631559453858036,0.10325308620456475,0.057721380120838196,0.05230802376931278,47.50253465440538,81.45544960818778,0.071052553952928,0.05670109120209557,0.10574694607181523,0.022075295573577687,2.1942698769613496,0.4457674509803923
20,120,26.1319,20.6103,18,17.9614,0,122,117,6,136,7,1.00447,27.80211,0.0,0.0,17.46429,9.254,18.36574,0.0,0.0,115.0,29.93765,0.0,0.41,5.127,-1.0,0.034236,0.05476557377934366,10.411506558641975,0.0497377692068829,85.5325834032375,418.15360601189855,4392.279992830615,63535.35005916758,5.651504472002823,0.09287053509043339,101.27452181989,0.356315594538582,0.10477462109446574,0.05783184780196214,0.05099252021625946,47.50096299913194,80.68695571278744,0.07123188173631076,0.05679974201592809,0.10473395903053985,0.02308319279128452,2.064494446485729,0.44459882352941194
21,121,25.8202,20.0016,18,16.5202,0,122,117,6,136,7,0.99976,27.39493,0.0,0.0,19.85714,9.086,17.73179,0.0,0.0,116.0,29.35673,0.0,0.4,4.805,-1.0,0.041554,0.05624496021876399,9.134018132716049,0.05193925746084607,84.19695589829058,414.57393555128124,4267.698344860728,63792.62813831206,5.543882267340803,0.09553601532794025,101.34902745907361,0.35409796849535313,0.10591539659782855,0.058303930346725416,0.050055127274731444,47.636341047875675,79.31753254869591,0.07144662681177308,0.056899542296154,0.10392849302896064,0.024025236027910433,1.5308353236631305,0.4386184313725491
22,122,25.6827,19.515,18,15.583,0,122,117,6,137,7,0.99697,27.22521,0.0,0.0,24.35714,9.163,17.19871,0.0,0.0,116.0,29.40089,0.0,0.41,5.701,-1.0,0.033523,0.05626754271365197,8.361979166666666,0.051869723298569044,85.06740745681796,412.17609008501984,4222.2152024876905,63664.34401577957,5.445609890968994,0.0977505582605378,101.3691264514799,0.3540979684953535,0.1066242117554142,0.05874395039260541,0.04918328782128357,48.166572476610725,78.61638596500704,0.07198463649076219,0.05697778599762368,0.10303350806524071,0.025046782312329128,2.2138465830385448,0.4395776470588236
23,123,25.4636,19.0882,18,15.0402,0,122,117,6,137,7,0.98983,26.97866,0.0,0.0,24.39286,9.267,16.77887,0.0,0.0,114.0,29.36543,0.0,0.41,5.455,-1.0,0.04243,0.056506827843917425,7.694974922839506,0.0515912843755624,85.31999249590866,410.5490873358244,4159.921252157582,63623.439270735085,5.363076484404452,0.09899872231883014,101.38163447940441,0.354097968495352,0.10711686436162136,0.05904401180764186,0.04834683175202937,48.81375781400704,77.26463628212315,0.07259844490666852,0.056966884915834945,0.10205265507167964,0.025995108498300543,2.6226281788081183,0.44477725490196085
24,124,25.5167,18.2071,18,14.6631,0,122,117,5,137,7,0.98646,26.96176,0.0,0.0,22.82143,9.358,16.40746,0.0,0.0,114.0,29.32406,0.0,0.41,5.629,0.1259,0.034339,0.05674231439807914,7.644724151234568,0.05176696638311882,85.37018905836248,409.1714014688357,4177.483297733336,63569.447550711484,5.194477851323552,0.10016479006442022,101.39305967263144,0.3540979684953524,0.10765579028215645,0.059488415151865835,0.04754051756696858,49.1909481095679,76.76518277076238,0.07333122684801112,0.05691276859175037,0.10122000834408465,0.026819476015253172,1.520746810903203,0.44828235294117647
25,125,25.7914,18.0079,17,12.5608,0,122,117,5,137,7,0.98634,27.18507,0.0,0.0,22.25,9.507,15.6624,0.0,0.0,115.0,29.20228,0.0,0.41,6.075,-1.0,0.049194,0.057056143193772564,7.608555169753086,0.05212353732192704,84.8401461245004,407.7684471032669,4252.061325147199,63624.01832231198,4.988469584968352,0.10119256489237713,101.36076383763546,0.35409796849535086,0.10813866341726203,0.06009399761623276,0.04696275583744297,49.0663887306496,76.08339228953366,0.07411500296587238,0.05691518649530179,0.10045140279066708,0.02751481990014471,1.518757730913848,0.44696039215686284
26,126,25.859,17.6657,17,12.2115,0,122,117,5,137,7,0.98821,27.23046,0.0,0.0,19.67857,9.517,15.49948,0.0,0.0,114.0,28.83336,0.0,0.41,6.374,-1.0,0.041636,0.05753735167140425,6.643373842592593,0.05298983001776367,84.5472405875129,406.09032742222485,4260.417584554834,63702.39735021617,4.821441992504782,0.10203583560879392,101.38070681438595,0.35188034245212224,0.1094201777347652,0.06083092571016882,0.04640021584987477,48.49720010639709,74.99047909079819,0.07486413459770917,0.056878274375423296,0.09971052505520686,0.02817094689525212,2.213975688069291,0.4431709803921568
27,127,25.8265,16.8648,17,11.4832,0,123,117,5,137,7,0.99233,27.18542,0.0,0.0,21.78571,9.469,15.20603,0.0,0.0,114.0,28.52679,0.0,0.41,5.783,-1.0,0.037836,0.05795656708954146,5.871672453703703,0.0538496105952179,87.3199240267623,404.2703454603158,4228.259770382694,63629.21512691265,4.701126558685896,0.10276095025073248,101.41908365156725,0.3518803424521226,0.10989278808003478,0.06174073763434467,0.04589178767922447,48.039886474609375,73.71845054178941,0.07555510297505855,0.05687271119592027,0.09897121333016069,0.028792997281548043,2.0347860907039497,0.4404941176470588
28,128,25.7796,16.2451,17,10.5385,0,123,117,5,136,6,0.99927,27.16639,0.0,0.0,17.60714,9.475,14.4985,0.0,0.0,113.0,28.55785,0.0,0.41,5.573,-1.0,0.02498,0.058001518221731704,5.744454089506172,0.05441260302850452,85.40492967812665,402.25510313069867,4185.843697828989,63553.95434929018,4.7071704903482905,0.1036003323053386,101.42580163217106,0.35188034245212246,0.1104942947516689,0.06257830388437713,0.04541147189362343,47.80236006371769,72.45720000036121,0.07619904129687709,0.05667106170755297,0.09818895206942799,0.029362196605561042,2.140337427072456,0.4405058823529411
29,129,25.7469,15.9567,17,10.7984,0,123,117,5,136,6,1.00728,27.12247,0.0,0.0,20.82143,9.425,13.96826,0.0,0.0,113.0,28.28895,0.0,0.41,5.614,-1.0,0.025885,0.05829680572728389,5.47998649691358,0.055021501187490565,86.65935875652758,400.062936573636,4183.244786517718,63558.409123478574,4.747337893829478,0.10472372598033852,101.44595959061057,0.35188034245212285,0.11038698982089755,0.06320995702679606,0.045050972826913345,47.3978017171224,70.9424735391065,0.07678310720923544,0.0563576804377206,0.09742602685653048,0.029967768238127288,1.7612293199572833,0.4364133333333332
30,130,25.6022,15.2691,17,10.7148,0,123,117,5,136,6,1.00697,26.93993,0.0,0.0,22.75,9.57,13.72348,0.0,0.0,114.0,28.05575,0.0,0.41,5.698,-1.0,0.028768,0.05862288324547552,5.018036265432099,0.054398021135289715,86.40462185087316,397.8675048084749,4138.844673364694,63401.112901718145,4.623631675994229,0.10565098588020345,101.47849229734439,0.35188034245212196,0.11044880146330899,0.06369997050973074,0.04447620866608735,47.25264692895206,70.1296815416473,0.07735423657598825,0.05611433624754968,0.09680288382096315,0.030463393535093287,1.9537869620117252,0.4322466666666666
31,131,25.8019,15.3903,17,9.904,0,123,116,5,136,6,1.01645,27.06511,0.0,0.0,20.67857,9.505,13.1405,0.0,0.0,114.0,27.96797,0.0,0.41,5.916,-1.0,0.031649,0.059100868074587296,4.90282600308642,0.05380639723929471,85.153535874321,395.64198433324134,4265.986928105866,63542.190340238805,4.452022240000938,0.10608548862926304,101.45104628621004,0.3518803424521213,0.11054054110092926,0.06452774369543147,0.044240277527209285,47.39466744882089,69.32686036352803,0.07790034783091065,0.056242631219933475,0.09629172360818986,0.030947260166290524,1.8471313157131386,0.4307588235294117
32,132,26.2624,16.0785,17,10.4411,0,123,117,5,136,6,1.01471,27.4225,0.0,0.0,20.03571,9.409,13.25522,0.0,0.0,114.0,28.42471,0.0,0.41,7.087,0.12603,0.027399,0.05959948357259526,5.571614583333333,0.05347288796144354,83.67802496404731,393.55218546442086,4521.989117571516,63705.041807011105,4.417243731227648,0.1067195280553157,101.35909743175185,0.35188034245212146,0.11088883959511378,0.06549107726552506,0.04492283096504035,47.57356940375434,70.153159125314,0.07844488391792727,0.05599704404853214,0.09595604758734927,0.031381376587186406,1.5846641372694126,0.43489294117647054
33,133,26.5562,16.9688,17,10.7618,0,122,117,5,136,6,1.01599,27.70496,0.0,0.0,16.42857,9.216,13.84283,0.0,0.0,114.0,28.98995,0.0,0.41,4.777,-1.0,0.027972,0.059676084277907965,7.020399305555555,0.05302835642025581,84.66566825082224,391.59083184338994,4705.197460317707,63711.39980285759,4.5058164641654965,0.10740818537827507,101.28907691092186,0.3518803424521222,0.11148291499743945,0.06593447537642792,0.04446433405494059,47.79674125012056,70.79687314917669,0.07896984472023916,0.055949897340754125,0.09583176395535867,0.031796997946027104,1.444276243589888,0.44223974509803576
34,134,26.647,17.3147,17,11.7025,0,122,117,5,136,6,1.02094,27.81469,0.0,0.0,16.89286,9.248,14.61486,0.0,0.0,115.0,29.73691,0.0,0.41,3.775,-1.0,0.033205,0.06036835251865889,9.010079089506172,0.052820855257484624,86.8649505273385,389.818510795285,4722.062211373965,63593.88856449476,4.685732005401112,0.10824757303698365,101.25348090389613,0.3540979684953507,0.11164541349538994,0.06652919036397961,0.043977946600804924,48.218355155285494,72.01172935796798,0.07945690828915042,0.05568441025008173,0.09582804720085986,0.03217181210974621,1.6529555275300798,0.4510054901960784
35,135,26.9378,18.0577,18,11.3818,0,121,117,5,137,7,1.0109,28.05933,0.0,0.0,18.14286,9.353,14.92171,0.0,0.0,114.0,30.51755,0.0,0.41,3.294,-1.0,0.036675,0.06027231013161405,10.84375,0.052698235413171826,84.96192706276504,388.296769467102,4844.792814154727,63808.30423118761,4.791604115936335,0.10869708688432186,101.21340429558398,0.3540979684953523,0.11201460502799845,0.06725822874015121,0.043528338417171734,48.41468754521123,73.6356320177778,0.08025487761736189,0.05616272720110881,0.09597698932765032,0.03256233322531312,1.5681946927003265,0.4636701960784313
36,136,27.4033,19.0006,18,13.0905,0,121,117,6,137,7,1.00676,28.46867,0.0,0.0,14.96429,9.402,15.53796,0.0,0.0,115.0,30.81892,0.0,0.41,2.636,-1.0,0.027863,0.06049927166404132,12.686873070987655,0.05247127994714008,85.89786418399432,387.1242545885591,4983.130736527454,63633.85272335917,4.908798648661066,0.109156689923482,101.14790788398207,0.35409796849535335,0.11239175549956525,0.0677223756181303,0.04313083491790763,48.88960793577595,75.81071039313909,0.08128775358509431,0.05653712605615908,0.09576533089533809,0.03288382593013502,1.3019496181946921,0.4671337254901961
37,137,27.9962,19.1351,18,14.1703,0,121,117,6,137,7,1.00533,29.10052,0.0,0.0,13.10714,9.296,16.34473,0.0,0.0,116.0,31.14138,0.0,0.41,2.788,-1.0,0.03091,0.06115504231914677,14.315152391975309,0.05266722043334149,87.23919416296603,386.2968232641512,5248.1179531653215,63713.27762028715,5.094863372098391,0.10973144107243678,100.99599049331502,0.35631559453858513,0.11277929467154883,0.06864329059841995,0.04277712994515694,49.31005181206597,77.85735051129936,0.08196581130179578,0.056514633659518115,0.09559241945639528,0.03319655530906605,1.5395128197117836,0.46850823529411767
38,138,28.1448,19.3124,19,13.4491,0,121,117,6,137,8,1.00563,29.33389,0.0,0.0,13.17857,9.277,16.46143,0.0,0.0,117.0,31.50169,0.0,0.41,2.944,-1.0,0.027864,0.06182859164202043,15.384066358024691,0.05222137465872361,86.83679086660635,385.5425014256977,5319.911018489701,63643.268717738,5.2122862160223535,0.11020522748974702,100.94004490880067,0.3601566355176428,0.11290795637798848,0.0694377113335273,0.04244563856949448,49.3637440999349,78.7764351967707,0.08274127562981465,0.056487785423296466,0.09581071735309302,0.03349163524009963,1.4051201044045178,0.47669190196078426
39,139,28.0734,20.0174,19,14.0446,0,121,117,6,137,8,1.00353,29.33805,0.0,0.0,12.82143,9.282,16.60922,0.0,0.0,116.0,31.54807,0.0,0.41,2.771,-1.0,0.028302,0.06278643247298649,16.01437114197531,0.051852945841699236,88.22885078288215,384.8262472040018,5332.819855001342,63523.09108162658,5.283492733068813,0.11043001485221454,100.89350487350744,0.3601566355176465,0.11323492276961036,0.07046491781621834,0.042150550473195984,49.23133963125723,79.0546960210441,0.08386537699437278,0.05604403499240616,0.09696725297747523,0.03379689196653154,1.5899545515177202,0.47807921568627465
40,140,27.9412,20.7868,19,13.9137,0,121,117,6,137,8,1.00923,29.2499,0.0,0.0,10.42857,9.278,17.20828,0.0,0.0,117.0,31.46326,0.0,0.41,2.659,0.12912,0.022428,0.0625806101119228,16.51369598765432,0.05157140569480764,88.42925418860007,384.1776936542526,5259.167534059903,63570.14342794654,5.368634886806841,0.1110387792611346,100.91083679865176,0.3601566355176518,0.11334222597928248,0.07116149396938079,0.041873201095413114,49.03624301486545,79.36520432492325,0.0849737183901432,0.056097610986368195,0.09792558316616727,0.03404418377299678,1.4278131622585166,0.4779976470588236
41,141,28.0327,20.9977,19,15.4448,0,121,117,6,137,8,1.01068,29.46291,0.0,0.0,13.67857,9.351,17.87328,0.0,0.0,118.0,31.63778,0.0,0.41,2.55,-1.0,0.018092,0.0629904465808814,16.88208912037037,0.051284341464071716,84.01905250700989,383.59080410951344,5260.3004876585455,63510.93849382638,5.4512557190622655,0.11186098587178465,100.87127268874283,0.3601566355176507,0.1139290523906442,0.07185977101349375,0.041598244901540155,48.89094920217255,79.58873826403695,0.08582525709461815,0.05587775175832437,0.09818614659916135,0.0342997617501512,1.9602657579405767,0.47954117647058836
42,142,28.1406,21.3582,19,16.4406,0,121,117,6,137,8,1.01335,29.59294,0.0,0.0,14.75,9.197,18.04993,0.0,0.0,118.0,31.82366,0.0,0.41,2.641,-1.0,0.020278,0.06346345452757486,16.636863425925927,0.05101578090716666,84.00500647891359,383.0422889381115,5293.280799726245,63383.36817776273,5.517583206494164,0.11275967221728317,100.85624890663394,0.3601566355176487,0.11422514770734883,0.07258033485585776,0.0413082963624458,48.87731745213638,79.84230731691903,0.08621589163657815,0.05563022486202839,0.09866800619913749,0.034534334639516474,1.7982717973053937,0.4830039215686276
43,143,28.0855,21.4375,19,16.9408,0,121,117,6,137,8,1.01037,29.53454,0.0,0.0,12.03571,9.315,18.35636,0.0,0.0,118.0,31.71082,0.0,0.41,3.16,-1.0,0.025446,0.06394976224512153,16.165171682098766,0.05075785525911399,88.00261291904133,382.4909776296698,5236.465509440373,63401.97065737511,5.530698442077786,0.11362055638966194,100.85039636274686,0.3601566355176457,0.11421591329307174,0.07346672906515374,0.041036524993328403,48.910290753399885,79.0482612028936,0.08680403350969643,0.05547857495745397,0.0991815770753239,0.034750334921810455,1.6559507404421108,0.4818905882352943
44,144,28.2117,21.0943,19,15.6493,0,121,117,6,137,8,1.01034,29.53432,0.0,0.0,11.10714,9.422,18.41781,0.0,0.0,117.0,31.78868,0.0,0.41,3.974,-1.0,0.026201,0.0642556680563294,15.584104938271604,0.05051690877234792,89.11151259460374,381.94482056904127,5289.651985613619,63377.48992289871,5.468768856522458,0.11447862942000889,100.84025897691534,0.36015663551764465,0.11411223043181444,0.07437840700171638,0.040770688481402924,48.88700282720872,78.78651863645918,0.08760011797060618,0.05532735813196347,0.10007755234194979,0.034982967898947205,1.6397210884610185,0.4847415686274511
