,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,temporal,movement,cubcol.0.5,staticness,tone,cubcol.1.0,cubcol.0,cubrow.0.5,blur,blockiness,cubrow.0.6,cubrow.0.3,cubcol.0.3,color_fulness,uhdhdsim,cubrow.0,contrast,cubrow.1.0,noise,cubcol.0.6,saturation
24,424,90.6034,24.8479,66,34.3979,0,116,119,16,133,20,0.91839,84.84844,0.0,0.0,5.28571,2.883,20.8002,0.0,0.0,124.0,35.88798,0.00144,0.62,3.071,0.13284,0.076877,78673.49244885899,5.738524708560669,10.40162037037037,0.11629716939199033,465.86917323898115,0.5686274509803922,0.1338612707339295,0.04616343728177657,0.09040643853984244,105691.27841747165,3.474677450900277,0.14818642174482885,0.34814314326649215,0.08466301779923342,100.5194744223429,81.0033525487083,0.30558401994854245,90.07900695924367,0.17973998758828716,0.8626336680850364,0.15038136620280187,43.23868118097753
25,425,91.701,24.2138,67,39.5661,0,116,119,16,133,20,0.94969,85.85684,0.0,0.0,4.78571,2.887,21.34376,0.0,0.0,124.0,35.99643,0.00153,0.63,3.166,-1.0,0.069302,79509.80884978182,5.808748817215465,11.147858796296296,0.12672982513366493,464.57897975658926,0.5690423529411764,0.13405415132121987,0.04674399453416382,0.09522774634265316,109242.88146000591,3.1719449723079527,0.14811992187344958,0.34408936672934304,0.08613891579709587,101.01654793245103,80.85406375960778,0.3069554096258733,88.67486738611103,0.17778728253755283,0.8709099611505607,0.15125856089112968,43.282590512876155
26,426,93.0571,23.8857,69,39.2765,0,116,119,17,133,20,0.961,87.16113,0.0,0.0,3.96429,2.889,20.79859,0.0,0.0,124.0,36.11131,0.00212,0.64,3.079,-1.0,0.072384,80092.41314822873,5.780126461840282,11.065393518518519,0.1402105342479599,463.45666727562144,0.5715694117647059,0.13367890609689098,0.04777965327452713,0.099515710973177,114856.97936529973,3.855226819796924,0.15002652453833376,0.33988949139454383,0.08734546615358359,101.64793520525913,80.32816568391597,0.30754706007807003,88.49172072461413,0.17554017187361654,0.8935212143039029,0.15034707224747462,43.26846690236786
27,427,92.9072,23.8746,69,37.1422,0,116,120,17,133,21,0.9395,87.01766,0.0,0.0,5.03571,2.906,20.51494,0.0,0.0,124.0,36.18494,0.00182,0.63,2.77,-1.0,0.063551,79833.54119170776,5.789979923022364,10.721739969135802,0.15229470308709772,462.480919933319,0.5729639215686274,0.13350180196398154,0.04877508785901494,0.10302762245960442,113597.63747226284,3.6338322745901146,0.15267456764928275,0.33649124375388145,0.08888277689743189,102.38964232320501,80.49009956400275,0.3082179848611961,89.00157061758473,0.1736588602907251,0.8935212143039023,0.1505756680158949,43.27543451756607
28,428,93.0041,23.5178,70,35.8596,0,116,120,17,133,21,0.94171,87.15156,0.0,0.0,4.14286,2.879,20.50496,0.0,0.0,124.0,36.255,0.00174,0.63,2.781,-1.0,0.07936,79653.83166651973,5.836450611081765,10.519820601851851,0.15781055695939739,461.6274331263634,0.5732658823529412,0.13316295118656138,0.049297256384179276,0.10592273171436647,113850.02126050243,4.1678448109283135,0.15595477516547485,0.33344111879668104,0.0898199587933552,102.89780031573511,80.42972263789851,0.3085503540478967,88.84555161654019,0.17224968438413835,0.8989856702187975,0.15092413399529483,43.354253698278356
29,429,93.1047,23.4934,70,37.6029,0,116,120,17,133,21,0.95898,87.27536,0.0,0.0,3.85714,2.905,20.19726,0.0,0.0,124.0,36.26919,0.00223,0.62,2.762,-1.0,0.062165,79473.92403790384,5.802707773322039,10.698013117283951,0.15638701662601306,460.8238411489055,0.5725925490196078,0.13426769182978882,0.0504460539914086,0.10649736232981746,115723.81176184386,3.6926939096003406,0.15906163045474975,0.3304188814496556,0.09104308495751402,103.46587384114818,80.15770828807744,0.3091118349341255,86.3073216122052,0.17052503414194545,0.901797507369437,0.1524162567540202,43.17102295675396
30,430,92.5952,23.8406,69,36.4539,0,116,120,17,133,21,0.94486,86.73254,0.0,0.0,4.42857,2.928,20.17955,0.0,0.0,124.0,36.18747,0.00215,0.63,2.851,-1.0,0.070157,79474.6957402036,5.823681899407242,10.816358024691358,0.15658244733513615,460.08932069110386,0.5696334901960783,0.1364028783039129,0.051271586198016396,0.10718959191200186,113995.10580753992,3.289674275599373,0.16092890759379833,0.3267487576095491,0.09252889567596811,103.49004343704067,80.37593141851846,0.3093327919021436,90.4548083692623,0.16916816125518744,0.9017975073694299,0.15447800232412415,43.19341701931423
31,431,92.0561,23.5569,69,38.4872,0,116,120,16,133,21,0.93863,86.26702,0.0,0.0,4.78571,2.91,20.47898,0.0,0.0,124.0,36.04186,0.00211,0.64,3.015,-1.0,0.069863,79254.15005464168,5.857022693115923,10.741994598765432,0.15657061739778946,459.4014166647343,0.5676058823529412,0.14278814789675948,0.0521819533270243,0.1080945101863251,111082.57448750651,3.1165057789610264,0.16203161474559777,0.3237083100960245,0.09397489356276212,103.62855855230711,80.41688397839047,0.30929411101904475,87.54305944129457,0.1677895564799928,0.9017975073694302,0.1547483501655307,43.14217762888214
32,432,92.2758,23.6146,69,38.8237,0,116,120,16,133,21,0.96009,86.45383,0.0,0.0,5.85714,2.892,20.23616,0.0,0.0,124.0,35.89502,0.00242,0.64,3.257,0.1331,0.0726,79822.46303412464,5.805878596142719,10.769193672839506,0.15515436764088475,458.78567554134275,0.5653509803921568,0.14730837040674624,0.05300214004079686,0.10699616804738961,112755.89043189018,3.4092391626562,0.1635584613233567,0.3216763656810874,0.09566679715501808,103.41184590885184,80.2259634634831,0.3098582923547271,84.00819900145095,0.16664615369350336,0.9078561743917272,0.15330153234335445,43.30032706555025
33,433,91.3556,24.2906,67,35.6209,0,116,120,16,134,21,0.98587,85.58613,0.0,0.0,4.53571,2.866,20.28656,0.0,0.0,124.0,35.71123,0.00198,0.63,3.056,-1.0,0.060207,79184.57643316017,5.82126659243728,10.915846836419753,0.15430150626206554,458.20624639527085,0.5623850980392157,0.14809504467096382,0.0535907860862798,0.10767640024642272,109638.48846732486,3.31453355261387,0.16439271295544258,0.31955804733328735,0.09686905567662546,103.18493837898995,80.47475425621043,0.3103423823033268,86.15145572623064,0.16581804873923553,0.899579881326197,0.1530670567976531,43.30779087396316
34,434,89.6152,24.8513,66,38.0686,0,116,120,16,134,21,0.96875,83.99732,0.0,0.0,4.39286,2.903,20.8672,0.0,0.0,124.0,35.48911,0.00166,0.62,3.14,-1.0,0.061806,78227.31709462618,5.899050893180124,11.390335648148149,0.1530614376406424,457.5854822196809,0.5575996078431372,0.14758188575641415,0.0539629119867829,0.10709399062841346,102351.1366576617,2.8014870397417577,0.1663967060395418,0.31774446401320483,0.09779592521326927,102.92874676551342,80.86460858489622,0.3112753893594051,86.22485317042506,0.16656988713233067,0.8890859622174435,0.15113779584694403,43.38728068787375
35,435,87.937,25.5651,65,37.3328,0,116,120,16,134,21,0.9655,82.44228,0.0,0.0,3.75,2.97,21.34644,0.0,0.0,124.0,35.21645,0.00175,0.62,3.115,-1.0,0.050062,77713.90887447057,5.948778531533386,11.97583912037037,0.15240681391437397,456.89719491621526,0.5533027450980392,0.14783355055487565,0.05436112264403532,0.10682163972220804,97287.5022910493,3.150068788949261,0.1681502617671406,0.31496403357940317,0.09852086780732594,102.6924924052862,81.14170014468863,0.31177348750002515,89.44870366271,0.1683021480754113,0.876968628172856,0.15018515109399147,43.5273121021412
36,436,85.8701,25.5869,63,39.2964,0,116,120,15,134,21,0.95954,80.53848,0.0,0.0,3.67857,3.022,21.95813,0.0,0.0,124.0,34.94408,0.00142,0.61,3.311,-1.0,0.039353,77421.03897745143,6.0236635771718285,12.579668209876543,0.15068163571261753,456.1801877146301,0.5516139019607837,0.1470518450183974,0.05428978504960512,0.10615877017497685,88746.30263693076,2.2530707387601256,0.16711339954779678,0.3118630119273353,0.09909613401891593,102.34228444578973,81.55821156154559,0.31187129482419484,91.32607478799231,0.16891222701175423,0.8709099611505583,0.14877199383006592,43.6990252836251
37,437,86.3966,24.8721,63,37.7573,0,116,120,15,134,20,0.94625,81.08165,0.0,0.0,4.67857,2.964,21.97749,0.0,0.0,125.0,34.81214,0.0016,0.61,3.319,-1.0,0.038375,77603.88952348067,6.040124856482108,12.929542824074074,0.14942369672256167,455.4450738654593,0.5519721568627451,0.14686990956343407,0.0543014002127167,0.10595013626357647,88757.70856190007,3.0569277531699104,0.16611691807404227,0.30941005394187504,0.10025359361336249,101.69790513824492,81.25610121236768,0.3123314683584345,88.1369927203287,0.16995713127584777,0.8769686281728585,0.1478178248176317,43.77259694794078
38,438,86.2957,24.7851,63,37.8331,0,116,119,15,134,20,0.94621,81.02139,0.0,0.0,4.92857,2.873,21.36193,0.0,0.0,125.0,34.68385,0.00153,0.62,3.12,-1.0,0.036887,77662.30838549376,5.969395581616711,13.207947530864198,0.1483615541660654,454.7179184374405,0.551721568627451,0.1467302441455119,0.05424557824182029,0.10547915295125937,87260.31056578908,2.340580595715376,0.1654070296880094,0.30813986083766537,0.10120457764167791,101.13646380396595,81.17205499947572,0.31330042669967983,94.87088912987222,0.170361928717661,0.8747510021296204,0.14750298614631321,43.93330609356916
39,439,85.3941,24.4484,62,40.7331,0,116,119,15,134,20,0.94569,80.18991,0.0,0.0,2.57143,2.789,21.28681,0.0,0.0,125.0,34.53787,0.00137,0.61,2.824,-1.0,0.035196,77872.12033019161,5.9973151518283405,13.468123070987655,0.1469647038604653,454.04302825778234,0.5514168627450979,0.14587127480226428,0.05411722614200977,0.10497367108348508,83909.43320080968,3.4104578882536316,0.16511466568190983,0.3068035970280943,0.10245527644040321,100.70630985471115,81.15442727692012,0.3142837951190834,89.0495967919235,0.17079815630957862,0.8658804979566996,0.14706397457472623,44.09816261574074
40,440,85.7985,24.2078,63,39.0345,0,116,119,15,134,20,0.93904,80.56941,0.0,0.0,3.42857,2.811,20.99635,0.0,0.0,125.0,34.41273,0.00116,0.6,2.646,0.12989,0.037521,77500.48710878106,5.977443306184699,13.525125385802468,0.14552281742519005,453.46819890167683,0.5514239215686274,0.14639565518027559,0.05387782666741227,0.1046168800457195,84765.8804946609,3.345039747096693,0.1658486992164413,0.30558258650185294,0.10457948357182467,100.18380743633865,81.25017835889633,0.31529822741665037,88.99383097541288,0.17226966923567674,0.864851294128265,0.14687624502685007,44.27150547357253
41,441,85.3096,23.4768,62,40.8007,0,116,119,15,134,20,0.98213,80.11861,0.0,0.0,3.42857,2.745,20.78997,0.0,0.0,125.0,34.26738,0.00116,0.61,3.023,-1.0,0.037072,76582.7901550201,5.974431748358347,13.299623842592593,0.14434053335690458,452.9645068876957,0.5503843137254902,0.14690675359405445,0.05364904418376464,0.10415791005966578,82616.809101663,2.7137370652090045,0.16690950045051706,0.30425242124706137,0.10513233642977336,99.86132078628708,81.04983446383196,0.31600618705173306,86.10889640356116,0.1720368792035525,0.8598218309344107,0.1470598607602945,44.39577493549865
42,442,84.612,22.8798,62,41.7164,0,116,119,15,134,20,0.9636,79.41122,0.0,0.0,1.85714,2.68,20.16138,0.0,0.0,125.0,34.09223,0.00116,0.61,3.785,-1.0,0.038058,76603.09202887469,5.969097077470552,13.03732638888889,0.1430227882439775,452.5296631460208,0.5480380392156863,0.14696934339746603,0.05338300742035986,0.1036902563610434,81664.77785175087,2.2760194427585523,0.16762568513862894,0.3040870148654546,0.10516714899486776,99.68542440617509,81.08563235309715,0.31624175211831484,87.89746052504853,0.1719392616451841,0.8521397489762839,0.14899365922187977,44.444566703137056
43,443,82.9614,22.6298,61,41.0642,0,116,119,15,134,20,0.94688,77.8475,0.0,0.0,1.75,2.664,19.65275,0.0,0.0,125.0,33.91551,0.00119,0.61,3.954,-1.0,0.036003,76566.64712262688,5.925511234043326,12.821566358024691,0.14207914632613466,452.1583319561516,0.5439290196078431,0.14655663678411854,0.053115534620474275,0.10354587915506173,77893.6763673278,2.707475096694319,0.1685723641910521,0.3055423945618829,0.10671368678580184,99.49732791185231,81.1973953328687,0.315705690333246,85.41571559533264,0.1708785816426454,0.8438634559107537,0.15133491239267163,44.55846244906202
44,444,82.6246,22.5503,60,39.5981,0,116,119,15,134,20,0.9609,77.4893,0.0,0.0,2.28571,2.678,19.4412,0.0,0.0,125.0,33.89307,0.00123,0.61,3.842,-1.0,0.032081,78092.12989468308,5.872170634146536,12.76658950617284,0.14147745945841958,451.8555631319233,0.5444809803921546,0.14589649217710818,0.05281721624372427,0.10349130828722695,77558.49109144366,1.7899195565271115,0.16926671060244683,0.3066372612626436,0.10780295900643967,99.46404053183205,81.30751345352778,0.31433592238186286,86.20772609084129,0.1697899453024243,0.8317461218661729,0.15240549447390045,44.66084289550781
