,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubrow.0.6,tone,cubrow.1.0,movement,cubcol.0,cubrow.0.3,uhdhdsim,noise,blur,cubcol.0.6,cubrow.0,temporal,cubcol.0.3,fft,cubcol.0.5,color_fulness,cubrow.0.5,blockiness,contrast,staticness,saturation
13,213,50.2543,19.2085,31,22.0497,0,117,113,13,138,15,1.00128,46.57113,0.0,0.0,4.07143,5.235,16.29803,0.0,0.0,119.0,27.37704,5e-05,0.32,1.439,-1.0,1.373088,0.08098093049590074,0.08150834852873051,0.42915462745098043,0.0744350135249703,7.323109567901234,0.07921585447206521,0.18425941594601578,96.02883604838462,0.32099279623325366,20454.468498494833,0.068906159903863,0.24079587057999946,4.944660949665832,0.11419410442524866,66468.11646550421,0.06266538015298252,79.87976909966275,0.09375235337872273,0.7552037370062594,86.31446929631723,493.294521616125,62.55465434510031
14,214,50.4118,20.3249,31,19.5202,0,117,113,13,138,15,0.99999,46.74606,0.0,0.0,3.67857,5.311,16.48887,0.0,0.0,119.0,27.54807,8e-05,0.31,1.523,-1.0,1.353521,0.08186438178407578,0.08082078768076754,0.42867803921568637,0.0734641772283935,7.350356867283951,0.07935107736125,0.1848771675397867,95.99184225920871,0.3209927962332546,20564.986092724917,0.0692754049503911,0.24085546500271643,4.601895458191937,0.11384796746823976,66504.77803699128,0.06357886232702308,80.30036530027462,0.09273202531242478,0.9733264587893212,89.33829400820217,489.7461860807681,62.58885833363475
15,215,50.4492,20.0623,31,22.2794,0,117,113,13,138,15,1.00054,46.85902,0.0,0.0,4.46429,5.374,17.45148,0.0,0.0,120.0,27.80475,3e-05,0.31,1.559,-1.0,1.275411,0.08365409831295349,0.08001802805710626,0.430827450980392,0.0723917153288826,9.009741512345679,0.07938400786818912,0.18516403573004891,95.98427390413165,0.32321042227648455,20574.831757533553,0.0692739372400891,0.24046736131851634,4.933067451569934,0.11346935767870474,66542.58633784504,0.06470868197707676,80.84777268776082,0.09169034045221569,1.1703707434496724,88.6629614566636,486.43873500454936,62.39601380148052
16,216,50.9811,20.5633,32,23.6408,0,117,113,14,138,15,1.00054,47.42222,0.0,0.0,4.75,5.532,17.23297,0.0,0.0,121.0,28.20183,8e-05,0.31,1.56,0.33153,1.292505,0.08326678011746122,0.07971991803951099,0.43003341176470583,0.07107389584146372,9.822675540123457,0.07938921313005576,0.18531028148541126,95.91101008678018,0.32321042227648294,20776.78682600604,0.06931220327321187,0.240575385756229,5.003840201596898,0.11330775484585834,66461.06062795731,0.06790760536188709,81.80212731546584,0.09300386664432915,1.1649953566861786,89.0787384464191,483.4214162761918,62.241220356505586
17,217,51.3349,20.5733,32,21.7964,0,117,113,14,137,15,0.99965,47.77167,0.0,0.0,3.92857,5.502,17.66096,0.0,0.0,121.0,28.45358,5e-05,0.31,1.672,-1.0,1.233048,0.08440011502214934,0.07964313935994405,0.42848039215686273,0.06998372498157458,9.935860339506172,0.07964683511954457,0.18613946328475245,95.88704017863148,0.3232104222764869,21511.265625664193,0.06999968116604899,0.24077012080038881,4.690178230087819,0.11299337550906527,66912.35140732961,0.0682499658066255,82.42422404176975,0.09277138129620852,1.2086799781399407,88.04831977112907,480.89006409729,62.015338097089604
18,218,51.0712,21.0999,32,22.1928,0,117,113,14,137,15,0.99958,47.57906,0.0,0.0,3.89286,5.529,17.66439,0.0,0.0,121.0,28.59389,3e-05,0.31,1.696,-1.0,1.212263,0.08449110863666845,0.07974776503456792,0.42924980392156875,0.06896452825033667,9.688705632716049,0.07987743652166233,0.18659351364374605,95.87147282735658,0.32542804831971645,21424.900043503247,0.07115738488023882,0.24090765844888026,4.736148514569366,0.112799659763339,66902.46141542784,0.06888276276226474,82.94890982443663,0.09187459859819729,1.1866704881482053,90.24589846347003,478.82862494541496,61.930391288097994
19,219,50.6841,21.331,32,22.8673,0,117,113,14,137,15,1.00141,47.23441,0.0,0.0,4.0,5.558,18.11551,0.0,0.0,121.0,28.59585,9e-05,0.32,1.627,-1.0,1.179029,0.08405318829957453,0.07985450789837177,0.43102745098039214,0.0680713516091182,9.530430169753087,0.08012241790303994,0.18715516014895703,95.9332526882853,0.32542804831971356,21002.583956379818,0.07057423138838684,0.2411218009232999,4.753954859436042,0.11289599678393744,66605.73605332251,0.06870675826988637,83.46302182469861,0.09131829696620847,1.236275163493098,89.2882470482304,477.1117983874578,61.86915079752604
20,220,50.5264,21.1196,32,22.2886,0,117,113,14,137,15,0.99743,47.07317,0.0,0.0,3.57143,5.478,18.31882,0.0,0.0,121.0,28.51587,5e-05,0.31,1.55,-1.0,1.211884,0.08248430683359544,0.08009638189735674,0.4297352941176471,0.0672543146092735,10.624228395061728,0.0803377139352456,0.18762007431795574,95.97292173866796,0.3232104222764895,20874.73713693553,0.07047490722260535,0.24153569031560393,4.810906906564675,0.11253671401331264,66446.35717800216,0.06848021638861819,84.09499905672871,0.09094990417567002,1.297283451493066,91.92842900196159,475.60975398644644,61.90484977062838
21,221,50.7692,20.9278,32,22.853,0,117,113,14,137,15,0.99763,47.24633,0.0,0.0,4.96429,5.484,18.13641,0.0,0.0,121.0,28.46316,5e-05,0.32,1.707,-1.0,1.265782,0.08131342271672774,0.07997755797951821,0.4296564705882353,0.06642055162444496,10.570023148148149,0.08046640690333302,0.187844694271778,95.92034335085174,0.3232104222764889,21234.11929954606,0.07012840910807686,0.24199449875458892,4.730900794257145,0.11240651944688272,66431.84074257694,0.06842935652739121,84.69718361036266,0.08990843625590712,1.5150738397681904,91.32471880315083,474.3022282568239,61.8895597104673
22,222,50.9871,21.065,32,21.4671,0,117,113,14,137,15,1.00144,47.40161,0.0,0.0,4.35714,5.446,17.97088,0.0,0.0,122.0,28.43189,5e-05,0.31,1.551,-1.0,1.261231,0.08097300876895229,0.0799923453854141,0.4315545098039215,0.0659866475352584,10.209587191358025,0.08066178548623038,0.18820779215484812,95.90500846973381,0.32321042227648894,21287.57649849194,0.07028335547437697,0.24240847574250846,4.722106411978597,0.11248949412905819,66449.70830210391,0.06867426109034618,84.76816589018686,0.08907924229568737,1.1098855100956193,88.2932199457082,473.10032631945217,61.915318618586035
23,223,51.3086,20.7137,32,22.0919,0,117,113,14,137,15,1.001,47.64449,0.0,0.0,3.67857,5.472,18.08415,0.0,0.0,122.0,28.50522,5e-05,0.31,1.581,-1.0,1.274514,0.08134218454783562,0.0798913080546018,0.43351411764705877,0.06574119394974084,10.046440972222221,0.08079006819855102,0.18861641862325892,95.8562721445258,0.3232104222764891,21642.464223143328,0.07150719298221035,0.24267793839154067,4.8741404090738145,0.112245432982794,66506.9364706743,0.0689735924603856,84.45193262017918,0.08839286442631017,1.3453629363757622,84.79036007785383,471.88205437969197,61.82372387544608
24,224,51.3524,21.23,32,20.1677,0,117,113,14,137,15,0.99915,47.66244,0.0,0.0,4.0,5.435,17.78108,0.0,0.0,123.0,28.3437,5e-05,0.32,1.584,0.35571,1.23133,0.08141683161135926,0.07969719182893863,0.43268549019607844,0.06561235520267342,10.248890817901234,0.08093806362714316,0.1889324524952127,95.84476674872519,0.32321042227648794,21673.14212669272,0.07420963814143607,0.24269371273025592,4.711432560497851,0.11208520712567745,66497.57659311779,0.06887930304648074,84.20954198761392,0.08784445471025727,1.2495597622805317,88.35204502101939,470.7383018535532,61.73635807743779
25,225,51.0713,21.6609,31,22.6156,0,117,113,13,137,15,0.99846,47.40698,0.0,0.0,3.64286,5.271,18.22329,0.0,0.0,123.0,28.2402,5e-05,0.31,1.647,-1.0,1.221566,0.08144792251694896,0.07990301682979223,0.4300675098039199,0.06601759485496764,10.821807484567902,0.08114743849046549,0.18892666870794753,95.90833637029483,0.32321042227649116,21401.66901224319,0.07458196980945792,0.24283664634370317,4.777292213967421,0.11196974150913651,66524.13459348558,0.06897402087473942,84.32518129745557,0.08718216826616658,0.9446831448666195,91.26148538479171,469.66466298524017,61.68057232138552
26,226,51.0522,21.6672,31,23.8868,0,117,113,13,138,15,0.99836,47.36348,0.0,0.0,4.42857,5.158,18.5898,0.0,0.0,124.0,28.01771,4e-05,0.32,1.479,-1.0,1.254807,0.08129571912054744,0.08050277594183684,0.4254435294117648,0.06650048728866263,11.000868055555555,0.08126815318592591,0.18909160890636112,95.89620417061116,0.3232104222764869,21737.417941410054,0.07527086944211688,0.24281661162151696,4.784543417075087,0.11182997876774092,66501.71529735606,0.07002531677677834,83.80979774641513,0.08662191054436168,1.114989056532139,89.39559995815358,468.5775794129827,61.6670905219184
27,227,50.4503,21.7927,31,22.5565,0,117,113,13,137,15,0.99786,46.82368,0.0,0.0,3.78571,5.23,18.60028,0.0,0.0,124.0,27.81479,5e-05,0.32,1.632,-1.0,1.239095,0.0811861277447159,0.08100833796141733,0.4278007843137255,0.06708885257530808,11.046006944444445,0.0814340392888901,0.18925049918404938,95.96881216135911,0.32321042227648994,20993.71211715572,0.07411657323115305,0.24276616040032373,4.822185069701351,0.11159467984483527,66467.00557682906,0.06980256466299704,83.36889264010026,0.0860042593774983,1.053411660664648,92.23592212157101,467.50354806394176,61.519187644675924
28,228,49.9823,22.0292,30,22.6264,0,117,114,13,137,14,1.00041,46.423,0.0,0.0,3.28571,5.2,18.70822,0.0,0.0,124.0,27.87364,3e-05,0.31,1.567,-1.0,1.160262,0.08114294339383538,0.08155916406653016,0.42997019607843145,0.06722280446428788,11.463686342592593,0.08147724157485488,0.18948219648455097,96.05194009303136,0.32542804831971556,20528.278221221757,0.07328957615847158,0.2429428459951443,4.926696259558795,0.11136531282053949,66464.03547132992,0.06986889893452666,83.17003761428646,0.08574556246883754,1.2082109012908375,87.37160519626472,466.5737580651642,61.32446232548466
29,229,49.6179,22.3955,31,23.4644,0,117,114,13,137,14,1.00116,46.16109,0.0,0.0,2.96429,5.249,18.90838,0.0,0.0,125.0,27.98947,2e-05,0.42,1.55,-1.0,1.16067,0.08084191256732061,0.08179715070255716,0.429195294117647,0.0677695074708753,11.900125385802468,0.08157943569564208,0.1896362011977922,96.10356101182217,0.3254280483197171,19975.623187889807,0.07276043377164004,0.24286726802392422,5.038342536175094,0.11111729869832729,66440.15314919398,0.06966233021669861,83.14253388191031,0.08546383493507095,1.0961363727682203,89.23716127689724,465.6274530888524,61.19127683286314
30,230,49.266,22.6654,31,24.1173,0,117,114,13,137,14,0.99927,45.88529,0.0,0.0,3.75,5.213,19.22151,0.0,0.0,126.0,28.24935,6e-05,0.43,1.788,-1.0,1.13205,0.08080003482469078,0.081989901371713,0.43222549019607853,0.06799649098939765,11.94068287037037,0.08165923330819426,0.1895982807404643,96.17318937287362,0.32764567436295117,19530.411972751106,0.07223317989162481,0.24267645755220696,5.007135950773331,0.11088749192230726,66398.3598040188,0.07047184989408677,83.08488116872478,0.08521792770377756,1.1994386308329863,87.38294799413781,464.62346805512874,61.039898719316646
31,231,49.1137,22.8142,31,24.8077,0,117,114,13,137,14,0.99805,45.78337,0.0,0.0,3.92857,5.198,19.45226,0.0,0.0,126.0,28.55826,4e-05,0.43,1.522,-1.0,1.085732,0.08099882604276346,0.08219047357348208,0.43527878431372546,0.06745339451224147,11.854890046296296,0.08168707330903785,0.18946851993845573,96.20846667134632,0.3314867153420124,19362.43850681094,0.07198802926338684,0.24256444460101995,5.1833147874901435,0.1107497060278931,66420.335139069,0.07235134888204114,83.17469716905211,0.08501331093494889,1.2225365552363057,89.31966803765754,463.59821691443904,60.94173403139468
32,232,49.2506,22.6934,31,25.1038,0,117,114,13,137,14,0.99536,45.91272,0.0,0.0,3.0,5.207,19.5813,0.0,0.0,127.0,28.87184,6e-05,0.42,1.588,0.33951,1.045104,0.0811498631640663,0.08235182048754153,0.43859647058823525,0.06845632844572679,11.865162037037036,0.08175532464819936,0.18935209741810669,96.20447964655837,0.3375453823642982,19377.97516534573,0.07200916123168367,0.24234410771254064,5.09884479422513,0.11055766027165681,66373.1989048636,0.07220000026187443,83.5476820964331,0.08478548648147839,0.9641861458755072,86.70367380840732,462.564724171601,60.80918130756896
33,233,49.4388,22.2089,31,23.962,0,117,114,13,137,14,0.99937,46.05166,0.0,0.0,3.42857,5.205,19.47843,0.0,0.0,127.0,29.03958,5e-05,0.42,1.633,-1.0,1.068523,0.08139015679787187,0.08271524725472533,0.44268901960784307,0.06878858149202861,12.334008487654321,0.08183157258514606,0.1893821437451738,96.22016852301022,0.3353277563210715,19576.904722038948,0.07164973750276908,0.24210041543183639,4.981753583113087,0.1103215744939473,66437.89989953877,0.0717166045115076,83.47233608795881,0.08455772495470587,1.0311952665816304,86.96182423010367,461.47539821528596,60.80022854275173
34,234,49.5396,21.945,31,22.5153,0,117,114,13,137,14,0.99833,46.11035,0.0,0.0,4.71429,5.186,19.06637,0.0,0.0,127.0,29.10406,8e-05,0.31,1.425,-1.0,1.190745,0.08170008784116553,0.08303608806917558,0.4423694313725489,0.06859035411927844,12.322434413580247,0.08181722742574643,0.18953364039705614,96.21250357993885,0.3292690892987817,19642.29549419128,0.0716567783127121,0.24200915550213922,5.05034585752372,0.11016647193237063,66432.65890741652,0.0716921009004773,83.77632576626355,0.08437645998557106,1.2435414224964774,91.11932572976238,460.41781247797775,60.744034001856676
35,235,49.2256,21.3579,31,23.0266,0,117,113,13,137,14,0.99938,45.79294,0.0,0.0,5.21429,5.186,18.83729,0.0,0.0,127.0,29.04187,7e-05,0.31,1.53,-1.0,1.215302,0.0824423858335029,0.0832326872779119,0.4398247058823529,0.06876077875301749,12.08130787037037,0.08186872599382997,0.18951840533529188,96.2586925193841,0.32542804831971545,19334.549634209812,0.07167532685583969,0.24179978407507124,4.947493289228902,0.11070452742585102,66480.87241197735,0.07163833278839657,83.83313149111271,0.084195102495998,1.3239054506699275,91.0071964894289,459.5167457780021,60.861611071928046
36,236,49.0055,21.0379,30,23.149,0,117,113,13,137,14,1.00089,45.51589,0.0,0.0,4.39286,5.194,18.33544,0.0,0.0,127.0,28.89598,6e-05,0.31,1.672,-1.0,1.24892,0.0838980256194229,0.08345755907923762,0.4397843137254902,0.06908270676159,11.391396604938272,0.0819171824837642,0.18885616860847557,96.28841791781977,0.3254280483197147,19273.46703701773,0.07182880541640022,0.24173384849850524,4.869851121146275,0.11156425579493806,66586.40914122015,0.07165892212503723,83.74573083177742,0.08401363610325945,1.0857558118754291,88.58945937142245,458.80945911401307,61.06499547134211
37,237,48.6148,20.7976,30,22.7167,0,117,113,13,137,14,0.99841,45.07326,0.0,0.0,4.32143,5.235,18.05579,0.0,0.0,127.0,28.54155,4e-05,0.31,1.683,-1.0,1.303541,0.08514160774605826,0.08382267466145332,0.4363552941176471,0.06940739271175247,11.076533564814815,0.08194887012066322,0.18826288816328718,96.32657093025472,0.3232104222764856,18970.58372730759,0.07181794393052976,0.2418591549303872,4.849263190579817,0.11110201543597924,66715.91697314256,0.07166370864315556,83.73475543481764,0.08381887775551043,1.2343102732046232,88.3194601161249,458.3687642564364,61.29758726520302
38,238,48.5794,20.7235,30,20.5409,0,117,113,13,137,14,0.99678,45.03748,0.0,0.0,5.32143,5.239,17.85082,0.0,0.0,126.0,28.41086,9e-05,0.31,1.633,-1.0,1.261709,0.08654010940396893,0.08418495812476874,0.43473137254901956,0.06949027385362944,10.696952160493828,0.08190475113018271,0.18814791661744526,96.30691671092931,0.32321042227648505,18801.794428837075,0.07183954304595065,0.24189076853309355,4.725372060193047,0.11076866003086894,66632.21112358144,0.07170411386005081,83.66503542103094,0.08376568504279255,1.014810109411976,89.75024084479244,457.97645222945243,61.34570764612268
39,239,49.3071,20.8239,30,22.7408,0,118,113,13,137,14,0.9998,45.76313,0.0,0.0,4.92857,5.135,17.79151,0.0,0.0,127.0,28.47168,4e-05,0.32,1.612,-1.0,1.236154,0.08742538139456563,0.08486301493992071,0.43533411764705876,0.06965349406117544,10.408179012345679,0.08187555734835152,0.1882415670141548,96.15170310946607,0.32321042227649016,19361.0950460581,0.07179018199626021,0.24173086757106269,4.973815988364579,0.11048155054853669,66632.29186146289,0.0715698377484243,83.6569561838275,0.083683260738835,1.1937578918366503,89.4444213427667,457.52502375536056,61.079286928530095
40,240,49.865,20.7118,31,22.933,0,118,113,13,137,14,0.99841,46.2834,0.0,0.0,4.75,5.175,17.8787,0.0,0.0,127.0,28.42659,5e-05,0.31,1.487,0.28356,1.217786,0.08804603750159865,0.08581898965412682,0.43867803921568627,0.06944435528743773,10.453559027777779,0.08163340189724953,0.18829853353497003,96.1309783591399,0.32321042227648694,19895.436698548005,0.07185319448935396,0.2417796142259216,4.900846576291881,0.11021980543885869,66545.1195024737,0.07152975213322614,83.29046443273083,0.08350947605919169,0.9766248742864955,90.47906226837178,457.03803909438915,60.91671809443721
41,241,49.9282,19.1192,31,20.7203,0,118,113,13,137,14,0.99783,46.383,0.0,0.0,4.14286,5.236,17.77871,0.0,0.0,127.0,28.36959,4e-05,0.31,1.54,-1.0,1.189856,0.08913540253410429,0.086195061783989,0.44162207843137247,0.06932025326481218,10.275945216049383,0.08162235468119881,0.18837553131564821,96.10990540340303,0.3254280483197132,19940.55497093077,0.07188677762134388,0.2418768189133345,4.650966808288403,0.11006370830040381,66517.11323414557,0.07148654663756596,83.25937952958874,0.08330543282208493,1.6456832147265898,88.2288938009232,456.7204664823314,61.22965871551891
42,242,49.1491,19.84,30,21.5506,0,118,113,13,137,14,0.99992,45.62698,0.0,0.0,4.96429,5.243,16.41308,0.0,0.0,127.0,27.90281,5e-05,0.32,1.478,-1.0,1.232062,0.08941849880437032,0.0864224676382314,0.42681529411764696,0.06920300951449085,9.961805555555555,0.08140926158980337,0.1884477536178731,96.23771430586336,0.3232104222764862,19159.502539949866,0.07186053455468032,0.24184155492539322,4.730964793171515,0.11008922676236386,66335.92021968373,0.07134164158518867,81.691088419749,0.08279988369581556,0.9188624617468715,89.80447731974114,456.39305729750544,60.96682023413388
43,243,49.087,19.7423,30,20.8751,0,118,113,13,137,14,0.9948,45.52081,0.0,0.0,4.42857,5.199,17.02494,0.0,0.0,127.0,27.77646,3e-05,0.32,1.695,-1.0,1.252749,0.09006410811804658,0.08663489530288337,0.4181787254901961,0.06921848832265505,9.083429783950617,0.08127019633869184,0.18873667732409227,96.24420308463976,0.32099279623325544,19183.204597426087,0.0716291792044537,0.24188780995065864,4.690736571239246,0.11027553992551065,66405.73547355481,0.07126433404131206,80.93834866860479,0.08247656207759577,1.622600126349634,87.36733257082436,456.1768673441527,61.390078509295435
44,244,47.8525,19.6873,29,19.021,0,118,113,12,137,13,0.99783,44.30458,0.0,0.0,6.25,5.23,16.94004,0.0,0.0,127.0,27.31834,8e-05,0.32,1.43,-1.0,1.265815,0.09020888253314138,0.08651045388527606,0.4093550784313725,0.06900783909746018,8.246479552469136,0.08117675513835591,0.18847289805808554,96.42033299578104,0.320992796233253,18068.37189817648,0.07152314985236535,0.24187859157331748,4.522019618067034,0.10987302445818903,66265.87619338183,0.07113662666829597,79.9010999564818,0.08244813392022937,1.5171611481018454,88.00495490436325,456.0978654739092,61.91198975362896
