,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubrow.0.5,noise,cubrow.0.6,cubcol.0.6,cubrow.0,uhdhdsim,contrast,color_fulness,blockiness,cubcol.0,saturation,temporal,cubrow.0.3,movement,cubcol.0.5,tone,cubcol.0.3,fft,cubrow.1.0,staticness,blur
10,110,49.1526,2.74076,24,3.51193,0,115,133,6,125,5,0.99145,44.86571,0.0,0.0,3.25,4.963,1.94555,0.0,0.0,127.0,55.04713,0.00014,0.0,0.961,-1.0,8.355656,0.0063937474712949085,0.25194166238486715,0.2162128235320666,0.14135402166865824,0.1523893856367885,0.10446853840728548,92.97198156002042,90.2550605198583,161.93822465268696,2.606083529917071,0.006278368287036092,33.90417687686873,2.140544693381136,0.2220026128043037,0.17727623456790123,0.18204270864153435,0.7719756862745099,0.02750753816999617,65374.63787671019,0.11761656542633722,610.1954462080586,21366.408159807703
11,111,49.1307,3.36683,24,3.77838,0,115,133,6,125,5,0.98772,44.83722,0.0,0.0,3.75,4.979,2.30728,0.0,0.0,127.0,55.04167,0.00014,0.0,0.99,-1.0,8.294298,0.006215035901882042,0.25195079585458574,0.21621282353206708,0.14083429554149135,0.15237872777379216,0.10426305591669287,92.92269235608465,91.784034445454,162.11819661589413,2.5167280613424996,0.006241002338892927,33.78351414056472,2.2648841469998584,0.22236830477483274,0.2996720679012346,0.18120868122940173,0.7717227450980393,0.02728579342303501,65353.91807595066,0.11837596977392208,610.2044088706116,21341.913391452268
12,112,48.9482,3.72703,24,4.17007,0,115,133,6,125,5,0.98278,44.67049,0.0,0.0,4.10714,4.933,2.8566,0.0,0.0,127.0,55.02462,0.00013,0.0,0.941,-1.0,8.417756,0.0062280683519720815,0.25163281717185876,0.21621282353206647,0.1397227829967855,0.15212761972217365,0.10434118041077803,93.00936187757006,89.504039880492,161.80234601527317,2.7805901449756636,0.006245624972891902,33.91140276120033,2.4364325113168324,0.22207693223418842,0.4895833333333333,0.17929989722033174,0.7725490196078432,0.026969259384690608,65267.85080881558,0.11914431450297698,610.1336253895116,21020.737655326746
13,113,48.9917,3.4313,24,4.31136,0,115,133,6,125,5,0.98322,44.71143,0.0,0.0,3.78571,4.934,3.1635,0.0,0.0,127.0,55.01425,0.00014,0.0,0.967,-1.0,8.338367,0.006191543242204815,0.25152614217067365,0.2162128235320668,0.13869161552856474,0.15182751046960727,0.10436142589552395,92.98696757398997,89.85579100170274,161.91252434740483,2.6002158654988756,0.00613362033223278,33.88959814001013,2.4870225155390844,0.22173392782990015,0.595727237654321,0.1771580509066916,0.7719756862745099,0.026781309066088374,65258.20950188779,0.11995194098708356,610.1236700080306,21041.944927645298
14,114,49.0369,3.12681,24,4.05724,0,115,133,6,125,5,0.98731,44.75926,0.0,0.0,4.10714,4.949,2.90974,0.0,0.0,127.0,54.97742,0.00014,0.0,0.966,-1.0,8.401022,0.006168169537685546,0.25130028225842066,0.21621282353206595,0.13748893967548334,0.15187462643888144,0.10447171395147496,92.93430752776233,89.46353004597077,162.06105919162493,2.3897067679878785,0.006142385843404612,33.866107140058354,2.3485255873448727,0.22132802850740155,0.5577256944444444,0.17532323143038686,0.7725490196078432,0.026654042039673576,65195.927167140144,0.12063412551956229,610.0334227863799,21152.256905743634
15,115,48.9718,2.71931,24,3.78075,0,115,133,6,125,5,0.98761,44.71294,0.0,0.0,3.39286,4.957,2.6426,0.0,0.0,127.0,54.98704,0.00018,0.0,0.994,-1.0,8.389306,0.006181886469070517,0.2511564730054485,0.21621282353206636,0.1367353898554708,0.15190945624125066,0.10447703737530302,92.93932283142735,89.62530610270197,161.56694159153668,2.444616602326651,0.006152970730040708,33.90604767975984,2.2447319515273576,0.22094251983648824,0.8029996141975309,0.17381335445273358,0.7719756862745099,0.02669440536289419,65264.01886619575,0.12123897055581274,609.989789057399,21089.444246427665
16,116,48.9473,2.59154,24,3.55648,0,115,133,6,125,5,0.99332,44.70249,0.0,0.0,3.39286,4.956,2.28973,0.0,0.0,127.0,54.96366,0.00016,0.0,0.921,0.48315,8.417215,0.006153023886758313,0.25107861656315567,0.21621282353206603,0.13631899895637803,0.15200590923389767,0.10446388734298262,92.95219292983165,89.85349162609633,161.7706317815406,2.477547019605031,0.006135761524493702,33.91529525945216,2.150378441906363,0.22069852524880754,0.6227334104938271,0.17258183029384114,0.7725490196078432,0.02678659787638638,65307.73903941565,0.12165777624520017,609.8838409342854,21100.887014881937
17,117,48.8666,2.6553,24,3.50743,0,115,133,6,125,5,0.98322,44.64156,0.0,0.0,3.28571,4.975,2.17744,0.0,0.0,127.0,54.978,0.00011,0.0,0.905,-1.0,8.329002,0.006208481321358172,0.2511420553495586,0.21621282353206692,0.13617008289899415,0.1521341550270245,0.1045017968771908,93.01308743210974,89.26864526727302,161.59831829725888,2.614148721357614,0.006072549257519077,33.96491363902151,2.132385043143527,0.2206615655257303,0.5202546296296297,0.1715842493109379,0.7723188235294117,0.026865297691448575,65287.00847288175,0.12212586358136003,609.8399226517611,20974.514521347224
18,118,48.8049,2.69079,24,3.51718,0,115,133,6,125,5,0.98483,44.58711,0.0,0.0,3.42857,4.967,2.23246,0.0,0.0,127.0,54.96629,0.00019,0.0,0.925,-1.0,8.411578,0.006191931992112714,0.2511092345437777,0.2162128235320656,0.1361244270014833,0.15235438858306968,0.104489505098436,93.01269313193991,89.48836858594183,162.07227150311067,2.789874632473947,0.006083856810229581,33.98474177607784,2.1364102626701613,0.2204220443992555,0.5149980709876543,0.1706028525382547,0.7725490196078432,0.027017711454094876,65225.344262027415,0.1225022747589474,609.7737847084153,20921.717642361044
19,119,48.7949,2.59455,24,3.54423,0,115,133,6,125,5,0.98452,44.5857,0.0,0.0,3.60714,4.949,2.26375,0.0,0.0,127.0,54.97966,0.00015,0.0,1.029,-1.0,8.356523,0.006216904444006319,0.25116072545533624,0.21621282353206697,0.13603819501580194,0.15229751924720877,0.10452066336652692,93.02629469143326,89.65350927239695,161.94323620974075,2.4598859859346187,0.005990607621560619,33.95471153730228,2.1596120238052476,0.22012632718346878,0.6057098765432098,0.1694319520178632,0.7725490196078432,0.02719716926838254,65262.01582110872,0.12328749765987833,609.7479127719531,20902.995175128075
20,120,48.719,2.59409,24,3.49905,0,115,133,6,125,5,0.97563,44.49872,0.0,0.0,3.64286,4.931,2.17707,0.0,0.0,127.0,54.97411,0.00016,0.0,0.998,-1.0,8.402292,0.006178082494646889,0.2512305579468049,0.21621282353206558,0.13590498659731656,0.15238737261046836,0.10454291874508283,93.01963946405712,90.77096553109173,162.3619213366964,2.4447278044455816,0.005977792421792963,33.835433394820605,2.1686573831933464,0.2198862924674615,0.9346547067901234,0.16848280332738366,0.7725490196078432,0.02726059301240672,65219.62289671715,0.12445149433240589,609.6854366321376,20822.16723100993
21,121,48.7661,2.55418,24,3.46261,0,115,133,6,125,5,0.98037,44.54696,0.0,0.0,4.32143,4.941,2.17745,0.0,0.0,127.0,55.01242,0.00015,0.0,1.009,-1.0,8.290281,0.0061660263232586315,0.2512952153034986,0.21621282353206628,0.1357768977588373,0.15221297295787595,0.10450611307326149,92.99579104679582,89.4740103676474,162.0934093612135,2.4571502382078854,0.005987310496181984,33.91464892728829,2.1825988598278454,0.21971947227994054,1.0699749228395061,0.1674842152427228,0.7725490196078432,0.027363182987054646,65153.21726756686,0.12539757324675593,609.6631106383678,20877.498848773084
22,122,48.7458,2.32116,24,3.60172,0,115,133,6,125,5,0.98562,44.52319,0.0,0.0,3.71429,4.938,2.14092,0.0,0.0,127.0,54.99855,0.00013,0.0,1.014,-1.0,8.441336,0.006149914570517719,0.25143497855587127,0.21399519748883922,0.1357871688038239,0.15238386822639144,0.10446266343151622,93.03180909535152,92.66809347448354,162.39015036739568,2.7123578257083127,0.0059633273490908535,33.9017175745081,2.1782002126548115,0.21961758178128313,1.1029610339506173,0.16637075565640017,0.7725490196078432,0.027516781890423513,65128.96645524054,0.12584067518280953,609.602273380504,20891.45719092932
23,123,48.8013,2.21198,24,3.38783,0,115,133,6,125,5,0.98389,44.58998,0.0,0.0,3.39286,4.949,1.93735,0.0,0.0,127.0,55.04411,0.0001,0.0,1.007,-1.0,8.371041,0.006173294272280831,0.2515615074242623,0.21621282353206675,0.13583677062495578,0.1525247791915918,0.10444471970629106,93.03246168231587,88.10009834254322,162.17038261793883,2.4903003950427567,0.005937173976490171,33.91310251494984,2.077927941320629,0.21958567236961743,0.9966724537037037,0.16558045411217004,0.7719756862745099,0.027648568236598954,65141.59696827545,0.12611197778595765,609.5838646811345,20927.68240313119
24,124,48.8118,2.04058,24,3.27004,0,115,133,6,125,5,0.98448,44.60489,0.0,0.0,3.82143,4.944,1.83882,0.0,0.0,127.0,55.02882,9e-05,0.0,0.936,0.48688,8.384093,0.0061436233732385685,0.25164813672887704,0.21621282353206692,0.13586317905042636,0.15267227709278317,0.10436414085152768,92.98555376185081,88.13815731841197,162.02219953628585,2.643996929566305,0.005994687245049409,33.91151352870612,2.0135954048604967,0.21946815741578568,0.8573013117283951,0.16478872102278064,0.7720282352941177,0.02778087072139643,65173.9783090522,0.12617492724165355,609.5278470797547,20942.10855017284
25,125,48.8346,2.09159,24,3.10719,0,115,133,6,125,5,0.9808,44.62948,0.0,0.0,3.75,4.931,1.68993,0.0,0.0,127.0,55.05327,0.00012,0.0,0.939,-1.0,8.404391,0.006157374221840886,0.25170791676908744,0.2162128235320668,0.13589729590714256,0.15271791290608686,0.1043781883670965,92.96788926838241,87.99302660590051,162.05090811550696,2.6877255371912576,0.005962379149750878,33.8905965546031,1.932755832157462,0.21937721659152143,1.0159625771604939,0.16392771550054758,0.7719756862745099,0.027876275900364664,65202.75216764851,0.1263214515911648,609.5134356954586,20950.345232244516
26,126,48.8512,2.05824,24,2.96517,0,115,133,6,125,5,0.98467,44.63763,0.0,0.0,3.89286,4.947,1.73165,0.0,0.0,127.0,55.02679,0.00015,0.0,0.975,-1.0,8.427371,0.00615328911564096,0.2517245588522384,0.21399519748884369,0.1358692854449215,0.15279740334319106,0.10436198738158267,92.9105239191949,93.26625785618941,162.3747784914053,2.6233148345067443,0.005969272182314028,33.86145603509597,1.9437204753424377,0.21932523854884137,0.7841435185185185,0.16307198808978354,0.7723333333333331,0.027925955319176705,65153.76132853016,0.12660091937899925,609.4667301786568,20968.752718758325
27,127,48.8812,2.0622,24,3.04888,0,115,133,6,125,5,0.9837,44.66881,0.0,0.0,3.10714,4.961,1.70213,0.0,0.0,127.0,55.05711,0.00015,0.0,0.992,-1.0,8.358262,0.006126616721284912,0.25175248605500405,0.21621282353206675,0.13586278188782813,0.15282995577837585,0.10439404454963183,92.9013260838076,87.9579422718479,162.1017438693389,2.5460243822319226,0.005942219298925335,33.86279843177324,1.9293843869624117,0.21939766884719597,0.6045042438271605,0.16217242356975556,0.7719756862745099,0.028016596805145393,65221.87506344928,0.12680239391432116,609.4531138855776,21042.049953690308
28,128,48.8721,2.05906,24,3.1338,0,115,133,6,125,5,0.98911,44.64709,0.0,0.0,3.5,4.949,1.70619,0.0,0.0,127.0,55.04621,8e-05,0.0,0.978,-1.0,8.473925,0.006090766297465481,0.25175996826439856,0.21621282353206017,0.13575006010860066,0.1529361713350453,0.10438338463148832,92.95207957624079,90.42978251751389,162.47672976758537,2.528905943504381,0.005910293608799524,33.81959401825328,1.9344689968153839,0.219429084220437,0.494116512345679,0.1612059205034961,0.7722819607843138,0.028055615465880004,65196.19644638658,0.12690512756325734,609.4160992692589,21079.517741355114
29,129,48.878,1.97175,24,3.01914,0,115,133,6,125,5,0.98993,44.64498,0.0,0.0,3.89286,4.969,1.70399,0.0,0.0,127.0,55.06722,8e-05,0.0,0.957,-1.0,8.258404,0.006091625574006356,0.25172850932865537,0.21621282353206692,0.13568450279821456,0.15301829463690703,0.10440631231785294,92.92759422851766,92.45239013508852,162.158501807611,2.576305874565435,0.005890070969849486,33.93386991524402,1.934976037563903,0.21937289748102184,0.44719328703703703,0.16034640203785647,0.7725490196078432,0.028200476885117606,65181.635513989706,0.12712694020440513,609.4164897013221,21058.972508821953
30,130,48.8981,1.83946,24,2.94216,0,115,133,6,125,5,0.99049,44.66905,0.0,0.0,3.82143,4.954,1.624,0.0,0.0,127.0,55.04472,0.00015,0.0,0.97,-1.0,8.364208,0.006104465243488634,0.25172563123122393,0.2162128235320668,0.13562447590352533,0.1530147388752133,0.10438374066149723,92.90172472510852,91.00049982017369,162.57928352652112,2.5354861861706626,0.005892298271798201,33.86976604697145,1.897427341685396,0.2193442471203627,0.5114776234567902,0.15950732291948688,0.7725490196078432,0.028241195526288412,65217.87149393945,0.12726592353275065,609.3857467103104,21105.886279320926
31,131,48.9118,1.76343,24,2.77255,0,115,133,6,125,5,0.9929,44.68115,0.0,0.0,4.14286,4.919,1.50765,0.0,0.0,127.0,55.07423,8e-05,0.0,0.934,-1.0,8.336534,0.006109406354515402,0.2517523070093427,0.2162128235320672,0.13556061829363017,0.15303414860294995,0.1044128465240022,92.89146531835229,91.7223557702655,162.06844857407427,2.5980453202075244,0.005849367621776797,33.91494053970149,1.8595037368546865,0.21942684521094596,0.46103395061728397,0.15864316753549362,0.7725490196078432,0.028287728783824816,65267.78098615476,0.12744976790207763,609.3839586759738,21122.615522609412
32,132,48.9427,1.78645,24,2.89139,0,115,133,6,125,5,0.9951,44.70919,0.0,0.0,3.85714,4.945,1.44053,0.0,0.0,127.0,55.05793,0.00013,0.0,0.928,0.48804,8.341759,0.006110301630245412,0.2518697752206507,0.21621282353206625,0.13546152018638516,0.15302057428131616,0.10437377950545008,92.86761245002637,91.43700787865059,162.31583371373168,2.6298504295618432,0.005830863861816166,34.01215032883632,1.8474278028877653,0.21944453407125036,0.3940007716049383,0.15783253325111404,0.7725490196078432,0.028286121561735395,65191.106646158274,0.1275983128764094,609.369795030621,21147.757154915173
33,133,48.9347,1.82591,24,2.98489,0,115,133,6,125,5,0.99469,44.7195,0.0,0.0,3.5,4.913,1.46041,0.0,0.0,127.0,55.06831,0.00011,0.0,0.905,-1.0,8.255886,0.006104564590967991,0.25194583503793216,0.2162128235320687,0.1354479263167882,0.15316237300938432,0.10441026113862387,92.84533996654817,89.61633798590941,162.26555357492796,2.811013906443893,0.00585863924237506,33.968478921019,1.8664701381883857,0.21939298202769122,0.3285590277777778,0.1570210921809014,0.7719756862745099,0.028288515028248445,65286.82605792091,0.12780854991230672,609.383108497677,21157.46347243315
34,134,48.9765,1.89204,24,2.92421,0,115,133,6,125,5,0.99459,44.75283,0.0,0.0,4.39286,4.931,1.4963,0.0,0.0,127.0,55.05001,0.00012,0.0,0.973,-1.0,8.275942,0.006098062425022893,0.25200568830359826,0.21621282353206686,0.13544548277556115,0.1532587346007224,0.10443039684725411,92.85586784419651,91.56919092864374,162.18855585312474,2.6239612516210418,0.0059059024983483316,33.97234222035349,1.8605483878410534,0.21935101058305984,0.3103298611111111,0.15628694246359262,0.7720282352941177,0.028364261424014867,65244.64672814828,0.12793623919831784,609.3636381493454,21185.599500553453
35,135,48.9275,1.87584,24,2.98663,0,115,133,6,125,5,0.99279,44.7055,0.0,0.0,3.5,4.935,1.55649,0.0,0.0,127.0,55.06044,0.00015,0.0,0.978,-1.0,8.429249,0.00608350995831521,0.2520483615724744,0.21621282353206614,0.13548189086825377,0.15338493162171232,0.10441091595216276,92.89429059278932,87.80896791194004,161.82899793145842,2.698302384947305,0.005918539898416808,33.9983876546224,1.8672863451418173,0.2192698755819781,0.3564332561728395,0.15556796067138065,0.771783137254902,0.028327832430815506,65206.22832236176,0.12808510599365705,609.3824645710383,21156.99727779956
36,136,48.9736,1.87614,24,2.98167,0,115,133,6,125,5,0.99528,44.73995,0.0,0.0,3.42857,4.952,1.54374,0.0,0.0,127.0,55.03882,0.00012,0.0,0.944,-1.0,8.421415,0.0060885237646886815,0.25208811883313087,0.21621282353206664,0.13551462512111725,0.15340514340441397,0.10443034369947729,92.8855087104715,91.7204460173147,161.99177775990287,2.4640213596271634,0.0059044490622507375,33.99802087854456,1.8839005567891236,0.2192378981445181,0.3773148148148148,0.15499097121465563,0.7717227450980393,0.0283799851266184,65265.43832536068,0.12811850360341062,609.3764068405769,21234.64315082252
37,137,48.9198,1.92145,24,2.94191,0,115,133,6,125,5,0.99027,44.69674,0.0,0.0,4.14286,4.95,1.54289,0.0,0.0,127.0,55.04409,8e-05,0.0,0.926,-1.0,8.31142,0.006088899648566082,0.2520744075800415,0.21621282353206692,0.13546861045141503,0.15344009984290743,0.1044543964109818,92.91487166412338,89.2168603553655,162.3166017531526,2.4862166869319333,0.005887743843995496,33.9347637788749,1.9125916153854692,0.21921286119078956,0.39033564814814814,0.15457934598112544,0.7714478431372549,0.02832802267212096,65195.60243960322,0.12805651496864473,609.3960543943298,21190.88675624514
38,138,48.9633,1.81489,24,2.96718,0,115,133,6,125,5,0.98745,44.73291,0.0,0.0,3.53571,4.939,1.58377,0.0,0.0,127.0,55.02682,0.00015,0.0,0.981,-1.0,8.441482,0.006106203734678294,0.2520775950949164,0.2162128235320663,0.13548106648555258,0.1534862672807987,0.10446960902319137,92.90012728785624,90.68470941389651,161.95769777220698,2.106189181832071,0.00590333541173295,33.97192439326533,1.9447037690829925,0.2191869523040497,0.4300733024691358,0.15424903599888792,0.7714101960784314,0.02830553709916082,65239.83796729117,0.1281050930348412,609.3848990992622,21227.026071226774
39,139,48.9654,1.69892,24,2.92018,0,115,133,6,125,5,0.99094,44.73639,0.0,0.0,3.53571,4.955,1.49003,0.0,0.0,127.0,55.02965,6e-05,0.0,0.975,-1.0,8.305564,0.006087571597964309,0.25209409854964826,0.21621282353206703,0.13550314114089046,0.15352210067241975,0.10448900722777059,92.89426982722013,91.54086555201545,162.48503907662672,2.4286809744656677,0.005888198573000736,33.85264888810523,1.894039053915521,0.21913952306338427,0.43180941358024694,0.15395863932301215,0.7709121568627452,0.028279995488326628,65250.45951337064,0.12804726805196923,609.4067550184994,21218.67064445673
40,140,48.9893,1.68747,24,3.01144,0,115,133,6,125,5,0.98749,44.75988,0.0,0.0,3.75,4.917,1.38413,0.0,0.0,127.0,55.03145,0.00015,0.0,0.963,0.47042,8.366995,0.006085370013014368,0.25213475605033503,0.21621282353205762,0.13553797708951948,0.15354616447500685,0.10449296065037147,92.91032951017215,89.86652973024165,161.97831009402873,2.375926624947867,0.005872405041996552,33.94992272647811,1.8707779109995795,0.21911303700732188,0.47902199074074076,0.15369648978841058,0.7714101960784314,0.028231857489782904,65211.372051654245,0.12807566949942895,609.3925494534897,21218.824784379296
41,141,49.0135,1.74649,24,2.88442,0,115,133,6,125,5,0.98711,44.79371,0.0,0.0,3.46429,4.921,1.37369,0.0,0.0,127.0,55.04443,0.00012,0.0,0.938,-1.0,8.454596,0.006073462443009636,0.25221162366048205,0.21621282353206608,0.13551207719075975,0.15355513927442616,0.10451225331552626,92.89541993518164,92.12038560706294,162.39540875348337,2.3272353174457954,0.005882535458176571,33.89096483772184,1.8774233739219717,0.21911116665208685,0.5091145833333334,0.1534745742004221,0.7708745098039216,0.02819955291893164,65185.196981412366,0.12819698679135874,609.4041005608085,21229.105912401337
42,142,49.0301,1.78006,24,2.93309,0,115,133,6,125,5,0.98189,44.80352,0.0,0.0,4.10714,4.942,1.42329,0.0,0.0,127.0,55.03539,0.00015,0.0,0.914,-1.0,8.481174,0.006077199295876291,0.2522405609633999,0.21621282353206292,0.13560026996050353,0.15361827511205123,0.10446320789402348,92.92287985209242,90.8287097905868,162.28861186594617,2.2514879445570894,0.005886358377147768,33.94207518777729,1.898693025340144,0.21910374625908435,0.5330343364197531,0.15321950728071032,0.7708823529411765,0.02816378228684256,65155.180025158435,0.1282368367102562,609.3912468771806,21300.166758749878
43,143,49.0135,1.79253,24,2.94352,0,115,133,6,125,5,0.98644,44.7986,0.0,0.0,3.57143,4.954,1.45566,0.0,0.0,127.0,55.05615,9e-05,0.0,0.975,-1.0,8.36813,0.006065534862098562,0.25222157183038396,0.21621282353206692,0.1356603773601751,0.1536960487833439,0.10447400752578674,92.95449651520323,91.77957708613978,162.20873309717274,2.367686105586329,0.005876795373688896,33.96882535204475,1.8955859372565231,0.2190779969636608,0.5769675925925926,0.1529597821981531,0.7719686274509805,0.02814335995302839,65189.24460018335,0.1283539900635351,609.4039771138173,21252.43517996875
44,144,49.0258,1.83316,24,2.81582,0,115,133,6,125,5,0.98393,44.80442,0.0,0.0,4.17857,4.926,1.46787,0.0,0.0,127.0,55.05583,0.00015,0.0,0.926,-1.0,8.366379,0.006079341254617798,0.25227224882815036,0.21621282353206459,0.13572022651966514,0.15376617111887125,0.10442540681223944,92.94686491861671,91.31517949344831,161.8910671740882,2.3903561335500556,0.005870181773571909,33.99080497835889,1.889660662389277,0.21909560789199603,0.5906153549382716,0.1527195800039489,0.7708823529411765,0.02814011131199487,65278.189602255174,0.1283961609016007,609.4032004079437,21304.11190435492
