,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,cubrow.0,tone,cubcol.0.3,cubrow.1.0,cubrow.0.5,blockiness,noise,fft,cubcol.0.5,uhdhdsim,cubcol.0.6,color_fulness,blur,staticness,temporal,saturation,cubrow.0.6,contrast,cubcol.0,cubcol.1.0,cubrow.0.3
10,310,35.7583,5.92796,26,7.63086,0,113,118,6,138,6,1.00174,37.02353,0.0,0.0,5.5,8.358,5.23762,0.0,0.0,126.0,42.54173,0.0,0.39,2.262,-1.0,0.832332,1.9428530092592593,0.10277544785047918,0.6698282352941176,0.05296663437441563,0.11489609181134768,0.15906029261949367,2.193075826329665,0.3518803424521216,63662.70870240907,0.06156338459926062,99.92397730936192,0.11752769496328828,72.5201428484917,8768.449958649137,632.8288244836356,3.6202833565606607,52.68212551540798,0.15820450266310998,88.14704268235053,0.06536667264094112,0.11046044424091245,0.08722510254285644
11,311,35.7637,6.15938,26,7.0262,0,112,118,6,138,6,1.00353,36.9923,0.0,0.0,5.78571,8.361,5.09758,0.0,0.0,126.0,42.55053,0.0,0.39,2.138,-1.0,0.823009,2.0964506172839505,0.10276820912270318,0.6691752941176471,0.053163261758227214,0.11502969954074387,0.15837144895409877,2.0054919747401114,0.3518803424521197,63744.492876686585,0.06152183834057741,99.92164294736259,0.11784847081939955,72.63794076553013,8785.62095659669,632.7255222132355,3.535642139081407,52.787024038809314,0.15719943688158441,87.95086517211443,0.06723989261107412,0.11060564458253114,0.08685544873051464
12,312,35.6837,6.07653,26,7.62688,0,112,118,6,138,6,0.9997,36.9151,0.0,0.0,4.42857,8.296,5.30172,0.0,0.0,126.0,42.59409,0.0,0.4,2.195,-1.0,0.826303,1.9349440586419753,0.10306819649550315,0.6694788235294118,0.053361059116840436,0.11461803239468935,0.1578915719302481,2.14250920871406,0.35188034245212246,63818.92045399036,0.06180970914904366,99.94799452889247,0.11792560910768903,72.45862395963772,8732.882863498802,632.6178654268952,3.5960734348261787,52.97591503755545,0.1564527765055461,87.46290112284754,0.0662570600398265,0.11049760660029663,0.08694005977384354
13,313,35.8453,5.64059,26,7.20408,0,112,118,6,138,7,0.99764,37.09469,0.0,0.0,5.10714,8.25,5.23756,0.0,0.0,126.0,42.63143,0.0,0.4,2.0,-1.0,0.85216,1.8129340277777777,0.10363054689428342,0.6696513725490196,0.05356055244539986,0.11404921754549303,0.1575791007393242,1.5546704400521094,0.35188034245212146,63747.20766436246,0.062198627375424004,99.91616228342124,0.11853260584227379,72.32571450071934,8860.669430459016,632.5872304589334,3.603090451608055,53.02273484218267,0.1559634739280595,91.42197676788597,0.0637608660933998,0.11048279774780966,0.08781454043345731
14,314,35.7542,6.16926,26,6.97881,0,112,118,6,138,6,0.99551,37.01589,0.0,0.0,4.92857,8.262,4.85693,0.0,0.0,125.0,42.59998,0.0,0.4,1.89,-1.0,0.82274,1.6510898919753085,0.10372837891679013,0.6699780392156863,0.05374805892593388,0.11372134105356396,0.15751592207455645,1.391173549324397,0.351880342452122,63709.888756359534,0.06212618166332072,99.9381737328121,0.11894823256826706,72.2076561614613,8788.05799832108,632.5749592489683,3.528097417350727,53.0731707914376,0.15560740035974716,86.42023910492496,0.06206244047566234,0.11072301265668025,0.08820924024831943
15,315,35.8301,5.89114,26,7.42356,0,113,118,6,138,7,0.98754,37.09339,0.0,0.0,4.10714,8.26,5.31205,0.0,0.0,124.0,42.52542,0.0,0.4,1.897,-1.0,0.87097,2.8665605709876543,0.10380429520077566,0.6697302352941176,0.05397495373862989,0.11349473913710281,0.15740463309341618,1.6815070213458223,0.3518803424521222,63736.93284962392,0.062222751254376575,99.92963433890327,0.11885341454915582,72.25064203756084,8816.504718166476,632.5621816802799,3.6640376421169303,52.899217016902966,0.155331234416318,86.34607691373094,0.0607593521579912,0.11159196389379941,0.08857579598481759
16,316,35.6478,5.89242,26,7.78873,0,113,118,6,138,6,0.98698,36.9391,0.0,0.0,3.60714,8.327,5.06419,0.0,0.0,123.0,42.49312,0.0,0.4,1.864,0.28048,0.862937,3.1996045524691357,0.1036213889776445,0.6696447058823528,0.05412369724105952,0.1135998489863559,0.15749768712359322,1.8309267336307284,0.35188034245212224,63699.95385194173,0.0621529694668483,99.93824214173166,0.11927989177061442,72.12336948765794,8681.14199087768,632.4536944626446,3.6859536759200875,53.03890256528501,0.15502221057330712,87.49884436942472,0.059279993799138925,0.11276316655703116,0.08868003973057147
17,317,35.3618,5.70933,26,7.57824,0,112,118,6,138,6,0.98792,36.61472,0.0,0.0,3.53571,8.299,5.07177,0.0,0.0,123.0,42.29481,0.0,0.4,1.939,-1.0,0.890244,3.3583140432098766,0.10349042752733799,0.6662549019607843,0.05416131149455501,0.11377713070366471,0.1574657809416398,1.6317031560326172,0.351880342452119,63756.982129088974,0.06220504943300841,100.00564261824732,0.1189266070150545,71.46691713063166,8494.800691917917,632.4484996569729,3.737882879661681,53.371155915436916,0.15505113837255824,90.067297817027,0.05802935507197521,0.1142118509317224,0.08874780014968893
18,318,35.3426,5.57527,26,7.67612,0,112,118,6,138,6,0.98759,36.53529,0.0,0.0,3.10714,8.294,4.93786,0.0,0.0,123.0,42.07574,0.0,0.4,2.366,-1.0,0.942713,4.7160976080246915,0.10310912926118766,0.6612184313725491,0.054095495561906064,0.11403522468321745,0.15729276068284154,1.5697414261027869,0.34966271640888946,63677.48177921122,0.06210090885391296,100.03277393522858,0.1186106156636522,71.28564528656514,8474.713688327456,632.6804030828238,3.8117602415948584,53.79823001814478,0.1551253850291268,86.96603731748448,0.05698502115760389,0.11521720342026975,0.08890575919845903
19,319,35.3874,6.05162,26,7.14548,0,112,118,6,138,6,0.98995,36.57871,0.0,0.0,3.0,8.298,4.78434,0.0,0.0,124.0,42.12495,0.0,0.39,2.105,-1.0,0.946786,4.602527006172839,0.1026152131227487,0.6616576470588236,0.05405049002068466,0.11430931968158839,0.1570856939563016,1.788950909075295,0.3496627164088914,63767.74008009943,0.061775289173068515,100.01946297160401,0.1183041100910451,71.41561349489021,8499.451334015626,632.9120161730177,3.6322345813933254,53.772590543016975,0.15501054031762557,85.87537731736577,0.056414890737498474,0.11573944310510033,0.08923758132585495
20,320,35.7465,5.69995,26,8.22089,0,112,119,7,138,7,0.9947,36.96687,0.0,0.0,3.57143,8.33,5.22597,0.0,0.0,126.0,42.70217,0.0,0.4,2.177,-1.0,0.928711,6.334008487654321,0.1023987729021428,0.6675513725490195,0.0538979999612973,0.11466999122153737,0.15700013081325156,1.9267960019673556,0.35409796849534847,63707.06755497787,0.061755191526080506,99.97834738292747,0.11838504565473496,72.72421456104802,8788.804575574359,633.5782003613481,4.652689675782795,52.281697591145836,0.1548437567431121,86.00337679209856,0.055359620939394914,0.11518009972765594,0.0895727125298334
21,321,35.721,5.54054,26,7.36307,0,112,119,7,138,7,0.99544,36.96054,0.0,0.0,4.10714,8.341,4.89686,0.0,0.0,127.0,42.77922,0.0,0.4,2.139,-1.0,0.927656,6.313368055555555,0.10208936295411943,0.6684890196078432,0.053691277048686516,0.11511273262949324,0.15680128768755414,1.6179360370171008,0.3540979684953456,63691.490336432274,0.06121763404015067,99.96706667572582,0.11861456137231532,72.90423856114569,8777.561869169556,634.2417257656784,3.689108423716245,52.37019046736352,0.15459682935949762,88.9597996476446,0.05474035603501455,0.11501468549839598,0.08986667175666002
22,322,35.7221,5.46818,26,7.77843,0,112,119,7,138,7,0.99535,36.93858,0.0,0.0,3.67857,8.414,4.76487,0.0,0.0,128.0,42.77166,0.0,0.4,2.215,-1.0,0.90477,5.971064814814815,0.10151988123811385,0.6682062745098039,0.05361034753742377,0.11549247878635648,0.15675260446914302,1.8243947481771985,0.3518803424521228,63752.61987667216,0.061023966804722725,99.9800882434347,0.11865913704601523,73.08154285401825,8779.92283347017,634.8858556964418,3.67286346799425,52.34382723584587,0.1544986122003554,86.23444825139887,0.05418773400517166,0.11493284136022625,0.08999545236574576
23,323,35.6414,5.85478,26,7.64703,0,112,119,7,138,7,0.9926,36.8688,0.0,0.0,2.78571,8.39,4.70749,0.0,0.0,128.0,42.79735,0.0,0.4,2.347,-1.0,0.940393,5.942997685185185,0.10131645632179842,0.66814,0.05376153926915911,0.11593861447209595,0.15675405735743211,1.5614410554828804,0.35188034245212396,63727.175015635985,0.06093942846049404,99.99935464671218,0.11871063184129609,73.26232277957764,8697.04347456918,635.5621505216332,3.636444436239894,52.20337837125049,0.15466427876804223,91.02464552200743,0.05308065312751925,0.11471408859761915,0.08999208846939803
24,324,35.7498,5.9695,27,7.7305,0,112,119,7,138,7,0.99427,37.00714,0.0,0.0,3.39286,8.414,5.0371,0.0,0.0,128.0,42.83366,0.0,0.4,2.474,0.29295,0.968298,4.010416666666667,0.10123414008191836,0.668094117647059,0.05398393300609778,0.11639322385197537,0.15675795078093246,1.6643621806695421,0.35409796849534714,63837.01173425754,0.060948049886249724,99.98458139390296,0.1186144574278111,73.29232475540343,8788.509081780061,636.1790158268561,3.6874232092513486,52.24872315960166,0.15462568322787842,86.16957164355486,0.05339675265196705,0.11439334552329697,0.09001577690847382
25,325,35.7836,5.7467,27,8.61934,0,112,119,7,138,7,1.00112,37.07683,0.0,0.0,3.39286,8.335,5.1372,0.0,0.0,128.0,42.8676,0.0,0.4,2.333,-1.0,0.934918,4.992283950617284,0.10137877758850497,0.6685057450980367,0.05415538489721252,0.11688769543328832,0.15672149326254015,1.5138583083828634,0.35409796849534914,63692.11579542708,0.06087726213893953,99.95839042722203,0.11837370660556548,73.13908252526721,8833.705270645547,636.7742244578271,3.678898473929592,52.412861200026526,0.15441049873818133,87.92346250090549,0.05202547832150419,0.11425071956651967,0.09015862203971588
26,326,35.943,5.75969,27,7.67176,0,112,119,7,138,7,1.00488,37.26879,0.0,0.0,3.78571,8.222,4.93243,0.0,0.0,128.0,42.87038,0.0,0.4,2.049,-1.0,0.909197,4.919126157407407,0.10163133689095614,0.6686545098039216,0.05424383435634691,0.11735382774753443,0.15660880617483836,1.2974409226603238,0.35409796849535047,63665.20648754188,0.060850797092490014,99.94129853968147,0.11851953408674616,72.95837578267827,8958.586675303819,637.3040568053794,3.665984500060123,52.54769897460938,0.15441250080437743,89.08424015371153,0.052053549556248385,0.11411103854088052,0.09046270988068116
27,327,35.9977,5.87858,27,7.7088,0,113,119,7,138,7,1.00101,37.32986,0.0,0.0,2.64286,8.234,4.95249,0.0,0.0,128.0,42.88842,0.0,0.4,2.271,-1.0,0.882,4.740065586419753,0.10192356901163986,0.6681325490196078,0.05449056402181601,0.11751794375510091,0.15659972820443555,1.7215507073142373,0.3540979684953512,63640.262595771346,0.06076880035325487,99.92035620306892,0.1182538790599818,72.70786633915404,8996.94791565477,637.8401165898784,3.6879761846407533,52.31989071692949,0.1544545478647967,86.7461497326281,0.053195004364038276,0.11321310330439315,0.09066210533411871
28,328,35.8993,5.89471,27,7.66923,0,113,119,7,138,7,0.99466,37.24104,0.0,0.0,3.17857,8.207,5.05908,0.0,0.0,128.0,42.94281,0.0,0.4,2.441,-1.0,0.898532,4.640335648148148,0.1021661595988086,0.6685180392156862,0.054659582231027425,0.1177582958822589,0.1566480063693909,2.077027163123071,0.3540979684953503,63648.837270946664,0.06071450977021218,99.92276411612444,0.117918231927714,72.48458716602988,8942.522924067014,638.3536883750888,3.79359561231203,52.527501235773535,0.1544948581398664,86.66466023479636,0.05515260892402183,0.11227470664200548,0.09084642841383296
29,329,35.751,5.84572,27,7.90773,0,112,119,7,138,7,0.99167,37.09031,0.0,0.0,2.64286,8.18,5.06783,0.0,0.0,128.0,43.00781,0.0,0.4,2.152,-1.0,0.898913,4.788146219135802,0.10245213407632998,0.6687780392156863,0.05478523071125787,0.11800388840792504,0.15668223947002047,1.5624973691904394,0.3540979684953485,63686.85227301902,0.060575196536437254,99.94705392166573,0.117561178655044,72.4624172706719,8821.161522236886,638.8327616502962,3.780417829219062,52.67233050311053,0.15448916347456984,90.81835676054428,0.057842961895341716,0.11139650370793455,0.0910965087801572
30,330,35.3598,5.63648,27,8.64107,0,112,119,7,138,7,0.98778,36.72085,0.0,0.0,3.07143,8.229,5.02266,0.0,0.0,128.0,42.99105,0.0,0.39,2.185,-1.0,0.895459,5.64525462962963,0.10269723721896878,0.6685575490196067,0.0549260167547313,0.11824690337590187,0.15672253262090305,1.1990264288084804,0.35409796849535063,63731.33321969286,0.060486820129666025,99.99685067916481,0.11750147812651345,72.44151690012768,8590.295727219554,639.2869141527325,3.78622313511209,52.58425093285831,0.1544689759429301,89.62293099188904,0.0600140411385626,0.11074296030431525,0.0913748896770423
31,331,35.2431,5.38604,26,8.2433,0,112,119,7,138,7,0.99182,36.58663,0.0,0.0,2.75,8.238,4.83714,0.0,0.0,128.0,43.00345,0.0,0.4,2.348,-1.0,0.880845,5.719714506172839,0.10302408565478512,0.6684443137254903,0.0549947815882779,0.11853358439584583,0.15665586433683293,1.3088578763703083,0.3540979684953494,63741.29622022651,0.06030399176781899,100.02689819714064,0.11706691503691405,72.41941279857278,8516.39371634915,639.714120816909,3.7535123511748045,52.5698845003858,0.15418179500595,88.45793436982967,0.06159616785494903,0.11042460187762475,0.0916382134837406
32,332,35.3081,5.61274,26,7.54346,0,112,119,7,138,7,0.99545,36.62811,0.0,0.0,3.46429,8.193,4.61875,0.0,0.0,128.0,43.03121,0.0,0.4,2.4,0.28987,0.844949,5.745273919753086,0.10328720909937246,0.6678870588235294,0.055037108434441456,0.11883177709388652,0.15672501233010203,1.8630840428412427,0.35409796849534864,63662.639444342545,0.06017234797341163,100.02986648486002,0.1169139818443716,72.53155780591108,8528.828876553687,640.122627099599,3.714434440456388,52.72273612316744,0.15384258078295435,89.72222361555657,0.06276872515209175,0.10999039361221778,0.09175573835469213
33,333,35.2763,5.94388,26,7.57059,0,112,119,7,138,7,0.99745,36.59377,0.0,0.0,4.67857,8.112,4.81821,0.0,0.0,128.0,43.00071,0.0,0.4,2.258,-1.0,0.867568,5.796537422839506,0.1035127465285745,0.6676180392156863,0.05501132712204404,0.11906798160014075,0.15687904606602562,1.3127976985156484,0.3540979684953475,63629.88658623215,0.05992986380582258,100.03097620655753,0.11679497904779461,72.58959131644644,8505.072540494717,640.5081974618855,3.750716945354137,52.644325915678046,0.15341637550553944,86.80309639412843,0.06399013889622793,0.10943890999370401,0.09182464980528113
34,334,35.3458,6.04675,27,7.71481,0,112,119,7,138,7,1.00303,36.67497,0.0,0.0,4.78571,8.206,5.10908,0.0,0.0,128.0,43.00221,0.0,0.4,2.527,-1.0,0.85539,5.966001157407407,0.10368268795875964,0.6683219607843137,0.054932827645138446,0.11925967888475675,0.15694657410899732,1.2429795927506608,0.3540979684953496,63672.169266195495,0.05974744291133677,100.00795942716215,0.1168103893668927,72.65500884925777,8543.959302729896,640.8851397682873,3.8434476820787538,52.684142878026144,0.15309045165435137,91.62047931456986,0.06517011728188805,0.10903711932919807,0.09201470211239786
35,335,35.3525,6.32128,27,8.18268,0,113,119,7,138,7,0.99937,36.70199,0.0,0.0,4.07143,8.214,5.1994,0.0,0.0,128.0,42.91838,0.0,0.4,2.478,-1.0,0.860274,6.6589023919753085,0.10387827532945682,0.6676862745098039,0.05509326633513824,0.11947669733734069,0.15689801046986868,1.440421469668598,0.3540979684953493,63625.12415702485,0.05952074040244402,100.00352812846636,0.11646310268713142,72.81360324822069,8575.575826653501,641.213119130852,3.850379124116761,52.73233729232977,0.15299249766644546,87.91210386140999,0.06606077910429771,0.1085596044445862,0.09215807350968482
36,336,35.3858,6.35508,27,8.63723,0,113,119,8,138,7,0.99616,36.72974,0.0,0.0,3.82143,8.184,5.43627,0.0,0.0,128.0,42.86707,0.0,0.4,2.269,-1.0,0.878542,6.986979166666667,0.1040878024880601,0.6672917647058824,0.05516924337699421,0.11976997900734915,0.15670050291993687,1.8070816106322802,0.3540979684953481,63570.46899937489,0.059379186791848074,99.99274480179123,0.11633132486640846,73.04938017875456,8588.663656984605,641.5189992216485,3.8509935428040003,52.81263563368056,0.15306369887338497,86.26673779717095,0.06679176704395007,0.10781111019990725,0.09214291241562923
37,337,35.2971,6.43483,26,8.51073,0,113,119,8,138,7,0.99203,36.58467,0.0,0.0,3.64286,8.231,5.46084,0.0,0.0,128.0,42.83918,0.0,0.39,2.299,-1.0,0.881059,6.98461612654321,0.10418233739093193,0.6673054901960784,0.055241594686026727,0.120121375644376,0.15647052873322814,1.8630699892436686,0.3518803424521249,63562.20610189378,0.05922472108377852,100.02659631379427,0.11615085333269172,73.05051277238748,8525.506371341391,641.7941368667379,3.8214478752390075,52.76440052927276,0.1530105689644757,90.09789654975773,0.06735936162563079,0.10709232582257626,0.0921154229060413
38,338,35.3604,5.82111,26,8.02742,0,113,119,8,138,7,0.99196,36.61253,0.0,0.0,2.60714,8.228,5.53259,0.0,0.0,129.0,42.86591,0.0,0.4,2.162,-1.0,0.864816,7.137345679012346,0.10422511658713382,0.6671639215686275,0.05517317040031447,0.12035762885492098,0.1563026806654568,1.7501862646975415,0.3518803424521204,63551.683889922344,0.05898876226185306,100.03690095327427,0.11604699665877218,73.06744561592649,8561.299243825519,642.0658416813563,3.8629557569022133,52.836169772677955,0.1528613228807665,92.89211260920351,0.06794132060550924,0.1065666805748238,0.09207408273812538
39,339,35.3332,5.64554,26,7.8503,0,113,119,8,138,7,0.9952,36.59234,0.0,0.0,2.39286,8.234,4.99594,0.0,0.0,128.0,42.84229,0.0,0.39,2.417,-1.0,0.903046,7.377893518518518,0.10424186615674083,0.6670686274509804,0.055045682782864286,0.12055445318861183,0.15626808390575855,1.4283007839048312,0.35409796849534453,63573.59410666007,0.05877345538889414,100.03814745512787,0.11575654670722597,73.06520964618335,8520.675154735352,642.3059689450394,3.783843424986665,52.83025331850405,0.15277954785099634,91.75595574293999,0.06858784029830396,0.1062114391632408,0.09214850863463464
40,340,35.3734,5.73115,26,7.43164,0,113,119,8,138,7,0.99364,36.63884,0.0,0.0,2.85714,8.253,4.85325,0.0,0.0,128.0,42.8345,0.0,0.4,2.48,0.29437,0.887435,7.829330632716049,0.10433119666607732,0.6674466666666666,0.0548867876482499,0.1207813608362598,0.15640244613976254,1.4763300983701855,0.3540979684953418,63545.02760105971,0.058626419822160075,100.00931134283778,0.11554360557659471,73.24421545020579,8544.719034929924,642.5365043349278,3.724102037933484,52.931411366403836,0.15279015838058557,89.9987591547639,0.0694416798498329,0.10587500187842876,0.09219443577860613
41,341,35.2549,5.63575,26,7.56792,0,113,119,8,138,7,0.99301,36.53384,0.0,0.0,3.82143,8.308,4.9268,0.0,0.0,128.0,42.7803,0.0,0.4,2.295,-1.0,0.916122,7.889756944444445,0.10452801780967262,0.6667909803921569,0.05470423290653211,0.12095175013177697,0.1566873504702932,1.2119864533695734,0.35409796849534475,63595.78107137917,0.05852631841287082,100.02586799263268,0.11543715141022837,73.3178900700855,8446.205631408313,642.7641909480263,3.673823748484402,52.960734049479164,0.15282116732538079,88.27409384536622,0.07045152515236147,0.10579192532636685,0.09210707821608219
42,342,35.1285,5.90277,26,7.51811,0,113,119,8,138,7,0.99405,36.40261,0.0,0.0,5.10714,8.321,4.8333,0.0,0.0,128.0,42.74002,0.0,0.4,2.295,-1.0,0.916439,7.729938271604938,0.10468874588379161,0.666963137254902,0.05461237986986294,0.12101045893730944,0.15712108912684852,1.2759209816388635,0.34966271640889374,63619.98359783106,0.05844596752719122,100.05295769028251,0.1153834268743947,73.5389149533141,8372.05973312816,642.9765484991605,3.684084044147414,52.96309690122251,0.15297415820518906,93.02883494943681,0.07134059588669252,0.1057612852452817,0.09196194653120902
43,343,35.1814,5.96911,26,7.9756,0,113,119,8,138,7,0.99223,36.42978,0.0,0.0,3.92857,8.288,5.06886,0.0,0.0,129.0,42.72662,0.0,0.4,2.441,-1.0,0.902725,7.709972993827161,0.1048377613499799,0.6664054901960784,0.054498964512876655,0.12104342012320857,0.15734841513646594,1.031613059178066,0.34582167542983294,63637.87361934554,0.058325426294869705,100.05136285490659,0.11516512290926958,73.6950185780977,8444.586923422234,643.1663399356914,3.788092048044072,52.991322458526234,0.1531297104564363,90.88290431818577,0.07200714902588022,0.10560146082827719,0.09187512704095686
44,344,34.992,5.67403,26,8.18508,0,113,119,8,138,7,0.99274,36.26374,0.0,0.0,4.57143,8.268,5.14006,0.0,0.0,128.0,42.71505,0.0,0.4,2.115,-1.0,0.889791,7.676456404320987,0.10483280312053671,0.666144705882353,0.05438970108726341,0.12092087146414035,0.1573911320650458,0.9763830005522622,0.35188034245211863,63558.22296609762,0.05810075481415905,100.07322939003188,0.11516326464748851,73.53401964061432,8291.506536402336,643.3319390727713,3.7913266152968177,53.13471664617091,0.15338863672602285,87.16453816000627,0.07259832575619656,0.10533848238017264,0.09198284534916253
