,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,cubrow.0.6,contrast,cubrow.0.5,cubrow.0,cubcol.0.5,cubcol.0,color_fulness,cubrow.1.0,uhdhdsim,temporal,cubcol.0.3,noise,cubcol.1.0,cubrow.0.3,saturation,staticness,cubcol.0.6,movement,blur,fft,blockiness
10,210,80.4139,17.3727,84,28.3699,0,118,118,23,136,20,0.99845,91.2892,0.0,0.0,0.39286,4.294,15.00094,0.0,0.0,129.0,42.75682,8e-05,2.71,3.055,-1.0,0.0,0.6316243137254902,0.25287922819930836,88.09775492770727,0.3044364379367036,0.23483758122380458,0.24724440315734889,0.26290668459163036,85.96835290914431,0.2523824367443675,89.29152530914097,6.688196811895581,0.21134641486379024,0.7368658571663428,0.32483820108588407,0.3086510841948896,49.12290879237799,566.4320918788994,0.24484991352038316,7.0952932098765435,55760.52687399972,70195.71066062275,6.0503373873977235
11,211,80.5743,17.1807,84,26.0059,0,119,118,23,135,20,0.99952,91.4375,0.0,0.0,0.14286,4.306,15.05437,0.0,0.0,129.0,42.75177,6e-05,2.66,2.945,-1.0,0.0,0.6321058823529411,0.25261234074816713,87.74013354941239,0.3041969869376172,0.23487082433328207,0.24719758894987828,0.255897055089364,89.19073371517027,0.2512247652384712,89.27904164581832,6.703179728569735,0.21111171164004391,0.736865857166343,0.3243829169332949,0.30939297337972926,49.08761332947531,565.591120423061,0.24464565344525285,8.055700231481481,56021.56816180583,70034.07061021107,6.943115407699429
12,212,80.5757,16.9053,84,25.7385,0,119,118,23,135,20,0.99815,91.36572,0.0,0.0,0.28571,4.302,14.8798,0.0,0.0,129.0,42.68201,7e-05,3.18,3.022,-1.0,0.0,0.6303704117647057,0.25249298770294065,86.01885134542049,0.3027240069257987,0.23531811218353066,0.24610517736989443,0.2500418106907477,89.46030095218231,0.24911233121681303,89.27336999832967,6.684121271592393,0.2120842340565943,0.7368658571663395,0.32637722360011884,0.3093023018323116,49.27095615716628,564.6923745145901,0.2458612590888689,7.460069444444445,55671.33607862325,69851.46650905932,6.6232117427576815
13,213,80.3351,16.5293,83,25.1873,0,118,117,22,136,20,0.99899,91.00447,0.0,0.0,0.32143,4.313,14.65396,0.0,0.0,128.0,42.49522,8e-05,2.29,3.001,-1.0,0.0,0.6253639215686274,0.25204031763673446,85.70409199248554,0.301643205244304,0.2361165975214805,0.24560151246015663,0.2441686329830614,88.6556091402566,0.25027768852262355,89.29127614413432,6.71476375910091,0.2138095548409155,0.7368658571663321,0.32820111936065843,0.3096256698811802,51.05183994622878,562.6676881633147,0.2450100357175218,6.347125771604938,54750.90745542077,69660.89278650554,5.529969680501173
14,214,80.205,16.5309,83,24.4465,0,118,117,22,136,19,0.99737,90.8063,0.0,0.0,0.25,4.314,14.33218,0.0,0.0,129.0,42.39584,0.00011,2.28,3.235,-1.0,0.0,0.621591019607843,0.25215803695267697,87.18548872517957,0.3001644879443686,0.23704414554153433,0.24567919221514656,0.23756329330448,88.8729712042647,0.24967280582922657,89.32277742785139,6.602997472154897,0.21650295992822344,0.7352424422305086,0.3310200299522164,0.3092854451497782,51.094892713758675,561.0043953400403,0.24854322910274246,5.571325231481482,54196.526599199475,69669.07564043849,5.397692127416682
15,215,80.3006,16.6021,83,24.8638,0,118,117,22,136,20,0.99641,90.9004,0.0,0.0,0.42857,4.336,14.33002,0.0,0.0,129.0,42.38506,5e-05,2.28,3.358,-1.0,0.0,0.6193423529411763,0.25210012676213583,82.51068145978883,0.2981320010526443,0.23808974629517474,0.24620665440814227,0.23121794638768553,89.09172086813847,0.25016896300800856,89.31872874651886,6.6052026415124,0.21998776480793242,0.7368658571663378,0.3339859545827713,0.3099912678980449,51.026571579921395,559.6071594600993,0.24936995770968937,6.974054783950617,54474.31115475862,69564.0092128799,5.173487510327002
16,216,80.3252,16.7713,83,23.6615,0,118,117,22,136,19,0.99151,90.93485,0.0,0.0,0.32143,4.342,14.39623,0.0,0.0,129.0,42.4434,6e-05,2.29,3.337,0.125,0.0,0.6196400000000001,0.2522995165722697,85.08165686795971,0.29646984361213585,0.23956512385402842,0.24648885636157655,0.2251172019562797,88.5706465340757,0.2516631388977599,89.32010069523498,6.6554956560712695,0.22373353026857742,0.735242442230508,0.33608145885945717,0.3101112762867121,51.11376425660686,558.3684999200299,0.2510164431216401,7.439332561728395,54404.63551761116,69611.26890270358,6.465771802260537
17,217,80.4646,16.6991,83,25.7294,0,118,117,22,136,19,0.99273,91.22754,0.0,0.0,0.10714,4.325,14.53921,0.0,0.0,128.0,42.56731,5e-05,2.65,3.78,-1.0,0.0,0.6211815686274509,0.25255470276648584,86.02303552273189,0.294950316218704,0.24040429887818124,0.24620898203868014,0.2195607293791057,88.25491669303831,0.25394877796011506,89.29403929207282,6.714572404449034,0.22618109898375124,0.7368658571663375,0.33725450831869513,0.3103502025313885,51.08030700683594,557.2082308186438,0.25053110212147045,7.683641975308642,54577.50965216246,69647.2454701875,6.740320107393141
18,218,80.8063,16.7532,84,24.8989,0,118,117,22,136,19,1.00166,91.67952,0.0,0.0,0.10714,4.31,14.47266,0.0,0.0,129.0,42.62125,0.00011,2.67,3.303,-1.0,0.0,0.6227886274509804,0.2535782378590505,85.59222091554187,0.2942830112432556,0.24036361025190195,0.24574360186355512,0.2150179922097513,88.02360181724896,0.25525495423573774,89.24243236192838,6.7034869340976035,0.22797229520051843,0.7368658571663366,0.33794870234323365,0.3091577397077244,51.19676208496094,556.2389435761152,0.2516339643137776,7.7044753086419755,55143.30902630243,69573.36977349508,6.302209901532208
19,219,80.9135,16.3641,84,23.8397,0,118,117,22,136,19,0.99234,91.77454,0.0,0.0,0.28571,4.326,14.51603,0.0,0.0,129.0,42.6798,5e-05,2.64,3.377,-1.0,0.0,0.6233835294117647,0.25487745172597026,88.90318828260632,0.2936074707945335,0.24068724436030706,0.24382469764835474,0.21073081349948533,88.62669110507574,0.2567182317370409,89.24748274283974,6.694166828998589,0.2283056171478892,0.7368658571663388,0.3382672025469036,0.30821137038895646,51.214889903127414,555.5170082298084,0.25151429747787196,7.324604552469136,55109.148599839136,69547.05659462343,7.5964317663427
20,220,80.9172,16.4018,83,23.6509,0,119,117,22,136,19,1.0015,91.81389,0.0,0.0,0.25,4.296,14.18433,0.0,0.0,129.0,42.61159,0.00012,2.66,3.339,-1.0,0.0,0.6224164705882353,0.2554330373550269,88.89496617962871,0.29264211153815317,0.24103825512206556,0.24236642244777995,0.20674088437529692,89.56341840153274,0.257840477777421,89.25734636342276,6.654963070398227,0.22840571148840713,0.7368658571663408,0.3378421388431146,0.30722687853156483,51.337462060245464,555.0612751269116,0.25088203967641953,8.489631558641975,54846.127588657306,69423.34147219115,5.0451426267782224
21,221,80.9639,16.0303,83,24.8068,0,119,117,22,136,19,1.00782,92.00501,0.0,0.0,0.25,4.294,14.22357,0.0,0.0,128.0,42.40963,0.0001,3.2,3.434,-1.0,0.0,0.6198482352941177,0.2562669746937704,87.89112674441029,0.2923445628725493,0.24145407246418452,0.24133099376028327,0.20242012325084152,90.77148170641588,0.25902579924273755,89.24742876721152,6.735063874303384,0.22822292539079908,0.7368658571663415,0.3368801706095621,0.3066995004350147,51.595129695939434,554.8379411874486,0.2504630368692625,8.01466049382716,54953.21311221298,69371.36055690558,5.311899245661358
22,222,81.1498,15.6118,84,23.7881,0,119,117,22,136,19,1.00298,92.32383,0.0,0.0,0.28571,4.27,13.90341,0.0,0.0,128.0,42.14487,7e-05,3.2,2.73,-1.0,2e-06,0.6169505882352941,0.2570484984514021,85.06307860132426,0.29184440160462644,0.2425067038720506,0.2398691151164591,0.1985213303195654,91.3513227473871,0.25918987900885504,89.21050137036809,6.583401971629997,0.22835972760925036,0.7368658571663449,0.33651846179102696,0.30594612284396666,51.84603354371624,554.734689450873,0.24898186760380892,7.591724537037037,55434.7354378884,69376.94197906886,7.6048175525855735
23,223,81.3094,15.6557,84,22.455,0,119,117,22,136,19,0.99831,92.60227,0.0,0.0,0.25,4.267,13.55203,0.0,0.0,128.0,41.95045,0.00011,3.19,2.595,-1.0,0.0,0.6157184313725491,0.25764914482458123,85.3398822322893,0.2912776830370709,0.24343282550301237,0.23888421514350822,0.1956081223095189,91.26337594740241,0.2594452043873766,89.19037055643251,6.51172211603117,0.22856599483046613,0.7368658571663516,0.33742176707563465,0.3052370014649328,51.84659284426842,554.6817313877671,0.2499567189755853,7.70630787037037,56016.85416608197,69447.33470810179,5.790648468318237
24,224,81.3551,15.2481,84,21.2808,0,120,117,22,136,19,0.99333,92.76037,0.0,0.0,0.60714,4.286,13.58686,0.0,0.0,128.0,41.71803,6e-05,3.21,2.616,0.125,0.0,0.6138235294117647,0.25814708428388916,86.05467054700588,0.2907026254071351,0.24522187990453195,0.23823524785209996,0.19374696326042673,90.77722904521434,0.2595064957074075,89.21971492823788,6.534948263300357,0.22886346347595324,0.7435187352960239,0.3380628092925293,0.3045576520100594,51.85511063940731,554.5757394072499,0.24903939043617182,8.031684027777779,56609.379452661255,69587.11485353544,4.98800607280983
25,225,81.8491,15.1932,85,21.862,0,120,117,22,136,19,1.01535,93.29574,0.0,0.0,0.10714,4.296,13.22927,0.0,0.0,128.0,41.59169,9e-05,3.19,2.587,-1.0,0.0,0.611823137254902,0.2588608396697781,88.99538532694314,0.2900903095407069,0.2475725191738365,0.23793653455822134,0.19148415941336058,90.07569676146059,0.25972122186510654,89.12317280433648,6.4250512024388495,0.2294525389071022,0.743518735296024,0.33799285237110244,0.3042887446114147,51.832065723560476,554.4122249828882,0.2487255317068211,9.100790895061728,57800.35076891129,69729.04664089126,6.627482242412967
26,226,81.9221,15.1482,85,21.1999,0,120,117,22,136,19,1.0058,93.51184,0.0,0.0,0.25,4.274,13.1701,0.0,0.0,128.0,41.45545,7e-05,3.2,2.401,-1.0,0.0,0.610223137254902,0.2590583145002994,85.9813147809888,0.28982867532896817,0.24966301002743124,0.23711063538978128,0.18940228297520623,89.6500754844653,0.25975042191749265,89.10521699905678,6.451933133962522,0.22971555024742604,0.749577402318328,0.3375829029529243,0.30438421491379297,52.01049070005064,554.1626813376093,0.24744591538128796,9.242476851851851,57977.87040671416,70051.78221867961,4.77901838395112
27,227,82.0054,14.8655,85,21.4408,0,120,117,22,136,19,0.98302,93.79456,0.0,0.0,0.21429,4.248,13.11872,0.0,0.0,128.0,41.2522,0.00012,3.19,2.5,-1.0,0.0,0.6070149019607842,0.25935077737654233,86.36538394171423,0.29062039579985516,0.2516920480923716,0.2365297342696874,0.1879934312985172,89.10227880220387,0.2600248272950456,89.05697956067306,6.493333810140012,0.22959193218667825,0.7572594842764468,0.33696628638987924,0.3048100825287511,52.10938197006414,553.8388499271529,0.2465419624437343,9.032552083333334,57723.49248558996,69981.6572868123,5.944236168862376
28,228,82.3204,14.7357,86,22.0181,0,120,117,22,136,19,1.00803,94.33514,0.0,0.0,0.10714,4.253,12.88301,0.0,0.0,128.0,41.17575,0.00011,3.17,2.597,-1.0,0.0,0.6056827450980392,0.2597421180125304,83.18346169510934,0.2898992290873821,0.25370905877293953,0.2365827650261438,0.18693747216702708,88.48754643453168,0.2601037126871588,89.05456486006605,6.417227608958965,0.22946635415000233,0.7616947363629126,0.3364010425434676,0.30519974584267334,52.29743354703174,553.4521939515622,0.24596944173546914,8.67042824074074,58793.262802612,70121.75323633314,6.707447034389255
29,229,82.4097,14.8305,87,21.1974,0,120,117,22,137,19,1.01866,94.60905,0.0,0.0,0.10714,4.247,12.75824,0.0,0.0,128.0,41.04641,0.00012,3.24,2.771,-1.0,0.0,0.6029349019607843,0.2603054894429632,84.79964073275605,0.2899437662917483,0.25535009359974,0.236950308464266,0.18796128182486846,87.54498509176983,0.26026650546911134,89.00667052469686,6.3708200611089945,0.22975951309860185,0.7616947363629168,0.33520879125829167,0.30532227044304616,52.4192813826196,553.0044886553486,0.24524952442513703,8.55029899691358,59168.33444228327,70110.15082674273,4.918337577995051
30,230,82.1368,15.1784,87,21.7661,0,120,117,22,137,19,0.99475,94.50998,0.0,0.0,0.10714,4.268,12.84571,0.0,0.0,127.0,40.89521,9e-05,3.2,2.761,-1.0,0.0,0.5995364705882352,0.26058999376881187,86.51360433210431,0.289709881052089,0.25809501750842356,0.23741864547201408,0.19042659893076969,87.43775076197846,0.26027389930455613,89.04414101564733,6.326025279728446,0.23023422071725413,0.7616947363629171,0.33440084120871927,0.30525360402629614,52.53807275089217,552.5566426646996,0.24533088287463126,9.048900462962964,58645.08342260094,69902.62651560528,5.006286597847208
31,231,82.3836,15.3028,87,21.4242,0,120,117,22,137,19,1.00318,94.74997,0.0,0.0,0.21429,4.257,13.14387,0.0,0.0,127.0,40.78413,0.00013,3.18,2.815,-1.0,0.0,0.5984478431372549,0.2609703315137428,86.2417993471844,0.28997541846621516,0.2605389704302402,0.23772834178717514,0.1929865360998464,87.37890629673144,0.26005774429840345,89.02209210723703,6.356860249262388,0.23077804046882397,0.7616947363629166,0.33410522795714825,0.30575515934446085,52.48765676992912,552.1134683239585,0.24451798704619085,8.94555362654321,59395.33112260128,69977.74195331018,5.875977751315579
32,232,82.7253,14.9186,87,21.5984,0,120,117,22,137,19,1.03549,95.13453,0.0,0.0,0.28571,4.265,13.25045,0.0,0.0,127.0,40.79269,0.0001,3.16,2.794,0.125,0.0,0.5983078431372548,0.2614444484249812,86.06611386482754,0.29012701570441196,0.26334084081451087,0.23744020948342154,0.19796286884274858,87.37687896091892,0.2598467750518187,88.93549219105402,6.396125971006637,0.23112929197794382,0.7683476144926026,0.3337018783787811,0.3060053609863778,52.415293752411266,551.6300196058181,0.2433945242062814,8.743393132716049,60254.47661825362,69992.25650459933,5.332872199889157
33,233,82.6137,14.8447,87,20.914,0,120,117,22,137,19,1.02189,94.98538,0.0,0.0,0.21429,4.252,12.91019,0.0,0.0,127.0,40.79739,7e-05,3.18,2.618,-1.0,0.0,0.5994466666666667,0.2622070092147523,85.9181552007148,0.28963854859539306,0.26630245878349623,0.23685715731027476,0.2031086225405749,86.97258423318087,0.2595687660449248,88.96656853487372,6.291968939472609,0.2312265296953472,0.7639123624061481,0.33429333787585586,0.3064434836637006,52.489417747214986,551.1523754516403,0.2435323764059668,8.621190200617283,59972.16468476618,70034.36337236439,4.687389228935664
34,234,82.2818,14.4486,87,20.8072,0,120,117,22,137,19,1.00009,94.63074,0.0,0.0,0.57143,4.257,12.85492,0.0,0.0,127.0,40.76228,0.00013,3.2,2.641,-1.0,0.0,0.5994964705882354,0.26259325643133513,85.8828450961672,0.2894262801083477,0.26936362800879315,0.2365362929773974,0.2072022596096801,87.26020921964258,0.2591008198850737,89.016482640715,6.349967811739973,0.23103308078411017,0.7639123624061447,0.33502022545375587,0.30672671634661774,52.45860912181713,550.6905159933361,0.2436122714569491,8.577305169753087,59017.95254808811,69923.77449231382,5.200010210364994
35,235,82.1633,14.5699,87,19.4061,0,120,117,22,137,19,1.00071,94.53126,0.0,0.0,0.53571,4.25,12.51712,0.0,0.0,127.0,40.7675,0.00017,3.21,2.52,-1.0,0.0,0.6002149019607843,0.2647086466305335,85.82466437206291,0.28958300079461524,0.2720849877468585,0.23625830466086212,0.21053889617974866,87.1875950920531,0.258739593559614,89.01821272776994,6.231474873249207,0.2307502310570807,0.7661299884493734,0.33540973038399086,0.3071451140494865,52.50034925672743,550.2704633948849,0.24357083644662725,8.855661651234568,58713.06523260381,69916.0131610586,4.518878366665207
36,236,81.9323,14.7938,87,19.7989,0,120,117,22,137,19,0.99746,94.21513,0.0,0.0,0.5,4.271,12.62284,0.0,0.0,127.0,40.82547,0.00011,3.19,2.901,-1.0,0.0,0.6016342156862744,0.2645373757856114,87.74803250645495,0.28961416861574835,0.2742785835163256,0.2354958209094208,0.21384811334331774,87.24922989150728,0.25831821418817996,89.07563569453018,6.328226892310819,0.23038282032080898,0.761694736362918,0.3354132963041851,0.3080130774683256,52.58829357005932,549.8900969329267,0.24253800053199773,8.900125385802468,58644.94644673811,69948.3479355521,5.247459769007946
37,237,81.8016,14.819,86,19.7214,0,120,117,22,137,19,0.98541,94.04953,0.0,0.0,0.42857,4.258,12.81646,0.0,0.0,127.0,40.90571,5e-05,3.2,2.953,-1.0,0.0,0.6025572549019607,0.26449995023274253,87.8502905369862,0.28966563169079745,0.27589654013750026,0.23501469502668548,0.21552466150065816,87.49561567012762,0.25779023362717507,89.1020314017046,6.3505952951780715,0.23018538716406292,0.7616947363629126,0.33503085129965654,0.3086286627880887,52.61935292938609,549.5197253247533,0.24198913337193365,8.740933641975309,58440.54825413059,69725.74646198789,6.635734426160224
38,238,81.5704,14.5485,86,20.4858,0,120,117,22,137,19,0.97588,93.81441,0.0,0.0,0.32143,4.287,12.83493,0.0,0.0,128.0,40.91325,8e-05,3.18,3.14,-1.0,0.0,0.6019921568627451,0.2643508241137211,87.28723347765087,0.2897008489700717,0.27809573067490695,0.2346871499312382,0.218134110107314,88.46383330079644,0.2572851014681239,89.11583732626752,6.39593621735322,0.22996837456186306,0.7616947363629105,0.3346152140588693,0.30887716312330216,52.61775734983844,549.1197230410158,0.24203156084837935,8.698302469135802,57848.42759828357,69704.87601331252,6.207680412293403
39,239,81.3855,14.7456,86,18.748,0,120,117,22,137,19,0.97754,93.71047,0.0,0.0,0.5,4.295,12.60114,0.0,0.0,127.0,40.94372,0.0001,3.18,3.097,-1.0,0.0,0.6028093921568624,0.2643084931585149,85.79621651240299,0.2900277534143785,0.2805357825753208,0.23519380658708453,0.21968794988302687,88.52998191872979,0.2567893352639626,89.06428458406766,6.330988146551834,0.22969025117772776,0.7639123624061462,0.3343323191091121,0.3092659532423083,52.58781546133536,548.7443249815361,0.2420350114541456,8.82470100308642,57448.99477991901,69696.61350730693,6.860800086970709
40,240,81.2547,14.4822,86,19.0795,0,120,117,22,137,19,0.98762,93.54589,0.0,0.0,0.17857,4.301,12.77209,0.0,0.0,127.0,41.01574,0.00015,3.19,3.103,0.125,0.0,0.6045709803921568,0.26408505415983746,87.23805894144084,0.29059840723176683,0.28284687240899886,0.23392527740747412,0.22140631216910597,88.58686600052582,0.25637976039967136,89.073651683848,6.393483553153511,0.2292769548472494,0.7633181512987476,0.3340743093595238,0.30997015741205314,52.59804092218846,548.3942134041814,0.24206100684920834,9.207417052469136,57480.69923952428,69805.01770490098,5.524694510311903
41,241,81.2043,14.0923,86,19.6558,0,120,116,22,137,19,0.98143,93.54517,0.0,0.0,0.25,4.277,12.5429,0.0,0.0,126.0,41.08076,0.0001,3.2,3.496,-1.0,0.0,0.6070121568627452,0.26400763814168127,86.67475758834382,0.29075848112340885,0.2850551029447535,0.23317382996649086,0.22271417069404714,88.38714083086131,0.255573514345504,89.10556721784627,6.342951243577004,0.22928688060093352,0.7616947363629193,0.3334361820491751,0.31001372697673385,52.60523176781925,548.047271799643,0.2423174061871741,9.31712962962963,57274.29382408004,69743.86829718413,5.468917538419939
42,242,81.2548,13.8213,86,19.3657,0,120,116,22,137,19,0.98798,93.55387,0.0,0.0,0.17857,4.274,12.202,0.0,0.0,127.0,41.16016,0.00012,3.22,3.162,-1.0,0.0,0.6096068627450972,0.26374843337827475,87.94463390510897,0.29106609854558607,0.2870997583922831,0.23266440298997693,0.22431326295308107,88.45662435174515,0.25495991802093937,89.07286534347817,6.263874543179762,0.22956852358205462,0.7677534033852078,0.33272114712345735,0.3102993518498774,52.59807822145062,547.7251074725275,0.24293533968396103,9.301408179012345,57032.904125395136,69673.29339865176,5.753214041232588
43,243,81.329,13.3891,86,19.878,0,120,116,22,137,19,1.01283,93.65903,0.0,0.0,0.28571,4.286,11.96833,0.0,0.0,127.0,41.34747,9e-05,3.21,3.327,-1.0,0.0,0.6149070588235294,0.263589183168016,87.15408656578302,0.29148436404370487,0.2891059618284685,0.23233409527150814,0.2259097812963394,89.24337685370443,0.25437936813838985,89.07526648487479,6.290966345109339,0.22999205531894393,0.7677534033852041,0.3319329839489706,0.31016703592410827,52.54926347143856,547.4010027650221,0.2439022830954976,9.333863811728396,57002.923343223374,69627.68178418306,4.832757334884765
44,244,81.3938,13.4136,87,18.0315,0,121,116,22,137,19,1.01596,93.74228,0.0,0.0,0.14286,4.269,11.59759,0.0,0.0,127.0,41.53127,0.00015,3.19,3.019,-1.0,0.0,0.6179537254901961,0.2634888174932471,84.94256487323082,0.29175091929346636,0.290553993707502,0.232269305946789,0.22640323527023765,90.00590053941546,0.25388229922306643,89.03066671364718,6.179465792918827,0.23023116624279683,0.7655357773419756,0.3314024719372602,0.31001671383527785,52.478968114028746,547.0828898501226,0.24479564096610706,9.303337191358025,57512.53780023321,69812.00131606187,5.543966538005532
