,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubrow.0.5,temporal,color_fulness,uhdhdsim,movement,cubcol.0.3,staticness,saturation,noise,cubrow.0.3,blur,contrast,cubcol.0.5,blockiness,cubcol.0,cubrow.0.6,cubrow.0,fft,cubcol.0.6,cubrow.1.0,tone
10,310,67.1403,13.836,59,19.0294,0,115,121,16,131,19,1.03023,63.14581,0.0,0.0,1.07143,3.819,12.55216,0.0,0.0,125.0,58.39304,0.00032,0.39,1.987,-1.0,0.38092,0.12170938196607259,0.20909870422845078,4.564173899488676,146.3076813152675,83.51818987612204,5.394724151234568,0.17183827215708536,460.7555000315777,39.78424279483748,0.5432642867876164,0.17951195058867858,38312.109423214286,95.69392450335076,0.21562805947480435,2.845094084546556,0.07807110197375254,0.21633386752685912,0.22347668241797317,78782.97391860897,0.17703105819376003,0.2508502955413271,0.8970674509803922
11,311,67.641,13.6366,60,18.5989,0,115,121,16,131,19,1.04095,63.61868,0.0,0.0,0.42857,3.79,11.89723,0.0,0.0,125.0,58.45608,0.00029,0.39,2.136,-1.0,0.372585,0.12163364408662576,0.20922602329087434,4.4839293155090525,146.1295827036864,83.3351552418614,5.353298611111111,0.17039780910936791,459.6448188131261,39.82591059178482,0.5454819128308469,0.17962396320554475,38305.01157535794,95.86552083424635,0.21394034361924427,2.4208685956170792,0.07810855789323659,0.21632215615725486,0.22881413718413335,78819.0920470074,0.17742451855737038,0.2497997311238748,0.8977160784313726
12,312,67.3101,13.6756,59,18.2395,0,115,121,16,131,19,1.04756,63.32902,0.0,0.0,0.5,3.791,11.73123,0.0,0.0,125.0,58.509,0.00041,0.39,2.205,-1.0,0.402073,0.12131736098012685,0.20927882718395904,4.477147064790633,146.13617618997705,83.34626847843191,4.435522762345679,0.1681984293609157,458.51654713249684,39.84543298791956,0.5438584978950144,0.17963989080238443,37770.789331722604,95.40645221234817,0.21248115874906612,2.094330891732173,0.07809802863077904,0.21623391834748576,0.23204786575807493,78759.39974995052,0.1763677178243666,0.24914106782430814,0.8974560784313725
13,313,66.8218,14.2854,59,18.8866,0,115,121,16,131,19,1.03459,62.89004,0.0,0.0,0.57143,3.81,11.7634,0.0,0.0,125.0,58.49191,0.00028,0.39,2.095,-1.0,0.393929,0.12114823157112015,0.20942961403861768,4.4916451754851305,146.0403295285863,83.45125109685752,4.001205632716049,0.16619392699489677,457.33558648327187,39.90009185414255,0.547699538874075,0.18000424168094273,37010.98554781327,98.32279108789105,0.2113756031036965,2.4546903046466797,0.07808375469493388,0.21620190683576232,0.23147980174859353,78866.94305790351,0.1745530819620871,0.24840005544005725,0.8961325490196078
14,314,66.7834,14.2411,59,19.3251,0,115,121,16,131,19,1.05251,62.89103,0.0,0.0,0.46429,3.78,12.27565,0.0,0.0,125.0,58.30635,0.00029,0.4,2.063,-1.0,0.385845,0.12125145678058456,0.20950771143794744,4.537245696260062,146.06278887208526,83.351731645039,3.560281635802469,0.16478370102556164,456.2008553459375,39.65985597210166,0.545481912830848,0.18014196456243117,36463.302563536854,95.71409586274662,0.21061210556523904,2.207182213431708,0.07817756230603269,0.21599651452696647,0.2335806864280957,78502.99270878258,0.17292101711064728,0.24700182443599034,0.8940168627450981
15,315,66.1424,14.3824,58,19.5594,0,115,121,16,131,19,1.04715,62.27202,0.0,0.0,0.92857,3.786,12.23644,0.0,0.0,125.0,58.33385,0.00032,0.39,2.007,-1.0,0.430249,0.12103763322522605,0.20961326715271522,4.561900257949243,146.16428766972115,83.5296082094757,4.220920138888889,0.16334743234720164,455.0577701634675,39.78475707254292,0.5454819128308452,0.1801526693224279,35907.36503724484,97.4693755101548,0.20926334170598992,2.0967228244984084,0.0782169945578794,0.216003154719292,0.23636732997772092,78555.64622178154,0.17141119586132902,0.24644578648215282,0.892343137254902
16,316,65.9628,14.3938,58,19.1554,0,115,121,16,131,19,1.03245,62.08226,0.0,0.0,0.85714,3.752,12.36164,0.0,0.0,125.0,58.38623,0.00032,0.4,2.177,0.18454,0.414583,0.12093314997165111,0.20965804928091253,4.5303259487768095,146.42212366335633,83.55044873282034,4.487413194444445,0.16139663652585526,453.92843866221665,39.676812631112554,0.5454819128308487,0.18011164206483213,35832.24014914744,97.52985685111727,0.2078046790115889,2.1949165567737423,0.07820823222030417,0.2159140634556273,0.23697304398612723,78605.43283896577,0.1699467959194464,0.24630878848538565,0.893644705882353
17,317,66.3545,14.6085,58,18.6979,0,115,121,16,131,19,1.03192,62.42926,0.0,0.0,0.78571,3.711,12.37449,0.0,0.0,125.0,58.21457,0.00025,0.39,2.035,-1.0,0.407562,0.12090096213623536,0.20964719910666826,4.466752103821734,146.30264570940417,83.53776249519824,4.331452546296297,0.15969082361729672,452.90709267509686,39.824447443455824,0.5493229538099009,0.18013081591387228,36828.93617550775,95.36706315898633,0.20663494453602332,1.7996827926130405,0.07816582491317445,0.2158878921943586,0.2357778097284853,78964.03341754706,0.16865991456013318,0.24677516221167864,0.8912945098039216
18,318,67.1434,16.9633,59,21.4873,0,115,121,16,131,19,1.02962,63.13522,0.0,0.0,0.78571,3.731,12.55037,0.0,0.0,125.0,58.11438,0.00043,0.4,2.149,-1.0,0.430907,0.12075151217267412,0.20978635083364497,4.455053364691953,146.30903332517073,83.4768341010434,4.342930169753086,0.158507793019362,451.9625729954227,39.8051409309293,0.5515405798531392,0.18040875444269108,39264.48789734506,97.89923802867293,0.20617643052211718,2.169805070190123,0.07813368096750976,0.21601020632803075,0.2344874246765571,79257.19420636447,0.16773851626272984,0.24835942000803507,0.889627843137255
19,319,68.3554,18.1293,60,21.2866,0,115,121,16,131,19,1.02817,64.25866,0.0,0.0,0.10714,3.746,14.56883,0.0,0.0,125.0,58.17043,0.00033,0.4,2.005,-1.0,0.43432,0.12068317961936244,0.20982158577616064,4.500297861798417,146.35091902072998,83.32366276882334,4.5598476080246915,0.15733625890364897,451.0357990903313,39.71508261598187,0.5531639947889718,0.18060834117563168,41922.43368300158,97.76606997818678,0.20799433195908062,2.5238836660126873,0.07814109092885811,0.2159324208017409,0.23390651059100445,79454.4546850811,0.16713728478107437,0.2483026416373108,0.8897835294117648
20,320,67.6726,16.4895,60,23.0286,0,114,121,16,131,19,1.04305,63.63963,0.0,0.0,0.5,3.748,15.57463,0.0,0.0,125.0,57.95992,0.00022,0.39,1.988,-1.0,0.451778,0.12074544255096879,0.20964904311860244,4.599251031434827,146.34754030018215,83.35279285700042,5.309461805555555,0.15647367299505574,450.10962223051934,39.738188755365066,0.5553816208322021,0.18083186008754476,40711.783789184614,95.61811096334864,0.20876411956035584,1.8342422869676227,0.07810136853048377,0.2158615658922399,0.23291848456961317,79660.37001136629,0.16647521048366185,0.2488210249152852,0.8885423529411764
21,321,67.5178,15.4106,59,22.9203,0,114,121,16,131,19,1.02979,63.47481,0.0,0.0,0.42857,3.733,14.16582,0.0,0.0,125.0,57.88564,0.00043,0.4,2.077,-1.0,0.437445,0.12088144344507637,0.2095712671705933,4.636320691427109,146.5115717400515,83.39843768084341,5.3998842592592595,0.15532622015311098,449.19066227263767,39.901314629448784,0.5537582058963669,0.18101014461024917,41010.82742947978,97.04561667210506,0.20867579446422915,1.7990466973793793,0.07809788489683571,0.215875400004822,0.23263788560533505,80612.61185643882,0.16604717943964153,0.2484604335519183,0.8869090196078432
22,322,67.5325,14.6994,59,21.3146,0,114,121,16,131,19,1.02424,63.50133,0.0,0.0,1.03571,3.733,13.23853,0.0,0.0,125.0,57.90237,0.00032,0.39,1.934,-1.0,0.477951,0.12091020259889353,0.20941079065037654,4.611777652907387,146.7009788381311,83.39217258452656,5.303096064814815,0.15489601194512193,448.2756018376015,40.07531361521026,0.5559758319395985,0.18124445103255463,41016.609696385,95.73885223495834,0.2097752879792138,1.5514197203297686,0.07813646288269388,0.2159309940442564,0.2321465551518016,80246.93715734429,0.1659028401454892,0.24849867299032902,0.8873729411764706
23,323,67.5662,14.4873,60,21.8523,0,114,121,16,131,19,1.03399,63.56493,0.0,0.0,0.92857,3.765,12.6287,0.0,0.0,125.0,57.9111,0.00029,0.4,1.807,-1.0,0.45334,0.1209156163460387,0.2090959419344459,4.568539976482432,146.80858842188,83.37100554833893,5.246141975308642,0.15453267555782266,447.3874407192703,40.08679575978974,0.5575992468754315,0.18155192986217566,41606.487949550254,95.59478795443857,0.21013409115039536,1.5926540334084491,0.07812051252571543,0.21586213265017853,0.2309873414967342,80319.37742787492,0.16592801553122066,0.24846211736813306,0.8881835294117647
24,324,67.3432,14.2176,59,22.1939,0,114,121,16,131,19,1.02864,63.38319,0.0,0.0,1.25,3.764,12.45117,0.0,0.0,125.0,57.90327,0.00032,0.39,1.953,0.18313,0.436693,0.12101363165316258,0.2089256693245185,4.520011588284974,146.83356416970807,83.47556280442981,5.36328125,0.15444400949663117,446.598915960253,40.19580473723235,0.5598168729186647,0.1819215603689875,41369.169788348336,95.89392505846264,0.2108515781685237,1.9313105568254714,0.07815433054836245,0.21578857129984796,0.23006312573666174,80224.86778259615,0.16653149206762885,0.24864831238861546,0.8876713725490196
25,325,67.1725,13.6074,59,21.3729,0,114,121,16,131,19,1.0367,63.21803,0.0,0.0,1.42857,3.772,12.2206,0.0,0.0,125.0,57.87504,0.00025,0.4,1.816,-1.0,0.474122,0.12100568064217043,0.20887758842671136,4.491404721341061,146.97578147961417,83.47496554707516,5.742717978395062,0.15434176215783157,445.888216178169,40.26307282624421,0.5598168729186663,0.18208769945731385,41695.95300715257,95.90719241196054,0.21177641501827976,1.656167408354773,0.07813014349266388,0.21577564864635682,0.22969627190204045,80141.4274117018,0.16724448696284547,0.24938673296408978,0.8862156862745099
26,326,66.9472,13.2806,59,19.7695,0,114,121,16,131,19,1.0486,63.0123,0.0,0.0,0.57143,3.763,11.69567,0.0,0.0,125.0,57.86135,0.0002,0.4,1.832,-1.0,0.464583,0.12110222205257368,0.20874602679931262,4.430090010227105,146.99347154535792,83.49507843195374,5.6312692901234565,0.15383651033462767,445.229571875501,40.241014833803526,0.5598168729186659,0.18224632984457198,41740.03474511102,97.98111680877498,0.21298214712744387,2.0975886635212273,0.0780980651260586,0.21578087686997943,0.22937755408767116,80159.52519835791,0.16788372152634656,0.2500955574520081,0.8862270588235295
27,327,67.5972,13.1023,60,19.5559,0,114,121,16,131,19,1.04889,63.61056,0.0,0.0,1.17857,3.754,11.4215,0.0,0.0,125.0,57.85726,0.00033,0.39,1.906,-1.0,0.498406,0.12101863815125302,0.20857766272031564,4.397980558454204,147.35619002452097,83.41238280752071,5.377025462962963,0.15295228746252407,444.62272320009885,40.10273535457658,0.5598168729186673,0.18246782839088665,42800.69262610608,97.15390591153918,0.21444181932354217,1.8719910718850488,0.07805875337035705,0.21565446524931056,0.22960393841570373,80418.13318399375,0.1675039079955002,0.2501864218068543,0.8878552941176471
28,328,67.8378,12.8806,60,18.3168,0,114,121,16,131,19,1.03368,63.83884,0.0,0.0,1.78571,3.726,11.26972,0.0,0.0,125.0,57.83107,0.00035,0.39,1.838,-1.0,0.501086,0.12090540909159761,0.20852799666824856,4.355297640937099,147.52777397490945,83.35092006369695,5.123215663580247,0.15277712380194955,444.103183670905,40.13798673653308,0.5598168729186658,0.18265106292704839,43211.15073398311,95.55137310159006,0.21563008802747566,2.1750055438937523,0.07805750542922094,0.21579161117104811,0.2290317887483033,80252.17614561434,0.16776683704614276,0.2502575880287016,0.8880172549019608
29,329,67.8634,12.7695,60,18.8227,0,114,121,16,131,19,1.03801,63.90734,0.0,0.0,1.07143,3.756,11.07444,0.0,0.0,125.0,57.81343,0.00041,0.4,1.891,-1.0,0.4788,0.12085811187699229,0.20854858599852114,4.344966097494258,147.45183784196053,83.35781861879656,5.186824845679013,0.15276404417539202,443.6149049506066,40.075224888177566,0.5620344989618943,0.18280349989449082,43375.054498519974,97.68797954731984,0.21597292962018783,2.4628282990528327,0.0780119274780974,0.21592581707201014,0.22863663880159585,80168.51361425772,0.16866605425524034,0.25040783314191617,0.8874333333333333
30,330,67.8548,12.5943,60,18.2646,0,114,121,16,131,20,1.03427,63.95719,0.0,0.0,0.21429,3.728,10.98,0.0,0.0,125.0,57.79025,0.00037,0.39,1.978,-1.0,0.495336,0.12087856312958857,0.20850454837494745,4.328370518470503,147.62703232008454,83.34611373212931,5.429976851851852,0.15322286566750196,443.1516033556377,39.83958981360918,0.5648463361125212,0.18298010697802786,43335.77220910593,97.8317010018351,0.21538447700760419,2.2451602562923942,0.07799735845346753,0.2158468003909164,0.22786003280618328,80317.23773109177,0.16950865005686105,0.25060030504994046,0.8869056666666666
31,331,67.7246,12.3075,61,17.0041,0,115,121,17,131,20,1.03865,63.89572,0.0,0.0,1.32143,3.716,10.8288,0.0,0.0,125.0,57.78348,0.00032,0.4,2.135,-1.0,0.478052,0.1209240289989386,0.20847352802869465,4.291204840008161,147.77283002016182,83.33624438025123,5.419560185185185,0.1529684867455194,442.7062998660805,39.83661811734423,0.5680931659841925,0.1830142490302008,42848.49226269535,97.85685854514261,0.21591338231162216,2.289223137473474,0.07798801026999375,0.2159193475944043,0.2276940747689781,79908.8711001792,0.16909666146265218,0.2509264693599742,0.8867334705882352
32,332,67.6452,12.1641,61,17.6395,0,115,121,17,131,20,1.04504,63.85024,0.0,0.0,0.32143,3.705,10.58422,0.0,0.0,125.0,57.78064,0.00033,0.4,2.07,0.18081,0.462725,0.12091383483422473,0.20839541444833748,4.2350926788813,147.97371185383676,83.35241207300831,5.403356481481482,0.15274623309978944,442.29485883103894,39.81348654664593,0.5703107920274161,0.18271865601606266,42767.64228192944,95.58286715338839,0.21671489526623058,2.349153585281255,0.07798036350821978,0.21609673464562573,0.22827078513371865,79925.09387125261,0.169298025005218,0.251435087819549,0.8862156862745099
33,333,67.6057,11.9043,61,17.1664,0,115,121,17,131,20,1.03757,63.84618,0.0,0.0,0.35714,3.726,10.45956,0.0,0.0,125.0,57.77977,0.00039,0.4,2.049,-1.0,0.476802,0.12097370786737643,0.2082993820165562,4.173735824229017,147.983860831357,83.42117887933001,5.394145447530864,0.15230673238292666,441.90856181008934,39.761376840096936,0.5703107920274181,0.182602064614061,42497.49543428142,95.63006998934284,0.21716209706743855,2.37217225311639,0.07798649095889687,0.2163591018671608,0.2281176882335969,79778.72395306313,0.169984034033002,0.25203686376746287,0.8859784313725491
34,334,68.1573,11.6327,62,16.6895,0,115,121,17,131,20,1.03415,64.3631,0.0,0.0,0.28571,3.733,10.24011,0.0,0.0,125.0,57.79987,0.00037,0.4,2.077,-1.0,0.4604,0.12097669950482638,0.20818995131264745,4.112671184067761,148.1456510657403,83.34119202423696,5.352719907407407,0.15218410227279508,441.5429213012385,39.79572964891975,0.5709050031348158,0.1825301203926533,43327.10451803124,95.75073629185898,0.2179831750726382,2.9970202625197024,0.07798328652525195,0.2164506235589114,0.2282146311164287,79867.63271951265,0.1703721296477434,0.2529293767007497,0.8856003921568628
35,335,68.6431,10.9827,62,15.3336,0,115,121,17,131,20,1.03573,64.8091,0.0,0.0,0.75,3.698,10.00693,0.0,0.0,125.0,57.82385,0.0004,0.4,2.001,-1.0,0.48251,0.12103310958406462,0.20810594325525622,4.0199284147701615,148.23461065829065,83.29894572762585,5.398292824074074,0.15227006175800384,441.20511054955483,39.84756545078607,0.5745868257275174,0.1824683340743231,44406.930427573876,95.81008124735361,0.219011574402236,2.3102612386152526,0.07795028673498103,0.21645762354209752,0.2285565875477133,79973.24083580295,0.17085298585953973,0.25424803642177846,0.885838431372549
36,336,69.3982,10.2508,63,14.5752,0,115,121,17,131,20,1.03891,65.49952,0.0,0.0,0.71429,3.685,9.44955,0.0,0.0,125.0,57.84787,0.00039,0.4,2.126,-1.0,0.452595,0.12105843709688154,0.20802257371003965,3.890881000180001,148.19150282998,83.15911357614006,5.35961612654321,0.15195639624792492,440.88394825696224,39.803433830355424,0.5779928739855462,0.18256956506040697,46012.24487247797,97.7962438323959,0.2205736284137311,2.1969507859357487,0.07794171613078812,0.21664120254050584,0.228871237016922,80353.79527806956,0.171681931798953,0.2557491500607032,0.8859705882352942
37,337,69.4697,10.6543,63,12.6852,0,115,121,17,131,20,1.04064,65.57366,0.0,0.0,0.60714,3.675,8.82611,0.0,0.0,125.0,57.84891,0.0003,0.39,2.004,-1.0,0.453148,0.12104981142663682,0.20793500255366168,3.7204033741945386,148.4769516014036,83.13274416361777,5.170669367283951,0.15190684499766702,440.5705060058497,39.78483185944734,0.5790220778139813,0.182689964824563,46077.57410110782,95.75838787960988,0.22266502376152544,2.1887983702876648,0.07793054970619788,0.21677687117110908,0.22914941855942542,80157.39147683128,0.17243380752187984,0.25756245097201,0.88554
38,338,69.0979,11.2446,63,15.0964,0,115,121,17,131,20,1.04127,65.24927,0.0,0.0,0.82143,3.697,9.17053,0.0,0.0,125.0,57.83259,0.00034,0.4,2.104,-1.0,0.438546,0.12103854943256688,0.20785469072848745,3.8146379900474394,148.3823597792129,83.1782242727819,4.9557773919753085,0.15194342720860107,440.28163492669637,39.59259956265673,0.5802105000287738,0.18283587506330334,45018.143330399085,95.76506247953228,0.22376758751594666,2.268518927128127,0.07792120377816054,0.21686324841029986,0.22927061467638965,80114.10809435474,0.17335644453547513,0.25918626833973546,0.8853823529411765
39,339,68.7913,11.5682,62,15.573,0,115,121,17,131,20,1.04102,64.97243,0.0,0.0,0.21429,3.689,9.67189,0.0,0.0,125.0,57.83921,0.00046,0.4,2.065,-1.0,0.444672,0.12107464674918686,0.2076288784007399,3.9510631944468244,148.5210136892125,83.21849657611843,4.915653935185185,0.1517465714122691,440.02376218103643,39.69331604757427,0.5779928739855457,0.18300124095957934,44531.95161649894,97.66243439135779,0.2242535282705238,2.028491929626186,0.07790198180693181,0.21696830100731415,0.2290273868292487,80219.98004046288,0.17422856581945403,0.2600246790819016,0.8849666666666667
40,340,68.3453,11.8979,62,16.2585,0,115,121,17,131,19,1.04104,64.5622,0.0,0.0,0.39286,3.683,9.94601,0.0,0.0,125.0,57.84481,0.00035,0.4,2.303,0.18056,0.426475,0.12108317612145779,0.20744241254904497,4.07851926318168,148.50884990754446,83.23971635094829,5.0520351080246915,0.15136948461117347,439.7719221487661,39.612272851261096,0.5802105000287783,0.18318384135418345,43636.40394982635,95.91706038291349,0.22486336462483175,1.814039832046935,0.07794243897204403,0.21695446037278837,0.22925338396190056,80058.08425159876,0.17523841046860045,0.26067964354080286,0.8847792156862745
41,341,67.7656,12.0505,61,16.7524,0,115,121,16,130,19,1.04382,64.02839,0.0,0.0,1.21429,3.679,10.22725,0.0,0.0,125.0,57.84133,0.0004,0.4,2.407,-1.0,0.438497,0.1210739638774312,0.20729497423160306,4.1806982103136985,148.6880080536799,83.29933510545226,5.250771604938271,0.15120660284736911,439.5324004796198,39.683987464433834,0.5802105000287714,0.18341834763666537,42682.48015071407,98.03246488075249,0.22570637454274986,2.0050319762666184,0.07793204458200631,0.21700362714821514,0.22859726692020088,79939.43577891988,0.17569712720713881,0.2613601753515745,0.8836701960784314
42,342,67.8953,12.0922,61,17.2217,0,115,121,16,131,19,1.03656,64.12149,0.0,0.0,0.96429,3.678,10.36059,0.0,0.0,125.0,57.85328,0.00036,0.4,2.391,-1.0,0.447343,0.12101719202035435,0.20713251386173848,4.234047672153919,148.6714049113948,83.26990544580283,5.414255401234568,0.1516500527965777,439.2813630996238,39.61646487389082,0.5725284180706492,0.1835559576813257,42774.016988802214,98.02008449373646,0.2264337202160597,2.00199801205432,0.07793818881856127,0.21701197935310748,0.22799517057334653,80066.0638956991,0.17558603011721788,0.26193510272556264,0.8787194705882352
43,343,67.9911,12.3329,61,17.3782,0,115,121,16,131,19,1.04429,64.1687,0.0,0.0,0.17857,3.657,10.39886,0.0,0.0,125.0,57.8356,0.00035,0.4,2.307,-1.0,0.438953,0.12096892840174858,0.20697689004607098,4.268284789887186,148.5814583208661,83.25891675647469,5.576533564814815,0.15182713938013753,439.03479457448225,39.56756761338976,0.5725284180706481,0.18378828025274882,42916.266867111415,96.09363137651172,0.22662910625892657,2.1664330760151995,0.07793960201049893,0.21705655005118732,0.22778513038022108,79901.10637677355,0.17566046764708398,0.2624860149721599,0.8769588235294117
44,344,68.0822,12.5107,61,17.5208,0,115,121,16,130,19,1.05338,64.22145,0.0,0.0,0.03571,3.632,10.60231,0.0,0.0,125.0,57.80191,0.00029,0.4,2.005,-1.0,0.446852,0.12093014687062001,0.20685761019973045,4.315712053777615,148.7238310502479,83.19955233820734,5.7292148919753085,0.15188607122627482,438.7761887331444,39.41881589536314,0.5703107920274214,0.18394001043693034,43219.74668746643,97.82975225857942,0.2258010531638298,2.1312625857892815,0.07792648799294545,0.21702214351258464,0.22811223156147284,80296.84246746848,0.17611102245045945,0.2628333553898478,0.8756047058823528
