,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,blockiness,cubcol.0,blur,noise,cubcol.0.5,color_fulness,fft,cubrow.0.3,staticness,movement,uhdhdsim,cubcol.1.0,cubrow.1.0,cubcol.0.6,cubrow.0.5,temporal,tone,contrast,cubrow.0.6,cubrow.0,saturation
23,423,68.1943,15.3668,90,19.1535,0,117,121,38,131,31,1.02143,71.82149,0.0,0.0,0.28571,3.303,12.96095,0.0,0.0,130.0,59.36424,0.00944,2.96,1.573,-1.0,0.0,0.16529918948877656,3.4169501953195747,0.09214001925446273,35536.85160510786,2.8366247889418763,0.25944762357044554,145.97394546882626,75355.54871467831,0.23362233681030545,463.79999647462245,4.750578703703703,81.98547537081103,0.14081310901955696,0.3218844452078128,0.2128694627133734,0.23585852163583332,6.505598006867219,0.9027054901960785,93.07204893948936,0.2516921402820997,0.25613273025114636,39.090461636766975
24,424,68.084,15.5845,91,19.6219,0,117,121,38,131,31,1.02801,71.76587,0.0,0.0,0.25,3.294,13.37358,0.0,0.0,130.0,59.22054,0.00884,2.96,1.589,0.125,0.0,0.1647444430191737,2.818423122872588,0.09209804070983699,35025.83012091592,2.8382482038777113,0.26110694869465106,145.94356471765082,75110.24233340634,0.23320101896462472,463.5242874401524,4.4164255401234565,81.93958248673083,0.14067956939728615,0.32074681152245427,0.2123595701505289,0.23599741124437232,6.525608977778564,0.9012866666666668,91.26501790453058,0.2517494646122103,0.2563896377558244,38.940432889961905
25,425,67.6781,15.561,90,19.9066,0,117,121,38,131,31,1.02696,71.44885,0.0,0.0,0.14286,3.312,13.56735,0.0,0.0,130.0,59.2321,0.0091,2.68,1.657,-1.0,0.0,0.16353481243471293,3.1245474021848954,0.09214301845149168,34631.58424685529,2.8388424149851055,0.2632393526432801,145.8409402983381,75060.1585333015,0.23311383273343342,463.1951599038704,4.622058256172839,82.00593793964764,0.14068350101552848,0.3198462212834482,0.21203800632020472,0.23607713256246732,6.512947717878829,0.8988890196078431,92.56599576614306,0.25168843905595095,0.25635496603931507,38.91776642975984
26,426,67.7465,15.6831,90,19.7562,0,117,121,38,131,31,1.02515,71.51671,0.0,0.0,0.21429,3.327,13.5931,0.0,0.0,130.0,59.30717,0.00921,2.95,1.592,-1.0,0.0,0.1632845179410322,3.4401025656065416,0.09214580143005892,34905.73470594347,2.841654252135742,0.2640913844515299,145.77602324095508,75380.32763098748,0.23299860665626992,462.82234326865307,4.280092592592593,82.01370540817058,0.14061431031727814,0.3190477032840139,0.21164477315479774,0.23656128106358887,6.477776028265916,0.9010011764705882,91.72343091058318,0.25177579315025106,0.2574760536366126,39.04511571813513
27,427,68.3724,15.5623,91,19.0295,0,117,121,38,131,31,1.02493,72.13768,0.0,0.0,0.35714,3.302,13.73144,0.0,0.0,130.0,59.20342,0.00933,2.95,1.645,-1.0,0.0,0.16287720319297913,2.941056211474926,0.09215745654996287,36159.65735898865,2.8418134705220957,0.2643296575751308,145.61639017598677,75563.27562386577,0.23303317431484755,462.46127014662545,4.169994212962963,81.92184636762819,0.14074278227363668,0.3187241528725819,0.21117474451214796,0.23674460464045913,6.471959875365702,0.8995149019607843,91.37924656105533,0.2517693220015218,0.25701158508239164,39.06610295801987
28,428,68.424,18.0867,91,19.4478,0,117,121,38,131,31,1.02836,72.20533,0.0,0.0,0.42857,3.326,13.62654,0.0,0.0,130.0,59.13853,0.00888,2.96,1.72,-1.0,0.0,0.16261019371858756,2.9465295587304245,0.09214405080899625,36777.30051710377,2.8394366260925055,0.264518785698602,145.47330767535684,75633.88070718679,0.2329083899355813,462.1158848469223,4.343701774691358,81.95543211320766,0.14074098426287396,0.3179343635894177,0.21088126360566056,0.23699421976387858,6.467169458108943,0.8974149019607843,91.1783304078054,0.2518743457881194,0.25629686175367034,38.97111115632234
29,429,69.1248,19.3647,91,20.576,0,117,121,38,131,32,1.02525,72.83367,0.0,0.0,0.21429,3.358,15.88948,0.0,0.0,132.0,59.30956,0.00899,2.68,1.535,-1.0,0.0,0.16170997859756936,2.8053008967413446,0.09208050063812795,38780.6660317853,2.8394366260925055,0.26490111081704865,145.49383915201443,75778.42453431559,0.2327529098598267,461.68973159958324,4.974729938271605,81.94446896223462,0.14072575212875849,0.31874139481930003,0.21065561678760378,0.23716628141059545,6.497955630249039,0.8979752156862744,91.78039747522922,0.25185638060450155,0.2565046733820058,38.75915546181761
30,430,69.2957,18.0088,91,21.1374,0,117,121,38,131,32,1.02803,72.96476,0.0,0.0,0.21429,3.319,17.00306,0.0,0.0,133.0,59.27151,0.00887,2.67,1.623,-1.0,0.0,0.16096518466496088,3.165974859331616,0.0920113395971888,39198.97306872291,2.8305661219195746,0.266226213939498,145.28670986662755,76226.52877946454,0.23234867427585434,461.19953868702703,5.345437885802469,81.90014916250323,0.1407344011961691,0.3183155652301848,0.21060791161296374,0.2374012776375712,6.533802172311562,0.8960160784313725,92.1529168121598,0.25199323507018445,0.25689842873105556,38.81366569613233
31,431,69.3826,16.8839,91,22.2291,0,117,121,38,131,32,1.02803,73.03876,0.0,0.0,0.39286,3.308,15.76685,0.0,0.0,132.0,59.28218,0.00907,2.68,1.601,-1.0,0.0,0.16073993514052087,2.7757491712530893,0.09206022755295196,39750.317426811576,2.8382482038777113,0.2671809375643726,145.18584966217531,77099.33558945842,0.23213529433867935,460.6881238307672,5.355613425925926,81.8654078754976,0.1407403033238279,0.31797436745642493,0.21055689286088683,0.2375248363028963,6.557568485586593,0.8950740392156861,91.82144005855294,0.2519121647576367,0.25699549711923764,38.95354772497107
32,432,69.0809,16.2569,91,20.478,0,117,121,38,131,32,1.01901,72.73162,0.0,0.0,0.32143,3.298,14.79467,0.0,0.0,131.0,59.30728,0.00916,2.69,1.508,0.125,0.0,0.15978329062969912,1.918241839168594,0.09197970236515096,39242.0097914385,2.8350013740060476,0.2685126432441513,145.25173577144307,76887.47613721361,0.23188362106724325,460.1634537049022,5.336323302469136,81.91399766679147,0.14078895850545722,0.31775895135947974,0.21024134597690397,0.23761830988612348,6.556578714587847,0.8954454901960784,91.95588166823774,0.2518554038685305,0.2570445538159967,39.08825608241705
33,433,69.5461,15.9759,91,21.5371,0,117,121,38,131,32,1.02259,73.1772,0.0,0.0,0.32143,3.31,14.25719,0.0,0.0,132.0,59.3537,0.00937,2.67,1.65,-1.0,0.0,0.15868060656606478,3.062250353960105,0.09192131538039515,40347.97807349055,2.8525831639655306,0.2697263738448152,145.26134382436695,77270.97575607283,0.23152104088883357,459.63540081463697,5.490547839506172,81.84503936215327,0.1408925230223183,0.3176350186211937,0.21024354953694613,0.2377492522592615,6.546769973105922,0.8961956862745097,91.05882677384156,0.2516886212453254,0.25760508214264594,39.141980583285104
34,434,69.7372,15.7348,91,21.609,0,117,121,38,131,32,1.02099,73.39541,0.0,0.0,0.25,3.3,14.00057,0.0,0.0,132.0,59.3941,0.00934,2.69,1.524,-1.0,0.0,0.15787498991193388,2.4639831732946202,0.09190890672810098,40816.59562299359,2.8420892448567723,0.2711409855245083,145.30294040547108,77289.23717192688,0.23141407155761282,459.1438685274607,5.667582947530864,81.83536883260437,0.14081787875824658,0.31767738462985984,0.2102580333348316,0.23797673873781225,6.5145790521212845,0.8958971764705882,92.1203481043761,0.2515849889786899,0.25741103740733473,39.20701900529273
35,435,69.8751,15.1793,92,20.0799,0,117,121,38,131,33,1.02347,73.56095,0.0,0.0,0.25,3.314,13.78878,0.0,0.0,131.0,59.40545,0.00965,2.7,1.665,-1.0,0.0,0.1567182826236318,2.366690976965508,0.09190698681495697,41140.09533301517,2.8559096030303714,0.2724575743827704,145.317479453,77170.44126252084,0.2312457908520845,458.7113096744156,5.848668981481482,81.83480458591241,0.1408392938182565,0.3178054348093105,0.21077205036986688,0.23822492669540066,6.501173079884049,0.8949682352941177,92.0066439721114,0.2514919866499561,0.257340023609842,39.16768580307195
36,436,69.7218,15.0772,92,18.6493,0,117,121,39,131,33,1.02345,73.43136,0.0,0.0,0.35714,3.331,13.30461,0.0,0.0,131.0,59.44173,0.0091,2.69,1.539,-1.0,0.0,0.15579353885660924,3.0208367476858493,0.0919038887216707,41089.047856575795,2.849336334093864,0.27405568401039865,145.29534495025865,77044.5239650509,0.23135506660651675,458.3165696435572,5.857445987654321,81.86280565987927,0.14082720653118064,0.31802038267033184,0.21134294622655625,0.23853053040862618,6.477271503923953,0.8949,89.85811627787552,0.2514113279984873,0.2576920074993205,39.06230257764275
37,437,69.6069,14.9228,92,18.8249,0,117,121,38,131,33,1.0267,73.32068,0.0,0.0,0.14286,3.334,13.22543,0.0,0.0,132.0,59.44214,0.00946,2.69,1.578,-1.0,0.0,0.15522259473134542,2.904381614861369,0.09188987582299622,40827.65752577727,2.8497713268149076,0.2757491348170428,145.46137287254467,76955.40939570202,0.23138646391436682,457.957600464383,5.8218557098765435,81.913739643654,0.1408258740269682,0.31810202440409924,0.21140972760776566,0.23854774221872863,6.468279477828102,0.8953823529411764,90.47481750303152,0.25127808534104623,0.25743290469628216,39.09478590223524
38,438,69.9471,14.6743,92,18.7705,0,117,121,39,131,33,1.02366,73.63132,0.0,0.0,0.21429,3.341,13.08385,0.0,0.0,132.0,59.43887,0.00909,2.69,1.578,-1.0,0.0,0.1549684327775319,3.1404740470035852,0.09186552059094945,41478.55246320576,2.8416542521357413,0.27711180007992314,145.609234938307,77083.7078889692,0.2315023237693185,457.6342242137542,5.711323302469136,81.86930133674018,0.14080581867463274,0.31796939248347705,0.21176596739790068,0.23871807132680267,6.460686088274548,0.8953247058823529,90.8056467333297,0.25113892030835216,0.2581299129782679,38.94828212408372
39,439,70.2105,14.6033,92,17.9771,0,117,121,39,131,33,1.03146,73.89397,0.0,0.0,0.21429,3.357,12.86297,0.0,0.0,131.0,59.44609,0.00908,2.68,1.565,-1.0,0.0,0.15457221841653296,2.618961143075335,0.09186460840797692,42036.56607968956,2.848147911879074,0.27892335373175936,145.53874574198255,76976.48555463988,0.23145311724648063,457.35357882381044,5.7679880401234565,81.83371120491229,0.14078516417488685,0.31782325018424806,0.2123079610062008,0.23898920370482649,6.443645010480523,0.8947415686274509,91.00904016715481,0.25114079808042156,0.25820200253137265,38.79962459611304
40,440,70.1553,14.5205,92,18.0188,0,117,121,39,131,33,1.02692,73.89802,0.0,0.0,0.28571,3.347,12.78659,0.0,0.0,131.0,59.44027,0.00886,2.69,1.542,0.125,0.0,0.15421253160184098,3.2529152514351902,0.09183197217949231,41773.26348293044,2.848742122986467,0.27974975372236727,145.69596200023176,76690.48898734343,0.23154564821054546,457.0917328169827,6.0015432098765435,81.8483986244729,0.14076785678629425,0.3178462120175191,0.2130635081887805,0.23917947423147104,6.430200561655701,0.8940169019607842,89.50254171509192,0.25122825377208924,0.2574630475679488,38.81098410523968
41,441,70.0983,14.4217,92,17.1086,0,117,121,39,131,33,1.02613,73.88376,0.0,0.0,0.17857,3.339,12.70195,0.0,0.0,131.0,59.44803,0.00926,2.69,1.503,-1.0,0.0,0.1533257663677013,3.0563306836993083,0.09189134673923051,41507.90057043358,2.855989212223553,0.28055506792259444,145.70406693227528,76560.65014915966,0.2318535492295431,456.84393150203607,6.101755401234568,81.85215025147454,0.14074850833423447,0.31785975760327123,0.21339969282914922,0.23939024740931544,6.416281704421482,0.8935160784313726,90.40185987421538,0.251283758860859,0.25730199422873046,38.6740675561222
42,442,69.9473,14.3565,92,17.7467,0,117,121,39,131,33,1.03332,73.8228,0.0,0.0,0.17857,3.352,12.60167,0.0,0.0,131.0,59.42559,0.00959,2.67,1.517,-1.0,0.0,0.15237647083730899,2.811598604370709,0.09185009917076124,40929.13809700249,2.8519889528581372,0.2814485927953344,145.77144246656144,76515.7066269894,0.23159977623871958,456.62018811533864,6.142361111111111,81.89800266313702,0.1407621391457546,0.3178858980793308,0.2138762015689643,0.23953710678861861,6.403110818746635,0.8926749019607843,92.09384137651026,0.2513615723716606,0.25683231152695474,38.568718427493245
43,443,70.401,14.0632,93,16.0307,0,117,121,39,131,33,1.02926,74.27851,0.0,0.0,0.17857,3.357,12.53707,0.0,0.0,131.0,59.43331,0.00907,2.68,1.508,-1.0,0.0,0.15146409820609083,2.7673561270950775,0.09185477862338202,41429.12441011992,2.850959749029691,0.2824507288495352,145.94476119636184,76403.75490025799,0.2315186753285335,456.4088187924696,6.126494984567901,81.85890304799777,0.14077888624416107,0.3179598218307921,0.21503020083394067,0.23971662527942803,6.3924431161376445,0.8926332941176471,91.24573247631568,0.2514563074190614,0.25590979694137195,38.60965775854794
44,444,71.2872,13.7879,94,16.8377,0,118,121,39,131,33,1.02781,75.13982,0.0,0.0,0.25,3.337,12.28088,0.0,0.0,131.0,59.46067,0.00904,2.69,1.561,-1.0,0.0,0.15117979509187515,2.8206607600082303,0.0918634516461383,42902.169367066235,2.850959749029702,0.2831522991749462,145.9046484279953,76604.69318937042,0.23144428330930855,456.20680613703433,6.135030864197531,81.74505941759514,0.14081421259953336,0.31806644619814367,0.2158793440526222,0.23993065115626375,6.3682185497537676,0.8921470588235294,92.09104811943098,0.25151361203673395,0.25507816236416453,38.55922369309413
