,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,cubrow.0.6,noise,cubcol.0,movement,fft,staticness,color_fulness,tone,cubcol.0.3,temporal,cubcol.0.5,cubrow.0.5,saturation,blur,cubrow.0.3,cubcol.1.0,cubcol.0.6,uhdhdsim,cubrow.0,cubrow.1.0,blockiness
10,210,51.2325,14.589,53,23.2869,0,98,124,15,127,9,0.99105,49.56638,0.0,0.0,0.07143,5.81,12.85237,0.0,0.0,132.0,36.37125,0.0012,0.41,1.772,-1.0,0.343678,90.70391431594123,0.11034302934207178,0.5416408718517806,0.14297143888793876,3.958767361111111,74288.85635237144,238.88417492707248,154.308706418045,0.5007545098039214,0.1040990135277278,4.3780156236796515,0.15176687727524688,0.16252498713751348,30.154227927879052,18453.23802069803,0.1004519281549028,0.07204574768262706,0.1453916510567683,86.19751779131431,0.2177548434399391,0.07800495526215974,2.19596530076983
11,211,51.3401,14.6037,54,22.6189,0,98,124,15,127,9,1.01755,49.64473,0.0,0.0,0.21429,5.731,12.52715,0.0,0.0,132.0,36.36082,0.00125,0.41,1.502,-1.0,0.366826,93.1589600830674,0.11065060546110217,0.5394232458085547,0.14232892744206488,4.271749614197531,74289.98242558606,238.10546550151932,154.45317389647136,0.5005094117647058,0.10461238662975453,4.259695371946195,0.15104099679202354,0.16287119276206138,30.330939210491415,18593.19472914211,0.10083140332684952,0.07170576851850594,0.14246986680322682,86.18037659170975,0.2209282818329915,0.07727958212995342,1.9449727761752322
12,212,51.4279,14.5442,54,23.1798,0,98,124,15,127,9,0.98275,49.70214,0.0,0.0,0.14286,5.728,12.5404,0.0,0.0,132.0,36.40524,0.00141,0.41,1.514,-1.0,0.366764,93.26161433993066,0.11138416384470921,0.5400174569159458,0.14652077645999212,3.8362268518518516,74258.19506827391,237.3535256365129,154.44148107900588,0.5043854901960784,0.10440549580817349,4.184498475137245,0.14969265033098333,0.16378755011186372,30.25236040280189,18697.72309893438,0.10182710712152443,0.07155645357359289,0.14005008428182683,86.14865863799989,0.22293397310554425,0.07690661607067077,2.2441404790029513
13,213,51.5535,14.6884,54,22.1479,0,98,124,15,127,9,0.99906,49.81083,0.0,0.0,0.17857,5.738,12.48593,0.0,0.0,132.0,36.47119,0.00135,0.41,1.649,-1.0,0.384169,93.15892598702882,0.11219112213654057,0.5416408718517819,0.1521850186698045,3.494646990740741,74625.38129655144,236.63930871436344,154.4375879387224,0.5049509803921568,0.10461004769140264,4.130166264595118,0.14904682879184925,0.16533103037423974,30.196375717351465,18901.29255077693,0.10260178255740797,0.07097894268185066,0.1381978697650311,86.14191529200917,0.2246956023601899,0.07659838339509847,2.1598408182948625
14,214,51.3724,14.8057,53,23.9171,0,98,124,14,127,9,1.00748,49.64349,0.0,0.0,0.03571,5.754,12.61056,0.0,0.0,132.0,36.50843,0.00146,0.41,1.503,-1.0,0.365551,93.23854666032126,0.11282256526536615,0.541046660744385,0.15586650148533754,3.25,74317.77513623655,235.99016044131415,154.5130864845175,0.5061203921568627,0.10637015021595378,4.189602786480797,0.1487208748015208,0.16662365964291057,30.15230663911796,18552.59705261166,0.1028817279503513,0.07029837239702659,0.1368322710949075,86.25402266248824,0.22576984329352665,0.07845261558199712,2.6178698356146994
15,215,51.2398,14.2193,53,23.5859,0,98,124,14,127,9,1.00068,49.4903,0.0,0.0,0.32143,5.733,12.71471,0.0,0.0,132.0,36.53714,0.00118,0.41,1.73,-1.0,0.364798,93.30178146936342,0.11385903331175713,0.5372056197653228,0.1564183259113538,4.2358217592592595,74525.35218888716,235.36909623352338,154.12068840077927,0.5061203921568627,0.10951394900156503,4.220805074064784,0.14901907449819887,0.1676798926185964,30.176817905755694,18596.346615123144,0.10345914146715468,0.06963904089691846,0.13510622711152254,86.23296004622696,0.22756232960248846,0.07844013701059138,2.6600224657948854
16,216,51.0885,13.8575,53,23.9734,0,98,124,14,127,9,1.01026,49.31956,0.0,0.0,0.07143,5.639,12.21384,0.0,0.0,132.0,36.52291,0.00142,0.42,1.484,0.13323,0.3797,93.29626440624622,0.11492180051619512,0.5394232458085516,0.15748314312548303,4.292631172839506,74666.03621568654,234.77326403297423,153.9481374773601,0.5061203921568627,0.11359573304292582,4.0631142500172714,0.1478829992266937,0.16894385731595363,30.066491209430456,18555.22639461534,0.1044824170020669,0.06936126522315127,0.1340800679635433,86.1764347989889,0.2287503510835784,0.07851626893660293,2.2665381765289907
17,217,50.9937,13.9918,53,21.1609,0,98,124,14,127,9,1.00046,49.20767,0.0,0.0,0.17857,5.632,11.90397,0.0,0.0,132.0,36.61493,0.0013,0.42,1.566,-1.0,0.374805,92.9364942591031,0.11573319395725287,0.5372056197653239,0.16027946387945077,3.7546296296296298,74712.75719902238,234.2687618271059,153.80346550124827,0.5061203921568627,0.11753818561656589,3.905068689689519,0.1457286754036915,0.17045302884537125,30.089855052806712,18634.70587751392,0.10515039684710979,0.06802486485798158,0.13319772963181667,86.22312887848736,0.2292862050433637,0.07940914479557576,2.350318736826803
18,218,51.2911,14.0598,53,21.7616,0,98,124,14,127,9,0.9915,49.4311,0.0,0.0,0.03571,5.574,12.01783,0.0,0.0,132.0,36.69415,0.0012,0.42,1.772,-1.0,0.387091,92.97502263288337,0.11644639956119725,0.5372056197653218,0.16045585701013948,3.2780671296296298,74864.35390442492,233.79428839264017,153.80518857520252,0.5066254901960784,0.11752991980579439,3.7553873767269117,0.14410756438610858,0.17264457868700628,30.00681031780478,19063.995965335507,0.10605978643495967,0.06649510019988386,0.1323143167322975,86.17462230945067,0.22965146891764654,0.07937967998859329,2.1841699073083993
19,219,51.5139,14.002,53,19.7943,0,98,124,14,127,9,0.99322,49.60692,0.0,0.0,0.0,5.612,12.06949,0.0,0.0,132.0,36.745,0.00133,0.41,1.647,-1.0,0.382571,93.29138273158372,0.11695691986566634,0.5372056197653204,0.16315808625513695,3.1012731481481484,74879.98809846136,233.3721128352342,154.013993408099,0.506395294117647,0.11742163114845366,3.7538416322139643,0.1429624160717135,0.1740855426957111,29.95337498040847,19507.111518213485,0.10673615200592491,0.06560006292811776,0.1317274782914739,86.15946827499153,0.2302083356108141,0.0802667276675589,2.301584045806464
20,220,51.5443,13.4716,53,19.9735,0,98,124,14,127,9,0.99063,49.61636,0.0,0.0,0.0,5.584,12.02222,0.0,0.0,132.0,36.72541,0.00118,0.42,1.582,-1.0,0.354616,92.27257991555014,0.1174154697119594,0.5372056197653244,0.16829505773814502,3.811101466049383,74994.0447769635,232.9636603505932,153.9253689271162,0.5061203921568627,0.11743807361423984,3.6858407632725596,0.1419646214555252,0.17604543062872763,29.85709936824846,19800.31765622375,0.1075161427479706,0.0650944013580945,0.1313063098244921,86.14630760072609,0.23073642243949086,0.08151427812311729,2.394740075627015
21,221,51.5753,13.6513,53,18.8263,0,98,124,14,127,9,0.99347,49.62661,0.0,0.0,0.07143,5.626,11.56345,0.0,0.0,132.0,36.68621,0.00137,0.41,1.555,-1.0,0.37789,93.12605609241962,0.1175058203272962,0.5372056197653245,0.17426794656437886,3.672694830246914,75074.8497716385,232.60161890627697,154.22757228516582,0.5049588235294117,0.11848143741849883,3.662515976313137,0.14093801076344353,0.1776122528849027,29.964111328125,19879.266604111875,0.10809423949788323,0.06456210791080039,0.13068263320189608,86.14267235937925,0.23202910046631361,0.08113644756052202,1.843173945800937
22,222,51.7491,13.1513,53,18.8952,0,98,124,14,127,8,1.0119,49.76449,0.0,0.0,0.14286,5.643,11.71541,0.0,0.0,132.0,36.67665,0.00128,0.42,1.671,-1.0,0.36202,93.18142480942785,0.1176306802504706,0.5372056197653216,0.1798927543748534,3.452305169753086,75240.28084348213,232.2436260828203,154.2823252419803,0.504713725490196,0.12076491341504149,3.6089780692704836,0.13994739255237998,0.17960053606383095,29.998886108398438,20292.30243749902,0.10860674591639737,0.06445925882323414,0.12969213913223454,86.11672244702335,0.23302374025477984,0.08078372719664866,1.9888318761317385
23,223,51.6033,12.7043,53,18.5057,0,98,124,14,127,8,0.99047,49.60694,0.0,0.0,0.07143,5.648,11.28501,0.0,0.0,132.0,36.66487,0.00125,0.41,1.551,-1.0,0.351394,93.08709796385543,0.11791813308580157,0.5372056197653218,0.1847028055677387,3.378761574074074,75387.09155557031,231.89769319811907,154.31043213098025,0.504713725490196,0.12028344278428572,3.5319062584411323,0.13941931649670627,0.18165784594733778,30.00345620991271,20207.73903178629,0.10934803441503171,0.06523207284040095,0.12874540022803782,86.09925133343799,0.23419525639253846,0.08017646429215057,2.444350512303997
24,224,51.4511,12.3824,52,17.2289,0,98,124,14,127,8,1.00231,49.45116,0.0,0.0,0.10714,5.592,10.90049,0.0,0.0,132.0,36.62988,0.0012,0.41,1.685,0.13567,0.345382,92.36694207013976,0.11836136299032668,0.5372056197653213,0.18894209328450112,3.2581500771604937,75301.13136817187,231.5720645602868,154.29755622611063,0.504713725490196,0.11906974892795211,3.4634523275863005,0.13954080643530725,0.1834737741323078,29.98495954348717,20018.543721536666,0.10990217564776983,0.0644447964044285,0.12807677600571432,86.10053957480112,0.23542308211867957,0.08011959918117283,2.5465821173022474
25,225,51.6512,11.9311,52,16.2274,0,98,124,14,127,8,1.02056,49.59138,0.0,0.0,0.0,5.59,10.62327,0.0,0.0,132.0,36.61696,0.00127,0.42,1.629,-1.0,0.33218,90.72719138679939,0.11878059337767757,0.5372056197653192,0.19359245781352552,3.6901041666666665,75170.31879177158,231.25704490243083,154.5019973810332,0.5044458823529412,0.11763143781509482,3.354145818890812,0.1400714868445483,0.18497552746293583,30.04554315260899,20377.441940355136,0.11051395556651293,0.06412093096142983,0.12758947342832302,86.05711136600729,0.2365523774851661,0.07942547347471739,2.165069994278296
26,226,51.3744,11.4368,52,16.3396,0,98,124,14,127,8,0.99283,49.33472,0.0,0.0,0.03571,5.566,10.23757,0.0,0.0,132.0,36.6216,0.00123,0.41,1.514,-1.0,0.384293,92.52533366652955,0.11916394161826127,0.5355822048294908,0.19715770017042003,3.647617669753086,75347.72621037177,230.9448049622496,154.37819041094954,0.504713725490196,0.11649537884055383,3.4285860855892616,0.14072090967750625,0.18570291086814542,29.997268299997586,20064.144288618976,0.11111545800164474,0.06412450994163871,0.12724528448429415,86.17953579690045,0.23822477757370583,0.07950128161970375,2.0278512287330934
27,227,51.2582,10.7983,52,15.1259,0,98,124,14,127,8,0.9905,49.22936,0.0,0.0,0.0,5.53,9.81317,0.0,0.0,132.0,36.65482,0.00112,0.42,1.575,-1.0,0.361772,92.34994386786035,0.11958898277992923,0.5372056197653214,0.20015703413781727,3.3938078703703702,75223.01177603762,230.67499192441323,154.37882193037717,0.5043776470588235,0.11573351654648967,3.279847559393589,0.14160916397892723,0.18659946926516754,30.021244943877797,19987.108430935692,0.11168863610216634,0.06401351937214501,0.12703858347168134,86.14911202226244,0.23961163545858247,0.07906414234134305,1.7794932418295044
28,228,51.179,9.89208,52,14.4362,0,99,124,14,127,8,0.97958,49.15603,0.0,0.0,0.07143,5.474,9.26127,0.0,0.0,132.0,36.59412,0.00131,0.41,1.637,-1.0,0.365356,92.42386109413881,0.12003284452467426,0.5372056197653214,0.20323380328922516,3.1139081790123457,75486.57004383743,230.44391633292278,154.23258222097246,0.5038803921568626,0.11523660859245273,3.137429396841403,0.1423659360733099,0.18687579435108098,30.04934033052421,19899.57581630227,0.1120813857400655,0.06417742624765806,0.12683107433400254,86.12103553391745,0.24118600417076388,0.07865178380793089,1.7821359239283574
29,229,51.0912,9.25932,52,13.4386,0,99,124,14,127,8,0.98168,49.03743,0.0,0.0,0.03571,5.371,8.48236,0.0,0.0,132.0,36.58457,0.00127,0.41,1.595,-1.0,0.381315,93.2055609342763,0.12032540623940596,0.5327703676788612,0.2058145838530355,2.826244212962963,75525.34451541022,230.24077223445212,154.36001099887073,0.5024439215686274,0.11494395336631852,3.0868098258521477,0.14308479586490475,0.18710126763904783,30.07654147677951,19966.59841847629,0.11259720807963082,0.06398676926517603,0.1265719014616466,86.11709176702792,0.24243872734340566,0.07834494786158609,2.078642709175413
30,230,50.7536,8.45295,52,12.5422,0,99,124,14,127,8,0.98787,48.75446,0.0,0.0,0.03571,5.304,7.94103,0.0,0.0,131.0,36.59784,0.00132,0.41,1.643,-1.0,0.363507,93.2634660547703,0.1207213598739067,0.5333645787862606,0.2079799474873121,2.779320987654321,75510.27533581688,230.03907120878267,154.2659381211264,0.502473725490196,0.11512192443410267,2.9576739451628304,0.14367963828066996,0.18712910314866252,29.976001880787035,19363.24152506942,0.11300093967301018,0.06290950911503253,0.12642796406447515,86.15536275322233,0.24360571259886848,0.07842348494499353,1.9058589542279494
31,231,50.728,7.35736,52,12.288,0,99,124,14,127,8,1.0003,48.7055,0.0,0.0,0.03571,5.344,7.24654,0.0,0.0,131.0,36.58363,0.00117,0.42,1.71,-1.0,0.41449,92.38817860318429,0.12107089351371612,0.5311469527430295,0.20986169379795946,2.218894675925926,75284.57975238573,229.89161768378406,154.3168456333566,0.502473725490196,0.11549950862354533,2.975769857292388,0.14424529398371316,0.18750326775380782,30.250360371154034,19237.613322545927,0.11335794924443662,0.06228455036122316,0.12627125590162072,86.09837882565039,0.2447081040337125,0.0783290399638195,2.535306443265684
32,232,50.8059,7.27641,52,10.8164,0,99,124,14,127,8,0.99997,48.77293,0.0,0.0,0.07143,5.337,6.30448,0.0,0.0,131.0,36.6503,0.00115,0.41,1.869,0.1358,0.381433,93.20054850531895,0.12138980263870654,0.5372056197653216,0.2113336202389085,1.9810956790123457,75069.96060598113,229.7635311597179,154.59546234773734,0.502473725490196,0.11695105069796144,2.774370624555616,0.14486856034717174,0.1880788981484708,30.129948557159047,19317.614915238784,0.11393426009673928,0.061560167644740704,0.12607658756239448,86.06236060632486,0.2456376973730688,0.07874164665636826,2.144575713137079
33,233,50.9258,7.42557,52,11.1088,0,99,124,14,127,8,1.00434,48.91829,0.0,0.0,0.10714,5.386,6.23506,0.0,0.0,131.0,36.77558,0.00107,0.42,1.743,-1.0,0.367457,93.20933995392267,0.12172451058260463,0.5372056197653229,0.21340753439457788,1.81640625,75346.03035407918,229.65157664567326,154.3480708600458,0.504118431372549,0.11825629418731629,2.6753892295473922,0.14554141380467162,0.18869973039321034,30.219088330680943,19389.253164034963,0.11443515249526742,0.06105092231117386,0.12591197697879575,86.01169029480629,0.24694923397843604,0.07769294513091257,2.190747616892389
34,234,51.0729,6.2374,52,9.85379,0,99,124,14,127,8,1.00209,49.05244,0.0,0.0,0.17857,5.326,6.36208,0.0,0.0,132.0,36.82498,0.00113,0.41,1.839,-1.0,0.371917,92.50951607230378,0.12212799091325353,0.537205619765326,0.2160839492691306,1.713011188271605,75320.66411082335,229.56619374899327,154.59181266496861,0.5035827450980391,0.12041166937242058,2.551076394953892,0.1462692511169056,0.18958127219553159,30.178036725079572,19629.071685020514,0.1149373227078643,0.060618573648276414,0.12569698070739463,85.98513865486403,0.24798468739745197,0.07742634689354351,2.051884360733559
35,235,51.0539,5.32498,52,9.47331,0,99,124,14,127,8,1.00181,49.02007,0.0,0.0,0.35714,5.338,5.33352,0.0,0.0,132.0,36.76617,0.0011,0.41,1.739,-1.0,0.3736,92.47298022338899,0.12231234170826619,0.5372056197653232,0.2179391791557249,1.6731288580246915,75256.97713226831,229.48735783713633,154.3089347330417,0.5021376470588235,0.12247290172055025,2.4375764338549004,0.14702045584451556,0.19049693609588936,30.19404790430893,19618.668786374208,0.11544968927696485,0.06018865157253168,0.1254753640386715,86.00505893547523,0.24895543491899463,0.07720244770259987,2.1445368125412565
36,236,51.0736,3.9914,52,8.49948,0,99,124,14,127,8,1.00897,49.03222,0.0,0.0,0.25,5.296,4.55292,0.0,0.0,132.0,36.76659,0.00127,0.41,1.782,-1.0,0.370931,92.39664729846314,0.1224452099666423,0.5372056197653227,0.2196879640615942,1.593798225308642,75433.00453934926,229.42406831697028,154.26429648686707,0.5019082352941175,0.12429522866099711,2.467519716108205,0.1476753807259759,0.19103554674437975,30.193616137092494,19660.827205058635,0.11590364843803626,0.05989240679128298,0.12526183692171683,86.0007039983482,0.2501124579165425,0.07702539960648223,2.554950045269004
37,237,50.9551,3.57162,52,7.99178,0,99,124,14,127,8,0.99819,48.91844,0.0,0.0,0.25,5.284,3.40267,0.0,0.0,132.0,36.75975,0.0011,0.41,1.75,-1.0,0.368382,92.50267908751522,0.1225446411373199,0.5388290347011555,0.22186679337371096,1.4598283179012346,75034.87658449581,229.37658616108249,154.42137778013796,0.5019082352941175,0.12730150585267702,2.4283837850216274,0.14834437011295704,0.19184246676623504,30.260263890395926,19532.76638491994,0.11625256972785056,0.06004641679183102,0.12504218139240622,86.0067038948701,0.25160855194073045,0.07695210763566637,1.7523096537686869
38,238,50.9408,3.18862,52,7.59472,0,99,124,14,127,8,0.99261,48.90625,0.0,0.0,0.5,5.271,3.0458,0.0,0.0,132.0,36.76742,0.00117,0.41,1.741,-1.0,0.381372,93.22166065849942,0.12261888396875079,0.5394232458085494,0.22440089651623402,1.4373070987654322,75553.73906248793,229.339756387088,154.2448023052529,0.5019082352941175,0.1300001897832566,2.3322964999619082,0.14904229988414924,0.19270882086813917,30.279152952594522,19612.860020650194,0.11643517489599103,0.060439264585972464,0.12481486065149242,85.97480965349428,0.2531771683848011,0.07694008347557872,1.8816381973392
39,239,50.9363,,52,7.71408,0,99,124,14,127,8,0.99812,48.89468,0.0,0.0,0.25,5.332,2.71088,0.0,0.0,132.0,36.76931,0.00118,0.41,1.806,-1.0,0.367498,93.21256634751059,0.12275179400023993,0.5372056197653242,0.2270961772296168,1.322289737654321,75345.57609254732,229.30783377326344,154.3069441165491,0.5019082352941175,0.1322111555310848,2.278951855552895,0.1496335211213524,0.19351711599960764,30.30087204921393,19519.55240550295,0.1166689560774882,0.06080455039780039,0.12456044992059412,86.00292360436767,0.2550452354282676,0.0769477988587909,2.149290610394483
