,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,cubrow.0.6,staticness,blockiness,tone,cubcol.0,cubcol.0.6,noise,temporal,fft,color_fulness,cubrow.1.0,movement,cubrow.0.3,uhdhdsim,cubrow.0.5,blur,saturation,cubcol.0.5,cubcol.1.0,contrast,cubrow.0
23,423,26.2564,20.9174,12,21.2153,0,123,117,3,136,6,1.01232,24.45891,0.0,0.0,8.39286,10.774,17.90117,0.0,0.0,118.0,32.91173,0.0,0.27,5.077,-1.0,3.452875,0.018311967619230176,0.05356053612902114,400.1958379068721,0.5519551025772114,0.47591960784313736,0.036389896600562355,0.0707487618326874,0.16049639811662728,5.514274026804931,61327.09926033037,74.29833721454044,0.03389480513762102,12.539641203703704,0.07417713522659679,102.37409209414145,0.0859112409341655,4010.602682889645,45.47795218008536,0.03934542263070479,0.05049698538717833,86.90064339106739,0.015962524930215258
24,424,26.3696,21.8258,12,22.0598,0,123,117,3,136,6,0.99622,24.54862,0.0,0.0,10.5,10.822,17.99049,0.0,0.0,120.0,32.89663,0.0,0.27,4.106,0.44869,3.484597,0.02060027487364841,0.05335532856613773,393.39196949271,0.6993682772756263,0.4760388235294118,0.036325512767216794,0.06995521337097824,0.1604963981166271,5.5491531250356205,61395.396172845074,73.95439537851273,0.03318715906917736,13.725887345679013,0.07356718051934762,102.36475871520128,0.08599567267877789,4051.862248945406,45.495002652391975,0.03845258505318802,0.049565336496480664,87.06683611979692,0.015775485825997103
25,425,25.7751,22.8183,12,21.1218,0,123,117,3,136,6,1.01445,24.0335,0.0,0.0,12.21429,11.268,18.77245,0.0,0.0,120.0,32.5002,0.0,0.27,4.551,-1.0,3.390466,0.02048103243932495,0.05340732756195854,387.03447584159966,0.5432131845508625,0.4741043137254902,0.03688188761914358,0.06919946007748412,0.16049639811662728,5.65615146675425,61593.545916992356,73.3867822701626,0.03333022829368266,15.017650462962964,0.07305029181877645,102.49018598320633,0.08534560702203979,3695.6203943672845,45.27439918047116,0.0378276444380952,0.04868733897721791,86.79183234774993,0.015589898453486076
26,426,24.6437,23.2604,11,21.7528,0,124,117,3,136,6,1.00455,23.05403,0.0,0.0,11.17857,12.177,19.6103,0.0,0.0,121.0,31.98475,0.0,0.27,5.737,-1.0,3.264265,0.021146544016025184,0.052952817149497865,381.34514987786036,0.8440087059586783,0.4629349411764706,0.037354893921690766,0.06850980502770211,0.16049639811662722,5.760355970479238,61426.648629495925,74.0174182826442,0.033409503400975385,15.502748842592593,0.07224328195386323,102.72090825802573,0.08391812946175159,3262.6590491383163,45.19785148714796,0.03718745109476406,0.04787829295171551,89.16652542452293,0.015423149933517974
27,427,24.3126,24.244,11,21.1033,0,124,117,3,136,6,0.99678,22.82653,0.0,0.0,13.96429,12.641,19.99395,0.0,0.0,121.0,31.78049,0.0,0.27,6.538,-1.0,3.151976,0.021385385089050985,0.05326069303400421,376.27309728717177,0.670348471941868,0.45555921568627444,0.03903871673885617,0.06800897235117803,0.16049639811662744,5.858296632592309,61831.366886727665,75.63289302219677,0.03342989317149629,15.847993827160494,0.07136886053280034,102.72719841148435,0.08275950921122938,3180.2559282882867,45.30447594913436,0.036582411250791404,0.04711592541347206,89.2693081976596,0.015408590954862017
28,428,24.1603,24.8648,12,22.3038,0,123,117,4,136,6,1.00135,22.74263,0.0,0.0,13.25,12.945,20.85742,0.0,0.0,120.0,32.21825,0.0,0.27,4.209,-1.0,2.881836,0.02338478289777122,0.05341634947238681,371.7501995532859,0.8864021981067253,0.45780000000000015,0.04149479715756833,0.06765503053816434,0.16049639811662844,5.970785020330413,62170.829817934304,78.92479449676496,0.03356339751810893,16.121045524691358,0.07078498206952141,102.70630835518867,0.08178739433784887,3053.1167691800947,45.12226340211468,0.03601197221423521,0.046402365888737654,86.46035900720081,0.01535940976999029
29,429,24.2757,25.7011,12,21.1905,0,123,117,4,136,7,1.00348,22.90947,0.0,0.0,17.14286,13.049,21.39027,0.0,0.0,121.0,32.89198,0.0,0.27,4.531,-1.0,2.731567,0.025249403724160013,0.053771038297626986,367.77444610992444,0.9018692457763078,0.4603611764705883,0.04149482019644322,0.06728854803000636,0.16271402415985942,6.09946309428791,61752.099610890764,81.75651453847905,0.03356617816867561,16.72096836419753,0.07021418155589347,102.70756898857434,0.08078400705508651,2897.5953139229428,44.92935519748264,0.03547382118328216,0.0457514146466204,87.95756169989463,0.015295737473879354
30,430,24.9756,26.1339,12,23.0304,0,122,118,4,136,7,1.00223,23.57744,0.0,0.0,13.64286,12.007,22.09142,0.0,0.0,121.0,33.48788,0.0,0.27,3.852,-1.0,2.588168,0.027747035949754945,0.05473750494195701,364.34781083726006,0.8018343563935357,0.4732851764705883,0.04320471662363093,0.06711039944386675,0.17099031722538605,6.2905902495723245,61936.63342103318,83.69657562501848,0.03351205335891885,18.080198688271604,0.06962607037419596,102.62431429347954,0.07986794912946742,3130.6409253453426,44.6608918743369,0.034954403437781244,0.04511559859863425,89.66253058630468,0.015222436605297786
31,431,25.573,26.8692,12,22.9466,0,122,118,4,135,6,1.00118,24.12546,0.0,0.0,15.67857,11.555,22.44508,0.0,0.0,122.0,34.07485,1e-05,0.27,4.581,-1.0,2.43004,0.027915596249384535,0.055422622747155266,361.45986286722496,0.835241802726293,0.4885694117647059,0.04465097584233746,0.06638052547327838,0.18310765126995956,6.48036043545857,62047.803929893635,86.88159500251324,0.03354314108746499,18.827498070987655,0.06894507908405909,102.55399258445806,0.07889974869851442,3335.4780165406833,44.22351093056761,0.034458557971331676,0.04450302350839882,89.66904537121754,0.015146324403111746
32,432,24.0622,27.9172,11,24.1537,0,121,118,4,135,6,0.99959,22.74966,0.0,0.0,13.82143,12.141,23.07976,0.0,0.0,121.0,34.28918,0.0,0.27,3.319,0.40355,2.462939,0.02720658660579581,0.05480783014719142,359.03308428844167,0.893994851472455,0.49506627450980395,0.04588443155417469,0.06610059830995417,0.18532527731319312,6.65556421436786,61982.83568178274,90.30616728227253,0.03381436563617723,19.63425925925926,0.06822701774075476,102.81693050545813,0.07788871871249811,2857.760282751549,43.978748274438175,0.03398885783782391,0.043931479128462125,92.20317751171618,0.015057784964201347
33,433,22.8712,28.5629,11,25.2438,0,121,118,4,135,6,0.99992,21.67075,0.0,0.0,8.25,11.74,23.99136,0.0,0.0,119.0,33.95348,0.0,0.27,3.278,-1.0,2.398886,0.027107970004211026,0.0557659850452588,356.73278634565224,0.8615913976185069,0.49058901960784307,0.045726246445379176,0.06610817529808416,0.1853252773131977,6.8831809490127345,61853.78976344599,93.1963582899901,0.034244917981483464,20.277295524691358,0.0675303637805079,103.024747520349,0.07707128496676488,2788.053776659427,43.42379252115885,0.03357817846122441,0.04337591809598535,86.38130369056282,0.014996444633642397
34,434,21.5884,28.4503,10,25.3752,0,121,118,4,135,6,0.99807,20.49577,0.0,0.0,14.64286,11.876,24.5377,0.0,0.0,117.0,33.61094,2e-05,0.28,5.444,-1.0,2.411352,0.02716229014472741,0.055634258473185746,354.36211609834845,0.6633359818443862,0.47862213725490166,0.04553295562842276,0.06604997644370478,0.18532527731320037,7.005026349809302,61849.42030850772,95.67552568214512,0.03381010615883998,20.820264274691358,0.06664787575547756,103.26038109354391,0.07621397977236102,2538.590472336155,43.12122109495563,0.033196645856486115,0.04288558344210029,90.67985425808456,0.014942871690577572
35,435,21.1364,28.2144,10,25.1092,0,121,118,4,135,6,0.99642,20.0335,0.0,0.0,10.39286,11.922,24.43946,0.0,0.0,116.0,33.63083,0.0,0.27,3.481,-1.0,2.277801,0.02680640961063414,0.05515168884919052,352.0944620667408,0.6895651241315324,0.4734321568627451,0.0455487473466455,0.06537893394643043,0.19138394433549302,7.1522644323160804,62069.592656125555,98.17641608406676,0.033408334591713475,21.45534336419753,0.06589794121625323,103.30403052440596,0.07526296870568114,2389.171580378133,42.83110498498987,0.032814316041279615,0.04259361701719004,89.57000665732285,0.01486855564176796
36,436,20.0576,28.2133,9,23.0603,0,121,118,4,134,5,0.99566,19.02458,0.0,0.0,9.71429,12.694,24.24776,0.0,0.0,117.0,33.47848,0.0,0.28,3.2,-1.0,2.525261,0.026428373870947396,0.05482238031167278,350.20832493002837,0.428730265205572,0.4693214705882327,0.045011133113901446,0.06487057813899452,0.1913839443354937,7.33423179251708,61971.97657431044,101.04116637754721,0.03309210309401689,22.32060185185185,0.0651165956627869,103.47440310013631,0.07433515087453282,2155.0246000190527,42.60251118224344,0.03248027168635132,0.04229908246002204,88.73771723779934,0.014812395888078856
37,437,19.2856,28.7155,8,21.66,0,120,118,3,134,5,0.99499,18.276,0.0,0.0,7.78571,13.47,24.24072,0.0,0.0,117.0,33.31793,0.0,0.28,3.53,-1.0,2.73613,0.026195248781162424,0.05555396238470902,348.67324815819103,0.7659165036630293,0.4715396078431372,0.04467640766372222,0.06448531155433858,0.1913839443354937,7.427146111192097,62021.01755183818,104.27472961457302,0.03287864037008812,22.48389274691358,0.06430387937986672,103.6462331317525,0.0734735291390635,1998.162663751413,42.24437101387683,0.03262821937528447,0.0420930634729117,89.95424677190044,0.01477159471496549
38,438,18.9772,28.5275,8,21.5581,0,120,119,3,134,5,0.99837,17.93071,0.0,0.0,8.39286,14.781,24.67793,0.0,0.0,118.0,33.3497,0.0,0.28,3.038,-1.0,3.056621,0.02630684391164096,0.05511445180938204,347.40011268108873,0.5623003174004907,0.47834705882352935,0.04428880712703891,0.06539803104068219,0.19138394433549366,7.531397958862842,61856.30806403582,106.93996283987279,0.03259058829007367,22.46749614197531,0.06360282424310586,103.68763165014488,0.07255144163314087,1930.5254799120148,42.09290831766011,0.03268370942021259,0.0419439884982029,88.9113446008591,0.014727173040914863
39,439,18.7452,28.7698,8,22.5929,0,120,119,3,134,5,0.99422,17.74393,0.0,0.0,10.57143,14.535,24.51705,0.0,0.0,118.0,33.54943,0.0,0.27,3.924,-1.0,3.365589,0.026335395938663887,0.05442296215697456,346.2760413712871,0.3377256067923159,0.4760309803921569,0.044455432562408796,0.06496861873461071,0.19138394433549347,7.5855105365630235,62008.62654022291,108.09449494584668,0.03235005212081239,22.977671682098766,0.06295127528370588,103.74440889665082,0.07180727595893235,1722.0175501105014,42.11790221414448,0.03295924576349094,0.04190245355019836,85.53429677160136,0.014670037524086929
40,440,19.2814,29.632,9,25.1781,0,119,119,3,134,6,0.99317,18.35135,0.0,0.0,9.42857,12.605,24.71724,0.0,0.0,119.0,34.13423,0.0,0.28,3.095,0.3867,3.399825,0.02771670024517558,0.05443077174328073,345.21215300814004,0.5346040456719807,0.48844352941176467,0.04462642015623054,0.06535403760388118,0.19360157037872394,7.576721442611576,61967.47063536168,106.02434523592098,0.032396023854037385,23.554349922839506,0.06246392584493341,103.56378425352727,0.0711397837450793,1669.503250364309,42.48453305091387,0.0331651853011794,0.04183256644002362,85.15140627476363,0.014612754900925324
41,441,20.3171,28.9353,10,25.5221,0,119,119,3,135,6,0.98924,19.31973,0.0,0.0,10.10714,12.377,25.45918,0.0,0.0,119.0,34.42665,0.0,0.27,3.032,-1.0,3.38646,0.028441843374816853,0.05449348534732852,344.25378726183493,0.40693004941726607,0.4966541176470589,0.046101720829619906,0.0653605765202297,0.19360157037872763,7.620239840979646,62405.88235037499,103.83953562651638,0.032826612791065905,24.675443672839506,0.06206653975824406,103.32041110334973,0.07037654515875805,1828.824179663684,43.6539227520978,0.0345586768000689,0.041917537432015914,87.58480630857821,0.014557469789202816
42,442,20.2026,28.8246,10,26.0202,0,119,118,3,135,6,0.99407,19.19084,0.0,0.0,10.75,12.743,24.85729,0.0,0.0,119.0,34.70639,0.0,0.27,2.432,-1.0,3.339081,0.028134441436384463,0.053940609852068944,343.2208320419839,0.5605168838630127,0.5039125490196079,0.04598781235015453,0.06570397916263532,0.19360157037873296,7.584454854491179,62313.0087061587,101.72806773425157,0.032721721509905585,25.067515432098766,0.06181832121453954,103.30734237131628,0.06977499327531475,1859.7711170409766,44.54120023750964,0.03415033154729501,0.04230553641424772,86.07550940463568,0.014520132565503404
43,443,21.4543,29.0902,10,25.0687,0,119,118,3,135,6,0.98904,20.29626,0.0,0.0,8.46429,11.327,24.76531,0.0,0.0,118.0,34.66686,0.0,0.28,2.289,-1.0,3.335126,0.02800714938660693,0.0540674893508123,341.99583722485494,0.5462815404705719,0.4978533333333333,0.04569251163966784,0.06616656998669034,0.19966023740102068,7.584170499679571,62311.783084356,101.70320668433736,0.03285400381890799,24.897665895061728,0.061754169154529234,103.0289684341672,0.06907050687199576,2460.1978758392393,44.98068689416956,0.03375316227091948,0.0421150524065887,90.4650744272614,0.014481047378130196
44,444,21.1941,30.4962,10,23.5987,0,119,118,3,135,7,0.99037,20.05543,0.0,0.0,11.39286,10.765,24.98913,0.0,0.0,118.0,34.90207,0.0,0.28,2.8,-1.0,3.308316,0.027767934986484978,0.05443008094545041,340.5414735804337,0.5718376000532283,0.4979788235294117,0.04659597610618182,0.06586994581335344,0.19360157037872613,7.540801396376149,62407.876583296806,101.27404094287508,0.03264201327870489,24.858458719135804,0.061580553761191266,103.12978450155462,0.06881686120374557,2299.914662171285,45.014780491958426,0.03375296580500036,0.041987850634721706,89.60403575104269,0.014412267829066851
