,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.6,blur,cubrow.1.0,cubcol.1.0,cubrow.0.3,noise,staticness,color_fulness,contrast,saturation,cubcol.0.5,temporal,fft,blockiness,uhdhdsim,cubcol.0,tone,cubcol.0.3,cubrow.0.6,cubrow.0,cubrow.0.5,movement
10,210,33.7839,5.86871,24,8.00596,0,109,118,6,139,6,0.98603,34.5325,0.0,0.0,3.85714,8.3,5.39202,0.0,0.0,120.0,42.32473,0.0,0.4,2.889,-1.0,1.032874,0.10818322772416648,7404.877050859982,0.1034920083901107,0.07639372426166652,0.07376614324628177,0.33754538236430576,590.7084200428321,66.06717016770769,87.63439522030653,57.111028977382325,0.09218162451265081,3.700249416365437,63493.84088772559,1.408704045324915,100.43029563041367,0.07487291384154635,0.6285949019607843,0.07645522368610383,0.12957058282081663,0.10386093543856617,0.08895893914433657,2.2959587191358026
11,211,33.5425,5.70489,24,7.9204,0,109,118,6,139,6,0.99082,34.29341,0.0,0.0,3.17857,8.281,5.03631,0.0,0.0,121.0,42.41463,0.0,0.4,3.008,-1.0,1.018871,0.10866632819965637,7276.499820973303,0.1026183578142895,0.07610180380026582,0.0736775048322583,0.3375453823643056,591.6177643013699,66.50103707628844,90.27716784624828,57.350297715928825,0.09038653936524256,3.6538136205566687,63544.028416679444,1.7401984235680379,100.47286546656254,0.07547925480573227,0.6313129411764705,0.07657786057252973,0.1297402988622916,0.10488217465531445,0.09011228457472717,2.3620756172839505
12,212,33.6911,5.47761,24,7.2012,0,109,118,6,139,6,0.99473,34.44644,0.0,0.0,3.75,8.278,4.90474,0.0,0.0,120.0,42.46363,0.0,0.4,2.542,-1.0,1.008284,0.10840931517491097,7374.512018534593,0.10239926293257787,0.07551273298070567,0.07365537907096924,0.3375453823643059,592.3928233241319,66.72509232687402,90.39927173942841,57.2897615785952,0.08906721384275453,3.5914117012636204,63557.266538771124,1.366360743200334,100.45727322431155,0.07766285055369834,0.6330372549019607,0.07657182628767167,0.1299125402914071,0.10632709301662284,0.09145137353133777,2.296826774691358
13,213,33.6578,5.47944,24,7.35212,0,109,118,6,139,6,1.00073,34.44285,0.0,0.0,4.07143,8.294,4.69758,0.0,0.0,119.0,42.50486,0.0,0.39,2.952,-1.0,0.976219,0.10814647962007114,7342.688011987562,0.10273056002014505,0.07484713597565416,0.07346705912581619,0.3375453823643059,593.0882335219588,67.00411144303752,94.16962946286444,57.56181561505353,0.0881619784944686,3.631612233407836,63537.66388946494,1.2898174992714901,100.44663925717542,0.0803546254189438,0.6342333333333334,0.07642485121704572,0.12982378133684372,0.10753294947741336,0.09239528748141662,1.9985532407407407
14,214,33.5676,5.54774,24,7.14003,0,109,118,6,139,6,1.00535,34.38869,0.0,0.0,4.03571,8.286,4.7041,0.0,0.0,118.0,42.52703,0.0,0.39,2.58,-1.0,1.042388,0.1079030268505165,7283.20340632716,0.10295583542504776,0.0744068972429882,0.07330374574941043,0.33976300840753404,593.704815723414,67.15726360147009,93.52134261594725,57.32997658811969,0.08710671211534314,3.6406873736245378,63552.59131244838,1.2213288006852698,100.42588520336088,0.08114792030979909,0.6351976470588235,0.07651126291877736,0.1294653955608733,0.10833345795762289,0.0929581183058321,2.052613811728395
15,215,33.6704,5.33526,24,7.08747,0,109,118,6,139,6,0.99817,34.47911,0.0,0.0,3.92857,8.239,4.76993,0.0,0.0,118.0,42.53456,0.0,0.4,2.621,-1.0,1.000072,0.10735912260976352,7347.6155620455975,0.10397808449608022,0.07452877296146167,0.07321802511787688,0.33754538236430615,594.1983999557859,67.2732079985322,91.51816092155912,57.443999302240066,0.086364969524196,3.607401874365956,63499.63958624186,1.0634969658359408,100.44450342330079,0.08114536525877965,0.6340211764705882,0.07680255398657503,0.1288984508160554,0.10857736410192236,0.09356835268454328,3.2581983024691357
16,216,33.6677,5.22105,24,7.0613,0,109,118,6,139,6,0.99721,34.46774,0.0,0.0,5.28571,8.188,4.5817,0.0,0.0,118.0,42.51565,0.0,0.4,2.441,0.31353,1.04223,0.10684724915559066,7352.435625843642,0.10494743853172478,0.07473663376010735,0.07317401788951272,0.3375453823643049,594.6054580984794,67.28807979707649,90.97301040000241,57.46824947404273,0.08568658852925473,3.6149885255155447,63483.16765226584,1.4354864876321298,100.45524380017726,0.08085306346409857,0.6349376470588235,0.07686235944941755,0.12852898224185072,0.10883421469925285,0.09444408259276658,3.150077160493827
17,217,33.8282,5.44965,24,7.21253,0,109,118,6,139,6,1.00141,34.61771,0.0,0.0,6.32143,8.189,4.48389,0.0,0.0,118.0,42.52777,0.0,0.39,2.109,-1.0,1.034549,0.10605843490111569,7445.092194378501,0.1053110398257523,0.07469512577973424,0.07316660853812683,0.3375453823643057,594.947925834522,67.31799288536729,90.51987690097087,57.560130178192516,0.08507273229797072,3.584327937620007,63509.433459760374,1.0366740001940786,100.42663723253143,0.08163423874632561,0.6355094117647059,0.07714437755573286,0.1286170779891621,0.10922332452070274,0.09548893729105577,2.9955150462962963
18,218,33.7592,5.37934,24,7.07448,0,110,118,6,139,6,1.00102,34.56952,0.0,0.0,5.17857,8.292,4.68759,0.0,0.0,118.0,42.50034,0.0,0.4,2.143,-1.0,1.015824,0.10547666836023932,7407.640630813803,0.1053005289521953,0.07431980010530814,0.07313098599396815,0.33754538236430526,595.2422171613833,67.44622400123251,91.38919580980573,57.491138411156925,0.08500822237424899,3.5812835303194075,63472.11759032658,1.4434221300019419,100.42703997505397,0.08271763876352314,0.636438431372549,0.07759597805483606,0.12872033857726314,0.10966149541342651,0.09643420623984283,2.9613233024691357
19,219,33.5439,5.22862,24,7.36068,0,109,118,6,139,6,0.99423,34.40162,0.0,0.0,4.35714,8.314,4.63593,0.0,0.0,119.0,42.48863,0.0,0.39,2.261,-1.0,1.038134,0.10463549306783697,7286.330395443098,0.10547459480141708,0.0738831466235302,0.0731422339092051,0.33976300840752954,595.5061346874227,67.54412063783815,89.89694101513811,57.61449988094377,0.08478201522654798,3.5529268621168435,63437.795033711016,1.4170562187328268,100.46005458356184,0.08317045355423541,0.6369870588235295,0.07861624080405512,0.1290813256194848,0.10990132795074416,0.09743338308010865,2.8306809413580245
20,220,33.604,5.24332,24,7.2546,0,109,118,6,139,6,0.99133,34.43553,0.0,0.0,3.60714,8.279,4.48937,0.0,0.0,120.0,42.47684,0.0,0.39,2.308,-1.0,1.016581,0.10395912628455727,7354.57775463766,0.10569760468823095,0.0732919559823535,0.07323790093019875,0.3375453823643066,595.7024581968232,67.65283616609415,94.2406472917759,57.578456360616805,0.08476878877446503,3.6365019251041253,63372.060439513596,1.3990913490861507,100.45860579843816,0.08271153672509896,0.6376827450980392,0.07872919883209167,0.12897215332018416,0.11000554458464949,0.09840210105682858,4.098668981481482
21,221,33.6211,5.02166,24,7.47843,0,109,118,6,139,6,0.99477,34.46379,0.0,0.0,3.35714,8.273,4.50586,0.0,0.0,120.0,42.46877,0.0,0.39,2.325,-1.0,1.042013,0.10331209576452842,7395.5072347407,0.10579286822840121,0.07287103461564294,0.07318484729706576,0.33754538236430975,595.8430864743485,67.64694351522503,91.44649592964744,57.40652880256558,0.08481997599028845,3.6437204415434232,63383.014932851824,1.2249141549021543,100.44545148575635,0.08220875896534724,0.6392364705882352,0.07931888577548252,0.12906394220818923,0.1101522027488155,0.09963394932084377,4.356433256172839
22,222,33.5692,5.40339,24,6.99907,0,109,118,6,139,6,0.99735,34.40165,0.0,0.0,3.32143,8.279,4.31579,0.0,0.0,119.0,42.43841,0.0,0.39,2.18,-1.0,1.045241,0.1032304361971752,7374.571056127111,0.10528168400623317,0.07250240440337717,0.07305902498592518,0.33754538236430837,595.943031658991,67.75473685798161,87.43783632003816,57.57858257529176,0.0849649919393874,3.4761871575137877,63357.996629047215,1.2159001412467716,100.46192389555726,0.0818392872153947,0.6395623529411765,0.07927809317070407,0.1292773349274471,0.1099436192440315,0.10051919599102786,4.357301311728395
23,223,33.5999,5.39923,24,7.57748,0,109,118,6,139,6,0.99578,34.40339,0.0,0.0,4.5,8.311,4.64048,0.0,0.0,121.0,42.44687,0.0,0.4,2.199,-1.0,1.060787,0.10315057465355702,7375.59079941404,0.10500718786317194,0.07219604349476837,0.07290942611340462,0.33754538236431114,596.0155131754321,67.7997819890031,89.86617795537184,57.5541658754702,0.08494326135508083,3.6027940635429623,63369.488582718426,1.4857247926690358,100.45090869010268,0.08161061994529523,0.6415666666666666,0.07921012880548617,0.12942559788673808,0.10998392133816075,0.10147877408614259,4.344955632716049
24,224,33.6275,5.14378,24,7.34123,0,109,118,6,139,6,0.99421,34.42239,0.0,0.0,3.53571,8.304,4.63645,0.0,0.0,120.0,42.37885,0.0,0.39,2.332,0.34542,1.033567,0.1029481907153017,7414.313403283607,0.10493410930573646,0.07218852797119472,0.07296788251675576,0.33976300840753376,596.0232503897671,67.77400946279819,88.1923178360477,57.59698222595968,0.08483519132177451,3.556817742005581,63303.87482117417,1.5300925638743257,100.43553094726279,0.08082063951016313,0.641439843137254,0.07907282220362039,0.129806581330884,0.11019785522590961,0.10233305863425997,4.212143132716049
25,225,33.763,5.65389,24,6.99316,0,109,118,6,139,6,0.99713,34.53748,0.0,0.0,3.39286,8.28,4.41743,0.0,0.0,121.0,42.43718,0.0,0.4,2.505,-1.0,1.039104,0.1026439394990415,7482.248992170533,0.10489864110455607,0.07221182844054597,0.07306910718681443,0.3397630084075369,596.0524447551841,67.83048602012809,92.05179597630102,57.70150982892071,0.08525365158666887,3.485072194684135,63306.657071150126,1.3122118417163042,100.41914563785261,0.08015950550781854,0.6420341176470588,0.07898864403773932,0.13043704094311054,0.11049590000148513,0.10259843984581511,5.1304494598765435
26,226,33.8306,5.72796,24,7.70662,0,109,118,6,139,6,0.99504,34.62611,0.0,0.0,3.0,8.256,4.85713,0.0,0.0,122.0,42.48127,0.0,0.4,2.847,-1.0,0.994057,0.10232428965587811,7554.093036059264,0.10491101627259082,0.07193957593077895,0.07315139282245244,0.3397630084075358,596.0748650523216,67.81343182216966,91.71597813571542,57.6858290684076,0.08578876266210816,3.564516905240725,63324.92537024915,1.1866503162226476,100.39975848595722,0.07969089821618616,0.643110980392157,0.07894882189705953,0.13109367241080305,0.11050950360562739,0.10302709166842901,4.747010030864198
27,227,33.8566,5.88114,24,7.57601,0,109,118,6,139,6,0.99176,34.65852,0.0,0.0,4.07143,8.241,4.91542,0.0,0.0,122.0,42.53427,0.0,0.39,2.536,-1.0,1.071443,0.10185612315568579,7576.313763357944,0.104964631747587,0.07160543103722622,0.07319175801249796,0.33976300840753465,596.0720998424804,67.70548373764018,91.6885441652658,57.70513105981144,0.08632808004451471,3.6208983508987314,63328.950824771026,1.232921671932706,100.39758731830277,0.07930968820141898,0.6444360784313725,0.07890974430297777,0.13195449522103422,0.11071820291432545,0.10345158862937472,4.669270833333333
28,228,33.8368,6.10951,24,8.2851,0,109,118,6,139,6,0.99616,34.62518,0.0,0.0,4.92857,8.285,5.05008,0.0,0.0,121.0,42.53856,0.0,0.39,2.94,-1.0,1.072826,0.1013635616347954,7562.751560124229,0.10497623079397735,0.07128885995509993,0.07321333213859518,0.3375453823643144,596.0968980776992,67.79532907906459,88.27469221530504,57.67669376326195,0.0864485691815101,3.684090065623466,63288.072654391275,1.226372328830992,100.39189469934108,0.07897375898377376,0.6450648627450932,0.07877102326778707,0.1325680157244271,0.11090872747526814,0.10387673263233063,4.570891203703703
29,229,34.1727,6.44652,24,8.52963,0,110,118,6,138,6,0.99387,34.99737,0.0,0.0,3.39286,8.262,5.28975,0.0,0.0,122.0,42.77904,0.0,0.4,2.89,-1.0,0.982786,0.10102484590255935,7831.694446044359,0.10511408583098146,0.07097066544583039,0.07335838182911979,0.33976300840753626,595.7240757581345,67.42948554404173,89.36240624303632,57.38201847782841,0.086344728725406,3.9376253531878707,63301.34398428768,1.3792567397159403,100.31846350837765,0.07889905824650051,0.6502556862745097,0.07903720170260975,0.13283085945382905,0.11107890407743064,0.10431528781332099,4.849392361111111
30,230,34.592,6.6983,25,8.82162,0,110,118,6,138,6,0.99336,35.44915,0.0,0.0,5.57143,8.206,5.5729,0.0,0.0,121.0,43.02142,0.0,0.4,3.061,-1.0,0.943003,0.10067368038700863,8131.002822511573,0.10549758120432429,0.07080779031362341,0.07350438313154385,0.3419806344507655,595.0522232350377,67.31109903710961,92.09197747407303,56.83442160523968,0.08629106198864638,3.9230120609553616,63321.622963700305,1.1733588703841897,100.22277301568606,0.07844963606022466,0.654458431372549,0.08116541885334608,0.13289666577520928,0.11162087857569561,0.10476263666761546,6.424768518518518
31,231,34.7254,6.7142,25,8.79518,0,110,118,6,138,6,0.99355,35.5896,0.0,0.0,5.92857,8.158,5.75274,0.0,0.0,121.0,43.08511,0.0,0.39,2.868,-1.0,0.955177,0.10026546726498982,8188.884280137893,0.10599045292826191,0.07068883775344897,0.07360209324864385,0.34582167542981973,594.4489472727857,67.41667520628859,91.94859658342997,56.79344930766541,0.08624421576101726,3.7696996496825674,63327.17084340483,1.7306478442644808,100.21451771217531,0.07805035270370578,0.6557650980392158,0.08125915986410667,0.1328927349970639,0.11197803953579123,0.1050717800696826,6.706114969135802
32,232,34.4851,6.63698,25,8.64793,0,110,118,6,138,6,0.99744,35.39308,0.0,0.0,6.60714,8.242,5.76317,0.0,0.0,121.0,43.03162,0.0,0.39,3.157,0.30684,0.966352,0.10009978304916774,8003.290280024705,0.10646755488939873,0.07047126716871015,0.0736387630982697,0.34198063445076304,593.6593233184086,67.35275694062581,87.38336862542758,57.71549987792969,0.0863186154745588,4.127859344596872,63365.03633459224,1.5228442692771451,100.23610313005021,0.0777930661592987,0.6557368627450981,0.08176632458134761,0.1328537231073982,0.11232861211460496,0.10541526963509276,6.615981867283951
33,233,34.2612,6.4793,24,9.38655,0,110,116,6,138,6,0.9999,35.13174,0.0,0.0,5.67857,8.223,5.71762,0.0,0.0,121.0,42.62027,0.0,0.4,3.266,-1.0,0.960096,0.09988219503699206,7766.553928231629,0.1069829179284166,0.0702437364918112,0.07374095844369784,0.33976300840753354,592.1454586991683,68.29606211683303,94.27303687723443,61.12240920832128,0.08633919758190704,4.746916623645455,63223.035786019675,1.6609523486060003,100.27031044203824,0.07753110449142943,0.650458431372549,0.08133117424568528,0.13281033815714924,0.11276715746700759,0.10561433927068388,7.322096836419753
34,234,34.167,6.45513,24,7.98088,0,110,116,6,139,6,0.9977,35.05584,0.0,0.0,5.75,8.17,5.56501,0.0,0.0,121.0,42.59178,0.0,0.4,3.365,-1.0,0.995991,0.09977163606851075,7676.829737525586,0.10724432414186083,0.0700658629659378,0.07524944311760512,0.33754538236430687,590.7705035650456,68.29530751330262,95.78830019330364,61.209684395495756,0.08626224155915974,3.5140695404448534,63415.201150022454,1.532786926580318,100.28599266547553,0.07748348036671046,0.6500587254901922,0.0811341320163609,0.13282411249123635,0.11345788341274178,0.10581428771217546,7.262586805555555
35,235,34.2381,6.66071,24,8.41206,0,110,116,6,139,6,0.9967,35.11184,0.0,0.0,4.78571,8.168,5.54293,0.0,0.0,122.0,42.54747,0.0,0.4,3.399,-1.0,1.026981,0.09967477871768701,7722.741730295584,0.1074459792759001,0.06998964621717826,0.0752359547001702,0.3397630084075312,589.5316140682359,68.38495184836162,88.81373794019893,61.21090057749807,0.08627343932292601,3.509711527523315,63330.09942752711,1.731076377012078,100.28606193096108,0.07701823322663502,0.6502203921568627,0.08088936632560516,0.13283734371339764,0.11403551635494033,0.10604813657053842,7.565827546296297
36,236,34.3531,6.89509,24,8.2735,0,110,116,6,139,6,0.9922,35.23402,0.0,0.0,4.92857,8.121,5.71987,0.0,0.0,122.0,42.42239,0.0,0.4,3.13,-1.0,1.002929,0.09971994549128574,7769.9781093990805,0.10765861629124467,0.06991830029970109,0.07597574332254851,0.3397630084075327,588.3975362287364,68.39640301180978,89.23917887062179,61.305187649197045,0.08635870089826486,3.552321957156226,63256.32516801011,1.5924572491287377,100.27263566664902,0.07669700896080105,0.6470192156862745,0.08061757089763721,0.13281066929309446,0.11462377246816224,0.10634005251978432,7.221643518518518
37,237,34.3693,6.88246,25,8.1991,0,110,116,6,139,6,0.99293,35.27946,0.0,0.0,7.14286,8.104,5.91732,0.0,0.0,122.0,42.29172,0.0,0.4,3.119,-1.0,0.969414,0.09963612556466671,7763.109182681479,0.10794648223846465,0.07006949083552938,0.07575886911667908,0.3397630084075342,587.385662582523,68.45931621795883,89.18089274318075,61.26073973855854,0.08649515351184195,3.6316730300115925,63439.855671211626,1.7389039834363111,100.27317346403169,0.07636834620697515,0.6453901960784314,0.08028623311680068,0.1328417609671798,0.11508134599701988,0.10664307962263159,6.915943287037037
38,238,34.3167,6.94248,25,8.46969,0,110,116,6,139,6,0.99711,35.23836,0.0,0.0,3.57143,8.142,5.90593,0.0,0.0,122.0,42.16465,0.0,0.4,3.188,-1.0,0.954102,0.09965409827543241,7780.243267573304,0.10838126232760772,0.07020181829514623,0.07576733872171601,0.33976300840753487,586.4703186152209,68.44861631465486,89.85461913641558,61.23435578522859,0.08649637954422965,3.6461994966036793,63359.38732255018,1.642313849107848,100.2690930084112,0.07598581012441832,0.64292,0.0799301115301892,0.13283414925862055,0.11527959934728862,0.10694389891393612,6.561535493827161
39,239,34.4336,7.04383,25,8.45714,0,110,116,6,139,6,1.00141,35.35864,0.0,0.0,4.75,8.138,5.95972,0.0,0.0,122.0,42.02392,0.0,0.4,2.784,-1.0,0.989413,0.09974435892403831,7880.161219571459,0.1086786663020685,0.07027141945244693,0.07600424986880346,0.3397630084075347,585.611236690926,68.50330952959916,92.35076072007358,61.239207326630016,0.08653406161597414,3.687881336214602,63426.17015963699,1.6100422972926711,100.24901396531459,0.0757249682015271,0.6373247450980392,0.07964080634994274,0.13281037293829084,0.11537834110265931,0.10718734249597663,6.374662422839506
40,240,34.2057,7.15546,25,9.18516,0,110,116,6,139,6,1.0029,35.17268,0.0,0.0,3.5,8.113,6.04734,0.0,0.0,122.0,41.94736,0.0,0.4,2.917,0.32497,0.987098,0.0998527127155729,7719.986191695001,0.10874004937112276,0.07027906617682494,0.07630202961213982,0.3397630084075353,584.8346085113347,68.54939774696321,89.06044122535249,61.40967870641638,0.08649918227086793,3.751083991133642,63369.86219954476,1.7901128038389182,100.28587113291601,0.07530513270743901,0.6368416078431371,0.07933179984082789,0.13275499954553774,0.11529168448635911,0.1074288892853462,6.584876543209877
41,241,34.3859,7.30889,25,9.02413,0,110,116,6,139,6,1.00393,35.35842,0.0,0.0,3.96429,8.056,6.153,0.0,0.0,122.0,41.89944,0.0,0.39,2.752,-1.0,0.932013,0.0999758970625159,7834.24335852283,0.10880571747266903,0.07053174017015532,0.07637322465417987,0.3397630084075356,584.1379867341136,68.53878206991236,92.2405141616531,61.16727984393084,0.08657038954277031,3.77234079495775,63441.90772934429,1.682402880004453,100.2565737154522,0.07532555827605053,0.6389239215686274,0.07895211842972367,0.13260609841913248,0.11527259443010437,0.10780620398277477,5.743007330246914
42,242,34.2904,7.44888,25,9.43878,0,110,116,6,139,6,1.00732,35.27972,0.0,0.0,4.5,8.127,6.28638,0.0,0.0,122.0,41.95234,0.0,0.4,2.683,-1.0,0.925785,0.10007952965004661,7751.566561739402,0.1089039653583465,0.07097890877767504,0.07645699370872461,0.3397630084075341,583.5098686684123,68.65820387258688,87.40002679881056,61.39518775468991,0.08651615793323973,3.80504617772361,63447.138699379764,1.6934641848800578,100.26389949791073,0.07524876589010239,0.6402850980392156,0.07862454505436324,0.13246866714033714,0.11529509742220208,0.10806412193277815,5.8373842592592595
43,243,34.3257,8.70422,25,8.96438,0,110,116,6,139,6,0.99968,35.32452,0.0,0.0,5.39286,8.186,6.4017,0.0,0.0,123.0,42.02532,0.0,0.39,2.547,-1.0,0.956435,0.10009473300857762,7809.415961267004,0.1088889635292745,0.07118587508294007,0.07639985561217455,0.3397630084075339,582.9322511800108,68.79326381456148,89.31842996228242,61.30712024076486,0.08659374440203696,3.8665812944558406,63356.78211608195,1.3247710283279188,100.23924741296383,0.07517512200470076,0.6432490196078431,0.07829660070082817,0.13229029097760048,0.11546478088940536,0.10822885228023277,6.099537037037037
44,244,34.1568,9.13677,25,9.26868,0,110,116,6,139,6,0.99496,35.1876,0.0,0.0,4.17857,8.114,7.51645,0.0,0.0,122.0,41.89734,0.0,0.39,2.524,-1.0,0.977275,0.10024560964676764,7691.695080716268,0.1087915891154526,0.07099628855407174,0.07608692531574657,0.3397630084075353,582.330468607765,68.95097849664612,88.8122736070473,61.33106335298515,0.08660845226592594,3.8797486418809344,63351.3919436047,1.5113611435283991,100.27259531565659,0.07477529671122697,0.6407945098039215,0.07799864778007035,0.1321390711223371,0.11541884243143788,0.10840653625105526,6.3296682098765435
