,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,tone,temporal,uhdhdsim,blur,color_fulness,cubrow.0,cubcol.0,cubcol.0.6,saturation,cubrow.1.0,staticness,cubcol.1.0,contrast,blockiness,cubrow.0.6,noise,fft,cubcol.0.3,cubrow.0.3,cubcol.0.5,cubrow.0.5
17,217,52.6284,21.0174,36,21.1932,0,117,113,15,137,17,1.00028,50.10049,0.0,0.0,5.28571,5.423,18.01075,0.0,0.0,121.0,28.78614,5e-05,0.47,1.668,-1.0,0.520019,9.968219521604938,0.43304833333333326,4.793704779914519,95.6839547588625,23811.700139923367,83.03379570572939,0.2538044345219606,0.08235230297903905,0.07691497650471846,62.108554604612756,0.079930753251299,486.2894959783449,0.0953412965853411,84.90966441911776,0.9558125331246887,0.0872576050551724,0.38720314075744394,67403.61630979262,0.1264073426139476,0.19764257290315446,0.07611862260093782,0.10133036685682062
18,218,52.4056,21.5417,36,21.5664,0,117,113,16,137,17,1.00024,49.97554,0.0,0.0,3.89286,5.422,18.04788,0.0,0.0,121.0,28.92943,2e-05,0.48,1.793,-1.0,0.512601,9.750144675925926,0.4345392156862745,4.843998384047026,95.65988106994125,23756.24022475463,83.59600949770291,0.25400557641649824,0.08260115621429867,0.07789644776024175,62.02158779568142,0.07906282426799417,484.23531483013863,0.09560694404833406,87.83651876389104,1.1676098662712608,0.08731761955237527,0.3872031407574477,67437.03417314519,0.12627028774492638,0.19818924320360404,0.07656432428313681,0.10055216229095651
19,219,52.0046,21.7692,36,22.1468,0,117,113,15,137,17,1.00168,49.62634,0.0,0.0,4.60714,5.401,18.49752,0.0,0.0,122.0,28.93267,6e-05,0.48,1.652,-1.0,0.49557,9.617091049382717,0.43654666666666675,4.859615824917869,95.70820871085736,23295.294167540604,84.08284486231787,0.2542737570292814,0.0828712498046925,0.07741732891280372,61.95482060938705,0.07832338313197124,482.52900151155103,0.09506336080117056,86.52721725348289,1.4256643748356368,0.08744746410447693,0.38720314075745027,67114.83187958098,0.12613118093934098,0.19879831346237142,0.07662035531105808,0.1000604478361425
20,220,51.8624,21.5464,36,21.9583,0,117,113,15,137,17,0.99864,49.47069,0.0,0.0,3.53571,5.413,18.69645,0.0,0.0,121.0,28.85279,4e-05,0.47,1.805,-1.0,0.488361,10.704668209876543,0.43551752941176075,4.915719315903514,95.74004891469541,23192.677397740597,84.67597959685875,0.25478087659225973,0.08303159774190101,0.07742360671434712,62.00312145845389,0.07775043278066814,481.03340903545904,0.09408900247199531,91.93517228638794,1.4623381993385494,0.08775850692347706,0.3872031407574456,66931.93013304926,0.12598691855361674,0.19928502659381586,0.07640160243489154,0.09964733183577631
21,221,52.0869,21.3278,36,22.4043,0,117,113,15,137,17,0.99891,49.61506,0.0,0.0,4.89286,5.43,18.50496,0.0,0.0,121.0,28.79626,2e-05,0.47,1.574,-1.0,0.525158,10.673514660493828,0.436063137254902,4.8216069102547605,95.70458673080546,23512.568723265053,85.2918109585349,0.25516892382363837,0.0831349125989931,0.0770635228242404,61.99207409517265,0.07711635596060512,479.7289191055784,0.09335323515193414,89.89903965622997,1.6054162914250047,0.08769676870006399,0.3872031407574464,66961.64655435529,0.1259718518236455,0.19952344346272718,0.07637970567217274,0.09873464293874616
22,222,52.3259,21.446,36,21.0866,0,117,113,15,137,17,1.00087,49.79853,0.0,0.0,5.25,5.435,18.31423,0.0,0.0,122.0,28.76575,6e-05,0.48,1.685,-1.0,0.510515,10.305217978395062,0.43796984313725495,4.823097432150897,95.67834993611241,23583.013682121386,85.30944661004989,0.25551658036328284,0.0832457413910693,0.0772518841842747,62.02410436559607,0.07679466524723971,478.54091116922416,0.09330163931845696,89.64887356866463,1.2059895112890637,0.08772084246461778,0.3872031407574466,66907.40709566131,0.12595949335881781,0.1998713987334069,0.0766569980646949,0.09790440069471015
23,223,52.6476,21.1029,36,21.5371,0,117,113,15,137,17,1.00091,50.03018,0.0,0.0,4.03571,5.48,18.41634,0.0,0.0,122.0,28.83446,5e-05,0.48,1.658,-1.0,0.533085,10.115258487654321,0.43910292156862746,4.981082864532934,95.63373621947143,23967.93118171902,85.03087030761094,0.25566963319887903,0.08336216428059338,0.0784250053647409,61.93465715573158,0.07678009309265875,477.3243829923598,0.09378884237630099,89.38226184425724,1.2034086543865445,0.08764006954329426,0.3872031407574443,67014.07464388457,0.12588130335764317,0.20035457462591327,0.07700847801515465,0.09727569777259176
24,224,52.6893,21.591,36,20.087,0,117,113,15,137,17,0.9992,50.04748,0.0,0.0,3.96429,5.416,18.11827,0.0,0.0,123.0,28.67472,7e-05,0.48,1.686,0.23341,0.503687,10.330391589506172,0.4395712352941175,4.79639043527127,95.63089612667258,23992.80852335089,84.71997457373736,0.2555920238510788,0.08350676907480843,0.08082709498938934,61.83978214970342,0.07686517455107501,476.1923978986223,0.09415516394182719,89.68699581846874,1.5809938881222727,0.08746077293945806,0.38720314075744905,66937.83382795536,0.12577513818441063,0.20072062495738036,0.07695030726050683,0.09670807035029302
25,225,52.4609,22.0231,36,22.3933,0,117,113,15,137,17,0.99986,49.83754,0.0,0.0,3.53571,5.281,18.5373,0.0,0.0,123.0,28.57455,3e-05,0.48,1.475,-1.0,0.503478,10.85841049382716,0.4372886274509804,4.866021544343005,95.68237182619988,23792.895171177406,84.85402517925681,0.25573723498972767,0.08356077013806608,0.08103070416226994,61.77618634259259,0.07764220624741114,475.1294513420101,0.09432582906932399,87.17182257144026,1.213558428280045,0.08770757987014269,0.3872031407574484,66977.79947800204,0.12576392560682145,0.2007009164701089,0.07701481389067685,0.09610170515095062
26,226,52.4985,22.0449,35,23.3571,0,117,113,14,137,17,0.99978,49.82467,0.0,0.0,4.10714,5.155,18.90701,0.0,0.0,124.0,28.35308,4e-05,0.48,1.477,-1.0,0.526568,11.068913966049383,0.43212474509803905,4.860838120641573,95.67153661834404,24239.758236039608,84.39683912736548,0.25568801136565794,0.08359544561699343,0.0817156435489903,61.74267352068866,0.07822095283381729,474.0467741170918,0.09438603222274795,88.91730902643991,1.224580809361764,0.08820734742846566,0.3872031407574465,66969.299837648,0.12579788667721034,0.20084448969832466,0.07812437206304364,0.0955424274552327
27,227,51.8685,22.1787,35,22.3279,0,117,113,14,137,17,1.00016,49.26717,0.0,0.0,3.35714,5.235,18.92973,0.0,0.0,124.0,28.1524,5e-05,0.48,1.548,-1.0,0.525354,11.104118441358025,0.4330678431372549,4.888695759153544,95.73691078805494,23376.154581118477,84.0036777576627,0.25561705526535283,0.08368659095625615,0.08061852106042286,61.60051755551939,0.07894259332047278,472.9798990779875,0.09444398344210683,89.91276168048626,1.0851261679456883,0.0887115877943288,0.3849855147142232,66901.7156097528,0.12569562236590553,0.20099129738439722,0.07789702465806907,0.0949950402529562
28,228,51.4043,22.4273,35,22.4197,0,117,114,15,137,16,1.0003,48.87785,0.0,0.0,4.32143,5.225,19.04188,0.0,0.0,124.0,28.21496,2e-05,0.48,1.653,-1.0,0.482072,11.512152777777779,0.4338917647058824,4.999233898356152,95.81604730736055,22862.062008757108,83.8183811711433,0.2558020225237656,0.08373406613427302,0.07978939390350477,61.40485297309027,0.07919181531914607,472.04742361505953,0.09451500014077141,88.89107221327103,1.2517703182934607,0.08929732190334544,0.3872031407574481,66899.29340061714,0.1255701330247576,0.20123957008180735,0.07788985674978614,0.09479187814939306
29,229,51.0237,22.8037,35,22.9762,0,117,114,15,137,16,1.00144,48.61238,0.0,0.0,3.17857,5.281,19.25144,0.0,0.0,125.0,28.33606,2e-05,0.48,1.657,-1.0,0.459611,11.906876929012345,0.43364549019607845,5.107521872164614,95.87265970670232,22247.41877190627,83.88600608165876,0.25576523003128493,0.08372718598108113,0.07930185011575183,61.28751552252122,0.07974456782806356,471.10212635568445,0.09430464000065944,88.043493686554,1.0844500131212453,0.08953537140711267,0.3872031407574541,66846.09112611468,0.12536774602034612,0.2013863519031723,0.07757877125743576,0.09455512277509587
30,230,50.6981,23.0851,35,23.673,0,117,114,15,137,16,1.00211,48.37896,0.0,0.0,5.14286,5.217,19.57449,0.0,0.0,125.0,28.59782,5e-05,0.49,1.638,-1.0,0.485223,12.020158179012345,0.4369207843137255,5.066608605600563,95.92326602196819,21782.236934556404,83.86727214541645,0.2556270303652483,0.08376216313082394,0.07879295459270587,61.12444296000916,0.08009804747748407,470.0975301992402,0.094520493142369,88.21755379505434,1.3184662977914612,0.0897894230847104,0.39326180777974074,66863.66448606718,0.1251875987544933,0.20135698402316918,0.07825155251006893,0.09439761709461364
31,231,50.5621,23.2365,35,24.2968,0,117,114,15,137,16,0.99887,48.29795,0.0,0.0,4.42857,5.207,19.81644,0.0,0.0,126.0,28.9067,1e-05,0.48,1.503,-1.0,0.457808,11.914978780864198,0.4404649607843135,5.256898576051177,95.95511900476738,21589.0806347715,83.88141886730119,0.2555455648744412,0.08378802934884251,0.07861924138200019,61.03199843418451,0.07963796692458455,469.0840990898905,0.09479689606693432,86.71910057390923,1.2330812373566093,0.0900017922486758,0.3993204748020365,66845.70422154549,0.1251075161955716,0.20121970486291196,0.08007469383545099,0.09427232587445096
32,232,50.6799,23.1067,35,24.6858,0,117,114,15,137,16,0.99635,48.40043,0.0,0.0,2.96429,5.223,19.94504,0.0,0.0,126.0,29.21385,8e-05,0.47,1.612,0.22171,0.431558,11.88208912037037,0.44402274509803924,5.1691279668583565,95.96610543326797,21626.277451667902,84.19005345004308,0.2553214315217111,0.08385084688113048,0.07864056252595109,60.902573950496716,0.08067132928950496,468.05319167729914,0.09510644054797185,89.87782399314028,1.3750704374990073,0.09015267226242411,0.3993204748020381,66861.45953544781,0.12499944471604565,0.20110942831216072,0.07995091632209994,0.09411106786107223
33,233,50.884,22.6205,35,23.6118,0,117,114,15,137,16,1.00097,48.54593,0.0,0.0,4.57143,5.206,19.8408,0.0,0.0,127.0,29.3788,4e-05,0.48,1.682,-1.0,0.452195,12.366608796296296,0.44800117647058835,5.0475603082664025,95.97095227721144,21824.072489151735,84.19055780828577,0.2551045970623345,0.08390475149812184,0.07831543979434907,60.89808654785156,0.08086735526522053,466.96898606004106,0.09549750341770617,88.36475071913095,1.082832633782945,0.09049053250361129,0.39932047480203364,66901.49743006134,0.12481267693359724,0.20115452978667725,0.07945562738128377,0.09392618889481105
34,234,51.0124,22.3305,35,22.0538,0,117,114,15,137,16,0.99895,48.6265,0.0,0.0,3.96429,5.188,19.42519,0.0,0.0,127.0,29.43685,3e-05,0.48,1.554,-1.0,0.487676,12.399643132716049,0.4474278431372549,5.135878998420791,95.96050014825292,21943.51578790769,84.38048970514615,0.25502533752284384,0.08391640011477951,0.07836730238457902,60.84572573061343,0.08084221763879944,465.91608773817217,0.09594699087600249,90.8339893909271,1.3866793227771714,0.09077362058125935,0.3976970598662031,66962.51670929261,0.12463254848772655,0.20130732127261322,0.07943835004170771,0.09379308669329171
35,235,50.6989,21.7349,35,22.6931,0,117,113,15,137,16,1.00121,48.31976,0.0,0.0,4.42857,5.186,19.17487,0.0,0.0,127.0,29.36802,5e-05,0.48,1.633,-1.0,0.504526,12.116994598765432,0.44518156862745106,5.025186915580617,96.00688435869677,21553.077722745034,84.44856413817699,0.25484419366192407,0.08395980588270405,0.07841174663825137,60.95896742078993,0.08108960963402663,465.01895947762955,0.09666562139394275,88.69780754450352,1.4870494791237938,0.09102317162772254,0.3932618077797465,66916.52029430012,0.1249977317697455,0.2012916227997477,0.07940386147947052,0.09364367111298057
36,236,50.4783,21.4174,35,22.9818,0,117,113,15,137,15,1.00157,48.03795,0.0,0.0,4.78571,5.166,18.66056,0.0,0.0,127.0,29.21752,5e-05,0.48,1.618,-1.0,0.514522,11.435185185185185,0.444386274509804,4.94229897142437,96.03141958945137,21426.769311101565,84.38698852510285,0.25479247159436674,0.08396888227165748,0.07857318530048076,61.162896803867675,0.08143319804552127,464.3084361316549,0.09791667581069521,89.49780441505116,0.9909539507648158,0.09129301004422102,0.38720314075745366,67103.27661760498,0.1255917441700135,0.20068019667693804,0.07942266154454553,0.09348750363730479
37,237,50.059,21.1662,34,22.5312,0,117,113,15,137,15,1.00002,47.5481,0.0,0.0,4.25,5.209,18.38569,0.0,0.0,127.0,28.8586,4e-05,0.48,1.585,-1.0,0.542868,11.107494212962964,0.4404470588235294,4.924412040455921,96.0801493353083,21050.281763291296,84.33261521971747,0.25490519273005335,0.08397825075971765,0.07857695182120408,61.39836440851659,0.08180905567529485,463.85676166096346,0.09906030962832649,86.47919602436768,1.1958575790716175,0.09178367696031615,0.387203140757449,67135.01935789605,0.12507745909150025,0.20011206409718793,0.07947433486552972,0.09331503187649386
38,238,50.0197,21.101,34,20.301,0,117,113,15,137,16,0.99692,47.48558,0.0,0.0,4.57143,5.214,18.1682,0.0,0.0,126.0,28.72543,3e-05,0.47,1.571,-1.0,0.531057,10.716435185185185,0.43923529411764706,4.788379726761925,96.07600261525839,20928.387265033052,84.20199312354154,0.25496542969711156,0.08394447981426127,0.07860068396810592,61.43586617928965,0.08188470108470922,463.4724629266958,0.10023302247680342,91.31739986235523,1.2628182266522336,0.09219033778498008,0.3872031407574473,67136.8139478735,0.12470933589027572,0.20007544430010546,0.07952356263167383,0.09324905585227285
39,239,50.8011,21.1699,35,22.4616,0,118,113,15,137,16,0.99932,48.26265,0.0,0.0,4.71429,5.152,18.1148,0.0,0.0,126.0,28.79126,4e-05,0.48,1.51,-1.0,0.512716,10.422984182098766,0.4389392156862745,5.120430751937863,95.9193145404876,21588.20651247989,84.26426555517926,0.25480946143880967,0.08388982704650058,0.07853473988228206,61.172759633005406,0.0820332240908423,463.024470030921,0.10133425998240363,88.46668814675357,1.0248076157097112,0.09275169326876757,0.3872031407574495,67173.6562513722,0.12436038763658307,0.20019340800123953,0.0794406528733971,0.09315428470325916
40,240,51.3987,21.0541,35,22.4207,0,118,113,15,137,16,0.99923,48.79385,0.0,0.0,4.92857,5.177,18.17715,0.0,0.0,127.0,28.74822,4e-05,0.47,1.669,0.20177,0.509007,10.51904899691358,0.44217619607843134,5.019656465858658,95.89414339357832,22248.18167234429,83.91264684649917,0.2548731441464831,0.08369776210646981,0.07860372976631103,61.00370204595872,0.08182386776960285,462.5493880577227,0.10199427153890234,89.85416130133817,0.7782555714669969,0.09374243614256,0.3849855147142289,66959.61007862819,0.12408886759606932,0.20025700395478577,0.07942367876919752,0.09295705846832661
41,241,51.4433,19.4855,35,20.7693,0,118,113,15,137,16,0.99796,48.91153,0.0,0.0,3.92857,5.174,18.07497,0.0,0.0,126.0,28.69495,2e-05,0.47,1.606,-1.0,0.487815,10.339072145061728,0.4454211764705883,4.736967549098684,95.8525572147382,22300.660845416893,84.00361833169349,0.2549670664224614,0.08374406949711324,0.0786559924453402,61.30279070065345,0.0817372288552952,462.24510965423445,0.1031562681621792,87.4463727208777,1.1297852232372427,0.09406267561885383,0.389420766800681,67037.76531269234,0.12386009637057938,0.20036469536255636,0.07941620362727383,0.09275938613060324
42,242,50.6415,20.2033,34,21.2467,0,118,113,15,137,16,1.00055,48.11771,0.0,0.0,4.96429,5.214,16.72977,0.0,0.0,127.0,28.22861,4e-05,0.47,1.469,-1.0,0.516453,10.014081790123457,0.4308639803921569,4.887316189459305,95.9888565817653,21442.128733972313,82.31675279022917,0.2549641934804407,0.08356399362295186,0.07860266244278155,61.04653384361738,0.08160965488545163,461.9270543277941,0.10347606852892596,89.54043494195734,0.9331492844967363,0.09430920058921273,0.38720314075744305,66826.74140176526,0.12381332145616442,0.20043298239985172,0.07933002457123321,0.0922627180165116
43,243,50.5648,20.0949,34,20.5547,0,118,113,14,137,15,0.99831,47.98714,0.0,0.0,4.28571,5.184,17.33777,0.0,0.0,127.0,28.09779,5e-05,0.47,1.545,-1.0,0.503264,9.126060956790123,0.4216980392156862,4.789224820648541,95.98950453432894,21428.853040287355,81.56631883147008,0.2550108686213435,0.0834404398017906,0.0784165021030348,61.478349850501544,0.08163292121916739,461.71628254080724,0.10417671445842469,86.01656131731555,1.3765621721275607,0.09448796376388167,0.3849855147142205,66882.07906782677,0.12386787897016238,0.2007141337082464,0.07928488840146682,0.09194877363838984
44,244,49.3241,20.038,33,19.0811,0,118,113,14,137,15,0.99936,46.75653,0.0,0.0,6.35714,5.206,17.24609,0.0,0.0,127.0,27.63691,6e-05,0.47,1.543,-1.0,0.52556,8.295717592592593,0.41354196078431377,4.621249556836743,96.17076346701225,20201.398248224574,80.58231090719293,0.2549918508014302,0.08334212109867578,0.07834896228868335,62.00142113956404,0.0814822921894981,461.62753814601564,0.10441804951816479,85.78382234773666,1.4439954917790505,0.09439644842283129,0.3849855147142125,66736.95703655804,0.12341297103672935,0.20048837154250457,0.07917537204149845,0.09193883124628074
