,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,noise,cubcol.0.3,uhdhdsim,blur,saturation,cubrow.0.6,blockiness,cubrow.0.3,cubcol.0.6,color_fulness,cubrow.0.5,cubrow.0,temporal,cubcol.0.5,staticness,contrast,cubcol.0,cubcol.1.0,fft,tone,cubrow.1.0,movement
10,410,28.6845,22.3322,19,19.862,0,123,117,7,136,8,0.99246,30.03727,0.0,0.0,14.60714,9.656,20.07206,0.0,0.0,124.0,35.37923,0.0,0.4,3.903,-1.0,0.028307,0.3540979684953522,0.05524809450268758,100.85985823371088,5061.937186187737,45.550816100320695,0.05932436957976909,1.0212364250599657,0.06739379006411998,0.10618795909142302,91.0723620662157,0.07514648332525903,0.021193240459479488,6.117133291145951,0.06733170217109874,511.03203244108715,88.0037019195686,0.03868696937359882,0.07681154840541778,63981.522347103106,0.5073439215686273,0.03387688985295515,8.788290895061728
11,411,28.9203,22.8155,20,18.8028,0,123,117,6,136,8,1.01062,30.35936,0.0,0.0,12.82143,9.495,19.21362,0.0,0.0,125.0,34.99232,0.0,0.4,3.468,-1.0,0.026601,0.35409796849535596,0.0549365183839535,100.80474574736598,5226.188672204764,45.34202010543258,0.06024002158178738,0.8918295515668982,0.07013938209974176,0.10419813206311741,88.58682248081466,0.08299116651296419,0.021387156219629964,6.024775544693788,0.06737059625108603,501.6153352966461,87.59255621733156,0.0399668030847691,0.07396187978061136,63917.05415306236,0.5038109803921569,0.03367661113709004,9.48924575617284
12,412,28.8263,23.0076,20,19.2692,0,123,117,6,136,9,0.99623,30.36716,0.0,0.0,9.60714,9.63,19.62336,0.0,0.0,125.0,34.48712,0.0,0.4,3.441,-1.0,0.025547,0.35409796849535913,0.05459362651211208,100.77813286217042,5241.6988058508,45.308998390480326,0.061225570579070965,0.9123814946844699,0.07260615215323761,0.10171074436784375,86.98896494411848,0.0882016985702418,0.02133145203447662,5.994913101037559,0.0673735917639371,492.0950590428819,85.47722493987901,0.04119440877410907,0.07167527392968487,63755.45806535675,0.5005949019607844,0.034123369945501095,8.570842978395062
13,413,28.8725,22.7608,20,18.604,0,122,117,6,136,9,1.00811,30.372,0.0,0.0,12.42857,9.609,19.80199,0.0,0.0,119.0,34.45581,0.0,0.4,3.382,-1.0,0.025659,0.35631559453858186,0.05434074813801321,100.75183902541644,5261.877484994685,45.5421332842038,0.06174345867642093,0.8345236020347012,0.07457859883086562,0.1000963978974571,86.44466438983923,0.09225114294151208,0.021219827567200443,5.9728390481420375,0.06765876385870304,482.46663779456725,86.41872139139221,0.04226378459078989,0.07152172480697085,63815.45600098666,0.4998360784313727,0.03423802992875341,8.082802854938272
14,414,28.6137,23.0203,20,18.0754,0,122,118,6,136,9,1.00184,30.11709,0.0,0.0,13.17857,9.808,19.59204,0.0,0.0,111.0,34.91344,0.0,0.4,3.422,-1.0,0.022584,0.3540979684953593,0.054088860390343614,100.77908011772061,5106.414811310409,45.72029942642023,0.06174356200793772,0.9380227101817546,0.07606737990810307,0.0982811572135636,87.03844244831875,0.09557352636979317,0.021010815366841802,6.082891362052331,0.06784856912051457,473.21580974990655,87.62900095892495,0.04224585659982457,0.07054324423483563,63846.097725932275,0.5063109803921569,0.03440959011580942,8.083526234567902
15,415,28.5674,22.8301,20,20.4437,0,122,118,6,136,9,1.00998,30.10342,0.0,0.0,9.60714,10.116,19.80226,0.0,0.0,112.0,35.26566,0.0,0.4,3.162,-1.0,0.02614,0.35409796849535485,0.05374953547090364,100.76286467552922,5075.145916222188,45.69063181936005,0.0616413181134553,0.7852876008861385,0.07703154918883494,0.09739358714435901,87.16630927912871,0.09446459362845908,0.02070733001036368,6.184287080990248,0.0678016278265425,464.461639550889,89.26646242688061,0.041328731988663124,0.06918995442998921,63525.29801380123,0.513264705882353,0.03454599251837369,8.965856481481481
16,416,29.6227,22.3149,20,21.0112,0,122,118,6,136,9,0.99313,30.98994,0.0,0.0,9.0,10.095,19.65759,0.0,0.0,108.0,35.23525,0.0,0.4,3.183,0.12526,0.030589,0.3540979684953524,0.05350876744810389,100.57210471806826,5887.359669649107,45.67119080343364,0.06229916872406781,0.8949037378012611,0.07736870122183041,0.0962606627358068,87.30947590914307,0.0935692996638759,0.020441440051462884,6.195459142934408,0.06764490648512479,455.83962659423923,87.18701409940856,0.04152552106544401,0.06792144240294612,63447.28404600921,0.5130074509803922,0.0346444240572199,9.992573302469136
17,417,30.3464,21.8495,20,19.6959,0,122,117,6,136,10,1.00395,31.58546,0.0,0.0,9.17857,9.853,19.23142,0.0,0.0,109.0,35.00309,0.0,0.4,3.83,-1.0,0.028178,0.3518803424521219,0.05318501672284615,100.39650123875708,6823.193015760687,45.729110529393324,0.06284401824137839,1.0601535298092521,0.07770034480959839,0.09512649058998403,86.30674499897685,0.09265606914553816,0.020183760723727476,6.212769758304394,0.06747211804621128,447.76864462851955,89.09534479644915,0.041791061980053903,0.0672647145940366,63614.15935182315,0.5116101960784314,0.03496703980174872,9.794560185185185
18,418,28.8781,22.2558,19,22.0071,0,122,117,6,136,9,1.00749,30.25005,0.0,0.0,5.67857,10.744,18.8212,0.0,0.0,110.0,34.83445,0.0,0.39,3.195,-1.0,0.030385,0.3480393014730538,0.052923781629994865,100.61105476517957,6135.868503442692,45.77200110164689,0.06368684997970851,0.7991199481063634,0.0778163511790759,0.09408770310245335,84.73724911782472,0.09155345205255695,0.019881127793578677,6.239679235747666,0.06728239082428566,440.3778497992985,85.67328120539635,0.04149234514755633,0.0670606512455288,63710.878560238525,0.5122843137254902,0.03607267071209592,9.46484375
19,419,28.2762,23.0632,19,20.9258,0,123,117,6,136,9,1.00895,29.69576,0.0,0.0,7.82143,11.122,19.16842,0.0,0.0,111.0,34.74768,0.0,0.39,3.592,-1.0,0.030965,0.3436040493865955,0.05258937087353422,100.6945726968965,5839.395500728201,45.64923114541136,0.06401839801648479,0.7352245830544536,0.07801174137475138,0.09268406905923451,82.14525956533633,0.0907518680722155,0.019595358367780823,6.3564137394895885,0.06729143660786946,433.0113978154419,87.87271266558867,0.04209976662026922,0.06674190393441881,63623.368198100725,0.5133427450980392,0.03769709992408614,9.741657021604938
20,420,27.6779,22.9677,18,21.0482,0,123,117,6,136,9,1.00438,29.08629,0.0,0.0,7.96429,11.362,19.8565,0.0,0.0,112.0,34.54994,0.0,0.39,3.496,-1.0,0.029437,0.33976300840753443,0.052289205427842496,100.7688801052818,5707.960326890787,45.52617409788532,0.06417543021640998,1.2582649734349145,0.07800270538322064,0.09166113380747243,79.25405977684335,0.08992601901801918,0.01933398109803291,6.452139403380745,0.06728013112493188,425.6637642541495,88.24640754049533,0.04399248841706395,0.06565232421465965,63637.4697641335,0.5091470588235294,0.03899615195820878,11.243778935185185
21,421,27.1493,22.9201,18,21.92,0,123,117,6,136,9,0.99974,28.43846,0.0,0.0,5.5,11.346,19.77175,0.0,0.0,114.0,34.23845,0.0,0.38,3.703,-1.0,0.028119,0.33754538236430176,0.05211088708150762,100.8709109121848,5326.8536525004365,45.369610633379146,0.06459056086948155,0.7238075121227477,0.07729140157109186,0.0905756301665054,77.59888205092045,0.0899143381915563,0.019070571333365184,6.539117723602922,0.06854400709928109,418.5079872012466,86.9906318420644,0.043994973938774634,0.06494348514099549,63466.03891180956,0.5040105882352941,0.0399976687117151,12.148003472222221
22,422,26.8762,22.9555,18,22.5946,0,123,117,6,136,8,0.99704,28.12863,0.0,0.0,8.03571,11.245,19.73158,0.0,0.0,116.0,33.94653,0.0,0.38,4.014,-1.0,0.032591,0.33754538236430004,0.051908042735445074,100.90664240947618,5099.718488272972,45.15249464246962,0.06376437726898342,0.829137395370265,0.07634058778995324,0.08948338108525855,76.76601997028789,0.09145528748375248,0.01883143908859021,6.523826818518766,0.06815519789683007,411.54949977738204,84.56937985485386,0.04610599457247151,0.06441916462627302,63519.267132480105,0.5015596078431372,0.04053435570430482,12.42795138888889
23,423,27.3213,23.1619,18,22.3639,0,124,117,6,136,8,1.00679,28.46746,0.0,0.0,6.82143,11.201,19.77781,0.0,0.0,121.0,33.96817,0.0,0.38,4.539,-1.0,0.032795,0.3353277563210675,0.05250164101036366,100.84560464116382,5322.810077128468,44.936367835527584,0.06326114089312124,0.6427645113414167,0.07570081075366471,0.08845600665818774,76.39091405472985,0.09214689540016881,0.01862158201174797,6.557711227984953,0.06764836153265373,404.60491046068245,87.46825810486736,0.0452914507802014,0.06395181536387017,63336.53996735914,0.5011266666666666,0.04117302407127598,13.098331404320987
24,424,27.3743,24.0472,17,22.3229,0,124,117,6,136,9,1.00569,28.47458,0.0,0.0,7.0,11.063,19.97598,0.0,0.0,124.0,33.95854,0.0,0.38,4.597,0.12526,0.042546,0.33148671534200924,0.05323138454012887,100.85303964462285,5298.966184323831,44.937306910385324,0.06277571982330674,0.6696984234752056,0.07505611908523145,0.08751619004136027,75.63251696083586,0.09204405177133561,0.01840489298957423,6.609992902631554,0.06615052371974414,397.7700383345505,86.13874397637575,0.04558087840040215,0.06311971879694325,63428.74869840461,0.4987349019607844,0.040394498836220864,14.124951774691358
25,425,26.7206,25.0519,17,22.301,0,124,117,5,136,8,1.00608,27.87033,0.0,0.0,6.17857,11.347,20.72393,0.0,0.0,124.0,33.59175,0.0,0.38,4.258,-1.0,0.038444,0.33148671534200674,0.052508663914282806,100.98268489440454,4899.464746284262,44.76388022340374,0.06280414677026502,1.0025234350593506,0.07452848656117901,0.08690910206137087,75.18646284897937,0.09121201509966065,0.018207240782149223,6.698721463466978,0.06523814719594923,391.3741895528078,87.02776872694321,0.046441941863960404,0.0623712357753451,63533.30828948721,0.49568431372549027,0.040131028543507696,15.197723765432098
26,426,25.6607,25.617,17,22.3442,0,124,117,5,136,9,1.00511,27.00429,0.0,0.0,9.0,11.788,21.5701,0.0,0.0,125.0,33.11994,0.0,0.38,4.23,-1.0,0.042709,0.3292690892987801,0.05223726048877722,101.11119015622434,4452.853881220991,44.7153065999349,0.06227556477242597,0.8006692224019797,0.07383596102431006,0.08643158055330531,76.06199601671045,0.08997340552613887,0.018016223413425524,6.79486437020001,0.06447934970774409,385.6349838103669,86.07696384408516,0.046739308765120176,0.06164616439625358,63392.64075751827,0.48898941176470595,0.03995866499357397,15.749469521604938
27,427,25.3239,26.6129,17,22.2972,0,124,117,5,136,9,1.00237,26.78876,0.0,0.0,8.53571,12.359,22.06857,0.0,0.0,124.0,32.93558,0.0,0.38,4.347,-1.0,0.0378,0.33148671534200447,0.052014826385082716,101.14102839409534,4386.5606997642735,44.839021094051404,0.06232637987112272,0.42586838201382804,0.07295500118326577,0.0861417968776357,78.05192407551995,0.08883173348320127,0.017963735379202834,6.888137443148154,0.06367753918278002,380.50305289886296,87.51783845790523,0.048100284240516225,0.061011315370167817,63851.752133678805,0.48123949019607837,0.03979392407654356,16.090229552469136
28,428,25.0613,27.3157,17,22.4566,0,124,118,6,136,9,1.00466,26.59501,0.0,0.0,10.28571,12.805,22.94435,0.0,0.0,124.0,33.35433,0.0,0.38,4.638,-1.0,0.045066,0.3314867153420068,0.05292989783704083,101.16485378228704,4212.332614106972,44.72002194251543,0.06248851628970725,0.6146177012441664,0.07227781221449334,0.08575480186528997,81.15268981283523,0.08779704196133375,0.01785902612692147,6.981770451272317,0.06290849422975789,375.9107001630877,89.96115976167755,0.05028431689425665,0.060375867345427645,63831.02415419623,0.48361568627450985,0.039715567637149216,16.238474151234566
29,429,25.1762,28.148,17,22.374,0,123,118,6,136,9,1.00414,26.78486,0.0,0.0,11.32143,12.63,23.54076,0.0,0.0,124.0,34.02168,0.0,0.38,4.108,-1.0,0.057375,0.3314867153420074,0.053619940381417416,101.16095474657001,4018.943173900452,44.53902030285494,0.06279778050988183,0.8959608101814994,0.07167571819821436,0.0852067967650925,84.19421454821438,0.08663192863316328,0.017766908282341166,7.096732379631276,0.06221209213425984,371.8569684463698,86.57151203688272,0.05077761825133648,0.059839827297265565,63655.03002658584,0.48945686274509814,0.03968537248406934,16.85672260802469
30,430,25.9079,28.6133,17,23.3333,0,123,118,6,136,9,1.00594,27.47715,0.0,0.0,9.28571,10.833,24.23717,0.0,0.0,124.0,34.63988,0.0,0.38,3.86,-1.0,0.059689,0.331486715342009,0.055010218452477215,101.10741956667775,4262.159195144715,44.22455455638744,0.06387981921953337,1.0068384571977498,0.07110216347506604,0.08474463798666183,86.59865011610634,0.08566329837330804,0.017663572483300197,7.210661397942764,0.061616525745534764,368.3560058963145,84.11549975911272,0.052195488988133705,0.05933107614438192,63689.85469491815,0.5017854901960783,0.039402897891337794,18.044994212962962
31,431,26.4331,29.3908,17,23.8622,0,122,118,6,136,9,1.00192,27.87667,0.0,0.0,10.53571,10.843,24.6208,0.0,0.0,125.0,35.21422,0.0,0.38,4.316,-1.0,0.062864,0.331486715342011,0.05491950961544307,101.08977139606213,4477.419410627072,43.76482212396316,0.06470963474740264,0.7956137668882619,0.07043924196316685,0.08407350656082284,89.54736422828749,0.08466526745728087,0.017588894499954506,7.346261741024753,0.06095370274740917,365.38081925776754,87.15081902301954,0.05362989939264078,0.058883372519603135,63755.845249616286,0.5152160784313725,0.039230702590785586,18.936583719135804
32,432,24.9717,30.5082,16,24.9068,0,122,118,6,135,9,1.00324,26.47225,0.0,0.0,9.25,11.124,25.28594,0.0,0.0,125.0,35.40058,1e-05,0.38,4.1,0.12513,0.089761,0.33148671534200863,0.05411743501643861,101.32740404749534,3898.241338093705,43.39620463053385,0.06394265499195266,0.8486060423399026,0.06978212819218677,0.08384853275566968,92.55014449838062,0.08359871200304858,0.017494927100233666,7.486106118582132,0.06034616733225079,362.86636900094237,85.17450791516798,0.05431508858258622,0.058491109066966016,63552.66777288115,0.5191549019607843,0.0394478320560071,19.73485725308642
33,433,24.0396,31.2128,16,26.1794,0,122,118,6,135,8,0.99986,25.5648,0.0,0.0,6.07143,10.621,26.253,0.0,0.0,122.0,35.07803,1e-05,0.38,4.096,-1.0,0.11034,0.3314867153420078,0.053867943549596065,101.50391628338232,3892.9000941551126,42.867353839638795,0.06497882231371485,0.7409082763804429,0.06906252995261741,0.08378193121516317,95.58156215645752,0.08289063161106737,0.017383018650779986,7.624858305874987,0.059945274367979536,360.4431246969191,88.14601708997314,0.05433029626017848,0.05811018436865566,63491.895883503326,0.5136431372549018,0.03960025154632385,20.185860339506174
34,434,22.9031,31.0835,15,25.5845,0,122,118,6,135,8,1.00114,24.4432,0.0,0.0,11.10714,10.731,26.84739,0.0,0.0,121.0,34.73862,0.0,0.38,4.686,-1.0,0.09898,0.33148671534200835,0.05369060406189203,101.72176266993807,3583.152433848005,42.47983390902296,0.06462861423804571,0.8765805488920467,0.06815417219687536,0.0836830748409421,98.32997608158934,0.08219004262954716,0.01728575102527164,7.738150570238679,0.05965113273188178,357.9645253401033,87.59486220000315,0.0539005560549853,0.05776043626160931,63358.077509218565,0.5017337254901962,0.039242094446793135,20.39337384259259
35,435,22.1799,30.7418,14,25.997,0,122,118,6,135,7,0.99992,23.6828,0.0,0.0,8.53571,11.825,26.74437,0.0,0.0,119.0,34.72771,0.0,0.38,4.171,-1.0,0.116515,0.3314867153420074,0.05315906710442717,101.82393942046586,3273.4491500456647,42.193811298888406,0.0639416488095326,0.6257965103084906,0.06739369785935694,0.08295398628744623,100.55303525887005,0.08107303891919479,0.01718721615103616,7.856804232605366,0.05954729816905673,355.596492720481,87.61006411503192,0.053848411582728885,0.057461689124056185,63445.11875453084,0.49788666666666664,0.038767759595694576,20.88396990740741
36,436,21.3088,30.6634,14,23.7672,0,121,119,5,135,7,0.99753,22.81697,0.0,0.0,8.35714,13.623,26.45636,0.0,0.0,121.0,34.5519,0.0,0.38,3.762,-1.0,0.121385,0.3314867153420049,0.052577082252464484,101.96129231794949,3144.921808636242,41.93818061734424,0.06371495334772856,0.9357235419462453,0.06663734977760856,0.08228695054170033,102.96990480844843,0.08014370614437694,0.017110135984851536,7.998522732448272,0.05936928944338292,353.6095647634615,86.0419213013649,0.05338875983779588,0.05701949377644348,63378.64078052667,0.4955792156862745,0.03843799013906812,21.690345293209877
37,437,20.5404,31.1049,13,22.0695,0,121,119,5,134,7,1.00128,21.92906,0.0,0.0,7.53571,14.832,26.36693,0.0,0.0,120.0,34.37758,0.0,0.38,3.494,-1.0,0.140358,0.33148671534200513,0.05217956262987828,102.13251252274254,2923.807506655535,41.58901468912761,0.06448369957214949,0.4915332888739296,0.06580904585493888,0.08171701797576494,105.91519303933254,0.07921897423922966,0.017045359417093366,8.052133672163095,0.0595927449589792,351.9524606373768,87.43073358274101,0.05305462577174269,0.056767663802552826,63373.50222985737,0.49933947058823436,0.038108955003813276,21.70191936728395
38,438,20.2025,30.9266,13,21.9399,0,121,119,5,134,7,0.99925,21.50636,0.0,0.0,5.60714,15.686,26.74761,0.0,0.0,121.0,34.37897,0.0,0.38,4.31,-1.0,0.158502,0.32926908929877835,0.051777098252006645,102.22566330422032,2768.74049747085,41.38366605028694,0.0638479144665814,0.4218431571643232,0.0650651031191058,0.082284150574028,108.36915732098078,0.07826250666521983,0.016989432486798173,8.137364029668174,0.05962185253617048,350.54163768995824,87.0115995138679,0.05277478370936645,0.05666996785028737,63349.036759300805,0.5012725490196079,0.03776971017446584,21.33420138888889
39,439,19.9949,31.2931,13,23.3673,0,120,119,5,134,7,0.9999,21.30217,0.0,0.0,8.32143,15.445,26.59607,0.0,0.0,122.0,34.57969,0.0,0.38,4.075,-1.0,0.145708,0.3292690892987809,0.051431368486481256,102.28435178456662,2418.5444707883667,41.47844780815972,0.06302166483836096,0.9260147999943915,0.0644004568417979,0.08182505799756733,109.41603096319449,0.07755535328043482,0.016905670014390143,8.170569867904355,0.05969774946496071,349.30568764187535,84.42866777975087,0.05304653915133699,0.056652397509434044,63400.81012556434,0.4993380392156863,0.03747985015909614,21.699122299382715
40,440,20.6377,32.1067,14,26.1013,0,120,119,5,134,8,0.99885,22.03819,0.0,0.0,10.03571,14.57,26.89625,0.0,0.0,122.0,35.2044,0.0,0.38,3.382,0.12551,0.150756,0.33148671534200486,0.051634913329060166,102.09742587453303,2395.636923027227,41.855912385163485,0.06298387273802682,0.36334659732663416,0.06388259007250367,0.08190950764494845,107.58627113773805,0.07686063788653409,0.016823358064745407,8.199559991064636,0.059733533337015934,348.1400352785828,84.93364209117016,0.05370947830063423,0.0566205951492746,63502.41791298574,0.5079349019607843,0.0374647346769336,22.40379050925926
41,441,21.5875,31.5812,15,25.994,0,120,119,6,135,8,0.99536,22.98594,0.0,0.0,6.92857,13.279,27.59202,0.0,0.0,123.0,35.51214,0.0,0.38,4.048,-1.0,0.137848,0.33148671534200963,0.05164680322642429,101.89528528905917,2554.3902320901916,42.932410346137154,0.06303827236545928,0.47261821486225547,0.06345400599229213,0.081700498978477,105.56968348587534,0.07611048103184039,0.01675460850991545,8.203832634087393,0.06060609383834683,347.11024145875376,89.02554583727816,0.05539899913786785,0.05663128927745394,63654.882498746774,0.5173878431372549,0.03759445357723193,23.39554398148148
42,442,21.504,31.4023,14,27.6074,0,120,119,5,135,9,0.99504,22.92647,0.0,0.0,7.60714,13.139,27.14527,0.0,0.0,122.0,35.77484,0.0,0.38,3.521,-1.0,0.151406,0.3314867153420147,0.05125834394786781,101.84266944228892,2568.2463762241405,43.83822424617814,0.06244982233658518,0.7219965903538287,0.06321250668503689,0.08169354808835526,103.63367117315548,0.07563742753853,0.016702757449932975,8.177068166613283,0.06004275509688013,346.0367090984522,86.44474462526028,0.05541275509112338,0.05695494930410726,63621.746624188054,0.5237313725490197,0.0375687460929666,23.590036651234566
43,443,22.993,31.6135,15,26.8572,0,120,119,5,135,9,0.99397,24.25546,0.0,0.0,7.64286,11.3,27.00025,0.0,0.0,121.0,35.7329,0.0,0.38,4.193,-1.0,0.137063,0.33532775632108064,0.05098022769771699,101.58384082618997,3442.6713863987943,44.249863047658664,0.06240326013774853,0.734532312807377,0.06314422155148157,0.0818917438705524,103.10817859764342,0.07494998817744973,0.0166223172144961,8.176947677179378,0.059528776124371095,344.7894140558991,90.67730972461925,0.05531241208576186,0.056726881502637425,63550.84072952919,0.5223050980392158,0.03735294983096795,23.734760802469136
44,444,22.8271,32.8638,15,25.1945,0,120,119,5,135,9,0.99232,24.03152,0.0,0.0,9.10714,10.63,27.16973,0.0,0.0,121.0,35.9456,0.0,0.37,3.997,-1.0,0.125698,0.3314867153420051,0.050676680354841484,101.63086497617368,3303.72859592097,44.28667139123987,0.06273951408552525,0.7770183541794753,0.06298503282406516,0.08143314939386621,102.64955023532258,0.0746284739291853,0.016527182179001745,8.159777147175271,0.059125425534735696,343.3307707675749,86.95588377206147,0.05634897200854956,0.056582806966787184,63653.58981561753,0.5227105882352941,0.03709462234141387,23.944492669753085
