,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,fft,cubrow.0.5,temporal,cubcol.0.6,cubrow.0.3,blockiness,cubrow.0,cubrow.1.0,uhdhdsim,noise,movement,cubcol.0,color_fulness,saturation,tone,contrast,staticness,cubcol.1.0,blur,cubrow.0.6,cubcol.0.5
10,110,49.7701,20.3591,29,21.6572,0,118,113,11,138,15,1.0006,46.0661,0.0,0.0,5.28571,5.32,16.70975,0.0,0.0,129.0,27.03345,5e-05,0.42,1.679,-1.0,1.210586,0.10838424356361064,67087.31603714838,0.08291526593302491,4.636793820258171,0.09470203565904087,0.2036015234410787,0.9851621783692882,0.24773259044025012,0.09357911097046957,95.99048106306319,0.3254280483197182,7.807629243827161,0.08457131247583381,83.00139413682078,61.72919774938512,0.40972588235294116,86.57762969050638,544.2194793871507,0.08659111767258511,21891.052340320653,0.09453611839755707,0.07881768542414791
11,111,51.8369,15.2306,30,23.0136,0,118,113,11,138,15,1.00814,47.93293,0.0,0.0,4.82143,5.278,17.48254,0.0,0.0,128.0,27.20402,0.00014,0.42,1.586,-1.0,1.178832,0.107948282599983,67642.15498642108,0.08118381328119674,4.8209023571357505,0.09298411405390312,0.20569391843574614,1.1538236527742984,0.24742608733866228,0.09210330297553518,95.75866385960634,0.3276456743629517,8.903983410493828,0.0839931240467854,82.70152438700853,61.74669882691936,0.4179482941176469,88.8603540991881,538.8708258705828,0.08699844116746541,24841.074173226905,0.09431006748327193,0.0790429019427351
12,112,52.2504,19.975,30,17.9138,0,118,113,11,138,15,1.00159,48.28702,0.0,0.0,4.85714,5.22,13.07737,0.0,0.0,127.0,27.05743,5e-05,0.42,1.724,-1.0,1.239194,0.10735824875796895,67741.6123791216,0.0801292297843803,4.599207289341199,0.09143628997340442,0.2081947700957099,1.2459211628569442,0.24712306699950815,0.09148713302253558,95.68919031614789,0.3276456743629446,7.758584104938271,0.08360733251826553,82.16893231189802,61.84265475802951,0.4135180392156862,88.82739098842538,534.4471369540558,0.08677186889714997,25430.95967649151,0.09431268749181015,0.07953778308055397
13,113,51.073,20.1022,30,21.3142,0,118,113,11,138,15,0.99538,47.17577,0.0,0.0,6.21429,5.251,17.14614,0.0,0.0,127.0,26.65011,5e-05,0.42,1.673,-1.0,1.23318,0.1073422633564527,67394.37738382045,0.07973992665134484,4.661234868600508,0.09010155666772855,0.2095538902948776,1.4064261302753234,0.2470341130231943,0.09145961598796745,95.80465772149653,0.32542804831971583,7.0804880401234565,0.08282822076244752,81.35235965348284,61.70614642861448,0.39544278431372537,88.64636218986483,530.8794394513769,0.0866587698965061,23751.036317964154,0.09433787551269587,0.08430125591258368
14,114,49.0507,19.9087,29,21.595,0,118,113,11,138,14,0.99664,45.29349,0.0,0.0,6.25,5.186,17.25878,0.0,0.0,127.0,26.41131,6e-05,0.32,1.624,-1.0,1.243817,0.10576990290195372,66961.72043065183,0.07952741629372835,4.665549858786754,0.08894382055619275,0.20630724046336626,1.270046763391578,0.24668065320302737,0.09001933654581849,96.10412894503924,0.3232104222764868,6.609519675925926,0.08249088002898042,80.37244551498446,61.996470510223766,0.38572196078431376,89.10204130620895,527.894395898696,0.08650151289999372,20971.930434210637,0.09490116559555696,0.08151745621981045
15,115,47.0,19.6602,28,20.6816,0,118,113,12,138,14,1.00006,43.39162,0.0,0.0,4.92857,5.229,17.08297,0.0,0.0,127.0,26.40462,5e-05,0.32,1.533,-1.0,1.278321,0.10478725491667412,66545.28556035628,0.07950317962124583,4.639104771534668,0.0878853536957951,0.2013050122387184,1.0583774431853696,0.24632378097532426,0.08976727172497864,96.36316739124905,0.32099279623325544,6.558256172839506,0.08225882675939912,80.25478633259036,62.33765307767891,0.38395058823529415,87.56638233135763,524.8913322554763,0.08637975398518147,18750.36869194798,0.09807797668346707,0.08122013634031924
16,116,46.9768,19.9057,28,18.6259,0,118,113,12,138,14,1.0002,43.3473,0.0,0.0,4.25,5.292,16.86979,0.0,0.0,127.0,26.75436,5e-05,0.31,1.562,0.30761,1.238926,0.10352073585545947,66414.90784783814,0.07942433922543789,4.776187760296379,0.08698175778151011,0.19716145683206382,1.0289413175244395,0.2461575078860517,0.08905308706670713,96.40702852508497,0.32099279623325344,6.937451774691358,0.0818380034903138,80.68148698835093,62.37362972306616,0.3930180392156862,87.26909178221392,522.1327504316869,0.08587757877840228,18666.929566397303,0.10164361857005567,0.08129083063640796
17,117,48.3235,19.206,28,17.7918,0,118,113,12,138,15,1.0021,44.60093,0.0,0.0,5.60714,5.3,17.082,0.0,0.0,126.0,27.29353,2e-05,0.32,1.611,-1.0,1.258281,0.10222693039935683,66641.42618104786,0.07984917753932055,4.383494747620635,0.08626474703841161,0.19561441430924345,1.096569758703006,0.2462014984041818,0.08876073407589374,96.27017765214012,0.3209927962332541,6.630642361111111,0.08161205274379887,81.58232464372364,62.28387394657842,0.4049411764705883,86.12405270311815,519.4746005879293,0.0859337461955735,19916.206654482292,0.10303010116329249,0.08115961729161762
18,118,50.4267,19.3029,30,21.1344,0,118,113,12,138,15,0.99904,46.56523,0.0,0.0,3.46429,5.274,16.47857,0.0,0.0,126.0,27.72704,3e-05,0.31,1.535,-1.0,1.265715,0.10158360028579633,67172.1477913336,0.080269750166377,4.570808785398367,0.08541419573005796,0.19602842767242157,1.052788934826173,0.24601695960930695,0.0880272024606332,95.92769866190324,0.32321042227648494,6.790268132716049,0.08165224678484516,81.88308108155891,62.05198236159336,0.4181623529411765,85.15379346904854,516.8917201076094,0.0857262348793497,22110.118600182275,0.10250050400907305,0.08172746465438606
19,119,51.0444,19.9537,30,21.7118,0,118,113,12,138,15,0.99514,47.18895,0.0,0.0,4.89286,5.347,16.56079,0.0,0.0,125.0,28.01732,5e-05,0.31,1.472,-1.0,1.332969,0.09981610299798928,67024.84937281239,0.08084114047150687,4.797910401351093,0.08469286627246464,0.19719175083162668,1.153088388283968,0.24558831855656083,0.08731654518719804,95.92163943711994,0.3209927962332583,6.926552854938271,0.08124003791481696,82.17608088824076,61.966856591495464,0.42869176470588244,86.24301426663224,514.5817118168709,0.08537190020390534,22377.26153809442,0.10236406595273702,0.08322052099688455
20,120,51.7058,20.2168,31,18.7417,0,118,113,13,138,15,1.00266,47.85154,0.0,0.0,5.28571,5.271,17.1186,0.0,0.0,125.0,28.21929,5e-05,0.31,1.52,-1.0,1.291077,0.09920529592124626,66986.61589775432,0.08137665061568936,4.40978492227224,0.08402625327868492,0.19841066706787788,1.226316246413897,0.24593641438489136,0.08641870963458873,95.79458269051165,0.32321042227648705,8.431905864197532,0.08124788896912914,82.59980864754945,61.780830289110725,0.435515294117647,89.26073242349167,512.4556756698004,0.08567062767296407,22850.851629509678,0.1027202331136049,0.0830582742841737
21,121,51.6423,19.913,31,20.7227,0,118,113,13,138,16,0.9994,47.82677,0.0,0.0,3.5,5.212,17.35011,0.0,0.0,126.0,28.39874,6e-05,0.32,1.555,-1.0,1.29438,0.098504698557577,67013.61722538553,0.08128407400425192,4.903777898726772,0.08337263844663487,0.19880874856163747,1.1468721415653527,0.2454847200100524,0.08580001768827868,95.72551352333068,0.32542804831971434,8.577015817901234,0.08115329601031616,83.43802193784519,61.79003058539496,0.43930156862745096,88.65424553202452,510.46291719506223,0.08521335367755317,22716.044368980725,0.1020969214403304,0.0824685059772787
22,122,51.1856,19.7409,31,19.5044,0,118,113,13,138,16,1.00158,47.41118,0.0,0.0,3.35714,5.256,17.08808,0.0,0.0,126.0,28.41677,3e-05,0.31,1.43,-1.0,1.336062,0.09816397188226135,66886.9618998315,0.08200005416249183,4.636474529034401,0.08298422427234672,0.19912714590823932,1.0887827782433974,0.24568451485696857,0.08492619169426781,95.81586226761671,0.3232104222764881,8.642746913580247,0.08137799228982272,83.8079842828143,61.98714381088445,0.44145999999999996,89.43961456644715,508.58968452693915,0.08510091663979645,22193.720151357502,0.10190219328290787,0.08179583784181964
23,123,51.4331,20.0228,31,20.3713,0,118,113,13,138,16,0.99636,47.68524,0.0,0.0,5.14286,5.22,16.93935,0.0,0.0,126.0,28.42919,4e-05,0.31,1.678,-1.0,1.267895,0.09819655806695685,67107.67982049631,0.08136799862883248,4.63114973886686,0.08254364062755037,0.1981919469881549,1.0553703218437602,0.2458607600162287,0.08404259252237649,95.710478601847,0.325428048319717,8.953125,0.08167434113991777,83.40033083119059,61.81040690857687,0.44006313725490187,87.98616914986722,506.7246696925158,0.08534351449896226,22478.111528966372,0.1030207207107737,0.08141543779492982
24,124,51.638,19.3681,31,21.6277,0,118,113,13,138,16,0.99732,47.88652,0.0,0.0,4.89286,5.205,17.18273,0.0,0.0,125.0,28.33544,5e-05,0.31,1.917,0.28074,1.265752,0.09827109983072452,67383.84605077533,0.08090747763006516,4.9151716673265975,0.08216428982306222,0.19731871073452856,0.9526108847851014,0.24562305457798722,0.08418287227405698,95.61967798871359,0.3254280483197163,9.61376350308642,0.08159676262064917,83.13040480574654,61.71531055591725,0.43804431372549013,85.96435306970425,504.7447438523648,0.08544700167051784,22985.62388035781,0.10215405928106444,0.0810289880785008
25,125,51.6542,19.2787,32,20.0856,0,118,113,13,138,16,0.99773,47.9134,0.0,0.0,5.57143,5.232,16.61767,0.0,0.0,125.0,28.28213,3e-05,0.32,1.754,-1.0,1.253304,0.09861481853165809,67334.90125007591,0.08223341831120204,4.553359886831048,0.08186355559383475,0.19727814077003453,1.2158768672961504,0.24575207171750252,0.08363447391640884,95.60926909364511,0.32542804831971855,10.253134645061728,0.08184240279061133,83.21805281600076,61.781229089807574,0.43274964705882335,86.72672888537338,502.68541893284373,0.08566693784288473,23094.121012650252,0.10169811159324836,0.08253025716169046
26,126,52.0667,18.8888,32,20.5889,0,118,113,13,137,16,0.99598,48.30017,0.0,0.0,3.28571,5.224,16.54064,0.0,0.0,124.0,28.23429,5e-05,0.31,1.803,-1.0,1.197976,0.09894686837963948,67400.7356338667,0.08387854326185937,4.729495318160931,0.0815825210363929,0.1973500253987664,1.3025652559455354,0.24579662317121753,0.08426291911357708,95.53153758665475,0.32926908929877846,10.384018132716049,0.0819681661484538,83.38775322223643,61.72296726556472,0.4281529411764705,88.565146708682,500.61124623361223,0.08610509727651511,23846.677277739123,0.10128607928617969,0.08160834360420771
27,127,52.7068,18.8377,32,20.4751,0,118,113,14,137,17,1.00133,48.90783,0.0,0.0,4.42857,5.258,16.2086,0.0,0.0,123.0,28.21933,7e-05,0.31,1.635,-1.0,1.193475,0.09917015400347802,67612.00104315803,0.0851995145888368,4.691024360951578,0.08127665449052929,0.1973020347464231,1.20811300940417,0.24568571983430953,0.08488148256886652,95.47477394706459,0.3254280483197168,10.190827546296296,0.08211834070802475,83.5769718660793,61.61209294825425,0.4217517647058823,87.63613177406455,498.58626313384804,0.0860091909052282,24894.154043751914,0.10107713673211492,0.08135187988051142
28,128,53.2176,18.7188,32,19.8249,0,118,113,14,137,17,0.99938,49.36192,0.0,0.0,5.0,5.197,16.16782,0.0,0.0,123.0,28.16501,8e-05,0.31,1.481,-1.0,1.162164,0.09941190021896253,67795.68199483314,0.08644778238460224,4.698366348821325,0.08088718730295381,0.19786039241967895,1.2558987210960235,0.24556920774647895,0.08622135465261928,95.42541327147804,0.3254280483197176,10.127989969135802,0.08218047889795468,83.88688019251516,61.585288153754334,0.41687647058823524,90.54795171250025,496.6313688577375,0.08587109023539999,25642.253990744965,0.10097432527717524,0.0810192743915053
29,129,53.1255,18.5091,32,19.0398,0,118,113,13,137,17,1.00082,49.26151,0.0,0.0,7.03571,5.17,16.06684,0.0,0.0,123.0,28.11989,5e-05,0.31,1.501,-1.0,1.136322,0.09954941156341059,67577.71343667427,0.08732962391825394,4.45123894703264,0.08058868333537192,0.19885869641492487,1.315109064547661,0.24560360074020374,0.0869119981154634,95.43853240079619,0.32542804831971495,10.14597800925926,0.08234027673325704,84.00387972303844,61.576313913604366,0.41605390196078434,89.18735415692863,494.7709665630485,0.08581553311961604,25658.73727262513,0.10067612459841752,0.08080685647793326
30,130,53.3787,18.1996,32,19.5765,0,118,113,14,137,17,0.99572,49.50942,0.0,0.0,4.60714,5.159,15.88724,0.0,0.0,123.0,28.0656,6e-05,0.31,1.492,-1.0,1.178187,0.09958788752708168,67627.11322606224,0.086833498357305,4.444079520608719,0.08233957686416102,0.19982977629936946,1.5264814132132671,0.2456153420431692,0.08794155973923726,95.40943345528851,0.32542804831971534,10.212866512345679,0.0823800993476568,84.03848405488989,61.671780433183834,0.41646352941176473,88.49153169817383,493.07161055914025,0.0854767503391554,25852.957570985516,0.10038509123326941,0.08054591027195145
31,131,53.9504,18.1746,32,18.729,0,118,113,14,137,17,0.99854,50.01537,0.0,0.0,5.64286,5.167,15.62035,0.0,0.0,122.0,28.1287,8e-05,0.31,1.512,-1.0,1.209855,0.09985124301988886,67624.60334643663,0.08705137781208853,4.429341109098624,0.08281996802899455,0.20078195953598704,1.4466702269915355,0.24557134198251143,0.08857848742449562,95.36138880246745,0.3254280483197148,10.240162037037036,0.0824691812682526,84.20458335708194,61.568320191936735,0.4194064509803916,88.34337692447293,491.50165883953355,0.0854069141589711,26323.315947561783,0.10018418675292569,0.08032196448599348
32,132,55.1934,16.8248,33,19.84,0,117,113,14,137,17,0.99889,51.14499,0.0,0.0,4.10714,5.183,15.59829,0.0,0.0,123.0,28.37523,5e-05,0.32,1.473,0.32034,1.209427,0.10005190101083704,67655.6181680082,0.08794788117995814,4.2484893905172285,0.08401650201220301,0.2016478863381909,1.6323315744115259,0.245635874477908,0.08908899631023433,95.16702678423592,0.3254280483197124,10.253472222222221,0.08252855953495267,84.4236549276607,61.66939007794415,0.42074352941176485,88.48473456355349,490.0373348439998,0.08555788563038007,27746.07228812707,0.10139375318639181,0.08009127825164741
33,133,55.8263,17.3117,33,19.1179,0,118,113,14,137,16,0.99927,51.70216,0.0,0.0,2.35714,5.158,14.45044,0.0,0.0,124.0,28.47355,7e-05,0.31,1.483,-1.0,1.210639,0.09990984379679889,67774.0632327754,0.08951977218472212,4.330465055595834,0.08602572441796295,0.20225195241147276,1.3433766364021453,0.24565624506905165,0.0884384070853007,95.0669869991904,0.32321042227648883,10.621190200617283,0.08266267559111279,84.3090273839938,61.73529693226756,0.42294705882352945,88.92828089012772,488.7096037294881,0.08520246686766281,28732.123693886242,0.10471357329748189,0.07967588598913454
34,134,55.2797,17.6864,33,18.799,0,118,113,14,137,16,0.9982,51.2093,0.0,0.0,4.14286,5.222,14.8652,0.0,0.0,124.0,28.46071,5e-05,0.32,1.517,-1.0,1.274945,0.09990451828254043,67608.19973553611,0.09010398803468668,4.250004217348428,0.09138412150518445,0.2028661511442702,1.2200978247304453,0.2456931567797749,0.08794656854922005,95.1699211097568,0.3232104222764874,11.176070601851851,0.08267583118485002,84.44654201251316,61.60003549081308,0.4256319999999999,87.36098649918831,487.48338285050426,0.08488360772122544,27774.366715885408,0.10512979561107758,0.07914227637880811
35,135,55.1484,18.1707,33,20.3377,0,118,113,14,137,16,1.00032,51.09607,0.0,0.0,5.14286,5.29,15.18973,0.0,0.0,124.0,28.54605,2e-05,0.32,1.513,-1.0,1.229304,0.10014879321801054,67535.25766252552,0.09051131640772776,4.28546308649844,0.0940987602188233,0.20331276036648652,1.0421107181644929,0.2457897264200344,0.08837863669495287,95.19569765572909,0.3232104222764891,11.475212191358025,0.08273686849469551,85.04368332809106,61.31333791473765,0.42276901960784313,87.80254104512318,486.3467459514806,0.08465495182127558,27678.500609738418,0.10436995773248445,0.07864174058114433
36,136,54.4211,19.0655,33,20.494,0,118,113,14,137,16,0.99679,50.45812,0.0,0.0,4.28571,5.326,15.60465,0.0,0.0,123.0,28.53439,5e-05,0.31,1.516,-1.0,1.201819,0.1003483665075021,67317.54044333889,0.09116727673310278,4.460640339995857,0.09684651311471701,0.20353674795671822,1.2740482562469613,0.24587579726962372,0.08844456865427226,95.33063903699647,0.3254280483197108,11.707417052469136,0.08277271061616431,85.62568504371337,61.26697907624421,0.4229521568627451,86.8725483721071,485.3239654946804,0.08393350895899403,26412.091399719677,0.10385861346845435,0.07827325101126333
37,137,54.0551,19.3121,33,21.3567,0,118,113,14,137,16,0.99663,50.15245,0.0,0.0,4.21429,5.317,16.36896,0.0,0.0,123.0,28.49323,4e-05,0.31,1.618,-1.0,1.197077,0.10058196245667471,67368.28145497545,0.09061043085436589,4.617761216601545,0.09768801838867329,0.20374259419467655,1.0807366569273988,0.24586126246048307,0.08867309947857592,95.42352106552451,0.3254280483197128,11.795717592592593,0.08271847661333595,85.5608520503874,61.14488879545236,0.4226074509803922,89.37593818784849,484.3576358090182,0.08405028833810559,25878.379421287707,0.10504484646326147,0.07817325300249288
38,138,53.9749,19.7414,33,19.6376,0,118,113,14,137,16,0.99788,50.07654,0.0,0.0,3.92857,5.27,16.57959,0.0,0.0,124.0,28.40384,2e-05,0.31,1.623,-1.0,1.17051,0.10092239585390267,67425.09345206954,0.09041267805858078,4.473047230235754,0.09749055705422544,0.20410057765424325,0.8887180850456785,0.24577704699900677,0.08897893352041261,95.45102824571053,0.3254280483197169,11.74291087962963,0.08268974188084502,85.3941438786025,60.96708208248939,0.41696513725490203,90.62807616619389,483.3820471560041,0.08344626592822513,25949.47102976658,0.10599818190553706,0.07776942098238387
39,139,53.5017,20.1843,32,20.0132,0,118,113,14,137,15,1.0003,49.6595,0.0,0.0,4.35714,5.337,16.94641,0.0,0.0,124.0,28.34468,5e-05,0.31,1.634,-1.0,1.188325,0.10018227476116227,67394.9085680983,0.09010570756783891,4.613617140998372,0.09838474096226513,0.20426546805945245,0.8619156624404725,0.2455998549159618,0.08906045670328377,95.55864597128776,0.32542804831971767,11.35132137345679,0.08266691166367234,85.24436565473307,60.968642811716336,0.4155988235294118,87.98372826801334,482.44947656026494,0.08318491596378108,25064.23909416554,0.10602779631760798,0.07749177259023876
40,140,53.4641,20.4155,32,21.5544,0,118,113,14,137,15,1.00063,49.62891,0.0,0.0,4.82143,5.295,17.3234,0.0,0.0,125.0,28.32712,2e-05,0.31,1.685,0.33038,1.205499,0.09941539794994197,67537.0802416512,0.09000765731945906,4.603497119770869,0.09809457773745238,0.20451766637510296,0.6678343052141904,0.2455639809101193,0.08860505903076049,95.58025000043023,0.3254280483197181,11.094280478395062,0.08268809350367759,84.92985154040895,60.92750379774306,0.41375231372548826,86.7943316667018,481.5724667145986,0.08267948697322547,24998.76188498551,0.10533078479182321,0.07991639639800908
41,141,53.1504,20.4438,32,21.0907,0,118,113,14,137,15,0.99779,49.34695,0.0,0.0,2.85714,5.249,17.52197,0.0,0.0,125.0,28.31636,8e-05,0.32,1.371,-1.0,1.198412,0.09876195171330189,67663.68962104832,0.0900500705745074,4.604032489246469,0.09844162125235921,0.20475921131714273,1.0028522533394038,0.24539045107324042,0.0882660779582245,95.58455388680571,0.335327756321072,10.521315586419753,0.08273740745954856,84.42049164820213,60.8578721034674,0.41484362745098036,89.54075558063768,480.73680668273533,0.08247167297925312,24498.012801461646,0.10536259665902756,0.08128519283825868
42,142,52.9136,20.6544,32,20.5729,0,118,113,14,137,15,0.99633,49.0962,0.0,0.0,3.32143,5.18,17.54873,0.0,0.0,125.0,28.02319,5e-05,0.32,1.459,-1.0,1.223471,0.09842161751223939,67785.54220322713,0.09146726889526414,4.550997412638869,0.09808531797457042,0.20485733928271865,0.9667386361626558,0.24521810342719924,0.08844888066400917,95.68871227003122,0.32926908929878157,9.846547067901234,0.08280641368362159,84.89705300417995,61.04231846185378,0.41037921568627456,89.79796424421862,479.9981245247481,0.08258138225289013,24121.304336840054,0.10573802644349346,0.08116716887534425
43,143,52.2617,20.5246,32,21.3276,0,118,113,14,137,15,0.99776,48.50018,0.0,0.0,3.82143,5.119,17.72693,0.0,0.0,126.0,27.73258,2e-05,0.32,1.621,-1.0,1.20559,0.09796062975046187,67733.47505964465,0.09121281655095272,4.612786920771469,0.09755072325634037,0.20465125879444596,0.9601204211440367,0.24500195770559716,0.08919962181659037,95.80481985931794,0.33311013027784475,9.354456018518519,0.08276343331308435,84.56333942784782,61.04791316279658,0.4086352941176471,85.9880289740178,479.3436776331213,0.08344340494144248,23140.334978752366,0.10502327874923514,0.08196777237131625
44,144,51.556,20.8535,31,22.4739,0,118,113,13,137,14,0.99528,47.84718,0.0,0.0,3.60714,5.141,17.61673,0.0,0.0,125.0,27.6136,5e-05,0.31,1.742,-1.0,1.215383,0.09778959384776603,67577.55929602373,0.09148124888495912,4.561267820113221,0.09712046138432551,0.20450486519948663,1.031602492878414,0.2447869347223134,0.09072003696108166,95.88461061380252,0.32542804831971966,9.495418595679013,0.08271456718440502,84.08059099774346,60.90362172067901,0.4073360784313726,87.23519076658138,478.67311324993625,0.08358114237526064,22241.108285628794,0.10466842875242392,0.0834063349833858
