,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.5,movement,staticness,cubrow.0.3,blur,contrast,tone,color_fulness,fft,cubcol.0.3,cubcol.1.0,noise,cubrow.0.5,cubrow.1.0,cubcol.0.6,uhdhdsim,cubcol.0,blockiness,temporal,cubrow.0,saturation,cubrow.0.6
22,322,70.2765,9.57248,61,16.1061,0,121,117,14,136,11,0.98745,71.55172,0.0,0.0,1.21429,4.309,8.30456,0.0,0.0,129.0,41.26336,0.00011,0.43,3.294,-1.0,0.783865,0.12788539799805135,5.387731481481482,608.5643500215326,0.1800831884689692,33552.572187885096,88.35157325657121,0.6179239215686275,89.48757922443622,67798.10071871628,0.17443649705530673,0.2613082455160468,0.4715894863485295,0.237299992515875,0.2054616410779053,0.18973200972998566,90.84552492077026,0.133568678886216,2.723251914827793,4.668126648962197,0.31403334133610267,50.59464329849055,0.21857342583800882
23,323,70.4251,9.29228,61,16.4538,0,121,117,14,136,11,0.98374,71.64742,0.0,0.0,0.60714,4.298,8.22705,0.0,0.0,129.0,41.28118,0.0001,0.43,2.809,-1.0,0.800847,0.12855074161678653,5.38208912037037,608.7335386432612,0.18137091640375322,33611.44691511743,88.91970568637122,0.6177078431372549,89.98854517969374,67719.19767912396,0.17581782457583747,0.25892924429855635,0.4715894863485253,0.23705367685875678,0.20706485531676525,0.19042508794279134,90.83488681475153,0.13182433140452984,4.045949568431246,4.7240337109629955,0.31302991838303157,50.69859784915124,0.21821738935977092
24,324,70.2483,8.99095,60,16.1127,0,121,117,14,136,11,0.97933,71.47676,0.0,0.0,0.5,4.318,7.98695,0.0,0.0,129.0,41.20677,0.00016,0.43,2.676,0.25965,0.820882,0.12918580689333042,5.412471064814815,608.8631484683368,0.18181162040693127,33280.3525865197,87.66465064200591,0.6161521568627452,89.82559634267504,67703.02559513217,0.17689454549212338,0.257893174249972,0.4693718603053029,0.23694377222795052,0.2084287664484541,0.19127090597269947,90.84715609536552,0.1308270100803083,4.812717050303305,4.70702792798877,0.3122932457222479,50.697175956066744,0.21812354984849275
25,325,70.1062,8.82462,60,15.76,0,121,117,14,136,11,0.99284,71.33454,0.0,0.0,0.53571,4.321,7.72466,0.0,0.0,129.0,41.17881,0.00017,0.43,2.623,-1.0,0.841752,0.12988075153469222,6.5913869598765435,608.9281227442798,0.1817488593464265,33126.199731840396,88.90552549061314,0.6138243137254902,89.59804370381472,67688.12903974717,0.17800026389943846,0.2558657946697233,0.471589486348525,0.23653064556051742,0.20971641842568883,0.19129613315443333,90.85315816247218,0.1299111071081274,4.206999337190482,4.692349514754991,0.3122521191160626,50.744247813283664,0.21778041272204682
26,326,70.4899,9.11507,61,14.9076,0,121,117,14,137,11,0.9881,71.73279,0.0,0.0,0.42857,4.283,7.58508,0.0,0.0,129.0,41.33494,0.00019,0.44,2.893,-1.0,0.801768,0.13054223033600057,6.524209104938271,608.8755177309566,0.18215379133242124,33551.828112360854,88.51244206941568,0.6143805294117646,87.82527869566157,67717.26313520958,0.17896988453568036,0.25392327783297897,0.473807112391748,0.23630134214486928,0.21062471848627515,0.19162754242668664,90.83166528094404,0.12881169280169114,4.195567924032723,4.747232719469139,0.3123632037410386,50.91616614070939,0.21759240320156487
27,327,70.123,9.56386,60,15.566,0,121,117,14,137,11,0.98614,71.3241,0.0,0.0,0.39286,4.316,7.83385,0.0,0.0,129.0,41.27385,0.00013,0.45,2.937,-1.0,0.790108,0.13134671265852937,6.434992283950617,608.7802776297304,0.18266505263735805,33144.839901167885,88.77981947668411,0.6133066666666668,87.85159102354609,67646.74051671306,0.17968348509362436,0.2522048794829495,0.4693718603052958,0.2355875713360041,0.21149135977270342,0.1918526356508173,90.89960092512236,0.12794893602183185,3.2850558291635807,4.674190346445524,0.31166808543180635,50.98871603129822,0.21713882879326707
28,328,70.0662,9.59726,60,15.2966,0,121,117,14,137,11,0.98252,71.26114,0.0,0.0,0.71429,4.328,8.22284,0.0,0.0,129.0,41.25284,0.00029,0.45,2.903,-1.0,0.783524,0.13213848760000843,6.601707175925926,608.6599586398377,0.18262292399622262,33267.27358973688,87.74796975300129,0.6139725490196078,87.79008953339307,67575.01483803701,0.18058155315813307,0.25200169626335867,0.4693718603052935,0.2348495484938523,0.2122169836130206,0.19213512026041063,90.88570511181152,0.12712418992007862,4.5741159180147015,4.795393947543822,0.31077709489038874,50.98257126042872,0.2170013953077804
29,329,70.2792,9.34439,60,15.2049,0,121,117,14,137,11,0.97608,71.47784,0.0,0.0,0.82143,4.305,8.2503,0.0,0.0,129.0,41.25964,0.00029,0.44,2.632,-1.0,0.756277,0.13262486118524447,6.848717206790123,608.4906851935916,0.1822056375969959,33430.09960491878,87.54127251130797,0.6137345098039216,87.577564896979,67582.01445087075,0.18127932762156226,0.2507434199244037,0.4693718603052972,0.23379666354843082,0.21345682727547372,0.19201902736595564,90.82119208514197,0.12637884668383345,3.001418550514927,4.823875244711788,0.3095043315220214,50.9799186800733,0.21662355972028538
30,330,70.0907,8.95929,60,15.4946,0,121,117,14,137,11,0.98154,71.24552,0.0,0.0,0.21429,4.322,8.03632,0.0,0.0,128.0,41.05984,0.00022,0.45,2.459,-1.0,0.763182,0.13279919357692027,7.820167824074074,608.3282281158359,0.1822789995902573,33079.837429195446,89.59913828094088,0.6109517647058824,86.99084580357052,67655.49721632287,0.18167971553365728,0.24968188546016812,0.4693718603052897,0.23279020746344345,0.21479132181515026,0.19207226285068524,90.84553463179104,0.12543587778942178,5.329007456711707,4.804425729553136,0.30829753806190485,51.04321477442612,0.21651002555311985
31,331,69.7989,8.9736,60,15.631,0,121,117,14,137,11,1.01064,70.94511,0.0,0.0,0.32143,4.288,7.70835,0.0,0.0,127.0,40.68538,0.00023,0.44,2.598,-1.0,0.744024,0.13310649923853787,7.953462577160494,608.2115444900426,0.1822443646987207,32568.535755948833,87.44058594217962,0.6039121568627451,85.90524600784781,67558.57879389833,0.18157733230023834,0.25020584504375887,0.4693718603052905,0.23167667163464112,0.21552728491965734,0.19214573025752935,90.88888421404484,0.1246492202141506,5.646606636816001,4.829681880211492,0.3072426499187137,51.13631316761912,0.21608014280594642
32,332,69.8201,9.1617,60,14.7046,0,121,117,14,137,11,1.01428,70.99174,0.0,0.0,0.78571,4.318,7.71581,0.0,0.0,127.0,40.66941,0.00016,0.43,2.682,0.30273,0.756921,0.13374879887993082,7.851948302469136,608.0572789071853,0.18237691159359193,32503.758680955398,87.2235845859055,0.6038050980392156,85.91838792299501,67581.98860659618,0.18109608333596644,0.2496861346638615,0.4693718603052924,0.23103380337432794,0.21637104643864957,0.19256152148661904,90.9041954348173,0.12421930828271456,6.282213386687394,4.7067384357615305,0.30617969259691336,51.17397656852817,0.21593329935450825
33,333,69.83,9.51179,60,14.884,0,121,117,14,137,11,0.99679,70.96801,0.0,0.0,0.60714,4.309,7.87798,0.0,0.0,127.0,40.67172,0.0002,0.44,2.861,-1.0,0.735379,0.13465347583629173,7.773099922839506,607.8817656526771,0.18285210788774514,32585.210595403947,87.18868104091106,0.6028525490196077,85.85672383852561,67444.63668664767,0.18072641427270206,0.24741316452448633,0.4693718603052918,0.23086058763996442,0.21674692716865832,0.19331314052363402,90.86646950667772,0.12347505230343342,4.750285920484778,4.71329509194088,0.3050691917661118,51.204955301167054,0.21539645168132254
34,334,69.9139,9.35795,60,15.3964,0,121,117,14,137,11,1.00449,71.04819,0.0,0.0,0.60714,4.306,8.18257,0.0,0.0,127.0,40.67066,0.00024,0.44,2.978,-1.0,0.728693,0.13593533000539818,7.828317901234568,607.685177351075,0.18341948512796494,32689.44673797723,85.91119824569742,0.6026180392156864,85.74948018642046,67544.68020352162,0.18120699959625314,0.2455866358988563,0.4693718603052904,0.23069860156776004,0.2173931824005029,0.19382398014598243,90.86273141739494,0.12368782538214769,4.312364067372927,4.775782919569939,0.303736342967456,51.16201763388551,0.21543696542430854
35,335,69.9645,9.2977,60,15.0395,0,121,117,14,137,11,1.01216,71.05219,0.0,0.0,0.46429,4.292,8.04802,0.0,0.0,127.0,40.64562,0.00021,0.44,2.659,-1.0,0.729224,0.1373445434683447,8.458622685185185,607.4616469110064,0.18396566840304834,32657.838290144147,86.00808339200547,0.6019835294117648,85.49482609000559,67594.84909050088,0.18169078818141474,0.2450410582465878,0.4671542342620693,0.23067176314305354,0.21803292903709467,0.19474811600419847,90.85865672121459,0.12301512023474395,5.44365747615938,4.776271329312646,0.3021986936696269,51.145297580295136,0.2149715727523147
36,336,69.841,9.53651,59,14.7845,0,121,117,14,137,10,1.00645,70.93758,0.0,0.0,0.35714,4.304,7.99271,0.0,0.0,127.0,40.61781,0.00025,0.44,2.976,-1.0,0.726902,0.13858396579254262,8.622299382716049,607.2081763096857,0.18479037979495078,32797.3460699789,90.60808968970983,0.6017607843137254,85.58323461842029,67670.38438926321,0.18153677730953907,0.24487234668470495,0.46937186030528827,0.2306961868857847,0.21894013928163075,0.19573859237679733,90.90903486244612,0.12228342865283813,5.38129403935853,4.80742911989333,0.3009520834643889,51.24806665491175,0.21484872066225041
37,337,69.8235,9.83287,59,15.3446,0,121,117,14,137,11,1.02023,70.9088,0.0,0.0,0.21429,4.332,8.20047,0.0,0.0,127.0,40.61281,0.00047,0.44,2.782,-1.0,0.713319,0.13966294055614933,8.752363040123457,606.916527722624,0.18515323011089213,32413.178627717585,87.45567014777943,0.6015584313725489,85.37754329517307,67483.98301361874,0.18204150400228208,0.24393126675881258,0.4671542342620664,0.23079260673906776,0.21947941744508823,0.1966896052430081,90.94392128210372,0.1216227805613956,4.8572772977647585,4.863111641924436,0.2993978124161463,51.168855643566744,0.2147763293416823
38,338,69.754,9.70894,59,15.8491,0,121,117,14,137,10,1.02798,70.83756,0.0,0.0,0.21429,4.319,8.46128,0.0,0.0,127.0,40.61589,0.00029,0.43,3.304,-1.0,0.691414,0.14062350297040813,8.804108796296296,606.5863212844444,0.18536479099708233,32407.19219773546,87.31178957698863,0.6010309803921567,85.36845652576443,67456.2486649249,0.1824344883322047,0.24309170904031194,0.4671542342620638,0.23066383288034867,0.22018961718530697,0.19715051298416028,90.95409495887168,0.12106962909701033,3.339728870014498,4.925573953808242,0.29760200120964403,51.14350288296923,0.21470675664859318
39,339,69.6356,9.39744,59,15.3388,0,121,117,14,137,11,1.0144,70.75875,0.0,0.0,0.57143,4.342,8.3539,0.0,0.0,127.0,40.60318,0.00013,0.44,2.834,-1.0,0.709156,0.14160175929883276,9.100983796296296,606.2312624611762,0.18523328343138043,32167.87616917409,87.2780849599564,0.6012015686274509,85.41568998570452,67433.21401614012,0.18234563894640216,0.2424815228714145,0.46715423426206454,0.23018548652315587,0.2206914359293543,0.19742487596004435,90.97981753235429,0.12049467932812793,5.560233863809141,4.866611554075517,0.2958545317687151,51.15460713704427,0.21452742020527088
40,340,69.6749,9.59073,59,14.6214,0,121,117,14,137,10,1.00089,70.77066,0.0,0.0,0.89286,4.317,8.08268,0.0,0.0,127.0,40.59219,0.00013,0.43,2.87,0.28228,0.694017,0.14262089847890538,9.716194058641975,605.843395700413,0.1850534562737889,32200.779914505853,87.27821664174574,0.6008513725490197,85.26276637506805,67591.51156857358,0.1822785706645924,0.24274626771677454,0.46937186030528916,0.22969057232948628,0.2213818763964631,0.19795891906534177,90.94029417101416,0.11993455320659656,4.409494037079358,4.7952892908265765,0.29448096209105734,51.10011291503906,0.21457563419393572
41,341,69.3774,10.1358,59,15.4007,0,121,117,14,137,11,0.98618,70.4981,0.0,0.0,1.03571,4.338,8.24992,0.0,0.0,127.0,40.58786,0.00022,0.44,2.927,-1.0,0.698014,0.1430412768690034,9.841338734567902,605.4510926972918,0.18471934555637387,31969.254860017467,87.17932862890157,0.6014090196078432,85.15659483037825,67652.42004482582,0.18203238113780912,0.24384994664898707,0.4693718603052908,0.22894503673512648,0.2220803890531713,0.19816611911239035,91.01927609652002,0.11957055050793765,5.183239159358488,4.871348116456862,0.2935884750289385,51.20019606602044,0.2145713891395842
42,342,69.1447,10.1806,59,16.6638,0,121,117,14,137,10,0.99543,70.27127,0.0,0.0,0.60714,4.316,8.72027,0.0,0.0,127.0,40.57448,0.00012,0.44,2.75,-1.0,0.708339,0.1430775459089334,9.998987268518519,605.0145921215222,0.18432687967627115,31676.542599677014,87.19467526274886,0.6003380392156863,84.97179424769784,67573.85761054882,0.1814720123232092,0.24514246291841182,0.4671542342620696,0.2283181693476254,0.22249779076454948,0.19851878260013764,91.02332170428632,0.11922872879410774,5.455051257215854,4.966944229546359,0.292695000385694,51.175239092038005,0.21443014021057044
43,343,69.1147,9.91246,59,16.83,0,121,117,14,137,10,1.0165,70.26268,0.0,0.0,0.53571,4.344,8.76113,0.0,0.0,127.0,40.56138,0.00022,0.46,2.76,-1.0,0.701519,0.1426934014260222,10.25829475308642,604.571599370507,0.18393331980439562,31733.80122871845,89.39703770175896,0.6005180588235293,84.97334697247894,67300.73002486156,0.18118154653734028,0.244449505865255,0.4671542342620641,0.22775856281394233,0.2226015260439562,0.19827264690703197,91.0297639946379,0.11899695334134666,4.402333070626391,4.974374760378157,0.2917728222664758,51.19352703329958,0.2143178698582703
44,344,69.3384,10.0438,59,15.6593,0,121,117,14,137,10,1.01645,70.44848,0.0,0.0,0.78571,4.317,8.5286,0.0,0.0,127.0,40.54685,0.0002,0.46,2.981,-1.0,0.663795,0.14242454697514403,10.399932484567902,604.1021923674188,0.18361806776659312,31754.381817522488,88.14649960520899,0.6000403921568627,84.82947205383772,67336.98906192713,0.18094903105187876,0.24346979575993796,0.4693718603052906,0.22737974914963444,0.2229848394776401,0.1983802168975367,90.91813440700759,0.11871794243570069,4.244689977897513,4.9138045034156645,0.2908011675375254,51.11893736285927,0.2141823084533829
