,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,staticness,blockiness,noise,cubcol.1.0,contrast,temporal,color_fulness,cubcol.0,blur,tone,saturation,cubrow.0.3,cubrow.0.6,uhdhdsim,cubcol.0.3,cubrow.0.5,cubrow.0,cubcol.0.6,movement,cubrow.1.0,cubcol.0.5
10,410,48.1812,19.3272,29,20.2201,0,118,113,13,137,13,0.99722,44.38172,0.0,0.0,2.53571,5.554,16.35787,0.0,0.0,127.0,28.67407,2e-05,0.3,1.762,-1.0,1.607728,66005.00548998763,501.2330348904798,1.080490108216916,0.2983815430799106,0.07362713066376722,87.93797840581979,4.540321432610224,85.91924296185057,0.07545713913136748,17668.46697051281,0.4436860392156856,60.73858416521991,0.18463221554760248,0.08191379242466548,96.3650955891194,0.09931619841353248,0.1023313163109194,0.20880846324904553,0.05929135566723739,7.235966435185185,0.06884922024401359,0.05791800720006032
11,411,48.3368,19.2138,29,21.1905,0,118,113,13,137,13,0.99792,44.54783,0.0,0.0,4.35714,5.477,16.58812,0.0,0.0,127.0,28.57944,8e-05,0.31,1.765,-1.0,1.535777,66006.54267088466,497.4997874273649,0.8047476162129853,0.29838154307991216,0.07362112634148366,87.12978020747158,4.639874209229076,86.19604937843015,0.07556131691174255,18009.763689603114,0.4366326274509804,60.879509066358025,0.1846885829781618,0.08184704151624496,96.31958666909141,0.10248369773634432,0.10401097390437655,0.20969012085996236,0.061143136173711504,7.935715663580247,0.06989524550861358,0.056896357580282386
12,412,48.6937,19.1264,29,19.688,0,118,113,13,137,13,1.00628,44.89472,0.0,0.0,6.28571,5.306,16.49086,0.0,0.0,126.0,28.5101,5e-05,0.31,1.789,-1.0,1.492022,66174.4785821245,493.9544143125425,1.0246428701376944,0.2983815430799183,0.07303942093209971,87.69011351018207,4.626448183487619,86.45570129377373,0.07552689464442004,18599.339007754115,0.42905294117647064,60.85109381028163,0.18445196400485256,0.08338076892936422,96.26970636594442,0.10433483177534772,0.1037905421992094,0.21035723754500804,0.05933476859492499,7.525366512345679,0.06968367199153172,0.056569089629487236
13,413,49.0484,19.477,29,19.4043,0,118,113,13,137,13,0.99895,45.21963,0.0,0.0,5.21429,5.353,16.41422,0.0,0.0,125.0,28.45219,5e-05,0.31,1.802,-1.0,1.475846,66393.72391203047,490.7477746939207,1.2586665050289951,0.29838154307991266,0.07268951537188952,87.97961544770067,4.467151844503593,86.62737707710721,0.07576012786999581,19087.318402760575,0.42865882352941176,60.77152751404562,0.18447203980072793,0.08451898635044618,96.24759195236226,0.10632554264056375,0.10353692997534031,0.21114660097728288,0.06144240934974941,7.034191743827161,0.06939824983037877,0.057255403149843016
14,414,49.3368,19.6286,29,20.6254,0,118,113,13,137,13,1.00111,45.5036,0.0,0.0,3.0,5.401,16.71633,0.0,0.0,125.0,28.44852,8e-05,0.31,1.817,-1.0,1.505985,66405.33372353813,487.9632353013778,1.1298767238254535,0.2983815430799169,0.07244833498755848,88.80411249641179,4.599388581268391,86.92218912643824,0.0758111872481996,19287.51028919288,0.4342933333333333,60.978817598319345,0.18439958886567814,0.08432976466515195,96.21057674818049,0.10716561119971765,0.10344059317725966,0.21224948075898822,0.06746421103918589,6.698929398148148,0.0689870737218669,0.05757350684000618
15,415,49.543,19.8477,29,20.1531,0,118,113,13,137,13,1.00053,45.71628,0.0,0.0,4.64286,5.393,16.84841,0.0,0.0,125.0,28.5007,5e-05,0.31,1.802,-1.0,1.491349,66357.73199353255,485.3273836955768,1.128974419687563,0.3005991691231395,0.07220013852798049,86.38397052276369,4.549550828855698,87.05146382889671,0.07593068909317426,19356.93756652997,0.4380505882352941,60.9056475604022,0.18451611886818786,0.08432087030699298,96.18760115087065,0.10792871277370927,0.10319376272268498,0.2134745600805228,0.07078484817125422,8.060908564814815,0.06935880585067063,0.058351361891075454
16,416,51.1197,19.1336,31,21.6506,0,118,113,13,137,14,0.99782,47.14536,0.0,0.0,4.75,5.324,17.03961,0.0,0.0,125.0,28.66552,3e-05,0.31,1.683,0.39532,1.453209,66963.77496020892,482.92202837137455,1.0979742506047725,0.3005991691231425,0.07197343749672082,88.59719876588366,4.4994725985523525,87.44960907061036,0.07603264698390626,21316.195172850512,0.43772156862745093,60.882900096752024,0.18463898535487988,0.08423202080554973,95.89215227299488,0.10786016884841051,0.10266519340343963,0.21451165178256634,0.07331570417385433,8.814718364197532,0.06971649970195325,0.05959070567280957
17,417,50.7673,20.9845,30,21.8433,0,118,113,13,137,14,0.9982,46.88533,0.0,0.0,3.07143,5.351,16.43213,0.0,0.0,125.0,28.7298,2e-05,0.31,1.697,-1.0,1.442082,66764.8768655021,480.82373778382504,1.3734687461131339,0.30059916912314305,0.07182852367203675,86.26458423241448,4.587922488562734,87.3195024174714,0.07616061696531168,20731.67579080452,0.43766274509803915,60.66646962106964,0.18467428442558353,0.08422653352942269,95.98548845960806,0.10764103672243973,0.10225974739363472,0.21513372442769726,0.07372496129622189,8.860966435185185,0.06962781310934929,0.06076390005186315
18,418,50.3178,21.8675,30,22.5015,0,118,113,13,137,14,0.99252,46.52336,0.0,0.0,3.67857,5.495,18.02146,0.0,0.0,125.0,28.68692,5e-05,0.31,1.74,-1.0,1.444692,66481.72033900986,479.0118688109406,2.0429942953889384,0.30059916912314494,0.07180088544236053,87.62171514430146,4.690718288217017,87.2570285198671,0.07622159283055824,20092.836425870108,0.4390992156862745,60.435253755545915,0.18475129031410345,0.08430585786902528,96.0595061022749,0.10719595759048672,0.10188620510692786,0.21580963663996006,0.07782691996061444,9.143518518518519,0.06944193666276693,0.0627939039838797
19,419,50.2632,22.5509,30,21.773,0,118,113,13,137,14,0.99387,46.50304,0.0,0.0,3.35714,5.422,18.77516,0.0,0.0,125.0,28.68576,5e-05,0.31,1.711,-1.0,1.407102,66469.50308669115,477.3480192621625,1.2663310375552446,0.30281679516637433,0.07192380586702256,89.90917702113296,4.696831777774673,87.23819452386442,0.0763114755000528,19927.714141356744,0.43985399999999997,60.137558925299,0.18485869768748517,0.08414948650892144,96.06393510228983,0.10681316739749665,0.10131282883146,0.21637926875317975,0.08174388027847952,9.564525462962964,0.06923225036909886,0.06743052409690711
20,420,50.2794,23.0343,30,21.4941,0,118,113,13,137,14,0.99131,46.51384,0.0,0.0,4.07143,5.397,19.36195,0.0,0.0,125.0,28.74527,5e-05,0.31,1.588,-1.0,1.450379,66503.82387824667,475.6973952258788,1.2562138378789474,0.3028167951663727,0.07217844361058953,86.02947623890377,4.74085900618362,87.2589612256883,0.0764099566884202,19924.19643705465,0.44157647058823535,59.91120948320554,0.18505987071310645,0.08399828499212746,96.09130395965843,0.10656687400763146,0.10093515523306679,0.21695865827765412,0.08239322693105067,10.929157021604938,0.06936588103974914,0.0721533778421526
21,421,49.8177,23.1188,30,21.7555,0,118,113,13,137,13,0.99938,46.09875,0.0,0.0,2.60714,5.441,19.77377,0.0,0.0,126.0,28.70798,4e-05,0.31,1.658,-1.0,1.451862,66391.19690626887,474.04562032294695,1.0197998005360709,0.3028167951663754,0.07315029667322953,87.45748197712321,4.899101368556585,86.7412210609055,0.07642025276468438,19345.262853135708,0.4395113725490196,59.94395427939333,0.18502166043202,0.08391733679720474,96.12806464653193,0.10628044430051015,0.10028472754523711,0.21743178588110176,0.08136414888288945,11.317756558641975,0.06964316000907916,0.07503222639698565
22,422,49.1184,22.482,30,23.9461,0,118,113,13,137,13,1.00491,45.42794,0.0,0.0,2.5,5.36,19.84853,0.0,0.0,127.0,28.58953,3e-05,0.31,1.747,-1.0,1.387768,66326.88501034076,472.45903642862083,0.9512913656840916,0.3028167951663767,0.0739531055947213,87.54867868708061,4.75802287383664,85.82768670820147,0.07646844721593142,18708.88155005423,0.43245607843137246,60.273818781346456,0.18468657040683945,0.08394991730987005,96.21373536892338,0.10622430123495816,0.09916112034505054,0.21794321774810224,0.0814114885579539,11.734760802469136,0.07052913604485396,0.07376313551722224
23,423,49.2087,22.3795,29,20.5987,0,118,113,13,137,13,0.99689,45.45336,0.0,0.0,2.78571,5.305,19.29857,0.0,0.0,126.0,28.64826,3e-05,0.31,1.635,-1.0,1.344403,66423.07874984977,471.1464207118355,1.107212394220351,0.3028167951663759,0.07416383031485715,85.96111681468533,4.79076581708995,85.32587552834785,0.0765395074983087,18848.42760138889,0.42873490196078434,60.34673733181424,0.1843201842284203,0.08406470342690649,96.18034899008492,0.10613379979342819,0.09821415354653694,0.21829526632040375,0.08055713824471757,11.72193287037037,0.07060593641285513,0.07455244922205
24,424,49.5923,22.355,30,24.2246,0,118,113,13,137,13,0.99757,45.82201,0.0,0.0,2.57143,5.304,19.21295,0.0,0.0,126.0,28.77827,2e-05,0.31,1.649,0.3858,1.300364,66503.97157266864,470.1609772870727,1.1874969450019548,0.31271650316772426,0.07576078616938414,89.02420437596999,4.823554523454746,85.8081310779579,0.07661913570144617,19223.636298224836,0.4288458823529412,60.24430847167969,0.18406053241586465,0.08400805640979646,96.08640419916998,0.10597688135978718,0.09732778379278634,0.2187046530058472,0.07975930658729537,11.91970486111111,0.07165542319766666,0.07689414005221207
25,425,49.6336,22.4492,29,21.6974,0,118,114,13,137,13,0.99265,45.8538,0.0,0.0,3.5,5.299,19.194,0.0,0.0,126.0,28.98799,5e-05,0.31,1.682,-1.0,1.283466,66542.32786630114,469.04380465789734,1.0554537520664575,0.3088754621886643,0.07556492048540624,86.84610190153859,4.848589875904357,85.15194696361272,0.07666580979542346,19487.315479244433,0.43216705882352935,59.90619273244599,0.18407450589668217,0.08395281847708776,96.05907833156695,0.10628500569486304,0.09652403693726078,0.21915893078125884,0.07908354262558716,12.600019290123457,0.07294139501520741,0.0775734926908508
26,426,49.7795,23.051,30,23.1777,0,118,113,13,137,13,0.99033,46.01864,0.0,0.0,3.35714,5.289,19.2686,0.0,0.0,127.0,29.03088,7e-05,0.31,1.737,-1.0,1.287237,66461.30179025422,467.6211983759232,1.1445989734931614,0.30887546218866624,0.07594469935532105,89.48139413365347,4.936972675909286,84.73652248852312,0.07667774659024303,19710.96455424328,0.43488941176470586,59.83045658064478,0.18398333261570146,0.08387002433503431,96.05415928017904,0.1065081600282386,0.09573380747579587,0.21969111249597664,0.07843321137921243,12.415895061728396,0.07479876329272177,0.07766814509788725
27,427,49.8569,22.7975,30,22.8849,0,118,114,13,137,13,0.99267,46.13268,0.0,0.0,3.0,5.258,19.78612,0.0,0.0,127.0,29.02622,3e-05,0.31,1.699,-1.0,1.285683,66544.18932385535,465.92018820869407,0.987234707826753,0.3171517552541886,0.07600666252230638,87.81526656981984,4.899832996518935,84.00392965024719,0.07666694328114225,19810.880266407974,0.43761294117647065,59.640760445300444,0.18401033551941906,0.08459617856425096,96.0451295908448,0.10745604232961078,0.09507295240878069,0.22008779180616755,0.07744366624931028,12.512972608024691,0.0753717875021952,0.07779842255883505
28,428,49.0682,22.9133,29,24.2269,0,118,113,13,137,13,0.98956,45.36478,0.0,0.0,2.71429,5.296,19.56468,0.0,0.0,127.0,29.05895,3e-05,0.31,1.642,-1.0,1.321138,66390.72886904728,464.2582897377767,1.0095360196387575,0.3088754621886651,0.07728726038260147,88.71048147667746,4.925045140640406,83.74312094591293,0.07665192350692951,19044.93201443092,0.4426556862745098,59.69915978702498,0.18335432184825048,0.08501971888848119,96.13310134122949,0.10826948376204132,0.09456063044073448,0.22043536668614302,0.07651156603760546,12.331741898148149,0.07656669986733126,0.07757390659553312
29,429,47.6791,23.0949,28,25.8236,0,118,113,12,137,13,0.99146,44.00872,0.0,0.0,4.39286,5.309,19.66801,0.0,0.0,127.0,28.99877,5e-05,0.31,1.557,-1.0,1.402272,66358.23506471473,462.8537524182523,1.1159990770354533,0.30059916912314444,0.07785015646772314,87.61782191448506,4.924633033345458,83.36048082446585,0.0765716670274422,17830.487145770232,0.4406474509803922,60.08579037513262,0.18212411561089467,0.08470438387011932,96.34892827203157,0.1082761296255708,0.09392230841111841,0.22077634771500051,0.075685086111659,12.39549575617284,0.07669069210019591,0.07802567506148377
30,430,46.9832,22.5309,28,23.6361,0,118,113,12,137,13,0.99009,43.30601,0.0,0.0,6.17857,5.288,19.8257,0.0,0.0,126.0,28.75661,5e-05,0.31,1.628,-1.0,1.457228,66367.53099793349,461.66002982225206,1.3430162665747547,0.30059916912314427,0.07755177941335686,88.36924512148315,4.887703865876503,83.1216166452853,0.07641314062890583,17282.508045163642,0.4284050980392156,60.46515966344763,0.17967848210461415,0.08488614567716027,96.45828609164055,0.1083791444670326,0.09330269357462329,0.2211197354263387,0.07536050352973223,12.295331790123457,0.07787580396584243,0.07848502405292165
31,431,47.1181,21.8252,28,23.4448,0,118,113,12,137,13,0.99593,43.41869,0.0,0.0,4.64286,5.246,19.33685,0.0,0.0,127.0,28.41625,5e-05,0.31,1.572,-1.0,1.492049,66333.77524705676,460.43460894676303,1.269328824064379,0.3005991691231434,0.07765731935968304,90.28847882696945,4.8449467358740685,83.33194211778135,0.07621575681148908,17451.680108552646,0.41862,60.4326315043885,0.17767543069106734,0.08528966319825257,96.43553297144591,0.10804477861300261,0.0927384220267697,0.2213949055307931,0.07466568406931284,12.38107638888889,0.07841633766251997,0.07812413987422233
32,432,47.546,20.6964,28,24.0071,0,118,114,11,137,13,0.9921,43.81862,0.0,0.0,2.17857,5.173,18.72962,0.0,0.0,128.0,28.00016,5e-05,0.31,1.545,0.38117,1.473408,66434.25388093574,459.1863840310662,1.5440313056202952,0.3005991691231445,0.07919907206289058,90.11849129673766,4.8817656933452085,83.5556714971639,0.07599819078618715,17879.270089484246,0.41556066666666414,60.44996040250048,0.17655648166628465,0.08528074621470293,96.36694283930602,0.10773278141077673,0.09221572604106068,0.2216076332647561,0.0740839662788038,12.620900848765432,0.07802033646220691,0.0778222875162769
33,433,48.0176,18.1801,28,23.9488,0,118,113,11,137,13,0.996,44.23602,0.0,0.0,2.92857,5.186,17.77221,0.0,0.0,128.0,27.57426,5e-05,0.31,1.571,-1.0,1.490055,66478.93154513862,458.103088421342,1.0372371680175405,0.30059916912314283,0.0806138015590027,86.75052568407011,4.834971801494281,84.31539201687785,0.07595180323447881,18239.41183178459,0.4149624705882352,60.93039882330247,0.1763633509927073,0.08681042722758571,96.34095320454186,0.10742420978663939,0.09126216171767443,0.22187346717281692,0.07379976933844493,12.68113425925926,0.07903829042991652,0.07718720122399997
34,434,47.1234,19.8407,27,20.7108,0,118,113,11,137,13,0.99959,43.39593,0.0,0.0,5.46429,5.176,15.60793,0.0,0.0,129.0,27.07449,3e-05,0.31,1.638,-1.0,1.531152,66402.0122234548,457.05307225059283,1.0273242141842693,0.30059916912314244,0.08126133237184818,89.47324766129354,4.764742712466009,82.92725171496475,0.07572332454114737,17468.750838541146,0.4080735098039195,60.94619920518664,0.17598554370319025,0.08899617093864728,96.51268163942396,0.10703207926320002,0.09063313090591847,0.222107729562985,0.07395389142463826,12.814332561728396,0.07856806748968613,0.07666974097056949
35,435,45.7075,19.122,27,23.8191,0,117,113,11,137,13,0.99427,42.06981,0.0,0.0,3.39286,5.185,17.03342,0.0,0.0,129.0,26.92415,2e-05,0.31,1.758,-1.0,1.56579,66166.0611951017,456.0611184616393,0.9448792887932522,0.2983815430799138,0.08171959690638418,85.72738496706145,4.867145064639733,82.36650985061172,0.07535866723392115,16207.622539904294,0.40232745098039213,61.22627578546972,0.17453605314929657,0.08998085795217316,96.72906917894586,0.10693616579297649,0.0900920785119944,0.22220654848732965,0.07384126976433165,12.05492862654321,0.07862515695348722,0.07620363372410736
36,436,43.7405,18.7729,25,23.1415,0,117,113,11,137,12,0.99698,40.22648,0.0,0.0,5.89286,5.31,16.40642,0.0,0.0,129.0,26.51322,5e-05,0.31,1.68,-1.0,1.658257,65911.65777932004,455.26666392024987,0.9292949834184054,0.29616391703667744,0.08181125670558673,88.43805335599761,4.766850964720416,81.93349728872295,0.07523446265757504,14610.166216588554,0.38887584313725365,61.83059014214409,0.17272369095339826,0.08941111864386993,97.08870607647357,0.10669942154513343,0.08962103173560536,0.22209753019733747,0.07398012725435142,11.415653935185185,0.07833443889815656,0.0757393196876534
37,437,43.0498,18.7028,25,21.6706,0,117,113,11,137,12,0.99614,39.57942,0.0,0.0,5.32143,5.365,16.1059,0.0,0.0,129.0,26.19579,8e-05,0.31,1.475,-1.0,1.703548,65688.28772543487,454.5595034041179,1.0576826894473896,0.2824231680562657,0.08089983040520897,85.93859742373807,4.600680677827063,82.27297870352405,0.07519482038839767,13968.016015592979,0.37894196078431364,61.94043458538291,0.1708947968770963,0.08897122273634592,97.24979682364618,0.10645759944980646,0.08954711277344665,0.22195857392379675,0.0739612855070489,11.023244598765432,0.0780502119477719,0.07528118057069533
38,438,44.1348,18.7924,26,20.3243,0,117,113,11,137,13,0.99373,40.55837,0.0,0.0,6.10714,5.309,16.04872,0.0,0.0,128.0,26.11809,6e-05,0.31,1.48,-1.0,1.647919,65771.19206070509,453.8247468303385,0.7633634838508078,0.293946290993448,0.08061738205529637,87.68960193890078,4.509127973600275,82.06951127052625,0.07520901618754755,14869.543602116077,0.37746235294117647,61.90965553566261,0.1696677112012635,0.08861875673308142,97.09622935006236,0.10654576821463002,0.090229011260306,0.22185734584635633,0.07373363613902466,10.897376543209877,0.0778773012480925,0.07481645544887261
39,439,45.9951,18.27,26,21.9851,0,118,113,11,138,13,0.99926,42.24424,0.0,0.0,5.17857,5.24,16.128,0.0,0.0,129.0,26.06963,0.00014,0.31,1.523,-1.0,1.632678,66052.75454921843,453.06081431209293,0.8560769804975162,0.2945405021008493,0.08035030221909495,85.4798245576449,4.585503870166588,81.80893258992326,0.0752442679265529,16667.336181657323,0.37765137254901954,62.06368717146509,0.16894132408411747,0.08866570866642445,96.70945536895545,0.10689916660527755,0.09047987896659555,0.22179346572519704,0.07409560029667996,10.744212962962964,0.07803131230570381,0.07440705552793395
40,440,46.6402,17.7813,27,20.6194,0,118,113,11,138,13,0.99492,42.8582,0.0,0.0,6.35714,5.147,15.68328,0.0,0.0,129.0,25.80784,2e-05,0.32,1.436,0.37243,1.556646,66162.23478501043,452.31553170008766,1.1030098681006988,0.2983815430799109,0.08005742352276242,90.20423245542875,4.599450408325105,81.49038283410287,0.07528851462550261,17245.42503685455,0.376758431372549,62.27000822844329,0.16865011541136285,0.08857069852348627,96.60343987986846,0.10764216130186983,0.09028000052747218,0.22171293434813594,0.0739309838562738,10.068431712962964,0.07794159380738218,0.07405032114141058
41,441,46.2742,17.0703,26,17.948,0,118,113,11,138,13,0.99497,42.49934,0.0,0.0,5.5,5.213,15.26127,0.0,0.0,129.0,25.5793,4e-05,0.31,1.587,-1.0,1.58883,66023.98143306354,451.6763713600993,0.9792147339945019,0.2961639170366804,0.0799036007206265,86.66560519854471,4.541481247630811,80.25075570643698,0.07536536567905806,16995.871404863115,0.373298862745098,62.433035391348376,0.16817491431841206,0.08812834558266215,96.71018477625367,0.10710644262124695,0.09016533246730558,0.22162417743580173,0.07337083956989478,9.892312885802468,0.07777694839846681,0.07368174395526464
42,442,46.2639,17.4511,26,17.5232,0,118,113,11,138,12,0.99983,42.48377,0.0,0.0,5.35714,5.247,14.6521,0.0,0.0,129.0,25.65594,5e-05,0.31,1.433,-1.0,1.644153,66054.45995970526,451.2097176514597,1.0443135050930883,0.2961639170366725,0.07982605791480658,88.8742909184103,4.327124439583158,79.5562861049553,0.07541146546919768,16849.349710818657,0.3754092352941111,62.70419047791281,0.16806804489422056,0.08787192648391694,96.73015991167,0.10694472669472742,0.08976851896901784,0.22156269672431816,0.0729066332719941,9.558690200617283,0.07798052337126968,0.07333918193161272
43,443,46.3192,18.2073,26,18.3115,0,118,113,11,138,12,1.00329,42.54814,0.0,0.0,3.21429,5.308,14.97677,0.0,0.0,129.0,25.79606,7e-05,0.31,1.558,-1.0,1.692441,65948.90801574354,450.92793173169355,1.1607357495907316,0.2923228760576174,0.07969344857797972,86.6949696044781,4.516106239575153,79.69902140106349,0.07545317025825488,16735.769058897044,0.37833568627450975,62.78451651114004,0.16794277380821038,0.08761655269113869,96.70979191606732,0.10695970399771285,0.08938825328327091,0.2216426791872918,0.07260150060639554,9.245659722222221,0.0776095327247274,0.07303373405487985
44,444,46.6029,18.4971,27,15.66,0,118,113,12,138,12,1.0019,42.81349,0.0,0.0,3.89286,5.252,15.62417,0.0,0.0,128.0,25.9963,5e-05,0.31,1.438,-1.0,1.710604,65971.01015038406,450.6897528114227,1.0302862549031833,0.2862642090353331,0.0794590407662407,88.63804294232656,4.311397880580124,79.44132077554542,0.07549539200521665,16979.15973993048,0.378836862745098,62.69007082338687,0.16797102533306288,0.0874278178357659,96.64769066512692,0.1071215155481893,0.0891470818366016,0.22173837241579902,0.07228050963339944,9.168306327160494,0.07731599638508692,0.07265879128279412
