,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,cubcol.0.3,blur,cubrow.0.5,fft,cubrow.0.3,cubcol.0.6,contrast,cubrow.0,cubcol.1.0,cubcol.0.5,cubrow.0.6,temporal,uhdhdsim,staticness,cubrow.1.0,noise,color_fulness,movement,blockiness,cubcol.0,tone
10,110,67.2147,3.37788,33,4.12146,0,107,131,8,125,6,0.98599,60.87622,0.0,0.0,4.25,3.982,2.80889,0.0,0.0,126.0,59.44284,0.00023,0.29,1.447,-1.0,7.267991,33.05599749529804,0.03892455793044942,60436.36029830037,0.15486276537079977,68986.1808151484,0.2701372246338754,0.24425411946219927,94.12037503663164,0.10566872285283087,0.005816874232480073,0.22050446106658636,0.14396650242013373,2.331216246349274,90.07930188124958,548.5082049836151,0.11727046602085554,0.22448911659759144,162.71331545774365,0.6942515432098766,2.0643739152472005,0.005626606303287558,0.8498713725490198
11,111,67.176,3.47763,32,4.15109,0,107,131,8,125,6,0.98209,60.84151,0.0,0.0,3.75,3.981,2.86311,0.0,0.0,126.0,59.36897,0.00016,0.29,1.603,-1.0,7.285279,33.020398363655,0.03859967615237405,60370.10487792946,0.15475503454557626,68808.60205524463,0.27020076066004034,0.24337151248343325,94.1430430339416,0.10548906173246364,0.0057530350578609375,0.2204291568373121,0.14413458689302366,2.3333587892681082,90.11637446737129,548.3841985883352,0.11706525437132612,0.22227149055436293,161.6886035528351,0.7386670524691358,1.8424965704081868,0.005558817256532829,0.8489933333333335
12,112,67.0987,3.43673,32,4.21386,0,106,131,8,125,6,0.9832,60.75619,0.0,0.0,4.57143,3.973,2.95248,0.0,0.0,126.0,59.32535,0.00021,0.29,1.499,-1.0,7.223861,32.96812551992911,0.03843862817893116,60203.0266344176,0.15459476229166036,68826.14357962362,0.2701646012184954,0.24265327458541172,93.91514521004008,0.10548478078453058,0.005739751779658315,0.22047966909172953,0.14416265339479148,2.3034506930178926,90.09604511961301,548.2285664980783,0.11678979592042958,0.22227149055436182,161.48624098943847,0.6589023919753086,2.02316276464407,0.005479860146004353,0.8487176470588236
13,113,67.1375,3.5167,32,4.10572,0,106,131,8,125,6,0.98345,60.78063,0.0,0.0,3.85714,3.983,2.91505,0.0,0.0,126.0,59.32806,0.00015,0.29,1.464,-1.0,7.305888,33.191376674322434,0.03806395856943906,60319.361673531355,0.1547292084947259,68889.73655784082,0.2702342945285856,0.24204700678707203,94.02038320067605,0.10546459519055494,0.0058012285309487115,0.22051699966634966,0.1442062475638493,2.2874310604871746,90.12015337251201,548.1498302260153,0.1165001942503407,0.222271490554362,162.74805401611718,0.5113329475308642,1.849945296290248,0.005558854917164428,0.8481976470588237
14,114,67.0922,3.68054,32,4.18529,0,106,131,8,125,6,0.98296,60.74685,0.0,0.0,4.03571,3.973,2.98745,0.0,0.0,126.0,59.26448,0.00017,0.29,1.43,-1.0,7.247054,33.08153411488474,0.037714895498355244,60339.78746142906,0.15474867226298317,68914.4758557447,0.27032663172290317,0.24154306110794138,94.03542267727809,0.10549427095077611,0.005813224061444067,0.220641383901606,0.14417589803781922,2.2564735976092916,90.07398100745247,547.9847933397948,0.11617818699642558,0.22227149055436182,161.49251841179264,0.47130594135802467,1.8006384398772464,0.005546176553366355,0.847349411764706
15,115,67.1548,3.88339,32,4.12121,0,106,131,8,125,6,0.98209,60.79743,0.0,0.0,4.07143,3.989,3.12792,0.0,0.0,126.0,59.3179,0.00019,0.29,1.507,-1.0,7.37858,33.220983999746814,0.03737396142373859,60554.27826936632,0.15479430965095417,68871.86388943522,0.27042261423687064,0.24113488595379462,93.78361684559437,0.10551764079534216,0.005789414642378421,0.22064612662261937,0.14416184480421668,2.230757948534211,90.10736881886817,547.8476075890993,0.11593932207630715,0.22227149055436116,162.16787619827633,0.7181230709876543,1.7316443539688926,0.005509705382013756,0.8493058823529412
16,116,67.1111,3.97607,32,4.15561,0,106,131,8,125,6,0.98246,60.73299,0.0,0.0,4.53571,3.968,3.30974,0.0,0.0,126.0,59.28647,0.00012,0.29,1.47,0.43814,7.310849,33.20028761875482,0.037047349237437514,60424.807357885766,0.15481499072639973,68944.81433899065,0.2705547427972758,0.24066911241571792,93.82670753781332,0.10559137816750613,0.00576139396690397,0.22079283920985476,0.14414441866725147,2.2225186434247,90.10529545416901,547.7028143314516,0.11567083914480698,0.22227149055436105,162.7247266608688,0.7651427469135802,1.7439165469557352,0.005514000694147902,0.8513156862745099
17,117,67.115,4.03042,32,4.33448,0,106,131,8,125,6,0.98247,60.73393,0.0,0.0,3.17857,3.98,3.38554,0.0,0.0,126.0,59.29326,0.00017,0.29,1.471,-1.0,7.238706,33.22178329656153,0.03676277911725654,60518.817422292734,0.15486379850391638,68847.44953259765,0.2705265144754835,0.23984986803518352,93.84581917330334,0.10562952068361922,0.00578953197245279,0.22083951971316737,0.1440401845371893,2.2119704209152786,90.09962863466767,547.5985229771413,0.11542408701133618,0.22227149055436166,162.1254680837219,0.7594521604938271,1.9459543282512377,0.00551605025032868,0.8518960784313727
18,118,67.0162,3.92202,32,4.67192,0,106,131,7,125,6,0.98548,60.63286,0.0,0.0,3.71429,3.971,3.43793,0.0,0.0,126.0,59.25896,0.00017,0.29,1.475,-1.0,7.301795,33.35953493471499,0.036417741484215456,60257.81312657944,0.15480014226846123,68817.01404009623,0.2705808263716562,0.23852531334317842,91.4182666302146,0.10561438353950883,0.00577593568046962,0.22094233756980122,0.14393023455557072,2.272944744143153,90.13322344304964,547.4625463546088,0.1149913044264309,0.2222714905543611,163.3469807724783,0.7507716049382716,1.924664627160707,0.0054890193716688514,0.8546043137254903
19,119,67.0031,3.91323,32,4.7656,0,106,131,7,125,6,0.98804,60.59927,0.0,0.0,3.71429,3.972,3.33311,0.0,0.0,126.0,59.23763,0.00019,0.29,1.494,-1.0,7.339073,33.242692547079955,0.03617565744355471,60363.34776073371,0.15467112825569054,68876.33676660592,0.27065393887721956,0.23739550218035163,93.93062960699898,0.10565694320036281,0.005757463334982919,0.22090801042555197,0.14369475464207107,2.3620918442470513,90.12712343618259,547.3577910813409,0.11469910222216603,0.22227149055436093,162.36247162752738,0.8028549382716049,1.9793209886464882,0.005483328434397254,0.8536693333333332
20,120,66.9253,4.19816,32,4.43143,0,106,131,7,125,6,0.98742,60.52138,0.0,0.0,3.67857,3.975,3.33393,0.0,0.0,126.0,59.18934,0.00022,0.3,1.448,-1.0,7.302071,33.31232292269483,0.03590222747892359,60216.2917424507,0.1545971594906012,68741.18444917373,0.2707205116989384,0.23639713159495812,94.089629825409,0.10569736232414217,0.005731571549553653,0.22098195816204413,0.14337381406039915,2.441924897070362,90.17050776184794,547.2070814474662,0.11441685513247261,0.2222714905543625,163.01982345586305,1.3626060956790123,1.7575704259334906,0.005462547271417579,0.8549019607843138
21,121,66.8843,4.74316,32,4.48113,0,106,131,7,125,6,0.99069,60.45612,0.0,0.0,4.14286,3.966,3.57315,0.0,0.0,126.0,59.17444,0.00021,0.3,1.599,-1.0,7.3682,33.25427283769773,0.03562902494526049,60277.360884384936,0.1545543776556608,68764.80224521048,0.2707090586911625,0.2355326685718748,94.1602934280002,0.1057469684282096,0.005729484939787595,0.22098615861807863,0.14298138676862612,2.527505740601932,90.13421675613677,547.0750507503615,0.1143681705726097,0.22227149055436088,162.52806962687134,1.9096739969135803,1.9105539293856284,0.005465359874334754,0.8549168627450981
22,122,66.7102,5.07679,32,4.9927,0,106,131,7,125,6,0.98479,60.28313,0.0,0.0,4.17857,3.967,4.0509,0.0,0.0,126.0,59.11434,0.00022,0.3,1.609,-1.0,7.328628,33.280505145037615,0.035357012968172,60016.20224182287,0.1544902562955017,68752.14204016258,0.270699346697959,0.23474814662713803,94.11097654090426,0.10580193950275409,0.005697905460410309,0.22103306779587306,0.14272309749738704,2.6545054486579476,90.20074538767673,546.8951124535519,0.11384751119625147,0.2222714905543607,162.4981013393957,2.5848765432098766,1.786315840604612,0.005432759352643828,0.8551698039215687
23,123,66.6756,5.34107,32,4.9777,0,106,132,7,125,6,0.9855,60.22008,0.0,0.0,4.46429,3.976,4.33388,0.0,0.0,126.0,59.09658,0.00019,0.3,1.484,-1.0,7.495623,33.35669378586758,0.035089699342622106,60009.23566330015,0.15447045187543923,68665.50618884033,0.27069224265141206,0.2339651245461442,93.99854499143252,0.10580061707766579,0.005713452925293015,0.2210455262484417,0.14226956844741873,2.7612310410648213,90.21084851767954,546.6744902272577,0.11328934914295836,0.2200538645111306,162.55908368203913,3.2201003086419755,1.8735823277057817,0.0054296015356628865,0.8551321568627452
24,124,66.5165,5.43266,31,5.31699,0,106,131,7,125,6,0.99131,60.05253,0.0,0.0,3.67857,3.968,4.56746,0.0,0.0,126.0,59.01134,0.00021,0.29,1.434,0.451,7.339398,33.31343304669416,0.03492276656686077,59914.40958555075,0.15440441600950086,68692.24477865348,0.27058787135929085,0.23324273404416596,93.96454972633501,0.10581011403469266,0.005682594835456847,0.2210081251037847,0.14188107620849807,2.7888401828231784,90.25485334687923,546.4278163323695,0.1127676388203812,0.22227149055436,162.7097775981965,3.657841435185185,1.762012930227093,0.005437817884247899,0.8549019607843138
25,125,66.5035,5.45077,31,4.96206,0,106,131,7,125,6,0.98015,60.0076,0.0,0.0,4.35714,3.97,4.64228,0.0,0.0,126.0,58.98681,0.00022,0.29,1.554,-1.0,7.390272,33.27581881299431,0.034595692849162384,59929.38775223028,0.1543700985694846,68693.13182711141,0.27062217425829693,0.2326265337173591,94.05254286260104,0.10584502436532783,0.005659379041175887,0.2210426908149855,0.14150276963702357,2.799829914504508,90.2396146371892,546.1518948469231,0.11229745939590925,0.22005386451113074,162.301614022878,4.513937114197531,1.9925931370933432,0.005393091473553147,0.8549019607843138
26,126,66.3525,5.26976,31,5.56209,0,106,131,7,125,6,0.97924,59.86087,0.0,0.0,4.39286,3.972,4.66349,0.0,0.0,126.0,58.89094,0.00021,0.29,1.55,-1.0,7.406079,33.23476890281395,0.034301866646892464,59682.41510615417,0.1543531527237275,68773.92479511276,0.27064212076322997,0.2320612665777979,93.97672846944612,0.10588503572883796,0.005657553135974594,0.2210324526153401,0.1411411829355942,2.8268459851966883,90.29789309859709,545.7973917482532,0.11155112492721013,0.21621282353206847,161.52456711611387,4.736014660493828,2.0028918720133406,0.005415794824100985,0.8537929411764706
27,127,66.3692,5.18498,31,5.48287,0,105,131,7,125,6,0.97558,59.83337,0.0,0.0,4.71429,3.964,4.50255,0.0,0.0,126.0,58.87712,0.00026,0.29,1.515,-1.0,7.427661,33.269797996238424,0.034101007798461924,59864.28948045019,0.15435492290354272,68567.24870626436,0.2706324771944313,0.23160952980601895,93.93466983697219,0.10588862029505301,0.0056920304928945046,0.22102552773298004,0.14080463614240918,2.819013262960813,90.31537414694489,545.4468890720511,0.11110287880098269,0.21843044957529825,162.61707341842342,4.845727237654321,1.993202778636825,0.005386430600089264,0.8549396078431372
28,128,66.2509,4.99554,31,5.53007,0,105,131,7,125,6,0.98178,59.7005,0.0,0.0,4.64286,3.97,4.43336,0.0,0.0,126.0,58.7803,0.00028,0.29,1.474,-1.0,7.494126,33.08164714295187,0.03385065715544225,59713.168182065805,0.15435386340133073,68741.3732375024,0.270454338401703,0.23114939259125178,93.64381579459682,0.10586448274373857,0.0056885742450567866,0.22099350013221083,0.14047438703073242,2.819216089548281,90.32227447602662,545.0267691587894,0.11053863974853868,0.21621282353206742,161.36707549426086,4.885850694444445,1.9625716764226973,0.0053853446141506655,0.8540380392156862
29,129,66.2333,4.82258,31,5.31476,0,105,131,7,125,6,0.98608,59.65385,0.0,0.0,4.42857,3.972,4.26782,0.0,0.0,126.0,58.77071,0.00024,0.29,1.442,-1.0,7.398173,33.226889339494114,0.0336749687792374,59785.88370701304,0.1543137059483806,68825.09388855228,0.27034071776732,0.23076310124665403,93.97256521778405,0.10584051971568575,0.00569110432831213,0.22100474657302174,0.140226738428661,2.815489580504978,90.32904517862363,544.6041841740418,0.11015677253925407,0.2184304495752943,162.89910847467735,5.0757619598765435,1.9791631121782085,0.005329166274774277,0.8560031372549021
30,130,66.1502,4.57437,30,5.23962,0,105,131,7,125,6,0.98588,59.55545,0.0,0.0,4.10714,3.961,4.11914,0.0,0.0,126.0,58.70179,0.00018,0.29,1.536,-1.0,7.454774,33.06623331705729,0.03345673738803389,59660.01142900626,0.15428608025837748,68848.55442912591,0.27015382458172466,0.23039561218547538,90.532247128362,0.10582585163465771,0.005661670346260642,0.22099093251488297,0.13989971590304873,2.797387093324254,90.32113563367533,544.1269507090997,0.10962126101196036,0.21621282353206683,162.13271016011407,5.879533179012346,2.051520457961559,0.005314030281144072,0.8554227450980394
31,131,66.0487,4.73908,30,5.38314,0,105,131,7,125,6,0.98211,59.41897,0.0,0.0,4.75,3.96,3.90193,0.0,0.0,126.0,58.69452,0.00019,0.3,1.479,-1.0,7.512694,32.99997588734568,0.03333949721866092,59647.05098711986,0.15421847873639333,68742.30449950372,0.27010235380854747,0.2301329455014758,93.96352905982424,0.10586322017167357,0.005667356377919922,0.220994175756803,0.13960178020149555,2.73027210554533,90.37368472327971,543.6562448664049,0.10937223507925813,0.21621282353206625,162.33721303300075,5.680700231481482,1.8184866877960568,0.005330100388219032,0.8551470588235294
32,132,65.9828,5.15795,30,5.47083,0,105,131,7,125,6,0.98394,59.3301,0.0,0.0,4.85714,3.952,4.04671,0.0,0.0,126.0,58.68046,0.0002,0.29,1.384,0.44534,7.550248,32.988165207851075,0.033173274547240415,59470.886267569476,0.15418256457570284,68720.02817586595,0.2699881416767531,0.22986424313961018,93.8427083736957,0.10585657087849211,0.005668422422289617,0.22104824136975695,0.13935395700672726,2.720990101688658,90.39419972672029,543.146813938771,0.10921731425909835,0.21621282353206617,162.52119180066757,5.415846836419753,1.7808529391096173,0.005350404500835604,0.8549396078431374
33,133,65.916,5.74642,30,5.51672,0,105,131,7,125,6,0.98532,59.2405,0.0,0.0,4.5,3.959,4.3996,0.0,0.0,126.0,58.77723,0.0002,0.29,1.403,-1.0,7.655626,32.96279737684461,0.03301989034844327,59509.54614768246,0.15407235939082534,68683.41190620606,0.26986490591849877,0.22965939701031599,93.57934763247422,0.10582639291322056,0.005654445704425279,0.22107569782362768,0.13911408460574218,2.7513518177153715,90.40891039707822,542.666642541879,0.10923267443914497,0.2139951974888444,162.24989651971083,5.268518518518518,1.6655158173862614,0.005344424849984276,0.8563313725490197
34,134,65.8787,7.81767,30,5.24709,0,105,131,7,125,6,0.98441,59.20234,0.0,0.0,4.85714,3.973,4.91132,0.0,0.0,126.0,58.84648,0.00022,0.29,1.437,-1.0,7.723966,33.00374706880546,0.03279063946983626,59384.48313697652,0.15399604465918323,68847.66030863272,0.2697580714574114,0.2294756329586843,93.83365833380793,0.10584095095225093,0.005636282232862305,0.22108036221330582,0.13887572700402318,2.7936805777088205,90.38398465772534,542.1458146473387,0.1091589099054858,0.2162128235320601,161.78692079299037,5.2005690586419755,1.7583013410940427,0.00533533958716122,0.8565764705882354
35,135,65.8409,8.76514,30,5.47051,0,105,131,7,125,6,0.97713,59.1494,0.0,0.0,4.35714,3.973,6.6982,0.0,0.0,126.0,58.93532,0.00017,0.29,1.456,-1.0,7.682752,32.79654081368152,0.03260133328900705,59437.92582416148,0.15399489843746042,68871.60985089977,0.2696115441473764,0.22934296299399393,93.77293712473838,0.10586529421790095,0.005614899249359553,0.22108567137197008,0.138627156472931,2.83299207617181,90.39924552950096,541.6737697873452,0.1090324424375605,0.21399519748883575,161.44057680120991,5.679880401234568,1.751590685709904,0.005354162168907076,0.8571419607843138
36,136,65.7019,8.87154,30,5.74216,0,105,131,7,125,6,0.97823,59.03086,0.0,0.0,4.82143,3.953,7.5184,0.0,0.0,126.0,58.93395,0.00015,0.3,1.481,-1.0,7.626227,32.72793013961227,0.032368785299309484,59145.3200067555,0.1540493158165668,68670.56914758986,0.2694141234959599,0.22915718003940388,93.99598736213896,0.10588677893237856,0.005613394517847024,0.2211044867243756,0.1383755735167477,2.8602404509486257,90.4124049292906,541.184552203181,0.10879245712360135,0.21621282353206653,161.56098315084884,5.517843364197531,1.6842765035546554,0.005344855707723291,0.8574843137254903
37,137,65.4653,7.3995,29,6.88184,0,105,131,7,125,5,0.97561,58.79567,0.0,0.0,5.03571,3.989,7.61181,0.0,0.0,126.0,58.9362,0.00022,0.3,1.444,-1.0,7.566224,32.54791372793692,0.03216484005945838,58664.593766704376,0.15411613539325697,68720.53121509164,0.2692696401682626,0.22908710533709747,93.95984026336136,0.10588486452148767,0.005631443447727788,0.22114609128576151,0.13813822831723477,2.887277027626421,90.47238342673168,540.6393052469299,0.10833281189471651,0.21621282353206314,161.45765655968663,5.39867862654321,1.8975215234244018,0.0053271865788403865,0.8579525490196079
38,138,65.2664,8.22745,29,6.57593,0,104,131,7,125,5,0.98087,58.60096,0.0,0.0,4.89286,3.972,6.35819,0.0,0.0,126.0,58.82122,0.00022,0.3,1.388,-1.0,7.642759,32.64502913863571,0.03195193246070079,58297.48701832509,0.15425967342722158,68612.05505171114,0.2691476736219538,0.2289383338899842,93.96555311822924,0.10591066566822818,0.005619302831515901,0.22113115465136848,0.13790572355654362,2.9327579160819877,90.47080281848565,540.0599122927811,0.10795188538467293,0.21621282353206608,162.02970424803914,5.485243055555555,1.8757190410227864,0.005328882010360752,0.85828
39,139,65.1076,7.38391,29,7.00564,0,104,131,7,125,5,0.97949,58.43467,0.0,0.0,4.46429,3.981,7.04828,0.0,0.0,126.0,58.8086,0.00019,0.3,1.478,-1.0,7.569201,32.609124642831304,0.0317567107047745,58145.832709055096,0.15435715718769352,68526.17856033662,0.26901887712783323,0.22879391755156808,91.76056567174355,0.10593810901455197,0.005629647724439306,0.22116451634163456,0.1377122900904023,2.9662343684285135,90.4938359811564,539.4912153932655,0.10746485855478938,0.21621282353206497,161.66149467075525,5.651572145061729,1.797671265539867,0.005303545398512668,0.8585705882352942
40,140,65.0154,7.56744,29,6.69728,0,104,131,7,125,5,0.97662,58.34203,0.0,0.0,4.82143,3.989,6.3251,0.0,0.0,126.0,58.76778,0.00022,0.3,1.411,0.44534,7.46554,32.610199539749715,0.03153046904298807,58061.9327572753,0.15433809874024976,68517.91570023533,0.2688875371368606,0.22868011560374446,93.65392124238171,0.10591309052164993,0.005626365294138779,0.22121313751960991,0.13753885171141997,2.9858942643056148,90.51059308393624,538.968304778151,0.10697005235458192,0.21621282353206564,162.63726132295636,6.052517361111111,1.9313213200062138,0.005303279348484593,0.8583325490196079
41,141,65.1556,7.88543,29,6.94063,0,104,131,7,125,5,0.98213,58.45843,0.0,0.0,4.92857,4.009,6.47197,0.0,0.0,126.0,58.64508,0.0002,0.3,1.348,-1.0,7.339379,32.40565923996914,0.03132997196193647,58185.287343506934,0.1542249148687889,68322.61851527017,0.2687699597118329,0.22860717154085913,90.84856514586102,0.10591830033178364,0.005626358654357295,0.22131056635786076,0.13738893546209405,2.997292507885945,90.5381460927139,538.4836361514522,0.10651458653862537,0.21621282353206606,162.65332946812117,6.044801311728395,1.9044412697577604,0.005304021810327734,0.8582949019607844
42,142,65.2179,7.91243,29,7.66275,0,104,131,7,125,5,0.98116,58.54502,0.0,0.0,4.46429,4.017,6.74606,0.0,0.0,126.0,58.41602,0.0002,0.3,1.425,-1.0,7.286009,32.24566348982446,0.03110741583984114,58305.33380434747,0.15422065234698967,68596.01132589276,0.26862538568409633,0.22850642655696532,93.79804649356483,0.10588510420391783,0.005619900215094201,0.22135081949120364,0.13718994838449416,3.0319743205718277,90.49526528472056,538.0002298769748,0.10605610641039401,0.2162128235320667,161.69086195633636,6.254870756172839,1.8679858682096644,0.005307875615789908,0.85828
43,143,65.3783,7.72249,29,7.57781,0,104,131,7,125,5,0.98584,58.6872,0.0,0.0,4.82143,3.994,6.76104,0.0,0.0,126.0,58.24501,0.00023,0.3,1.376,-1.0,7.173004,32.10133757414641,0.03088594436263642,58626.003480825515,0.1541302008965224,68542.38460773473,0.2684870117995112,0.22838708865228513,93.65690654382232,0.10591162398425859,0.0056091272965584395,0.2214892809212783,0.13711226448443842,3.0349311045579896,90.47948996653083,537.531660422062,0.10558459065483027,0.21621282353206697,161.4911446722988,6.43822337962963,1.8017944190570436,0.005305703213508225,0.8569188235294118
44,144,65.4456,7.56863,29,7.95308,0,104,131,7,125,5,0.97833,58.76307,0.0,0.0,4.5,4.006,6.60097,0.0,0.0,126.0,58.07159,0.00026,0.31,1.468,-1.0,7.201652,32.16876540949315,0.03062194863480936,58780.35792543718,0.15403803191544538,68558.23832355563,0.2683444999896048,0.2283039635327998,93.49475400480975,0.10593505349893398,0.005593688246055337,0.2215579690177016,0.13698584205642117,2.979510631529121,90.49943823808711,537.0374104687224,0.10517128054694407,0.22005386451113,162.23149827168294,6.557098765432099,1.9479437861812374,0.005307370482815994,0.8560407843137257
