,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,staticness,cubrow.0.3,cubrow.0.6,color_fulness,cubcol.0.5,fft,cubrow.1.0,uhdhdsim,cubcol.0.3,blockiness,tone,cubcol.1.0,saturation,cubrow.0.5,blur,temporal,noise,cubcol.0.6,contrast,movement,cubcol.0
10,410,50.3347,19.8447,32,21.1446,0,118,113,14,137,14,0.99874,46.74954,0.0,0.0,2.71429,5.426,16.77698,0.0,0.0,127.0,29.03318,3e-05,0.31,1.753,-1.0,1.294743,0.22199210238645758,506.1016875169122,0.19690842386769733,0.08705593999454111,86.59768610945136,0.06563828580430983,66292.28171912738,0.07463015351814346,96.03116892861891,0.11182966284977934,1.1138685007414755,0.4508411764705882,0.08326496804163824,60.82767627857349,0.1099037469886692,19729.107480079805,4.586390832738481,0.3209927962332591,0.0696611908202446,84.9264733630415,7.242476851851852,0.08149341500896458
11,411,50.5152,19.7425,32,22.1199,0,118,113,14,137,14,0.99944,46.94175,0.0,0.0,4.71429,5.37,17.0347,0.0,0.0,127.0,28.94449,6e-05,0.31,1.522,-1.0,1.244991,0.2229472907380037,502.33810164761564,0.19703683450403067,0.08702171221340596,86.91330193521055,0.06458279582495226,66272.87231189497,0.07557934481178988,95.97585588565168,0.11440510529697874,0.7253591607072094,0.44303921568627447,0.08361760262975688,60.972245392975985,0.11154082481138934,20081.70469375138,4.692823057852791,0.3232104222764856,0.07151051514986188,84.81590963293895,7.968653549382716,0.08164114044085745
12,412,50.8439,19.6481,32,20.793,0,118,113,14,137,14,1.00831,47.27155,0.0,0.0,4.75,5.336,16.94411,0.0,0.0,126.0,28.87881,5e-05,0.32,1.706,-1.0,1.189876,0.22366652363284326,498.7692677570035,0.1968990047347484,0.08844265070950068,87.0756295685243,0.06432492462300457,66366.58170535527,0.07542466175000084,95.93478486900398,0.1156650741356425,0.8731126427958791,0.4356549019607844,0.08323811322472542,60.95004253622926,0.11113018757987513,20646.45774978084,4.667825531953745,0.3232104222764876,0.06971980493524246,88.2199486516383,7.598283179012346,0.08159383329036786
13,413,51.1665,20.0031,32,20.3929,0,118,113,14,137,15,0.99971,47.57924,0.0,0.0,5.53571,5.282,16.86292,0.0,0.0,125.0,28.82366,6e-05,0.32,1.794,-1.0,1.216118,0.22450215650255712,495.5553026368446,0.19693187348398414,0.08954840240904452,87.27757237309811,0.06491622549633146,66649.58081155659,0.07511856135568935,95.92147752196242,0.11757183475214476,1.4072014441856713,0.43498372549019604,0.08310748972587179,60.86280690887828,0.11065020136071983,21123.939843601882,4.48270844037617,0.3232104222764862,0.07098909482054885,86.60799579796691,7.094907407407407,0.08175432535220364
14,414,51.4574,20.1578,32,21.4103,0,118,113,14,137,15,0.99989,47.87462,0.0,0.0,3.60714,5.334,17.17024,0.0,0.0,125.0,28.8216,5e-05,0.32,1.763,-1.0,1.22611,0.22567021967750592,492.75983884874165,0.19687777388106018,0.08934161702369797,87.62403683243791,0.06508395173402184,66720.76035359611,0.0748845287104673,95.86548488842155,0.118239397007937,1.0767770961754424,0.4389243921568628,0.08317218680483845,61.07711452907986,0.11037527315048622,21375.793284744832,4.643272975487993,0.32321042227648794,0.07690315567791997,89.95030497805726,6.729841820987654,0.08195699556315747
15,415,51.672,20.3781,32,20.6584,0,118,113,14,137,15,1.00252,48.088,0.0,0.0,5.21429,5.329,17.30201,0.0,0.0,125.0,28.87525,5e-05,0.31,1.67,-1.0,1.231601,0.22686427850663501,490.12764857553395,0.1970761285195171,0.08937191694679,87.73169169508716,0.06557883289978779,66625.06760926441,0.07534135743005449,95.84867715332258,0.11903771388642462,1.2048684823369489,0.443364745098039,0.08307226087609618,61.00421481662326,0.10991503611070694,21461.425391602643,4.577916078148436,0.323210422276488,0.07957769445538654,86.05632043142685,8.083333333333334,0.0822516829446934
16,416,53.2228,19.6883,34,22.4744,0,118,113,14,137,15,0.99835,49.51796,0.0,0.0,4.67857,5.248,17.49674,0.0,0.0,125.0,29.04307,3e-05,0.32,1.635,0.35802,1.204165,0.2277940456143762,487.72088771085646,0.19730477309293643,0.08927541573298266,88.14050193644283,0.06665944564956178,67214.37443447963,0.07579686329644585,95.5911380775919,0.11926252862800366,1.2067493239251772,0.4431588235294117,0.08280066192827293,60.98883075478636,0.1093327453634953,23536.733243806437,4.522701689080946,0.32542804831971633,0.08154636481507448,85.69579966245146,8.85180362654321,0.08229994047616895
17,417,52.8713,21.5379,34,22.6147,0,118,113,14,137,15,1.00002,49.25789,0.0,0.0,3.07143,5.364,16.91092,0.0,0.0,125.0,29.11193,4e-05,0.32,1.885,-1.0,1.173912,0.2283926870840329,485.63098026026273,0.1974214814548199,0.08928994927815684,88.00346604964435,0.06773533678555052,67087.12070635021,0.0757102785939315,95.66514621084899,0.11897943664529868,1.39683799901354,0.44325843137254906,0.08258679984072612,60.7726638228805,0.10882985583921265,22884.994979458097,4.631500842909388,0.32542804831971645,0.08173340903610084,88.70502875475296,8.925974151234568,0.0824633123367271
18,418,52.4349,22.4272,33,23.0933,0,118,113,14,137,15,0.99607,48.91226,0.0,0.0,3.39286,5.417,18.49949,0.0,0.0,125.0,29.08058,5e-05,0.32,1.772,-1.0,1.177282,0.22892546046295623,483.82037010168796,0.1974776738978395,0.08931394127798468,88.00233914791066,0.0696778754420843,66732.60280907105,0.07553726185378135,95.7380721448059,0.11875066633378385,1.9515941322497732,0.4451380392156862,0.08242272568928408,60.54414103943625,0.1083274685947642,22233.587057147277,4.721940299999488,0.3292690892987829,0.08579848968350105,86.58249356711416,9.19357638888889,0.08254589592573006
19,419,52.3941,23.0924,33,22.684,0,118,113,14,137,15,0.99489,48.89751,0.0,0.0,2.75,5.34,19.25853,0.0,0.0,125.0,29.08247,4e-05,0.32,1.793,-1.0,1.148906,0.2294855396286467,482.1587393628417,0.19760086416484893,0.0890835513558544,87.94801917116797,0.07409906584235887,66685.1297895969,0.0754132743418631,95.7462042428698,0.11850062255204907,1.2902347491500314,0.4468576470588235,0.08250819458075602,60.25056815441744,0.10772053265582265,22087.3239785065,4.711830972392486,0.3254280483197218,0.08873495338512613,87.97201916726303,9.614390432098766,0.08266501364808704
20,420,52.4023,23.5724,33,22.3912,0,118,113,14,137,15,0.99258,48.90038,0.0,0.0,3.5,5.34,19.83159,0.0,0.0,125.0,29.14062,5e-05,0.32,1.817,-1.0,1.169021,0.22991649365912747,480.5141208347375,0.19775682126897162,0.08893562604698728,88.02482879624283,0.07868786185575555,66774.6045608065,0.075659771514737,95.76263172191766,0.11841166421288493,1.2173078546659188,0.4478309411764693,0.08264657924126095,60.02509543336468,0.10728653195517336,22076.18450600717,4.752695588288637,0.3375453823642976,0.08970392468600139,86.52168164986905,10.977719907407407,0.08276507861582788
21,421,51.9752,23.6376,33,22.5142,0,118,113,14,137,15,1.00033,48.51906,0.0,0.0,3.14286,5.358,20.23972,0.0,0.0,126.0,29.10283,5e-05,0.32,1.624,-1.0,1.178656,0.23032287745005794,478.8753778495794,0.19773984383444218,0.08886039630869132,87.52768774131712,0.08169145665603272,66691.3328562943,0.07601822003996861,95.79472397515823,0.11816200953741499,0.9132864812382436,0.44561590196078393,0.08324560466832252,60.05345718948929,0.10660472391380339,21468.03538044412,4.9236056587234085,0.33754538236429826,0.08886330056160552,88.30765141167754,11.38845486111111,0.08279781480606006
22,422,51.2943,23.0069,33,24.7469,0,118,113,14,137,15,1.00411,47.8629,0.0,0.0,3.21429,5.338,20.29577,0.0,0.0,127.0,28.97902,3e-05,0.32,1.616,-1.0,1.119972,0.23077293376073046,477.2951967106655,0.19741692476689388,0.08889487231306897,86.67166826185678,0.08026618692722456,66595.2270777439,0.07692992356514385,95.86210147999839,0.11815364572113429,0.9994192468197458,0.4389799019607833,0.08398779780889175,60.383804886429395,0.10546220507190161,20804.599197177857,4.775895762106217,0.3375453823642986,0.08894942568148885,88.79571208170114,11.77830825617284,0.08289245495856347
23,423,51.3821,22.8951,32,21.8003,0,118,113,14,137,15,0.9975,47.87955,0.0,0.0,2.92857,5.283,19.74934,0.0,0.0,126.0,29.03169,6e-05,0.31,1.661,-1.0,1.090929,0.2311346323184369,475.9967286448634,0.19709293309179984,0.08897638054914284,86.14415312226069,0.08093790827070964,66714.99466487244,0.07705302890099316,95.8450961585479,0.11809949192216404,0.8277924524207849,0.4349461372548995,0.08419453340119479,60.4542950288749,0.10443555067722998,20935.230858405124,4.8104635842955235,0.3375453823642996,0.08818670430654653,88.97096694946762,11.767409336419753,0.08294645768862727
24,424,51.7924,22.8699,33,25.5649,0,118,113,14,137,15,0.9963,48.27674,0.0,0.0,3.07143,5.282,19.65531,0.0,0.0,126.0,29.16536,3e-05,0.42,1.838,0.33912,1.048712,0.23158638962785932,475.01285138605124,0.19688891067743447,0.08890793592419774,86.60807947640686,0.08329768376981625,66797.31221801914,0.07813602215318566,95.7550388422466,0.11794108330291544,1.4240810772631296,0.43436392156862746,0.08580649152765972,60.34962237322772,0.10349593718460261,21405.974467333243,4.836737223999525,0.3375453823643015,0.08743024476970127,86.95657717060932,11.999903549382717,0.08300945711312771
25,425,51.8574,22.971,33,22.7265,0,118,114,14,137,14,0.99407,48.32654,0.0,0.0,3.28571,5.274,19.6358,0.0,0.0,126.0,29.3694,3e-05,0.42,1.726,-1.0,1.049526,0.2319945160948769,473.892991292328,0.1969116615697859,0.08887834325684367,86.03949461946907,0.08437149108180345,66850.66451020232,0.07949229411422788,95.72913302895284,0.11817395493206914,1.3227515160926253,0.438178431372549,0.08587829474677464,60.01901829095534,0.1026901250494438,21749.44995184466,4.864040271588188,0.3375453823643018,0.08677878418539893,87.90753108537338,12.63329475308642,0.083042491022025
26,426,51.9708,23.5632,33,24.2106,0,118,113,14,137,15,0.99141,48.46557,0.0,0.0,3.85714,5.255,19.71796,0.0,0.0,127.0,29.41433,7e-05,0.43,1.781,-1.0,1.027913,0.23258812133566906,472.4731160012423,0.1968757581900164,0.0887822024106045,85.55438370668543,0.08444494046906321,66817.72861967997,0.08141108221035168,95.72626567172897,0.11829211412564672,1.1298284071029692,0.441075725490196,0.0861310692488581,59.935372246636284,0.10186773119792863,21943.764382686517,4.951763254638665,0.33976300840753093,0.08611103978791712,88.00251945315102,12.462914737654321,0.08312404914324652
27,427,52.0942,23.3011,33,23.8572,0,118,114,14,137,15,0.99217,48.62592,0.0,0.0,2.46429,5.224,20.2267,0.0,0.0,127.0,29.41443,3e-05,0.43,1.789,-1.0,1.020551,0.2330227116249112,470.7637802199608,0.19687967006655374,0.08955265246869969,84.88997905562911,0.0846033191978197,66881.6727059896,0.08203326812026222,95.70317470790715,0.11905542441094577,1.1237824528016191,0.444713725490196,0.0862528484342669,59.75167771327643,0.10113754974003478,22067.827320278833,4.907775410948498,0.33976300840753204,0.0852492487877917,86.55396799664086,12.548755787037036,0.08317252513070596
28,428,51.3459,23.4183,33,25.1752,0,118,113,14,137,14,0.99194,47.88729,0.0,0.0,2.92857,5.261,19.99925,0.0,0.0,127.0,29.44378,4e-05,0.42,1.614,-1.0,1.068655,0.23331524932083345,469.0982487667966,0.19623943586988626,0.09005218194420271,84.6915420499383,0.08456114322666525,66648.05204518279,0.08340842874241802,95.78451949721102,0.11964309244189136,1.0649871384887528,0.4490285098039215,0.08766240840721444,59.80930865252459,0.10059095618732912,21214.10446314719,4.94208307832183,0.33754538236430137,0.08434156192146774,87.1784522759452,12.40451388888889,0.0832194731485179
29,429,49.9004,23.5946,31,26.8019,0,118,113,13,137,14,0.99226,46.46759,0.0,0.0,3.46429,5.265,20.10084,0.0,0.0,127.0,29.37182,4e-05,0.42,1.616,-1.0,1.122205,0.23364376731370945,467.66759302001327,0.19490839477309424,0.08971681095293854,84.16783035493124,0.08495346438296411,66588.96658893111,0.08364744038941349,95.9895819362049,0.11952195109803132,1.1221460805445427,0.44713925490196077,0.08793327359436835,60.194319925190484,0.09991767186901544,19820.083182127117,4.9371959392233915,0.33754538236429465,0.08355388380830896,86.9750524344699,12.447964891975309,0.08316670212933143
30,430,49.1505,23.0121,31,24.7647,0,118,113,13,137,14,0.98912,45.70071,0.0,0.0,5.03571,5.249,20.25463,0.0,0.0,126.0,29.12109,4e-05,0.32,1.667,-1.0,1.17699,0.23396819695436885,466.4612311828649,0.1923689651777141,0.08992809993368421,84.00390797258333,0.08538228422499006,66580.07436235245,0.08510724626766245,96.11436095049235,0.11954687047088074,1.5076950367093174,0.43779380392156836,0.08754340463863486,60.567588523582174,0.09926412104993934,19210.166110485916,4.897738793893553,0.3276456743629492,0.08324769600335771,86.6145006303473,12.353877314814815,0.08301403201516083
31,431,49.3492,22.286,31,24.6689,0,118,113,13,137,14,0.99542,45.87245,0.0,0.0,4.03571,5.218,19.75044,0.0,0.0,127.0,28.78777,6e-05,0.32,1.627,-1.0,1.231365,0.23423400984542264,465.2161201925011,0.19026799307506462,0.09042798314573443,84.17891369414274,0.08516186257687816,66599.78185631642,0.08559948427559141,96.08095466475135,0.11926688273146277,1.0582899928450022,0.4253180392156862,0.08758322578914095,60.54009218569155,0.09865452747887418,19431.172799854252,4.851280519487112,0.32542804831971694,0.08259808154976045,90.4389599298414,12.441743827160494,0.08283044448553151
32,432,49.818,21.1621,31,25.0492,0,118,114,13,137,14,0.99174,46.31335,0.0,0.0,3.5,5.123,19.1255,0.0,0.0,127.0,28.37694,4e-05,0.32,1.547,0.31932,1.189523,0.23443102878272595,463.9649874809514,0.18907132491303083,0.0904265435903401,84.4280241015573,0.08492242941650334,66641.16401501594,0.08542128964383908,96.00863220921912,0.11898885632613573,1.0756793693380367,0.4215125490196078,0.0889041229898726,60.54813187210648,0.09809338350255223,19946.206923016096,4.896161582770606,0.3331101302778492,0.08203195414420153,87.69411164107753,12.650511188271604,0.08262469925379914
33,433,50.3012,18.6713,31,24.6674,0,118,113,13,137,14,0.99703,46.73596,0.0,0.0,2.57143,5.132,18.17185,0.0,0.0,128.0,27.95837,5e-05,0.32,1.634,-1.0,1.237055,0.2346923082029311,462.86345284702884,0.18890929289749234,0.09194134796873077,85.12943886107972,0.08437021443242189,66748.81562817808,0.0864248797503383,95.98418032709657,0.11867955934500962,0.9177953747711237,0.4199382549019606,0.0900446897224721,61.026716632607545,0.09713086086320825,20400.194678435484,4.855244442687827,0.3254280483197202,0.08175219322282772,86.16375476347676,12.731047453703704,0.0825762299487686
34,434,49.4019,20.2914,31,21.5923,0,118,113,12,137,14,0.99892,45.88724,0.0,0.0,4.67857,5.159,16.03061,0.0,0.0,128.0,27.46448,4e-05,0.32,1.651,-1.0,1.256939,0.23495835889116196,461.8145790689708,0.18848469317422406,0.09403024857820465,83.74451836739755,0.08386763300440074,66634.82888965966,0.08599661627829952,96.13125789520551,0.11826713046586228,1.1046040480708372,0.41251764705882343,0.09074391120336758,61.0448979507258,0.09651242682269674,19587.38241561891,4.792023067797621,0.3254280483197138,0.08186515827874849,88.01055099834241,12.863715277777779,0.08232054153186015
35,435,47.9159,19.5778,30,24.797,0,117,113,12,137,14,0.99402,44.4876,0.0,0.0,3.42857,5.231,17.42091,0.0,0.0,128.0,27.30196,4e-05,0.32,1.706,-1.0,1.299752,0.2350374790479689,460.81052241917007,0.18699455695513906,0.09487390450550925,83.23576971531507,0.0834408498880154,66443.17759407412,0.08610042910098703,96.3408220885508,0.11815416504575528,1.0006989003746818,0.4070770784313725,0.09123313654830174,61.31593492296007,0.09592893278481338,18072.25981723799,4.888553590932573,0.32321042227648694,0.08166575306239231,88.23896060670705,12.091531635802468,0.08198870149505066
36,436,45.9541,19.2416,29,24.2499,0,117,113,12,137,14,0.99727,42.64071,0.0,0.0,5.03571,5.271,16.79768,0.0,0.0,128.0,26.88376,7e-05,0.32,1.656,-1.0,1.345517,0.23486672670667216,459.99330875981366,0.18508215338503728,0.09430557225728334,82.76895893807445,0.0829730836796011,66074.13320313215,0.0858751002688483,96.66876563408246,0.11795841214282354,0.9194944225693197,0.39590590196078435,0.09131206960194567,61.92204755618248,0.09545317761715744,16287.263071713482,4.8039955453339545,0.32099279623325366,0.08171662785152266,91.08051153287357,11.489872685185185,0.08183099345748696
37,437,45.2233,19.1851,28,22.8703,0,117,113,12,137,14,0.99872,41.95476,0.0,0.0,5.5,5.304,16.5103,0.0,0.0,128.0,26.56294,5e-05,0.32,1.499,-1.0,1.348825,0.23469729027734113,459.280177399828,0.18315610081307152,0.09390338068591664,83.05496505835514,0.08256829209768521,65687.86429306207,0.08561428747931546,96.82536279223314,0.11778514556888686,0.7157431234447093,0.3844850980392157,0.09045340160815846,62.030742315598474,0.09534566607561237,15547.002348025982,4.626892477901082,0.3209927962332523,0.08160626333306466,87.57061440980033,11.074845679012345,0.0817747388872785
38,438,46.301,19.2587,29,21.2939,0,117,113,12,137,14,0.9949,42.93302,0.0,0.0,5.21429,5.245,16.46295,0.0,0.0,128.0,26.48686,7e-05,0.32,1.437,-1.0,1.336197,0.23455877306477968,458.52862368169275,0.18187983579636896,0.09358739127463503,82.83567483302465,0.08213651468346046,65992.77329676712,0.0855086169940294,96.69800365029509,0.11787423175376492,1.0486093706309474,0.383930431372549,0.09019279529545964,61.99000210232205,0.09593388590221127,16537.956134514297,4.5409931082537245,0.3209927962332538,0.08139431540869152,89.08877506720191,10.950327932098766,0.08177919110678866
39,439,48.1867,18.7267,30,23.1117,0,118,113,12,138,14,0.99884,44.64694,0.0,0.0,4.53571,5.204,16.53276,0.0,0.0,128.0,26.44372,9e-05,0.32,1.473,-1.0,1.333583,0.23452043055449925,457.75263725987634,0.18110516334573332,0.09368590561523434,82.63029525382775,0.0817610388291971,66245.2766349012,0.08575506833653988,96.34481514245778,0.11821190294255021,1.0546837140075265,0.3834901960784315,0.08990891057194335,62.151430483217595,0.09612048305127331,18534.731281299857,4.625030881472921,0.3209927962332553,0.08169497840155354,85.22857896435383,10.806809413580247,0.08174488475366498
40,440,48.8694,18.234,30,21.8316,0,118,113,12,138,14,0.99554,45.28732,0.0,0.0,5.39286,5.12,16.07748,0.0,0.0,128.0,26.18836,3e-05,0.32,1.445,0.3161,1.259723,0.23447137562678164,457.0053991429866,0.18083134839515155,0.09361766240106924,82.23918831496164,0.08145002711999115,66349.66945987227,0.08563362777519218,96.24593945218794,0.11892778253183184,1.1521577940567251,0.3821549019607844,0.08963777098995657,62.3565673828125,0.095922234890446,19232.604876125006,4.666467457443435,0.3209927962332615,0.08147153102203583,89.55184807812765,10.105275848765432,0.08178048363190564
41,441,48.5673,17.5143,30,19.1877,0,118,113,12,138,14,0.99581,44.97671,0.0,0.0,5.5,5.174,15.65237,0.0,0.0,129.0,25.96131,3e-05,0.32,1.521,-1.0,1.294806,0.2344099827249568,456.3664481910027,0.18031654164351513,0.09322426624694127,81.04175898626984,0.08112367566467578,66283.35722441049,0.08545190398357742,96.32822251096383,0.11849511123657759,1.1500635979008627,0.378738431372549,0.0894146642437228,62.5187877136984,0.09580934566515845,19040.3200972677,4.596975418573738,0.3209927962332548,0.08086943725441952,89.6341602851165,9.912229938271604,0.0818333333869584
42,442,48.5655,17.9246,30,18.4659,0,118,113,12,138,14,0.99959,44.97408,0.0,0.0,4.35714,5.219,15.03679,0.0,0.0,128.0,26.03671,6e-05,0.32,1.401,-1.0,1.33218,0.23437642371248282,455.89483034372995,0.18023168958208433,0.09300974201317362,80.31605186764754,0.08081941210739155,66290.20527519519,0.08555557685119018,96.32828677024149,0.11838982433974739,1.185013367525707,0.3808392156862745,0.08931620374192722,62.78610154140143,0.09549910420948446,18857.955649713964,4.353718282040356,0.3209927962332544,0.08042567118088219,86.55426897326652,9.587239583333334,0.08188105913279038
43,443,48.5775,18.6475,30,19.363,0,118,113,13,138,14,1.00318,45.00703,0.0,0.0,3.35714,5.256,15.38585,0.0,0.0,128.0,26.17526,8e-05,0.32,1.44,-1.0,1.358533,0.23440961657066284,455.6115048675677,0.18009895421223737,0.09276376835408659,80.41907135117081,0.08055381634194993,66235.91577839258,0.0852098651588867,96.32429210602632,0.11842964753178441,1.1809406764675074,0.3842020784313726,0.08921215569654489,62.86802748691889,0.09510866980299171,18686.495614131563,4.584250241478073,0.3209927962332541,0.08018259364008516,85.07033656107572,9.302613811728396,0.0818391315703713
44,444,48.8428,18.9701,30,16.5272,0,118,113,13,138,14,1.0006,45.2559,0.0,0.0,3.92857,5.249,16.00326,0.0,0.0,128.0,26.37496,8e-05,0.32,1.454,-1.0,1.368009,0.2344832656557132,455.374084552211,0.18013765129306092,0.09260846451598519,80.18816063933023,0.08020605151376561,66230.81149131212,0.0849250783184302,96.2606474327528,0.11860457668245686,1.1988869258697628,0.38404431372549014,0.08899360232354499,62.7752035635489,0.09491109912472837,18970.47172758007,4.3480489318646,0.3209927962332544,0.07990313718674746,87.7471686239471,9.191502700617283,0.08181086897664532
