,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,cubcol.0,cubrow.0.3,color_fulness,cubcol.0.3,temporal,blur,cubcol.0.6,noise,fft,cubrow.0,cubrow.1.0,staticness,uhdhdsim,tone,blockiness,cubcol.1.0,movement,contrast,cubrow.0.6,cubrow.0.5,cubcol.0.5
10,110,71.9849,13.4798,74,17.7426,0,115,121,21,131,23,1.03685,70.00249,0.0,0.0,1.0,3.355,11.81311,0.0,0.0,125.0,57.58035,0.00136,0.62,2.142,-1.0,0.027887,40.919116926781925,0.08465165721053329,0.21185581592270772,148.43202423465434,0.14323885917333207,4.868722827015991,43290.451241032155,0.2168081092671141,1.0413060672685437,77921.8013031762,0.23523258185556437,0.30264782012180697,480.88345773135245,82.7042807861641,0.8899666666666667,2.7795775190089755,0.13393416048947135,3.826003086419753,96.21599969310972,0.23842056519499935,0.22450258054685474,0.26667007688603545
11,111,72.2279,13.327,75,16.5963,0,115,121,21,131,23,1.03088,70.27776,0.0,0.0,0.78571,3.364,11.60017,0.0,0.0,125.0,57.60009,0.00117,0.63,1.962,-1.0,0.031635,40.834337210949556,0.08459883314548888,0.21190475992436208,148.68943282953387,0.14505566265039266,4.828426877873283,43480.95196867624,0.21703690066363227,1.0473647342908352,77827.35285596053,0.23662866004334077,0.30300125211596857,480.1512462753177,82.687893518977,0.8900952941176471,1.8514992401754182,0.13392641431061258,3.988233024691358,97.70112786029057,0.23873859188673768,0.2244767204760117,0.2676970585548478
12,112,72.1915,13.1144,75,16.314,0,115,121,21,131,24,1.02905,70.26703,0.0,0.0,0.67857,3.359,11.47005,0.0,0.0,125.0,57.58722,0.00127,0.61,1.944,-1.0,0.023391,40.76473584587191,0.08447591226157003,0.2117898756051141,148.56045567047502,0.14625589756908697,4.778391416638762,43360.57621779531,0.21810591003183868,1.0457413193550027,77891.697620264,0.23862246897766168,0.303853102632828,479.4686486234911,82.68450494959876,0.8895490196078432,2.4390490195240515,0.133914884973974,3.4675925925925926,97.75025169852967,0.2389815034469388,0.22498932418888515,0.2685722626067224
13,113,72.3275,12.7402,75,15.9863,0,115,121,21,131,24,1.0273,70.42829,0.0,0.0,0.78571,3.371,11.28645,0.0,0.0,125.0,57.58135,0.00121,0.62,1.955,-1.0,0.024431,40.549811280803915,0.08441230264976536,0.21223644760997823,148.59738523868953,0.14527596100204485,4.736033027894399,43604.48812466511,0.21973870642881066,1.0457413193550023,77963.20799244808,0.23923359139856143,0.30424619286776816,478.8034965566256,82.68214205727064,0.8891560784313726,2.6901577710545856,0.1335859563924933,2.8368055555555554,97.81179446475169,0.23915595977679205,0.22509748380187658,0.2691298755280275
14,114,72.9939,12.4099,76,15.787,0,115,121,22,131,24,1.02606,71.07259,0.0,0.0,0.75,3.379,10.96953,0.0,0.0,125.0,57.59069,0.00112,0.62,1.976,-1.0,0.016635,40.546223016432776,0.08445365533000346,0.21280750395149203,148.67141413241256,0.14745300211251414,4.677272810921774,44752.37458380043,0.2196400149638484,1.0473647342908483,78123.26390825995,0.23844345035901796,0.3048712158462462,478.2403597132366,82.62470553418554,0.8890737254901961,2.2281087811956293,0.13354369150683565,2.509693287037037,96.27630897659913,0.23958254126458503,0.22526361510848178,0.2700827378988633
15,115,73.3673,11.644,76,15.7168,0,115,121,22,131,24,1.02587,71.41411,0.0,0.0,0.78571,3.371,10.68036,0.0,0.0,125.0,57.59,0.00151,0.61,1.931,-1.0,0.023076,40.63524090802228,0.0844114494527188,0.21277795365837604,148.62626951856197,0.14799890430915696,4.623992042038502,45841.532050402224,0.21972600308131726,1.0501765714414744,77975.19841950256,0.23818070349736284,0.30656560883711004,477.74605926197495,82.61849384815531,0.888744705882353,3.152524667421851,0.1336016433908155,3.0516493055555554,96.33696237294976,0.23978080637946822,0.22521314950881136,0.271162945473532
16,116,73.5497,11.0657,76,14.5344,0,115,121,22,131,24,1.02532,71.59737,0.0,0.0,0.78571,3.375,10.02238,0.0,0.0,125.0,57.58357,0.0013,0.61,2.017,0.15445,0.031973,40.711258122950426,0.08440348441250935,0.212562412338844,148.6225303204581,0.14743304250150258,4.525800948826082,46464.11154701783,0.21957614224587096,1.0517999863773024,78223.30120458228,0.23959273279842536,0.3084315665106711,477.3247752654566,82.58782631928058,0.8886054901960785,2.1965446915959306,0.1337610538263375,2.994695216049383,96.55692961858722,0.2397452524399695,0.22510406005815314,0.27324805782921824
17,117,73.4237,11.8357,76,12.7668,0,115,121,22,131,24,1.02355,71.47328,0.0,0.0,0.75,3.388,9.53103,0.0,0.0,125.0,57.53512,0.00122,0.6,1.89,-1.0,0.026469,40.44421499746817,0.08435880366723583,0.2125844969122096,148.70329331282846,0.1486535502206036,4.402872925131495,46467.48555417377,0.22017991042088497,1.0540176124205367,78314.59534296257,0.24110591730914838,0.31062167840357496,476.9437343181413,82.62867554067574,0.8878823529411765,3.375174443861021,0.1336222405793214,2.6084104938271606,97.92133015767172,0.23973673481604593,0.22514042927711256,0.275972433423248
18,118,72.9618,12.3801,76,14.465,0,115,121,21,131,24,1.02235,71.04789,0.0,0.0,0.60714,3.384,10.19271,0.0,0.0,125.0,57.49827,0.0012,0.62,1.829,-1.0,0.016676,40.51558788911796,0.08433276872444335,0.21254874845892927,148.6273231940234,0.14829789190706974,4.540009661338997,45290.74077910515,0.22081578855931372,1.0495823603340695,77950.22164580482,0.2410499472698704,0.3116627279101509,476.62271199463083,82.6711065191232,0.8874313725490196,3.216971240268616,0.13350641546020586,2.486689814814815,95.84027356829098,0.23961493778835186,0.22527797719483572,0.2760866521003473
19,119,72.5882,12.6208,75,15.4726,0,115,121,21,130,24,1.02815,70.67579,0.0,0.0,0.64286,3.396,10.65456,0.0,0.0,125.0,57.4663,0.00135,0.61,1.856,-1.0,0.024986,40.5261959499783,0.08431501301362399,0.21237619715600675,148.84730667825153,0.14852048763195994,4.619306726221549,44615.60231427753,0.2207201956287337,1.0501765714414673,78024.51093711377,0.24020510876010928,0.31144194631552347,476.3197118308556,82.69120377188861,0.8867450980392158,2.0814741428441983,0.13360288229719258,2.558738425925926,95.94853524912274,0.23952303555120885,0.22514924742637452,0.27496195351759956
20,120,71.9061,12.8761,74,15.5461,0,115,121,21,131,24,1.02435,70.00971,0.0,0.0,0.60714,3.392,10.85397,0.0,0.0,125.0,57.43912,0.00115,0.61,1.774,-1.0,0.026905,40.584370930989586,0.08436047227867112,0.2126065985143447,148.83989740135706,0.1483046813781147,4.683565238123984,43503.57205407539,0.2217870914373636,1.0479589453982392,77770.13773401613,0.2399908863082282,0.3113638805514757,476.0259791848152,82.72094688352547,0.8866333333333334,2.429783914247493,0.1336066660058957,3.1591435185185186,95.87477081011727,0.23948190165285135,0.2252234513784632,0.2742651047350402
21,121,71.5051,12.9879,74,15.5703,0,115,121,21,131,23,1.02928,69.60853,0.0,0.0,0.39286,3.412,11.07281,0.0,0.0,125.0,57.42874,0.00132,0.61,1.722,-1.0,0.030684,40.512923629195605,0.08431224666814499,0.21278000434654773,148.77290144863244,0.14749930488515145,4.726005173880937,42999.684987704946,0.22165059941114587,1.047958945398226,77763.6172026059,0.2389863825375247,0.3113809835336667,475.6832038458807,82.79344484292051,0.8869474509803922,2.4838540616525657,0.13369656122084728,3.33179012345679,98.13837628719874,0.23944545886458077,0.2255378140563703,0.2739846411586089
22,122,71.4128,13.007,74,16.7487,0,115,121,21,131,23,1.03836,69.46011,0.0,0.0,0.67857,3.386,11.17288,0.0,0.0,125.0,57.42747,0.00123,0.61,1.744,-1.0,0.029576,40.39544527030286,0.08425788945906691,0.21271342735078952,148.62102377738736,0.1474453102613144,4.7505412432594945,43123.732403131224,0.22061693349392017,1.0435236933117813,77822.4628193858,0.23846791271455292,0.3113341383611922,475.31611070119004,82.75421913271006,0.8875435294117647,2.8466852190197858,0.1337019668429935,3.353250385802469,96.88247652414601,0.23946847725791454,0.22565448465190102,0.2737242110338613
23,123,71.2312,13.1427,73,16.2591,0,115,121,21,131,23,1.02958,69.23963,0.0,0.0,0.75,3.39,11.18662,0.0,0.0,125.0,57.4249,0.00136,0.6,1.956,-1.0,0.022391,40.49169676980854,0.0842995169344432,0.21268408462984534,148.52412607121147,0.14972707810139826,4.77781169238609,43117.069101439796,0.22003502786422582,1.0413060672685448,78108.7746238318,0.2388203977406281,0.31092880366209946,474.94459528970185,82.82213528623194,0.8877054901960785,2.756864327914415,0.13368787820108813,3.3448591820987654,98.08186439467333,0.2395528156608897,0.2258385337880698,0.2728026652232068
24,124,71.2869,13.2561,73,16.7794,0,115,121,21,131,23,1.03058,69.21366,0.0,0.0,0.5,3.383,11.30401,0.0,0.0,125.0,57.39953,0.00113,0.61,1.902,0.16037,0.023142,40.4514921211902,0.08430658956373142,0.21273606079974505,148.64814275304468,0.1509169337186391,4.792585308478422,43575.00065340169,0.21957353242230487,1.0370300335684464,78083.28617418215,0.2394817526687424,0.3104939561770203,474.5523233634074,82.78235969212963,0.8878823529411765,2.9259042481750464,0.13370766174506385,3.367283950617284,98.09315237388836,0.23954170848492873,0.2260043728910244,0.271413488492023
25,125,71.0651,13.2922,73,17.7815,0,115,121,20,131,23,1.02583,68.94852,0.0,0.0,0.35714,3.385,11.40187,0.0,0.0,125.0,57.4032,0.00125,0.61,1.81,-1.0,0.020657,40.446795616620854,0.08430129064653327,0.21309941922551884,148.7127314645482,0.15058573053256952,4.819688010842833,43338.5981327637,0.21839389920776933,1.0291887332239569,78211.44949668717,0.23990464179170654,0.30994983534373705,474.1258228809536,82.83525429525169,0.8884266666666667,2.8700139196518415,0.13357610479966717,3.6364293981481484,97.69042641933342,0.2395733455390379,0.22614385230348286,0.27104491516577317
26,126,70.9247,13.378,72,17.4969,0,115,121,20,130,23,1.02285,68.77445,0.0,0.0,0.82143,3.373,11.43339,0.0,0.0,125.0,57.40526,0.00127,0.61,2.011,-1.0,0.023263,40.5162417564863,0.08428701520980988,0.2134758160272088,148.58874175195288,0.1505657951346479,4.826341343357604,43134.929804887346,0.21713055645344456,1.029188733223961,78242.63741958523,0.24037513638636115,0.3095764795672461,473.6615676380261,82.8616520611944,0.8886054901960785,2.526862202326103,0.13358377738946886,3.7926311728395063,97.78581679868364,0.23957321026545153,0.226340048387652,0.2708555151895044
27,127,70.6929,13.5395,72,17.4986,0,115,121,20,130,23,1.0274,68.5413,0.0,0.0,0.39286,3.359,11.51028,0.0,0.0,125.0,57.4132,0.0011,0.6,1.926,-1.0,0.030863,40.380684369876064,0.08428659400821417,0.21366886509467745,148.46503255415635,0.15164978514025165,4.853038137771706,42335.055298053434,0.21616607589317513,1.0247534811374892,77864.96868863383,0.24112989495589054,0.309776330272489,473.14975497441566,82.87249251691038,0.8865886274509804,2.705381639191286,0.13357052434053235,3.9331114969135803,98.10923211633627,0.2395861473124805,0.2267265300997429,0.27060803972278813
28,128,70.7835,14.0747,72,17.1329,0,115,121,20,130,23,1.02061,68.60694,0.0,0.0,0.78571,3.362,11.64586,0.0,0.0,125.0,57.42438,0.0011,0.6,1.741,-1.0,0.029557,40.43486475061487,0.08427541078885337,0.21400822825317783,148.4296838092929,0.1531904593090861,4.877780661408706,42544.175941049376,0.21537877307257647,1.0275653182881237,78341.40910651417,0.24180249252714572,0.3098848823508921,472.61849091096565,82.86594030645222,0.8859329411764706,2.318508665811472,0.1335753805351018,4.143325617283951,96.58396016899322,0.23952820289411855,0.22708359478160015,0.27023325326561604
29,129,70.6976,14.3974,72,18.7074,0,115,121,20,130,23,1.03112,68.53164,0.0,0.0,1.21429,3.371,12.10587,0.0,0.0,125.0,57.43161,0.00114,0.61,1.712,-1.0,0.025898,40.31389118712625,0.08423366325485324,0.2141760648760688,148.57819771743843,0.15309188075061544,4.910093331618632,42111.85986182052,0.21415937304323004,1.023130066201661,78220.28574881247,0.24123581040087383,0.3096737667493765,472.0580441612005,82.89713887568104,0.8862156862745099,2.4135497722630257,0.133474421625937,4.446807484567901,95.42949101865308,0.23950071930745162,0.22747981559366767,0.27010681171728396
30,130,70.4986,14.671,72,20.2519,0,115,121,20,130,22,1.02224,68.30893,0.0,0.0,0.64286,3.369,12.38235,0.0,0.0,125.0,57.42328,0.0012,0.61,1.662,-1.0,0.02824,40.24696011013455,0.0842462526402629,0.2142893286569307,148.58520312735342,0.1540321110863859,4.93055500130409,41608.37331383782,0.21281961602648863,1.0142595620287465,78119.8956160687,0.2426027006639712,0.30923151309138625,471.4451525953073,82.90168131502176,0.8864109803921569,2.104409787322118,0.13340346231895364,4.614872685185185,97.71080854293325,0.23957784971518248,0.22777287688054182,0.2701680989122411
31,131,69.4047,15.4629,70,23.8462,0,116,121,19,130,22,1.0274,67.28807,0.0,0.0,0.71429,3.375,12.61659,0.0,0.0,125.0,57.34717,0.00119,0.6,1.759,-1.0,0.025255,39.98181039315683,0.08420874782125157,0.21463386981364277,148.6329582683212,0.1539463615041124,4.962811547579671,39314.96070803232,0.21133429382040025,1.012636147092908,77513.1469541381,0.2421964585969875,0.3087352255563065,470.80294793240233,83.04608886896696,0.8850725490196079,2.289384903703086,0.13340517844299027,4.428915895061729,96.36661912416011,0.23952512066371376,0.22803252615188913,0.269566151257124
32,132,68.7663,16.1254,70,23.211,0,116,121,19,130,22,1.02248,66.69303,0.0,0.0,0.32143,3.385,13.29027,0.0,0.0,125.0,57.30623,0.00127,0.61,1.661,0.15445,0.023888,39.80430263943142,0.0842171195307866,0.21468662557947918,148.5050869012414,0.15269434749054675,5.025348409778221,37932.15154300936,0.2101792405801312,1.0082008950064545,77178.3703139851,0.2415202596729004,0.3083158427889387,470.1449047520781,83.13298647417483,0.8829945098039216,2.588781297558289,0.13339372767681212,4.510850694444445,98.08322558764792,0.23944302553258212,0.22820300559451,0.2687960519490203
33,133,69.072,17.3245,70,22.522,0,116,121,19,130,22,1.03181,66.964,0.0,0.0,0.53571,3.38,13.86673,0.0,0.0,125.0,57.29496,0.00122,0.6,1.739,-1.0,0.022379,39.55602933153694,0.08416360076440993,0.21457677110832482,148.69179572874555,0.1519841979274969,5.063696211491529,38174.8150047282,0.20907280363461975,1.0080416766200855,77042.8268274187,0.2420103271155667,0.3080260261702728,469.4627946593069,83.08656005597521,0.8829392156862745,2.3162910255569695,0.1334434993435795,3.9449266975308643,96.48904347673272,0.23952511575017973,0.22835409142551827,0.2680790314878716
34,134,69.8577,17.2687,71,23.0066,0,116,121,19,130,22,1.02201,67.69135,0.0,0.0,0.39286,3.385,14.89902,0.0,0.0,125.0,57.3698,0.0013,0.6,1.798,-1.0,0.022428,39.34059821234809,0.08414421789240212,0.21452278258308535,148.8506351132383,0.1518091337960312,5.058408920179857,39385.20991211421,0.20826201557059046,1.0053890578558213,76684.63239145407,0.24221712956251082,0.308038662772323,468.76434815909477,83.02110337414427,0.8837156862745098,3.110064870627703,0.1334406846717991,5.35180362654321,97.13975403792779,0.2395567652323176,0.22860985135170525,0.2673141282418576
35,135,69.7194,15.4998,70,21.3447,0,116,121,19,130,22,1.02468,67.53541,0.0,0.0,0.67857,3.365,14.84728,0.0,0.0,125.0,57.35804,0.0012,0.61,1.649,-1.0,0.025345,39.309018358772185,0.0841665103028466,0.2146334004076378,149.1155710135123,0.15114106293062032,4.994392801791879,38577.24616201772,0.2075293494933473,1.0027364390915514,76573.56498337629,0.24205168784515055,0.30813179752311676,468.0854777339558,83.03010527213972,0.8837156862745098,1.9398281496058842,0.13346224377650784,5.657841435185185,96.77289051585947,0.23952822782735245,0.22888335945198363,0.2667305109764848
36,136,69.0909,14.5361,70,20.5982,0,117,121,19,130,22,1.02222,66.95946,0.0,0.0,0.92857,3.357,13.32422,0.0,0.0,125.0,57.33463,0.00093,0.6,1.681,-1.0,0.025111,39.20532509132668,0.08416607321951788,0.21479198023315613,149.08083758095827,0.15063030246242992,4.921897850067802,36903.81446700849,0.2065775324198243,0.9983011870050925,76393.28734058054,0.2419753968194826,0.30752474784375333,467.42083437627826,83.03497435647219,0.8845027450980393,2.3811909893663312,0.13348202676932328,5.791956018518518,98.1918695755406,0.23956658837561817,0.22899788663337872,0.2663631585823106
37,137,68.2342,14.7298,69,19.7738,0,117,121,19,130,21,1.01575,66.18195,0.0,0.0,0.53571,3.374,12.49559,0.0,0.0,125.0,57.51977,0.00107,0.61,1.776,-1.0,0.027384,39.1201505307798,0.08416924717616932,0.2150427901013242,149.2400275170947,0.15045149185077764,4.897070027019936,35250.95703867535,0.20557047552811944,0.9954893498544649,75981.80967764821,0.24221162185859893,0.3070887495253805,466.7288297118046,83.1174799932983,0.8874517647058824,2.1093937410721826,0.13344297742966774,6.587336033950617,96.88144243139426,0.23955985832579,0.22908214849271666,0.265685212568703
38,138,67.8082,14.5127,69,21.7956,0,117,121,19,130,21,1.01925,65.77594,0.0,0.0,0.85714,3.362,12.6617,0.0,0.0,125.0,57.55481,0.00106,0.6,1.791,-1.0,0.021779,39.02789984809027,0.08414111417637814,0.21520746552803638,149.47297845916736,0.15081978033847943,4.921731540629242,34279.264061436894,0.20475237889007908,0.9906191050469686,75698.29921769287,0.24210308552565574,0.3060941093136495,466.04637806338445,83.20406747467091,0.8862156862745099,3.2425904395751104,0.13342875057924714,7.553722993827161,98.19311034836284,0.2394911064097283,0.22913876401672756,0.26531086392786146
39,139,68.0239,14.6866,69,22.2975,0,117,121,18,130,21,1.02711,65.98383,0.0,0.0,0.53571,3.38,12.47334,0.0,0.0,125.0,57.49952,0.00132,0.61,1.706,-1.0,0.024746,38.94834127543885,0.08414291310165921,0.21524565134068294,149.3004398835087,0.1506398949241385,4.966032625217259,34201.30363310899,0.2038323196309984,0.9922425199828003,75408.81306829378,0.24218415459337223,0.30544335059819516,465.39981247606863,83.1442549772129,0.8861737254901961,1.9932995697553015,0.1334310288318727,8.472800925925926,96.99977127542631,0.2393957597721061,0.22945520816595255,0.26466050261922835
40,140,68.2565,13.8931,69,21.1877,0,117,121,18,130,21,1.0181,66.14168,0.0,0.0,0.53571,3.376,12.62338,0.0,0.0,125.0,57.65245,0.00132,0.6,1.733,0.15856,0.02581,38.8197718490789,0.08417223345516975,0.21528483686887348,149.41343094037543,0.15073234189418397,5.022013430035896,34738.97896199791,0.20286271305811904,0.9878072678963369,75520.94405032528,0.2421608402067481,0.305093180390512,464.76374419222526,83.13659547614014,0.889627843137255,2.4157692904497887,0.13343779878484946,9.093171296296296,97.01783323999994,0.23931968481449992,0.2296619315564363,0.26399825115981257
41,141,68.5341,13.5364,69,20.4047,0,117,121,18,130,21,1.0216,66.35331,0.0,0.0,0.53571,3.376,11.94822,0.0,0.0,125.0,57.74838,0.00127,0.6,1.664,-1.0,0.020514,38.89316116144628,0.08415882360167917,0.21520001869422026,149.57114211752747,0.15067065502268445,4.982050181378511,35434.83651275427,0.20216114301502264,0.9845604380246726,75684.72284577646,0.24204122062530042,0.30475804199854395,464.20462884134014,83.13893862690651,0.8907168627450981,2.236391607051128,0.13343866712407404,8.914978780864198,98.40209359610823,0.23936411873895486,0.22987759891202542,0.2638639146720716
42,142,69.1116,13.6383,70,20.2221,0,117,121,19,130,22,1.02581,66.89267,0.0,0.0,0.60714,3.353,11.64566,0.0,0.0,125.0,57.73348,0.00113,0.61,1.626,-1.0,0.028969,38.78321781864872,0.08416549557556081,0.21522785651165852,149.83462483297814,0.15068109305440922,4.952169517316703,36363.29744824397,0.20167119847363874,0.9861838529605058,75668.85989302698,0.24277068856316347,0.3042545451433967,463.73898996108966,83.01398201364493,0.8928823529411765,2.8787467621617284,0.133479587221782,8.471113040123457,98.32160331485805,0.2394060007274102,0.23012415348196819,0.26321408940273405
43,143,68.8009,14.2354,70,21.0712,0,117,121,19,130,22,1.02309,66.60621,0.0,0.0,0.5,3.367,11.72525,0.0,0.0,125.0,57.79266,0.00125,0.6,1.706,-1.0,0.024539,38.78349511417342,0.08416290897378034,0.2151492809454797,149.98973311449964,0.15012072861830186,4.967887701142463,35924.831119472095,0.20133201919919375,0.9861838529605006,75549.82720909802,0.24321776519477245,0.3038440232173605,463.38816729188915,83.0846603818683,0.8922337254901961,2.4014006462015747,0.133489239559439,8.220244984567902,98.42113749175005,0.23940727837208436,0.2303120820713721,0.26302793071517977
44,144,68.3917,14.3113,69,21.2744,0,117,121,19,130,22,1.02835,66.25008,0.0,0.0,0.75,3.408,12.23516,0.0,0.0,125.0,57.80608,0.00133,0.6,1.667,-1.0,0.024575,38.91657963505498,0.08412647415743005,0.21485897776487775,149.9641813742835,0.14968015197287457,4.986808086023692,35775.52164679901,0.201040812706378,0.9878072678963349,75407.10489940608,0.24365325102294877,0.3035691226220592,463.1129742152946,83.17587855817182,0.8900952941176471,2.4011939554780817,0.1334909069115598,7.80883487654321,98.25725365516249,0.2394721427470711,0.23052535079264042,0.2622790903246845
