,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,cubrow.1.0,cubrow.0,noise,blockiness,cubrow.0.3,cubcol.0.3,cubrow.0.6,saturation,temporal,cubcol.0.5,fft,movement,uhdhdsim,contrast,cubcol.0,cubcol.0.6,color_fulness,cubcol.1.0,staticness,tone,blur
10,110,51.2278,20.6903,34,21.7365,0,118,113,13,138,17,1.00042,48.55791,0.0,0.0,5.53571,5.273,17.01313,0.0,0.0,128.0,27.37673,7e-05,0.47,1.677,-1.0,0.481131,0.09300432191751958,0.10683703116558635,0.26141682264147476,0.39104418173651423,1.1762594552042758,0.21419063689474563,0.11748004688334378,0.1052139383543558,61.817867326147756,4.705074632984553,0.08621535155740728,67526.28089254026,7.875385802469136,95.7204582396757,88.32025210844797,0.08694441115728241,0.10049470116143247,83.72407106591018,0.10058394954433769,549.3013206800204,0.41394439215686263,24138.067653900915
11,111,53.2233,15.5935,34,22.716,0,118,113,13,138,17,1.00701,50.36523,0.0,0.0,5.32143,5.224,17.77212,0.0,0.0,128.0,27.54765,0.00012,0.47,1.698,-1.0,0.451224,0.09135269032820326,0.10539973973006214,0.2610683294228524,0.39326180777974695,1.0977126779447732,0.21618846650629958,0.11721514165590022,0.10502491140898132,61.825282344111685,4.909840433513265,0.08627890435498095,68036.18814972891,8.967689043209877,95.5074937904159,86.64327695495055,0.08665067800592974,0.09878296502154031,83.4685413418548,0.10096256807560205,543.9639972386717,0.4226486274509804,27120.95137127882
12,112,53.6184,20.3139,34,18.0078,0,118,113,13,138,17,1.001,50.69706,0.0,0.0,4.5,5.212,13.39058,0.0,0.0,127.0,27.3993,2e-05,0.48,1.741,-1.0,0.467595,0.09039696692312463,0.10480178872646896,0.260787775100371,0.39932047480203575,1.1454199815569392,0.2186123881111038,0.11682710590736034,0.10490709252059885,61.91988532925829,4.711253498732687,0.08666694189206052,68139.39233643709,7.844714506172839,95.45888236683403,89.21956252538149,0.08642060759783063,0.09725972695905234,82.90078264666954,0.1011743641994549,539.550418357939,0.4175074509803892,27778.213147612256
13,113,52.5358,20.442,34,21.4336,0,118,113,13,138,17,0.99724,49.65412,0.0,0.0,4.53571,5.196,17.44013,0.0,0.0,127.0,26.99713,2e-05,0.48,1.729,-1.0,0.465027,0.08996547316539874,0.1047964067827341,0.26060253802143296,0.3894207668006804,1.6403396526924943,0.2198464829614701,0.11704722098667877,0.10490880929026011,61.78409736539111,4.7353992690310625,0.09081759080900337,67801.46777104275,7.162760416666667,95.55596949788435,88.34514806204373,0.08579116393130215,0.09603393841190515,82.05545907827326,0.10144984088333978,535.978578792329,0.3997203921568627,26131.623140140033
14,114,50.5237,20.2728,33,21.6005,0,118,113,13,138,16,0.99707,47.76968,0.0,0.0,8.17857,5.162,17.55493,0.0,0.0,127.0,26.7505,3e-05,0.47,1.749,-1.0,0.492542,0.08983074670562331,0.10323013941006864,0.2600708384671069,0.3872031407574446,1.317981959239145,0.21630009668604255,0.11577945475371214,0.10536127578976318,62.0825131263262,4.75795643466356,0.08846557183484718,67434.29198705539,6.713348765432099,95.84213059815161,87.1392960821777,0.08559793731314193,0.09488930985325163,81.05343333945525,0.10158371403157823,532.9986592557415,0.39034635294117626,23215.768331453535
15,115,48.5391,20.0361,32,20.74,0,118,113,13,138,16,1.00088,45.92495,0.0,0.0,4.89286,5.151,17.39716,0.0,0.0,127.0,26.73451,8e-05,0.48,1.726,-1.0,0.517252,0.08978031965706953,0.10277776288414593,0.25972677860823185,0.38498551471422315,1.1309495114350026,0.2113245153171036,0.1150478243799337,0.10811168969110517,62.41834814754533,4.738256326236191,0.08836767209116823,67016.09130175976,6.615403163580247,96.07536109887366,85.33980584174913,0.08538231248608481,0.09392869740033284,80.8164587782334,0.10148082491215857,530.0001901162769,0.3899988235294118,20884.505287503198
16,116,48.4603,20.2424,32,18.8968,0,118,113,13,138,16,1.00072,45.82191,0.0,0.0,4.25,5.232,17.19265,0.0,0.0,127.0,27.07703,5e-05,0.47,1.719,0.18969,0.490274,0.0897066575821535,0.1018287418405186,0.2595290552456341,0.38498551471421827,1.1860419618611757,0.20711363205780806,0.11387580467423465,0.11141374413723125,62.454606609579955,4.952487589777817,0.08835283262545934,66893.60056742716,6.998360339506172,96.13975219019784,87.84112148064469,0.0850260550971387,0.09305978096892453,81.24802118161148,0.10114831834956949,527.2354664138112,0.39805372549019613,20787.07263533699
17,117,49.7356,19.5564,33,17.7935,0,118,113,14,138,16,1.00134,47.0014,0.0,0.0,5.25,5.25,17.37196,0.0,0.0,126.0,27.60482,4e-05,0.48,1.721,-1.0,0.499354,0.0900221555763729,0.10117084990750987,0.25956785791437004,0.3849855147142189,1.2702709002875272,0.20559851657501713,0.11274858721291024,0.11265120107816097,62.366361076449174,4.473712441503059,0.08834576570454021,67129.96940554312,6.715518904320987,96.01112939242044,89.06764174578261,0.08484912475078585,0.09234052125453826,82.13970907360661,0.10120708202786396,524.5834931350036,0.41050849019607455,22033.271064189667
18,118,51.8354,19.6626,34,20.8604,0,118,113,14,138,17,0.9994,49.00185,0.0,0.0,3.46429,5.252,16.78518,0.0,0.0,126.0,28.04061,5e-05,0.48,1.609,-1.0,0.514312,0.09038844937904601,0.10024843785188048,0.2594041886060642,0.3872031407574495,1.3890625974371504,0.20592048633968635,0.11223716193813063,0.11214255019728255,62.14565644440827,4.734701392917255,0.08886914032360944,67588.05881016051,6.83912037037037,95.68386366794469,88.82492100436066,0.08485030613771348,0.09156882019331183,82.523025684304,0.10081694313267468,522.0051471600059,0.4231145098039216,24362.09396538012
19,119,52.331,20.2854,35,21.9088,0,118,113,14,138,17,0.99553,49.48643,0.0,0.0,4.14286,5.323,16.87353,0.0,0.0,125.0,28.32794,5e-05,0.47,1.499,-1.0,0.574729,0.0908250590410842,0.09940964652395234,0.2589997698559216,0.38498551471422154,0.9730877113969062,0.20688478453753933,0.11050402098149814,0.11192569543252953,62.053547611942996,5.015780171919887,0.0901775431077944,67409.06582833061,7.030044367283951,95.71639261907245,86.48476713549714,0.08445381545470201,0.09087565214130641,82.85549497342754,0.10057783946942263,519.7072255796522,0.4328074509803922,24544.441694569512
20,120,53.021,20.6152,35,18.6752,0,118,113,14,138,17,1.00101,50.20112,0.0,0.0,5.57143,5.294,17.40769,0.0,0.0,125.0,28.53743,3e-05,0.47,1.709,-1.0,0.538974,0.09129779287589405,0.09848156224975438,0.25930391483044635,0.38720314075744766,1.3516527308874884,0.2079526878501859,0.10972580997705968,0.11223437610806851,61.87919183424961,4.516130782295654,0.08994841572392326,67419.9055304484,8.50438850308642,95.58316954981058,86.68860117812521,0.08447124138652957,0.09032395304168914,83.17630463569668,0.10076550216518317,517.5890894778884,0.4400372549019609,25121.463236509066
21,121,53.0066,20.284,35,20.6499,0,118,113,14,138,17,0.999,50.26036,0.0,0.0,3.57143,5.189,17.69839,0.0,0.0,125.0,28.72141,4e-05,0.48,1.596,-1.0,0.52329,0.0912414797748941,0.09782758379739205,0.2588666774528387,0.3971028487588038,1.2612796574631064,0.2084627299909036,0.10915905628004065,0.11148419656924134,61.90010730131172,5.144280454949648,0.08929215106382266,67476.05162127208,8.61622299382716,95.49805468087317,89.11016811937387,0.08440320107378571,0.08968216103582116,84.05111988179166,0.10027309541000493,515.6142030049147,0.4431690196078431,25075.706679829444
22,122,52.5491,20.1255,35,19.238,0,118,113,14,138,18,1.00201,49.80563,0.0,0.0,3.17857,5.246,17.40968,0.0,0.0,126.0,28.73812,5e-05,0.47,1.513,-1.0,0.538345,0.0918070145453951,0.09696872004381622,0.2590802054178852,0.38720314075744583,1.0624250236960107,0.20886982575620483,0.10901611872858245,0.11113302466421378,62.10278094256366,4.784931693259202,0.08867746973567413,67440.19316440777,8.695023148148149,95.58570583818897,89.90188966060589,0.08448941881992611,0.08924868557293354,84.4872784435688,0.1002417561137003,513.7502329702082,0.44548823529411763,24497.97945563151
23,123,52.8167,20.4424,35,19.9632,0,118,113,15,138,18,0.99973,50.13567,0.0,0.0,4.21429,5.23,17.27272,0.0,0.0,126.0,28.75483,3e-05,0.48,1.524,-1.0,0.494777,0.09121726932487345,0.09633736567683018,0.25929307511900257,0.3932618077797451,0.7993827588238569,0.207995001473861,0.10928249828202487,0.11208341209570277,61.92487533004195,4.773014488734638,0.08837395848191042,67549.19779411354,9.05251736111111,95.47123435432334,86.95276555091938,0.08466937923446818,0.08883609061097202,84.11012151780025,0.10049678161482928,511.9006229590451,0.44387137254901965,24825.682089791702
24,124,53.0545,19.7841,36,21.0986,0,118,113,15,138,18,0.99825,50.34735,0.0,0.0,3.92857,5.192,17.54542,0.0,0.0,125.0,28.66702,2e-05,0.48,1.695,0.19033,0.519265,0.09079003010247064,0.09637869928921404,0.25905559606644074,0.3872031407574532,1.0555691129254796,0.2071518111240676,0.10938419573505677,0.1112509297804086,61.8366367669753,5.099220597392751,0.0879297624688136,67823.95502835863,9.699604552469136,95.37802130690409,86.99696320335016,0.08460326441819493,0.0884225057424248,83.82531666528416,0.10061599922095535,509.9402105121817,0.44333282352941167,25393.13676092252
25,125,53.0534,19.702,36,19.8624,0,118,113,15,138,18,0.99914,50.34377,0.0,0.0,4.60714,5.198,16.979,0.0,0.0,125.0,28.61526,3e-05,0.47,1.619,-1.0,0.514549,0.09212317373699262,0.09593822384491411,0.2591762130374146,0.38720314075744966,1.1657037746033787,0.2071984724370608,0.10979543708009605,0.11069172813442506,61.89459680627893,4.638641425812452,0.08926815166223787,67722.68487361836,10.316502700617283,95.386149766748,86.8500467579519,0.08484737145997481,0.08813839646508212,83.86086250104181,0.10088062527591986,507.8900819369623,0.4390921764705882,25424.936678768703
26,126,53.4548,19.3493,36,20.3208,0,118,113,15,137,18,0.99787,50.74277,0.0,0.0,3.92857,5.224,16.90736,0.0,0.0,124.0,28.57004,2e-05,0.48,1.682,-1.0,0.475953,0.09364413497643671,0.09659210745333632,0.25921302251578476,0.3932618077797458,1.439404836106353,0.20738478951174802,0.11024551899340361,0.11019168379640724,61.83565455307195,4.8526007349406886,0.08836834487357341,67815.42067557698,10.425684799382717,95.3138989682588,88.51889446152543,0.08499118516825556,0.08786890026432584,84.01711863000531,0.10131827450450755,505.8395688062999,0.43547686274509806,26186.869629163444
27,127,54.0565,19.3121,36,20.0602,0,118,113,15,137,19,1.00011,51.30547,0.0,0.0,4.75,5.245,16.60825,0.0,0.0,123.0,28.55555,5e-05,0.47,1.55,-1.0,0.488112,0.09484888978142902,0.09710122473136039,0.25910765606882064,0.3916383928439095,1.323306366142333,0.20735787074683995,0.11058154393752966,0.10986371273924037,61.731637271834,4.8261498242151175,0.08815332100547273,68015.4576532963,10.230516975308642,95.26985881801446,88.71115062017186,0.08511553062704019,0.08756597143753883,84.23432050601981,0.10130697231236525,503.8443020714598,0.4283221372549019,27220.090203920405
28,128,54.5539,19.1678,36,19.2929,0,118,113,15,137,19,1.00158,51.74412,0.0,0.0,4.42857,5.24,16.57936,0.0,0.0,123.0,28.5043,7e-05,0.47,1.601,-1.0,0.460303,0.09594951238865651,0.09844278037858903,0.2590007873525748,0.3932618077797398,1.369331675724809,0.20796930185495507,0.11079037982790838,0.10970332702930348,61.70766722125771,4.821607677068282,0.08779814952321993,68146.62899759076,10.197000385802468,95.21798003549863,86.45771126266884,0.08521639036197075,0.08715411641287903,84.53576558487403,0.10127043504492077,501.9122114955948,0.4233,28009.73565923997
29,129,54.4438,18.937,36,18.6478,0,118,113,15,137,19,1.00029,51.63263,0.0,0.0,6.46429,5.22,16.45455,0.0,0.0,123.0,28.45083,5e-05,0.47,1.458,-1.0,0.441538,0.09676160402171671,0.09912843215106695,0.2590653289250747,0.38942076680068133,1.5890135089030284,0.2090167688870007,0.11097157148307459,0.10938977667437837,61.689910888671875,4.552708290433045,0.0876029928495437,67978.28835387905,10.244839891975309,95.2158190785269,86.26669908984874,0.08537088445192281,0.08689572841405362,84.60048031178826,0.10116319165400052,500.0839334441106,0.4220294117647059,28027.005967556808
30,130,54.6853,18.6304,36,19.1389,0,118,113,15,137,19,0.99784,51.89105,0.0,0.0,4.57143,5.204,16.25883,0.0,0.0,123.0,28.39419,3e-05,0.47,1.575,-1.0,0.469239,0.09624376172708159,0.10009580267324253,0.25904283081387375,0.38720314075745604,1.3534600324114354,0.210042210906453,0.11108074672998708,0.10901119570205627,61.78755074960214,4.564168528407981,0.08734415233605751,68038.80806428881,10.304301697530864,95.18994508184782,89.37499331309814,0.08549632561394221,0.08861859578953513,84.72173779843895,0.10096532646703563,498.4103343901378,0.4223729411764705,28197.447968844306
31,131,55.2201,18.5594,36,18.3427,0,118,113,15,137,19,1.00009,52.35869,0.0,0.0,4.0,5.165,15.99433,0.0,0.0,123.0,28.45689,5e-05,0.47,1.506,-1.0,0.502437,0.09654426045107725,0.10063670255205288,0.25895457799756516,0.3872031407574507,1.4638524763982665,0.2109970180894449,0.11128335712269112,0.10878722930908453,61.689872270748936,4.563164130873233,0.08716405026236795,68059.08683803552,10.36183449074074,95.15176223119303,85.67804773085642,0.0856965720221265,0.08917145013623438,84.85124296059642,0.10092846858725639,496.8620314544954,0.42484796078431375,28655.481645493874
32,132,56.3718,17.2094,37,19.4893,0,117,113,15,137,19,0.99946,53.42792,0.0,0.0,4.14286,5.195,15.93123,0.0,0.0,123.0,28.69387,3e-05,0.47,1.566,0.21219,0.487408,0.09745835211596275,0.10104161921282628,0.2590096070391376,0.38720314075745216,1.586870384116842,0.21190866529021823,0.11143288411847684,0.10991046642395338,61.79776415412809,4.353080469544674,0.08698119526721594,68045.1545700977,10.384693287037036,94.98156188482226,88.93813032858884,0.08582107122245161,0.09028326961331036,85.1381373552206,0.10099231843297607,495.410729146596,0.42578786274509794,29963.876546446583
33,133,57.0364,17.6907,37,18.5199,0,118,113,15,137,18,0.99938,53.99465,0.0,0.0,2.28571,5.211,14.78506,0.0,0.0,123.0,28.79146,8e-05,0.47,1.542,-1.0,0.471943,0.09897688107679943,0.1005077881568055,0.25898306508646374,0.3872031407574524,1.286125396908648,0.21254149058983093,0.11131944144541911,0.11297207037825482,61.85917983820409,4.478637206720798,0.08662346501534993,68158.37854338204,10.712046682098766,94.90473745065697,88.71254439142439,0.08595156134248884,0.09195029774586283,85.02519936219912,0.10079505056924988,494.0948197311598,0.42724784313725495,31063.071170353476
34,134,56.549,18.0518,37,18.6115,0,118,113,15,137,18,0.9997,53.54617,0.0,0.0,4.03571,5.225,15.19313,0.0,0.0,124.0,28.78145,4e-05,0.47,1.401,-1.0,0.518934,0.09943058779547598,0.10011786722037416,0.2589836300952448,0.3872031407574483,1.2830237395935895,0.2131580663994769,0.1112599981426745,0.11326122601900931,61.71109366711275,4.342101376160385,0.0861594338445097,68020.44971139559,11.247202932098766,94.98374427634096,90.11912282082916,0.08590280227961654,0.09713415272292207,85.09100459322806,0.10055060421389812,492.89267135579394,0.4295474509803921,30145.42682990665
35,135,56.3829,18.5572,37,19.9501,0,118,113,15,137,18,1.00044,53.38974,0.0,0.0,3.92857,5.273,15.50477,0.0,0.0,124.0,28.8649,3e-05,0.47,1.416,-1.0,0.492533,0.09974527197253408,0.10058779989146686,0.2590120563254733,0.38720314075744966,1.214560308808723,0.213689651236515,0.11148859744286842,0.11254505142100871,61.42783836082176,4.376917477363751,0.08563523795886883,67924.85931276013,11.509789737654321,95.01731874883421,85.48793174010126,0.08588697936466119,0.09974878136755062,85.7699980857746,0.10034679812957743,491.7760495450181,0.4271066666666666,30004.188081674907
36,136,55.7361,19.4671,37,20.0996,0,118,113,15,137,18,0.99957,52.84023,0.0,0.0,2.42857,5.31,15.93929,0.0,0.0,123.0,28.85842,8e-05,0.48,1.46,-1.0,0.487401,0.1003537910924463,0.10072181578218782,0.25910017255443013,0.3872031407574527,1.4954175698037946,0.21391394104687583,0.11155895538153854,0.11199008379483211,61.39472320933401,4.5631010547492705,0.08529611925829463,67783.76309949435,11.733844521604938,95.12942918501011,88.34860948598708,0.08585037696223695,0.10210106957055749,86.25633457107854,0.09981068142297934,490.7529998544562,0.4275882352941177,28859.88816718675
37,137,55.3672,19.7364,37,20.8734,0,118,113,15,137,18,1.00071,52.51778,0.0,0.0,4.25,5.368,16.71886,0.0,0.0,124.0,28.82231,3e-05,0.47,1.792,-1.0,0.484987,0.09979804224067572,0.10102146863873077,0.25912956784753255,0.38720314075745627,1.1073028959362783,0.2141325302510562,0.1117740117633588,0.11307110218772616,61.27475182804061,4.72014600667514,0.08515262077039082,67759.15780661118,11.830102237654321,95.22230716729767,87.82620747395507,0.08579101939741275,0.10308804464090368,86.17658162852415,0.09999608358159372,489.7894018003654,0.4271505882352943,28275.480472593485
38,138,55.3333,20.1807,37,19.1557,0,118,113,15,137,18,0.99956,52.49402,0.0,0.0,4.42857,5.327,16.94614,0.0,0.0,124.0,28.74167,2e-05,0.46,1.768,-1.0,0.464148,0.09959250355560555,0.10140783685392,0.2591273825908772,0.39326180777974545,0.9958169346898164,0.21448605106101162,0.1119852976440812,0.11376144593152272,61.10612600821036,4.5601918946181135,0.08476037186661155,67920.42786976097,11.775414737654321,95.24684709678013,86.94562402153349,0.0857942618132073,0.10294209377696689,86.0312004453684,0.09937177075010224,488.8274191498882,0.4236220784313707,28419.03990580608
39,139,54.9207,20.6202,36,19.8413,0,118,113,15,137,17,1.00051,52.13075,0.0,0.0,4.14286,5.318,17.32533,0.0,0.0,124.0,28.68387,3e-05,0.47,1.709,-1.0,0.465346,0.09927393968802119,0.10141866954416649,0.25900122590321756,0.39932047480202937,1.1032686984920514,0.21461676763534185,0.11120722228786371,0.1137575650985284,61.11788883915654,4.713170842619447,0.08453604496588546,67776.35235064515,11.455439814814815,95.33085024103781,89.93664754886564,0.08577013456767432,0.10379734053231486,85.89065644409865,0.099031034856303,487.909451664165,0.4213003921568628,27538.33171104999
40,140,54.8885,20.861,37,21.2846,0,118,113,15,137,17,0.99972,52.1026,0.0,0.0,4.5,5.321,17.70112,0.0,0.0,125.0,28.66964,2e-05,0.47,1.617,0.22119,0.484805,0.09921958327526885,0.10106134191278719,0.2589815394279193,0.3993204748020309,1.010291463298925,0.21486482297538412,0.110449181040952,0.11306238795666707,61.06663946457851,4.68308013503753,0.08683803145626856,67968.40041903227,11.153983410493828,95.36469736404197,90.56511613784144,0.08577999816471767,0.10353785937900643,85.50708501454525,0.09856801123949911,487.0301068419502,0.4198323137254868,27493.582538994393
41,141,54.5788,20.8863,37,21.0209,0,118,113,15,137,17,0.99941,51.83313,0.0,0.0,3.5,5.264,17.907,0.0,0.0,125.0,28.65746,4e-05,0.47,1.464,-1.0,0.47778,0.09923467918678977,0.10079498830234095,0.2588267654134989,0.39932047480203686,1.126250873384664,0.21513633754789413,0.10977597219848909,0.11310321459552711,60.993927943853684,4.691412650322608,0.08823686316265068,68092.08884491281,10.622106481481481,95.38022816372104,88.81473253447254,0.08574086201737612,0.10384075073489343,84.93511273436748,0.09835219836117065,486.18640508232454,0.42091647058823534,26992.83575905069
42,142,54.3565,21.106,36,20.4615,0,118,113,15,137,17,0.99781,51.60331,0.0,0.0,3.89286,5.183,17.9299,0.0,0.0,125.0,28.3701,5e-05,0.47,1.59,-1.0,0.494421,0.10061152321456215,0.1010350709398081,0.258672713644903,0.39932047480203403,1.3155133779393435,0.21522428097430796,0.10943745128033186,0.1135069517070882,61.17293859411169,4.6299507758984655,0.08809566791947797,68267.21540848161,9.968701774691358,95.46980314774972,88.52026086379881,0.08577040841356666,0.10348854140026774,85.39927435025828,0.09840006564297686,485.45265966490587,0.41577731372549,26622.15478032637
43,143,53.7487,20.979,36,21.2564,0,118,113,15,137,17,0.99925,51.04468,0.0,0.0,4.5,5.129,18.11618,0.0,0.0,125.0,28.08746,3e-05,0.47,1.656,-1.0,0.483839,0.10038899045896127,0.1015822177849622,0.2584468149820441,0.3993204748020349,1.2360611087784237,0.21505198011024534,0.10903437968593561,0.11286331237629993,61.18995817207996,4.693151171710186,0.08880191618108293,68146.24449091825,9.44285300925926,95.59103277834942,88.88808222869358,0.08574929400002107,0.10309288716472627,85.03096657492118,0.09909930129877154,484.7931927766266,0.41384862745098044,25628.897346071928
44,144,53.0551,21.2955,36,22.0801,0,118,113,15,137,16,0.99772,50.4161,0.0,0.0,3.85714,5.134,18.00945,0.0,0.0,125.0,27.97079,3e-05,0.48,1.587,-1.0,0.497448,0.10062918378028354,0.10312501113575824,0.2582404889168384,0.39769705986620535,1.2491554911554719,0.2149972521805229,0.10890230945877225,0.11252286647517226,61.04247387544608,4.625632707528652,0.09013014764788924,67992.27302097673,9.612123842592593,95.64526739145046,88.48346178498106,0.08570652245420715,0.10264443386098865,84.63652339127444,0.09920391856567881,484.11867766514945,0.4128521568627451,24628.152476227242
