,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.5,saturation,blockiness,blur,cubcol.0.3,cubrow.0.6,tone,cubrow.1.0,contrast,cubcol.0.6,noise,cubrow.0.5,uhdhdsim,color_fulness,fft,temporal,staticness,cubrow.0,cubrow.0.3,cubcol.1.0,movement,cubcol.0
10,310,38.9137,6.6319,31,8.50787,0,112,118,7,138,8,1.0025,41.51646,0.0,0.0,5.07143,8.349,5.86231,0.0,0.0,125.0,43.22245,0.0,0.4,2.252,-1.0,0.676221,0.07640039565740807,52.94782906991464,2.2957069791674067,11089.715952131948,0.06343017245298503,0.1743009397019095,0.675046274509804,0.12536347365814918,88.88408758901903,0.1351416179006703,0.3645918876041068,0.1732470809476844,99.15454306789897,73.2898729245902,63882.332679576095,3.9836583465473616,638.4109426140535,0.11661563972442741,0.10328173193620976,0.129016145082929,2.287326388888889,0.07837274039252796
11,311,38.9075,6.92723,31,7.82971,0,112,118,7,138,8,1.00424,41.48157,0.0,0.0,5.39286,8.333,5.71082,0.0,0.0,125.0,43.23262,0.0,0.4,2.191,-1.0,0.692827,0.07617750688788465,53.02248109417197,2.411786802688782,11097.87759773102,0.06370230316684879,0.17344461542920955,0.6745603921568628,0.12528973960113168,89.59330781211787,0.13543584446900025,0.3645918876041059,0.1727152598046776,99.1660114081051,73.35690957278112,63992.716089865324,3.890480928257824,638.2277122766188,0.11675230879867576,0.10293668186551323,0.12949235549401727,2.4368248456790123,0.0800795771600652
12,312,38.8223,6.81988,31,8.48497,0,112,118,7,138,8,0.99998,41.39186,0.0,0.0,3.75,8.307,5.96806,0.0,0.0,125.0,43.27061,0.0,0.41,2.041,-1.0,0.703209,0.07628051944255436,53.215537742332174,2.1162221583103116,11041.647812779143,0.06386956656605576,0.17265291949644496,0.6748372549019608,0.12483679384271537,87.389583986945,0.135602611157492,0.36459188760410605,0.172368971886343,99.1863357737598,73.16004019497008,64046.11497437959,3.96419278793004,638.0580294881858,0.11722938507255848,0.10307686893238513,0.1296298332048596,2.2626832561728394,0.07927055782775733
13,313,38.9526,6.33671,31,8.11266,0,112,118,7,138,8,0.99778,41.55334,0.0,0.0,3.96429,8.265,5.88499,0.0,0.0,125.0,43.30741,0.0,0.41,2.014,-1.0,0.739876,0.07662509006672089,53.26302007981288,2.110747151452453,11166.581484048584,0.06401942537199169,0.1721391776336049,0.6754541176470588,0.1245565105543758,89.23519261240139,0.13649822569470715,0.3645918876041064,0.17225336427314697,99.15271840833233,73.10064611941704,63948.966448216066,3.9739937734047435,637.9605506013698,0.11784281987638025,0.1040259854939742,0.12967007726093074,2.1688850308641974,0.0764033168459789
14,314,38.858,6.86946,31,7.86155,0,112,118,7,138,8,0.99687,41.47808,0.0,0.0,3.92857,8.249,5.46226,0.0,0.0,124.0,43.27677,0.0,0.41,1.926,-1.0,0.720263,0.07633205658480002,53.314596859025364,2.1886962185197163,11087.297158773197,0.0641533880044211,0.17171729143458955,0.6759243137254902,0.12437547646634087,89.08111616267081,0.13715111277576983,0.36459188760410627,0.17234239478112046,99.17234154489363,73.00237404149799,63887.92034514576,3.905154084951314,637.8760365016071,0.11799923204649045,0.10445039566915686,0.13003301193059683,1.9730420524691359,0.07440785438619024
15,315,38.9382,6.63027,31,8.33361,0,113,118,7,138,8,0.98735,41.55872,0.0,0.0,3.39286,8.272,5.92069,0.0,0.0,124.0,43.20253,0.0,0.41,1.867,-1.0,0.719401,0.0763995219933983,53.15609289098669,1.9839702455570276,11128.243566053046,0.0643410682624067,0.17138214190895845,0.6754690196078431,0.1242455078640212,89.5339174847188,0.13714503234954198,0.36459188760410594,0.17231270021403366,99.17065290621375,72.99016409907277,63939.18158122584,4.044893391851055,637.8012957829208,0.11814142959766395,0.10483248540093075,0.13105022837090502,3.3662712191358026,0.07295817098699364
16,316,38.7615,6.64334,31,8.75926,0,113,118,7,138,8,0.98663,41.40098,0.0,0.0,2.46429,8.301,5.70531,0.0,0.0,123.0,43.16467,0.0,0.41,1.868,0.23611,0.733293,0.07619362565033094,53.29016998667776,2.01558122982551,10971.678910875602,0.06443484572100294,0.17094489598208162,0.6753525490196077,0.12460304593009625,88.99845537094181,0.13763731878289184,0.36237426156087854,0.17244940413815282,99.18811820755394,72.8303404890966,63800.11549716043,4.071597738832035,637.6283047629096,0.11780306141787623,0.1049923027385502,0.13246178983582252,3.7723283179012346,0.07129701483825591
17,317,38.5482,6.43149,31,8.61596,0,112,118,7,138,8,0.99053,41.12566,0.0,0.0,2.82143,8.282,5.7228,0.0,0.0,123.0,42.96617,0.0,0.41,1.854,-1.0,0.783368,0.07613748713453251,53.62270571861738,1.746675589007378,10810.156521448109,0.06443019507018743,0.17083860909768853,0.6715098039215687,0.1249776276294991,87.8940749934736,0.13737883439494553,0.3623742615608772,0.17231263521785087,99.2540989360553,72.34558564989399,63970.0905221005,4.125336257961906,637.5504801581409,0.1177281557164496,0.10511855923344776,0.13428013875466535,3.956886574074074,0.06991427825167128
18,318,38.538,6.31479,31,8.66275,0,112,118,7,138,7,0.98896,41.03157,0.0,0.0,2.57143,8.265,5.56078,0.0,0.0,123.0,42.74435,0.0,0.4,2.183,-1.0,0.80015,0.07606875204113854,54.05041899504484,1.767927045948012,10770.561002781584,0.06435310046226277,0.17088147135018547,0.6672607843137256,0.12537111533346357,86.77928246458781,0.1370765865085237,0.3623742615608743,0.17213434888836276,99.27428932802411,72.00832426690104,63900.35266813266,4.17592243573805,637.7089575862504,0.11734301914975828,0.10522086936445262,0.1354758003243802,5.075520833333333,0.06875466837453105
19,319,38.5571,6.73048,31,8.1159,0,112,118,8,138,7,0.99187,41.05551,0.0,0.0,2.60714,8.3,5.42773,0.0,0.0,123.0,42.79649,0.0,0.4,2.046,-1.0,0.809289,0.07570262234483355,54.03310271840037,1.9176786698980348,10785.681553893235,0.06432294439377305,0.1707550245393491,0.6680050980392158,0.12576339944135662,89.80331853213045,0.13668576300058244,0.3623742615608756,0.171891236697492,99.26081517313997,72.15589543009365,63977.36106035011,4.024757767868841,637.8684046337015,0.11696892894606686,0.10551752215995881,0.13578426903987692,4.949652777777778,0.0681715107913559
20,320,38.9035,6.38656,31,8.9588,0,112,119,9,138,8,0.9962,41.44072,0.0,0.0,2.78571,8.298,5.81647,0.0,0.0,126.0,43.36371,0.0,0.4,2.016,-1.0,0.77917,0.07565493775464112,52.55821981547791,1.5406749865296723,11122.563057934138,0.06414429444320097,0.170646022837441,0.6740880588235294,0.12623945062046849,87.13265859894267,0.13680894579015773,0.36237426156087826,0.1717889000565899,99.21390661621926,73.5002572741272,63916.125198659065,4.928579726046637,638.4652999042619,0.11694038496625062,0.10584638493464377,0.1349803120912491,6.824170524691358,0.06696489979052335
21,321,38.8757,6.18314,31,8.27097,0,112,119,9,138,8,0.99632,41.42536,0.0,0.0,3.35714,8.32,5.49775,0.0,0.0,127.0,43.43902,0.0,0.41,2.105,-1.0,0.800138,0.0750385284315314,52.637250358675736,1.74177546504789,11096.615708581958,0.06390794927987262,0.17036899470028738,0.6746278431372549,0.1268330554931868,85.82936168415465,0.13712282020046251,0.362374261560877,0.171645443276376,99.20114650851396,73.63570081614904,63900.3350073177,4.081922804530998,639.0610445536526,0.11679859683587804,0.10611914645178022,0.13470560098390247,6.736593364197531,0.06620826485615376
22,322,38.9122,6.10108,31,8.68606,0,112,119,9,138,8,0.99417,41.43008,0.0,0.0,2.42857,8.373,5.32523,0.0,0.0,127.0,43.43383,0.0,0.41,2.03,-1.0,0.777083,0.07482503722541992,52.61203794126157,2.095378520520923,11120.234791416608,0.06378667098656647,0.17024978733916166,0.6747615686274511,0.1273169904653747,91.18751156449792,0.1372384876171087,0.36237426156087565,0.1716326139958619,99.21435868443385,73.75281034513,63933.322671900925,4.060913547469409,639.6304648323663,0.11622897540042787,0.10627885427399454,0.13453438252928557,6.405623070987654,0.06554662390872622
23,323,38.822,6.53348,31,8.26206,0,112,119,9,138,8,0.99427,41.3591,0.0,0.0,2.10714,8.376,5.25976,0.0,0.0,127.0,43.45898,0.0,0.4,2.142,-1.0,0.808612,0.07472895172776402,52.481748227719905,1.8085089665972691,11011.58177536553,0.06396051981868522,0.17037962304456822,0.6744564705882352,0.1278284666298475,88.76811016717068,0.1373771057010018,0.36237426156087543,0.17156692780984095,99.23292712888914,73.97878959479603,63907.80482266391,4.014248389962543,640.2351977841573,0.11606320617563604,0.10629787242863974,0.13431771107434964,6.289641203703703,0.06435071701377372
24,324,38.9821,6.63714,31,8.56291,0,112,119,9,138,8,0.99496,41.54718,0.0,0.0,3.0,8.377,5.62929,0.0,0.0,128.0,43.49807,0.0,0.41,2.091,0.25,0.847213,0.07471247519192152,52.53053547423563,1.6130319513377347,11164.949606452006,0.06414337038355886,0.17042825537246736,0.674294137254899,0.128342496512671,88.11751896032166,0.13734063635001875,0.36237426156087515,0.17146236202007709,99.20441368660246,73.98148019201558,64015.681493635275,4.068194390705273,640.7921693313037,0.11605698194564343,0.10629972311731135,0.1339916230344253,4.562403549382716,0.06445240636249956
25,325,38.9801,6.40115,31,9.38096,0,112,119,9,138,8,1.00074,41.60295,0.0,0.0,2.42857,8.303,5.72029,0.0,0.0,128.0,43.53686,0.0,0.4,1.945,-1.0,0.776373,0.07459470687840396,52.68462456597223,1.6505347498458416,11179.489293958242,0.0643546520951232,0.1703736951340446,0.6749843137254902,0.1289049990663915,87.54216129615165,0.13720445513434257,0.36237426156087693,0.17136846258607238,99.19768297081758,73.8376635898073,63871.43200529687,4.054965373565199,641.3317211388088,0.11624780186611745,0.1064334518759033,0.13374345255337894,5.576437114197531,0.06296478985859039
26,326,39.1665,6.41628,31,8.52704,0,112,119,9,138,8,1.00446,41.81194,0.0,0.0,2.35714,8.214,5.5032,0.0,0.0,128.0,43.54265,0.0,0.4,2.077,-1.0,0.782288,0.07452659271007855,52.83580714096258,1.2829046387200365,11345.241309155777,0.0643972551819102,0.17047893337174044,0.6750533333333333,0.12928222430636027,86.8811004766048,0.13741599850522354,0.362374261560878,0.17124943974183424,99.15983800550741,73.67698153152404,63901.545198477674,4.034809096565841,641.8113397628998,0.11654903926660862,0.10674403599718589,0.1334574773617862,5.451292438271605,0.06298491262810336
27,327,39.2089,6.55824,32,8.5207,0,113,119,9,138,8,1.00022,41.88036,0.0,0.0,2.35714,8.23,5.52433,0.0,0.0,128.0,43.55669,0.0,0.41,2.01,-1.0,0.732353,0.07439121300372338,52.59274009422019,1.6176163896438778,11381.833513252848,0.06467956013143884,0.17054982318504605,0.674303137254902,0.1294715398866329,91.8596753417511,0.1372550586488902,0.36459188760410505,0.171261143143523,99.15012781183295,73.47894312118407,63801.2799252702,4.057882525440797,642.2720625558059,0.11693143635687178,0.10693173836769562,0.13244749137150671,5.284239969135802,0.06426616323798616
28,328,39.1041,6.53198,31,8.45444,0,112,119,9,138,8,0.99583,41.79336,0.0,0.0,2.53571,8.232,5.65179,0.0,0.0,128.0,43.60984,0.0,0.4,2.372,-1.0,0.74695,0.07435526012515434,52.80356531967352,1.9114487220725525,11314.242006288488,0.0648714167417595,0.17060504937476198,0.674955294117647,0.12963377410557358,87.51953658522186,0.137030913031988,0.36237426156088026,0.1713869207671771,99.1629349720099,73.32490190995338,63764.782661439305,4.1748764605252875,642.7152131757833,0.11720759480407224,0.10711540547932655,0.13131085661464936,5.2328317901234565,0.06649167830189207
29,329,38.9105,6.51432,31,8.7024,0,112,119,9,138,8,0.99147,41.58244,0.0,0.0,1.85714,8.192,5.62593,0.0,0.0,128.0,43.66681,0.0,0.41,2.347,-1.0,0.721656,0.07420141241220246,52.93796642915702,1.8150161776459215,11150.083883079735,0.06499622602568988,0.17058871700027753,0.6756243137254903,0.1298277236032273,86.70629194999398,0.13679755124192136,0.3623742615608772,0.17149233108781564,99.17887868762902,73.25055630227408,63852.14594255182,4.154388990515508,643.1427842722167,0.1175683189259066,0.10743931852377832,0.1303395370331799,5.3812692901234565,0.06911315842396429
30,330,38.6045,6.33837,31,9.26182,0,112,119,9,138,8,0.98872,41.29044,0.0,0.0,1.89286,8.213,5.60309,0.0,0.0,128.0,43.64623,0.0,0.4,2.123,-1.0,0.733472,0.0740797892913356,52.86420996395158,1.5749098492530973,10944.039517428546,0.06518876931273226,0.17058265488677143,0.6747164705882353,0.1299790021548983,88.04690314595905,0.13685977999350524,0.36237426156087854,0.171600872585255,99.22526543703918,73.25458040293685,63909.44862455976,4.176549814300968,643.5447528585324,0.1177011902563263,0.10772935245621379,0.12954287307277024,6.3306809413580245,0.07156339318908886
31,331,38.4909,6.09445,31,9.16893,0,112,119,9,138,8,0.99105,41.16051,0.0,0.0,2.78571,8.203,5.44958,0.0,0.0,128.0,43.66164,0.0,0.4,2.168,-1.0,0.706926,0.07389544363022259,52.84714460961612,1.5684374332452908,10861.271699404839,0.06531425634210787,0.17038260147692133,0.6752764705882353,0.13018526206132358,88.4350272873975,0.13650618624192767,0.36237426156087577,0.17159552243664583,99.24379195811753,73.34916363913975,63895.823438725674,4.149001790368556,643.9237539476368,0.11795161558772087,0.10803212211736113,0.12903392423440305,6.416956018518518,0.07331884597759385
32,332,38.5001,6.32098,31,8.43554,0,112,119,9,138,8,0.99544,41.1514,0.0,0.0,2.75,8.216,5.23485,0.0,0.0,128.0,43.68861,0.0,0.41,2.195,0.24653,0.706305,0.07372508853328359,53.00230765637056,1.7062747959939017,10848.280928317894,0.0653697134247651,0.1701107281294009,0.6748870588235294,0.13037608472560722,87.11147978641719,0.1362979317740744,0.3623742615608771,0.17169198838425825,99.25213464016196,73.26028502435254,63832.73131973185,4.121162422572079,644.2721010840654,0.1182411172479605,0.10813093548877654,0.12849792351493258,6.46532600308642,0.07453944813349034
33,333,38.4581,6.68276,31,8.28968,0,112,119,9,138,8,0.99808,41.09617,0.0,0.0,3.21429,8.136,5.43401,0.0,0.0,128.0,43.65369,0.0,0.4,2.489,-1.0,0.737252,0.07344459064755758,52.916169531551404,1.5668572497037025,10809.14773918082,0.06536645610005205,0.16972761747706785,0.6739792156862746,0.13056958294289975,87.36315416931151,0.13613475437087438,0.3623742615608762,0.1718733016866567,99.2625387569608,73.49440496232374,63841.921846333804,4.155416699161811,644.6005818429948,0.11858654631203834,0.10818117866268785,0.1278125669125171,6.4750192901234565,0.07577255279802189
34,334,38.512,6.74009,31,8.48437,0,112,119,9,138,8,1.00231,41.16006,0.0,0.0,3.25,8.204,5.74763,0.0,0.0,128.0,43.65658,0.0,0.4,2.314,-1.0,0.743829,0.07327901738270792,52.95445910795236,1.5170374603829926,10831.70302270874,0.06531985109432131,0.16934610431741196,0.6748066666666667,0.13081667996633087,91.46942993568962,0.13612192005014873,0.36237426156087715,0.17193283454605493,99.23537187742238,73.61334344371632,63779.80128926312,4.252041085768307,644.9279748077995,0.11884126979155103,0.10840274172880789,0.12725950462647256,6.643470293209877,0.07717130823973412
35,335,38.557,7.02285,31,9.06438,0,113,119,9,138,8,0.99966,41.21439,0.0,0.0,3.75,8.21,5.79914,0.0,0.0,128.0,43.57494,0.0,0.4,2.399,-1.0,0.70849,0.07300385514382529,53.00668937777295,1.3631622097756133,10896.332080463868,0.06554247619177285,0.16919390784662344,0.6741815686274509,0.1310219078354864,92.05359438438651,0.1356879440758674,0.3623742615608772,0.17186610737039934,99.23258962643251,73.69690279388725,63821.1569111416,4.248613967738437,645.1948434726169,0.11903172237773028,0.10860393643339857,0.12667351552286663,7.33227237654321,0.07812099025883938
36,336,38.6342,7.06968,31,9.38312,0,113,119,9,138,8,0.99522,41.27601,0.0,0.0,3.75,8.169,6.04415,0.0,0.0,128.0,43.52569,0.0,0.4,2.465,-1.0,0.72808,0.07281199650245204,53.09194136254581,1.8864898196846076,10923.029013823127,0.06563541792430157,0.16926473302537412,0.6737411764705882,0.13131117627170827,92.57906465553697,0.13549541215321553,0.3623742615608763,0.1716727076489532,99.23175796532843,74.06470638873044,63776.51586941006,4.243450552172673,645.4373497757084,0.11917105620843234,0.10862802563134873,0.12590772957230875,7.656105324074074,0.0789065186928723
37,337,38.5115,7.12067,31,9.16449,0,113,119,9,138,8,0.99026,41.08798,0.0,0.0,3.07143,8.235,6.08136,0.0,0.0,128.0,43.49183,0.0,0.4,2.161,-1.0,0.760125,0.07261669935174116,53.03502080469955,2.290767048489067,10822.102175677483,0.06569013591152899,0.16923809182515331,0.6742400000000001,0.13161725809299024,89.68025600996646,0.13535162000760015,0.36237426156087515,0.17147955860807976,99.2491904535193,73.9987698969322,63747.25484947256,4.215850016835837,645.6530839162373,0.11925166884736346,0.10868889263257253,0.12512875142733837,7.639322916666667,0.07953272293421078
38,338,38.5766,6.49803,31,8.69208,0,113,119,9,138,8,0.99098,41.11282,0.0,0.0,2.5,8.22,6.13033,0.0,0.0,129.0,43.51732,0.0,0.4,1.958,-1.0,0.753312,0.07236384945697691,53.105607586142455,1.3271508974325472,10850.636056849147,0.06564836065328224,0.16912748741261271,0.6737282352941176,0.1317243676625354,88.48476768431306,0.13523897494709358,0.3623742615608747,0.17129530913710103,99.26527868373717,73.894996384125,63758.51498768691,4.2563465533847555,645.8602492907761,0.11927969642674988,0.10870029747274335,0.12457060121911885,7.730854552469136,0.08017916013234602
39,339,38.5458,6.30001,31,8.70918,0,113,119,9,138,8,0.99285,41.08659,0.0,0.0,2.28571,8.242,5.58364,0.0,0.0,128.0,43.49075,0.0,0.4,2.428,-1.0,0.770319,0.07221458714932212,53.08618691526813,1.904582794683987,10807.27542601153,0.06553441091317097,0.1690486786721712,0.673690588235294,0.13178246814958658,89.06475964649805,0.13485561495374254,0.3623742615608749,0.17122041279756156,99.27267132914855,73.85931101521123,63792.62949733525,4.187541190449094,646.0423307555347,0.11936104098579468,0.10882553434244775,0.1242576612989815,7.960841049382716,0.08095662108111684
40,340,38.5804,6.39,31,8.21212,0,113,119,9,138,8,0.99464,41.13104,0.0,0.0,2.28571,8.257,5.4211,0.0,0.0,128.0,43.48491,0.0,0.4,2.438,0.2491,0.781917,0.0720756193221817,53.198644755799094,1.605524060489616,10835.889539319287,0.06539278105306079,0.16906455807327392,0.6744039215686275,0.1318777516168893,89.77508217015742,0.1346572587534626,0.36237426156087515,0.17131247178214717,99.2554968932561,74.05073407020589,63809.209264920464,4.121306626098956,646.2190372158436,0.11952748566276844,0.10889233378533708,0.12396029610524129,8.377507716049383,0.08207804187795596
41,341,38.4975,6.30898,31,8.34804,0,113,119,9,138,8,0.99343,41.06973,0.0,0.0,3.28571,8.314,5.49996,0.0,0.0,128.0,43.43918,0.0,0.4,2.262,-1.0,0.762241,0.07199848157059653,53.246635907962,2.270302607502495,10754.918445625428,0.06519631991070017,0.1690675841113921,0.6743450980392157,0.1319298679251869,87.84465117081736,0.13445527641811417,0.3623742615608722,0.17154815596349202,99.26607976587049,74.12767201376222,63813.45566207481,4.0651406818042695,646.3805600783015,0.1197184661845699,0.10881206128432788,0.12386604126726813,8.42626350308642,0.08335046429452365
42,342,38.3576,6.57593,31,8.43717,0,113,119,9,138,8,0.99442,40.9258,0.0,0.0,4.71429,8.319,5.41997,0.0,0.0,128.0,43.39496,0.0,0.4,2.272,-1.0,0.768015,0.07191111060379742,53.23866498028791,1.5158036498264313,10668.091090181773,0.0651113568885439,0.16924135856079345,0.6741509803921568,0.13186766153277915,92.81255177755902,0.13428406860043085,0.3623742615608749,0.17190961111225822,99.28455256380788,74.2577947498291,63849.724982109634,4.079170528630311,646.5406822652045,0.1198846568085269,0.10871678889164589,0.12380037097756465,8.276765046296296,0.08453518762593971
43,343,38.3794,6.6492,31,8.93538,0,113,119,9,138,8,0.99316,40.91386,0.0,0.0,4.64286,8.284,5.65611,0.0,0.0,129.0,43.37688,0.0,0.4,2.296,-1.0,0.766613,0.07179262506916412,53.27166559666763,1.374936106451133,10709.54828591712,0.06496786227379718,0.1694965711129616,0.6738235294117646,0.13179870391533047,89.49734487466459,0.13408027268561992,0.36237426156087404,0.17207713179357154,99.28052326224694,74.40010679826199,63880.180365277716,4.171456062988365,646.6744170316972,0.12008861607187493,0.10868102674769345,0.12351317177501825,8.248697916666666,0.0854485392438743
44,344,38.2342,6.3541,31,9.04556,0,113,119,9,138,8,0.99402,40.77702,0.0,0.0,3.60714,8.305,5.72598,0.0,0.0,128.0,43.36178,0.0,0.4,2.141,-1.0,0.750051,0.07153947345109732,53.4053510501061,1.4705584351269314,10563.363218707389,0.06486959821944105,0.169836295399412,0.6731223529411766,0.1316292933850244,86.92406931815633,0.1340563782292841,0.36237426156087316,0.1721501006637605,99.30422351692839,74.24681468286889,63765.6993806632,4.1829030684429815,646.7902499888634,0.12017206711755359,0.10881881725868937,0.12315695989535919,8.247444058641975,0.0863422631657544
