,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,cubrow.1.0,staticness,noise,cubrow.0.5,cubcol.0.6,color_fulness,cubrow.0.6,cubcol.1.0,blur,temporal,cubrow.0.3,cubrow.0,saturation,cubcol.0.3,fft,movement,cubcol.0,blockiness,contrast,cubcol.0.5,uhdhdsim
13,113,64.5072,23.0917,37,36.7523,0,122,118,10,135,15,0.99762,59.05671,0.0,0.0,0.25,6.891,19.76765,0.0,0.0,125.0,33.26835,0.00461,0.42,16.092,-1.0,0.123843,0.5089556862745084,0.028544031143168582,445.47407845992154,0.5024770325673931,0.12510133636385254,0.21451056355795733,78.84017873579486,0.090193885237164,0.08629303224353374,62262.01850915486,6.237169572179302,0.039865674031592496,0.017029005942914788,43.17356646502459,0.2995797960588656,70180.46063257939,8.608169367283951,0.04758558002252264,2.70483039515378,86.85964930518396,0.2098477118123322,82.40292085748422
14,114,64.6924,22.3229,37,38.9627,0,122,118,10,135,15,0.96626,59.24693,0.0,0.0,0.03571,6.862,19.80381,0.0,0.0,125.0,33.37541,0.00462,0.42,16.711,-1.0,0.1242,0.5131247058823529,0.02838931168300951,441.23414578343653,0.5024770325673925,0.12142985491549084,0.2125251352452314,78.64760915229758,0.09033627426944342,0.08534618753254454,63063.886654799506,6.235632250854859,0.040498134919885145,0.016883875905204952,43.17836186915268,0.29374732933267494,68816.05569474453,8.533998842592593,0.05149266718379198,1.9879578085307463,88.28886222463069,0.207669266675167,82.38652270192013
15,115,64.7569,21.9041,37,35.5716,0,122,118,10,135,15,0.97528,59.31044,0.0,0.0,0.03571,6.978,19.15415,0.0,0.0,124.0,33.49961,0.00488,0.41,20.233,-1.0,0.137075,0.5191297254901921,0.028358902540710693,437.46167823018703,0.5063180735464538,0.11946116419131621,0.21044501844149205,78.1877132265056,0.09088946610542843,0.08513738467215379,64716.33017164995,6.193941224265895,0.040924479678884865,0.016994570389161228,43.32517967695072,0.2902540511463435,68645.49012718996,9.61255787037037,0.055714135951692806,1.7071750294634118,86.34907564903455,0.20595889727661795,82.22674795390571
16,116,64.8291,22.364,38,37.6988,0,122,118,10,135,16,0.99392,59.38459,0.0,0.0,0.14286,6.963,18.79315,0.0,0.0,125.0,33.80495,0.00456,0.42,18.462,0.12976,0.122852,0.5236894117647058,0.02836421596409874,433.93605256210225,0.5123767405687473,0.11845499358179823,0.20868303604421232,78.77452640458783,0.09116760205651968,0.08507080853563885,64531.39219497972,6.243372823891506,0.04103439974333241,0.017170214433036034,43.38106452094184,0.28849659368293523,68842.32511235669,10.798225308641975,0.05952112758891177,2.229079554116008,88.57521338156728,0.2035174909438541,82.20348729568059
17,117,64.6943,22.147,38,39.9417,0,122,118,10,135,16,1.00177,59.29727,0.0,0.0,0.0,6.792,19.19027,0.0,0.0,125.0,34.12502,0.00456,0.42,18.163,-1.0,0.13274,0.5285501960784315,0.02840314493235004,430.594311874885,0.5123767405687476,0.11779801517750031,0.2064095018029664,79.0973685684502,0.09102891307799946,0.08493715277115335,62485.247806188556,6.3015500488579255,0.04023984404466368,0.017009101145122513,43.49150631751543,0.28513317124775606,68884.35152458225,10.941599151234568,0.06391700859692283,2.019206201234769,85.36745717578371,0.2017288937275394,82.21140245828366
18,118,65.6668,21.8864,38,39.8754,0,122,118,10,135,16,1.00671,60.12161,0.0,0.0,0.07143,6.682,19.00655,0.0,0.0,125.0,34.32795,0.00466,0.41,16.428,-1.0,0.140042,0.5327737254901961,0.0285907165167774,427.5651181694935,0.5123767405687497,0.11662667350960028,0.20251545953930689,79.19130011302545,0.09188960131456271,0.08514245715621625,65594.79028489273,6.287198125970404,0.03971260218147774,0.017196721767631956,43.659371270073784,0.28111490754302854,69650.84244536547,10.738184799382717,0.06626099603978193,2.5486440146213405,88.15689372612034,0.20137092430843417,81.95813919885708
19,119,66.3594,21.9757,39,41.2985,0,122,118,10,135,16,1.00414,60.72591,0.0,0.0,0.07143,6.507,18.7859,0.0,0.0,125.0,34.3346,0.00495,0.42,13.474,-1.0,0.145081,0.535898862745098,0.03051861337101472,424.9123104725656,0.512376740568749,0.1160935831924166,0.19991254024691443,79.17196538512854,0.09310741271277365,0.0862015828669154,66121.64564958971,6.24626345353089,0.03933195992958614,0.017275140397870557,43.82042778862847,0.2781414815375849,70880.29579049224,10.408275462962964,0.06865229921182395,1.7399994720749192,86.58692098674186,0.20170075380743463,81.95002357453349
20,120,67.1328,21.5446,39,41.037,0,122,118,10,135,16,0.98752,61.37593,0.0,0.0,0.07143,6.378,18.8645,0.0,0.0,125.0,34.35443,0.00483,0.42,13.033,-1.0,0.149346,0.5363776470588236,0.032679999131569167,422.5294369570966,0.5107533256329151,0.11528305350719183,0.19780179850938653,78.68357883502061,0.09523124921232803,0.08676827699864957,69843.41955090158,6.219190729776129,0.039415097706459436,0.017421157254274584,43.90756395128038,0.27564256609375937,71636.62960206177,11.711226851851851,0.07194451998493406,1.731784284732227,85.02246279162922,0.20133475256296074,81.9925092384939
21,121,68.8308,21.0366,40,42.4376,0,122,118,10,135,17,0.98152,62.82556,0.0,0.0,0.17857,6.039,18.4921,0.0,0.0,125.0,34.27401,0.00478,0.42,11.643,-1.0,0.13944,0.5338180392156864,0.033500108689370825,420.37537884488086,0.5063180735464573,0.11367999693013013,0.19652573316469948,78.91270291623053,0.09535111447224189,0.08665617167576446,75785.37878927862,6.20044304771131,0.039955179042108394,0.017715455220397032,43.911888970269096,0.2733276422123794,73543.31004219684,11.672309027777779,0.07485176329552876,2.1418122837860465,86.03716984309152,0.2004069827569657,81.88890246232478
22,122,70.1095,21.1278,40,38.6889,0,122,118,10,135,16,0.97709,63.91775,0.0,0.0,0.35714,5.883,18.05332,0.0,0.0,125.0,34.17704,0.00489,0.42,9.989,-1.0,0.143306,0.5311686274509805,0.03431566986895175,418.4223628776327,0.5123767405687439,0.1132675368040783,0.1946601608326518,79.23100023289719,0.09713555800914465,0.08703069055909479,77879.65896662306,6.206256475365356,0.040178500957842506,0.0181850935309993,43.874885088131755,0.27153216067242747,74268.7136465335,11.34302662037037,0.07807322664431286,1.7828882484321629,87.82442597670222,0.20091414082368475,81.91783803147091
23,123,69.3724,21.4038,40,41.3279,0,122,118,10,135,16,0.96322,63.37066,0.0,0.0,0.0,6.087,18.1291,0.0,0.0,125.0,34.04433,0.00477,0.42,9.569,-1.0,0.138711,0.529687078431371,0.03519296741044056,416.6294572875395,0.5123767405687525,0.11362252478504682,0.1934004599269568,79.4660506638507,0.09998486100114491,0.08704424934121242,74687.65457056943,6.226290277409973,0.03991707485002913,0.018239558060845144,43.79588336709105,0.2692791250681698,73627.06219789205,11.27734375,0.08161889632397194,2.034675060929001,84.83560188107455,0.20090293282361074,81.89104019650186
24,124,68.1606,21.5173,40,39.9862,0,122,118,11,135,16,0.97095,62.33711,0.0,0.0,0.32143,6.228,18.36754,0.0,0.0,125.0,33.88233,0.0045,0.42,9.29,0.13297,0.114583,0.5267463529411764,0.03607375430408265,414.98687054290235,0.5123767405687526,0.11098647249105503,0.19226244184207178,80.19593025527467,0.1014051919440879,0.08698755209363264,69961.04352457778,6.2701420423073255,0.04080235872801037,0.018871298735816833,43.72587039146894,0.26655179334972756,72300.73818141682,11.494936342592593,0.08459266339397392,3.2139093080823056,85.93440590009124,0.20037966071178923,82.06018902609203
25,125,67.3927,22.1443,39,38.6954,0,122,118,11,135,16,0.97259,61.69769,0.0,0.0,0.03571,6.17,18.46392,0.0,0.0,125.0,33.8374,0.0039,0.41,8.344,-1.0,0.118798,0.5236682352941175,0.036973503031029774,413.53063048177455,0.5145943666119845,0.10979224102704187,0.1911034944696326,81.26688214239192,0.1036368270768408,0.08687516534408556,68684.69810381404,6.324975982607014,0.04187553796875799,0.019381536137378832,43.631320152753666,0.26392084099736157,71831.74104023926,12.226996527777779,0.08774653478988954,2.7082360963143413,88.03947374871701,0.20000078478971312,82.43690656592116
26,126,66.9358,22.0292,39,37.2882,0,122,118,11,135,16,0.97042,61.31403,0.0,0.0,0.10714,6.074,19.0022,0.0,0.0,125.0,33.8428,0.00407,0.41,7.917,-1.0,0.126899,0.5254964705882352,0.03810463107188742,412.19931755667716,0.5168119926552094,0.10849706854990163,0.19006458648448524,81.79314933842765,0.10794105274096563,0.08673401361432583,66997.31490306712,6.377006701738884,0.04229392270631768,0.01938196629160807,43.63055514111931,0.260136417743602,71936.6776644057,12.509114583333334,0.0906112652720633,1.8290124986547893,87.96069222774527,0.19913888547955877,82.28191536634897
27,127,67.1007,21.4813,40,39.9377,0,122,118,11,135,17,0.97074,61.47468,0.0,0.0,0.10714,5.947,18.90488,0.0,0.0,125.0,33.84465,0.00418,0.42,8.696,-1.0,0.121715,0.5241217058823523,0.03933481879232213,411.0353579383659,0.5168119926552106,0.10772093453923942,0.1891522771458774,82.19784900827622,0.10905476502727361,0.0866019299528487,66466.66082317918,6.353032027819634,0.042768106001513234,0.02025748836701552,43.52180311414931,0.25641017552047796,72407.04159790296,12.304783950617283,0.09414394168613678,2.1086334354284535,85.33588435721903,0.19814426744962232,82.22419520932729
28,128,66.7863,21.6174,40,38.6078,0,122,118,11,135,17,0.97033,61.23311,0.0,0.0,0.14286,6.05,18.4348,0.0,0.0,125.0,33.80818,0.0044,0.43,9.395,-1.0,0.122605,0.5221137254901962,0.039976269814280055,410.03275247483054,0.517406203762608,0.1070462454431,0.1885122876428693,82.76409670342561,0.10840100434228131,0.0866698505119624,64310.7966886526,6.29817397366257,0.04309715221041721,0.02111132143291749,43.42433449074074,0.2544758696300236,72273.50152111282,12.114583333333334,0.09800719704922649,1.96501909604304,85.18166083237942,0.19745540797465935,82.46659129053695
29,129,65.9783,21.8195,40,39.2471,0,122,118,11,135,17,0.98496,60.5263,0.0,0.0,0.0,6.286,18.55231,0.0,0.0,125.0,33.54337,0.00424,0.42,9.157,-1.0,0.120136,0.5168466666666668,0.03928049429255051,409.219423239122,0.5190296186984396,0.107460598953633,0.1881766692547936,82.45259616824144,0.10732170254075946,0.08668916279771711,64722.80661563201,6.302540578759773,0.043298871824193445,0.020981142904104935,43.40665633590133,0.25219006852063264,71381.88851775177,12.211371527777779,0.1003223782065316,1.7468781734649401,88.11141985706212,0.19780841269262803,82.3630353745761
30,130,65.068,21.7989,39,43.2211,0,123,118,11,135,16,0.98078,59.70915,0.0,0.0,0.14286,6.466,18.72578,0.0,0.0,125.0,33.28361,0.00426,0.41,8.583,-1.0,0.126125,0.5108878431372548,0.03893652702881299,408.43975958943014,0.5168119926552097,0.10889442013028243,0.1881244722418784,82.08462019288811,0.10688869889168252,0.08666830709016195,59265.02651420302,6.35604542403183,0.043554610235517106,0.02091682258970773,43.32668068968219,0.2505895229942331,72450.96618819001,12.754292052469136,0.10218892047984854,1.931401745422407,85.93252657396347,0.19769001539061878,82.52726768833116
31,131,63.9243,21.6823,38,43.7041,0,123,118,11,135,16,0.98762,58.62404,0.0,0.0,0.0,6.939,18.70578,0.0,0.0,125.0,33.06501,0.00446,0.41,10.08,-1.0,0.123369,0.50544,0.038585425790845895,407.5680097806462,0.5145943666119795,0.11082179193313686,0.18822168329079145,81.62537217156448,0.10634198403053419,0.08653590558823493,58385.11268379906,6.408335289938535,0.04363358066520126,0.020627305502686967,43.16899862407166,0.25006113448022543,70961.54664557999,13.100212191358025,0.1045040248439884,2.67290675717282,86.29074943440067,0.19718809493743913,82.55510841353562
32,132,63.3725,21.6513,37,38.81,0,123,118,10,135,15,0.97938,58.10401,0.0,0.0,0.0,7.106,18.60136,0.0,0.0,125.0,32.88169,0.00427,0.41,9.534,0.12834,0.116467,0.5030050980392157,0.03825959947776042,406.54020710615185,0.512376740568741,0.11171904573040754,0.18842531759108008,81.55096609102097,0.10570491880903952,0.08649431508688274,55551.85022337483,6.414739394109597,0.04380191333326755,0.020449575163365385,43.07316269109279,0.24942184196220454,70193.94246426134,13.304976851851851,0.10649233947127974,1.4603134557680921,86.21217427991289,0.1978465027684867,82.62001460237626
33,133,63.7914,21.7509,37,38.7717,0,123,118,10,135,15,0.97691,58.43953,0.0,0.0,0.21429,6.896,18.57666,0.0,0.0,125.0,32.64882,0.00423,0.41,8.917,-1.0,0.126728,0.49899529411764704,0.03793115684565689,405.36003470811494,0.5085356995896864,0.11309828759684622,0.18788152510717623,80.95346074978475,0.10560682951783673,0.08652246155677452,57202.61085462765,6.40322171976652,0.04406082764930234,0.02029884606453577,42.85470128942419,0.25452356727000314,71113.85577660504,13.382282021604938,0.10872003080395648,2.0302900999546534,87.02577464005743,0.1987989172891149,82.60183539300843
34,134,63.5498,22.1101,37,40.2855,0,123,118,11,135,15,0.97977,58.24328,0.0,0.0,0.5,6.756,18.66101,0.0,0.0,125.0,32.53573,0.00377,0.41,7.943,-1.0,0.118567,0.4979243137254902,0.037609342355913324,404.1165098800633,0.5024770325673948,0.11412293341131476,0.187228494144778,80.95730173320844,0.10569829227907669,0.08634781302409338,55898.151131247156,6.385216826671676,0.04426238842348026,0.020142214918318864,42.88825630847319,0.254411569082039,71481.75637902279,13.615788966049383,0.1112187232006205,2.2572573394390454,87.31257747237501,0.19844858905418755,82.79467243102425
35,135,63.9398,22.4693,37,40.3668,0,123,118,11,135,15,0.97106,58.57842,0.0,0.0,0.21429,6.667,18.97788,0.0,0.0,125.0,32.45222,0.00389,0.41,8.828,-1.0,0.123744,0.4968933333333333,0.0373802166325801,402.83578815480473,0.5002594065241676,0.11269090297371778,0.18642244956627652,80.75134675280788,0.10574532279700047,0.08616071503115505,56884.23771783306,6.356495993313801,0.044483519625011986,0.02000069529987239,42.75994741180797,0.25545253256659944,71356.2915059301,14.063271604938272,0.11388740358420979,2.199692319519265,86.11514761461723,0.19877484186244493,82.77504237100086
36,136,64.2643,22.8569,38,37.9203,0,123,118,11,135,16,0.98767,58.88614,0.0,0.0,0.53571,6.512,19.28122,0.0,0.0,125.0,32.33675,0.00382,0.41,8.41,-1.0,0.128673,0.4976109607843123,0.03714051501168866,401.5426249067053,0.500259406524162,0.1113959430211938,0.18595492715133985,80.64114419482112,0.10659106194250755,0.0860628301079192,56518.45221384392,6.288412667236208,0.044761695458526984,0.0198589422768146,42.79154761043596,0.25336994778121136,72394.25422393213,14.182822145061728,0.12282314722297319,1.6249833431405611,85.93725668651584,0.19815326075666126,82.74114138003812
37,137,64.5379,23.0753,38,39.9124,0,123,118,11,135,16,0.9851,59.16462,0.0,0.0,0.42857,6.165,19.60903,0.0,0.0,125.0,32.37629,0.00356,0.41,8.57,-1.0,0.128838,0.49999350980391954,0.03695776512843313,400.2339639102541,0.5024770325673898,0.1103063990051075,0.18549518015618643,80.30172827838096,0.10694408380614016,0.08604356292183458,56261.82205160488,6.241175624856134,0.04510455604304356,0.019741992645976397,42.84133383668499,0.2532660124908696,72718.70245877892,14.027391975308642,0.1354953876616179,2.1673267325781946,84.49786380154022,0.1982158838128916,82.8157396225864
38,138,63.4227,23.4709,38,38.8036,0,123,118,11,135,16,0.9761,58.22929,0.0,0.0,0.5,6.113,19.79777,0.0,0.0,125.0,32.35868,0.00322,0.42,8.428,-1.0,0.133038,0.5014450980392158,0.036713071746119375,398.8982573838401,0.5041004475032249,0.11017946729248068,0.1852480036640088,80.2209411718732,0.10730572619540987,0.08609191286811119,52207.19465588106,6.242066338017394,0.04540654911326675,0.01963629623837126,42.94776313687548,0.25133616034098083,72696.18652204963,13.916136188271604,0.1474758893914188,1.4318968237854224,84.66282446734073,0.1979840847255146,83.28252671086857
39,139,62.1088,23.6568,38,37.0465,0,123,118,11,135,16,0.97394,57.09446,0.0,0.0,0.17857,6.217,20.14539,0.0,0.0,125.0,32.41082,0.00313,0.42,7.748,-1.0,0.125302,0.5063894117647059,0.03653188561791497,397.5473786956475,0.5024770325673913,0.11012160811534401,0.18521899556211027,80.46582605241953,0.10719908671123236,0.08602197690497265,47741.16694249039,6.268101743968154,0.04549206017887813,0.01954410929045184,43.11508951069396,0.24937477177137043,72696.55073833019,13.921055169753087,0.15472840018857653,1.522833338008638,84.87334251864391,0.19809593448666957,83.70848439941051
40,140,61.7091,23.2429,38,38.3106,0,123,118,11,135,16,0.97862,56.78663,0.0,0.0,1.17857,6.183,20.30624,0.0,0.0,125.0,32.56782,0.00306,0.42,8.196,0.12551,0.122743,0.5101239215686274,0.0363551449781896,396.2142440468217,0.5123767405687506,0.11015101685714404,0.18587814552122836,80.62229046824392,0.10747995132653919,0.0860135272068834,45900.85843675889,6.266350962505058,0.04565883606353808,0.019456822141838297,43.34639033564815,0.24741490740266203,72730.86719819928,13.921248070987655,0.16106682295208663,1.1435320567765375,86.57207801345507,0.19936669567281243,83.84217599066608
41,141,62.2249,23.5278,39,40.0028,0,123,118,11,135,16,0.9875,57.34329,0.0,0.0,0.42857,6.291,19.95316,0.0,0.0,125.0,32.71255,0.00333,0.43,6.941,-1.0,0.119047,0.5146937254901961,0.036198841733237334,394.8986967988634,0.5168119926552068,0.10935156921385365,0.1872611912920939,81.0922833849713,0.10891398433652878,0.0860219362798955,45802.80953845968,6.2218541273602845,0.04567750428110859,0.019411400158157493,43.24417961968316,0.24578361398118928,72605.64884311549,13.769241898148149,0.16780726967458695,1.297394087785104,85.65316458206966,0.200122210197329,83.67945914368877
42,142,61.9041,23.775,40,41.0242,0,123,118,11,135,17,0.99119,57.15447,0.0,0.0,0.17857,6.185,20.1925,0.0,0.0,125.0,32.82179,0.00321,0.44,7.177,-1.0,0.107933,0.5178056274509804,0.036040619089449964,393.6548246169451,0.5206530336342642,0.10874161355494456,0.18700456841575555,81.26921908474296,0.11081026699082802,0.08592408614757494,44271.816291870964,6.196859737145246,0.045849969124342874,0.019414990866674958,43.15191311306424,0.24434826026874146,72853.56709902674,13.567804783950617,0.17694579116038872,1.0974712302336946,83.4395054323608,0.2017018218416296,83.93408736046626
43,143,62.0553,23.6032,41,41.8398,0,123,118,12,135,17,0.98883,57.38058,0.0,0.0,0.85714,6.225,20.40499,0.0,0.0,126.0,32.92527,0.0033,0.44,7.953,-1.0,0.099511,0.5193239215686274,0.035934596103056826,392.4895131186784,0.5228706596775047,0.10870091490608264,0.18759276583720533,81.28802252125745,0.11252162663739038,0.08600315641474116,43297.36487349268,6.174340208686502,0.04608483857133778,0.019470925421037386,43.21434360080295,0.24302395536946758,72556.37782160284,13.604890046296296,0.1785137574405815,2.3005165095562337,85.9513700091114,0.20341075254353283,83.80891854423308
44,144,62.2233,23.2779,42,40.1935,0,123,118,12,135,18,0.98005,57.59474,0.0,0.0,0.78571,6.137,20.2599,0.0,0.0,125.0,33.07701,0.00314,0.44,7.066,-1.0,0.084721,0.5257858823529412,0.03588995286405036,391.435982914197,0.5228706596775076,0.10899168954886271,0.1896291845761909,81.4507792130006,0.11381223270197968,0.08618927697318617,43402.27122572868,6.100383827122697,0.04633264339509063,0.019620371677430096,43.27319769211757,0.24183567660955074,72671.11929981333,13.367235725308642,0.17857289991259392,2.124509660407687,85.72536275428052,0.20532365025365423,83.91192085707318
