,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,cubcol.1.0,saturation,cubcol.0.5,movement,cubcol.0.6,tone,cubrow.0.3,staticness,noise,cubrow.1.0,cubcol.0.3,cubcol.0,contrast,temporal,blockiness,fft,uhdhdsim,blur,cubrow.0.5,cubrow.0,cubrow.0.6
16,416,37.7853,6.19128,28,8.27279,0,115,116,6,140,7,0.99678,39.38811,0.0,0.0,2.75,8.209,5.04338,0.0,0.0,126.0,41.45575,0.0,0.4,2.034,0.34208,0.986225,82.70550389220898,0.16336801714127158,59.63796092845776,0.11351336019039238,2.489969135802469,0.13521815668870946,0.6334347843137245,0.12722186442528033,720.3522020901248,0.35188034245212063,0.12705817903252958,0.07311421092267267,0.10434215419502497,85.72013625197141,3.7486224536007784,1.3571441158572204,63906.831102305994,99.56016789688277,9844.136930415229,0.17267330875106623,0.11624916764239276,0.15439702767847252
17,417,37.7163,6.47822,28,7.9598,0,115,116,6,140,7,0.99205,39.30422,0.0,0.0,4.14286,8.139,5.32031,0.0,0.0,127.0,41.44808,0.0,0.4,1.94,-1.0,0.983862,82.93460477539091,0.16289978992979373,59.52733546127508,0.11330375137140614,2.5859375,0.135636305771071,0.6329392156862745,0.12706870981668855,719.9153115197034,0.34582167542983194,0.1288803457662445,0.07343217691538349,0.10322466638215293,87.16672239085747,3.895277387380765,1.7035442426463603,63912.96176282866,99.58507832836557,9757.149659023837,0.17257942085316666,0.11554200328208926,0.15356066835157403
18,418,37.8161,6.95057,28,7.93715,0,115,116,6,140,7,0.98901,39.41182,0.0,0.0,4.21429,8.148,5.56925,0.0,0.0,127.0,41.4695,0.0,0.4,2.146,-1.0,1.015605,82.98029469538668,0.16218863649421766,59.63869372709297,0.11355352215462285,2.842930169753086,0.13563462513559363,0.6328980392156862,0.12680464612503892,719.5217390938591,0.35188034245211436,0.12999528070127894,0.07339069457019415,0.10167395973481251,85.70832100644331,3.8910545391904665,2.1079956770172537,63871.823735177175,99.56596243749418,9818.59015758066,0.17263235478829622,0.11515018207325599,0.1527308089756518
19,419,37.6107,7.1866,28,8.43222,0,115,116,6,140,7,0.98967,39.19834,0.0,0.0,3.75,8.222,5.98183,0.0,0.0,128.0,41.49147,0.0,0.4,1.863,-1.0,0.977398,83.2761669102334,0.16151137501707272,59.53313342435861,0.11478465262018149,2.9890046296296298,0.1358859131881636,0.633236862745098,0.12658776710589648,719.1375106088145,0.35188034245211836,0.1311860441233979,0.0732383043953562,0.10020911437865249,89.20830140542611,3.9650228359051063,1.2987692786001777,63882.97419750176,99.5813574703849,9725.71060746465,0.17261084536960825,0.11455384810895669,0.152501075064882
20,420,37.6546,6.49528,28,9.78189,0,115,116,6,140,7,0.99375,39.17919,0.0,0.0,3.21429,8.232,6.1826,0.0,0.0,127.0,41.5373,0.0,0.4,2.249,-1.0,0.98463,83.0482380639038,0.16121463563915414,59.588866245599434,0.11642734653198755,4.002797067901234,0.13543525058303216,0.6343110784313707,0.12651718676677015,718.8037057164855,0.35188034245211736,0.13175537182095698,0.07290541391201605,0.09893479127019557,88.38785478760734,4.038090166960374,1.1579703310862828,63918.68294851374,99.59000633779453,9748.51153914189,0.17225726224582025,0.1140406818497446,0.15146711355815418
21,421,37.8021,6.27747,28,8.50376,0,115,116,6,140,7,1.00145,39.34125,0.0,0.0,3.0,8.19,5.57607,0.0,0.0,127.0,41.60532,0.0,0.4,1.893,-1.0,0.973573,83.49351060925646,0.16149956911291063,59.81873443980275,0.11654427619540055,4.098861882716049,0.13539211160803966,0.633730588235294,0.12637966592693925,718.4852937060183,0.35188034245211836,0.1316651337518489,0.07252882084636374,0.0979608720641767,88.560133480351,3.9757121744712207,1.84521596749301,63973.83843406772,99.58030789998992,9802.703460783569,0.1719323286417386,0.11339086008690481,0.15108296096746848
22,422,37.5861,6.21639,28,8.32219,0,115,116,6,140,7,1.00462,39.13735,0.0,0.0,2.42857,8.114,5.38398,0.0,0.0,126.0,41.61531,0.0,0.39,1.821,-1.0,0.97882,83.44152851544665,0.16206217324629027,59.772519335334685,0.11685161164049392,4.171103395061729,0.13533438939112624,0.6335807843137256,0.12610950977334215,718.1638533714665,0.35188034245211813,0.1317916410801253,0.07231291419598809,0.0974068249384701,88.63647575534088,3.8933891991449454,1.7680596831480828,63992.06683048618,99.61261247032172,9678.822600063942,0.1715508910837268,0.11256426981175391,0.15084537112857516
23,423,37.6436,6.38473,28,8.10128,0,115,116,6,140,7,1.009,39.19072,0.0,0.0,2.67857,8.123,5.33406,0.0,0.0,126.0,41.64601,0.0,0.4,1.784,-1.0,0.966844,83.69732104343913,0.16227279136515071,59.75673232843847,0.11717634430145658,4.214988425925926,0.13535327511272185,0.6333568431372536,0.1258302187130486,717.8499002965191,0.3496627164088908,0.13197044670416924,0.07189860864508286,0.09719507604767426,90.9405656752777,3.913281141206629,1.2040037082687707,63942.600788935364,99.6097655554212,9729.3744372285,0.17092317854139039,0.11175681563170752,0.1503011718418854
24,424,37.4936,6.31056,28,8.17666,0,115,116,6,140,7,1.00978,39.06695,0.0,0.0,3.03571,8.118,5.48467,0.0,0.0,126.0,41.63038,0.0,0.39,2.474,0.33308,0.992637,83.54383912640586,0.16215041272014077,59.79797080711082,0.11753142370680388,4.231963734567901,0.1355450238046994,0.6324945098039216,0.12554685872877988,717.5329795361296,0.3518803424521177,0.13209364611321223,0.07144278773833117,0.09713693750607963,90.26017498864647,3.924734966871672,1.1894760254056,63934.52631220401,99.62479192691544,9605.298315723849,0.1702360056369591,0.11117313040088891,0.15001659601874348
25,425,37.514,6.22089,28,8.24567,0,115,116,6,140,7,1.00926,39.07091,0.0,0.0,3.25,8.109,5.41851,0.0,0.0,127.0,41.6458,0.0,0.4,2.493,-1.0,1.01238,83.57081861240009,0.16181802216686073,59.799561677155666,0.1183041982712814,5.186439043209877,0.1357302469276696,0.6325749019607844,0.12517595757086414,717.1795754215967,0.35188034245211974,0.13238378381235685,0.07092141851482253,0.09691314565027252,90.48366496250071,3.960191510734996,1.0643307589870892,63924.93316468148,99.62037066008125,9602.088594825898,0.16966659774865303,0.1104525219692771,0.15049236133877272
26,426,37.5405,6.457,28,8.0092,0,115,116,6,140,7,1.01027,39.10297,0.0,0.0,3.28571,8.116,5.34242,0.0,0.0,128.0,41.63419,0.0,0.39,2.534,-1.0,0.982177,83.78074565747879,0.16161959042444385,59.69630997269242,0.11794397108988956,5.222608024691358,0.1359617823233118,0.6323368627450979,0.12509235052840578,716.843435049642,0.35188034245212035,0.13241192069347715,0.07064836040232472,0.09683618122002371,88.1980744880555,3.9208162366297854,1.7006181193441445,63974.77982466514,99.60385558122759,9661.084659996091,0.1688568151333255,0.1098975659358437,0.1499726711373902
27,427,37.5495,6.86596,28,7.99044,0,115,116,6,140,7,1.00212,39.09278,0.0,0.0,3.42857,8.12,5.54697,0.0,0.0,128.0,41.65918,0.0,0.39,2.714,-1.0,0.983447,83.38645487900666,0.16180628172958017,59.49615346649547,0.11800286620411592,5.20703125,0.13614828152625177,0.6323008039215657,0.12504686190327446,716.4684847496713,0.3518803424521178,0.13250150836335464,0.07046580870809113,0.09689138848466344,90.05768587308354,3.8893540561743456,1.9659610260316176,63958.19608620118,99.6147161323784,9691.497142259663,0.1680519829183859,0.10952791408405857,0.14981892151123707
28,428,37.5442,7.08409,28,8.22102,0,115,116,6,140,7,0.99996,39.07151,0.0,0.0,4.03571,8.098,5.89769,0.0,0.0,128.0,41.6844,0.0,0.39,2.374,-1.0,0.978645,83.44457509726007,0.162050961245561,59.395546242042826,0.11788943657893435,5.338879243827161,0.1364445790642367,0.6321278431372549,0.12499597657296634,716.0565831841332,0.3496627164088916,0.13292236302296823,0.07027958345033736,0.0975409215038121,88.64615246341211,3.956037630255289,1.9822943069544037,63985.67997481776,99.62116451921297,9690.425562419498,0.1673444777147894,0.10941005217544822,0.1494546763794359
29,429,37.5427,7.44463,28,8.32083,0,115,116,6,140,7,0.9955,39.03924,0.0,0.0,3.96429,8.112,6.08533,0.0,0.0,129.0,41.68052,0.0,0.39,2.351,-1.0,0.990562,83.69505004652564,0.16251782963494735,59.44669539840133,0.11808204552983924,5.763358410493828,0.13674513035678867,0.6311447058823529,0.12486454931849082,715.6110119614239,0.3458216754298275,0.1334174764663375,0.07014487722342443,0.09872700461366393,89.07393529148004,3.9818004017404505,1.3795226512318848,64043.00177595373,99.62267727688236,9651.816400860032,0.1668940287942228,0.10926343169026717,0.14956396702402636
30,430,37.6033,7.28582,28,8.74714,0,115,116,6,140,7,1.00164,39.08444,0.0,0.0,2.92857,8.088,6.39556,0.0,0.0,128.0,41.68313,0.0,0.39,2.277,-1.0,1.006252,83.5675584668229,0.16262308909045542,59.410091447241506,0.11907068679756261,6.796344521604938,0.13720796169347116,0.6308427450980393,0.12465910456247714,715.1346606458267,0.34582167542982445,0.13369925011261521,0.06999780842155809,0.10001592233192255,88.9152415068887,4.015843110079584,1.6700921674642077,64006.050637165674,99.62543631150241,9707.682821020724,0.1664176347622661,0.10916586427893114,0.15031573991905556
31,431,37.5486,7.5066,28,8.64654,0,115,116,6,140,7,1.00338,39.07884,0.0,0.0,2.46429,8.115,6.25691,0.0,0.0,127.0,41.72187,0.0,0.39,2.338,-1.0,1.024408,83.79675515327918,0.16246265992885983,59.318714659891015,0.11930634572043149,6.9388503086419755,0.1376840016565547,0.6318090196078432,0.12462370348764226,714.6312757023707,0.35188034245211686,0.1340911369973442,0.07000066641181057,0.10141219273464734,86.50102772508654,3.974858293925725,2.26500528729434,64017.74300019379,99.61694752528132,9658.269824982435,0.16594269595386515,0.1090192655184138,0.15016136983553538
32,432,37.4746,7.29051,28,8.7652,0,115,116,7,140,7,1.01059,39.04601,0.0,0.0,2.67857,8.172,6.45049,0.0,0.0,127.0,41.75728,0.0,0.39,2.491,0.34928,1.056041,83.83144974583507,0.16225835072504127,59.510322476610725,0.12085066546724278,6.984423225308642,0.13801731118250654,0.6313854901960786,0.12459370694422622,714.1054848400732,0.3458216754298306,0.13466530819717765,0.07014826110418672,0.10255105666110197,88.6679820972674,3.9812630619459997,1.7880314710062823,63986.41109687701,99.63117963973653,9582.533797654929,0.16555152205755164,0.10903676492701404,0.15028178399960268
33,433,37.4682,6.86513,28,8.90599,0,114,116,6,139,7,1.00606,39.0374,0.0,0.0,3.82143,8.143,6.26802,0.0,0.0,127.0,41.65122,0.0,0.4,2.617,-1.0,1.028816,83.32527095233215,0.16196391033249388,59.08482492705922,0.12085124963032187,7.131172839506172,0.13843200056457305,0.6308760784313725,0.12450547961429036,713.3653396618791,0.34966271640889435,0.13514621515777742,0.06996498598690305,0.10337709897095071,85.83594665198378,4.227198330947658,1.339263419333709,63944.80498184139,99.62652208242451,9560.627917552521,0.16520192643446713,0.10902220015216661,0.1505051509410712
34,434,37.3815,6.51624,28,8.83701,0,114,116,7,139,7,1.00279,38.99007,0.0,0.0,4.67857,8.095,5.88838,0.0,0.0,127.0,41.65157,0.0,0.39,2.429,-1.0,1.053232,83.58206516729689,0.16163953417687577,58.996213936511374,0.12043320081043724,7.190104166666667,0.13872950761461314,0.6309447058823529,0.12434835982778322,712.650713573793,0.3458216754298263,0.13522095985833532,0.06956265389956501,0.10393829949769058,90.86570548651481,3.9273842272650072,1.8612686338517168,63900.62887367874,99.6534814671021,9527.740164015067,0.16481619736262043,0.10911896158722627,0.1507916671551781
35,435,37.4692,6.35799,28,8.14453,0,114,116,7,139,7,1.00165,39.10264,0.0,0.0,4.21429,8.132,5.58993,0.0,0.0,127.0,41.68148,0.0,0.4,2.271,-1.0,1.040461,83.57220449806077,0.1613380214153744,58.978762591326685,0.12042699754435757,7.61400462962963,0.13930891816144828,0.6322561568627434,0.12413170897911421,711.9490922026466,0.34582167542983083,0.1354836848172828,0.06944391592501961,0.10430834624213081,86.58515188168315,3.863609594972848,1.221830975176745,63953.636225878916,99.60581808463046,9587.725245000236,0.16472995584532024,0.10931131528709488,0.15113930838728548
36,436,37.3921,6.035,28,8.43603,0,114,116,7,139,7,0.9964,39.04286,0.0,0.0,3.5,8.189,5.4522,0.0,0.0,127.0,41.69325,0.0,0.4,2.436,-1.0,1.035866,83.6147517229042,0.1608361231335983,58.96013236340182,0.12045645663276984,7.432725694444445,0.13977004105005536,0.63254,0.12399317375517907,711.2844528550133,0.34582167542982956,0.1360258030526561,0.0694018037774209,0.10469960334020557,88.69702535258928,3.7692469251792526,1.3611302942585857,63915.592854156814,99.61944297152749,9534.578213929524,0.16455315819027552,0.10933811791042666,0.15128135685632318
37,437,37.4067,6.03779,28,8.05697,0,114,116,7,139,7,0.99259,39.05704,0.0,0.0,3.14286,8.214,5.17354,0.0,0.0,127.0,41.69347,0.0,0.39,2.115,-1.0,1.057504,83.65216783182949,0.16042592477805148,59.031511283215174,0.12036810427423757,7.127893518518518,0.14045853853415446,0.6320032352941145,0.12397607334169415,710.6351931173135,0.34582167542982906,0.1363129818820407,0.06941158324193195,0.10496114215181138,88.34924455731026,3.825287302780913,1.5970715838464584,63898.85949347388,99.63388825340539,9546.286384809739,0.1643291510752597,0.10951054724582959,0.15148193802022245
38,438,37.5991,6.10952,29,8.46536,0,115,116,7,139,7,0.99034,39.27103,0.0,0.0,3.46429,8.232,5.19021,0.0,0.0,128.0,41.98469,0.0,0.4,2.436,-1.0,1.006096,84.23284008223446,0.15999208860991831,58.80068875536506,0.12019542979161253,7.008728780864198,0.1406661506412062,0.6388705882352942,0.12404641680371163,709.9320887140659,0.345821675429832,0.13630192279249148,0.06943418524888853,0.10507161498823255,86.288105566145,3.836966080938913,1.4211500943153779,63890.263518238804,99.58791738607786,9667.80070812334,0.16410309711076132,0.1096738602281252,0.15191806664540522
39,439,38.0061,6.01754,29,8.51032,0,115,116,7,139,7,0.99209,39.66959,0.0,0.0,3.92857,8.165,5.27613,0.0,0.0,129.0,42.51358,0.0,0.39,2.102,-1.0,1.019911,83.99371627905415,0.15948131369341176,58.72805560076678,0.11994071611794203,7.070457175925926,0.1409772730072434,0.6547678431372548,0.12404987049815325,709.056378972961,0.3518803424521176,0.1365551523294412,0.06965860566678463,0.10515828104252598,88.78226829031888,4.009176595995823,1.959988078601623,63863.613830230744,99.50871211346808,9945.759974074404,0.16399476746103323,0.10981701859605167,0.15251293982374686
40,440,38.0928,5.78746,29,7.72154,0,115,116,7,139,7,0.99713,39.78366,0.0,0.0,4.32143,8.136,5.16536,0.0,0.0,128.0,42.52155,0.0,0.39,1.822,0.36124,0.993948,83.83269933429952,0.15900458987618543,58.71935488853926,0.1197655048369363,7.391444830246914,0.14131787694980338,0.6552871176470586,0.12403511334165376,708.2394917935331,0.35188034245211924,0.13695284257364695,0.06996229354585688,0.10504047885173888,87.83683893904495,3.6502203323627245,1.6491159231287058,63852.587706959916,99.5027261381039,9987.165285194475,0.16394637985128452,0.10997248877518177,0.1527592255781922
41,441,37.9853,5.72599,29,7.18922,0,115,116,7,139,7,0.99731,39.69136,0.0,0.0,4.28571,8.203,4.96564,0.0,0.0,129.0,42.46708,0.0,0.39,2.049,-1.0,1.017208,84.13877807399706,0.15878985867623693,58.64475918993538,0.11970607050484283,7.248167438271605,0.14173797045820613,0.654684705882353,0.12406536081155793,707.4624808240679,0.35188034245211747,0.1373442466516944,0.07048644866995961,0.1046288347844421,89.83777559965286,3.5401745222726166,1.6415800057504637,63883.04578681614,99.50563941592861,9950.784850089485,0.1638552994662786,0.11000950516531609,0.15312557566315835
42,442,37.8428,5.59257,29,7.59562,0,115,116,7,139,7,1.00045,39.57544,0.0,0.0,3.64286,8.242,4.91141,0.0,0.0,128.0,42.43423,0.0,0.39,2.103,-1.0,1.024758,84.39921590438998,0.15887713454086477,58.675843603817036,0.11982167982774884,6.9791184413580245,0.1420659174130504,0.653909411764706,0.12418370096003063,706.7124830560342,0.351880342452116,0.13760395190703095,0.07100395017073462,0.10431243779523319,87.9076982965925,3.5418499861779122,1.3943840574557134,63921.624200347556,99.52885568506481,9861.689584657248,0.16374449238476863,0.1100998641153728,0.15337572719198972
43,443,37.8611,5.72913,29,7.01656,0,115,116,7,139,7,0.99921,39.58194,0.0,0.0,4.25,8.285,4.79715,0.0,0.0,128.0,42.45624,0.0,0.39,2.103,-1.0,1.030045,84.52421172477372,0.15876791189782982,58.584388827100206,0.11987021723917264,6.660542052469136,0.1423988889279257,0.6543494117647058,0.12453967714916508,706.0204518997039,0.351880342452116,0.13769589457549505,0.07148280073387075,0.10404666602218213,86.76942789094149,3.412421778712786,1.2868552938520545,63907.04817999896,99.52527797987418,9896.570934906471,0.1636020635602612,0.11007628664164053,0.1536926249158296
44,444,37.9535,5.53493,29,7.08709,0,115,116,7,139,7,0.99767,39.6598,0.0,0.0,3.96429,8.276,4.91027,0.0,0.0,129.0,42.47247,0.0,0.39,1.982,-1.0,1.004339,84.58987822533474,0.15862802921143077,58.73820759337626,0.1196771986069391,6.406925154320987,0.14268945297261806,0.654357294117647,0.1248848198909037,705.363200822422,0.34582167542982406,0.1380042936086369,0.07205751357335545,0.10384009471970655,88.06461960553108,3.3607356979662,1.5913032415730735,63931.27022123476,99.51680643914209,9960.318716078917,0.16343936607533666,0.11011130619854914,0.15396912581277605
