,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,temporal,tone,fft,cubcol.0,staticness,cubrow.0,blur,cubcol.0.6,movement,noise,cubrow.0.6,cubcol.0.3,color_fulness,saturation,cubrow.0.5,cubcol.0.5,cubrow.0.3,cubrow.1.0,uhdhdsim,contrast,blockiness,cubcol.1.0
10,410,76.7322,20.332,45,32.8993,0,118,119,10,134,15,0.9477,69.98564,0.0,0.0,1.64286,3.018,17.62014,0.0,0.0,124.0,33.28446,0.00024,0.44,3.665,-1.0,0.716743,5.288187133697921,0.5382043137254903,78197.65644414892,0.036166643155214076,505.68056090810086,0.27832140958093093,76618.32337725456,0.13776542038776196,8.016830632716049,0.4203083130195435,0.09175712565525677,0.07299373762615342,92.86202467258778,43.264013408142844,0.049219990728554985,0.10761960243586322,0.36654875316790275,0.15968253189915993,82.20372762257833,89.87027581900836,1.3733470929669003,0.07722560257271982
11,411,78.4552,20.6303,46,34.1038,0,118,119,10,134,15,0.95215,71.5515,0.0,0.0,2.92857,3.046,17.45189,0.0,0.0,124.0,33.4191,0.00029,0.44,3.503,-1.0,0.665167,5.1826580885099025,0.5391364705882352,78669.40598054483,0.0364978611345226,502.0758444891602,0.2769017909087628,80778.30155671244,0.1370928055953696,8.817949459876543,0.4279903949776697,0.09477217561332925,0.07316303773986824,92.89608851423408,43.22704249252507,0.049324138194852755,0.107610092427049,0.3649267287381101,0.15871419206239046,82.07799776610969,90.02733292803333,2.110337132205322,0.07935815780216529
12,412,78.3472,21.0361,46,32.5609,0,118,119,10,134,15,0.98477,71.48369,0.0,0.0,1.92857,3.061,17.70628,0.0,0.0,124.0,33.50078,0.00016,0.44,2.928,-1.0,0.641555,5.134563228862133,0.5387627450980392,78410.18811783726,0.036543038086856584,498.3704763701716,0.2763039039634138,81820.56244072913,0.13697329315874177,7.8307773919753085,0.42636698004183776,0.09624441689399141,0.07339963935780955,93.04730272150645,43.160505695107545,0.051798752464743233,0.10542002911600039,0.3617054789304515,0.15827634276989272,82.17678798312214,91.47396347957667,1.8600390740407167,0.0823159714835493
13,413,78.6158,21.1157,47,33.2272,0,118,119,10,134,15,0.95026,71.75518,0.0,0.0,2.75,3.105,18.05843,0.0,0.0,124.0,33.54867,0.00018,0.44,3.718,-1.0,0.633262,5.155670468741489,0.5376423529411765,78886.30075013591,0.03665154850202309,494.70580447865785,0.2762856330683441,82887.47254382768,0.13930984536165553,7.1171875,0.4279903949776691,0.09794240785279065,0.07360959397966312,93.33937209490028,43.01249468768085,0.051580779374755005,0.10579932247465923,0.35939946656363575,0.15932053908506424,82.18615396207626,92.63075514913305,2.084233228291478,0.08517709121280563
14,414,80.1123,21.6341,48,32.7779,0,117,119,11,134,15,0.95896,73.14619,0.0,0.0,2.64286,3.077,18.12695,0.0,0.0,124.0,33.77423,0.00024,0.44,3.904,-1.0,0.618793,5.1133702610856115,0.5416439215686275,79644.56352380791,0.03701999802340254,491.1873911195276,0.2764117678143127,86831.46320491578,0.14232025667640374,6.843942901234568,0.43020802102090183,0.10034305188722069,0.07420152453069834,93.5280334858964,42.99423990131896,0.052369855498617855,0.11034056649821576,0.3562051964021302,0.1599418698869513,82.11574401399506,91.20898386344491,2.0144670064153605,0.08947756436601877
15,415,80.3417,21.9772,48,31.5419,0,117,119,11,134,15,0.96946,73.39673,0.0,0.0,2.14286,3.091,18.57246,0.0,0.0,124.0,33.98291,0.00022,0.44,3.606,-1.0,0.618455,5.09488733547294,0.5477623529411765,79322.99063491954,0.03707178239465173,487.81334265654806,0.27646834408240006,87086.3274874657,0.14324642906664284,8.021122685185185,0.4302080210209025,0.10217585504369259,0.07454986671841903,93.86964457657817,42.898867006655095,0.054228238536227075,0.11398762274197147,0.3536018288555646,0.161178008724676,82.09029838080723,89.93529042633166,2.3839354111125446,0.09625842469315063
16,416,80.5692,21.9898,48,31.7003,0,117,119,11,133,15,0.9352,73.64484,0.0,0.0,2.0,3.112,18.86147,0.0,0.0,124.0,34.15363,0.00015,0.43,3.405,0.1848,0.601599,5.145410526439723,0.5505505882352941,78970.72247840725,0.037239799635384783,484.594448389206,0.27660558416014613,86530.09575972201,0.14267951099296947,8.909095293209877,0.43020802102090405,0.10279383359371413,0.07485422196983668,94.63136517004824,42.890215084876544,0.05512725603733846,0.11168871948311797,0.35084086462555486,0.16294486942207245,82.11615981588201,90.90304628249977,2.422285130461498,0.10362424393725213
17,417,82.7794,22.212,50,36.297,0,117,119,11,133,15,0.94098,75.6958,0.0,0.0,2.92857,3.086,18.86955,0.0,0.0,124.0,34.32836,0.00022,0.45,3.92,-1.0,0.58942,5.049008243843455,0.5540603921568629,79860.9273889108,0.03768598027583906,481.50606531497385,0.27766089299750185,92272.39212906524,0.1433109557072223,8.79639274691358,0.4423253550654906,0.1075959273434628,0.07561222100305261,95.57831071647853,42.89696832350743,0.056859075002060507,0.11065465204023145,0.3479347555154942,0.16481072672600508,81.70243804552548,89.20523870712478,2.5083573014420293,0.10732382749721812
18,418,81.8204,22.7999,50,33.0492,0,117,119,11,133,15,0.9239,74.84583,0.0,0.0,2.5,3.135,19.06037,0.0,0.0,124.0,34.30846,0.00027,0.45,3.968,-1.0,0.614396,5.007886735829713,0.5508058823529393,79673.3693117214,0.03782522910861148,478.51263697998263,0.2791777154202428,89466.60787666841,0.14131759170463665,8.339506172839506,0.43464327310736756,0.11376726540245173,0.07647315201799662,96.32774579703687,42.78216797628521,0.05917029734635046,0.109562482048115,0.342362616148379,0.16550205149232575,81.99322231069704,90.05503861485654,2.4397900223242055,0.11238692934000742
19,419,81.4889,22.9083,50,32.126,0,117,119,11,133,15,0.943,74.59034,0.0,0.0,4.32143,3.126,19.56484,0.0,0.0,124.0,34.41891,0.00021,0.45,4.266,-1.0,0.572793,5.1225956670727735,0.5522011764705883,78672.739376886,0.03801669478395271,475.68988238458945,0.28188418811655414,87668.31328951438,0.13945002316984878,8.168016975308642,0.43848431408642846,0.11498363823932718,0.07708605185782634,96.75058911444913,42.67945259000048,0.061636427791184514,0.1085132701097646,0.33749458408047844,0.1647287256950326,82.16113052588283,89.53091236855249,2.7185851695219942,0.11804719398798197
20,420,83.617,22.7063,52,36.4741,0,117,119,12,133,16,0.95585,76.54285,0.0,0.0,4.03571,3.107,19.65861,0.0,0.0,124.0,34.75553,0.00031,0.46,3.789,-1.0,0.559954,5.1322313763569705,0.5564458823529412,79854.52122085934,0.038373117606619656,473.14260709447524,0.2845873211723558,93941.15824614861,0.1383655730140029,9.69285300925926,0.4489782331951781,0.1165171877526107,0.07744185195232872,97.25498158053483,42.719161798924574,0.06489886159555494,0.10834689456343823,0.3327506256305998,0.16382543002756805,81.79848124122435,89.88559034727781,2.8789649515663287,0.11955906482876058
21,421,83.0279,22.9851,52,32.1014,0,117,119,12,133,16,0.9343,76.01832,0.0,0.0,4.78571,3.072,19.48484,0.0,0.0,124.0,34.81451,0.00025,0.45,4.169,-1.0,0.556398,5.131328882919226,0.5567741176470589,79753.5815996972,0.038752754886699145,470.8267247495772,0.2869636212004654,92640.28195648149,0.13724972392625542,10.008005401234568,0.44676060715195204,0.12008163668507053,0.07840363119407416,97.88520178268544,42.67603047688802,0.0654565578375666,0.10772177916419604,0.32883566198724473,0.16282753505988945,81.87716590477461,87.47381893980074,2.9968014804582097,0.11984290204401386
22,422,83.3661,22.552,52,34.4112,0,117,119,12,133,16,0.95857,76.3445,0.0,0.0,3.35714,3.078,19.72201,0.0,0.0,124.0,34.97079,0.00031,0.45,3.593,-1.0,0.542908,5.232929008399068,0.5580882352941177,80118.6715662905,0.038885624912945824,468.7973250832895,0.2891621667327731,94158.24247318316,0.1366522126280017,10.06886574074074,0.44897823319518243,0.12660767195757255,0.07880298560610328,98.36067346181895,42.61145791889709,0.0671261524265757,0.10723796963568075,0.3246150805677401,0.16131680208428464,81.81675893552182,87.50806778355525,3.065893963911869,0.12034498122558396
23,423,85.6377,22.7131,55,38.4158,0,116,119,12,133,16,0.9632,78.42508,0.0,0.0,3.60714,3.125,19.35342,0.0,0.0,124.0,35.28747,0.00045,0.46,3.293,-1.0,0.518798,5.170868089635581,0.5614090196078432,80541.87092956953,0.03930705386913561,467.042713869314,0.29082505587369667,101221.73057652215,0.13774248716482498,9.863233024691358,0.45725452626070745,0.1321017090918878,0.08009238877312393,99.15692962208726,42.76746415503231,0.06829708092915616,0.10740365102007954,0.3202289766909797,0.15967601233861886,81.22664786124459,88.67745961356135,2.851599844196656,0.12405699401816653
24,424,84.7406,23.3192,54,32.9596,0,116,119,12,133,16,0.91902,77.60575,0.0,0.0,3.78571,3.094,19.49111,0.0,0.0,124.0,35.35922,0.00041,0.45,3.033,0.17888,0.534397,5.181230655545753,0.5607545098039216,80130.45180363368,0.03957008355728345,465.5431429892796,0.291798354501408,97905.25932108554,0.13938122318546917,10.078462577160494,0.45281927417425355,0.13342756599601582,0.08145969217186526,99.7357829247577,42.837266898449556,0.07366041165526868,0.10858707549737819,0.3161107592471094,0.15869647940573153,81.65781032113115,88.9095334068412,2.9207960711692444,0.12588931692954947
25,425,85.9104,22.7314,55,37.99,0,116,119,13,133,16,0.95942,78.64539,0.0,0.0,2.96429,3.101,20.01039,0.0,0.0,124.0,35.46587,0.00042,0.46,3.047,-1.0,0.509351,5.248823629962888,0.561170980392157,80925.7789016563,0.03996728716757433,464.2617473401742,0.2931963181817893,101012.0347685132,0.14063534262154062,10.872926311728396,0.46109556723977024,0.13354074044695918,0.08279061778933855,100.18268179074612,42.884186356155965,0.0791445602435377,0.11916035998964378,0.3124294091329416,0.15694389041593718,81.49839939965118,88.41224454989316,2.689710980138167,0.12609228524391197
26,426,87.1808,22.418,56,37.1655,0,116,119,13,133,17,0.97376,79.81307,0.0,0.0,2.60714,3.099,19.50515,0.0,0.0,124.0,35.5733,0.00076,0.47,2.936,-1.0,0.519656,5.209620751379085,0.5631054901960786,81581.75647677289,0.04056409580785446,463.1498389570082,0.2938016186591239,105880.09624874678,0.1393588770119761,10.789737654320987,0.4633131932830006,0.13571100416471213,0.08394911204238067,100.82771509655643,42.86054917323737,0.08376922936764061,0.13196620881575746,0.3085321909016012,0.15480361073862967,80.99523200312511,92.18505460296996,3.470314093696295,0.12546251562110441
27,427,87.1089,22.3822,57,35.9034,0,116,120,13,133,17,0.94695,79.74891,0.0,0.0,2.17857,3.09,19.23534,0.0,0.0,124.0,35.65084,0.00067,0.47,2.741,-1.0,0.483728,5.217906618478973,0.565356862745098,81545.61839524804,0.04120335036382041,462.17639504044917,0.2945934854534923,104949.92994970163,0.1392632762605021,10.448543595679013,0.4633131932830057,0.13829144560484635,0.08500519266716645,101.55669183723069,42.86774962625386,0.08776862528016773,0.1428193199510529,0.30533089386435425,0.15293097427571223,81.11947080266864,90.30674711165072,3.0896984937703666,0.1249880217903457
28,428,87.1778,22.0806,57,34.2227,0,116,120,13,133,17,0.94633,79.83558,0.0,0.0,2.17857,3.085,19.20309,0.0,0.0,124.0,35.72009,0.0007,0.45,2.698,-1.0,0.489775,5.2651145139405475,0.5664521568627451,81302.71169026177,0.041722933845182754,461.3335249482035,0.2950941199822914,105204.1083205421,0.13893293056344475,10.184413580246913,0.4715894863485189,0.14185846937338759,0.08580740738795477,102.1201649115927,42.9426348650897,0.09098352146349391,0.14841546483080537,0.3026939295449928,0.15156214441859958,81.069451208109,88.57920158894511,2.973503367692797,0.124441083650815
29,429,87.2801,22.0736,57,35.9275,0,116,120,13,133,18,0.97496,79.94536,0.0,0.0,2.92857,3.051,18.94482,0.0,0.0,124.0,35.72982,0.00088,0.47,2.763,-1.0,0.476193,5.238130965411467,0.5651180392156864,81035.93233249999,0.042469403500338114,460.52764568433344,0.2956000814623489,107071.76993402296,0.14001523712467664,10.362268518518519,0.4754305273275854,0.14516667650737333,0.08673565689800668,102.63333071287511,42.760554937668786,0.09165040836376363,0.14668878285891815,0.2998383419598158,0.14978188473556167,80.83391282803211,90.15758755394151,2.5899039484794484,0.12495985302087453
30,430,86.8643,22.4092,57,34.3607,0,116,120,13,133,18,0.95173,79.52775,0.0,0.0,3.53571,3.053,18.9407,0.0,0.0,124.0,35.65583,0.00076,0.46,2.734,-1.0,0.492576,5.255364124102467,0.5628070588235293,81031.63522350875,0.04299447840470143,459.80088132037025,0.2958410025418136,105339.77154607853,0.1411049950654599,10.497444058641975,0.47158948634852577,0.14722886023679124,0.08815801408661213,102.66311575970185,42.79607419614438,0.09230208617648585,0.14642318158992323,0.2965240801909106,0.14828857822443403,81.02181747354116,88.40080850007357,2.9463757510468604,0.12657959373628058
31,431,86.2753,22.1686,56,37.0452,0,116,120,13,133,18,0.94338,79.01811,0.0,0.0,2.82143,3.04,19.23106,0.0,0.0,124.0,35.50875,0.00076,0.47,3.069,-1.0,0.493936,5.295212643687922,0.5608733333333333,80601.16437646897,0.043599578104709304,459.11656004558773,0.29590922729678987,102350.55196119532,0.14158853198450747,10.44704861111111,0.4715894863485203,0.14839828474249653,0.08921676514445112,102.66664181802959,42.7490313494647,0.09314171310472699,0.14641342010639846,0.29368356807521756,0.14715271465582289,81.10039124637787,85.86506604525992,2.896598779642335,0.1324480683462317
32,432,86.5328,22.203,56,37.3405,0,116,120,13,133,18,0.97862,79.23917,0.0,0.0,3.67857,3.026,19.02286,0.0,0.0,124.0,35.36008,0.00078,0.47,3.336,0.17811,0.493207,5.263572836940101,0.5589431372549021,81226.67286870851,0.04411622764230639,458.5052782625123,0.2964560635758686,103892.61198143684,0.13981801147942197,10.52980324074074,0.4715894863485242,0.1498775538250291,0.0905535365832057,102.50984689620785,42.918138857241026,0.09215102325933425,0.1450536365608022,0.2918320460801209,0.14611435763129874,80.92489318740374,90.81480965926407,2.6566456952377893,0.13656984397861607
33,433,85.6315,22.8157,54,33.4594,0,116,120,13,134,18,1.0094,78.42781,0.0,0.0,3.53571,3.011,19.05406,0.0,0.0,124.0,35.18037,0.00062,0.47,3.658,-1.0,0.477844,5.289687388052629,0.5555949019607844,80510.99019980516,0.0443678576071805,457.9369490392963,0.2968475582803892,101031.14470848937,0.13930484373781266,10.674141589506172,0.46331319328300724,0.15085316916433483,0.09168546021142795,102.39099353899397,42.93906807605131,0.09269724719786304,0.14418824843141548,0.28988645584590894,0.14547483549578688,81.16291571235581,94.0116240862986,2.835880935684374,0.13744019357434717
34,434,83.8917,23.3358,53,35.9112,0,116,120,13,134,17,0.98264,76.87224,0.0,0.0,3.64286,3.065,19.57985,0.0,0.0,124.0,34.9594,0.00042,0.46,3.455,-1.0,0.503989,5.375291003822175,0.5519745098039216,79639.45163842029,0.04450226181855974,457.3198776939689,0.2977181325636339,94010.12982231911,0.13752423410796802,11.136332947530864,0.4610955672397787,0.15291092916310906,0.09248110204845937,102.02882577367745,43.02893575032552,0.09205430196728677,0.14284873713898297,0.2883798278540362,0.14632659225021488,81.55405003837883,90.38973594984472,1.9958067022644796,0.13674321076565066
35,435,82.2908,23.9787,52,36.0976,0,116,120,12,134,18,0.983,75.41248,0.0,0.0,2.25,3.149,20.02427,0.0,0.0,124.0,34.68975,0.00041,0.45,3.482,-1.0,0.52225,5.424358913686077,0.5479933333333332,79254.13250159723,0.044658220333150575,456.6384478742221,0.29831638014272,89478.53716373775,0.13658825922899226,11.738088348765432,0.461095567239771,0.15451691443571192,0.09305559809033144,101.82751044846367,43.17687799901138,0.09174326950081241,0.1421062482472489,0.2858225882393617,0.1482880901643147,81.8315626036177,88.77102164733465,2.9186744171024253,0.1372111961579395
36,436,80.2359,23.9932,50,36.7927,0,116,120,12,134,17,0.96523,73.58365,0.0,0.0,2.92857,3.245,20.57753,0.0,0.0,124.0,34.42327,0.00029,0.46,3.397,-1.0,0.478141,5.509396770187072,0.544406274509804,78967.08066759713,0.0445701269510747,455.93061514264036,0.29829508021673073,81353.36913636723,0.13516079971961764,12.319203317901234,0.4605013561323721,0.15382772776459963,0.09355576660369101,101.45139011105667,43.35692831910687,0.0913317818299952,0.14037337537533684,0.28305170444501615,0.14910711039015764,82.23792552554691,88.58221879390761,2.6472268039341675,0.13622267277968322
37,437,80.6323,23.352,50,36.4403,0,116,120,12,134,17,0.9482,73.98145,0.0,0.0,3.35714,3.184,20.59043,0.0,0.0,125.0,34.28253,0.00039,0.48,3.322,-1.0,0.444979,5.527451978347925,0.5443843137254901,79211.20905312983,0.04454448184936061,455.19672321625916,0.298720303519249,81220.39183743214,0.13447463359820072,12.711082175925926,0.4610955672397712,0.15271480068665738,0.09485819846732048,100.83106049901224,43.44073693546248,0.09125641725713741,0.1390449126737668,0.2808615873213269,0.15046165560815497,81.98611644212654,87.84388590196015,2.8597664829946985,0.13617635184936286
38,438,80.4804,23.2629,50,36.0009,0,116,119,12,134,17,0.95563,73.88382,0.0,0.0,3.78571,3.122,20.03814,0.0,0.0,125.0,34.15116,0.00031,0.46,3.348,-1.0,0.46861,5.467430690361741,0.543892078431367,79153.7836730196,0.0444439064662047,454.4630890017534,0.2996071702024864,79588.25244509215,0.13414467937110333,12.996479552469136,0.46109556723977035,0.15193084429537942,0.0959479057098966,100.15085361092538,43.60533273955922,0.09081380981539826,0.13791791307833287,0.2797359797701128,0.15128466531843163,81.8969104365379,92.89487175217235,2.644376214353593,0.1358291738360374
39,439,79.5269,22.9463,50,38.491,0,116,119,12,134,17,0.94714,73.02885,0.0,0.0,2.28571,3.055,19.96158,0.0,0.0,125.0,34.00565,0.00028,0.46,3.129,-1.0,0.47739,5.512529277751352,0.5435939607843137,79255.74170523323,0.04432997788349689,453.8023484988306,0.30049611261542214,76548.38666882129,0.13380831287411507,13.216483410493828,0.45725452626070817,0.15179839561909966,0.09709172005321552,99.8457801075629,43.76767344533661,0.09038210951151526,0.13658528012320548,0.27845582424923826,0.1519419034287716,81.91223614924313,87.78456103599277,2.81397895759548,0.13518028199230178
40,440,79.8914,22.6881,51,37.5213,0,116,119,12,134,17,0.94669,73.34955,0.0,0.0,2.5,3.063,19.68693,0.0,0.0,125.0,33.87439,0.00022,0.45,2.862,0.17425,0.447489,5.491578162632904,0.5430023529411765,78819.64181452375,0.04414091104479096,453.23137708347383,0.3013769803829578,77465.71004940981,0.13358846524122048,13.275559413580247,0.45947215230393507,0.15256023508316205,0.09933864743355739,99.39721801349044,43.92547758125965,0.09012189190995361,0.13523958431129465,0.27725880337780134,0.1535505646355957,82.01882317880981,87.87023743827868,2.769719811781201,0.13582796644922265
41,441,79.2792,21.9872,50,38.8852,0,116,119,12,134,17,0.9917,72.7925,0.0,0.0,2.78571,2.989,19.46487,0.0,0.0,125.0,33.72301,0.00021,0.45,3.284,-1.0,0.470474,5.4835031013814595,0.541673725490196,78100.80329495443,0.04399539518120393,452.73687151516907,0.30191495072133323,75211.40693286435,0.13391866349673848,13.09230324074074,0.4572545262607041,0.15360713383282246,0.09969280818230751,99.15464269342021,44.06745175962095,0.08967585226666949,0.13410577418926925,0.2759433726676105,0.15355588947070356,81.83259988851776,88.11901768938561,2.4118303660078366,0.13660966280330003
42,442,78.5414,21.4745,50,39.6292,0,116,119,12,134,17,0.96491,72.0879,0.0,0.0,0.96429,2.905,18.86499,0.0,0.0,125.0,33.55164,0.00022,0.44,3.807,-1.0,0.493237,5.494442542738314,0.5373866666666667,78080.60647161993,0.0438111389999221,452.304513900322,0.302035002287558,74504.5390517594,0.13565429729406672,12.86935763888889,0.45503690021747234,0.15428102884494832,0.09963306237782191,98.91197512689716,44.11548812301071,0.08919986559752721,0.13287071428764916,0.2756807704352161,0.15359988024112325,81.87335042589001,90.4633263757232,2.1687901857766354,0.1367990694067475
43,443,76.9491,21.2645,49,39.3812,0,116,119,12,134,17,0.95353,70.61685,0.0,0.0,0.60714,2.887,18.42884,0.0,0.0,125.0,33.37931,0.00029,0.44,4.163,-1.0,0.488527,5.480458541899146,0.5345733333333333,78131.39770032797,0.043586028570315086,451.9365762988048,0.3014515190128873,71145.52246832871,0.13772909502521893,12.679639274691358,0.45281927417424533,0.15523705549642827,0.10131554809557146,98.71709326136188,44.242984159493155,0.08901146756436577,0.13190521484170376,0.2769103345713241,0.15259713587171886,82.04026068925995,88.93122806400329,2.661217035852818,0.13664934488151104
44,444,76.6941,21.1645,48,38.3188,0,116,119,12,134,17,0.97158,70.35616,0.0,0.0,1.07143,2.899,18.24964,0.0,0.0,125.0,33.36429,0.00019,0.44,4.001,-1.0,0.463457,5.4453265713473415,0.5357156862745098,79454.0832895669,0.043365018613119775,451.64064815859564,0.3000518826938592,71049.8115639397,0.13883219265292226,12.630015432098766,0.4528192741742445,0.155936566213981,0.10247711389314068,98.75391462440162,44.34506866078318,0.08889540141488934,0.13137352985550674,0.2778074288921315,0.1517088189028063,82.15704377702215,85.64739951076382,2.0180813264312656,0.13599908345635822
