,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,cubcol.0.5,color_fulness,cubcol.0.6,uhdhdsim,fft,cubcol.1.0,noise,contrast,tone,cubcol.0,cubcol.0.3,temporal,cubrow.1.0,cubrow.0.6,movement,cubrow.0,cubrow.0.5,staticness,cubrow.0.3,saturation,blur
10,210,80.4281,16.87,78,29.3182,0,117,117,18,135,16,0.99846,86.81712,0.0,0.0,0.53571,4.295,14.50167,0.0,0.0,127.0,42.3062,7e-05,0.54,2.751,-1.0,0.1626,5.744215138329759,0.23304078788750587,85.41430005264019,0.23384168296498797,89.7377838476545,69474.4563763883,0.3063015508472362,0.6050393792253482,87.64146262257583,0.6252666666666666,0.24825263363956712,0.19640174283415934,6.264381883983007,0.2347911092908568,0.24104229544068867,7.045862268518518,0.22311824946991704,0.2896736860085196,559.8738776806739,0.2960518318231969,50.231758588626064,50491.13867074973
11,211,80.6285,16.6575,78,27.225,0,118,117,18,135,16,0.99885,86.9781,0.0,0.0,0.35714,4.298,14.54848,0.0,0.0,128.0,42.29474,0.00014,0.53,2.693,-1.0,0.139563,6.96891185812068,0.23278771026641373,89.28983474922013,0.2336028921640959,89.71688059605098,69304.18064340079,0.3061569526804103,0.6072570052685745,88.84554050524633,0.6261356862745098,0.24143426934024298,0.19597937022782896,6.289044515828132,0.2338813516458194,0.24079709044444517,7.994598765432099,0.22288860823141537,0.2893709953689552,559.2214507866344,0.296695254847308,50.197891423731676,50743.98335973906
12,212,80.623,16.4079,78,26.86,0,118,117,19,135,16,0.99738,86.90712,0.0,0.0,0.5,4.295,14.35335,0.0,0.0,127.0,42.22731,9e-05,0.53,2.651,-1.0,0.173122,6.763535894571489,0.23173793653234015,89.37677521437368,0.23478683697978622,89.71392575046907,69153.59965355058,0.3087210533979815,0.6028217531821135,86.21694259374675,0.624064705882353,0.2357440384123333,0.19704678313282917,6.247100664957064,0.23172560077037738,0.24081544656358478,7.407552083333333,0.223657328441693,0.2879254500949085,558.5285846079513,0.29670408596403325,50.381638891902966,50381.44173509833
13,213,80.4362,16.0101,77,26.013,0,117,116,18,135,16,0.9997,86.60188,0.0,0.0,0.57143,4.32,14.14801,0.0,0.0,127.0,42.04816,0.00012,0.53,2.908,-1.0,0.183348,5.350684125968937,0.23125887549267535,88.6551724079729,0.23401965878595152,89.72989501333258,69065.75372509584,0.31047832392458824,0.5929220451807586,86.84417269025872,0.616887843137255,0.22996102522117862,0.19894178259294432,6.321308994366861,0.23331855606290808,0.24043568226985731,6.307002314814815,0.22436511020951316,0.2869398207556879,556.717856524634,0.29730464888198765,52.32434628333574,49622.25807510274
14,214,80.2616,16.0,77,25.5273,0,117,116,17,135,16,0.99519,86.35928,0.0,0.0,0.42857,4.315,13.80589,0.0,0.0,127.0,41.94499,0.00012,0.54,2.923,-1.0,0.167901,4.919674258728026,0.2314784429808504,88.56715609343226,0.23766480275118262,89.7666612281593,68960.57061743672,0.31324811261421565,0.5929220451807568,86.8354011785072,0.6132286666666665,0.2235211718690804,0.2015930087906702,6.152147520182063,0.2329285276277754,0.24045928160754773,5.53587962962963,0.22542663649801592,0.28538778496052164,555.2489927713538,0.29702428108399676,52.35476533866223,49049.9674027168
15,215,80.3435,16.0675,77,25.869,0,117,116,17,135,16,0.9969,86.44193,0.0,0.0,0.53571,4.341,13.79053,0.0,0.0,128.0,41.93056,0.00012,0.55,2.925,-1.0,0.154672,5.125129258010481,0.23207771786554449,88.74848283222649,0.2383452902297084,89.7562631492103,68952.08337178642,0.3163308549818797,0.595139671223989,86.09340048547362,0.6117172549019607,0.21743024274215217,0.20520229051960082,6.170171129472449,0.23343729015841508,0.24044399225973445,6.975887345679013,0.22646655669578591,0.28339376839847963,554.0192395483671,0.29761816874724883,52.27531885217738,49258.89351508918
16,216,80.3466,16.2297,76,24.5404,0,117,116,17,135,16,0.98985,86.47505,0.0,0.0,0.46429,4.345,13.8522,0.0,0.0,127.0,41.9958,6e-05,0.54,3.126,0.14879,0.191958,5.3199850773960655,0.23260360737690877,88.17946043975803,0.23990488588821576,89.76680374786808,68996.45207431319,0.3183962790467516,0.592922045180763,86.34180523550695,0.6122960980392156,0.21164459444896594,0.20900435228845723,6.232571223711926,0.23479208923262143,0.24059643243115963,7.50438850308642,0.22787786205219598,0.2819010784982407,552.9443845410847,0.2976557194245656,52.36935839240934,49223.17838103619
17,217,80.4978,16.1798,77,26.768,0,117,116,17,135,16,0.99027,86.78202,0.0,0.0,0.28571,4.332,13.991,0.0,0.0,127.0,42.11964,5e-05,0.55,3.254,-1.0,0.196989,6.266005589306034,0.23234506220203527,87.88916733059051,0.23923611073744894,89.7389934223191,68960.63457543252,0.3196455061281934,0.5951396712239916,86.73215355486886,0.6142925490196077,0.206383382661366,0.21164742867680122,6.285908356965665,0.23724258447609997,0.24085499416036457,7.715422453703703,0.2285576064680094,0.2804241291573586,551.953729350161,0.2978876438864998,52.32109861020688,49342.29824483807
18,218,80.8372,16.2203,77,26.2325,0,117,116,17,136,16,0.99846,87.23311,0.0,0.0,0.14286,4.309,13.94486,0.0,0.0,127.0,42.17289,0.00014,0.55,3.559,-1.0,0.20756,5.867868540100275,0.23192474362280147,87.64906141677844,0.2404264094968881,89.6758285134127,68822.81176754118,0.3204544099782707,0.5951396712239926,86.4529360660955,0.6158466666666667,0.2019521656678933,0.21329967066615538,6.2809503849267525,0.23885564498871747,0.24174611719086045,7.696132330246914,0.22840094432105038,0.27980169918844994,551.117266810115,0.2967106077576497,52.42684032298901,49936.80048365316
19,219,80.9351,15.8306,77,24.8773,0,118,117,17,136,16,0.99125,87.30804,0.0,0.0,0.17857,4.327,13.98087,0.0,0.0,127.0,42.23713,8e-05,0.55,3.286,-1.0,0.23055,5.6477793814199675,0.2301369112603506,88.32867395163088,0.24021692327378885,89.68297964819875,68791.8368807938,0.32114927150359435,0.5951396712239885,90.81134307760382,0.6161150392156863,0.19786187191593463,0.21352303911896162,6.263744467929424,0.24068284420957378,0.2431239734084944,7.273051697530864,0.22886559595563485,0.2790312138264762,550.5266674641733,0.2958079844397765,52.45136609489535,49872.59275942922
20,220,80.9695,15.8663,77,24.7484,0,118,117,17,136,16,1.0026,87.36446,0.0,0.0,0.32143,4.311,13.64551,0.0,0.0,127.0,42.17133,0.00015,0.56,3.085,-1.0,0.318235,4.337517712369609,0.22869179326549352,89.1249933195482,0.23967972451932792,89.70112412385204,68773.57550458478,0.32105475823169444,0.5951396712239867,89.83635589631767,0.6150662745098039,0.19418202363746395,0.21355043863710976,6.227654769761018,0.2417212632655444,0.24364397615785205,8.433400848765432,0.2293749400692081,0.27808819210740293,550.2121025656874,0.2949122461383826,52.57564045470438,49655.957702260646
21,221,81.0544,15.5031,77,25.5377,0,118,117,17,136,16,1.01013,87.52674,0.0,0.0,0.14286,4.297,13.68902,0.0,0.0,127.0,41.96446,5e-05,0.56,2.986,-1.0,0.375834,6.212150870912654,0.22761870088480965,90.35380208814,0.2394484321976048,89.69930718320855,68616.8132305235,0.32020610623798773,0.5912986302449251,87.65112351707722,0.6124114117647057,0.1900801795402213,0.2133284273563472,6.302413316531781,0.24299428983843605,0.24459755823684268,7.987123842592593,0.22991000148406482,0.27778946165555485,550.098016309869,0.2944164230720271,52.82798503357687,49738.77366637332
22,222,81.2463,15.0723,77,24.6589,0,118,117,17,136,16,1.00345,87.82519,0.0,0.0,0.28571,4.278,13.37638,0.0,0.0,127.0,41.69508,9e-05,0.55,2.503,-1.0,0.386427,7.422113607052125,0.22615212186846015,90.79234226532215,0.23781029412055923,89.65915095128764,68638.0251279705,0.31993425084260796,0.5929220451807609,87.00336017253701,0.6094525490196079,0.18648990476454577,0.21332286987269447,6.1369442018881415,0.2430706418205485,0.24536927461530472,7.570842978395062,0.23102667603726065,0.27731292050692813,550.116173652539,0.29376700885341045,53.08051008059655,50222.87089449897
23,223,81.4518,15.1202,78,23.2611,0,119,117,17,136,16,0.99862,88.09602,0.0,0.0,0.32143,4.277,13.01441,0.0,0.0,126.0,41.49521,0.00014,0.56,2.632,-1.0,0.391995,5.836828846613314,0.22506915626501559,90.72468557671077,0.23861396558560127,89.63187365639718,68637.57649410094,0.32096464212344655,0.5951396712239887,86.43328803980341,0.6082105882352942,0.18370754058400102,0.21346924078736781,6.07511444307012,0.24336773927272867,0.24596488734649574,7.710503472222222,0.23190300245314976,0.2767084171697102,550.1539051904997,0.2931299564567257,53.060230584792144,50740.3883539672
24,224,81.5245,14.742,78,22.1361,0,119,117,18,136,16,0.99185,88.25794,0.0,0.0,0.53571,4.293,13.05282,0.0,0.0,126.0,41.25709,0.00015,0.55,2.933,0.17168,0.372563,5.285111588860108,0.2243222676868173,90.09870164201632,0.2377957512322046,89.66639420866491,68834.42157809561,0.3217255136827207,0.595139671224,87.53976824941581,0.6059294117647059,0.18193119933378063,0.2136793484630699,6.084099763574524,0.24327382880532153,0.24636694847618476,8.035059799382717,0.23376743482745635,0.2760897787621052,550.157634322705,0.292629259411515,53.04463911645206,51340.36800650195
25,225,82.0194,14.6821,78,22.7077,0,119,116,17,136,16,1.01792,88.78885,0.0,0.0,0.60714,4.299,12.72642,0.0,0.0,126.0,41.12697,0.00012,0.56,2.704,-1.0,0.348831,7.322037021307813,0.22394511011824253,89.4204403539874,0.23761641451807172,89.55699632346948,69068.2576091607,0.3217147701707333,0.597357297267224,86.69001138871997,0.6045007843137256,0.17982660419592036,0.2141672007552826,5.976165889466752,0.24338206808419444,0.24710041073146327,9.160204475308642,0.23597256259952867,0.2754345419990656,550.0646750751473,0.29245295389653997,53.003621230890715,52427.76762986147
26,226,82.1009,14.6443,78,21.8636,0,119,116,17,136,16,1.00539,88.98605,0.0,0.0,0.32143,4.285,12.66984,0.0,0.0,126.0,40.99034,0.00015,0.56,2.526,-1.0,0.351971,7.329846925091628,0.22309358841038046,88.95861807787132,0.23634095024583582,89.54354400507978,69282.81638426331,0.3213378961462778,0.6050393792253471,87.29269349385655,0.6028180392156863,0.1780406368806895,0.2145171233073582,5.9910909804096,0.24332619531828828,0.24728134359496448,9.290412808641975,0.23803927895946564,0.2751792747340856,549.9103071104506,0.2926192373061601,53.18134015872155,52512.99379803623
27,227,82.1831,14.3677,79,22.232,0,119,116,17,136,16,0.98108,89.25452,0.0,0.0,0.28571,4.257,12.62815,0.0,0.0,126.0,40.78247,0.00012,0.57,2.445,-1.0,0.347701,5.729478671822548,0.2225148430683859,88.55386804658187,0.2353927632033067,89.4990231344425,69239.43290856226,0.32072571866497795,0.6072570052685798,88.09337435922357,0.6001039215686276,0.17659511027268546,0.21430641270567732,6.030682583812344,0.24342393642366444,0.2475902750001585,9.077449845679013,0.24001809636174337,0.27602262559477125,549.6499943459654,0.29315216741513755,53.268705956729846,52268.23402501811
28,228,82.5188,14.2723,80,22.7788,0,119,116,17,136,16,1.01,89.78236,0.0,0.0,0.25,4.274,12.39843,0.0,0.0,126.0,40.70302,0.00022,0.57,2.498,-1.0,0.353237,7.046820587882001,0.22257940194685208,87.85060473589138,0.23482297876468403,89.49842830090417,69399.26021385384,0.3201090449133024,0.6094746313118078,91.74211662700826,0.598606274509804,0.17554360587115186,0.21413006801682488,5.953931333309048,0.24336024836298448,0.24794649205604583,8.680507330246913,0.24195528561705876,0.275304804964692,549.3342217810974,0.2935370802123713,53.45056773998119,53252.23673715214
29,229,82.6396,14.3743,80,21.9698,0,119,116,17,136,16,1.02245,90.04001,0.0,0.0,0.10714,4.246,12.3062,0.0,0.0,126.0,40.57501,0.00023,0.57,2.572,-1.0,0.331519,4.855771640642346,0.22302336306975232,86.69923187535231,0.23402988115815493,89.44614071039139,69354.42769949096,0.31912986845809554,0.6094746313118128,87.83970508478924,0.5963698039215685,0.1766805955888217,0.214263358852306,5.914917160596428,0.2434243106098612,0.24841701244969558,8.588493441358025,0.2437251863261591,0.27539387221018274,548.9472941458837,0.29363349211114553,53.55444354775511,53594.64758744901
30,230,82.3522,14.7098,80,22.366,0,119,116,17,136,16,0.99515,89.91077,0.0,0.0,0.07143,4.284,12.39971,0.0,0.0,125.0,40.41953,0.00019,0.56,2.437,-1.0,0.345663,4.940290666356548,0.22349748830468866,86.71351891535564,0.23397068037125526,89.48974577933035,69120.33190450302,0.31860818535153174,0.609474631311813,89.730703736506,0.5933050980392158,0.17927273806335808,0.21474717769606078,5.867738910479359,0.24327839618618877,0.24864780724721913,9.101996527777779,0.24642385491384472,0.2751377980191942,548.5569990752485,0.2936496948521437,53.64235696674865,53033.174285874535
31,231,82.5976,14.8343,80,21.8905,0,119,116,17,136,16,1.00423,90.14741,0.0,0.0,0.28571,4.266,12.6892,0.0,0.0,126.0,40.30583,0.00018,0.56,2.706,-1.0,0.355083,4.7211248413892815,0.22371881131944904,86.75103348544852,0.23323773609979903,89.45933177908472,69304.67628530081,0.3185122698437962,0.6116922573550418,87.16409929139552,0.5921662745098041,0.18200334369910204,0.21525592569307098,5.883057349676117,0.24300432492253812,0.24906387516633002,8.981143904320987,0.24872225278037627,0.2753824900767349,548.1588974811549,0.29409248447191194,53.57124102557147,53733.10805169348
32,232,82.9272,14.4484,81,22.0973,0,119,116,17,136,16,1.03993,90.50949,0.0,0.0,0.32143,4.269,12.79742,0.0,0.0,126.0,40.31229,0.00025,0.57,2.604,0.18891,0.364634,6.672680103194484,0.2233960345341318,86.50750094208921,0.23205435852350056,89.37941692514512,69265.69316261019,0.3182723438113535,0.6133156722908782,86.10356265988558,0.5914466274509803,0.18683693241935723,0.21548610715295188,5.9325230521811285,0.24257892150233024,0.2495141701321371,8.785976080246913,0.2516163198655644,0.2755543079647276,547.7262917633824,0.2942888939436148,53.51133125210986,54508.643649926686
33,233,82.8199,14.3456,80,21.4265,0,119,116,17,137,16,1.02639,90.35518,0.0,0.0,0.35714,4.27,12.45322,0.0,0.0,125.0,40.32427,0.00018,0.57,2.646,-1.0,0.32591,5.822814354430362,0.2227187090037734,86.07513729769175,0.23211331602559476,89.41698618548327,69248.95913674886,0.31900287807358774,0.6133156722908791,90.48993377205876,0.5932321764705883,0.1917031543409639,0.21554955750213856,5.814412878300058,0.2420950224126328,0.2502071276616367,8.626012731481481,0.2545507709465494,0.2751162138264325,547.3007109177926,0.2947631845308528,53.597356725622106,54265.451091333016
34,234,82.5137,13.9604,80,21.3898,0,120,116,17,137,16,1.00031,90.02278,0.0,0.0,0.60714,4.272,12.36983,0.0,0.0,125.0,40.28796,0.00017,1.28,2.843,-1.0,0.34326,5.3769222410481605,0.22234661154258267,86.49520490135731,0.23218950162971547,89.46456933580095,69192.23138115874,0.31967710220060486,0.6155332983340998,90.58366169478728,0.5929681372548994,0.1957850625609551,0.2154118015879446,5.8603193992007085,0.24161264314904482,0.25063631256173396,8.622347608024691,0.25778623630999353,0.27497731467842274,546.8896464160663,0.2949908831652274,53.58890806598428,53451.16057257656
35,235,82.3615,14.0597,80,19.9217,0,119,116,17,137,16,1.00018,89.89378,0.0,0.0,0.67857,4.26,12.0443,0.0,0.0,125.0,40.2931,0.0002,1.26,2.891,-1.0,0.298794,5.599249864007101,0.2220787932963917,86.39445738879816,0.23207871729024,89.48036149087835,69183.2940788057,0.3201541438336515,0.6155332983341039,89.44846411472058,0.5940886274509803,0.1991893567527037,0.215105585397944,5.748296625492651,0.24109483752088856,0.2528316521162092,8.933449074074074,0.2606253168191972,0.2752047166744777,546.5156375831906,0.29529904828678666,53.63069303536121,53109.650578524874
36,236,82.1719,14.275,80,20.3129,0,119,116,17,137,15,0.99748,89.61967,0.0,0.0,0.71429,4.279,12.12873,0.0,0.0,125.0,40.34956,0.00017,1.27,2.606,-1.0,0.328561,5.851043920802106,0.22131312372352713,86.45316922557873,0.23103303954575583,89.5199438343308,69192.14418193886,0.32013985105467424,0.6116922573550428,88.43970592940197,0.594743137254902,0.20252471281713738,0.21474973642920042,5.839021724931164,0.24057383822013176,0.2526845784986235,8.943335262345679,0.26287902049495454,0.2752829403734892,546.1780788228875,0.29612559431535523,53.71817393361786,53149.67020975659
37,237,82.01,14.2964,80,20.4702,0,119,116,17,137,16,0.98505,89.45461,0.0,0.0,0.53571,4.261,12.31506,0.0,0.0,125.0,40.43579,0.00019,0.56,2.749,-1.0,0.329958,6.854048224363819,0.22085647146772291,86.74340527909908,0.23039807195623335,89.55025917157819,69031.33559671926,0.31979952182141796,0.6094746313118159,88.1194694646554,0.5957597450980391,0.20412984483195876,0.21455290944757846,5.856577888607751,0.23991797327133801,0.2525902859259791,8.808449074074074,0.2644262868527689,0.2754215360015888,545.852245096882,0.2966966286977796,53.76142939814815,52933.57259219826
38,238,81.7836,14.0397,80,21.3249,0,119,116,17,136,15,0.97347,89.21076,0.0,0.0,0.42857,4.295,12.33188,0.0,0.0,126.0,40.44738,0.00014,0.58,2.895,-1.0,0.378833,5.982197636990274,0.22051701070789026,87.83980966946285,0.23039552347936515,89.56692907217543,69015.5484010012,0.3193070000053575,0.6110980462476446,86.45017678453773,0.5950568627450981,0.206530425774427,0.21435703366750403,5.9124494702640735,0.23929596644866363,0.25236309710467203,8.751060956790123,0.2666803222866633,0.27555885287970666,545.5024224391763,0.2969273465081091,53.758275915075224,52472.16474314066
39,239,81.5981,14.2381,80,19.2426,0,119,116,17,136,15,0.97496,89.09207,0.0,0.0,0.57143,4.296,12.11014,0.0,0.0,125.0,40.47653,0.00019,0.57,3.017,-1.0,0.386464,3.5391597725863027,0.22108376003436983,88.09024381008746,0.2303971802255151,89.52447053482126,69010.0812677038,0.31893442310562276,0.6155332983341034,87.98300675907782,0.5953180784313722,0.20805493941327408,0.214129695412447,5.836819436165662,0.23864509053217012,0.2522939188696395,8.872733410493828,0.2691260592542282,0.27589655556037507,545.1815902159859,0.29721727181854507,53.7257460605951,52043.88184365382
40,240,81.5117,13.9794,79,19.3795,0,119,116,17,136,15,0.98551,88.95707,0.0,0.0,0.35714,4.285,12.27826,0.0,0.0,125.0,40.55034,0.00015,0.57,3.098,0.17966,0.368745,6.2330397370431845,0.21981675984296653,88.0229498461421,0.23027080128161947,89.530077269978,69046.1113056935,0.3186314227503561,0.6133156722908818,89.94083027243778,0.5967364705882353,0.20957868450623157,0.2137242950112983,5.90128371614658,0.23817593704862303,0.25207320340502637,9.275366512345679,0.27144854236488647,0.2764941160551736,544.8803642491351,0.29795670254806433,53.73397224332079,52134.517290809104
41,241,81.4336,13.5929,80,20.2699,0,119,116,17,136,15,0.97759,88.93144,0.0,0.0,0.28571,4.282,12.05819,0.0,0.0,124.0,40.61636,0.00015,0.56,2.915,-1.0,0.325301,4.869297313595586,0.2191729179695632,87.79211889107884,0.23036968912254663,89.56727339648691,69010.81204862426,0.3179618129305221,0.6155332983341009,86.49465330951062,0.5984180784313724,0.21081882904672428,0.2137724782035355,5.844498381361099,0.23727154507730433,0.25190701573258795,9.381799768518519,0.27358008065366685,0.27666640734111103,544.5791425794735,0.29789954766485727,53.746439050745074,51938.605090291116
42,242,81.4927,13.3342,80,20.0088,0,119,116,17,136,15,0.98539,88.93781,0.0,0.0,0.28571,4.278,11.72113,0.0,0.0,125.0,40.69614,0.00022,0.56,2.886,-1.0,0.38549,6.086875565448642,0.2187494166670443,87.92087951004756,0.23096252025483888,89.523244874853,68973.71255917042,0.3171294060450738,0.6133156722908701,87.87036409558975,0.6004996078431373,0.21228845921424308,0.21402396547630562,5.7615576638830035,0.23654489133181222,0.2516462168689761,9.353202160493828,0.27558544175512956,0.27705508076681196,544.297131098562,0.29808852955659637,53.7440692289376,51654.174365185696
43,243,81.5639,12.918,80,20.4301,0,120,116,18,136,15,1.01331,89.04539,0.0,0.0,0.53571,4.285,11.50254,0.0,0.0,126.0,40.88577,0.00028,0.55,3.082,-1.0,0.355324,5.238093427414003,0.21846009477897949,88.77841987463168,0.23184029430151454,89.52255938189408,68938.70147732655,0.3163603690834994,0.6133156722908745,88.58119720725036,0.6058325490196078,0.21383699976912754,0.21434951530476018,5.796826460785324,0.2358747456742962,0.25142289372856386,9.385127314814815,0.2775153540153112,0.2775735222329334,544.0149451931793,0.2979983471178396,53.7004251362365,51625.00153948331
44,244,81.6361,12.9418,80,18.6806,0,120,116,17,136,15,1.01865,89.13616,0.0,0.0,0.35714,4.276,11.14828,0.0,0.0,126.0,41.073,0.00022,0.56,3.04,-1.0,0.373349,6.687338468188675,0.21837251223149534,89.49325949819763,0.23250206832533532,89.4724095873501,69155.91005254451,0.31589863676833513,0.6133156722908716,86.66335910484175,0.610616196078431,0.21430032744762093,0.21461246003415912,5.688024766072554,0.23536324781390502,0.2512884588029537,9.351273148148149,0.2789009816168072,0.2778638164031971,543.7523824421069,0.2978394259511836,53.62345886230469,52151.91206182274
